grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.18145915578187397,298.0,1.1711828421036232,0.6944549265338573,2.0233686642515135e-18,0.041697713972419635,2.0964117838519945e-14,0.05288550816907631,0.2109618513238589,4.367441088028843e-16,1.1740294229847672e-13,0.0,0.0,0.0,0.0,0.0,0.0,7.141088721739751e-19,0.0,1.3704446220691115e-13,0.0,0.0,0.0,0.0,0.0,1.1559847696125034e-17,1.1029470559545233e-32,2.9767187020999724e-41,0.0,0.0,0.0,0.0,3.867522620308848e-27,2.524060677152725e-14,2.511747093077529e-15,0.0,0.0,1.0252015734982455e-13,1.142948175183723e-29,0.0,3.313799701073871e-24,0.0,1.684308291872121e-15,1.2700924196722548e-17,3.6803556741020346e-15,0.0,1.1516389727218504e-14,0.0,0.0,8.05150386738042e-18,5.954739646659817e-16,3.260698863827484e-16,1.327917485210625e-13,1.9154626575397693e-14,1.0055188740261493e-14,3.1218715018365547e-17,1.79247751154354e-17,1.1468269420259055e-17,0.0,0.0,1.7817398636415893e-21,3.289755938472694e-14,9.634130237738326e-33,7.103089332880146e-34,0.0,1.8044672988954608e-22,7.097988618096729e-17,8.01960738624698e-23,0.0,6.957509438819136e-30,1.2531696147668866e-16,0.0,1.0865269821719668e-29,0.0,0.0,1.085676441559018e-29,3.128521384712416e-38,0.0,3.3119270553538506e-27,5.989362139490105e-16,0.0,0.0,0.0,4.394488764284634e-16,2.982790230278446e-31,6.660705350904943e-21,6.576326020588636e-49,1.357972831310685e-32,0.0,0.0,0.0,0.0,0.0,4.9724742468907334e-14,1.488508915831199e-14,0.0,0.0,0.0,0.0,5.437810022236996e-16,0.0,0.0,3.143465551475827e-14,0.0,1.1194085733817418e-19,0.0,2.3116179653682023e-14,2.8857922452488935e-17,0.0,0.0,2.5625336734807166e-15,0.0,7.378774095767554e-18,0.0,1.5555004368233141e-16,0.0,0.0,1.3262388430137989e-34,5.087310064772037e-15,0.0,0.0,0.0,0.0,0.0,7.59124949338073e-16,0.0,0.0,0.0,0.0,0.0,1.8214245028016836e-18,0.0,1.7580395921573838e-15,0.0,0.0,2.4843247670651104e-18,3.7264330263037414e-14,0.0
0.016,0.18145915578342434,298.0000000023576,1.1711828420940291,0.6944549265336603,2.02336869131633e-18,0.041697713972349094,4.150517323142081e-17,0.052885508169035804,0.2109618513239447,6.145363306805985e-14,7.695268283063358e-21,0.0,0.0,0.0,1.604215003821708e-18,4.689314250241873e-14,0.0,7.141088159069641e-19,0.0,1.4730485361921334e-13,0.0,0.0,0.0,0.0,8.328033030529415e-19,2.2149353598628176e-15,1.0988488664012543e-30,4.5166528130009016e-39,0.0,0.0,0.0,0.0,7.025019166435415e-25,2.538267244896029e-14,5.701327570893164e-22,0.0,0.0,2.743680988958027e-19,2.3411333767588523e-27,0.0,7.392822589887498e-22,0.0,1.0427676228452387e-22,1.792199889780458e-15,3.680355673590952e-15,0.0,1.1516389687899671e-14,0.0,0.0,2.148271419948251e-18,1.7227539454084812e-13,3.260698861958458e-16,2.52978133925994e-16,3.077355433165764e-14,1.0931298106326127e-14,3.115383665640739e-17,1.794569077857129e-17,1.1468269418066418e-17,0.0,0.0,6.953615121732802e-19,4.255117686627591e-22,5.97225247604815e-30,4.455793813841694e-31,0.0,8.734923182546209e-20,3.3900086855287155e-14,2.9924474956480654e-20,6.211729694517057e-18,3.501031394135378e-27,5.741964474055222e-14,0.0,4.410423132504852e-27,3.906010090800729e-21,0.0,5.282384394072122e-27,7.053109014004591e-36,0.0,1.1732264502679222e-24,1.4209569870771345e-13,0.0,0.0,0.0,9.222631156759557e-14,1.0432443521395076e-28,2.496282197080298e-18,2.577139444004407e-46,4.11770046288378e-30,0.0,0.0,0.0,1.314068909701467e-18,0.0,4.972182301765035e-14,4.017305951585228e-21,0.0,0.0,0.0,0.0,1.5219284434575157e-22,0.0,0.0,3.143465551353154e-14,0.0,1.1253921375737278e-19,0.0,2.31154213075266e-14,1.6873393266702354e-14,0.0,0.0,2.5625336735669387e-15,0.0,7.411713302754471e-18,0.0,1.5555004356404946e-16,0.0,0.0,0.0,5.087310064444694e-15,0.0,0.0,0.0,0.0,0.0,7.59124949358094e-16,0.0,0.0,0.0,0.0,0.0,7.294517099199948e-16,0.0,1.7580395879834701e-15,0.0,0.0,0.0,3.726432169479462e-14,0.0
0.032,0.1814591557881304,298.00000000260763,1.1711828420637214,0.6944549265319605,2.0233687522289525e-18,0.04169771397257799,0.0,0.05288550816886919,0.21096185132367337,5.234308240476244e-14,5.061193503965239e-28,0.0,0.0,0.0,3.068814705494142e-22,1.9648082224704197e-12,0.0,7.14108687284128e-19,0.0,2.323968167608349e-13,0.0,0.0,0.0,0.0,0.0,2.2149359096570593e-15,2.3647427526750555e-32,4.1927929901562635e-45,0.0,0.0,0.0,0.0,8.807951856969779e-26,2.5383446359135768e-14,1.296512530841383e-28,0.0,0.0,7.354888248536579e-25,1.7746263275276474e-28,0.0,3.837224523625158e-27,0.0,0.0,1.792201949911162e-15,3.680355674561794e-15,0.0,1.1516389689092918e-14,0.0,1.4674977163618315e-27,0.0,1.726021604938791e-13,3.2606988588598557e-16,4.826681657766902e-19,2.9054113116707406e-14,1.0191233608122398e-14,3.136846872501536e-17,1.7961587209674496e-17,1.1468269416727614e-17,0.0,2.1685259070615207e-45,0.0,5.508170538994727e-30,5.9722524730528325e-30,4.455793736733674e-31,0.0,8.143556894463241e-20,3.16061760633532e-14,2.7898545227441164e-20,6.2118397134286956e-18,2.0986419868969807e-28,0.0,0.0,5.698556793126393e-34,9.206032017926786e-21,0.0,1.0105083152040283e-30,1.0534207339047238e-39,0.0,1.1749732634912923e-24,1.4209607751748835e-13,0.0,0.0,0.0,6.931024571827964e-14,1.077957034500873e-28,2.529474051196945e-19,2.4331868752497876e-46,1.352634626540756e-30,6.2529659641125825e-31,0.0,0.0,4.233347632535336e-18,0.0,4.9718903739296955e-14,1.224304975393158e-27,0.0,0.0,0.0,0.0,4.46734262608115e-29,0.0,0.0,3.1434655513582004e-14,0.0,1.1292935997583586e-19,0.0,2.311542129670685e-14,1.6873397813970918e-14,0.0,0.0,2.562533673574877e-15,1.1584433150534881e-65,7.395631130957229e-18,0.0,1.5555004350727891e-16,0.0,0.0,0.0,5.087310064185663e-15,0.0,0.0,0.0,0.0,0.0,7.591249493603524e-16,0.0,0.0,0.0,0.0,0.0,7.294519136732359e-16,0.0,1.7580395878864075e-15,0.0,0.0,0.0,3.726431017610384e-14,0.0
0.04,0.18145915585682781,298.00000000277635,1.1711828416204026,0.6944549265082103,2.023368877321201e-18,0.04169771397477072,0.0,0.05288550816638684,0.21096185131877165,4.703633133111146e-14,6.748536859492676e-35,0.0,0.0,0.0,9.806433461294237e-23,3.087306767896732e-11,0.0,7.141084052630835e-19,0.0,2.872774663588489e-13,0.0,0.0,6.315778119868805e-29,1.4757285217443323e-35,0.0,2.2149359009220234e-15,2.5614992167593175e-32,3.6106234998281966e-45,0.0,0.0,7.09759492557449e-36,0.0,1.0809460908278967e-25,2.5383517324019097e-14,2.6995403708878546e-33,0.0,0.0,0.0,1.9371602052481573e-28,0.0,0.0,0.0,0.0,1.7923599063257764e-15,3.68035571017518e-15,0.0,1.1516389694052007e-14,0.0,4.70201294145062e-28,0.0,1.7260256251929287e-13,3.260698854688018e-16,1.8493524770329825e-21,2.805138237634304e-14,9.759322774266925e-15,3.14857605220291e-17,1.7968262630280743e-17,1.1468269414435069e-17,0.0,0.0,0.0,1.4306155014127601e-37,5.9722524715883446e-30,4.455793735643807e-31,0.0,7.798427869845069e-20,3.0266703283196976e-14,2.6716187441829948e-20,6.211839713418735e-18,2.097579007820291e-28,0.0,0.0,2.6458043726032075e-40,1.1856042980462005e-20,0.0,3.2290792055063188e-31,0.0,2.8309794147119704e-33,1.1749732624492197e-24,1.4209607759581923e-13,0.0,0.0,0.0,5.5947906206760723e-14,1.0935204147847496e-28,4.67925200169188e-20,2.3492119370223648e-46,1.4445142218315028e-30,7.033977626955681e-31,0.0,0.0,5.692944143335449e-18,0.0,4.971744414607744e-14,1.393157111319731e-28,0.0,0.0,0.0,0.0,2.027188566245398e-30,0.0,0.0,3.1434655514998205e-14,0.0,1.1312442947844262e-19,0.0,2.3115421275809758e-14,1.6873397815894988e-14,0.0,0.0,2.562533673705376e-15,0.0,7.374991030679054e-18,3.530001147142785e-39,1.5555004339927584e-16,0.0,0.0,0.0,5.087310063842639e-15,0.0,0.0,0.0,0.0,0.0,7.591249493954747e-16,0.0,0.0,0.0,0.0,0.0,7.294519137725725e-16,0.0,1.7580395877613849e-15,0.0,0.0,0.0,3.726430391287559e-14,0.0
0.044,0.18145915639097907,298.00000000287116,1.171182838172898,0.6944549263240513,2.023369121643483e-18,0.041697713991496695,0.0,0.05288550814708376,0.21096185128039863,4.431147693455179e-14,5.718875110591875e-41,0.0,0.0,0.0,1.064687893450881e-22,2.5596363964273174e-10,0.0,7.141078572585082e-19,0.0,3.170903454481136e-13,0.0,0.0,6.324604705132916e-29,5.464102720305957e-35,0.0,2.2149361403266775e-15,2.662507366565931e-32,3.4873456340988025e-45,0.0,0.0,7.656512670665997e-36,0.0,1.1662313146993814e-25,2.5383528356671538e-14,2.938369636851679e-33,0.0,0.0,0.0,2.0124198791291285e-28,0.0,0.0,0.0,0.0,1.7966235097303004e-15,3.680357003354318e-15,0.0,1.1516389782333688e-14,0.0,5.104980306680302e-28,0.0,1.7260245158306256e-13,3.260698938806262e-16,1.4283822471746192e-23,2.7514695239591592e-14,9.528127393289631e-15,3.154634560958186e-17,1.797128176728021e-17,1.1468269412522993e-17,0.0,2.446658798215622e-40,0.0,7.478852729429062e-45,5.972252458893042e-30,4.455793726173644e-31,0.0,7.6136854691077e-20,2.9549702961033226e-14,2.608328900431491e-20,6.2118397123639406e-18,2.0975789335658754e-28,0.0,0.0,1.301715716010147e-40,1.318104846100108e-20,0.0,3.505822119216344e-31,0.0,2.9602107256284562e-33,1.174973260536854e-24,1.4209607777451801e-13,0.0,0.0,0.0,4.879601859918358e-14,1.1010324080511904e-28,1.4806281290885137e-20,2.3042663857900224e-46,1.4893548218062969e-30,7.431978312865444e-31,0.0,0.0,6.4227316871669755e-18,0.0,4.9716714381583304e-14,1.3931515267133432e-28,0.0,0.0,0.0,0.0,2.0271645603297677e-30,0.0,0.0,3.1434655526327276e-14,0.0,1.1322196436696157e-19,0.0,2.3115421239699536e-14,1.6873397825842893e-14,0.0,0.0,2.5625336747431453e-15,0.0,7.361507831150988e-18,3.807971418770977e-39,1.5555004322594863e-16,0.0,0.0,0.0,5.0873100643659485e-15,0.0,0.0,0.0,0.0,0.0,7.591249496746558e-16,0.0,0.0,0.0,0.0,0.0,7.294519141964787e-16,0.0,1.7580395879799305e-15,0.0,0.0,0.0,3.7264300732922936e-14,0.0
0.046,0.1814591586038758,298.0000000029529,1.1711828238903408,0.6944549255612563,2.0233693502458584e-18,0.0416977140607027,0.0,0.05288550806711236,0.21096185112135563,4.4444875867293026e-14,6.686940594316777e-41,0.0,0.0,0.0,1.1010263320271037e-22,1.1885561270397222e-09,0.0,7.1410724255633e-19,0.0,3.325096183535464e-13,0.0,0.0,6.325721821816409e-29,5.647693878181696e-35,0.0,2.214940624428607e-15,2.705321528709885e-32,3.43259765415739e-45,0.0,0.0,7.890219990008536e-36,0.0,1.2019044059408954e-25,2.5383531369061156e-14,3.063930352054131e-33,0.0,0.0,0.0,2.044267639864098e-28,0.0,0.0,0.0,0.0,1.8549331963020297e-15,3.680381809831563e-15,0.0,1.1516391562960053e-14,0.0,5.279217290301013e-28,0.0,1.7260239461524136e-13,3.260701151391552e-16,2.215686395459895e-25,2.7237138888295803e-14,9.40856461936128e-15,3.157721526754439e-17,1.7972716662389336e-17,1.1468269416823404e-17,0.0,4.682661279810586e-40,0.0,1.875658765220042e-51,5.972252405967754e-30,4.455793686687901e-31,0.0,7.518145800562615e-20,2.917890571818126e-14,2.5755985056618876e-20,6.2118397077457994e-18,2.097578909905465e-28,0.0,0.0,1.301767367573647e-40,1.384355121250603e-20,0.0,3.6254779270568063e-31,0.0,2.9633711533389007e-33,1.1749732599981217e-24,1.4209607807878944e-13,0.0,0.0,0.0,4.5096929981604025e-14,1.104781845295913e-28,7.231247312069374e-21,2.2810220741082695e-46,1.5097652662739847e-30,7.632944558158519e-31,0.0,0.0,6.787622766500698e-18,0.0,4.971634957382335e-14,1.3931516719100656e-28,0.0,0.0,0.0,0.0,2.027164591240735e-30,0.0,0.0,3.143465556571206e-14,0.0,1.132707312433328e-19,0.0,2.311542122966959e-14,1.6873397858279036e-14,0.0,0.0,2.562533679649625e-15,0.0,7.353969058988802e-18,3.9241981507611556e-39,1.5555004309464446e-16,0.0,0.0,0.0,5.087310069757406e-15,0.0,0.0,0.0,0.0,0.0,7.591249510044906e-16,0.0,0.0,0.0,0.0,0.0,7.294519156932771e-16,0.0,1.7580395898963584e-15,0.0,0.0,0.0,3.7264299211915346e-14,0.0
0.048,0.1814591715662083,298.0000000036143,1.171182740228298,0.694454921093286,2.023369843112761e-18,0.04169771446601838,0.0,0.052885507598642446,0.21096185018970107,7.257873207934133e-14,1.9134196908723956e-40,0.0,0.0,0.0,1.1318629023984576e-22,6.6512945096696056e-09,0.0,7.141057453220592e-19,0.0,3.4835526662989347e-13,0.0,0.0,6.326663222967248e-29,5.801788770492945e-35,0.0,2.215051908159108e-15,2.74101592852803e-32,3.388804130364122e-45,0.0,0.0,8.083100886416749e-36,0.0,1.231344298626664e-25,2.5383544305078018e-14,3.167868326253426e-33,0.0,0.0,0.0,2.0708016834130053e-28,0.0,0.0,0.0,0.0,2.937516266833829e-15,3.681026248615614e-15,0.0,1.1516443772207312e-14,0.0,5.427073781440072e-28,0.0,1.7260233975999825e-13,3.260770583303352e-16,3.5428604975217824e-27,2.695029454389615e-14,9.284993069340853e-15,3.1614107816759896e-17,1.797429456028259e-17,1.1468269751109852e-17,0.0,7.662546331281815e-41,0.0,6.025225815728946e-51,5.972252096106375e-30,4.455793455516868e-31,0.0,7.419402437911494e-20,2.8795674638295584e-14,2.5417705456807912e-20,6.211839680837658e-18,2.0975787714078242e-28,0.0,0.0,1.301820685525471e-40,1.4506054030785047e-20,0.0,3.7270168966370866e-31,0.0,2.9660237968479282e-33,1.174973264053291e-24,1.420960793634438e-13,0.0,0.0,0.0,4.127453496276687e-14,1.1096662609032176e-28,3.629854968324227e-21,2.256999926732277e-46,1.5280860452895991e-30,7.835269076442943e-31,0.0,0.0,7.152511229994035e-18,0.0,4.971598522966539e-14,1.3931519011331072e-28,0.0,0.0,0.0,0.0,2.027164768630491e-30,0.0,0.0,3.143465585560922e-14,0.0,1.1331950014641437e-19,0.0,2.3115421308554623e-14,1.6873398062679564e-14,0.0,0.0,2.562533704544552e-15,0.0,7.345653042184606e-18,4.020119229483541e-39,1.5555004418850012e-16,0.0,0.0,0.0,5.087310157586767e-15,0.0,0.0,0.0,0.0,0.0,7.591249594881125e-16,0.0,0.0,0.0,0.0,0.0,7.29451923214241e-16,0.0,1.7580396045354646e-15,0.0,0.0,0.0,3.7264299021904685e-14,0.0
0.049,0.18145920166110513,298.00000000784473,1.1711825459885223,0.694454910720656,2.0233702594852795e-18,0.041697715406970134,0.0,0.05288550651082158,0.21096184802670115,2.81095223859289e-13,1.029332596960658e-40,0.0,0.0,0.0,1.1458837244492586e-22,1.9333554819862208e-08,0.0,7.141039527765064e-19,0.0,3.563782517280841e-13,1.6670853009696588e-14,0.0,6.327380756572365e-29,5.871461603380175e-35,0.0,2.2161012484445466e-15,2.757117752969862e-32,3.412354091195194e-45,0.0,0.0,8.169412189945324e-36,0.0,1.244522819687797e-25,2.5383671476672562e-14,3.213053723974364e-33,0.0,0.0,0.0,2.0827661431036394e-28,0.0,0.0,0.0,0.0,1.0610056465237515e-14,3.687385887293984e-15,0.0,1.1517028417017078e-14,0.0,5.494301563396446e-28,0.0,1.7260233665764256e-13,3.2615920484411695e-16,1.8163396182136966e-28,2.680446588239792e-14,9.222173780329192e-15,3.1708867954670585e-17,1.7978315601323735e-17,1.1468273929937676e-17,0.0,2.896966503253606e-41,0.0,1.7317190582062509e-50,5.972251379344118e-30,4.455792920822428e-31,0.0,7.369204068110586e-20,2.8600850647596255e-14,2.5245732900129224e-20,6.211839620504086e-18,2.0975784506618915e-28,0.0,0.0,1.3018477152722433e-40,1.4837305675816853e-20,0.0,3.773184363544801e-31,0.0,2.9672232042147074e-33,1.1749732803137234e-24,1.4209608459300423e-13,0.0,0.0,0.0,3.9331924645280656e-14,1.122422642074511e-28,2.4741253816792165e-21,2.2447873208550858e-46,1.5367689447545658e-30,7.936927187489642e-31,0.0,0.0,7.334954886440578e-18,0.0,4.971580402736776e-14,1.3931522359256105e-28,0.0,0.0,0.0,0.0,2.0271651812617016e-30,0.0,0.0,3.1434656601897506e-14,0.0,1.1334388707559528e-19,0.0,2.311542161882308e-14,1.687339852535813e-14,0.0,0.0,2.5625337653086883e-15,0.0,7.341363847879788e-18,4.063041629956392e-39,1.5555004872731418e-16,0.0,0.0,0.0,5.087311001464196e-15,0.0,0.0,0.0,0.0,0.0,7.591250063507893e-16,0.0,0.0,0.0,0.0,0.0,7.294519407705573e-16,0.0,1.7580396396236415e-15,0.0,0.0,0.0,3.7264312950369034e-14,0.0
0.05,0.18145930486563747,298.00000004777934,1.1711818798818245,0.6944548751560239,2.0233706845956752e-18,0.041697718633261695,0.0,0.05288550277895714,0.210961840609567,2.3195954566837774e-12,6.071744481610767e-41,0.0,0.0,0.0,1.158600102939878e-22,6.281839817774829e-08,0.0,7.141000306265956e-19,0.0,3.6449085618454594e-13,3.9346324490290027e-13,0.0,6.331976664910485e-29,5.935857490999563e-35,0.0,2.2296442812029763e-15,2.7722008313916574e-32,3.959392987298861e-45,4.7932075950806825e-18,5.53946006384806e-53,8.249633045299438e-36,0.0,1.2567842524185763e-25,2.538554791527147e-14,3.236577823383711e-33,0.0,0.0,0.0,2.0939727014892514e-28,0.0,0.0,0.0,0.0,8.567054445439823e-14,3.773187303015042e-15,0.0,1.1525959388264737e-14,0.0,5.555275210106095e-28,0.0,1.7260275700353141e-13,3.2748227253353234e-16,7.647866746407055e-29,2.665631921114954e-14,9.158353569776402e-15,3.318166358938682e-17,1.804650820893332e-17,1.1468359554614385e-17,0.0,1.881847733125348e-40,0.0,5.546219177526458e-50,5.972248946393965e-30,4.455791106293359e-31,0.0,7.318203325070842e-20,2.8402912490868863e-14,2.5071009547741524e-20,6.211839433790204e-18,2.097577357683368e-28,0.0,0.0,1.3018754075648582e-40,1.516855804904802e-20,0.0,3.81505520204704e-31,0.0,2.968331901475094e-33,1.1749733479866728e-24,1.420961421629913e-13,0.0,0.0,0.0,3.7369906498129614e-14,1.2568846264994004e-28,1.7289533918294352e-21,2.232380609617061e-46,1.5453613661803122e-30,8.038927982182988e-31,0.0,0.0,7.517398227700652e-18,0.0,4.971562588501032e-14,1.3931532696491278e-28,0.0,0.0,0.0,0.0,2.0271666152848094e-30,0.0,0.0,3.143466127878875e-14,0.0,1.1336832478425343e-19,0.0,2.311542285679762e-14,1.687340012048439e-14,0.0,0.0,2.5625340148043533e-15,0.0,7.338126199816206e-18,4.1029347683536844e-39,1.5555010452122e-16,0.0,0.0,0.0,5.0873266040161946e-15,0.0,0.0,0.0,0.0,0.0,7.591257754423408e-16,0.0,0.0,0.0,0.0,0.0,7.294520048509753e-16,0.0,1.7580397757931905e-15,0.0,0.0,0.0,3.7264555262791066e-14,0.0
0.051000000000000004,0.1814596588792842,298.0000004265125,1.1711795949988293,0.6944547532202804,2.0233714995517344e-18,0.041697729695429765,0.0,0.052885489965720664,0.21096181517128254,2.2189340574751902e-11,8.35976585936536e-41,0.0,0.0,0.0,1.1700964048599402e-22,2.1191906559842616e-07,0.0,7.140890780842034e-19,0.0,3.726976174650556e-13,4.141266511487591e-12,5.94800111842481e-14,6.387061392108797e-29,6.010332805382814e-35,0.0,2.4044351057216785e-15,2.7926386115656686e-32,1.0880464985683189e-44,9.80401158127926e-15,1.1494343426512997e-49,8.356289308695286e-36,0.0,1.2731569799583735e-25,2.5413329662008165e-14,3.044932771734699e-33,0.0,0.0,0.0,2.1094139307179643e-28,0.0,0.0,0.0,0.0,8.199882108755403e-13,4.930785893788195e-15,7.366355484159055e-17,1.1662407649912195e-14,0.0,5.610400492627032e-28,0.0,1.7261112748968435e-13,3.487918781125695e-16,7.352556291771456e-29,2.6506444978895113e-14,9.093765372482316e-15,6.002149719987748e-17,1.9403378180604618e-17,1.1470164889722403e-17,0.0,0.0,0.0,1.8487471605920976e-49,5.972240839037695e-30,4.455785063729198e-31,0.0,7.26658015920253e-20,2.820255795591304e-14,2.489414719389843e-20,6.2118389852565585e-18,2.097573675126375e-28,0.0,0.0,1.3019049783629466e-40,1.5499813074603713e-20,0.0,3.8529039547890967e-31,0.0,2.9696146470148123e-33,1.1749736134329623e-24,1.4209697749901816e-13,0.0,0.0,0.0,3.5544404714103784e-14,2.866699915350041e-28,1.2483215949670442e-21,2.219829408783885e-46,1.5577093577637062e-30,8.141317517865791e-31,0.0,0.0,7.699842208068725e-18,0.0,4.971545824197421e-14,1.3931567667908164e-28,0.0,0.0,0.0,0.0,2.027171991778215e-30,0.0,0.0,3.143472590285639e-14,0.0,1.1339393456675774e-19,0.0,2.3115427192176835e-14,1.6873405604119385e-14,0.0,0.0,2.5625359876559025e-15,0.0,7.360473141609897e-18,4.155982075135722e-39,1.55551201127254e-16,0.0,0.0,0.0,5.0876363566596346e-15,0.0,0.0,0.0,0.0,0.0,7.591424206059868e-16,0.0,0.0,0.0,0.0,0.0,7.29452358164374e-16,0.0,1.758040527181996e-15,0.0,0.0,0.0,3.7268677173338275e-14,0.0
