grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11401),Y_S(11405)
0.0,0.11679927193548167,298.0,1.2318238140538573,0.6535759895271025,0.0,0.09810796795223728,0.0,0.04977241432466541,0.19854362819449592,0.0,0.0,2.056792940406312e-14,1.8779217071732734e-16,0.0,2.0689386331320616e-14,1.311407379234105e-12,4.468972802059915e-89,0.0,9.098842001692634e-17,0.0,0.0,0.0,2.175933539423396e-23,0.0,6.731829865452652e-15,0.0,0.0,1.8092865279124634e-42,1.3984981600446557e-16,6.18343189975569e-15,0.0,0.0,0.0,2.3577686946356302e-14,0.0,2.1222392145997422e-16,0.0,0.0,0.0,0.0,0.0,0.0,8.265369108524254e-16,9.838877998386538e-18,2.931805855484094e-15,0.0,7.340878929855452e-15,3.1331740064242987e-15,0.0,1.2321226185328586e-19,8.404732172564517e-17,0.0,4.7980081028640736e-35,1.220496310104143e-14,1.5243289855427283e-15,1.255945323503587e-18,6.495684255745783e-15,0.0,0.0,0.0,4.786675109193169e-32,0.0,0.0,8.437382658665304e-32,6.221063389344149e-33,0.0,0.0,0.0,0.0,0.0,1.094548170398009e-31,2.621907508036617e-16,0.0,0.0,0.0,0.0,5.9157978559432766e-30,0.0,0.0,7.991863122521002e-30,0.0,0.0,0.0,0.0,1.1254777097377558e-16,0.0,3.7569930566473696e-21,4.9332143646700005e-52,4.436806730804345e-34,0.0,0.0,0.0,3.234773144486259e-20,1.7508873630495886e-23,0.0,3.3135026920235683e-18,8.282468228595901e-21,1.0802997713289165e-39,8.786017929382329e-21,1.6219739424340747e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.67756512573862e-20,0.0,0.0,0.0,9.710535411906302e-21,0.0,0.0,4.282821375687862e-15,0.0,6.994941362616695e-19,0.0,1.9557136930246277e-15,1.715394285607981e-14,0.0,0.0,0.0,0.0,4.400963311954477e-20,3.5114469300119927e-15,1.567791982935077e-17,0.0,8.1023815668641e-15,2.5537296040627294e-16,0.0,0.0,3.4943585325574533e-17,1.5650513503044781e-21,1.6632862518673503e-17,0.0,0.0,6.349718892018723e-17,2.6409735293266845e-15,0.0,1.030021097000269e-14,0.0,0.0,0.0,1.0005350289412542e-14,4.9519678664607426e-23,3.3787861941612444e-34,0.0,0.0
0.016,0.11679927198824858,297.9999999996183,1.2318238134974955,0.6535759894949812,0.0,0.09810796795863434,0.0,0.049772414322056216,0.19854362818955573,0.0,0.0,6.686886815409081e-22,1.8779217074294616e-16,0.0,2.315458131387545e-19,3.450600421343083e-11,8.585577261582238e-88,0.0,8.80732620221321e-15,0.0,0.0,0.0,2.6198192723990742e-21,0.0,8.378423950013659e-20,0.0,0.0,2.0459570039441717e-40,1.407115403317694e-16,5.143887153831509e-22,0.0,0.0,0.0,2.338058515483169e-14,0.0,2.586795214817555e-14,0.0,0.0,7.792975526225698e-32,0.0,0.0,0.0,3.234633132159193e-23,8.88312041917933e-16,2.9318066643764745e-15,0.0,7.340879000615199e-15,3.133232161341683e-15,2.401908471870566e-24,5.011281503232156e-18,1.5883585904725942e-14,0.0,1.2017688798602734e-32,1.5013318190395786e-17,1.8577825885297147e-18,0.0,6.49566253929213e-15,0.0,0.0,0.0,4.4541665067404e-39,0.0,0.0,3.4773317205768105e-29,2.5943767393479166e-30,0.0,0.0,0.0,0.0,5.8460998757384654e-18,2.5389779257496293e-29,7.959080761143842e-14,0.0,0.0,0.0,0.0,1.8867768371322513e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4968947394312854e-14,0.0,9.25263672075293e-19,1.5559758980358703e-50,1.130650114013826e-31,0.0,0.0,0.0,0.0,1.680283947107714e-23,0.0,5.80546058414176e-25,1.976660461383281e-18,2.285665169974541e-37,8.790642893695969e-21,2.033200075168907e-20,0.0,0.0,0.0,0.0,0.0,0.0,5.72544807882486e-18,0.0,0.0,0.0,3.760226132637833e-18,0.0,0.0,4.282821375514475e-15,0.0,6.609481831696243e-19,0.0,1.955713688496804e-15,1.715394285767763e-14,0.0,0.0,0.0,0.0,4.400240972285409e-20,6.824355010556797e-24,3.5239561138912127e-15,0.0,8.1023815679097e-15,2.553729604446421e-16,0.0,0.0,1.2905975290178233e-14,5.844701167466982e-19,6.122958401091604e-15,0.0,0.0,6.349718708782058e-17,2.6410000322683483e-15,0.0,1.0300210971558762e-14,0.0,0.0,0.0,1.0005323102916984e-14,0.0,6.55586683137066e-32,0.0,0.0
0.032,0.11679927338023828,297.99999999959294,1.2318237988168732,0.653575988650258,0.0,0.09810796812894935,1.3040089281947968e-18,0.04977241425403664,0.19854362805862769,3.0679072510464073e-15,0.0,2.1867736707620022e-29,1.8779217128900793e-16,0.0,0.0,9.077657423444119e-10,8.913302861933725e-88,0.0,5.735090230973656e-14,0.0,0.0,0.0,8.256900265759611e-28,0.0,4.395916407979293e-20,0.0,0.0,2.9554728892553826e-46,1.4307893690206226e-16,4.288230871387394e-29,0.0,0.0,3.996381164971313e-27,2.3380881944030498e-14,0.0,2.5868495994758723e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.3866843416118651e-28,1.2223761857998557e-15,2.9319133150317786e-15,0.0,7.340890032442059e-15,3.1333289216555924e-15,0.0,7.265361553497779e-18,1.5902950766861947e-14,0.0,3.143754609534865e-32,1.8509252183877044e-20,1.4036054265192861e-15,2.304564294817428e-16,6.4957258977413345e-15,0.0,0.0,2.342550691436054e-31,0.0,5.393099271882821e-20,0.0,3.477331691201772e-29,2.594376717987471e-30,0.0,4.557137566170783e-21,1.768618499439723e-15,6.24481499054775e-22,5.8461811242613426e-18,4.885145231246636e-28,1.1265744241595486e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.670110831773355e-25,2.2448845377557158e-14,0.0,6.208234658649079e-20,1.1754599370712077e-47,3.1948527078694333e-32,0.0,0.0,0.0,0.0,1.6800829920898685e-23,0.0,1.3304880858071023e-31,3.9527442465335224e-19,2.285735725052865e-37,8.795092367550631e-21,4.606121749577977e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.6716938044957915e-18,0.0,0.0,0.0,3.7602267968294664e-18,0.0,0.0,4.282821383143138e-15,0.0,6.188513497836005e-19,0.0,1.9557136876175033e-15,1.715394289151478e-14,0.0,0.0,0.0,0.0,4.4002409801744227e-20,5.726190526947608e-32,3.5239561228870275e-15,0.0,8.102381584925629e-15,2.553729611789129e-16,0.0,0.0,1.2582183249305671e-14,4.1854489265335946e-19,6.44693668015222e-15,0.0,0.0,6.349718873203245e-17,2.6410263192758037e-15,0.0,1.030021098962227e-14,0.0,0.0,0.0,1.0005296404545755e-14,0.0,1.8181396726902613e-36,0.0,0.0
0.04,0.11679928728740932,298.000000001561,1.2318236521448467,0.6535759802115239,0.0,0.09810796983077659,1.8169439121679896e-18,0.04977241357439079,0.19854362675091233,1.235986419382772e-13,0.0,1.4638597971679083e-36,1.8779217316343246e-16,8.114818287954096e-29,0.0,9.631833113852019e-09,6.331737847438398e-88,0.0,8.001910291535806e-14,0.0,1.4334226715009126e-14,0.0,0.0,0.0,6.124007311179176e-20,0.0,0.0,3.035440506001254e-46,2.4758830788580416e-16,7.227316141554473e-36,9.844458530083711e-37,0.0,6.805513296554216e-27,2.3380954413695937e-14,6.138062302279745e-35,2.589486867935261e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.4866079039548092e-28,1.2930570227021498e-14,2.9372113336741335e-15,0.0,7.341518445231143e-15,3.1336620049471634e-15,0.0,7.861010303386513e-18,1.59029551656314e-14,0.0,3.684262132552402e-32,4.6000542331981685e-23,2.380553362841329e-15,4.740226027581099e-16,6.49588521913589e-15,0.0,0.0,4.4224667190381045e-31,5.116951250729447e-41,7.514728639763327e-20,0.0,3.4773313989342455e-29,2.5943764999503245e-30,0.0,9.373511318114357e-21,3.637885969703669e-15,1.2844870417485218e-21,5.8461810872251035e-18,4.885243511583022e-28,1.3573884566649998e-13,0.0,2.9441687553877707e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3308597686135103e-25,2.7659500923005548e-14,0.0,7.778220637447173e-21,1.993616133992533e-47,3.618602463593824e-32,8.281640256997844e-36,0.0,0.0,0.0,1.6799603270264766e-23,0.0,3.1039387691168573e-32,1.3179834894760308e-19,2.285978385094553e-37,8.797264653087829e-21,4.595141596748892e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.4268139775210927e-18,0.0,0.0,0.0,3.760226875046282e-18,0.0,0.0,4.2828214648478825e-15,3.652628062002093e-69,5.965050912095588e-19,1.2144241839797207e-39,1.9557137205957703e-15,1.715394323187163e-14,0.0,0.0,0.0,0.0,4.4002410606069507e-20,4.3982248385459467e-32,3.5239561645856777e-15,0.0,8.102381761242087e-15,2.553729926597963e-16,0.0,0.0,1.2565904114668177e-14,3.4945982396777958e-19,6.4632849884560464e-15,0.0,0.0,6.349719402475348e-17,2.641039450328782e-15,0.0,1.0300211159798065e-14,0.0,0.0,0.0,1.0005299443931664e-14,0.0,8.754789162316098e-39,0.0,0.0
0.044,0.11679936024179362,298.0000000366559,1.2318228827317967,0.6535759359507988,0.0,0.09810797875709733,2.0620471781542453e-18,0.04977241000721247,0.1985436198908578,2.2235859769596885e-12,2.009300104182985e-42,2.0048460460462247e-43,1.8779218527994013e-16,5.326284219052193e-28,0.0,5.539059729706929e-08,0.0,0.0,9.082253815841316e-14,0.0,5.431618712254906e-13,4.445703004999619e-15,0.0,0.0,6.949787415851891e-20,0.0,0.0,5.750704851998014e-46,2.5805140626571212e-15,2.462188221955649e-42,1.1564493474172432e-36,0.0,7.93250687807208e-27,2.3382449493006484e-14,7.818737629795497e-35,2.650696418990065e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.5238001884164017e-28,2.2103279383422075e-13,3.0701349819663367e-15,0.0,7.35957561890685e-15,3.1400931882695554e-15,0.0,8.057759623124496e-18,1.5903840387301447e-14,0.0,3.8622936104527044e-32,2.301544065516538e-25,2.935792659459344e-15,6.123977400949781e-16,6.5003675837129955e-15,0.0,0.0,5.204627505325683e-31,0.0,8.52846676282116e-20,0.0,3.477329879959509e-29,2.5943753670036396e-30,0.0,1.2109789641338559e-20,4.699856322391924e-15,1.659449195728895e-21,5.846180911435437e-18,4.885240762907526e-28,1.4885177832918465e-13,0.0,3.0282371108535535e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.646675045055573e-25,3.0625986119319284e-14,2.5530431839823345e-31,1.6997579426335905e-21,2.4586080776940824e-47,3.9374529343416724e-32,9.881684300015016e-36,0.0,0.0,0.0,1.6798951128315635e-23,0.0,3.1048065790873046e-32,6.59613542096409e-20,2.2906682156306605e-37,8.798364287505481e-21,4.5934691601177046e-23,0.0,0.0,0.0,0.0,0.0,0.0,9.523697649235051e-19,0.0,0.0,0.0,3.760227290303502e-18,0.0,0.0,4.28282214089281e-15,4.275696837701821e-69,5.849794898024227e-19,1.4262066435384825e-39,1.955714064774672e-15,1.7153945018193443e-14,0.0,0.0,0.0,0.0,4.400241555492661e-20,4.398226500634374e-32,3.5239564082630293e-15,0.0,8.102382689769703e-15,2.5537422186079047e-16,0.0,0.0,1.256442846222166e-14,3.180784264912824e-19,6.464794087602808e-15,0.0,0.0,6.349733746356961e-17,2.6410467242399396e-15,0.0,1.0300212040348324e-14,0.0,0.0,0.0,1.000581905922794e-14,0.0,5.667974186260672e-38,0.0,0.0
0.048,0.11679989499136617,298.0000008701471,1.2318172430278662,0.6535756116872803,0.0,0.0981080441577642,2.3478131593474055e-18,0.049772383820617876,0.1985435696044399,5.2550294253635804e-11,1.0531831441561037e-41,2.856597204465226e-50,1.8779234019689965e-16,4.2982230376415094e-27,0.0,3.9065783978964676e-07,0.0,0.0,1.0341992310535257e-13,0.0,1.3461561657958592e-11,2.508405832374438e-13,0.0,0.0,7.912546474258977e-20,0.0,0.0,1.0060302442979469e-44,7.279444151009488e-14,5.3750341206300844e-49,1.3128650374657504e-36,0.0,8.953624658785666e-27,2.343817839613168e-14,2.669154394813534e-34,4.565291439788014e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.5489436279646015e-28,5.222177896146675e-12,7.561085405013512e-15,7.39124131415491e-16,8.057456465962133e-15,3.334926609718413e-15,0.0,8.19131278032814e-18,1.5947815319791882e-14,0.0,3.993112501668296e-32,1.16994497323391e-27,3.571402296371937e-15,7.70416395639685e-16,6.71004524902948e-15,0.0,0.0,7.482856183195498e-31,0.0,9.710339600274709e-20,9.710211826278544e-50,3.477319076455998e-29,2.5943673146334468e-30,0.0,1.52344510220697e-20,5.912560584371918e-15,2.087631161911583e-21,5.846180053138043e-18,4.885220953847098e-28,1.6381714995844392e-13,0.0,3.0283066454788014e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0148676703306276e-25,3.4161843250973654e-14,2.1671235831616743e-29,3.351364581668442e-22,2.990907690648481e-47,4.3180845592288746e-32,1.4542308039804454e-35,0.0,0.0,0.0,1.679828164938543e-23,0.0,3.106117069773315e-32,3.30238509902339e-20,2.4327848208812936e-37,8.801029552922058e-21,4.592368619221888e-23,0.0,0.0,0.0,0.0,0.0,0.0,6.178569040696068e-19,0.0,0.0,0.0,3.7602303221368374e-18,0.0,0.0,4.282843255079759e-15,4.736893702595893e-69,7.324121146459971e-19,1.6187605529692597e-39,1.955726401363113e-15,1.7153958069928817e-14,0.0,0.0,0.0,0.0,4.4002503978145745e-20,4.398270149497587e-32,3.523958377378475e-15,0.0,8.102389414214354e-15,2.554459779047411e-16,0.0,0.0,1.2564181772046157e-14,2.895459381775563e-19,6.465084706275532e-15,0.0,0.0,6.350537269617672e-17,2.641079620657257e-15,0.0,1.0300218451714396e-14,0.0,0.0,0.0,1.0028516082310294e-14,0.0,4.402746430542491e-37,0.0,0.0
0.049,0.11680055815148711,298.00000404016873,1.2318102491220788,0.6535752101485942,0.0,0.09810812515847214,2.6448557963974944e-18,0.04977235121552227,0.1985435072295261,2.45821881940524e-10,0.0,0.0,1.877930833373559e-16,1.0015606246451332e-26,0.0,8.059110368819139e-07,0.0,0.0,1.1647942389803853e-13,0.0,6.398142544684784e-11,1.5131179853079998e-12,0.0,0.0,8.913378576545618e-20,0.0,0.0,6.2715921238464e-44,4.0956883816602244e-13,3.664818596154714e-48,1.444833555033791e-36,0.0,9.823489218935655e-27,2.3768561677003874e-14,1.3987619882905094e-33,1.4102190696882258e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.5649281212921757e-28,2.4470492200254604e-11,3.169012002278204e-14,5.244972000395926e-15,1.2337308115992717e-14,4.278951276036617e-15,0.0,8.276581185129227e-18,1.62853235481124e-14,0.0,4.225228576466654e-32,2.9459903047003456e-29,3.767918449496979e-15,8.175235161045497e-16,8.267612002304203e-15,0.0,0.0,1.0611647501846505e-30,1.6972515971151023e-42,1.0938641830851707e-19,2.2749239030633816e-49,3.4773069037826183e-29,2.5943582629957342e-30,0.0,1.616588157716393e-20,6.2740439853108504e-15,2.2152659861453754e-21,5.8461805836749885e-18,4.885197762487667e-28,1.682180396761426e-13,0.0,3.0283316173063427e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3972206213080403e-25,3.599252757563026e-14,1.300619551492469e-28,1.6222619997302855e-22,3.155482445835407e-47,4.5065837057833513e-32,2.0943399245056912e-35,0.0,0.0,0.0,1.6798124436230713e-23,0.0,3.106491982915441e-32,2.83748292208247e-20,3.1214199305336544e-37,8.816560635804592e-21,4.5921414547436375e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.464574669214392e-19,0.0,0.0,0.0,3.7602340861161245e-18,0.0,0.0,4.283033069074859e-15,4.82997491945778e-69,2.404959044139465e-18,1.7812609414760378e-39,1.955834417307392e-15,1.7153974321198657e-14,0.0,0.0,0.0,0.0,4.400319390337622e-20,4.398473861773427e-32,3.5239620220032237e-15,0.0,8.102397713497545e-15,2.56116303736824e-16,0.0,0.0,1.2564166393133807e-14,2.8259199545277795e-19,6.465125976898449e-15,0.0,0.0,6.357885882254821e-17,2.6412452449394736e-15,0.0,1.0300226376137743e-14,0.0,0.0,0.0,1.0183786432973086e-14,0.0,9.508632678802908e-37,0.0,0.0
0.05,0.11680227533662661,298.0000252318106,1.231792139490119,0.6535741739096899,0.0,0.09810833427081948,4.366315249555567e-18,0.04977226608367208,0.19854334561737638,1.5493875983083096e-09,0.0,0.0,1.8780310944582674e-16,3.8733313306269104e-26,0.0,1.8779863069252735e-06,0.0,0.0,1.9213630220724252e-13,0.0,4.1040374183158763e-10,1.261715896145694e-11,6.009815778444314e-31,2.9873614457674268e-36,1.471364897578162e-19,0.0,0.0,8.148183998111669e-43,3.19614156994192e-12,3.6510695406124574e-47,2.40566900646869e-36,1.1935379064341951e-15,1.6310970091343792e-26,2.7100930115154948e-14,1.79655691816627e-32,9.583253290291412e-13,5.547100388548563e-15,0.0,0.0,0.0,1.211548241779893e-32,0.0,1.7143552286378273e-28,1.545524408639013e-10,2.5359418460451185e-13,5.009123644088767e-14,5.690043127121318e-14,1.2164876901480384e-14,0.0,9.068912293106061e-18,2.0631001213952916e-14,5.924676494347048e-14,8.233683055176899e-32,7.992474189150471e-29,4.1868041324726515e-15,9.10325574867682e-16,2.7716131165402015e-14,3.1452706554395715e-16,1.401130794665966e-18,2.6881308176007175e-30,0.0,1.805699302267935e-19,9.380372607581016e-49,3.477282829231432e-29,2.5943405031591564e-30,0.0,1.8000734156648892e-20,6.986078665748598e-15,2.466695703237401e-21,5.846191649637918e-18,4.8851460277709115e-28,1.7646163466359023e-13,0.0,3.028393555648814e-40,0.0,0.0,0.0,0.0,3.200190940669126e-36,0.0,0.0,0.0,0.0,5.612506621012974e-25,4.543651393518442e-14,1.1253066440895894e-27,3.1414895406459686e-22,3.506283901983352e-47,5.32885795555991e-32,5.422979139099586e-35,0.0,0.0,0.0,1.6798001740824913e-23,0.0,3.106939472227305e-32,6.136294313322004e-20,8.873946142004613e-37,9.058876576180382e-21,4.5919901575546505e-23,0.0,0.0,0.0,0.0,0.0,0.0,5.467359965220436e-19,0.0,0.0,0.0,3.760244157911329e-18,0.0,0.0,4.286200385802731e-15,1.0442826945486885e-69,3.042857930057602e-17,2.964540220619394e-39,1.9575298380637805e-15,1.7154018403170533e-14,0.0,0.0,0.0,0.0,4.401539515855559e-20,4.400166842520521e-32,3.5239876025724237e-15,0.0,8.10241907197843e-15,2.665544991708555e-16,0.0,0.0,1.2564187693914717e-14,2.7580876938018754e-19,6.465160174522318e-15,0.0,0.0,6.470230476155411e-17,2.6430040491760985e-15,0.0,1.0300246771847052e-14,0.0,0.0,0.0,1.1976232087959034e-14,0.0,2.51745011583474e-36,0.0,0.0
0.051000000000000004,0.116806742738148,298.00016688694154,1.2317450282567854,0.6535715009170618,0.0,0.09810887413222238,1.5906281319688635e-17,0.04977204039871209,0.19854292438392832,1.034174816046005e-08,4.107162184547644e-42,0.0,1.8795346846741217e-16,3.5080563729617416e-25,0.0,4.6458563825759665e-06,6.708322750739114e-88,0.0,6.994094374791798e-13,0.0,2.785912395258402e-09,1.1029898397518028e-10,7.848092999878706e-30,7.043673656904169e-35,5.359641775879822e-19,8.9783869226931e-15,1.9621217646997502e-32,2.465558221280901e-41,2.6253446838497114e-11,3.0750285522379784e-46,1.8691701327658612e-35,1.2350444754596728e-14,1.3175513391561851e-25,6.071344599047494e-14,5.5714160630264e-31,7.962648311666474e-12,1.0046290536366264e-13,1.9571469969526258e-30,1.5954975886292579e-28,0.0,7.105353527240105e-31,0.0,3.6433508881785805e-28,1.0336730505960334e-09,2.2943784520073606e-12,4.964481368320263e-13,5.2091196045484e-13,7.804146269839993e-14,0.0,1.9283840479085025e-17,7.658598383346539e-14,7.677596926384101e-13,1.7331919227309688e-30,3.039479186015593e-27,6.081474790567928e-15,1.3229507474025047e-15,2.705638252046735e-13,5.582131001678418e-15,5.647266695244554e-17,1.8638078945557304e-29,1.0270122132563646e-42,6.57739217213509e-19,1.8995371588756085e-47,3.4772698167537545e-29,2.5943321434834428e-30,0.0,2.6159040642412923e-20,1.0151762790073523e-14,3.584634728945701e-21,5.846285026883348e-18,4.885066886969646e-28,2.0971200850043573e-13,0.0,3.0288740303036648e-40,0.0,0.0,0.0,0.0,1.1816347597783764e-34,0.0,0.0,0.0,0.0,2.0462303558921586e-24,1.2273470207282372e-13,1.3300177874847414e-26,7.832699800742484e-21,5.093063777693238e-47,1.3109791660186113e-31,3.414677212513856e-34,0.0,0.0,0.0,1.6798116636679951e-23,0.0,3.107622815844218e-32,8.194395610645775e-19,5.692756299763933e-36,1.2898005070782187e-20,4.592058775211808e-23,0.0,0.0,0.0,0.0,0.0,0.0,1.6810744941940818e-18,0.0,0.0,0.0,3.76027967139042e-18,0.0,0.0,4.339772693890453e-15,1.306138934189143e-69,4.987186786482803e-16,2.3020970039007588e-38,1.984396483395943e-15,1.715418075766801e-14,4.0597005220167474e-35,1.395567335256188e-30,1.1801545758577738e-15,0.0,4.424021247055785e-20,4.4143923004781356e-32,3.5242823775540627e-15,2.0448396439999912e-49,8.102475399367347e-15,4.291315931061021e-16,0.0,0.0,1.2564268640413788e-14,2.691926801082905e-19,6.465211113685648e-15,0.0,0.0,8.188552076577738e-17,2.661891358574122e-15,0.0,1.0300299384446107e-14,0.0,0.0,0.0,3.2668809571162604e-14,0.0,7.627024008182544e-36,0.0,0.0
0.052000000000000005,0.11681850461738365,298.00111358317366,1.2316210099372584,0.6535646120208297,0.0,0.09811026825464504,9.503799002258705e-17,0.049771421298123696,0.19854180917952743,6.964732333736342e-08,2.5665045518844212e-42,1.4401881450264137e-53,1.9025505209954022e-16,5.33474389361219e-24,0.0,1.1792241331873842e-05,3.5779939726174674e-87,0.0,4.181018465120722e-12,8.747471894318555e-14,1.9076053840357e-08,9.696336583933843e-10,4.09007537111692e-28,2.6772423024527425e-33,3.202227965815573e-18,1.1152495810682828e-13,1.4822760096363725e-30,1.221947184829791e-39,2.1704695157359712e-10,2.5529282961065827e-45,6.268868768217047e-34,1.124290885341558e-13,4.3452280232356894e-24,3.9976517780258966e-13,2.852852867114664e-29,6.799225823738619e-11,9.754010333198247e-13,2.398371740293656e-28,1.1460075717014465e-26,1.2027495007033546e-28,3.699483107268137e-29,3.554973429020489e-16,2.9118820290358593e-27,6.975190550269232e-09,2.1063542923201737e-11,4.939214489608162e-12,5.352576838814549e-12,6.283749777072789e-13,0.0,1.543291036341226e-16,7.970886612107097e-13,8.52394732475829e-12,1.1228727636885837e-28,1.736566860342414e-25,1.7680448967928322e-14,4.1140895903665385e-15,3.303030676693289e-12,7.740118876196159e-14,8.487286293666223e-16,2.479917200629154e-28,0.0,3.9294212536844165e-18,1.6322859163476447e-45,3.477564622649454e-29,2.594561107494882e-30,4.844049394736601e-24,8.134061385388257e-20,3.1562932755653025e-14,1.1146249506632642e-20,5.846959174423863e-18,4.885226212321328e-28,3.9545559183825807e-13,0.0,3.0525147191201656e-40,0.0,0.0,0.0,0.0,4.560792590615988e-33,0.0,0.0,0.0,6.540614635060632e-14,1.2229392502112438e-23,8.165525046329108e-13,3.3777025452089014e-25,2.379647003702311e-19,1.4809873763382928e-46,1.70717788872903e-30,4.6594752343304505e-33,0.0,0.0,0.0,1.6799577182227504e-23,0.0,3.1037536827927286e-32,1.6007405140959937e-17,4.583599479586339e-35,7.378658330410128e-20,4.5929933586066066e-23,1.0026865969997184e-28,0.0,0.0,0.0,0.0,0.0,2.150617528565511e-17,3.2560133047219474e-19,0.0,0.0,3.760612764936762e-18,0.0,4.687502682335504e-19,5.247812963130748e-15,2.229549926990706e-69,8.323075888867353e-15,7.719486771759977e-37,2.4108212268130893e-15,1.715568007261751e-14,4.0982696383385964e-33,5.298701487901534e-29,6.429574290344039e-14,0.0,4.840723574954693e-20,4.535037340900964e-32,3.528290753127797e-15,2.136678737337284e-48,8.102657852254943e-15,2.961469368035329e-15,0.0,0.0,1.256449055324253e-14,2.6273907724927134e-19,6.465317958270748e-15,0.0,0.0,3.44733165945224e-16,2.865045444308503e-15,0.0,1.030043643886619e-14,0.0,0.0,0.0,2.7156001649019827e-13,0.0,3.7257727744129266e-35,0.0,0.0
