grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.061884402898673245,298.0,1.3107918304514068,0.6060122820679033,7.63551981136902e-18,0.16374276644200794,0.0,0.04615024859636217,0.1840947023869361,2.6236867325522275e-14,7.387357751176758e-15,0.0,2.4574016462463728e-15,0.0,2.7593523659898742e-15,5.065985834469433e-10,0.0,0.0,0.0,4.534263733467722e-14,4.3755011226666835e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.197820274363358e-14,0.0,0.0,5.490846283365242e-15,0.0,0.0,0.0,0.0,9.584301572887924e-16,0.0,2.064527077299567e-31,0.0,0.0,0.0,0.0,2.507990245068972e-15,4.929235567153244e-16,0.0,0.0,2.0718763563919235e-14,0.0,1.3253580042488892e-19,2.891220868746131e-17,0.0,2.310230716116229e-15,7.235160271097897e-18,2.497344122396492e-16,0.0,6.364869377051444e-19,0.0,0.0,0.0,0.0,0.0,4.5279028336304605e-31,3.338764428993751e-32,0.0,0.0,0.0,0.0,1.214075898736591e-16,4.3683883564146994e-30,6.520625197247754e-16,2.5279857405510972e-18,3.344137794995028e-42,0.0,0.0,1.1340376886062194e-29,0.0,0.0,2.1577561755436114e-27,0.0,1.0295699710826219e-14,2.53170414472852e-16,0.0,4.0064990296831626e-33,7.475533585903026e-21,4.1954390702226966e-15,0.0,0.0,0.0,0.0,3.1365613497326524e-18,1.116144469227722e-19,3.794835965682286e-15,8.059126223659098e-17,1.1623713468837095e-20,0.0,0.0,0.0,0.0,0.0,3.965266551916348e-16,0.0,4.74355085033273e-20,0.0,0.0,5.396656432266296e-15,4.2786006198258987e-19,9.033020590477703e-17,1.456498939559171e-18,4.3897721799635475e-15,1.2506253399661259e-66,0.0,0.0,0.0,0.0,0.0,0.0,5.1233942901986816e-15,0.0,2.716395094718657e-20,1.1095037776633281e-36,9.391389121269824e-18,7.391639404299901e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.288558313371242e-16,0.0,0.0,4.08460216967829e-15,0.0
0.016,0.06188440903282646,298.00000000826054,1.3107917005221685,0.6060122742145841,7.635519398067472e-18,0.16374276889502098,0.0,0.04615024808830867,0.18409470139862535,6.714035022184506e-13,1.7232305371966614e-22,0.0,2.457401681087451e-15,0.0,1.397380654526946e-19,7.402176260463707e-09,0.0,0.0,0.0,4.534278463806797e-14,2.263722576297848e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.400755094145147e-14,0.0,0.0,5.490891125203976e-15,8.113352040648702e-33,0.0,0.0,0.0,9.609518458544932e-16,1.5398954968361248e-34,1.4346553566571284e-29,0.0,0.0,0.0,0.0,1.2782963249066435e-13,6.103135477403617e-16,0.0,0.0,2.0774575504160818e-14,2.895965991380866e-24,1.4425395681576005e-17,3.027598996240234e-15,0.0,1.553275779161102e-18,7.469765013275049e-16,0.0,0.0,7.423263917684445e-19,0.0,0.0,0.0,0.0,0.0,1.0307347290022933e-28,7.690132609999534e-30,0.0,0.0,0.0,0.0,5.42072802640996e-18,8.0446988376849225e-28,1.0997360241230789e-13,3.826521176608474e-16,5.0061693007551706e-40,2.4064544862200893e-19,0.0,2.0222795503827434e-27,0.0,0.0,2.7416644869447773e-25,0.0,1.0295844417996564e-14,5.794869239454451e-23,0.0,6.155773823779713e-31,1.023469783257358e-18,2.3774979304305403e-20,0.0,0.0,0.0,0.0,3.788868010505566e-18,1.1161444848792889e-19,3.794183621568692e-15,7.625993692962328e-24,1.5385788102359165e-18,0.0,0.0,0.0,0.0,2.1106695625299275e-15,2.6337123761458713e-21,0.0,9.031075152468618e-18,0.0,0.0,5.396479362706487e-15,9.169416945148493e-17,8.578497952032413e-17,2.9605305614708875e-16,4.38977482284178e-15,1.8925749090821382e-64,0.0,0.0,0.0,0.0,0.0,0.0,5.123589079478628e-15,0.0,2.7142860006583056e-20,1.5978718091856982e-34,9.39139869043392e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.288562171230157e-16,0.0,0.0,4.0872764205494656e-15,0.0
0.032,0.06188449872203272,298.00000041875467,1.31078980079214,0.6060121594839609,7.635517910879185e-18,0.1637428047381253,0.0,0.04615024063122443,0.18409468693726405,3.379509863753764e-11,4.0582016637410386e-30,0.0,2.4574023940655284e-15,0.0,1.5966948845937105e-24,1.0815729773597826e-07,0.0,0.0,0.0,4.535381036105389e-14,1.1108327945192654e-11,2.9677174421936583e-13,0.0,0.0,0.0,0.0,8.864986955280824e-34,7.580750736269564e-45,1.6405524795770227e-13,0.0,0.0,5.494045023684904e-15,2.3158907594564906e-32,0.0,0.0,2.2627385886383687e-14,1.143108410785749e-15,8.16423198702377e-37,6.5864069309207e-30,0.0,0.0,0.0,3.3652379109266144e-28,6.529319140812167e-12,9.086742643912637e-15,1.5606472629233926e-15,7.427987421651387e-16,2.436973579930863e-14,3.5018368272436454e-29,1.7683010568612348e-17,3.2627919621767354e-15,0.0,1.0487423310317868e-21,0.0,0.0,6.587046962600419e-16,1.4756920368592723e-17,0.0,0.0,1.0350273359516421e-46,0.0,8.979482497335485e-55,1.0307337566024539e-28,7.690125366678967e-30,0.0,0.0,0.0,0.0,5.420727685878183e-18,8.0447767367104355e-28,8.079341749702116e-14,3.826522042539512e-16,4.957905457934603e-40,5.088605499975957e-19,2.607916359591396e-29,2.3107764434948763e-32,0.0,0.0,2.7430692766102206e-25,0.0,1.0312175627843043e-14,0.0,0.0,1.75743877216983e-28,3.815530923278292e-20,1.3504596155781648e-25,2.3389273884586974e-36,0.0,1.5525479864885125e-38,0.0,4.44116629655948e-18,1.116144820251585e-19,3.793532218100797e-15,1.4982826220122872e-30,1.0835208783146768e-19,0.0,0.0,0.0,0.0,2.110698203589514e-15,2.629165020222175e-21,0.0,2.1114618046691228e-18,0.0,0.0,5.3964802117402126e-15,9.169420150170128e-17,8.578870154928606e-17,2.953712336569469e-16,4.390140233752809e-15,5.253913396556928e-69,0.0,0.0,0.0,0.0,0.0,0.0,5.145450436480925e-15,0.0,2.714373769745173e-20,1.6717145682366824e-34,9.39249480740356e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2890496474510684e-16,0.0,0.0,4.335081124467154e-15,0.0
0.04,0.06188500255112643,298.0000084269747,1.310779129161172,0.6060115167707709,7.6355127653684e-18,0.1637430056099911,0.0,0.04615019826284777,0.18409460549404538,6.713120881656083e-10,1.9838888984068747e-37,0.0,2.457416323178011e-15,0.0,5.458989850714992e-26,6.728249893044502e-07,9.439159391160352e-67,0.0,0.0,4.5663096629027565e-14,2.2360541717832293e-10,8.046676608924019e-12,0.0,0.0,0.0,0.0,8.596457780525389e-34,0.0,3.3047526989055956e-12,0.0,1.0683126770802487e-42,5.577677528844874e-15,2.3000685070111922e-32,0.0,0.0,6.134202330853103e-13,6.105747567651606e-15,1.6879633512074414e-32,6.382692929602213e-30,0.0,0.0,0.0,3.474610935256898e-28,1.296837609389021e-10,2.396701618525343e-13,5.700409052426993e-14,7.144533962459288e-14,1.1236663563520101e-13,1.1778901904550978e-30,1.8253237121550055e-17,1.2445640252496553e-14,8.018623787336964e-14,1.4389963239416998e-24,0.0,0.0,4.0940357980285544e-14,6.063770588341972e-16,0.0,0.0,1.7590531257659682e-42,0.0,5.095123231463283e-55,1.0307292632172462e-28,7.690092068322979e-30,0.0,0.0,0.0,0.0,5.420730832629269e-18,8.044726040307156e-28,6.841728279193085e-14,3.8265271805933026e-16,4.937306042951516e-40,6.429676152734429e-19,2.636699571217346e-29,7.90014933252617e-34,3.123671521524407e-42,6.684625873252047e-34,2.743073908289895e-25,0.0,1.100575699186475e-14,0.0,0.0,0.0,2.7648609659389308e-21,1.5485426302465471e-30,1.8698337478324886e-38,0.0,1.568857972526778e-38,0.0,4.767627759362034e-18,1.116148702722667e-19,3.7932110817416524e-15,7.7517208329779015e-31,1.4339208292832963e-20,0.0,2.369048382853917e-31,0.0,0.0,2.1107173170756277e-15,2.6291694530466116e-21,0.0,6.666017640944613e-19,0.0,0.0,5.396485016843325e-15,9.169433861186848e-17,8.600934979799372e-17,2.950823240009681e-16,4.409492250356357e-15,5.66814170533659e-69,7.534109600229201e-17,2.1989604612525432e-45,0.0,0.0,5.7151300916618965e-34,2.442266790288065e-31,6.068489511804086e-15,0.0,2.719467705040767e-20,3.4817549739907978e-34,9.440413927757532e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3121601122587827e-16,0.0,0.0,1.2977069645903102e-14,1.3421948596210125e-47
0.044,0.061886551870899295,298.0000885328671,1.3107463140240894,0.6060095571452259,7.635500374246988e-18,0.16374361873447138,0.0,0.046150063965768616,0.1840943530071455,6.965280107960846e-09,7.865941755020637e-45,0.0,2.4576957284850897e-15,0.0,5.8819006387913825e-25,2.3963149170476634e-06,1.2875468886247814e-66,0.0,0.0,5.007912885215856e-14,2.3515197102060196e-09,1.1051647659952658e-10,0.0,7.891409031031705e-37,0.0,0.0,2.2681248300273963e-33,0.0,4.201483046188963e-11,0.0,6.139377429985236e-42,6.707526743395406e-15,2.2337179762273258e-32,0.0,0.0,8.189362767835985e-12,7.494776906255859e-14,0.0,1.6333449175559106e-29,0.0,0.0,6.223025844896219e-18,3.8286197734639897e-28,1.345133885117115e-09,3.4336183694373315e-12,8.95883436448785e-13,1.1970033333972643e-12,1.2114795367055927e-12,1.2689326999259016e-29,2.0120363987065355e-17,1.9551047809457846e-13,1.6063871091451317e-12,3.915230273984251e-27,0.0,0.0,8.199616600985139e-13,1.3211864668925843e-14,1.794895391425456e-16,0.0,0.0,0.0,5.1666533650674296e-55,1.0307248749360068e-28,7.690061588877455e-30,0.0,0.0,0.0,0.0,5.420778863418777e-18,8.044628630492986e-28,6.356569346433754e-14,3.826552618036327e-16,4.9283285325037685e-40,7.100359214997296e-19,2.636763781294204e-29,8.512016740660013e-33,3.5507011710824766e-40,6.7095164228918805e-34,2.7431032768462562e-25,0.0,2.5908598988850344e-14,0.0,7.495283113322586e-15,0.0,3.879280054342398e-22,3.584353932322093e-35,0.0,0.0,1.568439282514306e-38,0.0,4.940876159101516e-18,1.1162200539219306e-19,3.793063235878664e-15,7.752463832775695e-31,3.446211826531174e-21,0.0,1.1953309265446771e-29,0.0,0.0,2.111136260166717e-15,2.629195917290917e-21,1.276910429747983e-15,3.085312528858266e-19,0.0,0.0,5.3964997400636296e-15,9.169499953322066e-17,9.262419838253148e-17,2.9496911837492834e-16,4.9278104688140216e-15,6.333719619300442e-69,2.068240919580875e-15,1.3724982220370654e-44,1.8696606349017437e-16,0.0,0.0,0.0,2.5786505054294628e-14,0.0,2.869396841458143e-20,2.6147058616501985e-33,1.0501127562883363e-17,0.0,1.286288147355224e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8663156912551426e-16,4.492965583238377e-18,0.0,1.6583054714094808e-13,1.5241656250111071e-46
0.048,0.061893527758643874,298.0011833852067,1.3105985826194309,0.606000948622318,7.635445790763527e-18,0.16374631994399647,3.540159472346774e-19,0.046149413563944225,0.18409318857062687,9.191822761711174e-08,0.0,0.0,2.4665364482208038e-15,1.8170421656151614e-26,9.654152830660769e-24,9.985181745408784e-06,1.2853418644741053e-66,0.0,9.257252678285825e-15,1.3562894172264552e-13,3.1473840726547635e-08,1.95124752224683e-09,3.199634023523574e-29,7.399428575015492e-35,1.1928546015657907e-20,1.5401576746853355e-14,2.4262355830101787e-32,1.6221821423926857e-41,6.911032598445082e-10,8.282294394878064e-45,7.555824317634207e-41,2.7437318760115184e-14,2.402694356765206e-29,1.8106240755842321e-13,2.449821653499387e-31,1.4025328761319845e-10,1.371267658017964e-12,4.164102007874422e-30,4.179955609944256e-29,2.0072233706373257e-29,3.3000533489199503e-31,2.8008434144746304e-16,1.3216636465634875e-27,1.7745357985543863e-08,6.348961071056097e-11,1.8099730210636244e-11,2.546461209874446e-11,1.988314444743436e-11,2.083673531548172e-28,6.956385434263575e-17,5.122783083248203e-12,3.6246961477713155e-11,2.6032983885484344e-27,0.0,0.0,2.1168270502745697e-11,3.7555426840082976e-13,7.478797581894079e-15,1.533595824102637e-30,0.0,2.599896918453592e-20,8.899838057649888e-55,1.0308299152493556e-28,7.69087617886314e-30,0.0,0.0,0.0,0.0,5.421502701186948e-18,8.04496402703973e-28,6.961627581018145e-14,3.827039470147767e-16,4.926360224191115e-40,7.779737792371811e-19,2.6374796473284036e-29,1.3970149102354864e-31,9.408130580882247e-38,7.94237469420076e-34,2.7434352907732196e-25,0.0,4.578530088946749e-13,1.5915530508022832e-25,5.921593834117901e-13,0.0,1.279638305580543e-22,8.43444558670295e-40,0.0,0.0,1.568387706537736e-38,0.0,5.514193893444996e-18,1.1189993441598656e-19,3.792967228388665e-15,7.762580108207746e-31,1.079743709726934e-20,0.0,1.0304479230434349e-29,0.0,0.0,2.125114736426291e-15,2.629652753847768e-21,5.531126642241804e-14,3.028181723034342e-19,6.889138574602759e-18,1.5998548891871781e-27,5.3965647681151914e-15,9.171102499732956e-17,3.5935327790894556e-16,2.951092762449403e-16,2.3615264433153547e-14,3.034037982472842e-68,7.277486195319773e-14,1.6358443665421288e-43,6.875437809086664e-15,0.0,0.0,0.0,5.940104904552815e-13,0.0,8.806563850105626e-20,4.128800973026299e-32,4.216671706710829e-17,0.0,2.7338676662526196e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1771069463087977e-15,1.4140046786691461e-15,9.430778273931369e-17,3.8217139637254565e-12,3.4920732125697193e-45
0.049,0.061899310573956604,298.00362348350063,1.3104761426696625,0.6059942487261729,7.635404722843271e-18,0.16374843677881376,2.108855590095114e-18,0.04614879239781755,0.18409216354177294,2.790473569474121e-07,7.288315671276132e-42,8.453556814451163e-54,2.512045358805379e-15,1.7254527817159914e-25,4.1894136003273854e-23,1.591808163215476e-05,1.1758374722704565e-66,0.0,5.5064918742271524e-14,4.02604710447354e-13,9.647974860481564e-08,7.290369307222834e-09,3.434913009079775e-29,1.0485513313840907e-33,7.103956354939427e-20,6.568000326564985e-14,3.6445877565390537e-31,3.324982463840568e-40,2.452553752494856e-09,2.943753621481679e-44,4.8987288660731204e-37,8.88081053912666e-14,2.0610602621405356e-27,8.018103178733798e-13,5.175173867705884e-30,5.12341340668695e-10,5.306854908616581e-12,9.216827077586649e-29,5.663495347561934e-28,4.3511891344483726e-29,6.901698528995505e-30,1.204342084207396e-15,5.5031635061631794e-27,5.3859539826153495e-08,2.4556139227105344e-10,7.483979745044305e-11,1.0949192486697543e-10,7.119467484161317e-11,9.05233613109269e-28,2.8994969905410964e-16,2.6306163218348083e-11,1.6234356611408057e-10,6.209624960050014e-26,0.0,0.0,1.0612201957289824e-10,2.0369057036448514e-12,4.2807503711886696e-14,1.402026685374174e-29,2.879809516813352e-40,1.548516701506249e-19,3.069255849777902e-48,1.0311775813329997e-28,7.693538961359685e-30,0.0,0.0,0.0,0.0,5.42316250099196e-18,8.046857750523893e-28,8.13336927442314e-14,3.8296907770007914e-16,4.93363577223639e-40,8.03269025946746e-19,2.638983767947753e-29,6.062281116450028e-31,1.4490331497415288e-36,2.4338188815741526e-33,2.7441276570630966e-25,0.0,2.4544806836274213e-12,5.656455586608832e-25,2.451502638474768e-12,0.0,3.559567823128701e-22,8.454465382555594e-44,0.0,0.0,1.568564408887125e-38,0.0,8.175677925853557e-18,1.1372357453510235e-19,3.792979229765056e-15,7.799676595736857e-31,2.327589096161055e-19,0.0,7.116673882714722e-30,0.0,0.0,2.2005022958611112e-15,2.6317462481422208e-21,3.445553264952352e-13,2.41820505671082e-18,5.70832041098807e-17,3.980089836097817e-27,5.396616544995089e-15,9.183496132828514e-17,2.0648912228999553e-15,2.9538198105544685e-16,1.3064179821324897e-13,1.7078104432525677e-67,4.713589241182817e-13,1.0682676660492475e-39,4.2590774646967646e-14,0.0,0.0,2.082629643699686e-30,3.2057913898320918e-12,2.392794711344016e-16,4.610028983205076e-19,1.4837917480559848e-31,1.9284094217120812e-16,0.0,1.7036923386568527e-13,0.0,2.726222090852783e-16,0.0,0.0,0.0,0.0,1.6686677165098493e-18,1.1383992974748542e-14,9.781580852661047e-15,6.535996956711665e-16,1.782673028483303e-11,1.738012740076816e-44
0.05,0.061911189012426635,298.0137847230975,1.3102247114163208,0.6059819178522085,7.635335255953515e-18,0.16375237819984065,1.0044248083272296e-17,0.046147281381811046,0.18408984803059822,1.050860875406346e-06,0.0,6.2704751186370994e-52,2.915278862296256e-15,1.4046460831172966e-24,1.657995912709625e-22,2.6899690235608586e-05,9.610032240696757e-67,0.0,2.6000129985994656e-13,1.8883010160679783e-12,3.676586563257637e-07,3.527271866706909e-08,3.2581635430207956e-28,1.843906210907484e-32,3.3844041503090374e-19,3.299606170441517e-13,7.142873129024052e-30,7.180319183224823e-39,1.1157836649292595e-08,1.3430460732735694e-43,7.772175728989247e-36,4.163407533182624e-13,3.5815748276069323e-26,4.495386234514685e-12,1.1565074954793733e-28,2.4130091584903918e-09,2.6786091843972015e-11,2.2071214038577106e-27,1.4521781829979244e-26,1.0578992692982662e-27,1.5354922999119606e-28,6.749876429367889e-15,3.7802968887357023e-26,2.0277312267664439e-07,1.2380087915829587e-09,4.083066441026773e-10,6.254343014766787e-10,3.2760287242980795e-10,3.609970784589794e-27,1.9943286729886887e-15,1.8473423186433778e-10,9.724340357725046e-10,1.6065819556074049e-24,2.943287239370957e-15,1.5211375027764974e-16,7.245942105096669e-10,1.5221691470384182e-11,3.3759571070749915e-13,1.1110768886030112e-28,0.0,7.373083976127654e-19,9.012186190049162e-47,1.0327686957846255e-28,7.705697488042446e-30,8.034123703322659e-24,5.338667080586379e-21,2.0697121834910494e-15,4.065001036301066e-22,5.430137137133111e-18,8.056182736276492e-28,1.4595019506277348e-13,3.8569516769392155e-16,4.973025075372168e-40,9.58479384133412e-19,2.645260918426728e-29,2.3995077452109467e-30,2.606066002981074e-35,3.168304954431037e-32,2.7469533843883966e-25,0.0,1.8419548670278257e-11,2.4052902285092014e-24,1.3035761572493479e-11,8.566587351648177e-25,3.182104000181135e-21,3.321229034925156e-47,6.225475858397e-32,0.0,1.5727783660228114e-38,0.0,3.657834881573012e-17,1.3408531866118436e-19,3.793039461804186e-15,8.051861594963701e-31,3.863504657985415e-18,0.0,5.790179254121388e-28,0.0,2.701565146466405e-29,2.898876889642903e-15,2.651615103226889e-21,2.995446781042798e-12,3.2556613259397726e-17,5.710174188971068e-16,1.1423994133768973e-26,5.396718322249566e-15,9.359524176809727e-17,2.0537653723979664e-14,2.970795874721614e-16,1.1756152572090364e-12,1.5224598192175592e-66,4.305253781807002e-12,1.6989212823306e-38,3.6916812290313583e-13,3.931284378232123e-16,4.0571704555135e-31,3.8473857135287125e-28,2.398086575512813e-11,2.866793665786719e-15,4.432959897696989e-18,6.900548874993507e-31,1.4303962934211809e-15,0.0,1.4591606048924358e-12,0.0,1.9146604676528578e-14,0.0,0.0,0.0,9.466720943394429e-15,3.5091919821871886e-17,9.2658756738863e-14,9.40298237615141e-14,6.318835553687392e-15,1.120729196109387e-10,1.8017302206421413e-43
0.051000000000000004,0.06193806824057726,298.05606889021817,1.3096561140474432,0.6059592687136379,7.635217631539028e-18,0.1637597873448805,4.6154483023055976e-17,0.04614310844343748,0.18408378191733898,4.23410240971355e-06,6.048237589648157e-42,7.690775026938984e-50,6.489329075282987e-15,1.1659529938583526e-23,7.8896116112827195e-22,4.722681547834722e-05,5.246418369996992e-67,0.0,1.1415915002218212e-12,1.0191129485221302e-11,1.4988950305804585e-06,1.8192360128007548e-07,8.787535867292514e-27,4.258626343178306e-31,1.5555687459387689e-18,1.719056342675508e-12,1.7265448033142666e-28,1.6080285867056482e-37,5.4179246740817633e-08,6.599103604072539e-43,1.5184514687967766e-34,2.1642967513814358e-12,7.118157847074427e-25,2.6471957881207335e-11,2.6714907920061575e-27,1.2121543970759765e-08,1.4400960070432514e-10,5.457580103414546e-26,3.9133383192413043e-25,2.861044911533665e-26,3.55116040240307e-27,4.002154558028321e-14,2.8750293527100324e-25,8.16790081990156e-07,6.6475148615762175e-09,2.368045031124156e-09,3.793273459397891e-09,1.6088642203419589e-09,1.7908033341572815e-26,1.5164916116468128e-14,1.3695416874713954e-09,6.176529146857252e-09,4.313446039856949e-23,1.8342510467810767e-14,3.577595109547622e-15,5.226914818633525e-09,1.1985288743489225e-10,2.7972193535148493e-12,9.082747588162524e-28,1.405342716641979e-38,3.3845922258735274e-18,3.273603341494732e-45,1.0396796131712265e-28,7.758464967106059e-30,9.556820730668e-23,1.2542905414180728e-19,4.8568850925150404e-14,9.556169348418491e-21,5.459357949247487e-18,8.097769770001836e-28,5.577400306853151e-13,4.140844540968883e-16,5.2032603091497765e-40,3.22480876373132e-18,2.672585059277833e-29,1.1427747775726857e-29,6.0128495603271495e-34,7.167470602361658e-31,2.758636827942513e-25,1.7846981323045768e-14,1.4606983448758307e-10,1.0792984308621951e-23,7.328984191073594e-11,7.827910028643736e-23,5.575996761889661e-20,1.558268899948326e-46,5.692680702469627e-31,5.6133999000986525e-31,1.6312644751649388e-38,0.0,3.4354376276262335e-16,3.6156986369814094e-19,3.793221725125239e-15,1.0732299857127498e-30,6.367403344032468e-17,1.41216006675066e-26,2.1278921898922632e-26,0.0,3.0274900349895327e-28,9.371515974771115e-15,2.85182432828085e-21,2.728918674197518e-11,4.4019703645256185e-16,5.832866493631727e-15,7.699870992562133e-25,5.396947912174903e-15,1.1880665048869567e-16,2.2060496839877992e-13,3.1075551617975003e-16,1.1377823971573537e-11,1.5024794447858597e-65,4.1179847122719297e-11,3.3162535538651854e-37,3.3551927563272385e-12,4.09654316455114e-14,1.2034872037810887e-29,7.997335947953917e-27,1.892247471563185e-10,2.9703831361078544e-14,4.673364467409106e-17,3.4580025743346656e-30,1.1594478426043224e-14,0.0,1.3071281152652404e-11,0.0,1.9271417540741534e-13,3.826108651619203e-18,1.3163192409047605e-23,1.971559187205133e-18,1.0523624044975645e-13,3.947313446223355e-16,8.100815583433466e-13,9.420826906463445e-13,6.37959128619071e-14,7.462725959270618e-10,8.010050924125137e-42
0.052,0.062008153370246746,298.2317708147604,1.3081758667918022,0.6059176296323572,7.63502542448473e-18,0.16377403607033947,2.4274792741401527e-16,0.04613014126873862,0.18406496644546183,1.735813147119169e-05,0.0,1.0921564683881668e-47,3.8157517076953417e-14,1.17616369516451e-22,3.9346460132768246e-21,8.484544990602731e-05,0.0,0.0,4.9062465481114655e-12,5.660743523211591e-11,6.216542634880477e-06,9.502343659731092e-07,2.5669320939465174e-25,1.0515548258994392e-29,8.187999308277117e-18,9.017613557114406e-12,4.598876592668399e-27,4.240428776717393e-36,2.667208350261185e-07,3.418062855924665e-42,3.795755476693343e-33,1.1489191872177308e-11,1.6348684549018613e-23,1.5718149120065218e-10,7.185102640088566e-26,6.169525534276085e-08,7.83539208487818e-10,1.5685496000059629e-24,1.2148932383406404e-23,8.388729608369237e-25,9.5511980896979e-26,2.395659778874846e-13,2.2380574952984976e-24,3.347720204956e-06,3.6122562486179373e-08,1.3880948321275518e-08,2.3236278693767186e-08,8.009244789729363e-09,1.1300371709639012e-25,1.167721571321939e-13,1.0226691320927612e-08,3.959575622337592e-08,1.3129478570696509e-21,7.224090470155584e-14,2.38931658371867e-14,3.798989408633005e-08,9.49847149020934e-10,2.3311282789527343e-11,9.154560756487944e-27,1.118109449081995e-37,1.7735915470717045e-17,1.720413090172232e-43,1.0693757818869748e-28,7.98521314561002e-30,1.0719688902311983e-21,8.3437279347743e-19,3.208925600148215e-13,6.374032618390798e-20,5.582574138535139e-18,8.277974854484641e-28,3.833120471235438e-12,7.102877928814186e-16,8.127892222113836e-40,3.9787537308446214e-17,2.805221737161391e-29,5.72234124473303e-29,1.4713564461516723e-32,1.7676997715375655e-29,2.807537378451764e-25,2.513188585759773e-13,1.1663046524066022e-09,5.678847044749304e-23,4.1620769457837283e-10,2.534108524586379e-21,1.1641598306275521e-18,6.4176078891714404e-46,8.623209382755352e-30,4.2479793313367823e-29,4.2559611241246253e-38,0.0,3.6636644188468045e-15,2.902143528312847e-18,3.7940050453791806e-15,4.6079220715157484e-30,1.0489352204102626e-15,5.147104272851219e-25,7.793308492358639e-25,2.60202455647764e-16,3.174904842452541e-27,6.934583986455105e-14,4.9268363277248656e-21,2.498342376860671e-10,5.651249785789552e-15,5.968309151856506e-14,4.7577906203060543e-23,5.39766569238527e-15,4.801336066548944e-16,2.3865032907242384e-12,4.539601709290764e-16,1.1094242537668715e-10,1.6233704189902405e-64,3.9568757565763326e-10,8.257173044935945e-36,3.064651309928606e-11,5.543912997224019e-13,2.3496096364447374e-28,1.280677739213332e-25,1.5030416108132608e-09,3.0369915539603434e-13,4.970404189390495e-16,1.7958200596180904e-29,9.50393904083121e-14,1.0169588277053453e-44,1.1765455451432553e-10,3.6551345437292605e-23,1.7882128898694885e-12,1.348809549793269e-16,1.0540018885432824e-21,6.931623088214324e-17,1.0680510300856987e-12,4.262880806731484e-15,7.1403146953927855e-12,9.47388781711625e-12,6.480084542311153e-13,5.012325196756854e-09,8.950487298914211e-40
