grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.11728677357742454,298.0,1.2318238140549125,0.6535759895271076,0.0,0.09810796795223453,0.0,0.0497724143246663,0.19854362819451998,0.0,5.5989060786856836e-15,1.0453889001983813e-14,9.513064247650087e-16,0.0,0.0,1.2535643765091675e-12,0.0,0.0,0.0,6.788766834531241e-16,1.935961030158522e-16,5.009597270539046e-17,1.0721111316912005e-23,2.102773485114501e-15,1.951686423298168e-14,3.7430473396064295e-18,0.0,1.770525329649908e-43,0.0,2.0335645820641877e-15,1.736661544457378e-31,0.0,0.0,0.0,3.298554451311589e-16,8.809792819519673e-17,2.216171641012871e-14,0.0,0.0,0.0,4.303342937051213e-25,0.0,0.0,0.0,3.9988145138345666e-16,1.2646925877631674e-17,0.0,0.0,0.0,4.737986379485796e-19,0.0,2.0006005936087922e-15,2.6606009255049115e-35,0.0,1.8706095637490235e-15,0.0,2.1339765014325618e-16,0.0,0.0,3.908336117485604e-27,1.1000949925886418e-31,0.0,0.0,8.40239754819558e-32,6.195267371987321e-33,2.702418123165647e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4222017538970268e-14,0.0,0.0,0.0,2.101036707547951e-24,0.0,0.0,9.301792692511077e-17,1.0059479736833079e-14,7.979928722609925e-19,2.809633913954022e-16,0.0,0.0,0.0,9.773522152058435e-35,1.6465785138513743e-32,0.0,0.0,0.0,0.0,1.2509686640702368e-14,2.070292794577389e-17,0.0,0.0,0.0,6.063084298028818e-17,0.0,3.175182683147392e-15,5.566483352726924e-14,0.0,0.0,0.0,7.874595537297579e-19,1.5142942253910704e-31,0.0,6.036838000155121e-20,1.307055925990905e-17,9.071935584493167e-21,7.05074985838667e-16,0.0,2.7043062556243655e-16,6.318194406582373e-35,0.0,0.0,9.607861175172866e-37,3.921247970814654e-34,0.0,3.3974427696132043e-19,1.5741829477611825e-19,1.0064118464916549e-34,2.1612445210594e-15,7.822137647000085e-50,2.037947877031456e-15,1.5056378812319135e-16,0.0,1.1311059345514669e-14,0.0,0.0,0.0,1.6022549043721012e-17,0.0,0.0,2.0545030238602179e-16,0.0,0.0,0.0,0.0,9.749982310683967e-24,0.0
0.016,0.11728677362847435,298.00000000014944,1.2318238135189477,0.6535759894962461,0.0,0.09810796795852735,0.0,0.04977241432217676,0.19854362818968715,0.0,2.4431432140075304e-22,3.413401263282475e-22,9.513064229989047e-16,1.388569143858168e-23,0.0,3.310772858094399e-11,0.0,0.0,0.0,6.816033571410224e-16,1.8449327604730206e-14,6.332054344904241e-15,1.3089210366606356e-21,1.710948622626738e-22,2.2503582774923e-19,4.693750439602232e-16,0.0,2.1555138071571992e-41,0.0,1.697845438299491e-22,1.483978828204138e-29,0.0,3.1337344634491255e-27,0.0,4.830717954495035e-23,1.0737658955071658e-14,2.216156562695918e-14,0.0,0.0,0.0,6.263912802293429e-23,0.0,0.0,0.0,3.99882204566594e-16,1.264695929646179e-17,0.0,0.0,0.0,0.0,0.0,2.0006006648026295e-15,1.651558737655237e-33,0.0,0.0,0.0,2.1337229733932396e-16,0.0,0.0,7.506941444446223e-25,1.021061419860873e-38,0.0,0.0,3.477331720924017e-29,2.594376737809854e-30,1.6360322593009374e-20,0.0,0.0,0.0,5.846085686557363e-18,0.0,0.0,0.0,0.0,2.4222065284399844e-14,0.0,0.0,0.0,2.9163417726905986e-22,0.0,0.0,3.2148893189800317e-14,1.0059479756270104e-14,1.1967027372440594e-24,3.864499778315363e-14,0.0,0.0,0.0,4.938216886251401e-33,5.5614565693949006e-30,0.0,0.0,1.0520060740539375e-18,0.0,1.2508546732466415e-14,3.6450932788140545e-24,0.0,0.0,0.0,1.1677496724284996e-22,0.0,5.8166497297603885e-22,5.386954616444413e-14,0.0,0.0,0.0,7.886771269790802e-19,0.0,0.0,2.349346471663575e-17,1.554088385108113e-17,3.315963203073366e-18,7.050749858998769e-16,0.0,2.7066923368308044e-16,1.7625075435907489e-32,0.0,0.0,6.829312660850079e-35,3.537802210190272e-32,0.0,9.233666977284142e-17,1.5742992558635254e-19,2.696878904647395e-32,2.1612445200783563e-15,1.9266582054520945e-47,2.0379478773975497e-15,1.505637880547204e-16,0.0,1.1311059346871571e-14,0.0,0.0,0.0,4.2670225647279305e-15,0.0,0.0,2.0543785701982166e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.032,0.11728677497524419,298.00000000019924,1.2318237993742736,0.6535759886823936,0.0,0.09810796812265987,0.0,0.04977241425664581,0.1985436280635769,0.0,1.0710835732285927e-29,1.1210989642158724e-29,9.513064240960487e-16,1.7938240046389138e-29,0.0,8.744686352722216e-10,0.0,0.0,0.0,6.8217126284970615e-16,1.921818348200458e-14,6.3383529159078736e-15,4.436627952068113e-28,1.3974355749898473e-29,0.0,4.693761397817066e-16,9.194515113467196e-37,8.86512214482105e-49,0.0,1.4215658440398473e-29,1.4057139163316344e-36,0.0,3.302891919740733e-28,0.0,7.089915734364155e-30,1.0738176223012087e-14,2.2161570210546542e-14,0.0,1.3340425090526323e-32,0.0,2.096850624181843e-28,0.0,0.0,0.0,3.999820177889254e-16,1.266009552462395e-17,0.0,0.0,0.0,0.0,0.0,2.000612049712899e-15,3.8831091029839605e-33,0.0,0.0,0.0,2.1334299840089467e-16,0.0,0.0,1.0296403881777697e-31,4.438029547022634e-46,0.0,0.0,3.477331692679004e-29,2.59437671909555e-30,4.249012085296225e-23,0.0,0.0,0.0,5.846181124859586e-18,4.884832190467428e-28,0.0,0.0,0.0,2.4222113078870476e-14,0.0,0.0,0.0,3.8294522116347774e-29,0.0,0.0,3.2148912657397224e-14,1.0059479791367818e-14,0.0,3.795685796673874e-14,0.0,0.0,0.0,2.657646935653752e-34,1.6783669236190536e-36,0.0,0.0,2.191811977396127e-18,0.0,1.2507406950359522e-14,8.381406254302304e-31,0.0,0.0,0.0,2.087500656927658e-28,0.0,1.1874012111914852e-28,5.386947948173067e-14,0.0,0.0,0.0,7.900828972830093e-19,0.0,0.0,2.3493468888735357e-17,1.554088322876612e-17,3.273565875678953e-18,7.05074987120763e-16,0.0,2.7083434300401266e-16,3.987365446745968e-39,0.0,0.0,2.198185951432682e-35,1.1691177946139976e-32,0.0,9.233682793001395e-17,1.5742992586425136e-19,2.696878903982313e-32,2.1612445208652297e-15,1.738795145210913e-47,2.0379478816405336e-15,1.5056378862164398e-16,0.0,1.1311059364701033e-14,0.0,0.0,0.0,4.267023350949655e-15,0.0,0.0,2.0542545587249852e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.11728678848366962,298.00000000207206,1.2318236574997767,0.6535759805196764,0.0,0.0981079697688486,0.0,0.04977241359923765,0.19854362679865392,1.0766689279640277e-13,9.579326483218707e-37,7.536761414710714e-37,9.513064371683744e-16,0.0,0.0,9.313185800807679e-09,0.0,0.0,0.0,6.825537156236608e-16,4.6734784865535355e-14,6.637344423714391e-15,0.0,2.3293811528610293e-36,0.0,4.694110515968873e-16,1.2153194769916866e-36,0.0,0.0,2.4080047675124677e-36,0.0,0.0,2.8254442997821966e-28,0.0,2.1035436505002304e-36,1.0762939197561647e-14,2.216179913998653e-14,0.0,0.0,0.0,9.89957423693654e-34,0.0,0.0,7.716260909116257e-15,4.0496099034119935e-16,1.3375261284487003e-17,0.0,0.0,0.0,0.0,0.0,2.001299758020135e-15,5.2162439314709284e-33,0.0,0.0,0.0,2.1344596348928256e-16,0.0,0.0,0.0,7.31872374466861e-43,0.0,0.0,3.477331409954671e-29,2.5943765081775258e-30,4.248021455806217e-23,0.0,0.0,0.0,5.846181089012306e-18,4.885243518193058e-28,0.0,0.0,2.696552030243721e-40,2.422213745695989e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.2148913245872136e-14,1.0059481536570027e-14,0.0,3.76339800706158e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7616889490548128e-18,0.0,1.25068373110463e-14,1.9595953102997238e-31,0.0,0.0,0.0,8.390871178851683e-30,0.0,1.19796170568738e-29,5.386948031068803e-14,0.0,0.0,0.0,7.907857985456649e-19,0.0,0.0,2.3493469365229173e-17,1.5540881453810237e-17,3.2536537595203013e-18,7.0507500419569e-16,6.457650484623785e-69,2.7089582024986527e-16,2.2760331726826427e-45,0.0,0.0,0.0,0.0,0.0,9.233682982946902e-17,1.5742992864302564e-19,2.696878982836222e-32,2.1612445440706173e-15,1.6572615486045993e-47,2.0379479275132322e-15,1.50563817024392e-16,0.0,1.1311059537865849e-14,0.0,0.0,0.0,4.267023422317917e-15,0.0,0.0,2.0541928888524695e-16,0.0,0.0,0.0,0.0,0.0,1.662358905126387e-38
0.044,0.11728685961354102,298.00000003511707,1.2318229104469829,0.6535759375449434,0.0,0.09810797843582295,0.0,0.04977241013579646,0.19854362013797253,2.084913901018571e-12,1.7598001240312031e-43,1.0365284165445875e-43,9.513065095128363e-16,0.0,0.0,5.3742384312795724e-08,0.0,0.0,0.0,6.83536495872634e-16,5.460117261435193e-13,1.3809511041131608e-14,0.0,1.2841589951975705e-38,0.0,4.702478781466103e-16,1.190875555491035e-36,0.0,1.9288510138961785e-15,8.25098129061301e-43,8.477557856263396e-43,0.0,2.681347014754117e-28,0.0,2.1270246885773836e-40,1.1340019966040213e-14,2.216757966493597e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.0393583109458918e-13,5.303912962375393e-16,3.302125154901395e-17,0.0,0.0,0.0,0.0,0.0,2.0222495513647662e-15,5.928680726365917e-33,0.0,0.0,0.0,2.175991284707597e-16,0.0,0.0,0.0,8.743619345075309e-42,0.0,0.0,3.477329934534013e-29,2.5943754077062467e-30,4.248017686747947e-23,0.0,0.0,0.0,5.846180917562536e-18,4.885240861906548e-28,0.0,0.0,3.0407950057592224e-40,2.4222152049956662e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.2148916424709856e-14,1.0059545060958823e-14,0.0,3.748651767793251e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.046621016211075e-18,0.0,1.2506553627329378e-14,1.959594750222079e-31,0.0,0.0,0.0,8.394852648357819e-30,0.0,1.1979586419065865e-29,5.3869484666796336e-14,0.0,0.0,0.0,7.911374253793458e-19,0.0,0.0,2.3493471873903272e-17,1.5540877623787984e-17,3.2441998207524895e-18,7.050753293574853e-16,6.532889015196026e-69,2.709232920505612e-16,4.8691091314900216e-45,0.0,0.0,0.0,0.0,0.0,9.233685275602892e-17,1.574299439048494e-19,2.696880344951117e-32,2.1612446857944223e-15,1.619339852105452e-47,2.037948171150284e-15,1.5056496644515247e-16,0.0,1.1311060451992515e-14,0.0,0.0,0.0,4.267023803120308e-15,0.0,0.0,2.0541684157527008e-16,0.0,0.0,0.0,0.0,0.0,9.118421390983962e-38
0.048,0.11728738286203814,298.0000008228049,1.2318174149746655,0.6535756215675794,0.0,0.09810804216511998,0.0,0.049772384620335695,0.19854357113765023,4.9687978352785766e-11,8.0535115916112e-45,1.482642838932887e-50,9.51307105128678e-16,0.0,0.0,3.8044132896685527e-07,0.0,0.0,0.0,7.113674556676194e-16,1.2791356985219916e-11,2.4559406099003085e-13,0.0,1.3804632043914526e-38,0.0,4.973807363763353e-16,1.1538594068435535e-36,0.0,6.82355999168659e-14,0.0,1.8744070473654692e-41,0.0,2.553513316824535e-28,0.0,0.0,2.94636657261577e-14,2.2364144615506412e-14,0.0,0.0,0.0,0.0,0.0,0.0,4.938377806771977e-12,4.7853376921866445e-15,7.591526550653863e-16,0.0,0.0,0.0,0.0,0.0,2.880186064289028e-15,6.683293002678147e-33,0.0,0.0,0.0,4.137283545528989e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.477319393283661e-29,2.5943675505624448e-30,4.248026811802001e-23,0.0,0.0,0.0,5.846180062931403e-18,4.8852215437611175e-28,0.0,0.0,3.0408885334575197e-40,2.4222183501275738e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.214894009172321e-14,1.0062838831192943e-14,0.0,3.758331007395699e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3315477512684557e-18,0.0,1.2506277827515605e-14,1.9596060068835238e-31,0.0,0.0,0.0,8.400301732470196e-30,0.0,1.1979653489556175e-29,5.3869516788545216e-14,0.0,0.0,0.0,7.914972035737033e-19,0.0,0.0,2.349349025057619e-17,1.5541024086071863e-17,3.2405705854498463e-18,7.0509295574226905e-16,6.509457717222172e-69,2.7109839326573984e-16,2.9315871636796323e-44,0.0,0.0,0.0,0.0,0.0,9.233793125881327e-17,1.5743010463834164e-19,2.696918008053614e-32,2.161245892504257e-15,1.5842151697640702e-47,2.0379499232064142e-15,1.5063265128191244e-16,0.0,1.1311067509564523e-14,0.0,0.0,0.0,4.267026932920784e-15,0.0,0.0,2.0543938990630085e-16,0.0,0.0,0.0,0.0,0.0,6.106869231628475e-37
0.049,0.11728803389685034,298.0000038302759,1.2318105774821169,0.6535752289846198,0.0,0.09810812135872639,1.883004430312557e-19,0.04977235274915527,0.19854351015797103,2.332180867965803e-10,0.0,0.0,9.513083711316866e-16,7.379724065301879e-28,2.468875411263523e-28,7.864299964623119e-07,0.0,0.0,8.258916033172903e-15,8.64701646214389e-16,6.08662049418294e-11,1.4377370977330302e-12,0.0,1.4439397262947502e-38,6.3445457931145735e-21,6.373964640991053e-16,1.1266569218976032e-36,4.7380104374811456e-45,3.8752778514786205e-13,0.0,3.8878173430413546e-41,0.0,2.5711056015472874e-28,0.0,0.0,1.2009828379974312e-13,2.3427027482559847e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.323132259253812e-11,2.773734486255291e-14,5.0207315257600055e-15,0.0,2.810353503520295e-16,4.355270861036449e-33,0.0,0.0,8.450365519929627e-15,7.111701936684303e-33,0.0,0.0,0.0,1.8767118722729825e-15,0.0,0.0,7.659092013050247e-32,1.3446601849023312e-42,7.785872572688946e-21,3.0763247524755768e-55,3.477307440285906e-29,2.5943586612736245e-30,4.2483340961497244e-23,0.0,0.0,0.0,5.846180513168155e-18,4.885198812346658e-28,0.0,0.0,3.0409173661477327e-40,2.4222210690560752e-14,0.0,2.011852705913924e-36,0.0,0.0,0.0,0.0,3.2148970715600494e-14,1.0090051776044533e-14,2.5065509116065708e-26,3.849262122171237e-14,0.0,0.0,0.0,0.0,1.439662832538467e-36,0.0,0.0,3.402782493240248e-18,0.0,1.2506217916225788e-14,1.9596208451863037e-31,0.0,2.0500692040360707e-38,0.0,8.404004384570097e-30,0.0,1.1979751035142935e-29,5.3869557682925815e-14,0.0,0.0,0.0,7.916701577903197e-19,0.0,0.0,2.3493513067530343e-17,1.554317608736754e-17,3.2468146735749915e-18,7.052698127586822e-16,6.215742283451526e-69,2.726772188650177e-16,5.70246025659551e-44,0.0,0.0,0.0,0.0,0.0,9.234901482824507e-17,1.5743084647470996e-19,2.6970969596426443e-32,2.1612485210004823e-15,1.57558402825282e-47,2.0379520876298638e-15,1.5126785708709554e-16,0.0,1.131107952555881e-14,0.0,0.0,0.0,4.267034299948912e-15,0.0,0.0,2.056017238900263e-16,0.0,0.0,0.0,5.036291960649472e-17,0.0,1.2216235189043964e-36
0.05,0.11728972385477637,298.0000240066391,1.2317928290557154,0.6535742132595067,0.0,0.09810832632851883,1.8221594311037204e-18,0.04977226934248117,0.19854335177169924,1.4754824414614657e-09,1.6706693214363757e-44,0.0,9.513194098623853e-16,1.597012732311415e-26,6.550604944424896e-27,1.8372666659069197e-06,0.0,0.0,8.004228060675498e-14,2.317457895688255e-15,3.916978780641893e-10,1.1963611304466845e-11,0.0,2.457002337804101e-37,6.139597385476359e-20,1.877471458557598e-15,0.0,3.318140344817906e-43,3.0391411237688884e-12,6.497393261199191e-48,5.271727714601403e-38,1.0488919678334093e-15,8.230805493630121e-28,0.0,7.027996173669521e-33,8.996920553506049e-13,3.3260625089168655e-14,0.0,0.0,0.0,8.991396626639483e-33,0.0,0.0,1.472964047710135e-10,2.3960198278295777e-13,4.759504853896824e-14,4.19195173052826e-14,7.283689781512795e-15,8.017996938281465e-32,0.0,0.0,6.965615706790339e-14,2.471431854400844e-32,3.7096839984874687e-29,0.0,0.0,2.021445803502192e-14,2.969914193357004e-16,2.661305875139856e-18,1.1135750041442509e-30,2.811774754201499e-43,7.534786498418701e-20,1.6894202136468541e-50,3.477283506094493e-29,2.5943409964900955e-30,4.253616960680529e-23,0.0,0.0,0.0,5.846190915966276e-18,4.885147729758007e-28,0.0,0.0,3.040966384338153e-40,2.4222276254979364e-14,0.0,5.337745934109932e-35,0.0,0.0,0.0,0.0,3.2149066976951925e-14,1.0466517899929625e-14,2.3530813694809787e-25,4.667797627809372e-14,0.0,7.33409523467964e-23,0.0,0.0,2.2654393706118602e-35,0.0,0.0,3.474047738162593e-18,0.0,1.2506175897730563e-14,1.9596648123479283e-31,0.0,5.313251196225061e-37,0.0,8.433542075661939e-30,0.0,1.1980196871585807e-29,5.3869676914554976e-14,0.0,0.0,0.0,7.932692953632067e-19,0.0,0.0,2.3493572363719815e-17,1.558467833951397e-17,3.3008000137124226e-18,7.08272202185532e-16,6.450022181328913e-69,2.9904451557638926e-16,6.49428068042876e-41,0.0,0.0,0.0,2.4585769760486776e-32,0.0,9.254609580230247e-17,1.5744254446455115e-19,2.6985958365776727e-32,2.1612705628138807e-15,1.5671181194455956e-47,2.0379576838063376e-15,1.6119855991238765e-16,0.0,1.1311160289984373e-14,0.0,0.0,0.0,4.267112530351251e-15,0.0,0.0,2.0736184719216418e-16,0.0,0.0,0.0,1.7876536800857148e-15,0.0,2.5635974561597238e-36
0.051000000000000004,0.11729413075638591,298.00015935421084,1.2317465489100157,0.653571586446379,0.0,0.09810885684650322,1.3112740111855286e-17,0.04977204779332364,0.19854293799035963,9.884159399076875e-09,0.0,0.0,9.514676183141308e-16,2.841015412777777e-25,1.1392363505523397e-24,4.557239244199481e-06,0.0,0.0,5.762952150729824e-13,1.608547217741223e-14,2.6683842223002934e-09,1.0490183162714902e-10,0.0,5.219504363542173e-35,4.418198463887247e-19,1.2860590062543233e-14,1.0513993665737587e-32,1.948549601442239e-41,2.5060233059091712e-11,2.7635806956125256e-46,1.185816378647247e-35,1.1730849170022768e-14,8.643336654159854e-26,2.5573723012507213e-14,4.403314949901732e-31,7.605471018344759e-12,1.2424085901607624e-13,3.6787331121530866e-30,8.179318750905404e-29,0.0,5.707160329621551e-31,0.0,0.0,9.887351400515994e-10,2.195304112631549e-12,4.729299210966345e-13,4.870766844818061e-13,6.599665543558116e-14,1.3686369602580043e-29,0.0,5.275783907890096e-14,7.422020212452345e-13,1.3550668714790762e-30,2.4467654846987583e-27,7.248854007106159e-16,0.0,2.5007152193453407e-13,5.2615054255466355e-15,5.3942792229598386e-17,1.5149779634837177e-29,9.527022141954504e-44,5.422086096144007e-19,1.189558619844662e-47,3.4772685390734563e-29,2.5943311185078965e-30,4.3452062936035275e-23,0.0,0.0,0.0,5.8462798024422116e-18,4.885067544279384e-28,0.0,0.0,3.0412888578194716e-40,2.4222441032182542e-14,0.0,9.282397662867662e-33,0.0,0.0,0.0,0.0,3.2149572905955204e-14,1.5675461191118877e-14,1.6881741274135295e-24,1.2000882336808727e-13,0.0,7.58763224111032e-21,6.069364105924749e-48,7.451630180363319e-33,3.097864179804969e-34,0.0,0.0,3.545832716421349e-18,0.0,1.2506180076421001e-14,1.9600495353029225e-31,7.42360661110319e-19,4.8141469445037606e-36,0.0,7.59083168274905e-30,0.0,1.1984457302067249e-29,5.38702007159729e-14,0.0,0.0,2.783863860641319e-19,8.203464431035489e-19,0.0,0.0,2.349373467381958e-17,1.6373021981557534e-17,3.6756126222240556e-18,7.593585437003356e-16,1.9505788490878384e-69,7.412296574429274e-16,1.4603453486145804e-38,0.0,0.0,7.036015904979437e-35,1.384080602961836e-30,2.057790123699943e-15,9.606762945331932e-17,1.5765494761118176e-19,2.7112633220241435e-32,2.1615441599425497e-15,1.5583586786938118e-47,2.037973466327092e-15,3.1647742013758655e-16,0.0,1.1312164779418459e-14,0.0,0.0,0.0,4.2683561801620254e-15,0.0,0.0,2.2637735202637213e-16,0.0,0.0,0.0,2.192004814015818e-14,0.0,2.451604885114042e-36
0.052000000000000005,0.11730575719310238,298.0010671122,1.231624467760627,0.6535647990829594,0.0,0.09811023032465517,9.114748774645414e-17,0.04977143922235734,0.1985418403786669,6.680332140235543e-08,0.0,0.0,9.536974459128503e-16,5.032610772802719e-24,0.0,1.1597907077056836e-05,0.0,0.0,4.0093918312541304e-12,1.454905293937075e-13,1.8336493903536637e-08,9.255296102269406e-10,2.5431710304003176e-28,2.4930536999284112e-33,3.0711267803728965e-18,1.1013963227644814e-13,1.2560300771258943e-30,1.1233840364518603e-39,2.0794780030692817e-10,2.4603290599301112e-45,5.759105761347109e-34,1.0790441153555852e-13,4.004066686988207e-24,3.471336999040842e-13,2.628535476594503e-29,6.528828400037834e-11,9.660198211575714e-13,2.2925309564442323e-28,9.68804096388903e-27,4.664432076390458e-28,3.410297338741435e-29,3.976021668389853e-16,2.3471702281668273e-27,6.695798897633923e-09,2.0248860443816335e-11,4.722347101366766e-12,5.139900443824731e-12,5.582870144761977e-13,0.0,1.2439390323217863e-16,7.386307604994085e-13,8.132569808649573e-12,1.0276462959103109e-28,1.5969215155796395e-25,1.210933904522965e-14,1.941174684953403e-15,3.1313416753153646e-12,7.32100174167982e-14,7.945398427552128e-16,2.3430613304245165e-28,0.0,3.768555721468697e-18,1.4753631144176177e-45,3.477544888445023e-29,2.5945459415995592e-30,5.962284025040834e-23,3.837951710916521e-20,1.489016991949495e-14,5.259213930730728e-21,5.846925387144965e-18,4.8852089028638825e-28,9.361977437653088e-14,0.0,3.0622584360443853e-40,2.422286239331796e-14,0.0,0.0,0.0,3.362634131704236e-33,0.0,0.0,3.2154483152811617e-14,8.775301002926827e-14,1.1730135471684319e-23,7.869395918509092e-13,1.5346630863081808e-25,2.3347018532622585e-19,1.014285614122806e-46,1.1243368516090232e-30,0.0,0.0,0.0,3.627288927210352e-18,0.0,1.250630356840159e-14,1.9601640360637874e-31,1.558985368054392e-17,4.0723472308152083e-35,0.0,6.076894784300837e-29,0.0,1.204817561349503e-29,5.3875024370554637e-14,0.0,0.0,1.973635536811813e-17,1.3028265925620151e-18,2.4345647639937574e-29,0.0,2.3494385407996722e-17,3.132103534977458e-17,6.049318534001686e-18,1.6289321235566684e-15,9.502690666953721e-69,8.158284153488444e-15,7.0917733742565555e-37,0.0,0.0,2.6294815418113236e-33,5.159337641252312e-29,6.23453806109408e-14,1.590386377012608e-16,1.6159703454209353e-19,2.819278349203913e-32,2.1653388810822694e-15,1.5394350090611014e-47,2.038050740960654e-15,2.744586899046556e-15,0.0,1.1327508193425488e-14,0.0,0.0,0.0,4.289897839021327e-15,0.0,6.11243071447984e-17,4.317581804687461e-16,0.0,0.0,0.0,2.552302330677718e-13,0.0,0.0
