grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.04610988665067824,298.0,1.2117471820383747,0.6666568585809921,3.623010987866668e-17,0.08005722484080985,0.0,0.05076857458497176,0.20251734100490504,2.5895751195372738e-14,0.0,0.0,1.9670949596498476e-15,2.357767137683714e-15,0.0,9.880274667707711e-10,0.0,0.0,1.9349621541746778e-16,3.4236370719600015e-16,3.831289251989026e-15,0.0,2.607870027492167e-23,0.0,0.0,0.0,0.0,9.966248653398668e-43,1.4840376705410166e-15,1.2061048602006185e-14,0.0,1.1264431538261858e-17,2.4026524843761896e-27,1.841922555311491e-15,0.0,0.0,9.817277504877005e-15,8.969836019242769e-17,0.0,5.725746904204116e-29,0.0,0.0,1.5274323324188456e-14,2.6440047428609487e-15,0.0,8.08554296010898e-16,0.0,4.199221654276317e-15,0.0,0.0,0.0,1.500823013841522e-14,0.0,0.0,1.5959873431212562e-15,3.391855789548192e-20,0.0,9.91940184158778e-16,0.0,1.2604824917547322e-31,0.0,1.2796431911659408e-14,1.409148648453004e-31,1.0390276654404751e-32,1.9072012608762952e-17,0.0,0.0,0.0,3.6525250682332595e-15,5.533473706011544e-30,0.0,2.9769739749108837e-19,7.417490433001634e-30,0.0,2.576989897264689e-18,0.0,0.0,0.0,3.0002513970702877e-26,2.0179762091375317e-18,1.0024248228984015e-17,0.0,0.0,0.0,2.923259131630742e-30,0.0,0.0,0.0,0.0,8.561126265557856e-37,1.7264858508955363e-20,0.0,1.6662998908035649e-25,1.5760356668418474e-14,0.0,0.0,4.0287832250605594e-16,3.16561424615304e-17,0.0,0.0,0.0,7.22964601218332e-17,0.0,0.0,2.083119823293346e-17,0.0,5.4042849266702904e-14,0.0,2.0833541446109873e-15,0.0,0.0,0.0,7.39691082313105e-23,0.0,3.740421170839307e-14,2.3570636376843894e-14,9.391834144286582e-38,3.9481576755547004e-35,0.0,0.0,0.0,1.0837939019633368e-15,1.2981668503099875e-17,6.546262706074617e-51,1.8099878066435988e-14,0.0,0.0,2.178141611545741e-18,6.921742382085097e-23,1.0879902878485203e-18,0.0,4.142340493801941e-18,2.4085760419089466e-14,0.0,5.039396888108325e-16,2.6830873640011124e-19,1.241302194152479e-16,7.962259447331348e-34
0.016,0.046109892755919035,298.0000000140159,1.2117470215957349,0.6666568495405573,3.6230109127953624e-17,0.08005722635773639,0.0,0.05076857379740205,0.20251733948160425,9.59311182452486e-13,0.0,0.0,1.9670949707524274e-15,9.831183520714925e-23,0.0,1.0821257615834896e-08,0.0,0.0,7.207838426825902e-15,1.8189921337974537e-14,1.4477141675291737e-13,0.0,1.2657147535084951e-21,0.0,0.0,0.0,0.0,4.576260923034573e-41,2.1439577246055603e-15,4.0838978971544583e-22,0.0,1.1315221481391456e-17,1.1932677460351597e-25,1.0554693742469014e-15,0.0,0.0,9.828023499687461e-15,6.279951846339822e-23,0.0,3.454541370274597e-27,0.0,0.0,2.4648900591384564e-22,9.8052898130856e-14,0.0,8.127996193317363e-16,0.0,4.199333851914669e-15,0.0,0.0,0.0,1.501425971813752e-14,0.0,0.0,0.0,1.7333612427538706e-18,0.0,9.91941570343983e-16,0.0,4.660199254933164e-39,0.0,4.224474217455324e-23,2.2777287660054592e-29,1.6993738321727875e-30,2.737886993865426e-22,0.0,0.0,0.0,5.963192828167724e-18,7.252574734212061e-28,0.0,3.267891797195492e-17,4.388341097438069e-28,7.20350959840907e-20,2.3570006860851236e-25,0.0,0.0,0.0,2.7464114025024866e-24,1.2612020136998272e-16,1.3614669628955668e-15,0.0,0.0,0.0,2.4013693283018057e-28,0.0,0.0,0.0,0.0,1.4047192170572308e-34,2.903413910640754e-18,0.0,2.331415660614735e-25,1.5756724491564493e-14,0.0,0.0,2.0126248412967797e-22,0.0,0.0,0.0,0.0,2.2504293546737516e-22,0.0,0.0,2.0834144889282756e-17,0.0,5.404187193729189e-14,0.0,2.072173071135304e-15,0.0,0.0,0.0,2.106161862673448e-20,0.0,3.740421269625614e-14,2.357063688083822e-14,1.3002093860084354e-35,6.170936026862938e-33,0.0,0.0,0.0,8.266721763368388e-25,1.0942824272045618e-15,5.7212363813279434e-49,1.8099878634503684e-14,0.0,0.0,3.1721949307681563e-16,1.0189303722115493e-20,1.5793487541863687e-16,0.0,4.1423113427481456e-18,2.4085760920877473e-14,0.0,4.755191370510113e-16,2.8693850587890486e-17,1.254143251116316e-16,5.367559731746901e-32
0.032,0.046109959681975246,298.00000055254225,1.2117452628121042,0.6666567505436276,3.623010351153974e-17,0.0800572429694308,9.292633754305192e-19,0.05076856513965567,0.20251732278357312,3.608163060023025e-11,0.0,0.0,1.9670953026957377e-15,5.073445550332205e-28,0.0,1.1851843528578859e-07,0.0,0.0,5.033331752132653e-14,0.0,5.703915918077999e-12,1.535759966419452e-13,3.786613685543776e-28,0.0,3.131595725144265e-20,0.0,0.0,9.40213669424992e-44,3.2905345577817314e-14,1.400742442124446e-29,0.0,1.3905069379360362e-17,0.0,1.058576189411897e-15,0.0,4.573474245354186e-15,9.900728903415655e-15,4.465092503276202e-29,0.0,7.834551064408233e-27,0.0,0.0,0.0,3.0374971569804652e-12,0.0,1.0554128467644673e-15,0.0,4.199661939090744e-15,0.0,0.0,0.0,1.539628753917433e-14,0.0,0.0,0.0,1.3167763578547623e-16,0.0,9.92057915859848e-16,1.0403333290150664e-31,5.82636303053262e-47,3.0850469564488413e-20,1.4023439754272455e-31,2.2777266087382268e-29,1.6993722257195914e-30,1.794438616603984e-24,0.0,0.0,0.0,5.963188267442683e-18,3.9999496746208034e-28,0.0,3.267892922183224e-17,1.457180678771408e-35,1.5158240557906234e-19,6.578903047593898e-30,0.0,0.0,0.0,2.746987281943049e-24,1.2708876826880267e-16,1.3614751155140635e-15,0.0,9.135699972878321e-26,0.0,5.967811299594673e-28,0.0,0.0,0.0,0.0,3.825092038566755e-39,2.903491864437862e-18,3.1250279924046963e-18,2.339853089171863e-25,1.5753096385407746e-14,0.0,0.0,1.1424480790313668e-24,0.0,0.0,0.0,0.0,2.245336533309929e-22,0.0,0.0,2.0837096670864444e-17,5.679369122417288e-28,5.404188075865486e-14,0.0,2.0721739049706055e-15,0.0,0.0,0.0,0.0,0.0,3.740424869740564e-14,2.3570642405433518e-14,0.0,0.0,0.0,0.0,0.0,1.4298514947093668e-32,1.0942826738552684e-15,1.2547291779325025e-48,1.8099904554383132e-14,0.0,0.0,3.1380186613440974e-16,5.133632408827206e-21,1.6135779690062575e-16,0.0,4.14231256178853e-18,2.408577469541799e-14,0.0,4.717464658819275e-16,3.2467767026309724e-17,2.1234410079509053e-16,0.0
0.036000000000000004,0.04611008081803918,298.0000036700053,1.211742079429543,0.6666565719235511,3.6230095483265035e-17,0.08005727295427241,1.2358531394497232e-18,0.05076854934334686,0.20251729255613518,2.4262638551337966e-10,0.0,0.0,1.9670960795939093e-15,1.762366612756624e-27,0.0,3.1291839015869724e-07,0.0,0.0,6.68830139495073e-14,0.0,3.905024089548081e-11,1.613659151372137e-12,2.8222984755237004e-28,0.0,4.1649616517173696e-20,0.0,0.0,1.1991300330484094e-43,2.60164729955395e-13,2.0201613163871017e-36,0.0,3.478319222740714e-17,0.0,1.0899936482522305e-15,0.0,8.056922239859768e-14,1.051262086034846e-14,2.1301235501384814e-31,0.0,9.04198993183825e-27,1.7916266131145531e-31,0.0,0.0,2.0376290047442258e-11,7.784453778538227e-15,3.2444848324333023e-15,0.0,4.1997579032706566e-15,0.0,0.0,0.0,1.921417665232198e-14,0.0,0.0,0.0,1.629579720519476e-15,0.0,9.936080771401561e-16,2.9822695102399094e-31,0.0,4.102963953678505e-20,1.9031560655568328e-39,2.2777235090615535e-29,1.699369932547185e-30,1.79782638149825e-24,0.0,0.0,0.0,5.9631897519176145e-18,3.999914823735648e-28,0.0,3.2678944258793073e-17,2.4816377851518274e-40,1.7146923680734158e-19,6.557261948157939e-30,0.0,0.0,6.622190171077674e-33,2.74698898926415e-24,1.3657146575055564e-16,1.361482476993592e-15,0.0,1.2298438712007372e-25,0.0,5.8450769857928945e-28,0.0,0.0,0.0,0.0,3.785307264895101e-39,2.9035124180183623e-18,4.032892643634902e-18,2.3422354637980504e-25,1.5752194948769172e-14,0.0,0.0,1.1417362431314796e-24,0.0,0.0,0.0,0.0,2.245337815369343e-22,0.0,0.0,2.0838161895486562e-17,7.7640924428883245e-28,5.404189635493148e-14,0.0,2.0721812495710354e-15,0.0,0.0,1.0557491683401181e-68,7.132855939992157e-19,0.0,3.740468272872525e-14,2.3570652489693936e-14,0.0,0.0,0.0,0.0,0.0,1.3664406255622678e-32,1.0942838477825919e-15,1.3885089638937044e-48,1.810023452047382e-14,0.0,0.0,3.13732489993596e-16,4.127445887738804e-21,1.6142838615770767e-16,0.0,4.142322612303968e-18,2.408591510175963e-14,0.0,4.714018598776169e-16,3.282538114857803e-17,1.133063333168187e-15,0.0
0.04,0.04611050641984671,298.00003441245724,1.211730895004249,0.6666559494670797,3.6230071272434075e-17,0.08005737754896268,1.6579366880456252e-18,0.050768492802617526,0.20251718626413898,2.31025401291455e-09,0.0,0.0,1.967101717057525e-15,7.509798551771109e-27,0.0,9.910077014797336e-07,0.0,0.0,8.973302745536106e-14,0.0,3.7910230385392e-10,2.0929050229163907e-11,3.261764026383751e-28,0.0,5.587437670954406e-20,0.0,0.0,3.856878119552618e-43,3.082852569520234e-12,2.913875351982643e-43,0.0,3.1660736977728136e-16,0.0,1.5691055375011574e-15,0.0,1.0594127087206029e-12,1.9021209114851636e-14,2.788461245024009e-31,0.0,1.0349950136553491e-26,2.214026995053395e-31,0.0,0.0,1.9442148066885309e-10,1.3126267372148252e-13,3.6160870806199464e-14,4.426151389564355e-14,4.199858249008512e-15,0.0,0.0,0.0,8.25533836057772e-14,0.0,0.0,0.0,3.00792221329805e-14,4.512004669349516e-17,1.0276221398784272e-15,5.73716475963696e-31,2.806930820491094e-41,5.504212437665399e-20,2.353979731869406e-47,2.2777200533224666e-29,1.699367546008485e-30,1.8135599867887735e-24,0.0,0.0,0.0,5.963210038281089e-18,3.9998972298780664e-28,0.0,3.2679007223547703e-17,2.462102298775193e-40,1.9135621483473616e-19,6.557328618433054e-30,0.0,0.0,6.593119886548545e-33,2.7470006974707992e-24,2.9082013633317674e-16,1.3615136512855554e-15,7.605642821782491e-16,1.6651881674863423e-25,1.171088599261385e-14,0.0,0.0,0.0,0.0,0.0,3.7546987815001525e-39,2.9035362436861e-18,4.940781071377127e-18,2.34486996420199e-25,1.575130957913968e-14,0.0,0.0,1.141444346677905e-24,0.0,0.0,0.0,0.0,2.2453446145070674e-22,0.0,0.0,2.0847793886213853e-17,9.840374059740704e-28,5.40419501266789e-14,0.0,2.072372982940065e-15,0.0,0.0,1.2967146476587825e-68,2.815288381896186e-17,0.0,3.74149429242733e-14,2.3570691206573454e-14,0.0,0.0,0.0,0.0,0.0,1.366470313287447e-32,1.0943033180449793e-15,1.5188853348205914e-48,1.810795653892724e-14,0.0,0.0,3.1372767182359215e-16,3.3238116637689055e-21,1.614347482723617e-16,0.0,4.142577194933643e-18,2.408903740664897e-14,0.0,4.715868592450363e-16,3.2984365116742575e-17,1.7284958035525752e-14,0.0
0.044,0.04611202125981628,298.0003375543376,1.2116910880752059,0.6666537831292789,3.6229990040991796e-17,0.0800577425107158,2.3306826113132117e-18,0.0507682823898414,0.20251680654040322,2.300880240286867e-08,2.323214185946575e-41,0.0,1.967189662894677e-15,3.594592908911875e-26,0.0,3.356298299547377e-06,0.0,0.0,1.2618500169698052e-13,0.0,3.846864082539475e-09,2.7645520815951255e-10,3.697985991646577e-28,0.0,7.854496518116378e-20,0.0,0.0,4.9407073517472604e-42,3.81427082813591e-11,4.5007374548099225e-46,0.0,4.120875503453447e-15,0.0,8.873777740689894e-15,1.1544346229795763e-31,1.3667330079494574e-11,1.3728183440537462e-13,1.0009984989706984e-30,0.0,1.1737356377461904e-26,4.035747763840091e-31,0.0,0.0,1.9414966882131636e-09,1.8429000545440543e-12,5.311207873689976e-13,7.619542066466945e-13,4.199856747020077e-15,0.0,0.0,1.6295500289464453e-13,1.1333721932776814e-12,4.904553330154537e-28,2.776782236663811e-14,2.9478307879135654e-16,5.703940648774976e-13,1.2273171470463108e-15,1.7740851376099977e-15,1.6632819073537126e-30,3.678982120913593e-41,7.737419613242676e-20,0.0,2.2777805369001256e-29,1.699414562383713e-30,1.8913076318764632e-24,4.679037752533198e-21,1.8158882380647514e-15,8.014784094173738e-22,5.963429761009182e-18,3.9999362982858566e-28,0.0,3.2679624471051416e-17,2.4606476320361535e-40,2.1124590682145185e-19,6.557841280763926e-30,0.0,0.0,6.546743852753447e-33,2.7470982640001026e-24,2.79991613869472e-15,1.3616649528327165e-15,2.2227902562333267e-14,2.3589043569384917e-25,2.0880611266841584e-13,0.0,0.0,2.32564270295254e-46,0.0,0.0,3.7215349973980905e-39,2.9035715324424426e-18,5.850820703035599e-18,2.3477401005750524e-25,1.575048017935558e-14,0.0,0.0,1.1413040941950537e-24,0.0,0.0,0.0,0.0,2.245411598384729e-22,0.0,0.0,2.1090679671978104e-17,1.1009589442220738e-27,5.4042136861161645e-14,0.0,2.0778539115573788e-15,0.0,0.0,1.690702696702764e-68,7.334201652095993e-16,0.0,3.7663206013834775e-14,2.3570946776792073e-14,0.0,0.0,0.0,3.793987562968939e-18,0.0,1.3670245333890715e-32,1.094704676698902e-15,1.6402174045846892e-48,1.8291277735996437e-14,0.0,0.0,3.1372942170046574e-16,2.6812855186710162e-21,1.614362394057449e-16,0.0,4.1497783007669605e-18,2.4161489260473154e-14,0.0,4.801984621397526e-16,3.363181320147794e-17,3.00634926928484e-13,0.0
0.046,0.04611430423236134,298.0014962630134,1.2116311011187608,0.6666506936088498,3.622987732016299e-17,0.08005826622586891,3.2958227384525496e-18,0.050767935586613536,0.20251622711476341,1.0330027821744493e-07,4.865650913981506e-41,0.0,1.96791723888178e-15,1.0286635427978927e-25,0.0,6.745989060463106e-06,0.0,0.0,1.7850650225501104e-13,9.775402294523948e-15,1.7541743110060874e-08,1.5760547327703415e-09,3.696122722089882e-28,0.0,1.110660459202996e-19,0.0,0.0,3.75634673049986e-41,2.0582783346932877e-10,2.42926305723206e-45,0.0,2.385387136817579e-14,0.0,5.155053461709072e-14,1.014999326276875e-30,7.614215436195682e-11,7.684296383228523e-13,6.532343123054753e-30,0.0,1.243752939750881e-26,1.575576900869592e-30,0.0,0.0,8.736424418964097e-09,1.0954360741986623e-11,3.384007849184016e-12,5.089879166853119e-12,4.199356140713913e-15,0.0,0.0,1.406308932592071e-12,7.802309982029717e-12,3.722320251266221e-27,2.41540319427783e-13,5.444104891601652e-15,4.486057071409443e-12,1.0581466197870196e-14,8.010688759130268e-15,4.108283974277599e-30,0.0,1.0940785771473768e-19,0.0,2.2781354279123003e-29,1.6996865684415974e-30,2.074295798074302e-24,8.640605665013276e-20,3.3532818800492275e-14,1.4800755222297225e-20,5.964295365497823e-18,4.000363576154837e-28,0.0,3.2684705222568537e-17,2.4607617504476898e-40,2.2121670062923874e-19,6.559595969684119e-30,0.0,0.0,6.482985273356824e-33,2.7474469450970813e-24,1.8419050872204305e-14,1.3620185577261503e-15,1.9411231122105075e-13,3.3533955490980485e-25,1.261927538767838e-12,3.738184442424888e-25,1.3609336151426066e-23,2.0235709324303842e-45,0.0,0.0,3.711170475856263e-39,2.9036047021792963e-18,6.3295408714674585e-18,2.3492529245833585e-25,1.5750138786165143e-14,0.0,1.5708066881263024e-20,1.1414458624655139e-24,0.0,1.3982403453080825e-21,0.0,0.0,2.2458553390514333e-22,0.0,0.0,2.359801114994622e-17,5.069335013413354e-28,5.404240393782899e-14,0.0,2.1379813025965406e-15,0.0,0.0,3.202446645895334e-68,7.588301227056155e-15,0.0,3.995460195865892e-14,2.357285409457753e-14,9.950175158623423e-35,4.258099774861833e-32,4.7367218078051236e-14,9.69178442107897e-17,8.163694893363064e-21,1.3713321504021715e-32,1.0979914509606218e-15,1.745635286119031e-48,1.9949677456573574e-14,2.2750813533707444e-28,0.0,3.1373256566772427e-16,2.3964911384567665e-21,1.614373705094922e-16,0.0,4.228196570794007e-18,2.4805155430322925e-14,0.0,5.689108367565817e-16,3.9665871796387006e-17,2.200102091915021e-12,0.0
0.048,0.046119999345674616,298.0077863345041,1.2114814832838479,0.6666438231287468,3.6229631497587185e-17,0.08005944631603822,7.524513211639998e-18,0.05076694263556363,0.20251473596095584,5.45351239100565e-07,0.0,6.0999486691066645e-53,1.9767207431502764e-15,5.061982099485007e-25,0.0,1.4353171472864822e-05,0.0,0.0,4.0787858240278177e-13,4.425757576013769e-13,9.422040629697201e-08,1.0822421998347127e-08,2.029944263983391e-28,0.0,2.5355436499874534e-19,0.0,0.0,5.690570007798538e-40,1.3310938771139794e-09,1.57377303997643e-44,0.0,1.6690958026497893e-13,0.0,3.9822841982390657e-13,1.6185933261207258e-29,5.097441950638246e-10,5.470079363410727e-12,1.0881632139832196e-28,0.0,1.311206857090019e-26,2.1198511304968546e-29,0.0,3.40658053602517e-27,4.62391418778888e-08,7.866295039884688e-11,2.6260318183887754e-11,4.133160463152848e-11,4.195806383603868e-15,0.0,1.808071362080649e-16,1.4220879562212184e-11,6.645820730564652e-11,6.597768758191042e-26,2.415534777534697e-12,7.129512063935674e-14,4.362769042343968e-11,1.123867125242686e-13,7.95656121370731e-14,1.8543816596452502e-29,7.363118439857523e-40,2.497314007712229e-19,0.0,2.2802993668823767e-29,1.701340327610844e-30,3.1780937044174874e-24,1.1313154405010015e-18,4.3893822161297295e-13,1.9380226214735394e-19,5.969045146476505e-18,4.0032149130170624e-28,5.894957741954028e-14,3.27555412342817e-17,2.467136584421775e-40,2.3170257012095365e-19,6.568800313821693e-30,0.0,0.0,6.141805783842693e-33,2.749289332896293e-24,1.5326670999038684e-13,1.3652045081902714e-15,2.086426622840906e-12,7.710108123293203e-25,9.381019968694148e-12,3.4853165262250373e-23,2.0950574499625426e-20,2.0269268753845816e-44,1.723809541034902e-29,0.0,3.799847123429146e-39,2.9036781403598412e-18,7.1547247476307e-18,2.350903526938348e-25,1.5749938228254436e-14,0.0,5.670430567450276e-19,1.1424825730262709e-24,2.6462461386532327e-27,3.5755946719756144e-20,0.0,0.0,2.2512413034378364e-22,3.587944102867886e-14,1.9838676053818718e-18,5.905037994219827e-17,1.6323638865414792e-26,5.404300563685599e-14,0.0,3.038735293164877e-15,0.0,1.278696520276055e-14,1.7962403447778645e-67,9.869310827386662e-14,0.0,6.893076991223157e-14,2.3603673268748647e-14,3.1588304874251775e-33,1.4601785678512178e-30,7.205908563928899e-13,1.4154817307379269e-15,1.4624054164048268e-19,1.4189672778137756e-32,1.135222097046907e-15,1.3964290175198924e-47,4.051223179482838e-14,4.84586594214081e-27,0.0,3.137439389779637e-16,2.1430981000933883e-21,1.614402762389831e-16,0.0,5.395006928664647e-18,3.265161330212759e-14,0.0,1.809710403604889e-15,1.2339159285389654e-16,1.9811304939179046e-11,0.0
0.049,0.04612666872042877,298.0213733792421,1.211306317337954,0.6666372870993632,3.622940485857993e-17,0.08006059882056463,1.6605024411953575e-17,0.05076557423777447,0.20251288310468202,1.513238327733505e-06,1.2432032084189754e-41,6.874463473323647e-53,2.0181811965556284e-15,1.7096087188877764e-24,0.0,2.1706277467000485e-05,0.0,0.0,9.004965428865083e-13,1.7614204611146668e-12,2.648007838645485e-07,3.664717110019975e-08,1.1592190840595923e-27,0.0,5.59554387258948e-19,1.6670184244103978e-15,6.276958949531059e-31,4.117112214571931e-39,4.303376498228715e-09,5.107336356822347e-44,0.0,5.736879751082421e-13,0.0,1.4975927908158576e-12,1.2036401033799196e-28,1.692430413102524e-09,1.9191492165250138e-11,9.087005386856021e-28,6.660368289170207e-27,1.4975657642577038e-26,1.5616060530824572e-28,0.0,1.7778501641105238e-26,1.2854486791870878e-07,2.7580265196731745e-10,9.7906363862266e-11,1.596646494362158e-10,4.1870429777885394e-15,0.0,9.436118399508763e-16,6.534795158601395e-11,2.6724598030953353e-10,5.549456718621768e-25,1.1002241684376086e-11,4.0814233965705985e-13,1.9523923672544106e-10,5.405902802587637e-13,3.9636266279181983e-13,6.097472288583514e-29,1.9860673197678777e-39,5.509443824984759e-19,0.0,2.285179727338051e-29,1.7050665981861846e-30,6.479139472049676e-24,6.474117540007366e-18,2.5105319233745644e-12,1.109283229733424e-18,5.979357660022871e-18,4.0098278888462126e-28,1.4785424066095143e-13,3.314679035025381e-17,2.4914935866569514e-40,2.412141207669478e-19,6.588687521380906e-30,0.0,0.0,5.272246554455924e-33,2.7532204693248423e-24,6.066828260259788e-13,1.3812756017618513e-15,1.0134970252433289e-11,1.707002606335947e-24,3.395029926528214e-11,6.488116205764914e-22,5.184370998109415e-19,9.264166463863205e-44,2.109861996522865e-28,1.0731578996028367e-30,4.571760882729854e-39,2.9038332585110098e-18,9.511613388864154e-18,2.351859079618936e-25,1.5749958390256735e-14,0.0,5.7955721375486956e-18,1.144771366036409e-24,6.62628069395125e-26,2.1745829113080736e-19,0.0,0.0,2.2792743415406894e-22,2.909279208412296e-13,1.66187403683519e-17,2.5148328789979367e-16,8.307277286050258e-25,5.4043595425600296e-14,0.0,8.212192786179689e-15,0.0,1.2210307240270444e-13,7.206760493106042e-67,5.641174341500738e-13,0.0,2.09964380115452e-13,2.3808166524510556e-14,1.531291449396594e-32,6.871527051500162e-30,3.563346316165024e-12,8.581157179985127e-15,9.259589052463007e-19,1.6254845021455004e-32,1.298195717062543e-15,4.238189501354006e-46,1.386908404828035e-13,2.9326501645635884e-26,0.0,3.1378083904675743e-16,2.0240827725990366e-21,1.6145335536081906e-16,0.0,1.205254238013944e-17,6.950492481396383e-14,2.9487451593386557e-14,8.473587367874627e-15,5.684945884142077e-16,8.324229040140964e-11,0.0
0.05,0.046140842069228465,298.06501610393116,1.2109342335048987,0.6666269287569789,3.62290619754999e-17,0.08006250787776595,4.652880313244381e-17,0.05076224934350797,0.20250862548873289,4.661245723981071e-06,1.3122286112987883e-41,4.642725965778675e-53,2.29279835172098e-15,7.584946214228232e-24,0.0,3.363362338843043e-05,0.0,0.0,2.525372289030214e-12,7.472375121578288e-12,8.275942197600685e-07,1.414177099465472e-07,6.067478149457939e-26,0.0,1.5681990934107887e-18,5.3638104761430804e-14,1.0867707591533218e-29,4.2738884719564694e-38,1.5761332744490293e-08,1.8936384035552897e-43,1.2045284353288276e-34,2.2513725357817865e-12,1.0881377084392218e-24,6.511941670048026e-12,1.2839105166804769e-27,6.387477156017944e-09,7.715418303356705e-11,1.1923543455111203e-26,9.473873803570689e-26,8.118275853630976e-26,1.6661076024519297e-27,1.0704601204434857e-16,1.0156889436475156e-25,3.9680475618356464e-07,1.1067721144636473e-09,4.209456226734377e-10,7.142231943224666e-10,4.155452980632211e-15,0.0,5.3782611185710295e-15,3.54345138585894e-10,1.2505300957509341e-09,6.70615357564839e-24,5.910755845815213e-11,2.8346636328191405e-12,1.028709096655126e-09,3.0845230058193594e-12,2.371869259890544e-12,2.6593448623048197e-28,0.0,1.5436882045499685e-18,7.430977127030367e-46,2.301182197658747e-29,1.717281685404581e-30,2.268174906909899e-23,4.491919630895568e-17,1.7389146696046305e-11,7.701680147947433e-18,6.012646849630798e-18,4.031723009891494e-28,4.065674749021243e-13,3.617335046498896e-17,2.6517411753442065e-40,2.995849553988631e-19,6.656316529947009e-30,0.0,0.0,2.2414867818872672e-33,2.76578925800033e-24,2.7904076706865232e-12,1.5197593011272777e-15,5.845716244541289e-11,4.797174693244455e-24,1.4135226157518507e-10,1.6496315692801068e-20,1.0458668238936298e-17,5.032617713180459e-43,3.2440613734219104e-27,3.153068416130866e-29,2.283789203390643e-38,2.905061600645872e-18,2.674686151051134e-17,2.353239044941704e-25,1.575014021301163e-14,0.0,5.89244648494285e-17,1.1527066512171095e-24,2.0054550259278876e-24,1.5427028697627282e-18,9.213862076074666e-30,0.0,2.491458954647953e-22,2.0275890738567424e-12,1.4783304350895522e-16,1.7081937848157195e-15,4.3065495261055875e-23,5.404458151286773e-14,0.0,4.9551927465899706e-14,0.0,9.134869120757961e-13,4.142018494938447e-66,3.889237963792831e-12,1.1879226437980805e-37,1.1721562535095082e-12,2.5702287121186127e-14,8.307174174488254e-32,3.6702889922958707e-29,2.0514520051294808e-11,6.288667706130377e-14,7.056037345266313e-18,2.901343727798959e-32,2.3038360997493105e-15,2.0900457534677742e-44,7.963836756294867e-13,2.090116707652975e-25,1.559073126122333e-14,3.14079598991071e-16,1.9126311469517018e-21,1.6158815210771623e-16,3.2532679584687603e-15,6.491682869350534e-17,3.1256405198220157e-13,2.0933594879456841e-13,5.83792334592515e-14,3.901561743225204e-15,4.0897516602885695e-10,3.0381363463948688e-33
