grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11401)
0.0,0.36831504416476624,298.0,1.1300609018085452,0.7246720963306214,0.0,0.0,1.2780189209242154e-21,0.05518666598229835,0.2201412376865173,2.822536149587756e-17,8.410333710458125e-21,0.0,1.8151776322750923e-22,0.0,1.0090151780689948e-22,5.629947885083883e-13,0.0,8.842448578637708e-29,5.852829439130687e-20,2.445355979604611e-21,5.53424341923759e-18,1.404021727755548e-19,9.895531291003305e-30,0.0,1.3802204861498445e-22,9.02086899132128e-21,6.606404163396138e-34,8.419872114325657e-46,0.0,5.530432339252963e-22,0.0,3.0541630609602538e-21,3.216779859557776e-32,0.0,0.0,5.3216025199109516e-21,4.519609506223529e-21,1.5512044022120035e-22,9.892676656829591e-37,4.307694620032517e-36,0.0,1.2071331927464058e-23,0.0,0.0,1.7769361812129187e-23,0.0,0.0,0.0,0.0,3.491967259686029e-22,3.575078520084149e-25,1.4548373002924335e-23,0.0,7.800508504786989e-23,0.0,0.0,0.0,1.1488555162457044e-22,1.7132438585652512e-27,0.0,0.0,2.7685419040075614e-38,7.394795948727596e-60,0.0,2.806206832373199e-54,2.3896187469709453e-27,1.949406905866594e-45,7.668434090795624e-40,0.0,3.2217953473098165e-20,0.0,7.757560800034265e-23,2.3005446279237735e-22,0.0,0.0,2.286943420102168e-23,8.7364985606926e-46,0.0,0.0,0.0,1.605570036181507e-23,5.48367978303146e-30,3.9282040403941314e-23,1.2194677726114493e-29,1.8641856797685788e-21,9.43267994413934e-39,5.243456187416237e-37,0.0,0.0,3.2304627677750526e-38,3.3802030428080547e-41,4.006092553647307e-26,0.0,2.490334179225202e-29,3.798558628304163e-27,2.424276212205226e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.6604515661794344e-22,0.0,3.835030768748357e-30,0.0,0.0,0.0,0.0,1.277061234292538e-25,4.67954169300149e-26,3.3348621250270524e-24,2.5805091454205573e-32,1.1017358145365179e-23,0.0,0.0,0.0,0.0,0.0,1.6251392312040052e-44,5.0277723645964316e-42,0.0,0.0,3.4276523565448335e-33,5.752914184233382e-42,1.8426380636105728e-22,0.0,5.736764026464642e-23,2.2274646008246333e-23,0.0,0.0,0.0,7.355024777391614e-41,0.0,8.912251058490422e-25,0.0,1.0185936490492303e-26,2.7929537488123304e-23,0.0,7.330695687225592e-24,0.0,0.0,0.0,1.3083319029460138e-22,0.0,0.0,0.0
0.008,0.3683150442676866,298.0000000000722,1.1300609014927658,0.7246720963149983,0.0,0.0,6.82243004241512e-24,0.05518666598021428,0.22014123768219296,3.979437182269015e-15,2.2212444126396367e-27,0.0,1.8151776318008772e-22,0.0,8.562382608562964e-21,2.258970255264855e-11,0.0,8.842449140735176e-29,8.427254619936076e-18,5.029982141616027e-19,8.001912645966604e-16,2.6811734629284053e-17,1.8823632613631934e-27,0.0,4.707727642924329e-25,1.7283317070647336e-18,6.227131107773076e-32,1.2861510325892504e-43,3.426655822124819e-19,2.9307152945056027e-28,0.0,6.255667834366253e-19,5.649114465492769e-30,4.6792731199851996e-21,0.0,9.899047293169769e-19,7.923041846220695e-19,1.6964852662723113e-27,1.9077044292661696e-34,9.415204954759022e-34,0.0,2.4155818163215487e-21,0.0,0.0,1.7769361317759145e-23,0.0,0.0,0.0,0.0,3.491000547432684e-22,1.0076407164421231e-22,1.4548373008102476e-23,0.0,5.806624495349419e-25,0.0,0.0,0.0,1.1488555165883826e-22,1.7132438587821896e-27,0.0,0.0,1.071388903542651e-35,3.062700180637828e-57,0.0,5.670190313960772e-57,8.881838799013661e-33,1.3421057315743672e-46,1.0090360988833987e-40,0.0,6.482129572092134e-18,0.0,7.757561059969243e-23,2.300524952412376e-22,0.0,0.0,3.270831186299007e-29,0.0,0.0,0.0,0.0,3.8087687959680964e-21,2.831108715028345e-27,3.928203807482621e-23,3.226047422705338e-35,3.914694240191647e-19,9.096988584338072e-37,4.688311213630041e-35,0.0,0.0,1.7035794224184504e-35,1.949521658531926e-38,2.5628953613517425e-23,0.0,2.4903342453961954e-29,3.798503492678638e-27,2.6662920540323553e-29,0.0,0.0,0.0,0.0,0.0,0.0,3.013141827816527e-28,0.0,1.5806674075804514e-27,0.0,0.0,0.0,0.0,0.0,2.74807611463447e-23,3.3348621264301224e-24,1.4280724081845714e-29,1.1017358148646172e-23,0.0,0.0,0.0,0.0,0.0,5.655403616857209e-42,2.050122724566522e-39,0.0,0.0,3.427652189571131e-33,2.298061150561724e-39,1.8426394525581543e-22,0.0,5.73676402984164e-23,2.2274646004685902e-23,0.0,0.0,0.0,0.0,0.0,3.568837895502406e-22,0.0,1.0194741194601432e-26,2.994952245641225e-23,0.0,7.330695619745821e-24,0.0,0.0,0.0,1.5750739601490784e-22,0.0,0.0,0.0
0.016,0.3683150484057474,298.0000000098263,1.1300608887964052,0.7246720956882305,0.0,0.0,1.6432335562922368e-23,0.05518666589621119,0.2201412375084809,5.610525810350056e-13,5.887125723115374e-34,0.0,1.8151776338058154e-22,0.0,2.0735568376859318e-20,9.063932191251552e-10,0.0,8.842450003273366e-29,1.2611865274194186e-15,1.1057619780358933e-16,1.1569630742481103e-13,5.1346004481165506e-15,6.408946902047358e-33,0.0,1.1052940547172657e-24,3.314236012448233e-16,4.632235721444936e-32,1.2642349181147957e-48,6.587080820675298e-17,1.5559389419624785e-34,0.0,1.2204900221872411e-16,5.639668559156256e-30,1.072423351372721e-18,0.0,1.8421124928423688e-16,1.5989366699484518e-16,1.8587009045321208e-32,1.4544665042357033e-34,6.927173763622242e-34,1.5456840397493964e-32,5.406570975278714e-19,6.541773541511875e-33,0.0,1.776936081309196e-23,0.0,0.0,0.0,0.0,3.489978683133548e-22,1.0163734770275827e-22,1.454837302130898e-23,0.0,4.3254374457715274e-27,0.0,0.0,0.0,1.14885551799421e-22,1.7132438607070796e-27,0.0,0.0,1.0688381630459086e-35,1.612236966943691e-64,0.0,0.0,3.7107439153923416e-36,1.3721781729577399e-46,5.201064209094994e-41,0.0,6.482129704490375e-18,0.0,7.757561275236997e-23,2.3005221106531567e-22,0.0,0.0,4.960638761971853e-35,0.0,0.0,0.0,0.0,8.521370120900081e-19,2.831119219654053e-27,3.928203811503451e-23,3.705852256772469e-39,7.950538830355305e-17,8.939891582364454e-37,2.306857720417304e-35,0.0,0.0,0.0,2.9566819621902287e-44,2.5628990262714128e-23,0.0,2.4903343153396384e-29,3.798448364009497e-27,2.956886483372928e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.4265278127793243e-34,0.0,1.5806656794215498e-27,0.0,0.0,0.0,0.0,0.0,2.7480791356245014e-23,3.334862130729046e-24,1.4280761794358937e-29,1.1017358164098704e-23,1.6943710298238995e-71,0.0,0.0,0.0,0.0,5.6514937929575864e-42,2.577908815047109e-39,0.0,0.0,3.427652048869095e-33,2.2980623526639832e-39,1.8426404546940965e-22,0.0,5.736764029024624e-23,2.2274646034155498e-23,0.0,0.0,0.0,0.0,0.0,3.5688419329892757e-22,0.0,1.0216048038253945e-26,5.134097351564389e-22,0.0,7.330695559178334e-24,0.0,0.0,0.0,7.046462957168767e-21,0.0,0.0,0.0
0.02,0.3683151116157909,298.0000005052719,1.1300606948559566,0.7246720861832213,0.0,0.0,4.910440253054106e-22,0.05518666460330853,0.22014123486143033,3.008342459588136e-11,3.142164431713563e-40,0.0,1.8151776665656205e-22,9.345156278119949e-32,6.214592037866242e-19,1.4315078023474148e-08,0.0,8.842445592431722e-29,6.905469604158609e-14,8.687906923257136e-15,6.3598314034908564e-12,3.7154866559246253e-13,1.1811184151467772e-32,2.071160307291773e-34,3.3076084722175446e-23,2.4060309688937833e-14,4.61405374769852e-32,1.1727385988021881e-48,4.4759648332142826e-15,1.6582427353232272e-40,1.8344886410965616e-41,9.018764991797613e-15,4.832218767644111e-28,9.006129802023642e-17,3.547424833164885e-38,1.2987942968255024e-14,1.222935365852019e-14,4.4831440306744655e-34,1.4650106129297115e-33,2.5248817634333442e-33,7.498778349900141e-32,4.5808065510034366e-17,6.542645224431994e-33,0.0,1.7769360512419878e-23,0.0,0.0,0.0,0.0,3.489456207953848e-22,1.0170868989518027e-22,1.4548373177980564e-23,0.0,6.410694545201858e-29,0.0,0.0,0.0,1.1488555376683178e-22,1.713243892785544e-27,0.0,0.0,1.0675826518229852e-35,0.0,0.0,4.847360038528996e-64,3.67773307610605e-36,1.3752162040627482e-46,5.222926945245633e-41,0.0,6.4821300367623206e-18,0.0,7.757561551176604e-23,2.3005209614500677e-22,0.0,0.0,2.7970787720005997e-36,4.856203873984551e-46,0.0,3.5891454402475184e-34,0.0,7.63689934340859e-17,2.8311192914722457e-27,3.928203895007711e-23,3.6204654293401365e-39,6.317560313915874e-15,8.628247165140735e-37,1.7037044017214223e-34,0.0,0.0,0.0,1.6667586266359108e-45,2.562899097224156e-23,0.0,2.4903344061211288e-29,3.798420888872774e-27,2.254103883794901e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.857969743889501e-37,0.0,1.580664922304159e-27,0.0,0.0,0.0,0.0,0.0,2.7480792068498106e-23,3.3348622115462695e-24,1.4280762155714527e-29,1.1017358396908745e-23,2.233671010968841e-71,0.0,0.0,0.0,0.0,5.6496516259157524e-42,2.685842647736334e-39,0.0,0.0,3.4276380542816214e-33,2.298063006862465e-39,1.84264090434072e-22,0.0,5.736764188041437e-23,2.2274646462588582e-23,0.0,0.0,0.0,0.0,0.0,3.568842007918558e-22,0.0,1.0228547715436679e-26,4.396510667215608e-20,0.0,7.330695538306444e-24,0.0,0.0,0.0,6.750933269916509e-19,0.0,0.0,0.0
0.024,0.3683164404458611,298.0000342241101,1.1300566177677045,0.72467189096081,0.0,0.0,2.54779986603284e-20,0.05518663682774763,0.22014117955025955,2.125998984236984e-09,1.6976657199086209e-46,4.235594441775515e-46,1.815178380515863e-22,9.862481567100611e-29,3.2213306884712326e-17,2.900261295956385e-07,0.0,8.842343049027686e-29,4.983420391168766e-12,9.025071676585263e-13,4.608997912106663e-10,3.5540692078332795e-11,4.8183727681564686e-29,3.8564749022714756e-31,1.7153341504815218e-21,2.3090670839701327e-12,3.049214484984005e-29,5.680940239925812e-46,4.0168370213470156e-13,1.8258380048177145e-46,3.418634673758109e-38,8.811378834016365e-13,3.0569942821383904e-24,1.0008529328178135e-14,1.2341775389367964e-34,1.210245431094198e-12,1.2370436270295232e-12,1.7925339897421297e-31,6.779434805905249e-30,1.1682852761979078e-29,2.8805273270435936e-28,5.137037628259573e-15,6.541339430839792e-33,0.0,1.7769360700196543e-23,0.0,0.0,0.0,0.0,3.488925092175177e-22,1.0177356997143617e-22,1.454837631649307e-23,0.0,9.539066303851877e-31,0.0,0.0,0.0,1.1488559288579626e-22,1.7132445403923694e-27,0.0,1.3969612257710733e-52,1.0664099058332234e-35,0.0,0.0,4.846989004841695e-64,3.677767548624078e-36,1.2627612422442434e-46,4.350707839099675e-41,0.0,6.482156326554127e-18,0.0,7.757565431102276e-23,2.3005210085726646e-22,0.0,0.0,2.7969733666812817e-36,2.596806922620733e-44,0.0,6.6834283119126785e-31,2.7778331666011708e-31,9.064748314427433e-15,2.831120767750098e-27,3.928205287517428e-23,3.6205006623676006e-39,6.644202540412208e-13,0.0,0.0,0.0,0.0,0.0,1.6666986114723545e-45,2.562900556929393e-23,0.0,2.4903355424157605e-29,3.798395224637499e-27,2.2534782205163265e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.850303650990682e-37,0.0,1.5806670690976215e-27,0.0,0.0,0.0,0.0,5.464841711384478e-21,2.748080642501919e-23,3.334863809099128e-24,1.4280769824311004e-29,1.1017363075108625e-23,2.6055514066631864e-71,0.0,0.0,0.0,0.0,5.647865484142136e-42,2.7297480910920038e-39,0.0,0.0,3.4246667795547175e-33,2.2980747767664203e-39,1.8426419166505e-22,0.0,5.736767247583828e-23,2.2274655472532964e-23,0.0,0.0,0.0,0.0,0.0,3.568843600690157e-22,0.0,1.0241331923382793e-26,5.2655055951103014e-18,0.0,7.33069796737844e-24,0.0,0.0,0.0,8.727515906854651e-17,0.0,3.693732811723532e-43,0.0
0.025,0.3683211441043117,298.0003959431931,1.1300421863389232,0.7246712472434763,0.0,0.0,2.367388949172175e-19,0.05518653291975475,0.220140986146694,2.557224633678356e-08,3.8457847782534455e-52,5.379347738338924e-43,1.8151807563001303e-22,3.843012972753299e-27,2.9437950682663504e-16,1.2016924739374658e-06,0.0,8.842025351328559e-29,6.110788560150812e-11,1.5539522182301845e-11,5.673553750597374e-09,5.662781556010889e-10,6.930149433889353e-27,5.458792494671206e-29,1.5805989708978325e-20,3.6904368553172315e-11,4.185517285403174e-27,7.906273071102408e-44,6.028893245071304e-12,7.025285223698481e-47,4.834191609146616e-36,1.4320971099454224e-11,3.0586410652429883e-21,1.8367138197789254e-13,1.7854033869090997e-32,1.881533692325868e-11,2.0773004308455313e-11,2.1056906101024977e-29,1.0138570980185876e-27,2.160408828236512e-27,4.0991501649266884e-26,9.50851864919226e-14,6.540247899614153e-33,0.0,1.7769365310339814e-23,0.0,0.0,0.0,0.0,3.4887952208147674e-22,1.0177572510653495e-22,1.4548386347774094e-23,1.3494456491710338e-39,5.538783781367951e-32,0.0,0.0,0.0,1.1488572326244744e-22,1.713246673917455e-27,0.0,6.2901246323397965e-52,1.0661522183457176e-35,0.0,0.0,4.8435235505492385e-64,3.678023968898977e-36,7.708706208636392e-47,5.3752206949215045e-42,0.0,6.4824501469892896e-18,0.0,7.75757808731013e-23,2.3005242868757483e-22,0.0,0.0,2.7971916399870417e-36,2.3741634196608145e-43,0.0,9.460421559390612e-29,6.625806261146459e-30,1.7707059597608458e-13,2.831125628994657e-27,3.928209939107012e-23,3.620762699379052e-39,1.1574771792894748e-11,0.0,0.0,0.0,0.0,0.0,1.6668607097953652e-45,2.5629053881927777e-23,0.0,2.490336150211387e-29,3.7983946326702586e-27,2.2536509083522044e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.851086520361847e-37,0.0,1.5806920493718644e-27,0.0,0.0,0.0,0.0,1.3034369927406214e-19,2.7480855051088764e-23,3.33486911949501e-24,1.4280795205386629e-29,1.1017378766083154e-23,6.344263487522043e-71,0.0,0.0,0.0,0.0,5.647223531215612e-42,2.7377242784601403e-39,0.0,0.0,3.326066872673362e-33,2.2981924244808e-39,1.8426442041547803e-22,0.0,5.736777740527735e-23,2.227468517837801e-23,0.0,0.0,0.0,0.0,0.0,3.5688488792292355e-22,0.0,1.0238974899902192e-26,1.0379708690167838e-16,0.0,7.330706292786899e-24,0.0,0.0,0.0,1.849481785847934e-15,0.0,6.663137705387662e-40,0.0
0.026000000000000002,0.36835417338517856,298.00682067133704,1.1299408586400375,0.7246674770986891,0.0,0.0,3.713282884968039e-18,0.055185723559509944,0.22013964566357322,4.593023896397765e-07,8.955390655534776e-58,1.8840110451152574e-39,1.815194955751022e-22,3.100293446693175e-25,3.658503988147832e-15,6.572017145147445e-06,0.0,8.840351994926816e-29,1.1203700902110718e-09,4.0782571426282777e-10,1.0444873974104724e-07,1.3699903847619929e-08,2.065833842914324e-24,1.5951925099586374e-26,2.2266232298096934e-19,8.957184042761318e-10,1.1802963515258395e-24,2.798630287258464e-41,1.3695983121676474e-10,1.5987964562232262e-45,1.4120016078560125e-33,3.537742870923024e-10,1.2844141361895366e-18,5.153013097123057e-12,6.609179548278289e-30,4.435843492527703e-10,5.310651070364357e-10,7.419296835184772e-27,3.21298305546858e-25,8.45912647310579e-25,1.2007685187790114e-23,2.691713370168509e-12,6.538076879429101e-33,0.0,1.7769418313878126e-23,0.0,0.0,0.0,0.0,3.488682836503627e-22,1.0155780722475806e-22,1.4548434626426393e-23,4.5114935765018456e-38,3.2401037955821874e-33,0.0,0.0,0.0,1.1488649569714845e-22,1.7132592437470375e-27,0.0,2.7132706831654473e-52,1.0664560295530423e-35,0.0,0.0,4.793744116848923e-64,3.681964754145385e-36,0.0,0.0,0.0,6.487735763239572e-18,0.0,7.757653222724364e-23,2.300544962322989e-22,0.0,0.0,2.8005959957294776e-36,2.9510392866441585e-42,6.050504901512235e-30,2.764370675732569e-26,2.42137677826866e-28,5.302382350522712e-12,2.831152500382814e-27,3.928237176792657e-23,3.624794386414083e-39,3.0753750180420286e-10,0.0,0.0,0.0,0.0,0.0,1.6694594730389585e-45,2.5629340083310056e-23,0.0,2.4901686322570662e-29,3.798425042068582e-27,2.2563806716459935e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.863413789197008e-37,0.0,1.5811101824358149e-27,0.0,0.0,0.0,0.0,4.759917240820478e-18,2.748114523817083e-23,3.334900440921085e-24,1.4280941087784323e-29,1.1017472273071059e-23,7.344150336169357e-70,0.0,0.0,0.0,0.0,5.64425637537778e-42,2.7431539774503315e-39,0.0,0.0,0.0,2.3002554071051525e-39,1.842657475242732e-22,0.0,5.736839854007185e-23,2.2274861780463578e-23,0.0,0.0,0.0,0.0,0.0,3.5688803318766463e-22,0.0,1.01483519221578e-26,3.137862912198431e-15,0.0,7.330761209952525e-24,0.0,0.0,0.0,6.028172757611391e-14,0.0,1.5598193161738056e-36,0.0
0.026500000000000003,0.36846673037110816,298.05039942354693,1.1295956911477125,0.7246587630661112,0.0,0.0,6.205176641095477e-17,0.05518258145352805,0.2201350309947294,3.5221233477378413e-06,3.7390215730520755e-57,5.52088228740106e-37,1.8152289271199764e-22,9.991690295945029e-24,2.0346631206036487e-14,1.910600904218734e-05,0.0,8.836974651745288e-29,8.752449973375545e-09,4.396939295602609e-09,8.186463326344357e-07,1.372101494505767e-07,1.1852357414995487e-22,8.668224911623828e-25,2.6529853133746384e-18,8.997356960845172e-09,6.222077798035544e-23,4.362548788178811e-39,1.295665664773916e-09,1.5317315313372323e-44,7.704684785337153e-32,3.6110854935911494e-09,2.0319818311105147e-16,5.90939803271083e-11,1.0781142376709727e-27,4.339670056594187e-09,5.592949176661923e-09,9.880944326110937e-25,2.4178915772162327e-23,6.786061803079871e-23,6.546413312462627e-22,3.112396355483797e-11,6.553662830789689e-33,0.0,1.7769749874256137e-23,0.0,0.0,0.0,0.0,3.48866118468583e-22,1.0050748766143317e-22,1.4548416384865282e-23,3.6140079882244097e-37,1.9857708865195216e-34,0.0,0.0,0.0,1.1488831556542924e-22,1.713288773987664e-27,0.0,1.2045587199095553e-50,1.085539794897128e-35,0.0,0.0,4.53874178206132e-64,3.707392509865888e-36,0.0,0.0,0.0,6.523946871273937e-18,0.0,7.757832928930283e-23,2.3005947345218773e-22,0.0,0.0,2.8227321145133022e-36,1.6428319649445273e-41,3.199039377193366e-28,1.5020405327456086e-24,3.561650020865109e-27,6.457213565217547e-11,2.831168286330432e-27,3.92830150375114e-23,3.6512646010356707e-39,3.3549991982589005e-09,0.0,0.0,0.0,0.0,0.0,1.68655509996893e-45,2.5630021084550005e-23,0.0,2.4861448076822858e-29,3.7985086813610136e-27,2.274332740916781e-37,0.0,0.0,0.0,0.0,0.0,0.0,9.943993558905966e-37,0.0,1.5838878500216328e-27,0.0,0.0,0.0,0.0,6.969486030254117e-17,2.748184237662502e-23,3.334975054266071e-24,1.4281164826198153e-29,1.1017697547455896e-23,4.973115547196864e-69,0.0,0.0,0.0,0.0,5.633354353615988e-42,2.744249193563051e-39,0.0,0.0,0.0,2.3142642306889163e-39,1.842689237185366e-22,0.0,5.73698839334026e-23,2.227528487460264e-23,0.0,0.0,0.0,0.0,0.0,3.568955812508695e-22,0.0,9.754758154625721e-27,3.854996670136158e-14,0.0,7.330899356205523e-24,0.0,0.0,0.0,7.941049518423981e-13,0.0,7.651891593558381e-34,0.0
0.027000000000000003,0.36917487928856413,298.4583828475478,1.1274289078405961,0.7246289795236218,0.0,0.0,2.9217727335820746e-15,0.05516095940518795,0.2201043034815642,3.334855093618949e-05,2.228500776878078e-52,2.9764420627004388e-34,1.8153498675413266e-22,1.1620457813553388e-21,1.3703169892024616e-13,6.225248999569873e-05,0.0,8.827224591131337e-29,8.464920269153953e-08,5.969078798713143e-08,7.935660291529863e-06,1.7255038086754347e-06,1.3527066730761341e-20,7.152009119690326e-23,1.0358094187828386e-16,1.1349037150441477e-07,4.982341251321608e-21,2.5174529431673453e-36,1.53406346706818e-08,1.073067690123402e-42,7.011623826880533e-30,4.6327039688738376e-08,2.2826288373924166e-14,8.569232301758643e-10,6.265559696865852e-25,5.323736662605348e-08,7.416129719510597e-08,5.291653490062064e-22,6.527286500130694e-21,1.1614097050223112e-20,5.434376187853797e-20,4.5525382158396026e-10,6.793882854925832e-33,0.0,1.77735367406088e-23,0.0,0.0,0.0,8.665753728282466e-34,3.488629965676247e-22,9.203105387521376e-23,1.4546240567240195e-23,3.575452208474352e-36,0.0,0.0,0.0,0.0,1.148942565435525e-22,1.7133870581438527e-27,0.0,1.6972865379480084e-49,1.3169211912131042e-35,0.0,0.0,2.7327281145067636e-64,3.947574198009755e-36,0.0,0.0,0.0,6.880598848795872e-18,0.0,7.758492850043033e-23,2.300774544726271e-22,0.0,0.0,3.0347338223097874e-36,3.961856969080782e-41,2.5336276937903363e-26,1.2394223385217388e-22,6.948078609295998e-26,9.972180485107697e-10,2.829637244981827e-27,3.928514430951589e-23,3.9025084178857535e-39,4.6164419878333535e-08,0.0,0.0,0.0,0.0,0.0,1.852870876132122e-45,2.5632497059124508e-23,0.0,2.3689815443464195e-29,3.7987643681937384e-27,2.4481172704118372e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.0719414357173689e-36,0.0,1.6099034203419722e-27,0.0,0.0,0.0,0.0,1.304437854408477e-15,2.748440059718465e-23,3.335248690641763e-24,1.4277551459556645e-29,1.1018536600109375e-23,3.89048549666511e-68,0.0,0.0,0.0,0.0,5.5595596927539836e-42,2.7367441318633683e-39,0.0,0.0,0.0,2.4495784599438334e-39,1.8428048073459386e-22,0.0,5.737531427049067e-23,2.2276840172184206e-23,0.0,0.0,0.0,0.0,0.0,3.569235538020105e-22,0.0,6.820980055603844e-27,6.008770068776963e-13,0.0,7.331423317875538e-24,0.0,0.0,0.0,1.331352199147852e-11,0.0,1.1939064546612151e-30,0.0
0.027250000000000003,0.3712973406942662,299.9356728880362,1.1209841421978095,0.7245856996935194,0.0,0.0,6.523870492054278e-14,0.05509431748907252,0.22000377604293864,0.00014548767332806239,8.714161189924316e-49,2.3171180451604662e-32,1.815502997811962e-22,5.643712316860623e-20,5.195466592371994e-13,0.00012314120732334283,0.0,8.816196669844e-29,3.802017477662186e-07,3.498262757507243e-07,3.531653537043234e-05,9.551234034747218e-06,7.127020368063014e-19,1.4642481423207408e-21,2.2756502315746083e-15,6.296609837290657e-07,1.0149012418782531e-19,3.4439533713142098e-34,8.066983748115549e-08,2.7954502679381643e-39,4.193492195749073e-28,2.6078176467676866e-07,9.80775263168157e-13,5.361937086132983e-09,7.828915934190397e-23,2.8849255038474867e-07,4.2955488724611386e-07,6.797011659924895e-20,6.796914363933104e-19,8.992247881363577e-19,1.138354330181224e-18,2.8701531661697376e-09,7.86682011407055e-33,0.0,1.7792004170871587e-23,0.0,0.0,0.0,3.984293909693295e-33,3.487712922264332e-22,7.217465285757616e-23,1.453028933617892e-23,1.723456639535557e-35,0.0,0.0,0.0,0.0,1.1489773866827412e-22,1.7134617753617977e-27,0.0,0.0,1.0685596422929064e-35,4.249384560222863e-59,0.0,0.0,4.9125062981828055e-36,0.0,0.0,0.0,8.44070815491771e-18,0.0,7.759572173865752e-23,2.301030358781362e-22,0.0,0.0,3.932014955881451e-36,1.759604271745314e-41,4.932205400487542e-25,2.5408851321967176e-21,6.306288510340371e-25,6.59250519104157e-09,2.807592696853761e-27,3.928661027245542e-23,4.8884722762553e-39,2.760115654911928e-07,0.0,0.0,0.0,0.0,0.0,2.594858524075963e-45,2.5636415354692758e-23,0.0,1.0943245606623153e-29,3.7985023438128684e-27,3.1935601840439422e-37,0.0,0.0,0.0,0.0,0.0,0.0,1.4031849177433846e-36,0.0,1.70687008911969e-27,0.0,0.0,0.0,0.0,1.0224194911429484e-14,2.748851743509836e-23,3.335694996709722e-24,1.4212478088185207e-29,1.1019948218204627e-23,1.9337356753323243e-67,0.0,0.0,0.0,0.0,5.399868214562484e-42,2.7159006649347253e-39,0.0,0.0,0.0,3.006569473459984e-39,1.842971919216547e-22,0.0,5.738412740762077e-23,2.2279278473813026e-23,0.0,0.0,0.0,0.0,0.0,3.569700633175339e-22,0.0,0.0,4.005476358644951e-12,0.0,7.33220737681261e-24,0.0,0.0,0.0,9.462156926944183e-11,0.0,3.958442012103953e-28,0.0
