grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.050710943585912445,298.0,1.291247866297117,0.6172421619918657,0.0,0.14824626565566973,0.0,0.04700544869078756,0.1875061210935453,9.029078461524862e-14,0.0,1.2930681269497884e-14,2.6017147993061828e-15,0.0,9.145597902610194e-15,2.5678685648187625e-09,3.10758879056744e-53,0.0,0.0,8.585914519547948e-15,3.006604308616027e-14,1.823749475006129e-15,9.825549326627997e-23,2.708756521590833e-14,3.368472477547344e-15,1.0778336636555366e-16,5.9074628220991964e-33,0.0,1.077446338494593e-15,1.8513078945693426e-14,2.2013714105840243e-30,0.0,0.0,0.0,4.208330776629116e-15,5.391513456133878e-16,0.0,0.0,0.0,7.7687428693471355e-31,5.4416040277254e-24,2.647243434287347e-17,8.740584634638387e-15,1.6520936585954168e-14,0.0,0.0,9.795656878446812e-16,0.0,1.8667825895416336e-22,0.0,0.0,1.68251018878151e-14,0.0,0.0,0.0,1.4104962738955173e-15,2.344039537945016e-19,0.0,0.0,7.944342165356334e-26,0.0,0.0,0.0,4.500386737402437e-31,3.318474248590405e-32,3.4063528280733005e-17,0.0,0.0,0.0,7.429566497135616e-19,4.880241250424618e-30,0.0,5.986032746637028e-19,3.7265048839110746e-42,3.2066254356522956e-20,1.2968711684097917e-17,0.0,6.206072429312614e-28,2.66222029368267e-23,1.2163599181299188e-27,0.0,0.0,1.3760513573528812e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3962239601368545e-30,3.5307541559118545e-36,7.535144362384655e-20,3.4638020321308514e-18,1.6576227780608518e-23,3.3962310750577456e-15,1.9222196127525163e-17,0.0,0.0,0.0,0.0,3.2003836358372536e-17,0.0,0.0,0.0,8.530751671674271e-16,0.0,0.0,0.0,2.435451464935415e-15,1.27943285062784e-19,0.0,0.0,0.0,3.863174791373039e-67,1.2291341789524758e-22,1.2646441406974718e-33,2.2726788778586058e-15,0.0,0.0,0.0,0.0,0.0,1.2841687914107508e-20,0.0,0.0,2.752453488978963e-47,0.0,4.08991215770014e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.982828279162154e-21,1.839271088375957e-27,0.0,4.2116828707747414e-20,1.6124988660354152e-35
0.016,0.05071096413368665,298.00000005116436,1.2912473430937803,0.6172421306334178,0.0,0.14824627468621213,0.0,0.04700544656935237,0.18750611700092318,3.863522602469067e-12,0.0,1.9056834104782992e-22,2.601714916267918e-15,0.0,0.0,3.110407952365628e-08,2.97095240741615e-52,0.0,0.0,8.621946563895638e-15,1.2735513022873389e-12,1.0287585226647685e-13,5.518580675672742e-21,9.791846727847595e-22,0.0,6.071844941083785e-15,2.101852977044565e-31,0.0,1.1494207235798639e-14,7.059819542521771e-22,8.396023002063465e-29,0.0,0.0,0.0,2.7504456988219586e-22,2.957102672664434e-14,0.0,0.0,0.0,0.0,3.5664689426340128e-22,2.6472883648149183e-17,1.5689539449980095e-22,6.891193739823671e-13,0.0,0.0,1.0555569435660123e-15,0.0,0.0,0.0,0.0,1.6995591953996783e-14,0.0,0.0,0.0,0.0,3.69848544760655e-17,0.0,0.0,6.822738987272371e-24,0.0,0.0,0.0,8.322733482950948e-29,6.2094467539295364e-30,0.0,0.0,0.0,0.0,5.521178083165356e-18,7.307725293682183e-28,0.0,7.877786559012056e-17,4.536799460064924e-40,2.963572915941896e-19,1.3323953342929233e-24,0.0,4.03414049723329e-26,1.6527997972261882e-21,1.2537844794798247e-25,0.0,0.0,1.3828126531004997e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.21765952807148e-28,7.942826721014518e-34,1.460061654554407e-17,4.182053374070996e-18,1.6419953042534395e-23,3.3955139834450505e-15,1.4618442660349556e-24,0.0,0.0,0.0,0.0,2.5662822174208274e-17,0.0,0.0,5.409291318856661e-22,8.53091630656054e-16,0.0,0.0,0.0,2.4377024039243855e-15,2.190250460555012e-17,0.0,0.0,0.0,4.73468382252742e-65,0.0,1.5794911854838178e-31,2.272682227468708e-15,0.0,0.0,0.0,0.0,0.0,1.3081073875350344e-20,0.0,0.0,8.399545239602426e-53,0.0,3.420378790549588e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1777660445892133e-18,2.220991517507625e-25,0.0,4.8632937443441806e-18,1.2875562371098306e-33
0.032,0.05071121328903752,298.00000222738436,1.2912409989301037,0.6172417508712869,0.0,0.1482463840656317,0.0,0.04700542072319582,0.1875060673348322,1.624938776064003e-10,0.0,2.8448322507576765e-30,2.6017166188707147e-15,0.0,0.0,3.767591318854737e-07,6.563108391916788e-52,0.0,0.0,1.0817909663053344e-14,5.3028548260435566e-11,1.314430710627096e-12,8.93523713520827e-28,3.570521874436156e-29,0.0,6.076650294253906e-15,3.641120916253041e-34,0.0,5.570891673351715e-13,2.709211594922601e-29,3.545300128797541e-36,0.0,0.0,0.0,1.808317465780876e-29,9.768929109857677e-14,0.0,0.0,0.0,0.0,5.3359416175223e-28,2.6499666830696145e-17,0.0,2.835684192370525e-11,0.0,5.690017048528539e-15,6.21488473242415e-15,0.0,0.0,0.0,0.0,2.920540812991128e-14,0.0,0.0,0.0,0.0,3.1583865436040024e-15,0.0,0.0,0.0,0.0,0.0,5.0220225560276815e-55,8.322707877620379e-29,6.209427699829251e-30,0.0,0.0,0.0,0.0,5.52117816214036e-18,7.307760530849755e-28,0.0,7.877788836334619e-17,4.491753381509713e-40,5.606466727597106e-19,2.486966257314112e-29,0.0,7.263575387380734e-26,9.627615595989365e-29,1.2391024094709344e-25,0.0,0.0,2.00487547077979e-16,0.0,0.0,0.0,0.0,0.0,6.166457413115012e-37,2.2355548909300374e-35,1.4823134750309504e-38,1.4600886009716512e-17,4.89923887643547e-18,1.6419327512221112e-23,3.3947995991198544e-15,2.959398096966289e-31,0.0,0.0,0.0,0.0,2.057603975828109e-17,0.0,0.0,5.412749724405216e-22,8.548499912379608e-16,0.0,0.0,0.0,2.4377037507142152e-15,2.1902526954211394e-17,0.0,0.0,0.0,0.0,1.3426086818937905e-18,1.5728470758711517e-38,2.273028242315819e-15,0.0,0.0,0.0,0.0,0.0,1.3082085804720618e-20,0.0,0.0,9.773274766936887e-52,0.0,2.7424283350234365e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7842317977548616e-18,1.922823088937357e-25,0.0,8.75648381342733e-18,4.833392851777687e-38
0.04,0.05071238032948605,298.0000367974935,1.2912112837710383,0.6172399792908614,0.0,0.14824689455758563,0.0,0.04700529798535578,0.1875058340540245,2.6632145491057158e-09,0.0,8.928036596323367e-38,2.601737905591497e-15,0.0,2.1473008942928553e-23,1.9900615352641363e-06,8.619473554445335e-52,0.0,0.0,6.127983202621858e-14,8.816065947738953e-10,2.7019941509747308e-11,0.0,2.3918155981167425e-35,0.0,6.1789194667234086e-15,2.2899542384287408e-33,0.0,1.1345708067403588e-11,2.13169420335309e-36,2.8902778064791907e-37,0.0,4.9671724018975325e-28,0.0,0.0,1.4994861372846137e-12,4.4305632452602635e-15,2.2253914270033287e-31,0.0,0.0,0.0,2.716683595643001e-17,0.0,4.646073931007059e-10,4.898141470986468e-13,1.4595692848410913e-13,1.3821839580894094e-13,0.0,4.1183315386678325e-28,0.0,1.5191980457686595e-14,3.5864266910769917e-13,0.0,0.0,0.0,0.0,1.003621628771112e-13,0.0,0.0,0.0,1.6853125616205308e-41,0.0,1.3589036686405651e-49,8.322621395089693e-29,6.209363964501023e-30,0.0,0.0,0.0,0.0,5.521195672942003e-18,7.307641714027518e-28,0.0,7.877810267800156e-17,4.449433126007215e-40,6.927898966033019e-19,2.4732793602527904e-29,2.771449688024987e-31,8.694314844079965e-26,3.471053883474164e-34,1.2391102792459541e-25,0.0,0.0,2.354402902476648e-15,0.0,0.0,0.0,0.0,0.0,1.424756378713639e-32,0.0,1.4741480576260882e-38,1.4601071636273807e-17,5.258460855321771e-18,1.6418764019990377e-23,3.3944539778016295e-15,1.8572468915237043e-31,0.0,0.0,0.0,0.0,1.8312639212701783e-17,0.0,0.0,5.412764700459687e-22,9.25668088750298e-16,0.0,0.0,0.0,2.4377100269355968e-15,2.1902625548318142e-17,0.0,0.0,0.0,0.0,5.927405614333307e-17,5.567421686434264e-40,2.2868908105807916e-15,0.0,1.522195406123229e-35,7.08379605301304e-33,0.0,0.0,1.312975109398904e-20,0.0,0.0,1.3592448807850172e-50,0.0,2.440828325939462e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.977348050971454e-18,1.7772151822814496e-25,1.0288804023690277e-14,1.0481249372292618e-17,9.983774171508835e-37
0.044,0.050715428623159337,298.0003199562991,1.2911336746182125,0.6172354073386869,0.0,0.14824821358290463,0.0,0.04700496594121288,0.18750521947616963,2.2998398202148082e-08,0.0,5.875389963716632e-45,2.6020474797258805e-15,0.0,2.1967513701846292e-23,6.158467649642344e-06,9.675208016849158e-52,0.0,0.0,1.306628203229511e-13,7.721538858449632e-09,3.0614919776743247e-10,4.412999107602861e-30,5.130581974885851e-35,0.0,7.293173482141749e-15,1.1511031050281446e-32,0.0,1.2071287908971366e-10,3.4515034200219156e-43,2.2418474485296432e-36,0.0,9.023123887741389e-27,2.4366586500427658e-14,0.0,1.627398991147093e-11,1.0050810798822893e-13,0.0,1.484021007397489e-29,0.0,0.0,3.564407121999607e-17,0.0,4.013049975137508e-09,6.063479177661321e-12,1.8864128368390765e-12,1.8599384258572254e-12,0.0,4.212975332987014e-28,0.0,3.7068848910085065e-13,4.8854322189814575e-12,0.0,0.0,4.059866149128112e-14,0.0,1.6381795235906255e-12,6.24065801711354e-16,2.827518097924036e-16,0.0,7.479912626524269e-41,0.0,4.931939874044254e-48,8.322660185210043e-29,6.209399357799485e-30,0.0,0.0,0.0,0.0,5.521377271310292e-18,7.307516140853244e-28,0.0,7.87803342146188e-17,4.4269392895087904e-40,7.5887350752814815e-19,2.4734712760644877e-29,2.8351515435195515e-31,9.364788783889667e-26,3.890617279266617e-34,1.2391566127279514e-25,0.0,0.0,4.0183731594864505e-14,0.0,0.0,0.0,9.722192306290904e-23,0.0,4.279789093553823e-31,0.0,1.4736324643153097e-38,1.460128619600318e-17,5.453947576640613e-18,1.6418572078325767e-23,3.3943079312127586e-15,1.857794587394681e-31,0.0,0.0,0.0,0.0,1.724758613227409e-17,0.0,0.0,5.412923625815862e-22,2.369889276519594e-15,0.0,0.0,0.0,2.4377261973440735e-15,2.1902989070015238e-17,0.0,0.0,0.0,0.0,1.3045537600406636e-15,4.3659703933325104e-39,2.5690227712989253e-15,0.0,2.9837058418558013e-34,1.3382482264732606e-31,2.7593197109077417e-14,0.0,1.4273270152732454e-20,0.0,0.0,5.243769808287333e-47,0.0,2.2991027566245292e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0496554151683116e-18,1.7056739224136155e-25,1.6236456595874962e-13,1.1289188038573823e-17,2.0245099991614252e-35
0.048,0.050727307400967155,298.00350528801073,1.290831331472335,0.6172181715394244,0.0,0.14825320161161729,1.60200499267479e-17,0.04700356516395656,0.18750276589264042,2.5027876432597984e-07,6.140566422445858e-41,4.232466728102475e-52,2.6098825541956704e-15,1.768366561833588e-24,1.9796831171987492e-23,2.190992996776362e-05,1.0666017422539758e-51,0.0,4.65097696035137e-13,8.8151502416057e-13,8.529444538387193e-08,4.440899995558254e-09,7.67487851472366e-29,4.355161206769875e-34,5.397266819628572e-19,2.3853499255259837e-14,4.949488395934575e-31,1.6714679176882078e-39,1.6355644214758727e-09,1.9552819259218172e-44,2.894545131991e-35,4.423855140053481e-14,1.285185320644293e-25,5.935505329130751e-13,1.7464319733524226e-29,2.2884432910045948e-10,1.5924158621350837e-12,7.263287709959519e-29,3.017250367325924e-27,2.276319793547524e-28,2.2687071903647741e-29,1.821071159381531e-16,3.263949891176281e-28,4.368369740015379e-08,9.246927629521305e-11,3.126373951603553e-11,3.237839480930663e-11,0.0,3.8226932178282315e-28,1.7247980511113843e-17,8.22254848245593e-12,8.93386185528314e-11,1.432678616225671e-28,1.8877919783768333e-25,1.807323439795758e-12,0.0,3.459249207701251e-11,1.762373082257505e-14,2.4431479587084522e-14,1.2556542008984195e-28,7.959224896509438e-40,1.0491220939479369e-18,2.362993915415922e-46,8.325669422738926e-29,6.211717114247644e-30,0.0,0.0,0.0,0.0,5.5235518870455376e-18,7.309021599369741e-28,0.0,7.883739199695592e-17,4.411302700817075e-40,8.254132637993504e-19,2.4757535199634524e-29,2.5547254273355514e-31,9.995905259076574e-26,1.037553206736262e-33,1.239614038497223e-25,1.2167851011761292e-14,0.0,9.387359244747922e-13,3.2930346420109725e-24,1.4156465283189545e-12,0.0,2.9420370206817574e-21,0.0,2.1174413256727908e-29,2.354177340856408e-31,1.4899475203790903e-38,1.460192957367601e-17,6.1658580973228755e-18,1.6418776822088565e-23,3.394253708518438e-15,1.859049533898672e-31,2.329295873443123e-21,0.0,0.0,0.0,1.6243769168475715e-17,0.0,0.0,5.416946061661088e-22,4.212593044857106e-14,8.894412954175277e-21,0.0,0.0,2.4377871757667655e-15,2.1909282068206206e-17,0.0,0.0,1.4433585947751258e-14,5.5790808234031585e-68,3.7428212639242086e-14,5.644562509454238e-38,1.0322714163123939e-14,0.0,6.2184505577362075e-34,2.963837444824684e-31,8.219719458439104e-13,3.978707161011765e-16,5.1263954204978474e-20,0.0,0.0,4.715576221839305e-45,7.105244350535928e-15,2.166704008123497e-24,2.4141500370027317e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101369007643977e-18,1.636048215332692e-25,3.1530614454968735e-12,1.204597366207465e-17,3.8426143210005285e-34
0.049,0.05073606854682311,298.0093997290602,1.290608430203018,0.61720642522175,0.0,0.14825662490943511,5.814023976072907e-17,0.04700237526329674,0.1875008503003978,6.684931529068954e-07,0.0,6.974565216247617e-53,2.642913350748282e-15,9.617765684828394e-24,1.8682402954702673e-23,3.268778661800144e-05,1.0871185223691551e-51,0.0,1.6890417462000575e-12,2.7745300450235376e-12,2.3002883247646736e-07,1.4398227421749524e-08,8.78966174918387e-28,1.964951178068175e-33,1.9589382693198498e-18,6.386174730066088e-14,5.556395354784605e-30,1.854481653439486e-38,5.055980476207887e-09,6.056561441866707e-44,2.5099469303871523e-34,1.7482502749963104e-13,1.1458655013826901e-24,2.169131199881474e-12,1.9879281793315838e-28,7.266312610135781e-10,5.351989784097558e-12,8.671177950644994e-28,3.968909379041445e-26,3.1077748519377602e-27,2.5794926158905594e-28,5.912098413374852e-16,1.8830441837811256e-27,1.1669983297682679e-07,3.0986019608127115e-10,1.1149304895982773e-10,1.1975998266720035e-10,0.0,3.9155336057332046e-28,9.966801628145509e-17,3.6054718678608225e-11,3.434293427866814e-10,1.9534849180112768e-27,2.4515363060247888e-24,7.97670553116712e-12,1.5856323888284214e-14,1.4801761185903448e-10,8.174256107114464e-14,1.2053184021122082e-13,6.71967173511489e-28,1.0337263199253781e-40,3.806432392063436e-18,3.074409533542443e-45,8.332759895776098e-29,6.217141747264925e-30,3.02582460992815e-23,4.963556694802949e-19,1.9256200115472857e-13,4.251334603452514e-20,5.527655512248211e-18,7.313530217462027e-28,0.0,7.911152358543171e-17,4.442512068532079e-40,8.453714996451745e-19,2.480597583769981e-29,2.4109669638047226e-31,1.0156396715210984e-25,3.618189564934695e-33,1.2404207007852548e-25,4.943917241021076e-14,0.0,4.357641790879305e-12,1.1969812635893359e-23,5.085828933667335e-12,3.224732674732606e-23,1.1374441636790393e-19,6.694717764028189e-44,3.3343674413981965e-28,7.243413262197098e-31,1.5224747499592413e-38,1.4602387210514867e-17,8.998591631844569e-18,1.6419132529727474e-23,3.3942945154506965e-15,1.865396252704831e-31,4.701891575322301e-20,0.0,0.0,4.522202719007543e-27,1.5997053891524354e-17,0.0,0.0,5.436044508089887e-22,2.168412095421037e-13,4.1145546950430805e-19,6.605097522330488e-17,2.0158849180213993e-26,2.4378292740492973e-15,2.1947729929921326e-17,8.313844751929764e-16,0.0,9.795690152463406e-14,6.25925681744777e-67,2.045599559154146e-13,4.893899700344811e-37,4.4344588140612536e-14,0.0,1.5655832708905207e-33,7.122626686606352e-31,3.826499924437143e-12,2.6058026343760854e-15,2.41699581122668e-19,0.0,0.0,1.3311618972774572e-44,8.790389665191969e-14,2.135756070222736e-24,2.764718526709182e-15,0.0,0.0,0.0,0.0,6.24512978201982e-19,9.523856377405175e-15,0.0,2.113002982050084e-18,1.6194280983027027e-25,1.2622783944491024e-11,1.2231869558150639e-17,0.0
0.05,0.050752793086652016,298.0303747587617,1.2901831378472075,0.6171865989702521,0.0,0.14826246586879452,2.1298780225669182e-16,0.04699973640782423,0.18749688154488453,2.1507407495478528e-06,1.4001747771633566e-41,1.9020703500832192e-51,2.8868898407412e-15,5.560056144483565e-23,1.6184101785572794e-23,5.0955454000276334e-05,1.1038038753409954e-51,0.0,6.201094698792869e-12,1.1730879953215843e-11,7.489581940619407e-07,5.8740583143864356e-08,2.0486099444323802e-26,1.6867820645687384e-32,7.176866144528818e-18,2.4252093706628053e-13,9.111195866552276e-29,2.6132397588425514e-37,1.9465528632394083e-08,2.3465051439201732e-43,3.229079172288901e-33,7.6650598344167e-13,1.498893469864412e-23,1.0092910350613555e-11,2.8899104643539603e-27,2.8904725008843634e-09,2.276668373069403e-11,1.3489669512850162e-26,6.759328340135553e-25,5.408773439751864e-26,3.749475605055149e-27,2.6650506321204002e-15,1.195243235781034e-26,3.755424878334146e-07,1.3154239765322752e-09,5.102078278621813e-10,5.725076156084366e-10,0.0,8.878445673949116e-28,6.336552592226421e-16,2.1060573064052954e-10,1.7190645298910892e-09,3.570778505372959e-26,4.10353379723301e-23,4.636111785356761e-11,1.4721820242076605e-13,8.407179877600277e-10,5.071653504757795e-13,7.900929851594543e-13,3.841774684891057e-27,8.732467896301129e-41,1.393584627144177e-17,6.309269831992153e-44,8.359704126590206e-29,6.237725172049209e-30,2.8134259326089045e-22,4.6054806189563805e-18,1.7852779483296855e-12,3.945755409029487e-19,5.54236560304453e-18,7.331484012591532e-28,1.129444641454219e-12,8.147000287237276e-17,5.191623012276546e-40,9.074787157700717e-19,2.5012549046602918e-29,2.0892368004297127e-31,1.0330772215008397e-25,2.8756348763455197e-32,1.2432438598058604e-25,2.480645086886448e-13,0.0,2.722307276682372e-11,4.389687549503117e-23,2.2599071735225417e-11,1.130453540759672e-21,2.5207496655017847e-18,3.912664579239878e-43,7.081307441653155e-27,3.6208052498545906e-30,1.7094867470930728e-38,1.460367515695895e-17,3.407064158582385e-17,1.6420343678597932e-23,3.394397090119398e-15,1.9270751921362292e-31,6.726696137143761e-19,0.0,0.0,1.8149419293208149e-25,1.5753935140455326e-17,1.0576429532127384e-29,0.0,5.599414565886517e-22,1.5501946977739877e-12,5.1255681548877975e-18,6.43075108400526e-16,2.0295963953525724e-24,2.4379030214184763e-15,2.239640452865521e-17,9.132375907212268e-15,8.657012805376392e-18,7.760716434001544e-13,2.6962815509721426e-65,1.5420830642325758e-12,6.291959394148617e-36,3.0361395729664577e-13,1.5117189201380792e-16,7.11920669244286e-33,3.1176309607628433e-30,2.3811599966673826e-11,2.134877120266195e-14,1.924634480201768e-18,0.0,0.0,3.230681308837758e-44,6.94394132529501e-13,2.109506760394765e-24,2.2098461764780867e-14,0.0,0.0,0.0,3.705853474708503e-15,1.461768771356887e-17,8.09733972219079e-14,0.0,2.1235690493943304e-18,1.604569008154026e-25,6.628147146432559e-11,1.2414871736619578e-17,0.0
0.051000000000000004,0.0507878088731206,298.1049333727692,1.2892936204145669,0.6171531395771037,0.0,0.14827252757649925,7.791455594101187e-16,0.04699321705979322,0.18748751457674598,7.403691834207573e-06,3.211937428331426e-41,8.645989029017142e-50,4.690301265065085e-15,3.3630837848902054e-22,8.96368723123081e-24,8.191805708397681e-05,1.1156376590849463e-51,0.0,2.275955424707395e-11,5.417517940839232e-11,2.609417371152775e-06,2.5619032039923904e-07,6.032330577378894e-25,1.8607093954187194e-31,2.6261586481764577e-17,1.0402541154203404e-12,1.637677769091688e-27,3.964804841258545e-36,8.016548651032166e-08,9.964822483799671e-43,4.1586132774909364e-32,3.4471105351001674e-12,1.997161951527086e-22,4.99382098062998e-11,4.505168714636029e-26,1.229571466831762e-08,1.0342611093402843e-10,2.252843506301221e-25,1.2204187929968907e-23,1.316294076062408e-24,5.848809812406209e-26,1.317670880629278e-14,7.728661031688086e-26,1.2930708010647826e-06,5.966332710430502e-09,2.4914951096896433e-09,2.918064908516475e-09,0.0,1.0936796099189353e-26,4.091198936786336e-15,1.3051851833619722e-09,9.165902646791509e-09,7.001911694648526e-25,7.2430416423586265e-22,2.853423694072884e-10,1.2197784500768012e-12,5.070624158774598e-09,3.3294564750046842e-12,5.4545435949582505e-12,2.313867250855369e-26,1.395217390769747e-38,5.089360942948837e-17,1.3920767429171265e-42,8.459009349925804e-29,6.313550217244735e-30,1.8190100745146946e-21,3.808782767586539e-17,1.4721725134701535e-11,3.2667903695548026e-18,5.595096593529324e-18,7.398889730838415e-28,5.067693387389557e-12,1.0186055222709203e-16,2.2744973236061618e-39,1.532694125085617e-18,2.600132452586689e-29,1.1589167361019034e-31,1.056191776909131e-25,3.1406322546116668e-31,1.253219544437979e-25,1.3064526522890748e-12,0.0,1.801269709143522e-10,1.609933071195684e-22,1.0636032935248483e-10,3.838317718552315e-20,5.495603756572308e-17,2.4542862034906692e-42,1.5633729730591364e-25,1.552024535806114e-28,1.0861184510005902e-37,1.4612556771318258e-17,2.587633372345213e-16,1.6427926525606762e-23,3.3946224377075717e-15,2.7037216842005763e-31,9.534661560665191e-18,0.0,0.0,7.28976020002836e-24,1.5513511230811428e-17,1.0507260282917513e-28,2.6011540426229504e-15,7.0114723314369615e-22,1.1724450750812873e-11,5.861730070577837e-17,5.549002391585132e-15,1.3529672154499626e-22,2.438041572297637e-15,2.7693564348898135e-17,8.369846024293839e-14,8.594426714527542e-17,6.28086944266793e-12,7.077465346588851e-63,1.2244634172447904e-11,8.086572167532653e-35,2.2791693605067806e-12,6.131965453891603e-15,3.787500194277798e-32,1.5906137756220955e-29,1.567292812056898e-10,1.804349736917812e-13,1.6795211730987374e-17,1.6318617118742978e-32,1.2888786633442717e-15,1.912530145647974e-43,5.246223429102621e-12,2.0980001883118913e-24,1.7021582073634943e-13,0.0,0.0,0.0,3.6300165424926063e-14,1.3951723021843174e-16,6.070145279638433e-13,0.0,2.133411144518046e-18,1.5953157155737476e-25,3.702980905911281e-10,1.259554548334594e-17,0.0
0.051500000000000004,0.05082332121546297,298.2135177060622,1.2883927410449187,0.6171277068691691,0.0,0.14828042073486972,1.6265941223034481e-15,0.04698573247135174,0.18747676370649277,1.503902013112612e-05,1.3121868434355955e-41,8.705855711046763e-49,9.913545865930978e-15,9.323157556910403e-22,0.0,0.00010546725518653049,1.1196766478681638e-51,0.0,4.758450896909052e-11,1.349092294670148e-10,5.342606462541053e-06,6.104693296467352e-07,5.1832061170655024e-24,7.406988784723429e-31,5.484960372917122e-17,2.475238077243185e-12,8.90872966286657e-27,1.9172351313490745e-35,1.836098857080068e-07,2.4718326865557045e-42,1.7227409829534287e-31,8.334741183035636e-12,8.77876577132629e-22,1.300280422133026e-10,2.209446397385754e-25,2.8796502645280704e-08,2.535581278272311e-10,1.1625236498318637e-24,6.613277079063865e-23,1.0903110121732823e-23,2.8716171213390727e-25,3.446341431983535e-14,2.455161812016427e-25,2.627042082462547e-06,1.4611697314376679e-08,6.4298677897528075e-09,7.766482663082615e-09,0.0,5.991860355344999e-26,1.290891990637387e-14,4.014979396151474e-09,2.5208484610981225e-08,4.0464270297487446e-24,3.943187667787282e-21,8.732216545978376e-10,4.762366457374044e-12,1.528167443193164e-08,1.07006711547478e-11,1.821810879952701e-11,6.43322271212947e-26,4.512347745571242e-37,1.0603493247056088e-16,8.031058671451548e-42,8.607496734068912e-29,6.42693585065732e-30,5.104719945664696e-21,1.4834205173576845e-16,5.709483495554463e-11,1.2744543330932666e-17,5.672829750766192e-18,7.500257480284925e-28,1.0018422630394705e-11,1.705893829296687e-16,1.120576088734056e-38,4.668273476471527e-18,2.805126267938732e-29,0.0,1.0756406322258345e-25,1.2490707278314356e-30,1.2677862029682867e-25,3.5528362941827335e-12,9.898668447482389e-15,5.825195955346373e-10,3.3730100144003054e-22,2.672835450698177e-10,3.4182777985595437e-19,4.825495624277029e-16,7.721017045627735e-42,1.02887874147245e-24,2.359054990507148e-27,1.4389972539176158e-36,1.4651751937455542e-17,1.0427252799345444e-15,1.645462162794253e-23,3.3948742417494212e-15,6.289649361958286e-31,5.771760651552668e-17,0.0,0.0,7.367746310510373e-23,1.5393248523226568e-17,4.209813346050754e-28,1.2853868475872988e-14,1.178860593376184e-21,4.2097373962379436e-11,2.7708672237051966e-16,2.179708880421941e-14,1.9818961384505228e-21,2.43817604208195e-15,5.183726279152543e-17,3.4409016766178407e-13,1.8037068976478156e-16,2.3719513612637233e-11,2.540970474774653e-61,4.5683823056034915e-11,3.3405624809772378e-34,8.168719363322514e-12,3.034078647494633e-14,1.0060905632978754e-31,3.7919400310755065e-29,5.047166761481906e-10,7.064618104600174e-13,6.790710563397846e-17,1.1584357774496456e-31,9.010500998968085e-15,7.284412708881453e-43,1.8620768565932706e-11,2.1111459460646416e-24,6.140818420385916e-13,0.0,0.0,0.0,1.425255829593498e-13,5.73006987360144e-16,2.1245259633368185e-12,5.298697080307794e-15,2.138413519012967e-18,1.597852465614142e-25,1.0539927252763675e-09,1.2685678010774167e-17,6.3440509833063405e-34
