grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.3683150441647657,298.0,1.1300609018085452,0.7246720963306214,0.0,0.0,0.0,0.05518666598229835,0.2201412376865173,2.8225184100383994e-17,0.0,0.0,1.2826289784909354e-22,9.411056659141507e-21,0.0,5.629947620464705e-13,5.445926199754766e-79,0.0,6.43815096505829e-20,2.5745795999953658e-21,5.5327883751913485e-18,1.4152429661685245e-19,1.3992571475263946e-29,4.7043828914916605e-20,1.1509924023060407e-21,9.043608040476685e-21,0.0,0.0,1.894629130250931e-20,5.6930831156717465e-22,1.5983261451095088e-35,3.14475875598718e-21,0.0,4.250326124038308e-22,3.049433452096554e-22,5.3231474918723165e-21,4.71259978225221e-21,0.0,1.0322257740697661e-39,0.0,1.6227209559940182e-30,1.4189278314784063e-23,0.0,0.0,0.0,1.662543770895432e-24,3.672895494751949e-22,3.5388403283911355e-22,0.0,1.7305336884555133e-23,0.0,0.0,2.6020755820253946e-42,0.0,8.2105554394814e-23,0.0,5.518451371916734e-23,7.263827918009544e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.7705991563693136e-54,2.6996926110679452e-27,6.299370918591622e-43,2.4777457524043232e-37,0.0,2.7163976011335347e-20,0.0,3.7911033067808255e-23,0.0,3.4986106760646815e-55,4.623738757465452e-22,2.114052123184597e-23,0.0,0.0,1.9524460968386814e-28,3.3250168941642874e-25,1.371441327333065e-23,6.1974185787699386e-30,1.3651543872274588e-22,0.0,1.2179633123238653e-21,0.0,0.0,1.7444603184453068e-57,6.256674059401992e-39,2.9854356690359447e-38,2.994304576611338e-41,3.7037768463746907e-26,0.0,0.0,9.102855917907078e-27,1.6760443383834887e-22,0.0,8.078382082346805e-47,7.124781523300468e-31,0.0,0.0,0.0,0.0,7.580494755477182e-23,0.0,0.0,0.0,0.0,1.8489722426972035e-38,0.0,3.2669558994151776e-25,3.5867086605678404e-23,0.0,0.0,0.0,0.0,8.404724686234261e-52,3.7445344028876837e-23,0.0,2.0586888217702265e-44,6.364325775655763e-42,0.0,0.0,0.0,7.454952032039425e-42,2.3804105320301413e-22,9.275042281729654e-54,0.0,0.0,0.0,0.0,0.0,3.8669429990445565e-41,0.0,0.0,0.0,4.4843848378451156e-33,0.0,1.1402956318242597e-22,0.0,1.5220630625189004e-25,0.0,0.0,5.43189180421119e-23,0.0,3.070474552224674e-42,0.0,0.0,0.0,1.8370982356595414e-25
0.008,0.368315044267686,298.0000000000722,1.1300609014927658,0.7246720963149983,0.0,0.0,0.0,0.05518666598021428,0.22014123768219296,3.97941216898395e-15,0.0,0.0,1.282628976043605e-22,2.5785755695941852e-26,0.0,2.2589702526480396e-11,1.2219290932347685e-77,0.0,9.270054800456334e-18,5.430049372253983e-19,7.999808513769187e-16,2.702602171736287e-17,2.6625095993655325e-27,2.353493685456592e-26,0.0,1.732687304404893e-18,0.0,0.0,3.8474883604441443e-19,3.0215778619642323e-28,2.0812877164912254e-33,6.2565737913565595e-19,0.0,5.25286338776738e-21,2.786262982103152e-28,9.901932620008352e-19,7.924971816227754e-19,0.0,1.8367517216384708e-38,0.0,3.6128696061289803e-28,2.4176997836594203e-21,0.0,0.0,0.0,1.6625378816342805e-24,3.6728953909451675e-22,3.5388456083548826e-22,0.0,1.7335063373532137e-23,0.0,0.0,7.097344504262413e-40,0.0,8.210475682698714e-23,0.0,5.51840291989157e-23,7.263827902087021e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0030826756630832e-32,2.9339177124216236e-40,1.138533036312131e-34,0.0,6.482129571989635e-18,0.0,3.791028251446467e-23,0.0,0.0,4.623738757841768e-22,3.0231220568827037e-29,0.0,0.0,4.078343765408888e-26,0.0,3.2508157425189402e-21,3.198481177808562e-27,1.3651543713643186e-22,0.0,2.557433642369459e-19,0.0,0.0,6.875522944063778e-55,1.9956360011428357e-36,1.5741373647464605e-35,1.8018789704429424e-38,2.369142959836468e-23,0.0,0.0,9.10272409489129e-27,1.8256380304720001e-28,0.0,2.6259133690545697e-44,5.334264316974689e-31,0.0,0.0,0.0,0.0,7.580529916543162e-23,0.0,0.0,0.0,0.0,8.639750274222655e-36,0.0,1.8999456867218798e-22,3.5867086607453236e-23,0.0,0.0,0.0,0.0,3.486477424218119e-49,3.7445344035455985e-23,0.0,7.19252486869626e-42,2.6048172289265793e-39,0.0,0.0,0.0,2.971284923574643e-39,2.3804114929056224e-22,3.4283616467172935e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.438569412425052e-30,0.0,8.604234191340167e-28,0.0,6.831473211855009e-23,0.0,0.0,8.099312475534062e-23,0.0,4.001392486933801e-40,0.0,0.0,0.0,8.023194072377341e-23
0.016,0.3683150484057468,298.0000000098263,1.1300608887964052,0.7246720956882305,0.0,0.0,0.0,0.05518666589621119,0.2201412375084809,5.610525340328622e-13,0.0,0.0,1.282628976967269e-22,4.968286067108429e-32,0.0,9.063932190989836e-10,2.3426131319132584e-77,0.0,1.2619755272932294e-15,1.1064401874055416e-16,1.1569609701152647e-13,5.134814735371653e-15,6.211917006527498e-33,1.1698306397635818e-32,0.0,3.3142795684154137e-16,0.0,0.0,6.59128914643444e-17,1.6066661174885427e-34,1.2045113138666512e-39,1.2204909281441976e-16,0.0,1.0729969393138863e-18,2.550483558351045e-34,1.842115378172756e-16,1.5989386002753834e-16,0.0,3.140170599144659e-36,0.0,8.523602602894608e-33,5.406592155055804e-19,3.22864783680371e-34,0.0,0.0,1.6625378450263536e-24,3.672895384974303e-22,3.5388670842463915e-22,0.0,1.735219340336314e-23,0.0,0.0,1.4992249510255866e-39,0.0,8.210396055621993e-23,0.0,5.518338604727301e-23,7.26382789351384e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1922340609184824e-36,2.9288668572526004e-40,1.1367276374320303e-34,0.0,6.482129704489146e-18,0.0,3.790963617049548e-23,0.0,0.0,4.623738765768211e-22,4.58437539569752e-35,0.0,0.0,3.292928946915552e-32,0.0,8.515790530061663e-19,3.1984930413907417e-27,1.3651543700157088e-22,0.0,7.925504098748971e-17,0.0,0.0,6.875928117445234e-55,2.123757036806133e-36,0.0,2.7321649300654555e-44,2.3691463472314507e-23,0.0,0.0,9.10259228775088e-27,2.0055857466030918e-34,0.0,2.62592929666915e-44,3.5396541962144034e-31,0.0,0.0,0.0,0.0,7.580556202908726e-23,0.0,0.0,0.0,0.0,8.630298027809299e-36,0.0,1.8999477556959526e-22,3.5867086661561306e-23,0.0,0.0,0.0,0.0,6.082290341171899e-54,3.7445344090953565e-23,0.0,7.181833687655107e-42,3.2751992012225246e-39,0.0,0.0,0.0,2.971285871284238e-39,2.3804122179113912e-22,3.3650993991039106e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4390384449271865e-30,4.31272208891089e-22,1.001409298565121e-31,0.0,3.296329486925061e-23,0.0,0.0,6.969948687640656e-21,0.0,9.544198889500624e-46,0.0,0.0,0.0,1.1558343024259242e-22
0.02,0.36831511161579034,298.0000005052719,1.1300606948559566,0.7246720861832213,0.0,0.0,4.357428064245002e-22,0.05518666460330853,0.22014123486143033,3.008342453909796e-11,0.0,0.0,1.282628997157575e-22,8.268308521031006e-32,5.517605062942831e-19,1.4315078023447905e-08,2.7145120158552626e-77,0.0,6.90554640135546e-14,8.687985630434188e-15,6.359831193077365e-12,3.715488798797029e-13,9.015787024147568e-33,0.0,2.9358491941471747e-23,2.406031404453227e-14,0.0,0.0,4.476006916473255e-15,1.7149610660245832e-40,0.0,9.018765082392884e-15,4.592910753940498e-28,9.006187160632777e-17,2.4253109787125706e-38,1.2987943256789069e-14,1.2229353851568236e-14,4.510960576078356e-34,1.245545458213656e-33,1.1860411449059017e-33,5.369760706721983e-32,4.580806762801625e-17,3.254613489393689e-34,0.0,0.0,1.662537866135611e-24,3.672895405665381e-22,3.5388812635482483e-22,0.0,1.7358151879711152e-23,0.0,0.0,1.8650134776376143e-39,0.0,8.210356458382567e-23,0.0,5.51830211350495e-23,7.263828006885418e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1549660583947706e-36,2.9263593427771366e-40,1.1357544503612147e-34,0.0,6.482130036761047e-18,0.0,3.790933873909874e-23,0.0,0.0,4.623738895013744e-22,2.5856218685006637e-36,0.0,0.0,0.0,0.0,7.636843547499578e-17,3.198493122805809e-27,1.3651543891116728e-22,0.0,6.3172589951880335e-15,0.0,0.0,6.87589447807101e-55,2.571413516710603e-36,0.0,1.5382201772121943e-45,2.369146412836625e-23,0.0,0.0,9.10252659976851e-27,1.5584141213179372e-36,0.0,2.6259394528114016e-44,2.6409961068172743e-31,0.0,0.0,0.0,0.0,7.580567581485634e-23,0.0,0.0,0.0,0.0,8.625560228838112e-36,0.0,1.8999478072393147e-22,3.5867087487002637e-23,0.0,0.0,0.0,0.0,4.9718806078338346e-54,3.7445344855672073e-23,0.0,7.176554225570196e-42,3.4117526572389094e-39,0.0,0.0,0.0,2.971286506811991e-39,2.380412568784783e-22,3.333752264654546e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4393374347317228e-30,4.388296914447693e-20,6.179651845007661e-32,0.0,2.1731148608399383e-23,0.0,0.0,6.750168127222742e-19,0.0,0.0,0.0,0.0,0.0,1.2681507407923694e-22
0.024,0.3683164404458606,298.0000342241101,1.1300566177677045,0.72467189096081,0.0,0.0,2.5428767459470226e-20,0.05518663682774764,0.22014117955025955,2.1259989841714295e-09,0.0,4.341102474811856e-46,1.2826294901811361e-22,9.843464075205968e-29,3.215135092517869e-17,2.9002612959561043e-07,3.2149665193556673e-77,0.0,4.983421143932164e-12,9.025072542545551e-13,4.608997910002372e-10,3.554069229261863e-11,4.808970208125294e-29,3.8471621260523186e-31,1.7120270658377717e-21,2.3090670883256457e-12,3.0371849323228807e-29,5.654435428582766e-46,4.0168374421794664e-13,1.8895345397527357e-46,3.410444252742451e-38,8.811378834921888e-13,3.0569657602364448e-24,1.0008529901743753e-14,1.231728578638626e-34,1.210245431382728e-12,1.2370436272225277e-12,1.790191319493823e-31,6.766361860211805e-30,1.1664113634923965e-29,2.8748650683681606e-28,5.137037630377432e-15,3.2551779155838004e-34,0.0,0.0,1.6625381408706106e-24,3.6728960359588015e-22,3.538880784476086e-22,0.0,1.7361970662708292e-23,0.0,0.0,2.0448751643216276e-39,0.0,8.210319266431633e-23,0.0,5.51824364688903e-23,7.26383047057686e-23,0.0,0.0,1.3456100187071645e-55,0.0,1.451134847429043e-68,0.0,0.0,4.155004973379687e-36,2.9238518370493214e-40,1.1347793031808964e-34,0.0,6.482156326552596e-18,0.0,3.7909082531906704e-23,0.0,0.0,4.6237415433999055e-22,2.5855245086360515e-36,0.0,0.0,6.6672892393372355e-31,2.2039682388945763e-31,9.064747756467686e-15,3.1984947915621884e-27,1.3651548562912702e-22,0.0,6.644199073481034e-13,0.0,0.0,6.875924777094598e-55,3.021830991070657e-36,0.0,1.538165345635394e-45,2.3691477629335147e-23,0.0,0.0,9.102465253859323e-27,1.5579962959427296e-36,0.0,2.625936852138801e-44,1.7407126001140027e-31,0.0,0.0,0.0,0.0,7.580580325553232e-23,0.0,0.0,0.0,0.0,8.620788428294098e-36,4.3358726741938976e-21,1.8999488475479333e-22,3.5867104440359345e-23,0.0,0.0,0.0,0.0,4.391664643650981e-54,3.7445360309520004e-23,0.0,7.171278947027413e-42,3.466558166841142e-39,0.0,0.0,0.0,2.9713017863337696e-39,2.380413697128607e-22,3.302724196047265e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4405355863226225e-30,5.265423457567224e-18,4.1538708035515316e-32,0.0,1.4586749145638295e-23,0.0,0.0,8.727508255425387e-17,0.0,8.043667815726146e-43,0.0,0.0,0.0,1.3395936351998038e-22
0.025,0.36832114410431116,298.0003959431931,1.1300421863389227,0.7246712472434763,0.0,0.0,2.366907156264036e-19,0.05518653291975476,0.22014098614669406,2.5572246336715232e-08,0.0,5.382967263471128e-43,1.282631140613904e-22,3.8422302403610565e-27,2.9431951349119875e-16,1.2016924739374306e-06,3.0068563803803433e-77,0.0,6.110788635084159e-11,1.5539522270713665e-11,5.67355375038676e-09,5.662781558153528e-10,6.92873732234956e-27,5.457662070380769e-29,1.580277023179116e-20,3.690436855752642e-11,4.184607165083229e-27,7.904513831987424e-44,6.0288932871543205e-12,7.025293866248855e-47,4.833196076864369e-36,1.4320971099544093e-11,3.058640986586935e-21,1.8367138255134373e-13,1.7850416055377562e-32,1.8815336923546742e-11,2.0773004308647374e-11,2.1052916775312997e-29,1.0136512832097632e-27,2.160090118602987e-27,4.0983149962493293e-26,9.508518649403689e-14,3.254916463099699e-34,0.0,0.0,1.662538981704941e-24,3.672898152729822e-22,3.538792374947828e-22,0.0,1.7362806296765542e-23,0.0,0.0,1.8715817047100436e-40,0.0,8.210318119128385e-23,0.0,5.518143677802748e-23,7.26383868674434e-23,0.0,0.0,1.6855453732603077e-54,0.0,5.555787825004408e-67,0.0,0.0,4.155294724291788e-36,2.9231119262839102e-40,1.1344741788558895e-34,0.0,6.482450146985045e-18,0.0,3.7909076867218806e-23,0.0,0.0,4.623750337027912e-22,2.58572638642945e-36,0.0,0.0,9.458462517140101e-29,6.568417641478705e-30,1.7707059541811422e-13,3.198500297728439e-27,1.3651564118178894e-22,0.0,1.1574771435117368e-11,0.0,0.0,6.876556792311111e-55,3.217123711599844e-36,0.0,1.538315466324986e-45,2.3691522301401948e-23,0.0,0.0,9.102463903512964e-27,1.55812325111144e-36,0.0,2.625920128061055e-44,1.5149631123610305e-31,0.0,0.0,0.0,0.0,7.580593097767187e-23,0.0,0.0,0.0,0.0,8.619197537210216e-36,1.2921472906426554e-19,1.8999523174072616e-22,3.5867160622936065e-23,0.0,0.0,0.0,0.0,3.991882881890001e-54,3.744541153522322e-23,0.0,7.169689963781816e-42,3.4764227804934775e-39,0.0,0.0,0.0,2.9714550470994383e-39,2.3804166289302414e-22,3.295087363658732e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4622466580065934e-30,1.0379700476408388e-16,3.7116394180493063e-32,0.0,1.3026363968445292e-23,0.0,0.0,1.849481709333475e-15,0.0,6.6739617608165035e-40,0.0,0.0,0.0,1.3551988780278158e-22
0.026,0.368354173385178,298.00682067133704,1.129940858640038,0.724667477098689,0.0,0.0,3.7132279833442865e-18,0.055185723559509944,0.22013964566357322,4.593023896396911e-07,0.0,1.8840934662661305e-39,1.282641110729085e-22,3.1002458826469324e-25,3.658446746497953e-15,6.572017145147336e-06,2.3717967625722136e-77,0.0,1.1203700909571465e-09,4.0782571435338425e-10,1.0444873974083241e-07,1.3699903847833563e-08,2.065801604374634e-24,1.5951675349796783e-26,2.226589491913188e-19,8.957184042804445e-10,1.1802778466268398e-24,2.7985886743713886e-41,1.369598312588415e-10,1.598637320985191e-45,1.4119795915617008e-33,3.5377428709237266e-10,1.2844141350663941e-18,5.153013097694504e-12,6.609082516316108e-30,4.435843492530422e-10,5.310651070365994e-10,7.41918810377854e-27,3.2129332998584358e-25,8.459039893415191e-25,1.2007497434769756e-23,2.6917133701704947e-12,3.2540555717634024e-34,0.0,0.0,1.662543659715754e-24,3.6729107468905017e-22,3.5374584288822557e-22,0.0,1.7363554595623338e-23,0.0,0.0,0.0,0.0,8.21035887325918e-23,0.0,5.516571068725953e-23,7.263887431590411e-23,0.0,0.0,1.6601561578284792e-52,0.0,5.1804766926746684e-65,0.0,0.0,4.159749532893401e-36,2.920790964809054e-40,1.133262265321935e-34,0.0,6.487735763186426e-18,0.0,3.7909377320138054e-23,0.0,1.338053757508921e-54,4.623802452931594e-22,2.5888745922790605e-36,0.0,6.034676710108814e-30,2.7643273961155694e-26,2.4208025204663085e-28,5.302382349964395e-12,3.198531367921198e-27,1.365165759570652e-22,0.0,3.07537501434361e-10,0.0,0.0,6.887883281417524e-55,4.953575314628503e-36,0.0,1.54071944225258e-45,2.3691786909944684e-23,0.0,0.0,9.102537037420271e-27,1.560115190778063e-36,0.0,2.626183518367835e-44,1.2794879283043502e-31,0.0,0.0,0.0,0.0,7.58065746055648e-23,0.0,0.0,0.0,0.0,8.611763798009759e-36,4.7587882635929805e-18,1.8999728634455229e-22,3.5867493983106704e-23,0.0,0.0,0.0,0.0,0.0,3.744571523533272e-23,0.0,7.164928855672446e-42,3.483006554484187e-39,0.0,0.0,0.0,2.974138258905455e-39,2.3804337851642823e-22,3.289064602785851e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4139021507650614e-30,3.1378628300604957e-15,3.3273379652794144e-32,0.0,1.166041353839148e-23,0.0,0.0,6.028172749959544e-14,0.0,1.55980178520961e-36,0.0,0.0,0.0,1.368871727411798e-22
0.026499999999999996,0.36846673037110766,298.05039942354693,1.1295956911477125,0.7246587630661112,0.0,0.0,6.205165632168514e-17,0.05518258145352805,0.2201350309947294,3.522123347737619e-06,3.687199020118518e-57,5.520922447624446e-37,1.2826650878144163e-22,9.991668782771316e-24,2.0346577882860893e-14,1.9106009042186985e-05,1.8641794760174873e-77,0.0,8.752449974118244e-09,4.396939295696185e-09,8.186463326341852e-07,1.3721014945078342e-07,1.1852327013529093e-22,8.668202191450876e-25,2.6529801771823677e-18,8.997356960849036e-09,6.222061523512299e-23,4.3625410101650973e-39,1.2956656648159285e-09,0.0,7.704664834249621e-32,3.6110854935910046e-09,2.031981830955167e-16,5.90939803276684e-11,1.078112332126213e-27,4.339670056594261e-09,5.592949176661769e-09,9.880925881006852e-25,2.4178860380358477e-23,6.786051906649618e-23,6.546396182550139e-22,3.112396355483817e-11,3.2616716998130752e-34,0.0,0.0,1.662552868285555e-24,3.6729379129746146e-22,3.531310561360109e-22,0.0,1.7363982400993485e-23,0.0,0.0,0.0,0.0,8.210474154974343e-23,0.0,5.508605759543085e-23,7.264002289295999e-23,0.0,0.0,6.888272470975395e-51,0.0,3.5585166515984313e-63,0.0,0.0,4.188504130288346e-36,2.9118908288411364e-40,1.1277493000020322e-34,0.0,6.523946870894486e-18,0.0,3.79102206306445e-23,0.0,1.8956244773133765e-53,4.62392655661957e-22,2.609343699563371e-36,0.0,3.198870004490896e-28,1.502036595874555e-24,3.561592343485621e-27,6.457213565161273e-11,3.1985670169381316e-27,1.3651881836099095e-22,0.0,3.3549991978782063e-09,0.0,0.0,6.965466828577265e-55,1.6335948617509063e-35,0.0,1.5565298105271583e-45,2.369241645739902e-23,0.0,0.0,9.10274027390019e-27,1.5731068558385753e-36,0.0,2.6309723019492685e-44,1.0963549310131742e-31,0.0,0.0,0.0,0.0,7.580806462001217e-23,0.0,0.0,0.0,0.0,8.576388365451382e-36,6.969373130877328e-17,1.9000218244001715e-22,3.5868291104017054e-23,0.0,0.0,5.05011663878562e-77,0.0,0.0,3.744643812771022e-23,0.0,7.149817130007278e-42,3.4841816097238345e-39,0.0,0.0,0.0,2.9923249660943184e-39,2.3804748351048323e-22,3.2988609853538484e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.826793697229272e-29,3.8549966619221596e-14,3.164817235687928e-32,0.0,1.1022402644340696e-23,0.0,0.0,7.941049517658282e-13,0.0,7.651878946670141e-34,0.0,0.0,0.0,1.3752848436082982e-22
0.026999999999999996,0.3691748792885636,298.4583828475478,1.1274289078405961,0.7246289795236218,0.0,0.0,2.921772237782642e-15,0.055160959405187955,0.2201043034815642,3.334855093618805e-05,2.2284712535433193e-52,2.9764404923034776e-34,1.2827509153426673e-22,1.162045559909462e-21,1.370316594415694e-13,6.225248999569768e-05,1.3236902658522509e-77,0.0,8.464920269226078e-08,5.969078798724028e-08,7.935660291529279e-06,1.7255038086755576e-06,1.3527063333024094e-20,7.152007058710075e-23,1.0358092404207378e-16,1.1349037150441308e-07,4.9823398176577084e-21,2.5174525154531946e-36,1.5340634670723073e-08,0.0,7.011621849341153e-30,4.6327039688735543e-08,2.2826288373455687e-14,8.569232301763255e-10,6.265558634490263e-25,5.323736662605108e-08,7.416129719510168e-08,5.291652582177913e-22,6.527285249231776e-21,1.1614095397903458e-20,5.434374623467466e-20,4.552538215839342e-10,3.3795810352962655e-34,0.0,0.0,1.6625566164085025e-24,3.6729844054111095e-22,3.4862538216632954e-22,0.0,1.73640236771952e-23,0.0,0.0,0.0,0.0,8.210871183843188e-23,0.0,5.438507076121489e-23,7.264377338487278e-23,0.0,1.995138790256376e-40,1.0928284372334782e-48,0.0,8.863639527671229e-59,0.0,0.0,4.4605496886489924e-36,2.8404203718214355e-40,1.0818231348189975e-34,0.0,6.880598846090812e-18,0.0,3.7913411471569e-23,0.0,2.6594531289206594e-51,4.624378803082154e-22,2.80535920006998e-36,0.0,2.5336252575725812e-26,1.2394219813659257e-22,6.948072601799655e-26,9.972180485101398e-10,3.197443580631943e-27,1.3652680408629442e-22,0.0,4.616441987791552e-08,0.0,0.0,7.737341645903615e-55,1.4820087910027835e-34,0.0,1.7103200277341687e-45,2.3694705151016725e-23,0.0,0.0,9.103432121437658e-27,1.6979243647318773e-36,0.0,2.688164181436652e-44,0.0,0.0,0.0,0.0,0.0,7.581326445420075e-23,0.0,0.0,0.0,0.0,8.274574119819355e-36,1.304436725361074e-15,1.9002003134662708e-22,3.587122586668501e-23,0.0,0.0,9.647062020908273e-75,0.0,0.0,3.744898641752605e-23,0.0,7.050580352294072e-42,3.474150821433075e-39,0.0,0.0,0.0,3.167687398386868e-39,2.3806239441025996e-22,3.430020120611191e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7558190840091135e-28,6.008770067955303e-13,3.1582247719697276e-32,0.0,1.0416084918015019e-23,0.0,0.0,1.3313521991401123e-11,0.0,1.1939062550130507e-30,0.0,0.0,0.0,1.3814694194989308e-22
0.027249999999999996,0.37129734069426534,299.93567288803615,1.12098414219781,0.7245856996935193,0.0,0.0,6.523870374309807e-14,0.055094317489072515,0.2200037760429386,0.00014548767332805612,8.71416019122877e-49,2.3171178231148287e-32,1.2828606413060254e-22,5.643712204872118e-20,5.195466343977398e-13,0.00012314120732334063,1.1149842099182215e-77,0.0,3.8020174776687686e-07,3.49826275750851e-07,3.531653537043041e-05,9.551234034746907e-06,7.127020180757755e-19,1.4642480722967208e-21,2.2756501907871922e-15,6.296609837290352e-07,1.0149011935675501e-19,3.4439533091291208e-34,8.066983748119316e-08,2.781939552301543e-39,4.193492031423032e-28,2.607817646767518e-07,9.807752631640718e-13,5.3619370861331005e-09,7.828915792988451e-23,2.884925503847334e-07,4.295548872460874e-07,6.797011537495268e-20,6.796914236276957e-19,8.992247740694544e-19,1.1383542759144775e-18,2.870153166169555e-09,3.909764189901737e-34,0.0,0.0,1.6623918706746955e-24,3.6727335212208145e-22,3.3818199902289055e-22,0.0,1.7359244920214442e-23,0.0,0.0,0.0,0.0,8.211190699149325e-23,0.0,5.2562109681142523e-23,7.26459716115366e-23,0.0,4.92441864586256e-39,0.0,0.0,5.378873865222349e-58,0.0,0.0,5.563551401926836e-36,2.6460657036887127e-40,9.501065969222111e-35,0.0,8.440708147320893e-18,0.0,3.7918669568885714e-23,0.0,1.014597379347814e-51,4.625110356078362e-22,3.634903462451807e-36,0.0,4.9322049662316065e-25,2.540885010690759e-21,6.306287815362871e-25,6.592505191040531e-09,3.1803119771150703e-27,1.3653677879897881e-22,0.0,2.7601156549072357e-07,0.0,0.0,1.1313170831842202e-54,1.1780943964661444e-33,0.0,2.396320546568312e-45,2.369832684829423e-23,0.0,0.0,9.103712285181763e-27,2.2313290278385627e-36,0.0,2.956797064551602e-44,0.0,0.0,0.0,0.0,0.0,7.581928776175801e-23,0.0,0.0,0.0,0.0,7.388179026342162e-36,1.0224193782353679e-14,1.9004859258092201e-22,3.587603201627659e-23,0.0,0.0,6.52790750248118e-73,0.0,0.0,3.7452054918372356e-23,0.0,6.838321770453565e-42,3.4471320425494163e-39,0.0,0.0,0.0,3.888433961638482e-39,2.3808389719484667e-22,4.022241513671471e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.427203204652596e-27,4.005476358562616e-12,3.7328342531098353e-32,0.0,1.009636201119462e-23,0.0,0.0,9.462156926935891e-11,0.0,3.9584419501364386e-28,0.0,0.0,0.0,1.384847948012768e-22
