grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.15937174340353566,298.0,1.2117471981532104,0.6666568594893707,6.20595748835488e-19,0.08005722468839555,0.0,0.0507685746639819,0.20251734115788056,0.0,0.0,6.879272401916006e-15,2.1855042621266902e-16,1.0581344294254879e-15,1.7737599735272485e-14,3.3278595851388543e-14,0.0,1.621991384892618e-19,0.0,0.0,3.8408029440403666e-16,0.0,1.6564104748439786e-22,0.0,6.803847802843237e-15,0.0,0.0,1.3662213205644082e-41,1.8853397976733317e-16,3.564026686928996e-14,0.0,0.0,0.0,5.412675736469405e-14,0.0,0.0,1.4282873717507664e-14,0.0,0.0,4.9228142201629496e-30,0.0,0.0,7.272625626830522e-15,6.145258987621205e-17,1.095082334163607e-15,2.9664522456012536e-16,1.1836951698950636e-14,3.975928720833238e-15,0.0,4.151653761458337e-16,0.0,0.0,1.570758802557375e-35,0.0,0.0,0.0,1.6310809292494653e-14,8.81051180687943e-17,0.0,0.0,0.0,0.0,0.0,4.0949938484794574e-32,3.0192640553827103e-33,0.0,0.0,0.0,0.0,0.0,7.771991761532231e-31,7.672046392760413e-17,0.0,2.7823715808064067e-31,0.0,0.0,3.528547832533866e-30,2.773081990494239e-28,0.0,1.0367451115473921e-27,0.0,0.0,0.0,1.1592125292473116e-18,0.0,5.895025496836583e-33,2.2028929036790674e-21,0.0,0.0,0.0,0.0,0.0,1.5776474412905059e-19,0.0,6.363230806624416e-14,0.0,0.0,9.906166483567202e-40,0.0,2.3312646368185834e-16,1.2169311353396015e-16,0.0,0.0,0.0,1.0492925035099653e-14,0.0,0.0,0.0,6.449691965424648e-15,0.0,0.0,1.862617543536511e-21,2.147022683484851e-15,0.0,1.555307958608761e-15,0.0,4.520472954961917e-16,9.74155542174089e-15,0.0,0.0,1.1140773202941006e-15,8.352343525620826e-19,5.239604980355796e-20,3.3872061198216993e-34,9.672223611696263e-15,0.0,1.696047751188691e-14,0.0,5.824617636863078e-26,0.0,0.0,0.0,0.0,0.0,1.3574038506104882e-15,0.0,3.435770954715539e-14,6.708111060438418e-16,5.618893442867617e-21,2.4734914838804767e-27,0.0,2.1430513764307973e-20,6.661406560657743e-35
0.016,0.15937174340644827,298.0000000008168,1.2117471981311518,0.6666568594882629,6.205957533757438e-19,0.08005722468855679,0.0,0.05076857466388792,0.2025173411576817,0.0,0.0,3.050474293774033e-22,2.1855043023902694e-16,5.112058501728953e-22,2.361560542769494e-19,1.188521525198627e-12,0.0,1.6219914626783716e-19,0.0,7.198105315407428e-14,4.9179134349253e-14,0.0,2.8062315980050916e-20,0.0,0.0,0.0,0.0,2.1489716607694456e-39,1.9510220533363433e-16,4.14844700138672e-21,0.0,0.0,0.0,5.395248863434907e-14,0.0,0.0,1.4282887937073863e-14,0.0,0.0,9.783425857707701e-28,0.0,0.0,3.9894061233509257e-22,7.748351157024736e-15,1.0950823347929865e-15,2.9664518544535766e-16,1.1836951692181325e-14,3.976409858819412e-15,0.0,3.916691725982209e-16,0.0,0.0,1.0868742103974743e-32,0.0,0.0,0.0,1.631088034167978e-14,8.80589390744889e-17,0.0,0.0,0.0,0.0,0.0,2.2777289978670266e-29,1.6993740047272906e-30,0.0,0.0,0.0,0.0,5.963164465413196e-18,3.605328370946051e-28,3.1644906860066215e-14,0.0,0.0,0.0,0.0,1.5446927922177976e-27,5.494500779414101e-26,0.0,3.275895771118215e-25,0.0,0.0,0.0,4.596358782533328e-25,0.0,1.6676751193035394e-30,7.388212814961669e-19,0.0,0.0,0.0,0.0,0.0,4.399012502320584e-18,0.0,6.362806673445222e-14,0.0,0.0,2.910588487705805e-37,0.0,5.308769031342371e-22,1.1287853277385564e-16,0.0,0.0,0.0,1.0492925034316789e-14,0.0,0.0,0.0,6.4495707993137536e-15,0.0,0.0,9.273562987818895e-19,2.1470226824431044e-15,0.0,1.5538808856522138e-15,0.0,4.520472951848511e-16,9.741555420212232e-15,0.0,0.0,1.1140773200865667e-15,3.0771086151098193e-16,5.23895246085045e-20,1.2070869313510716e-31,9.67222361425098e-15,0.0,1.6960477511222755e-14,0.0,1.4843273565181193e-23,0.0,0.0,0.0,0.0,0.0,1.3574038470424045e-15,0.0,3.4357702890330425e-14,6.708111052287763e-16,2.0246443841383936e-18,9.111785025308694e-25,0.0,6.62381277471659e-18,1.5308492457124307e-32
0.032,0.1593717434943144,298.00000000107354,1.2117471974631335,0.6666568594505401,6.205957636704135e-19,0.08005722469490915,0.0,0.050768574660613644,0.20251734115138983,0.0,0.0,1.358541941797003e-29,2.1855042926774422e-16,1.8934847234531229e-28,7.113929915096607e-23,4.208295867921983e-11,0.0,1.621991634977127e-19,0.0,1.458633444709293e-13,4.9183148048617434e-14,0.0,1.3544459552742963e-26,0.0,0.0,0.0,6.95075052481369e-33,0.0,1.951084527192469e-16,4.838794700624601e-28,0.0,0.0,1.6008424567201358e-27,5.395281806391778e-14,0.0,0.0,1.4285467455628673e-14,0.0,5.07268424900693e-29,3.456772711381337e-28,0.0,0.0,7.133139268610977e-27,7.749866159318731e-15,1.0950826369751838e-15,2.966452132297729e-16,1.1836951704698641e-14,3.976793149529094e-15,6.726790921845823e-28,3.7666824630509023e-16,0.0,0.0,1.0245701545609308e-32,0.0,0.0,0.0,1.631083963975589e-14,8.802821901408619e-17,0.0,0.0,4.662145752005621e-46,0.0,0.0,2.2777289970748645e-29,1.6993740041765922e-30,0.0,0.0,0.0,0.0,5.9631883882417846e-18,3.9999199153143228e-28,0.0,0.0,0.0,0.0,0.0,4.653221397422241e-31,1.0649452971084068e-25,0.0,3.278362563798267e-25,0.0,0.0,0.0,0.0,0.0,1.0318850521198818e-30,6.657324974282964e-20,0.0,0.0,0.0,0.0,0.0,8.640055846107359e-18,0.0,6.362382569641985e-14,0.0,0.0,2.9108690443379887e-37,0.0,1.0467549050574996e-27,1.0470192557656976e-16,0.0,0.0,0.0,1.0492925034922762e-14,0.0,0.0,0.0,6.449570795948511e-15,0.0,0.0,2.712444742655795e-19,2.1470226824345295e-15,3.108231884660421e-70,1.55272515616718e-15,0.0,4.520472948387039e-16,9.741555423219366e-15,0.0,0.0,1.1140773199758337e-15,3.077114481588926e-16,5.238952461203219e-20,1.207086943181461e-31,9.672223618896406e-15,0.0,1.6960477514801483e-14,0.0,1.3768173930084576e-23,0.0,0.0,0.0,0.0,0.0,1.3574038471450712e-15,0.0,3.4357696097670525e-14,6.708111042363981e-16,3.674187028071056e-18,8.75148501116881e-25,0.0,1.2838280731957596e-17,5.133628177134878e-37
0.04,0.15937174466988724,298.0000000011934,1.2117471885249846,0.6666568589466425,6.205957837921037e-19,0.08005722477946318,0.0,0.05076857461680024,0.20251734106654493,0.0,0.0,1.2310026066111143e-36,2.185504298955703e-16,0.0,5.283192215100581e-23,5.900502033351949e-10,0.0,1.6219919208209337e-19,0.0,1.8041326808237124e-13,4.9374924519184424e-14,0.0,4.0926469343412926e-30,1.9044044451315718e-35,0.0,0.0,6.663011940428518e-33,0.0,1.9548145050798585e-16,1.1382408158840776e-34,3.2983004362821756e-37,0.0,1.6158881269426615e-27,5.3952898130567545e-14,1.3543477621800469e-34,0.0,1.428667762202327e-14,0.0,4.865716254018991e-29,1.9091218238036245e-28,0.0,0.0,7.015467281598574e-27,7.815116498469284e-15,1.0951030900357538e-15,2.966473290831659e-16,1.1836953428963367e-14,3.9769645834794554e-15,5.06638711164429e-28,3.7159895925067217e-16,0.0,0.0,9.595733388415826e-33,0.0,0.0,0.0,1.6310820970008896e-14,8.80168216043144e-17,0.0,0.0,0.0,0.0,0.0,2.2777289851303763e-29,1.6993739952656894e-30,0.0,0.0,0.0,0.0,5.963188385834944e-18,3.999928305039695e-28,0.0,0.0,2.4650582186990976e-40,0.0,0.0,3.455728346671485e-31,1.3146480000212475e-25,8.25713979226902e-34,3.2783625629340827e-25,0.0,0.0,0.0,0.0,0.0,7.056855323029149e-31,1.1091602748436774e-20,0.0,0.0,0.0,0.0,0.0,1.076050684357081e-17,0.0,6.362170531764864e-14,0.0,0.0,2.9109945067224614e-37,0.0,0.0,1.0076727101171987e-16,0.0,0.0,0.0,1.0492925044811244e-14,0.0,0.0,0.0,6.4495707935476166e-15,0.0,0.0,0.0,2.147022684139446e-15,2.7199288048073907e-69,1.5522167161291451e-15,3.215802167953234e-40,4.52047294504544e-16,9.74155543863117e-15,0.0,0.0,1.114077322379923e-15,3.077114012226335e-16,5.238952466917429e-20,1.2070869489077676e-31,9.672223635319086e-15,0.0,1.6960477539754772e-14,0.0,1.3250771883175955e-23,0.0,0.0,0.0,0.0,0.0,1.35740384861474e-15,0.0,3.43576925888536e-14,6.708111028389136e-16,4.413369443687372e-18,8.568995122856312e-25,0.0,1.584853064646753e-17,3.5118760869132892e-40
0.044,0.1593717528396308,298.00000000161856,1.2117471264082336,0.6666568554451927,6.205958020970899e-19,0.08005722536689902,0.0,0.05076857431229835,0.20251734047678774,0.0,0.0,2.2688167228610143e-43,2.1855043249657025e-16,0.0,5.0702859824047574e-23,4.398300539139688e-09,0.0,1.6219919118011203e-19,0.0,1.9698594523712754e-13,5.404322112085866e-14,0.0,1.884301592656446e-30,2.2192886351386229e-35,0.0,0.0,6.451552117361466e-33,0.0,2.0671049362552055e-16,5.399413238597519e-41,3.137395109958076e-37,0.0,1.5287323731682188e-27,5.395294288882537e-14,1.832068322143166e-34,0.0,1.4287308384003605e-14,0.0,4.712393954097137e-29,1.1403353683649393e-28,0.0,0.0,6.978009070428114e-27,9.374858333702507e-15,1.0957953769240817e-15,2.967254472918737e-16,1.1837020810629847e-14,3.977182315247026e-15,4.862215668706283e-28,3.696151345988905e-16,0.0,0.0,9.217859590784491e-33,0.0,0.0,0.0,1.6310820839094987e-14,8.801231371572385e-17,0.0,0.0,5.709230345380971e-41,0.0,0.0,2.2777289019562412e-29,1.6993739332137608e-30,0.0,0.0,0.0,0.0,5.9631883687931986e-18,3.9999281182616983e-28,0.0,0.0,2.4713334716040984e-40,0.0,0.0,3.316466530934853e-31,1.4374829340837514e-25,8.37822256242143e-34,3.2783625772795628e-25,0.0,0.0,0.0,0.0,0.0,5.507113102254116e-31,3.2300605530506406e-21,0.0,0.0,0.0,0.0,0.0,1.1820714643136502e-17,0.0,6.362064559203829e-14,0.0,0.0,2.911153727611728e-37,0.0,0.0,9.883775538940406e-17,0.0,0.0,0.0,1.0492925117706182e-14,0.0,0.0,0.0,6.449570821439262e-15,0.0,0.0,0.0,2.1470226948831427e-15,2.7544112956713487e-69,1.5519799959809273e-15,3.058554518544984e-40,4.520472964758298e-16,9.741555510969537e-15,0.0,0.0,1.114077425705668e-15,3.077113829376682e-16,5.238952506810133e-20,1.2070869620885193e-31,9.672223703443877e-15,0.0,1.696047768339008e-14,0.0,1.2997043691451937e-23,0.0,0.0,0.0,0.0,0.0,1.3574038590695141e-15,0.0,3.4357690890029266e-14,6.708111043978722e-16,4.762327251541553e-18,8.477246583938802e-25,0.0,1.732934701307464e-17,2.275405321102207e-39
0.048,0.15937183127097168,298.0000000136676,1.2117465300736436,0.6666568218330161,6.205958784755702e-19,0.08005723100592547,0.0,0.050768571388378994,0.20251733481491083,6.454342407314489e-13,1.170598338963623e-41,4.307469040874419e-50,2.185504503117055e-16,0.0,4.8346947228673585e-23,4.0956381591447325e-08,0.0,1.6219896132362724e-19,0.0,2.1279755518724835e-13,2.0711580908165763e-13,0.0,0.0,2.1225559891918233e-35,0.0,0.0,6.245638313781484e-33,0.0,6.611846792627298e-16,2.6955554560495677e-47,2.9855586176471032e-37,0.0,1.4529048275176948e-27,5.395342133034438e-14,1.828691054393089e-34,7.901184818786799e-17,1.429018522228824e-14,0.0,4.5635683053198e-29,3.782597154717297e-29,0.0,0.0,6.949079526113285e-27,5.965661628013313e-14,1.1272627178726297e-15,3.0059356651077465e-16,1.1840522390731284e-14,3.982999235966774e-15,5.2821635612565615e-28,3.680854702463125e-16,0.0,0.0,8.80786937145072e-33,0.0,0.0,0.0,1.6311371775837703e-14,8.802203593587919e-17,0.0,0.0,4.840527017840933e-42,0.0,1.436590971217508e-51,2.2777281064502467e-29,1.6993733397755105e-30,0.0,0.0,0.0,0.0,5.963188211255076e-18,3.9999263262483134e-28,0.0,0.0,2.4712707709919696e-40,0.0,0.0,3.1623652964450696e-31,1.5583254810138114e-25,8.36168051257111e-34,3.278362732671286e-25,0.0,0.0,0.0,0.0,0.0,6.931488659524986e-31,9.982695954106439e-22,0.0,0.0,0.0,0.0,0.0,1.2880905324689141e-17,0.0,6.361959033511852e-14,0.0,0.0,2.9154100446898807e-37,0.0,0.0,9.694495301931678e-17,0.0,0.0,0.0,1.0492926244366618e-14,0.0,0.0,0.0,6.4495711194259856e-15,0.0,0.0,0.0,2.1470228674594027e-15,2.758683284625608e-69,1.5517608970149685e-15,2.9104505661869664e-40,4.520473390462391e-16,9.741556313107028e-15,0.0,0.0,1.114084290794245e-15,3.0771138933287327e-16,5.23895289614522e-20,1.207087160034722e-31,9.67222429492937e-15,0.0,1.6960479126144557e-14,0.0,1.274814914218177e-23,0.0,0.0,0.0,0.0,0.0,1.3574039575727892e-15,0.0,3.4357690101085505e-14,6.70811145168362e-16,5.091642888927782e-18,8.385077936039403e-25,0.0,1.878614446080568e-17,2.0514219694770736e-38
0.049,0.15937195628926165,298.0000000741562,1.2117455795270782,0.6666567682672626,6.20595919251324e-19,0.08005723999276014,0.0,0.05076856672490602,0.20251732579007845,4.009308269750078e-12,0.0,8.912021789182774e-56,2.185504813923635e-16,0.0,4.774339271173325e-23,9.921916757106046e-08,0.0,1.6219847047505092e-19,0.0,2.1670052542646573e-13,1.0057200058437999e-12,9.48841422163122e-15,0.0,2.1023688498557806e-35,0.0,0.0,6.321564279571958e-33,0.0,3.577851599254773e-15,1.0385833054531593e-48,3.0523910630533797e-37,0.0,1.518262206879794e-27,5.39569344121814e-14,2.2717897520650977e-34,1.128335952304997e-15,1.4307084976198365e-14,0.0,4.62106174389009e-29,1.884479319469518e-29,0.0,0.0,6.942314435429201e-27,3.176483647488937e-13,1.353699973444524e-15,3.3088293863932506e-16,1.1869283150630414e-14,4.0202500438196185e-15,4.5784189380158975e-28,3.677314161915042e-16,0.0,0.0,8.759306364026493e-33,0.0,0.0,0.0,1.6316940609529773e-14,8.816795928370053e-17,0.0,0.0,3.4236234809909317e-47,0.0,3.589824785566997e-51,2.2777268539300988e-29,1.6993724056694763e-30,0.0,0.0,0.0,0.0,5.9631879915893935e-18,3.999923492343441e-28,0.0,0.0,2.4712554292427867e-40,0.0,0.0,3.1228848073608646e-31,1.588407585555172e-25,8.358228900066687e-34,3.2783630087341324e-25,0.0,0.0,0.0,0.0,0.0,0.0,6.588461616740202e-22,0.0,0.0,0.0,0.0,0.0,1.3145952937434991e-17,0.0,6.361933295430791e-14,0.0,0.0,2.9426739313743058e-37,0.0,0.0,9.647412274086157e-17,0.0,0.0,0.0,1.0492932967129551e-14,0.0,0.0,0.0,6.4495716241372805e-15,0.0,0.0,0.0,2.1470233818200628e-15,2.7566885173477217e-69,1.5517107732702891e-15,2.977030568230836e-40,4.520475872976904e-16,9.74155749373654e-15,0.0,0.0,1.1141590365611087e-15,3.077114502697966e-16,5.238953631331634e-20,1.2070880691518607e-31,9.672225233085975e-15,0.0,1.6960481358905266e-14,0.0,1.2686246065830695e-23,0.0,0.0,0.0,0.0,0.0,1.3574041160999403e-15,0.0,3.435769405439809e-14,6.708112050438433e-16,5.17271761530164e-18,8.362016560104638e-25,0.0,1.914879422049115e-17,5.083315082034866e-38
0.05,0.1593723502652798,298.00000059774044,1.2117425840346525,0.6666565995532281,6.205958942594771e-19,0.08005726830012713,0.0,0.05076855200845905,0.20251729735022517,3.3568601132308916e-11,0.0,6.486456910987379e-56,2.1855061763487952e-16,0.0,4.7126908729058917e-23,2.8274296819190555e-07,0.0,1.62196795990125e-19,0.0,2.2057672136378123e-13,8.151204401962366e-12,1.4736746329708266e-13,0.0,2.1205366606120057e-35,0.0,0.0,7.477402182807883e-33,0.0,3.5277033620256907e-14,1.4704505556149766e-48,3.986918578306675e-37,0.0,2.280404640247452e-27,5.4003560764249947e-14,7.350562755365808e-34,1.2949490316623997e-14,1.451080222604492e-14,0.0,5.481070510726615e-29,8.553165886797579e-32,0.0,0.0,6.935983500672897e-27,2.5904239885810278e-12,4.096653084526306e-15,7.285471539292925e-16,1.2264531674140737e-14,4.428644186134211e-15,4.51929748753624e-28,3.6740954586978183e-16,0.0,0.0,9.385078389881758e-33,6.667052339050592e-30,0.0,0.0,1.6409101886626164e-14,9.082092432496201e-17,0.0,0.0,3.292908602654439e-42,0.0,1.4794063995280636e-50,2.277723031874904e-29,1.699369557365811e-30,0.0,0.0,0.0,0.0,5.963187552976149e-18,3.9999147357954887e-28,0.0,0.0,2.4712413346498265e-40,0.0,0.0,3.0825542447129675e-31,1.6183648466241985e-25,8.361338284565937e-34,3.278364013529211e-25,0.0,0.0,0.0,0.0,0.0,0.0,4.52544815213522e-22,0.0,0.0,0.0,0.0,0.0,1.3411002300933664e-17,0.0,6.361909229842498e-14,0.0,0.0,3.241595233835319e-37,0.0,0.0,9.600560244862822e-17,0.0,0.0,0.0,1.049305555946292e-14,0.0,0.0,0.0,6.4495732685110075e-15,0.0,0.0,0.0,2.147030980696235e-15,2.7588430983482356e-69,1.5517356658172217e-15,3.901403454258108e-40,4.520521084449428e-16,9.741561284303111e-15,0.0,0.0,1.1155146632578697e-15,3.0771240522295155e-16,5.238958691818152e-20,1.2070970973463123e-31,9.672228179290329e-15,0.0,1.6960488425982738e-14,0.0,1.2624669727583097e-23,0.0,0.0,0.0,0.0,0.0,1.3574046145384403e-15,0.0,3.435774075371277e-14,6.708114201755456e-16,5.2525833056640995e-18,8.338947966011465e-25,0.0,1.950993809415989e-17,1.915480686231953e-37
0.051000000000000004,0.15937359280196386,298.00000513032313,1.2117331368325053,0.6666560682196523,6.205956698483541e-19,0.08005735746318768,0.0,0.0507685054371123,0.20251720765651252,2.932798881166381e-10,2.2357570977835825e-41,2.037128861127236e-55,2.1855204340011418e-16,0.0,4.649901657564721e-23,8.608327409951958e-07,0.0,1.6219169022047692e-19,0.0,2.2469663816424567e-13,7.208542177822379e-11,1.742196307663502e-12,0.0,2.4856942844951323e-35,0.0,0.0,1.839648613573359e-32,0.0,3.7979416980072504e-13,5.773462927998936e-48,1.2599761588832281e-36,0.0,9.209940185176712e-27,5.4623958412580336e-14,8.58393240591955e-34,1.461210833391823e-13,1.6983438289775208e-14,8.909527657693847e-33,1.3593703348732897e-28,0.0,0.0,0.0,6.931781404341512e-27,2.261249145745465e-11,3.7323595784780634e-14,5.9494328530685565e-15,1.7696355996540463e-14,8.907750546849045e-15,4.4590978579998e-28,3.672292714653329e-16,0.0,4.168251185144314e-15,1.8864982426339108e-32,2.5419520904190955e-29,0.0,0.0,1.793401160745087e-14,1.3879905551373914e-16,0.0,0.0,0.0,0.0,1.7381390155613493e-49,2.2777120600813577e-29,1.6993613997691513e-30,0.0,0.0,0.0,0.0,5.9631883643248246e-18,3.9998886314942114e-28,0.0,0.0,2.471235477804296e-40,0.0,0.0,3.041464130181245e-31,1.6481986981410936e-25,8.423795612627587e-34,3.278368137678112e-25,0.0,0.0,0.0,0.0,0.0,0.0,4.063309806067758e-22,0.0,0.0,0.0,0.0,0.0,1.3676060956973427e-17,0.0,6.361890439673429e-14,0.0,0.0,6.5200765972225105e-37,0.0,0.0,9.553942930149883e-17,0.0,0.0,0.0,1.0495579055303315e-14,0.0,0.0,0.0,6.449578502879346e-15,0.0,0.0,0.0,2.147188993291142e-15,2.7756204888222613e-69,1.5534007296966254e-15,1.241634901915311e-39,4.521451354617534e-16,9.741573467608698e-15,0.0,0.0,1.1401222817998957e-15,3.0773311325734986e-16,5.239042501892879e-20,1.207193193513829e-31,9.672238694709522e-15,0.0,1.6960510744780176e-14,0.0,1.2563477790728207e-23,0.0,0.0,0.0,0.0,0.0,1.3574061887068404e-15,0.0,3.4358348519994275e-14,6.708121210623538e-16,5.331255608351343e-18,8.315910943104804e-25,0.0,1.9869586677070614e-17,1.919955794809885e-36
0.052000000000000005,0.15937752007073963,298.00004436672737,1.211703278157276,0.6666543952881104,6.205948825769416e-19,0.08005763831030922,1.0779481085706973e-18,0.05076835700979047,0.20251692413983974,2.5751228157255395e-09,5.1600806987232977e-42,1.4478614573174413e-54,2.1857714718201378e-16,1.3391460801636206e-26,4.588426372917567e-23,2.681806366274811e-06,0.0,1.6217675027054725e-19,5.6777305352691883e-14,2.3244443755363896e-13,6.441433836637161e-10,2.0189568991515076e-11,0.0,5.952401350818361e-35,3.62790174765393e-20,4.5187688204786825e-15,1.1777681792669907e-31,2.743694062649055e-43,4.124161789999364e-12,5.189363414949931e-47,8.902722795063574e-36,5.310613148338154e-15,7.173863621921119e-26,6.288104046768006e-14,1.2159519905805568e-32,1.6463864891570169e-12,4.701247454194478e-14,2.6765165818735037e-30,8.740783131459215e-28,0.0,4.374964543382189e-33,0.0,6.965281850853541e-27,1.9899938318175427e-10,4.3982469254559637e-13,7.449452695859431e-14,9.234583068266418e-14,5.803503704422896e-14,4.40023316240246e-28,3.691370059294681e-16,3.3320122928093564e-15,7.711692538596316e-14,5.995777298297661e-32,9.091788824650157e-29,0.0,0.0,4.3165752286074773e-14,1.0062468787542116e-15,2.1965361110588207e-18,6.598630020960639e-31,1.541520172256005e-42,3.5730822384032505e-20,4.1038483786453805e-48,2.2776867400350572e-29,1.6993427536206737e-30,0.0,0.0,0.0,0.0,5.963209901974135e-18,3.9998191999642573e-28,0.0,0.0,2.471323691336978e-40,0.0,0.0,3.0011936657764557e-31,1.6779187556219719e-25,9.016691500940904e-34,3.2783892129165545e-25,0.0,0.0,0.0,1.1060767067570685e-25,0.0,0.0,3.2396943875565587e-21,0.0,0.0,0.0,0.0,0.0,1.3941180081974023e-17,0.0,6.361888295742196e-14,0.0,0.0,4.247810472934487e-36,0.0,0.0,9.507571617321413e-17,0.0,0.0,0.0,1.0548584567026107e-14,0.0,0.0,0.0,6.449595024083942e-15,0.0,0.0,0.0,2.1507116127887052e-15,2.8640612035052174e-69,1.5915178827234112e-15,8.79695750650262e-39,4.541024359824535e-16,9.741616436073991e-15,0.0,3.258225962371983e-31,1.5868783587397777e-15,3.082181205498435e-16,5.2409842911073984e-20,1.2082382265544365e-31,9.67229643768483e-15,0.0,1.6960581306024806e-14,0.0,1.2502878707137153e-23,0.0,0.0,0.0,0.0,0.0,1.3574112691604328e-15,0.0,3.4366794827674464e-14,6.70814341492348e-16,5.408778518621515e-18,8.29303530268249e-25,0.0,2.02277968776356e-17,4.349501194678899e-35
