grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.10653708738133451,298.0,1.2517652341736998,0.6409985759725183,6.438298337677855e-19,0.11546397436431428,0.0,0.04881459419573855,0.1947228554611724,0.0,0.0,0.0,0.0,3.1862829966701665e-15,6.402254807954945e-14,5.40597885960663e-12,2.440672087659696e-82,2.626780483670751e-19,0.0,0.0,1.1542587595295736e-15,0.0,2.8539640661831655e-22,0.0,5.4348191198561806e-14,0.0,0.0,0.0,1.5571698142869062e-16,5.890552270823729e-14,0.0,1.0215021563251407e-15,2.363753098365147e-28,1.183277473728893e-13,3.49338507484452e-16,0.0,6.432643996730263e-16,8.326920922726845e-32,0.0,0.0,4.540739434887372e-25,8.720407742683325e-16,1.2722072661444233e-14,1.6123988991724997e-16,3.233752483895915e-15,4.080489042796956e-16,2.000467353498659e-14,4.179522388715835e-14,1.1866052942442904e-15,5.325142756056584e-18,8.713718645018818e-20,1.037559530336877e-17,2.932059284669408e-16,9.096225881034903e-14,5.448832035146549e-14,0.0,0.0,1.1054187720767881e-28,0.0,0.0,1.6883519816877376e-13,1.2885589634876679e-31,9.500960284815243e-33,0.0,1.8270465634730674e-21,7.186435274095591e-16,2.711011777131678e-22,0.0,3.3869492975193377e-29,1.9636308139623337e-15,1.3691568765805391e-19,8.751801565480147e-29,5.61803290365842e-20,0.0,4.478051855756557e-29,8.518547441925464e-39,0.0,5.765925981913806e-27,0.0,0.0,0.0,1.1262910896160699e-15,1.8302442700750744e-29,2.875049034280411e-20,0.0,0.0,0.0,0.0,0.0,1.0818472536273915e-18,0.0,5.088345261265948e-14,0.0,1.3335196370255323e-18,2.0853420189799773e-15,0.0,2.3005850570904186e-19,1.6158457054066253e-15,0.0,3.4272256475903134e-17,1.88421328346394e-14,3.291912653182355e-18,0.0,0.0,2.4335501851257827e-14,0.0,0.0,0.0,1.3692882778485166e-14,0.0,0.0,3.249900973486226e-15,2.780834755724483e-14,0.0,0.0,5.6074356657004496e-15,0.0,0.0,0.0,0.0,0.0,1.466930253473549e-16,1.5559178719458507e-28,0.0,4.837129964287543e-18,2.1188155159194957e-22,2.3172073199416665e-18,8.916578483254715e-18,0.0,1.0528043407389044e-15,3.808345010139227e-17,3.674986194654141e-19,0.0,0.0
0.016,0.10653708756695014,298.00000000289594,1.2517652319928898,0.6409985758455597,6.438297845873437e-19,0.11546397439339001,0.0,0.048814594186191294,0.19472285544265902,0.0,0.0,0.0,0.0,3.70884749626761e-22,1.3689678164555891e-18,1.306814578552618e-10,3.861118475875997e-81,2.62678154418258e-19,0.0,8.338465237013189e-14,1.002238585616847e-13,0.0,3.28188097215173e-20,0.0,7.816092734979827e-19,0.0,0.0,0.0,1.6929813416199217e-16,4.6330114968392836e-21,0.0,1.0215025948621957e-15,2.740385652705251e-26,1.1838060086164436e-13,4.8922163956124254e-23,0.0,6.918744523495242e-16,1.0589137961256153e-29,0.0,0.0,6.343602159482147e-23,8.7205296879823e-16,4.703289804338645e-22,1.3795331433394557e-14,3.2338846468824674e-15,4.080733638762106e-16,2.0004699237839423e-14,4.179967741529641e-14,4.1249406985723933e-22,9.734744114572793e-16,1.532363823231108e-17,1.1825797590881349e-20,0.0,2.2559054916651377e-14,5.448620963722308e-14,0.0,0.0,1.877959240405154e-26,0.0,0.0,1.28355417645829e-21,4.894460806583705e-29,3.651672125990655e-30,0.0,5.335077909325495e-19,2.0705647493589028e-13,6.092379539682952e-20,5.733633867916961e-18,1.0410657350380463e-26,5.531193613423176e-13,3.4654273645480855e-17,1.336256933129881e-26,1.3016169931942084e-19,9.913349195604579e-25,1.3341150750602264e-26,1.1549124494314785e-36,0.0,1.2354841370870097e-24,0.0,0.0,0.0,1.4440662405934035e-13,3.642169154173248e-27,6.576233939741203e-18,0.0,0.0,0.0,5.908633950258656e-34,0.0,6.152442646180675e-18,0.0,5.0878382034115004e-14,0.0,2.9637361918980283e-16,2.4093328924747995e-21,0.0,2.062652480030788e-19,2.6939697181887496e-22,0.0,2.3879145730201192e-22,1.8842132862407022e-14,1.0480288253094421e-15,0.0,0.0,2.4334430736697383e-14,0.0,0.0,0.0,1.3692882781756596e-14,0.0,0.0,3.249900977375031e-15,2.7808347566497198e-14,3.2555887444440254e-35,1.4359232352514884e-32,5.607435806073087e-15,0.0,0.0,0.0,0.0,0.0,1.4669302877714167e-16,2.731019087511653e-26,0.0,1.6563216049470187e-15,7.330602154962163e-20,7.908552925449167e-16,2.1725712856556127e-15,0.0,1.0528043243874675e-15,3.647839984513528e-17,1.9964696926047056e-18,0.0,0.0
0.032,0.1065370920300009,298.0000000049381,1.251765179554038,0.6409985727774489,6.438296682771581e-19,0.11546397510789845,0.0,0.04881459395507652,0.19472285499919642,7.894817003752269e-14,0.0,0.0,0.0,0.0,9.100258849752096e-23,3.158835649605232e-09,4.871415208318367e-81,2.626783573085387e-19,0.0,1.8820651032001668e-13,1.3395175873530222e-13,0.0,7.086858984140888e-27,0.0,0.0,0.0,1.6628623670566354e-33,0.0,3.958958100350874e-16,3.6550787429496095e-28,0.0,1.021554312163271e-15,3.249635419449541e-27,1.1838283990781317e-13,6.86532536586832e-30,0.0,6.980426676975557e-16,0.0,1.109558007225884e-29,0.0,1.9515279534455714e-28,8.720652385108222e-16,2.593896699502977e-26,2.7772011870728504e-14,3.2499231195116198e-15,4.113166732899131e-16,2.0008281810183255e-14,4.1925410122307636e-14,1.445890204686111e-27,1.3683834688173115e-15,1.814355775269498e-17,1.351395121031616e-23,0.0,2.0868255417168174e-14,5.448453014196928e-14,0.0,0.0,0.0,6.352754070035849e-46,0.0,9.770794752023516e-30,4.8944606636937835e-29,3.651672006259911e-30,0.0,4.935214232268563e-19,1.915417490652508e-13,5.635755908398493e-20,5.733677233899589e-18,5.731988199878712e-28,3.9931561600432673e-13,3.4654247838870547e-17,1.019349700950188e-33,2.041430657032999e-19,1.3767547324349315e-29,8.868633958250472e-31,4.804678803997903e-41,0.0,1.2369363765170044e-24,0.0,0.0,0.0,1.1001870291709254e-13,3.597653491244763e-27,4.079722810959214e-19,0.0,1.847714379280885e-32,0.0,2.5998784237309482e-39,0.0,1.122253273961589e-17,0.0,5.087331227885584e-14,0.0,4.797684616652219e-17,5.941786213899472e-24,0.0,1.8493050352437706e-19,5.112039164221382e-29,0.0,2.3810586584494746e-22,1.88421348412632e-14,4.3316675987395343e-16,0.0,0.0,2.433443085225928e-14,0.0,0.0,0.0,1.3692883076487513e-14,8.972430993278602e-20,0.0,3.249901111896844e-15,2.7808347750813195e-14,1.182435327661911e-34,5.555995988633835e-32,5.607462690203878e-15,0.0,0.0,0.0,0.0,0.0,1.4669378871899178e-16,2.4485801778071848e-26,0.0,1.6177576562437172e-15,5.1211962690980523e-20,8.294446271064718e-16,2.1725716647523543e-15,0.0,1.052804362443684e-15,3.609800986766075e-17,2.398269836013037e-18,0.0,0.0
0.04,0.10653713305655671,298.0000000616186,1.25176469751005,0.6409985445858456,6.438294178050027e-19,0.11546398167256189,0.0,0.04881459182754145,0.19472285092124947,3.853361365070215e-12,0.0,0.0,0.0,0.0,4.5972467511456925e-23,3.0986006112094824e-08,4.5465573725271415e-81,2.6267845121994757e-19,0.0,2.343427313273974e-13,1.2379301548061508e-12,0.0,0.0,2.0654231473556102e-35,0.0,0.0,1.5611823069604863e-33,0.0,9.581897804056108e-15,5.837952752782681e-35,6.443074038980412e-37,1.0238510968618404e-15,2.652301406936014e-27,1.183894457462755e-13,7.465159311311884e-34,0.0,7.397086024990451e-16,0.0,1.0141549120115508e-29,0.0,0.0,8.720906496921614e-16,2.7727873884153634e-26,4.778124201421388e-13,3.98189383613051e-15,5.729775655895221e-16,2.0196041284565322e-14,4.6949394621492155e-14,6.612850306678598e-28,1.463750423981391e-15,3.8907275922573295e-17,3.1012306917322135e-26,0.0,1.9728175714228064e-14,5.454463587666365e-14,0.0,0.0,0.0,0.0,0.0,1.4953525558520447e-37,4.8944593814465337e-29,3.6516710503569956e-30,0.0,4.665590657339971e-19,1.81077452495913e-13,5.32785944486733e-20,5.7336771553345394e-18,5.730118401438177e-28,2.951718806990635e-13,3.465423279810699e-17,5.319867080052568e-40,2.4113374054741156e-19,1.326223661519143e-29,4.4802028318773446e-31,1.2879580403896928e-41,3.0358713264070568e-33,1.2369364354456885e-24,0.0,0.0,0.0,8.687843709216494e-14,3.6139818301974e-27,4.7058106208440235e-20,0.0,2.0444640647618395e-32,0.0,1.552399900936586e-39,0.0,1.3757451609144058e-17,0.0,5.0870780443078464e-14,0.0,1.3392290821304654e-17,5.929148892776969e-24,0.0,1.7484530474664612e-19,6.120073969244457e-30,0.0,2.381057629666004e-22,1.884228852215021e-14,2.1200492904645168e-16,0.0,0.0,2.4334431874154606e-14,0.0,0.0,0.0,1.3692902897223439e-14,2.7390067488861046e-19,9.403678664243067e-40,3.2499103470159474e-15,2.7808349501918918e-14,1.7073681534802164e-34,8.142728756030877e-32,5.609357186827013e-15,0.0,0.0,0.0,0.0,0.0,1.4675528829707847e-16,2.315062319153183e-26,0.0,1.615963592178372e-15,4.214770139833797e-20,8.312483310892085e-16,2.1725722323546174e-15,0.0,1.0528069649037785e-15,3.6032236849435534e-17,2.4779066837418607e-18,0.0,0.0
0.044,0.10653733204951953,298.0000009820216,1.2517623594351548,0.6409984080289839,6.438290614342385e-19,0.11546401347586346,0.0,0.04881458146679372,0.19472283113158712,6.562517856150269e-11,0.0,0.0,0.0,0.0,4.2469327649861447e-23,1.6580156448339347e-07,4.340769185928687e-81,2.626774487309408e-19,0.0,2.5561060034232247e-13,1.958161088257555e-11,6.124389273362356e-13,0.0,2.912984016423543e-35,0.0,0.0,1.619041206869885e-33,0.0,1.9807338565155372e-13,1.8875213246990706e-41,5.799821597513824e-37,1.0754288798380196e-15,2.3603768304076516e-27,1.1855507857170554e-13,3.1138525524539116e-33,5.864861381432079e-14,1.6500693527026656e-15,0.0,1.030473507806959e-29,0.0,0.0,8.725959439619687e-16,2.82894143881172e-26,7.836215544340455e-12,2.0867935418042072e-14,4.642337968233893e-15,2.5163202200802475e-14,1.5118154746770732e-13,6.108941707863336e-28,1.4934351746526582e-15,6.846308945597443e-16,0.0,0.0,1.9093667526796018e-14,5.6520894611954984e-14,6.820839517445243e-17,0.0,0.0,8.052440327598764e-42,0.0,4.60093472985198e-45,4.8944536830268646e-29,3.651666811199741e-30,0.0,4.515525195134629e-19,1.7525327749836465e-13,5.1564904439093936e-20,5.73367724669825e-18,5.73010931905923e-28,2.37157861116743e-13,3.465424156389339e-17,3.895808229240271e-40,2.5962910706313326e-19,1.3262161136404328e-29,4.138801203730004e-31,1.189173783200718e-40,3.0680518574615156e-33,1.2369367969460444e-24,0.0,0.0,0.0,7.436120768647139e-14,4.33479856638045e-27,9.155556712568751e-21,0.0,2.0822731806936652e-32,0.0,1.182809676796134e-39,0.0,1.5024891891682922e-17,0.0,5.0869527990694254e-14,0.0,5.856644160652116e-18,5.927121907643532e-24,0.0,1.6995649054841084e-19,6.120131455935069e-30,0.0,2.3810583218608253e-22,1.8848629221394694e-14,1.3348203473923528e-16,0.0,0.0,2.4334436783109306e-14,0.0,0.0,0.0,1.369375702473426e-14,5.080686683729564e-18,8.462992628310722e-40,3.25028665605292e-15,2.7808360189956313e-14,1.0885867940388039e-33,4.162429728981191e-31,5.676630707028801e-15,0.0,0.0,0.0,0.0,0.0,1.4926163049010176e-16,2.2503444948109665e-26,0.0,1.615812926398288e-15,3.8063647516430395e-20,8.314040837225371e-16,2.1725932827764574e-15,0.0,1.0529091108938697e-15,3.617779073644549e-17,2.511355933340018e-18,0.0,0.0
0.048,0.10653868880823417,298.0000212406871,1.251746418380727,0.64099748080864,6.438271765827183e-19,0.11546422952073739,0.0,0.04881451003647023,0.19472269596036745,1.4308804887530716e-09,0.0,0.0,0.0,0.0,4.0754669731305374e-23,1.0816087035424611e-06,4.658653273902182e-81,2.6267095218450505e-19,0.0,2.7570334497113733e-13,4.3209652279167423e-10,1.9038488499038056e-11,0.0,3.001500684134036e-35,0.0,1.6146996594987555e-15,4.75495980995238e-33,0.0,5.417921270898469e-12,7.22366558387335e-47,5.1500964120849356e-37,2.6369832097578204e-15,2.059425078303016e-27,1.2425014194777692e-13,0.0,1.7647274644694735e-12,2.998588400112013e-14,0.0,2.877593718494758e-29,0.0,0.0,8.900348456056465e-16,2.871908380324597e-26,1.7070871955068985e-10,5.458986193926139e-13,1.4257933843625628e-13,2.0202810354338357e-13,3.0701482234672828e-12,5.86225888952168e-28,1.5163997700340456e-15,2.9480512668309416e-14,0.0,0.0,1.8404702955772518e-14,1.4201274566563273e-13,4.313050140031823e-15,1.1134490074111706e-17,0.0,2.0453949198517103e-40,0.0,1.1519972574666673e-49,4.8944261173386896e-29,3.6516465164128204e-30,0.0,4.352534950485293e-19,1.6892733114920238e-13,4.9703517123728704e-20,5.733688103411421e-18,5.7300583870670965e-28,1.7413311409326625e-13,3.465488039422444e-17,3.894819313826025e-40,2.7812557190126527e-19,1.3262074181251662e-29,3.971660430768131e-31,3.0173768477321304e-39,3.0695709183754585e-33,1.2369409592381212e-24,0.0,0.0,0.0,7.244311970457568e-14,2.251295507364892e-26,1.161473287653987e-21,0.0,2.0774096033834482e-32,0.0,8.153599470753348e-40,0.0,1.6293035687050992e-17,0.0,5.086836245381172e-14,0.0,2.616219900237699e-18,5.9258001300761335e-24,0.0,1.6590691801274785e-19,6.1238106473383166e-30,0.0,2.3811041931961565e-22,1.9201631638017974e-14,8.198424064020231e-17,0.0,0.0,2.433447014126492e-14,0.0,0.0,0.0,1.3744603400114908e-14,2.7007527313457737e-16,7.513152881172569e-40,3.2712127124426964e-15,2.7808602106023994e-14,0.0,0.0,8.884586294278955e-15,0.0,0.0,0.0,0.0,0.0,2.8630402596606214e-16,2.1968417307048174e-26,0.0,1.6157926064367836e-15,3.437999303317915e-20,8.314336351396024e-16,2.173861597558023e-15,0.0,1.0583723702502606e-15,4.628514325238765e-17,3.198853598650754e-18,1.3329408723871773e-14,1.4632660755298666e-47
0.049,0.10654027329492755,298.00009281149767,1.25172780217824,0.6409964108270293,6.438255238247145e-19,0.1154644791359887,0.0,0.04881442424093996,0.1947225371611153,6.273247933153127e-09,0.0,4.0578216567491726e-55,0.0,0.0,4.9304002582696623e-23,2.1395242178859843e-06,5.162324751449664e-81,2.626646408775053e-19,0.0,2.842265583191532e-13,1.9202573148146932e-09,1.0609471176550105e-10,0.0,4.780066479417881e-35,0.0,1.0469957841059953e-14,2.181942400167438e-32,0.0,2.8493593854969532e-11,3.4053430952647344e-46,4.997909166967162e-37,1.017046280283891e-14,1.9340875284551628e-27,1.5538418800026205e-13,0.0,9.59874190884168e-12,1.7060565596801217e-13,0.0,1.2936419461077968e-28,0.0,0.0,9.862430162185934e-16,2.9491964968713195e-26,7.492701344826191e-10,3.145839316584956e-12,8.860716186293728e-13,1.202611267950325e-12,1.611639582203836e-11,7.091692780288441e-28,1.5575356745730762e-15,2.331059129523997e-13,0.0,0.0,1.8228798256534806e-14,7.27712136130401e-13,3.623198980293186e-14,1.6631139663189733e-16,0.0,2.6617140223953512e-40,0.0,2.1985944003145923e-49,4.894432599168979e-29,3.651652311542244e-30,0.0,4.310868946814291e-19,1.6730973599477486e-13,4.9227614758238967e-20,5.7337358441887746e-18,5.730034918090031e-28,1.5808692708397495e-13,3.466093133588031e-17,3.894653789532906e-40,2.827643003897573e-19,1.326215771123901e-29,4.804766702993528e-31,1.9150180735767685e-38,3.099829584432181e-33,1.2369516412802942e-24,0.0,0.0,0.0,1.315341833823311e-13,9.803701934365837e-26,1.8527763007482415e-22,0.0,2.0704582169676654e-32,0.0,7.239769742351183e-40,0.0,1.6617598846849856e-17,0.0,5.0868163596140745e-14,0.0,3.188693142978054e-18,5.9256274327142926e-24,0.0,1.715715306687919e-19,6.158739798490324e-30,0.0,2.3815268994662376e-22,2.230751624210087e-14,7.39957163504445e-17,0.0,0.0,2.433450872134099e-14,0.0,0.0,0.0,1.4223876807434535e-14,2.817225143988679e-15,7.290689869779943e-40,3.455347557794513e-15,2.781097124656508e-14,0.0,0.0,3.308761451053277e-14,0.0,0.0,0.0,0.0,0.0,1.4699864714262717e-15,2.272652915089561e-26,0.0,1.6157945096125109e-15,3.3484292005212815e-20,8.31439004608183e-16,2.1861976368041895e-15,0.0,1.1046262438230862e-15,1.452765475620306e-16,9.715923495792915e-18,1.0348385825408722e-13,1.0721149607147637e-46
0.05,0.10654424995629076,298.00054027631387,1.2516810826458074,0.6409937959838659,6.4382266500095965e-19,0.11546509068657478,0.0,0.048814197272117596,0.1947221326980651,3.6659309078346425e-08,0.0,2.9679614340467935e-55,0.0,0.0,1.221697956041703e-22,4.7296414272861735e-06,6.15298431658961e-81,2.62651980165628e-19,0.0,3.222718751333578e-13,1.140303170999809e-08,8.164309330602572e-10,0.0,3.438329238663923e-34,0.0,8.29480330294105e-14,0.0,0.0,2.0556053195001646e-10,2.4472425978958452e-45,4.905900348003531e-37,7.284197446921426e-14,1.3976459579249248e-27,4.463993504887838e-13,0.0,7.185587058279614e-11,1.3715758314403641e-12,0.0,0.0,0.0,0.0,1.8933609195646497e-15,3.8214422180045525e-26,4.3847574061198805e-09,2.5305858137801842e-11,7.744233000245459e-12,1.0860087290296724e-11,1.1724140601460206e-10,1.7569762759298036e-27,2.019170679600354e-15,2.659029829868866e-12,0.0,0.0,1.8046504093428603e-14,7.499315808206222e-12,4.3931644025844893e-13,2.233060881972272e-15,0.0,0.0,0.0,4.762984140780106e-49,4.894665082056482e-29,3.651831759972951e-30,0.0,4.267575488508589e-19,1.656264384011201e-13,4.8733216101243764e-20,5.734051656234278e-18,5.7301772470264415e-28,1.4206669939412343e-13,3.4761907667821386e-17,3.894894589759783e-40,2.8776882379230493e-19,1.3263093070358224e-29,1.1905447717707454e-30,3.3973244109348266e-37,3.602987399742353e-33,1.237011029329954e-24,0.0,2.657618361385553e-13,0.0,6.863111642274799e-13,6.435767438853187e-25,5.702304666436685e-23,0.0,2.0523926664141506e-32,0.0,6.332286342900553e-40,0.0,1.7068654268953883e-17,0.0,5.086813619038695e-14,0.0,2.5968876046690375e-17,5.925923967971565e-24,0.0,2.7731771035102103e-19,6.722581694420115e-30,0.0,2.3885082627680424e-22,6.789828098195101e-14,1.252107289710868e-16,3.3847348615776395e-18,0.0,2.4334603651434182e-14,0.0,0.0,0.0,2.1742329550669815e-14,4.2395189776840176e-14,7.156285140582929e-40,6.158854514230674e-15,2.7858368934026683e-14,0.0,0.0,3.3978049867676687e-13,0.0,7.49447476868805e-21,4.861201435637672e-32,0.0,0.0,1.8538612045688962e-14,3.6854310439054814e-26,0.0,1.6158069477541222e-15,3.2612545036290915e-20,8.314467008922507e-16,2.3860586896598414e-15,0.0,1.7590936293123473e-15,1.7524356913787817e-15,1.1659106282818528e-16,1.0663084591409204e-12,1.0653550336148418e-45
0.051000000000000004,0.10655459552430817,298.0033373185007,1.2515595547737504,0.6409874161937897,6.438168948941029e-19,0.1154665914002864,0.0,0.048813544191660306,0.19472104030513865,2.2733848093331094e-07,0.0,6.0293477504758856e-52,0.0,0.0,6.937480932164057e-22,1.1071309747311496e-05,7.7930952970729225e-81,2.6263135780642576e-19,0.0,6.199757398623707e-13,7.183040558080291e-08,6.612575743548597e-09,6.563018380448105e-28,1.1965314986980496e-32,0.0,6.761782105445152e-13,1.7338735881341385e-30,0.0,1.5642888656662288e-09,1.8628075345176366e-44,5.286185705341825e-37,5.94223642268282e-13,0.0,3.1666380880492653e-12,0.0,5.66628271969332e-10,1.1628806557886725e-11,0.0,0.0,0.0,0.0,1.0446598200432712e-14,1.4432373417784339e-25,2.7229607303733773e-08,2.1418674057622184e-10,7.100718219664553e-11,1.040747464810892e-10,9.011093852707637e-10,9.976629641040197e-27,7.633518586836757e-15,3.1561122766406115e-11,0.0,0.0,1.7835048826717306e-14,8.579140764912996e-11,5.529757753857138e-12,2.975998638381984e-14,0.0,1.1365611639952108e-39,0.0,1.2206207993019838e-48,4.896588552406366e-29,3.6533043313471434e-30,0.0,4.21698406767719e-19,1.636445062424774e-13,4.815683908763289e-20,5.736068423179071e-18,5.731774590286778e-28,1.3122477462938774e-13,3.646157553356316e-17,3.8974967766835815e-40,3.024398471355237e-19,1.326995154841368e-29,6.760558744611176e-30,1.4611384674960393e-35,2.3345894505612835e-32,1.237364466759114e-24,0.0,3.850683962417246e-12,0.0,5.659378444554514e-12,4.5524233210736896e-24,3.102789357805245e-21,0.0,1.9814677432356434e-32,0.0,5.354787029325338e-40,0.0,1.972667009363824e-17,0.0,5.086853078502085e-14,0.0,4.797533896707565e-16,5.9286412232735725e-24,1.7220774520677394e-27,1.945493984547598e-18,1.585784410656644e-29,0.0,2.5055758060072315e-22,7.371375765413419e-13,1.1990188154173823e-15,6.687800610747538e-17,0.0,2.4334841438172832e-14,0.0,7.282322554649307e-16,0.0,1.3969305911626464e-13,6.5571660823263e-13,7.71298629096698e-40,4.5854218794305137e-14,2.882752924608904e-14,0.0,0.0,4.226177048625885e-12,0.0,8.300873091425469e-19,1.679851701643413e-30,0.0,0.0,2.646722180489625e-13,2.5985849697059806e-25,0.0,1.6158961023701062e-15,3.1764886730238615e-20,8.314887295149508e-16,5.625044603680583e-15,6.5209556374920736e-18,1.1019919738575837e-14,2.784233368665028e-14,1.873312275947523e-15,1.1349258930057682e-11,1.1134904211608996e-44
0.052000000000000005,0.10658373641832883,298.020812828103,1.2512173677289842,0.6409718905293103,6.4380378216159e-19,0.11547029205439394,0.0,0.04881138432517956,0.19471769947239176,1.4239332873256973e-06,0.0,3.768876071124853e-49,1.2469896668430852e-15,0.0,5.134847953219181e-21,2.6599246874279843e-05,1.0041893370134732e-80,2.6260994722280297e-19,0.0,3.194015300881519e-12,4.5690975970452305e-07,5.39089685134127e-08,2.970385887047815e-26,6.6418306347287775e-31,0.0,5.531884718032894e-12,1.4940991469899219e-28,0.0,1.1990908307905986e-08,1.4340074708765781e-43,1.0768442388568716e-36,4.931865612883922e-12,0.0,2.859449768618823e-11,0.0,4.498834969763251e-09,9.923650014692918e-11,0.0,0.0,0.0,0.0,9.109746802744852e-14,1.4367747998667607e-24,1.7078859116880862e-07,1.8241620686557138e-09,6.545903597178623e-10,1.003811501865562e-09,6.977447211199924e-09,7.388719020279572e-26,7.609426284772834e-14,3.7590242927153474e-10,0.0,0.0,1.743867360146978e-14,9.910102490012182e-10,6.98173327930221e-11,3.963963152074382e-13,0.0,0.0,0.0,6.325075664274215e-48,4.909775394867823e-29,3.663377855883271e-30,0.0,4.120983396278883e-19,1.5980841885420726e-13,4.7071983124906295e-20,5.748786949506263e-18,5.743498683234245e-28,2.1765306676061996e-13,6.51084757925475e-17,3.913625312284745e-40,5.73214937796176e-19,1.3316105819595143e-29,5.005239647066319e-29,8.278468636202033e-34,1.131065119886534e-30,1.2395332897622775e-24,0.0,4.958532805626992e-11,0.0,5.001178922511956e-11,3.192119257389822e-23,3.021010993294052e-20,0.0,1.932566952834248e-32,0.0,1.853541464127893e-40,0.0,6.09026936806205e-17,1.1949401272938185e-17,5.086997660468168e-14,0.0,9.350746212482057e-15,5.948458046958095e-24,3.4135399435524034e-26,2.8007945099898323e-17,1.644105277720404e-28,0.0,4.477264721250532e-22,1.0561263246190747e-11,1.9582540488034388e-14,1.112891231463287e-15,0.0,2.4335482933465426e-14,0.0,6.49674640694996e-14,2.224415988901396e-17,1.9901665806962862e-12,1.0147898938042858e-11,1.5720649911515935e-39,6.287110863348807e-13,4.8697185530723446e-14,0.0,0.0,5.34753440392411e-11,1.8399252550376488e-14,1.4947967929638748e-17,1.4385517507524415e-29,0.0,0.0,3.814036971923474e-12,3.753369323259641e-24,0.0,1.6173540460864027e-15,3.09585653356455e-20,8.322083778231622e-16,5.811972506345282e-14,1.231689229560789e-16,1.4206530659294796e-13,4.5132299055514666e-13,3.081270748455011e-14,1.2117391927881886e-10,1.2296707456515762e-43
