grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.16068155793863234,298.0,1.2117471981532455,0.6666568594894602,4.506222921786949e-19,0.08005722468841532,0.0,0.05076857466399,0.20251734115793288,0.0,4.304356882539643e-15,0.0,0.0,0.0,5.815872076108127e-15,3.051475485889558e-14,0.0,0.0,1.5819254326270738e-16,7.008898675234971e-16,2.759901706862107e-16,1.5418601616835397e-17,5.704432717690825e-23,9.20523030902671e-16,0.0,6.348113269993229e-18,0.0,4.666356639786606e-42,0.0,1.1319779454701806e-14,7.643837236970005e-32,0.0,0.0,2.06457176142464e-14,9.630580193633633e-16,9.977427521760009e-18,3.285595630207584e-15,3.356484635987311e-14,0.0,0.0,1.2606894684242234e-24,0.0,2.7307375836810407e-15,2.2845305181693342e-17,0.0,5.625423296313572e-16,4.246349110530062e-15,1.6835853558408824e-15,2.1984247622086096e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1881583838458545e-17,0.0,1.3417375924019207e-27,1.2764965368285613e-32,0.0,0.0,4.061672542872326e-32,2.9946955427475505e-33,7.294180069465626e-16,0.0,0.0,0.0,0.0,0.0,3.422953665409535e-16,0.0,0.0,4.9908230549637714e-14,0.0,1.0830563986649729e-29,3.3391945647714402e-28,9.257119212693627e-25,0.0,2.18113638417282e-16,0.0,0.0,5.443082556662468e-18,0.0,0.0,6.7348944491002775e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6582296373240913e-17,4.8769661853819507e-20,4.11219123119856e-40,0.0,0.0,1.4868725125577163e-16,0.0,2.658021771405285e-15,0.0,2.0735776062915322e-15,7.191319484442302e-20,0.0,0.0,0.0,9.978782138136197e-20,1.0282900733092218e-15,1.1060039585843018e-20,2.7961155707228366e-15,9.020973828776911e-70,1.7056743890246652e-16,2.238084556719953e-35,3.646228554056416e-16,0.0,0.0,0.0,4.172119361606773e-16,0.0,4.512731631386163e-21,0.0,0.0,1.5594747337726995e-48,0.0,0.0,7.068427679121732e-26,1.1252046718463247e-14,0.0,0.0,0.0,0.0,7.94389058489675e-16,0.0,6.416260405198887e-15,6.808634150918422e-21,3.0009386072523e-27,0.0,2.325985625877884e-20,2.4221015546682664e-35
0.016,0.16068155794116892,298.0000000004869,1.2117471981340948,0.6666568594885165,4.506222912474228e-19,0.08005722468839986,0.0,0.05076857466391749,0.20251734115771772,0.0,2.5027198367795708e-22,0.0,0.0,0.0,7.301294225404775e-19,1.083070354406886e-12,0.0,0.0,2.0431044349946737e-14,7.008897937693507e-16,3.5621916051605185e-14,2.6324687138370977e-15,9.746151937490792e-21,1.0142227130466225e-22,0.0,1.087958345510629e-15,0.0,7.377239151399306e-40,0.0,1.3290052811006154e-21,8.830725143165154e-30,0.0,0.0,2.0705195473413893e-14,1.9421761591636682e-22,1.6674093991661414e-15,3.285233809902009e-15,8.007007771814873e-20,0.0,0.0,2.518400216817038e-22,0.0,1.5126590348671645e-22,2.90897383745713e-15,0.0,5.62542279536586e-16,4.246349102751492e-15,1.6837104876908357e-15,1.7881399620772956e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875374039765045e-17,0.0,3.4776645330762397e-25,1.5760178215133463e-39,0.0,0.0,2.2777289977090902e-29,1.699374000070611e-30,0.0,0.0,0.0,0.0,5.963187400781022e-18,0.0,1.4261721328614198e-13,0.0,0.0,4.9908253374704226e-14,0.0,4.7757657000692805e-27,6.664741131031448e-26,1.734438816429177e-22,0.0,4.654989807550661e-14,0.0,0.0,2.784012086349077e-24,0.0,0.0,2.2825140743644243e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1226581650153247e-23,1.6046611414842544e-17,1.2324161743872704e-37,0.0,0.0,1.3799064724819546e-16,0.0,4.895020102459744e-15,0.0,2.073577606137035e-15,3.378770093883571e-17,0.0,0.0,0.0,5.281652369926291e-17,1.0291535116192478e-15,5.565469724622797e-18,2.796115571475303e-15,3.588772593562426e-69,1.702135301848389e-16,8.41897139049026e-33,3.646228552509994e-16,0.0,0.0,0.0,4.172119361395548e-16,0.0,4.51681229983304e-21,0.0,0.0,5.370315915020266e-46,0.0,0.0,1.8145458944854098e-23,1.1252046726254722e-14,0.0,0.0,0.0,0.0,7.943890607455858e-16,0.0,6.4162604629740795e-15,2.458923341172365e-18,1.1136191916711706e-24,0.0,8.034578473409839e-18,5.6176563250554526e-33
0.032,0.1606815580224028,298.0000000004959,1.2117471975214849,0.6666568594539872,4.506222891179329e-19,0.08005722469418647,3.5234684532344403e-19,0.05076857466091451,0.20251734115190112,0.0,1.460735529754796e-29,0.0,0.0,0.0,4.634715609769954e-23,3.863972632971485e-11,0.0,0.0,1.9310140158036928e-14,7.008899318592521e-16,3.562534683284405e-14,2.632485592829657e-15,4.8185439325943544e-27,1.1206803024551606e-29,1.1868022006928766e-20,1.087958707810253e-15,0.0,3.9567521314016966e-47,0.0,1.5635465965279924e-28,1.1323851128768279e-36,0.0,0.0,2.0706028256468386e-14,3.924739009314299e-29,1.6674371326143356e-15,3.285233848559509e-15,1.913656303197195e-25,0.0,0.0,1.1614365921463355e-27,0.0,0.0,2.9101489265369483e-15,0.0,5.62542303958055e-16,4.246349112797439e-15,1.6838220438126727e-15,4.533074402128615e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1871297542163697e-17,0.0,1.4864137033559915e-31,0.0,1.1693158679738639e-20,0.0,2.277728996924633e-29,1.699374004060917e-30,0.0,0.0,0.0,0.0,5.96318838781736e-18,3.9985668525245197e-28,1.491555470572522e-13,0.0,0.0,4.990827621300557e-14,0.0,3.031593256128929e-31,1.2922743620188845e-25,3.0867186579448723e-29,0.0,4.655000867867801e-14,0.0,0.0,3.770750463958822e-26,0.0,0.0,2.0737857251263795e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1474743244406546e-30,4.847642273896978e-18,1.2324978303160426e-37,0.0,0.0,1.2806297469090922e-16,0.0,4.89516195396381e-15,0.0,2.0735776062453527e-15,2.1554407772008727e-17,0.0,0.0,0.0,5.2816536413243174e-17,1.029153512989631e-15,5.637942458221744e-18,2.7961155717775073e-15,0.0,1.6989663569964673e-16,2.5865759629075427e-39,3.64622855054122e-16,0.0,0.0,0.0,4.1721193615634956e-16,0.0,4.516812300582142e-21,0.0,0.0,2.9733590744452253e-46,0.0,0.0,1.684012274017689e-23,1.1252046735130333e-14,0.0,0.0,0.0,0.0,7.943890608057689e-16,0.0,6.416260539982219e-15,4.4652732691772594e-18,1.0699323868630824e-24,0.0,1.5578810586114005e-17,1.9229223474066894e-37
0.04,0.1606815591194603,298.00000000051415,1.2117471892482512,0.6666568589876285,4.506222847366231e-19,0.080057224772422,3.4660011770644565e-19,0.05076857462036131,0.2025173410733505,0.0,1.7312977621907945e-36,0.0,0.0,8.785000836882129e-31,7.815413155439979e-27,5.458638135504361e-10,0.0,0.0,1.876552190711845e-14,7.008979867305361e-16,3.5791372742480084e-14,2.6335439327402135e-15,7.170025824741443e-30,2.5083482826042836e-36,1.1678084081684597e-20,1.0879592238049936e-15,0.0,4.29825161774521e-54,0.0,3.709416589137659e-35,2.7641257259544338e-43,0.0,0.0,2.0706160694204543e-14,4.572475583272824e-35,1.667538635215012e-15,3.2852351727051687e-15,1.183291162643615e-30,0.0,0.0,1.0201224600796335e-32,0.0,0.0,2.9664086320288953e-15,0.0,5.625440903278659e-16,4.246350560274725e-15,1.683878880908225e-15,7.554347447207506e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1869781021033634e-17,0.0,6.697442331888277e-32,0.0,1.1507086647981257e-20,0.0,2.2777289858321343e-29,1.699373995785341e-30,0.0,0.0,0.0,0.0,5.963188385518298e-18,3.9999282294821185e-28,1.5232380556171904e-13,0.0,9.314055944963162e-41,4.9908287701255647e-14,0.0,5.112093604817864e-35,1.5954868756456814e-25,0.0,0.0,4.655000879089294e-14,0.0,0.0,3.7134796872218517e-26,0.0,0.0,3.457309231360742e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390564661963024e-31,2.250217182597449e-18,1.2325394252879682e-37,0.0,0.0,1.232843768256432e-16,0.0,4.895162028756012e-15,0.0,2.0735776081040786e-15,1.4387099672803395e-17,0.0,0.0,0.0,5.2816536473533995e-17,1.0291535146280954e-15,5.6735970677675894e-18,2.7961155746068414e-15,3.5875993525193394e-69,1.6974715711599722e-16,1.1927921542067856e-45,3.646228549311267e-16,0.0,0.0,0.0,4.172119379780183e-16,0.0,4.51681230487015e-21,0.0,0.0,1.9228934421834525e-46,0.0,0.0,1.621174323114094e-23,1.1252046762305845e-14,0.0,0.0,0.0,0.0,7.943890616127826e-16,0.0,6.41626066096868e-15,5.365131257877482e-18,1.0478046934822086e-24,0.0,1.923413922471359e-17,1.2964213759483293e-41
0.044,0.16068156680202816,298.00000000084736,1.2117471313117494,0.6666568557218298,4.506222791953495e-19,0.08005722532030847,3.4166708589391423e-19,0.05076857433635307,0.20251734052327144,1.1463070943529154e-14,4.0939776827073845e-43,0.0,0.0,6.449830026338183e-30,1.842045612692177e-27,4.09784533013894e-09,0.0,0.0,1.84979512885351e-14,7.011792536743123e-16,3.9865366876028343e-14,2.6678993634543327e-15,6.792081358470352e-30,7.604127749573033e-40,1.1511893047383231e-20,1.087973627740591e-15,0.0,2.6669339678726803e-56,0.0,1.774523692134241e-41,4.156354587474626e-45,0.0,0.0,2.070621659946256e-14,2.935622861595354e-35,1.6707415635523913e-15,3.285279091279561e-15,2.6184480520723313e-31,0.0,0.0,0.0,0.0,0.0,4.323470989846152e-15,0.0,5.626104876848212e-16,4.246407690390757e-15,1.6840385838917276e-15,1.7811263993860868e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1869310831621792e-17,0.0,6.620970416068164e-32,0.0,1.1343319355232918e-20,0.0,2.2777289082306257e-29,1.6993739378899137e-30,0.0,0.0,0.0,0.0,5.963188369574938e-18,3.9999281326205835e-28,1.5388424883324812e-13,0.0,2.4712290380289975e-40,4.990829383262213e-14,0.0,1.2048811744034754e-35,1.744664919449563e-25,0.0,0.0,4.655000918463998e-14,0.0,0.0,3.6631599043872833e-26,0.0,0.0,9.88886897571773e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390550989597972e-31,1.4275297893413826e-18,1.2326562665055435e-37,0.0,0.0,1.2094066870890503e-16,0.0,4.895162162704376e-15,0.0,2.0735776249656957e-15,1.1127775218318464e-17,0.0,0.0,0.0,5.281653690463581e-17,1.029153522326561e-15,5.6911702830195324e-18,2.7961155956918635e-15,3.5880595625236993e-69,1.6967463978926585e-16,3.965298793980489e-48,3.64622856639701e-16,0.0,0.0,0.0,4.172120208865923e-16,0.0,4.51681233879734e-21,0.0,0.0,1.4319676277289558e-46,0.0,0.0,1.5903549353346035e-23,1.1252046868949821e-14,0.0,0.0,0.0,0.0,7.94389067249628e-16,0.0,6.416260793684463e-15,5.790146155012247e-18,1.0366795284948822e-24,0.0,2.103253061885189e-17,1.7522104481285325e-45
0.048,0.16068164109931346,298.0000000114064,1.2117465710143092,0.6666568241406946,4.506222463040073e-19,0.08005723061857112,3.3728848823077164e-19,0.05076857158918184,0.20251733520353507,5.883640883552975e-13,0.0,0.0,0.0,5.975452355535844e-29,1.8467921769867817e-27,3.844686651480779e-08,0.0,0.0,1.8260935925569148e-14,7.1442449077771e-16,1.7451530612089166e-13,4.166299167089908e-15,6.418176307681167e-30,7.614243361382126e-40,1.1364372200356647e-20,1.0886020924374605e-15,0.0,4.7983633878109046e-54,2.572467471976457e-16,8.619888915622771e-48,4.164082359717157e-45,0.0,0.0,2.0706646213100754e-14,3.0648608613376605e-35,1.806544402469881e-15,3.2872951740230854e-15,2.6189538577732807e-31,0.0,0.0,0.0,0.0,0.0,4.842074061852396e-14,0.0,5.659245509939925e-16,4.249401374529039e-15,1.6895952449455263e-15,3.717667662779701e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188006337748823e-17,0.0,6.716278263632071e-32,2.0385347339539326e-41,1.1197945413278687e-20,0.0,2.277728160509977e-29,1.6993733800945555e-30,0.0,0.0,0.0,0.0,5.9631882209762665e-18,3.999926448509728e-28,1.5542423973396392e-13,0.0,2.4712081473328405e-40,4.990830383780344e-14,0.0,1.2079854508633612e-35,1.8914433772042291e-25,0.0,0.0,4.65500179945039e-14,0.0,0.0,3.6185384844112026e-26,0.0,0.0,2.8157722501031564e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391083764683306e-31,9.050030716046643e-19,1.236722995537463e-37,0.0,0.0,1.1864123609114867e-16,0.0,4.895162713577385e-15,0.0,2.0735781195042423e-15,8.39690911732e-18,0.0,0.0,0.0,5.28165410490571e-17,1.0291535938620852e-15,5.708522224880757e-18,2.7961157818363504e-15,0.0,1.696045236447424e-16,3.971252408004142e-48,3.6462289042010336e-16,0.0,0.0,0.0,4.1721770840198314e-16,0.0,4.51681270458598e-21,0.0,0.0,9.62786693850343e-47,0.0,0.0,1.56011844665483e-23,1.1252047620839285e-14,0.0,0.0,0.0,0.0,7.943891218892288e-16,0.0,6.4162617468778214e-15,6.191435221884529e-18,1.0255030499574917e-24,0.0,2.280199417266103e-17,8.731256514895627e-47
0.049,0.16068176034731999,298.0000000649841,1.2117456717314685,0.6666567734628005,4.506222103847269e-19,0.08005723912087719,3.3880838834304626e-19,0.050768567177450874,0.2025173266654053,3.562264436115779e-12,1.3499220992182702e-45,0.0,0.0,1.4618373651040628e-28,4.770957523300852e-27,9.35683909117753e-08,0.0,0.0,1.834266884949799e-14,8.131336237312283e-16,8.825025048425538e-13,1.4518053274002743e-14,6.308780857953571e-30,1.978657826101397e-39,1.1415585366770738e-20,1.0929576653201445e-15,0.0,1.3615249301776677e-46,2.8065655053497953e-15,3.5179405630854233e-50,1.2363281508376985e-44,0.0,0.0,2.070973244789042e-14,4.183199527241101e-35,2.7189574031076173e-15,3.301956268462943e-15,2.6191128767781856e-31,0.0,0.0,0.0,0.0,0.0,2.764494661754731e-13,0.0,5.920817362130595e-16,4.2741877640592445e-15,1.725731461730352e-15,4.631251175106264e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2003920047979794e-17,0.0,7.037287607162193e-32,1.0136295740790405e-47,1.1248373123698087e-20,2.4896520739148813e-55,2.2777269741684292e-29,1.699372495319926e-30,0.0,0.0,0.0,0.0,5.9631880103776475e-18,3.999923765534712e-28,1.5581312235592745e-13,0.0,2.471202841811894e-40,4.990831191824521e-14,0.0,3.120678087940766e-35,1.9279832197455532e-25,0.0,0.0,4.655007971421526e-14,0.0,0.0,3.6342970866314935e-26,0.0,0.0,1.7342917411168833e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390557927495013e-31,7.912351779624711e-19,1.2631724874564765e-37,0.0,0.0,1.1806923569522455e-16,0.0,4.8951638300975385e-15,0.0,2.073583060131142e-15,7.750303341825947e-18,0.0,0.0,0.0,5.281654772712157e-17,1.029153711829834e-15,5.712898111776042e-18,2.7961163288653893e-15,3.5881098130062343e-69,1.6958998741295377e-16,1.6477857700427649e-47,3.646230945681858e-16,0.0,0.0,0.0,4.1728040583708607e-16,0.0,4.516814248946875e-21,0.0,0.0,8.443530807541354e-47,0.0,0.0,1.552597935587075e-23,1.1252048909717345e-14,0.0,0.0,0.0,0.0,7.943892094921633e-16,0.0,6.416264571171925e-15,6.290242761625673e-18,1.0227065452748551e-24,0.0,2.3242494122230983e-17,2.1522608966993496e-45
0.05,0.16068213823673838,298.00000053217923,1.2117428219695818,0.6666566129484813,4.506221284491869e-19,0.08005726605229721,3.6177084651160164e-19,0.05076855317878121,0.20251729960909495,2.988074483469201e-11,0.0,2.3416335700477352e-55,0.0,4.472278959442572e-28,1.4730490382290047e-23,2.681713820264008e-07,0.0,0.0,1.9616517433748468e-14,2.0493534193439105e-15,7.263438316632823e-12,1.3515403688599903e-13,6.070181554453791e-30,4.423222943310893e-36,1.217303904765626e-20,1.1438756588588373e-15,2.52983797111813e-34,8.239568754120098e-46,3.0720063330559725e-14,0.0,4.0249875397044375e-38,0.0,2.1279159715649678e-29,2.075097735975596e-14,1.9392720076474304e-34,1.3074719293668817e-14,3.4813553710162468e-15,2.2172091176196017e-31,9.522361309592908e-31,0.0,0.0,0.0,0.0,2.2999018571005973e-12,1.965653816648272e-15,9.381023660312019e-16,4.617417360576525e-15,2.1249697391022407e-15,1.412597624305304e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4262605675061898e-17,0.0,8.487362397344117e-32,0.0,1.2010727472276797e-20,0.0,2.2777233264430375e-29,1.6993697767291475e-30,0.0,0.0,0.0,0.0,5.963187569552455e-18,3.999915418795587e-28,1.562613602833583e-13,0.0,2.471197125753277e-40,4.990833446519139e-14,0.0,9.635158651797457e-32,1.9643726842156355e-25,0.0,0.0,4.655092837761466e-14,0.0,0.0,3.865827880523856e-26,0.0,0.0,1.0862553269912785e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.392586151927305e-31,6.925407587344319e-19,1.5553965923394178e-37,0.0,0.0,1.175000203850934e-16,0.0,4.895169055057594e-15,0.0,2.0736844288746018e-15,7.140883113506468e-18,0.0,0.0,0.0,5.281656887245799e-17,1.029154162785726e-15,5.717852938753554e-18,2.7961230032140674e-15,0.0,1.696372709697118e-16,3.853580294320344e-41,3.6462686488417086e-16,0.0,0.0,0.0,4.1842702447642574e-16,0.0,4.516841915031733e-21,0.0,0.0,7.013673622092388e-47,0.0,0.0,1.545116735328563e-23,1.1252052794687628e-14,0.0,0.0,0.0,0.0,7.94389487245686e-16,0.0,6.416296246119582e-15,6.387589678161941e-18,1.019909067844849e-24,0.0,2.368118028277558e-17,4.0315257967622876e-41
0.051000000000000004,0.16068333663558856,298.0000046060322,1.2117337846222547,0.66665610459794,4.506218994655966e-19,0.08005735135729507,9.291938667685207e-19,0.050768508641819504,0.2025172138065852,2.6279758364923506e-10,0.0,4.3323600861241737e-54,0.0,3.542889888089637e-27,1.7345822096031944e-23,8.212461039684237e-07,0.0,0.0,5.019171264863312e-14,3.757619087823304e-15,6.477363759476398e-11,1.541011246052331e-12,5.801527214897041e-30,6.945383482995412e-36,3.1289197812156236e-20,1.7391325729899022e-15,7.834640132586759e-33,1.8721854660121815e-44,3.363570220359946e-13,0.0,3.453121789440107e-37,0.0,2.4365296780599402e-27,2.1303945686956606e-14,8.682928346763064e-34,1.306115814912708e-13,5.676117228464258e-15,3.2006706357187053e-31,5.696018663244853e-29,0.0,1.1140170168477663e-34,0.0,0.0,2.0255420529511506e-11,3.1302850505525407e-14,5.515457662222685e-15,9.370313027221278e-15,6.5364629060290446e-15,1.6634165709778896e-28,0.0,0.0,1.1533939836366317e-15,0.0,1.5394830756570385e-31,0.0,0.0,0.0,5.5417675328103634e-17,0.0,2.989186880773399e-31,0.0,3.084362536228911e-20,4.1824791580365525e-50,2.2777127321982448e-29,1.6993618979541588e-30,0.0,0.0,0.0,0.0,5.963188146070569e-18,3.999890309534272e-28,1.5761362611128287e-13,0.0,2.4711976666171778e-40,4.990840275482208e-14,0.0,1.1345773037010474e-31,2.00061340199113e-25,0.0,0.0,4.6562967825961786e-14,0.0,0.0,9.706191844296275e-26,0.0,0.0,7.535735791834377e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.392987461548637e-31,6.24554805594142e-19,4.784402327389532e-37,0.0,0.0,1.169336338157515e-16,0.0,4.895180560974758e-15,0.0,2.0758265767254016e-15,6.5843671471430154e-18,0.0,0.0,0.0,5.2816635866733614e-17,1.0291575658500063e-15,5.732467917298084e-18,2.7962570549332244e-15,0.0,1.7106414342517812e-16,3.3989178681144677e-40,3.647051923409563e-16,0.0,0.0,0.0,4.394045757812327e-16,0.0,4.51749731953227e-21,0.0,0.0,5.866884688533982e-47,0.0,0.0,1.537681611028748e-23,1.1252066690516382e-14,0.0,0.0,0.0,0.0,7.943903712597244e-16,0.0,6.416733406310134e-15,6.4834945652631905e-18,1.017115181587671e-24,0.0,2.4118064992950414e-17,1.0918273214272975e-36
0.052000000000000005,0.16068714489393673,298.0000401279027,1.2117050667361733,0.6666544950184584,4.506211924650615e-19,0.08005762155923753,6.463999193285006e-18,0.05076836599141337,0.20251694112547183,2.324121334152055e-09,0.0,3.6049958793603636e-53,0.0,7.754913976057674e-26,1.9842640343135005e-23,2.5731941198160397e-06,0.0,0.0,3.485112470799867e-13,8.958386411094526e-15,5.831082309527528e-10,1.7924637431467873e-11,6.31728355698423e-30,2.3974866067270976e-35,2.1777875225137617e-19,8.698068914642117e-15,4.974424531510714e-32,1.388235460426072e-42,3.682944526021044e-12,2.6816402515156606e-47,3.8758150888374425e-36,3.3064203979885898e-15,3.286192535115681e-26,2.8719625119761083e-14,4.156096007748605e-32,1.4646574382173868e-12,3.2532307603296835e-14,1.2319657843059419e-30,3.6772976402727917e-28,0.0,5.34195923294078e-32,1.3034246871762561e-17,1.3029665730363247e-29,1.7958916724583437e-10,3.8936424911973326e-13,6.606789898255266e-14,7.51870694641243e-14,5.528357877096186e-14,1.9028981290140001e-28,6.905085671167088e-19,1.4898791029132383e-15,6.47018221242165e-14,6.23134373164947e-32,1.6327631628712008e-28,0.0,0.0,1.8307586320249522e-14,8.052768124793011e-16,0.0,3.865299607560176e-30,0.0,2.1454442718819975e-19,1.715066081367497e-48,2.2776875473103184e-29,1.6993433294792343e-30,1.3107199878884415e-25,0.0,0.0,0.0,5.963207173456421e-18,3.9998223682956306e-28,1.666177292726825e-13,0.0,2.4712700428554113e-40,4.9908615788911136e-14,0.0,1.2978663992431764e-31,2.0367162142920239e-25,0.0,0.0,4.6734838033941914e-14,0.0,0.0,6.668162250087155e-25,1.151589954616476e-14,0.0,2.8585743454915856e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.393484982369248e-31,1.0144476072944292e-18,4.046425327329836e-36,0.0,0.0,1.1637020951869944e-16,0.0,4.895243104388563e-15,0.0,2.121302164928268e-15,6.395154709343482e-18,0.0,0.0,0.0,5.2816848585372687e-17,1.0292184454799837e-15,5.830373023973483e-18,2.79925028845915e-15,0.0,2.0355911133793002e-16,3.829782981678267e-39,3.663666529346898e-16,0.0,0.0,5.37546461449821e-31,8.232210055596702e-16,0.0,4.533719757585883e-21,0.0,0.0,9.115382525857379e-47,0.0,1.35240733307575e-17,1.5303169590697708e-23,1.1252151256651306e-14,0.0,0.0,0.0,0.0,7.943932744133334e-16,0.0,6.422953349703056e-15,6.578007871592958e-18,1.014340139287594e-24,0.0,2.455321389494762e-17,3.066833312453819e-35
