grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.11678891212907909,298.0,1.2318238140538549,0.6535759895267004,7.471205692860022e-19,0.09810796795217283,0.0,0.049772414324612525,0.19854362819436372,0.0,0.0,5.114419117619981e-14,0.0,0.0,7.691251164992721e-14,1.313494254633372e-12,0.0,0.0,7.166162862294886e-16,0.0,1.1312221467886587e-16,0.0,2.763986195990251e-22,0.0,7.262104792165471e-14,0.0,0.0,0.0,0.0,6.4277179148558e-14,0.0,0.0,2.304130750073606e-27,8.3666654656933e-14,0.0,2.445689327404119e-16,1.1136237673447591e-13,0.0,0.0,0.0,0.0,1.0631231507286286e-16,1.0163645705831408e-14,1.1657079992061628e-16,0.0,0.0,1.139665901430938e-14,7.200246149751832e-14,0.0,0.0,2.694812915113036e-16,0.0,0.0,3.95290594904089e-14,0.0,0.0,1.8549009889340387e-14,2.4196870485180642e-17,0.0,0.0,0.0,0.0,5.728146074184597e-14,8.438129244152001e-32,6.221613786017102e-33,0.0,0.0,0.0,0.0,0.0,1.2449009329996676e-29,6.323768498073635e-16,2.3366631325240874e-20,1.9821628044722907e-29,2.9103713984766194e-15,0.0,1.204641909648551e-29,0.0,0.0,5.8643452703764754e-27,0.0,0.0,0.0,0.0,1.3872754080128643e-15,1.7640952215126758e-33,7.671445272528596e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00081261829795e-14,0.0,1.9395154391203625e-20,2.432849066634618e-38,0.0,1.1146321442106099e-14,2.665005888509353e-17,0.0,2.058930975428979e-15,0.0,1.4548616842000617e-17,0.0,3.932625572756108e-20,2.6627022204271744e-18,0.0,2.6884898047458112e-14,0.0,0.0,5.673224871019127e-21,8.708218407524923e-15,1.3945659289460443e-65,2.0456853796245549e-16,0.0,0.0,2.6175928440131626e-14,0.0,0.0,0.0,9.872221790990424e-20,0.0,0.0,0.0,1.307318348032284e-50,1.9861435514825174e-14,1.9689733633915286e-16,0.0,0.0,2.3995471417374067e-17,1.0750159149245861e-21,1.1420955618511719e-17,1.0115640532778314e-17,0.0,0.0,1.8027713105443758e-16,2.64561526200884e-14,0.0,0.0,0.0,0.0,2.605055047824944e-24,0.0
0.016,0.11678891218209816,298.00000000008555,1.2318238134950479,0.6535759894945418,7.471205697154623e-19,0.09810796795856888,0.0,0.04977241432197317,0.19854362818933702,0.0,0.0,1.6706852570325562e-21,0.0,1.9794031005876672e-22,4.702545290320846e-19,3.456038753827552e-11,0.0,0.0,6.806237622203389e-14,0.0,1.0465902423083671e-14,0.0,3.466380344186179e-20,0.0,1.1371883411731187e-18,0.0,0.0,0.0,0.0,5.520928879878067e-21,0.0,0.0,2.9161199004254865e-25,8.283378323790083e-14,0.0,2.972022365080324e-14,1.1136264316206521e-13,0.0,0.0,0.0,0.0,1.0629243594397352e-16,4.11297368227312e-22,1.087653626711233e-14,0.0,0.0,1.1396659086501474e-14,7.200637989972917e-14,5.5972861685957586e-24,9.472353259145424e-18,5.144011174536443e-14,0.0,0.0,4.91160438011284e-17,0.0,0.0,1.8549018000835354e-14,2.37309413365212e-17,0.0,0.0,0.0,0.0,4.782571702907715e-22,3.4773317207964775e-29,2.5943767430663686e-30,0.0,0.0,0.0,0.0,5.845980923343367e-18,4.162432319996517e-27,1.913815610259164e-13,6.3990202517619965e-18,4.973527916667931e-27,2.910419345893109e-15,0.0,3.8319194065621846e-27,0.0,0.0,1.3663287825269741e-24,0.0,0.0,0.0,8.308498088671191e-25,1.9307176349308724e-13,3.937882721640976e-30,1.87975064304286e-18,0.0,0.0,0.0,0.0,0.0,3.355982478752788e-18,0.0,4.000448670717781e-14,0.0,4.610074834536285e-18,5.252802132240048e-36,0.0,1.3980604328352673e-20,3.1692008821691554e-23,0.0,3.8683106965007654e-22,0.0,4.4222337543524616e-23,0.0,1.3367744599586316e-17,2.6644538244817867e-18,0.0,2.6884735887824138e-14,0.0,0.0,2.187573090560779e-18,8.708218408198154e-15,3.801095209585523e-63,1.9174419080242637e-16,0.0,0.0,2.6175928442150876e-14,0.0,0.0,0.0,2.5938834158811235e-17,0.0,0.0,0.0,2.6681990985066204e-48,1.986143551661406e-14,1.9689733651479173e-16,0.0,0.0,8.869190904237308e-15,4.017335371750745e-19,4.207594614851568e-15,2.7665383597132302e-15,0.0,0.0,1.8027755611603267e-16,2.6450067404232363e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.032,0.11678891357608998,298.0000000001916,1.2318237987920024,0.6535759886485825,7.471205702079773e-19,0.09810796812913845,1.4065025649911836e-18,0.049772414253853765,0.19854362805824669,0.0,0.0,5.489495663801276e-29,0.0,8.846137303391849e-29,1.7208068340444688e-23,9.091213522985244e-10,0.0,0.0,6.19060880911276e-14,0.0,1.1292108594220815e-14,0.0,1.2225810600905756e-26,0.0,4.741024074597355e-20,0.0,9.958788643921338e-33,0.0,0.0,4.755217586117731e-28,9.036528998091876e-37,0.0,1.4977631469503755e-26,8.283438437210803e-14,0.0,2.972066627146642e-14,1.1136264816929077e-13,0.0,7.309301727281577e-29,0.0,0.0,1.062925424461229e-16,2.955887206720167e-28,1.121245869433008e-14,0.0,0.0,1.1396670260439813e-14,7.201000170501443e-14,2.082639793452164e-28,1.4745674220841078e-17,5.1504607967830806e-14,0.0,0.0,6.116788710303752e-20,0.0,0.0,1.8548964023321408e-14,2.3311231588481935e-17,0.0,2.2204959811822165e-31,0.0,5.81621235974834e-20,3.9977388049902405e-30,3.477331691492709e-29,2.5943767182098394e-30,0.0,0.0,0.0,0.0,5.846181124697732e-18,4.886010100156631e-28,2.2701198315900264e-13,6.399023418849544e-18,4.162048974065539e-34,2.9104672991919878e-15,0.0,1.4022366445677582e-31,0.0,0.0,1.3665701909012406e-24,0.0,0.0,0.0,1.8174035937166405e-25,2.0110265402432593e-13,2.7182129309978665e-30,1.2560595830805175e-19,0.0,0.0,0.0,0.0,0.0,6.995129523249917e-18,0.0,4.0000847634739653e-14,0.0,9.192019809531507e-19,5.2530662799205364e-36,0.0,3.1653619770054497e-23,0.0,0.0,8.049399269209668e-29,0.0,4.396704908307079e-23,0.0,6.219473440974238e-18,2.6658655979179165e-18,0.0,2.688473591945476e-14,0.0,0.0,2.682348039553045e-18,8.708218422845583e-15,8.227245114839512e-68,1.7992616537684778e-16,0.0,0.0,2.6175928493055755e-14,0.0,0.0,0.0,2.593882193636683e-17,0.0,0.0,0.0,1.8284860572504308e-48,1.9861435557670273e-14,1.9689733704384677e-16,0.0,0.0,8.646556351786596e-15,2.87739802010412e-19,4.4303571298561364e-15,2.76653888310462e-15,0.0,0.0,1.8027797929143928e-16,2.6444541772041357e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.11678892750159806,298.00000000222053,1.2318236519135672,0.6535759801979998,7.471205668109659e-19,0.09810796983336642,1.3384503830448925e-18,0.0497724135732533,0.1985436267487107,1.0129553092603321e-13,0.0,3.6918496554925954e-36,0.0,5.92003397179257e-29,6.421895203622204e-26,9.645452190268035e-09,0.0,0.0,5.8978445032168e-14,0.0,4.0736188874085705e-14,0.0,5.597958306738749e-29,6.652807124290298e-36,4.509703484563071e-20,0.0,9.521283917605444e-33,0.0,0.0,8.283492725193764e-35,2.0172007202118383e-36,0.0,1.331030914791113e-26,8.283447673143644e-14,0.0,2.9747259487444973e-14,1.1136289426624711e-13,0.0,6.983925039909965e-29,0.0,0.0,1.0629265571188078e-16,3.0517546291635756e-28,2.298460573159361e-14,0.0,0.0,1.1397306381758374e-14,7.201200703003605e-14,7.642611868605152e-31,1.6137318857091107e-17,5.150513445986567e-14,0.0,0.0,1.5355755446838744e-22,0.0,0.0,1.854906758064311e-14,2.3114816985147545e-17,0.0,3.256458244296353e-31,0.0,5.535796110615917e-20,6.715359390110091e-38,3.477331398846481e-29,2.5943764998915138e-30,0.0,0.0,0.0,0.0,5.846181087653708e-18,4.885243547323541e-28,2.439796792694965e-13,6.399025603940442e-18,3.667721847386358e-40,2.910491334387865e-15,0.0,5.232953116672928e-34,0.0,3.3423604088078166e-33,1.366570208436158e-24,0.0,0.0,0.0,1.7296718116449314e-25,2.049224191365144e-13,2.717911146502562e-30,1.5741306973352618e-20,0.0,0.0,0.0,0.0,0.0,8.8146202413591e-18,0.0,3.9999028891875586e-14,0.0,3.0594784960301386e-19,5.25321192693056e-36,0.0,3.1578108555565484e-23,0.0,0.0,7.767025612882559e-30,0.0,4.3967064102119895e-23,0.0,3.314528285055424e-18,2.6665715272008995e-18,0.0,2.688473625858809e-14,0.0,0.0,2.917659560226765e-18,8.708218574457088e-15,4.245030009224431e-68,1.7427163186980466e-16,2.484343546146499e-39,0.0,2.6175929002640964e-14,0.0,0.0,0.0,2.5938795950749896e-17,0.0,0.0,0.0,1.436697923215627e-48,1.9861435971417598e-14,1.9689736699644214e-16,0.0,0.0,8.635358409180002e-15,2.402706068932011e-19,4.44160260079326e-15,2.7665389232908267e-15,0.0,0.0,1.8027821492471905e-16,2.6441913681177793e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.11678900054622804,298.0000000374495,1.2318228814804097,0.6535759358786281,7.471205404340389e-19,0.09810797877152355,1.308245409235822e-18,0.049772410001336316,0.19854361987956703,2.210603205860059e-12,0.0,5.0792713016034435e-43,0.0,3.340999752591909e-28,6.293993503697266e-26,5.546486313084889e-08,0.0,0.0,5.76485648686941e-14,0.0,5.727811394083824e-13,3.0231997291644992e-15,5.048908039897863e-29,8.393617715631443e-36,4.4079327354273633e-20,0.0,9.290804082985081e-33,0.0,1.6068685621961121e-15,2.9180216672166243e-41,1.9205590403297606e-36,0.0,1.2670702238922776e-26,8.283598613443557e-14,0.0,3.036441599760567e-14,1.1136907096153606e-13,0.0,6.811186772488766e-29,0.0,0.0,1.0629449746757083e-16,3.1385688089158263e-28,2.322054626521951e-13,0.0,1.9650111254218974e-17,1.1415582557356912e-14,7.20190490888818e-14,7.487738471690729e-31,1.6596552958520347e-17,5.150626717339798e-14,0.0,0.0,7.760315747596003e-25,0.0,0.0,1.855359720296845e-14,2.30869897377039e-17,0.0,3.299487308034949e-31,1.0490773890348569e-42,5.4108655861533895e-20,2.2668431765924077e-45,3.4773298779091285e-29,2.5943753654818887e-30,0.0,0.0,0.0,0.0,5.846180911696484e-18,4.885240758901659e-28,2.5227604087689957e-13,6.3990272876430054e-18,3.0306171616551657e-40,2.910503645106887e-15,0.0,5.128727227588263e-34,0.0,3.348874831690826e-33,1.36657030483013e-24,0.0,0.0,0.0,1.6911048858848829e-25,2.067957214034493e-13,1.7088448197293386e-29,3.490180577127124e-21,0.0,0.0,0.0,0.0,0.0,9.724345128670641e-18,0.0,3.999812309431929e-14,0.0,1.5301473377859964e-19,5.253722280987352e-36,0.0,3.156661132131521e-23,0.0,0.0,7.767002807735881e-30,0.0,4.3967075741534767e-23,0.0,2.209353741565055e-18,2.666924831317968e-18,0.0,2.6884738060576045e-14,0.0,0.0,3.0327082957702184e-18,8.708219628494412e-15,6.243877318874009e-68,1.715640275761611e-16,2.3653215441319512e-39,0.0,2.6175931677811238e-14,0.0,0.0,0.0,2.5938801710042112e-17,0.0,0.0,0.0,1.2430647549658243e-48,1.98614381435734e-14,1.9689861560826662e-16,0.0,0.0,8.634343073190812e-15,2.1870648638298927e-19,4.442640919966586e-15,2.7665391341933333e-15,0.0,0.0,1.8027898259454183e-16,2.644063389224253e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.11678953591663113,298.00000087350594,1.2318172347281504,0.6535756112103783,7.471203416701342e-19,0.09810804425385816,1.3337048908856855e-18,0.049772383781789296,0.1985435695302136,5.2766915751343704e-11,6.785790567497655e-44,7.269224540083252e-50,0.0,2.415297807843839e-27,6.310666559817751e-26,3.9115074541053157e-07,3.511856495352335e-81,0.0,5.877077248272267e-14,0.0,1.356866901832196e-11,2.516108007500466e-13,4.467338078052729e-29,8.16393005661484e-36,4.4937148689868115e-20,0.0,9.16371239719475e-33,3.2892323365258093e-45,7.240208647456498e-14,1.1901632683686957e-47,1.8635896528529585e-36,0.0,1.2294218828905656e-26,8.289209738507846e-14,0.0,4.966700798476622e-14,1.1157817758040879e-13,0.0,6.714203593084295e-29,0.0,0.0,1.063630207986449e-16,3.1954935286713084e-28,5.2598063586012715e-12,5.413581144451597e-16,7.990538712978843e-16,1.2121861059058158e-14,7.220886085661721e-14,7.507851442619479e-31,1.6898825616827527e-17,5.155126923692315e-14,0.0,0.0,3.978147296256381e-27,0.0,0.0,1.8766782399650343e-14,2.6512234844815822e-17,0.0,4.238815665981048e-31,0.0,5.516131559582432e-20,1.7267487929251856e-49,3.477319061777642e-29,2.594367303714154e-30,0.0,0.0,0.0,0.0,5.8461800534616084e-18,4.885220926056194e-28,2.6077666960622046e-13,6.3990334920652405e-18,3.0305570401173297e-40,2.910518006508198e-15,0.0,5.142295009515358e-34,0.0,3.3484858803639556e-33,1.3665710898748572e-24,0.0,0.0,0.0,1.7241682253950555e-25,2.088694899621897e-13,0.0,7.467265348934755e-22,0.0,0.0,0.0,0.0,0.0,1.0634052711167654e-17,0.0,3.99972422368688e-14,0.0,7.652119009136206e-20,5.2675443627564924e-36,0.0,3.1559046900191554e-23,0.0,0.0,7.767039769228923e-30,0.0,4.396712006106104e-23,0.0,1.4310877365197745e-18,2.6672881790436976e-18,0.0,2.6884751266654772e-14,0.0,0.0,3.1504609842533796e-18,8.708243994528477e-15,7.716924124107875e-68,1.6905930580526762e-16,2.2951520308288247e-39,0.0,2.6175951287843318e-14,0.0,0.0,0.0,2.5939921989836624e-17,0.0,0.0,0.0,1.0457292932040892e-48,1.9861454012691314e-14,1.9697206728431805e-16,0.0,0.0,8.63417325484758e-15,1.9909864516442184e-19,4.442840875672209e-15,2.7665410485837588e-15,0.0,0.0,1.8030527066679082e-16,2.643938706584799e-14,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.11679019980114234,298.0000040529467,1.2318102325618039,0.6535752091992902,7.471200905727086e-19,0.09810812534996127,1.5551453942898687e-18,0.049772351137405434,0.19854350708123114,2.4690637498223346e-10,1.5664249731058817e-45,2.0662877804767852e-55,0.0,5.843936968959803e-27,6.390950272054584e-26,8.068930296543092e-07,6.379757620492897e-80,0.0,6.84970964168772e-14,0.0,6.438734564335545e-11,1.525014042973091e-12,4.410869223291861e-29,8.715493837752133e-36,5.2398403940145174e-20,0.0,9.540105707909906e-33,3.403214949908382e-44,4.1193604362632433e-13,5.475371613669112e-48,1.989966875701026e-36,0.0,1.3126800575868752e-26,8.322463798492831e-14,0.0,1.4580815731058247e-13,1.1270422643710478e-13,0.0,6.993984539193481e-29,0.0,0.0,1.0677284570344592e-16,3.218524618637739e-28,2.4608338649766924e-11,2.4892485132878125e-14,5.354692726093261e-15,1.6452838039184026e-14,7.312483634902676e-14,7.605011264076797e-31,1.7022168458819818e-17,5.1894839784358175e-14,0.0,0.0,8.334163932910417e-29,0.0,0.0,2.0350447740977678e-14,5.514646628784273e-17,0.0,6.2196829580549216e-31,0.0,6.431778377244917e-20,3.770430459935322e-49,3.47730687798099e-29,2.5943582438674693e-30,0.0,0.0,0.0,0.0,5.8461805888511294e-18,4.885197710932246e-28,2.6342837744206587e-13,6.399042521141451e-18,3.030549847923883e-40,2.910523948025137e-15,0.0,5.207692138003471e-34,0.0,3.349430421750822e-33,1.366572353913e-24,0.0,0.0,0.0,2.0091906136406834e-25,2.1030032215975898e-13,0.0,3.9133149320788893e-22,0.0,0.0,0.0,0.0,0.0,1.0861486203815446e-17,0.0,3.999705056732872e-14,0.0,6.327431150393173e-20,5.334333683173515e-36,0.0,3.155748528135418e-23,0.0,0.0,7.76709936823422e-30,0.0,4.396718845222255e-23,0.0,1.2604243702618854e-18,2.6674718705834605e-18,0.0,2.6884767627606728e-14,0.0,0.0,3.1866818296171757e-18,8.708442737091791e-15,8.023222668980493e-68,1.701115797011078e-16,2.4507847119380633e-39,0.0,2.6175975693515072e-14,0.0,0.0,0.0,2.595192009598875e-17,0.0,0.0,0.0,9.997727053937294e-49,1.986147365077029e-14,1.9765884049077907e-16,0.0,0.0,8.634162648342431e-15,1.9431972320034503e-19,4.442869265124518e-15,2.7665472623511105e-15,0.0,0.0,1.8047113152082511e-16,2.6439093888241174e-14,0.0,0.0,0.0,1.206380872006782e-16,0.0,0.0
0.05,0.11679191877751084,298.0000253059233,1.2317921024320633,0.6535741717993976,7.4711943220678e-19,0.09810833469720766,3.1273483807760854e-18,0.049772265904476275,0.1985433452833514,1.556227704374498e-09,3.503296693796848e-45,2.3632041783126598e-54,0.0,2.7707227606239226e-26,6.907047635859284e-26,1.8801726872296469e-06,1.3263221997638588e-79,0.0,1.3757714702708112e-13,0.0,4.1283227137394874e-10,1.2726046649425261e-11,5.110488853234965e-29,1.374033212591632e-35,1.0537235350241377e-19,0.0,7.227534544844439e-33,5.8234088340991274e-43,3.221123190589157e-12,3.9108881162096515e-47,3.1492824735347124e-36,1.0999965001801298e-15,2.0846720808449753e-26,8.657834221398603e-14,9.358685926244357e-33,9.69664350908331e-13,1.2308264145232844e-13,0.0,5.29193073262689e-29,0.0,0.0,1.1094210703277873e-16,3.3772669430338856e-28,1.5535769055054987e-10,2.488213463495155e-13,5.069290488368702e-14,6.154466678579512e-14,8.077438372710223e-14,8.230064650107666e-31,1.786583012615621e-17,5.631730162396486e-14,0.0,0.0,5.555335896963143e-29,0.0,0.0,4.0123251047231506e-14,4.457902343509954e-16,3.1567605914134163e-18,1.9237734548612538e-30,2.8746037597548624e-42,1.2932946352904682e-19,1.3644120301162626e-48,3.477282797597059e-29,2.5943404802630413e-30,0.0,0.0,0.0,0.0,5.846191695146446e-18,4.885145941529174e-28,2.6962639851100323e-13,6.399110522636999e-18,3.0305792456308137e-40,2.910534551993991e-15,0.0,5.6281747790083825e-34,0.0,3.3580140084515255e-33,1.366577390355717e-24,0.0,0.0,0.0,4.0323624916266946e-25,2.192672770230389e-13,0.0,4.535953929288645e-22,0.0,0.0,0.0,0.0,0.0,1.108896067542568e-17,0.0,3.999691557162195e-14,0.0,9.033593869731672e-20,5.8922760806012896e-36,0.0,3.155644444000345e-23,0.0,0.0,7.76744716167996e-30,0.0,4.3967697786027866e-23,0.0,1.1737102621992582e-18,2.6692267371888046e-18,0.0,2.688480987761549e-14,0.0,0.0,3.2690956721857846e-18,8.711712398590529e-15,8.087903964956603e-68,1.981968263534022e-16,3.87851696310829e-39,0.0,2.617604100941758e-14,0.0,0.0,0.0,2.6165299819746233e-17,0.0,0.0,0.0,9.733934312995191e-49,1.986152433762524e-14,2.0835344052225338e-16,0.0,0.0,8.634177242018232e-15,1.896580335852152e-19,4.4428927665030926e-15,2.766627231868916e-15,0.0,0.0,1.8225450976584637e-16,2.6439028924557584e-14,0.0,0.0,0.0,1.9395659813595458e-15,0.0,0.0
0.051000000000000004,0.11679639065484047,298.000167360284,1.2317449398205815,0.6535714959672456,7.471177260980955e-19,0.0981088751357915,1.4001277490699463e-17,0.04977203994480453,0.19854292357060174,1.0386743229981844e-08,0.0,3.096252659747697e-53,0.0,3.0923102200162384e-25,0.0,4.651001756414886e-06,2.10167217304701e-79,0.0,6.155237671335383e-13,0.0,2.8020295383081904e-09,1.1125335954289576e-10,1.2671954251063806e-28,6.200969505778525e-35,4.717723836481709e-19,0.0,6.002982257463038e-32,2.1896098008221068e-41,2.646373811059948e-11,2.8525503047535776e-46,1.627006510539644e-35,1.2316277117304766e-14,1.1495620910666428e-25,1.2040295511247559e-13,4.917136297765477e-31,8.029591899025496e-12,2.1873966180771565e-13,5.889532156797879e-30,4.587225390173651e-28,0.0,5.808699117287939e-31,1.5335920303096905e-16,5.359044110759748e-28,1.0389219997103172e-09,2.308064339021932e-12,5.019101917395538e-13,5.3102365735534e-13,1.44670045005626e-13,0.0,2.8365302855069394e-17,1.1325459029235103e-13,7.125131572132724e-13,1.2164150973873857e-30,2.7243329037243903e-27,0.0,0.0,2.8699995387241656e-13,5.771547977858463e-15,5.94394124665029e-17,1.6424419940863701e-29,6.58900892526646e-41,5.789593221401336e-19,1.679186876668936e-47,3.477269911281071e-29,2.5943322185152387e-30,0.0,0.0,0.0,0.0,5.846285356405411e-18,4.885066870816236e-28,2.993950682831489e-13,6.400098357806413e-18,3.0309648279295425e-40,2.9105572011712287e-15,0.0,0.0,0.0,3.440383984555736e-33,1.3666022333415894e-24,0.0,0.0,0.0,1.8025550898975248e-24,2.9579980271772866e-13,0.0,8.195499247728885e-21,0.0,0.0,0.0,0.0,0.0,1.1317026386197016e-17,0.0,3.9996927048334496e-14,0.0,8.626588719304296e-19,1.0553000225001856e-35,2.3830954727526744e-21,3.1556912857966584e-23,0.0,0.0,7.7715791977831e-30,0.0,4.397476465714471e-23,0.0,2.260259528115447e-18,2.698902290724273e-18,0.0,2.6884918946181804e-14,0.0,0.0,3.661576129534917e-18,8.76688903138203e-15,0.0,6.779094996495721e-16,2.0038203047962974e-38,0.0,2.6176260623272498e-14,0.0,0.0,1.7416998654884862e-15,2.9965037456982555e-17,0.0,0.0,0.0,1.0890681929809304e-48,1.9861656596352574e-14,3.749131884092977e-16,0.0,0.0,8.634232789497267e-15,1.8511112131183546e-19,4.442927746711972e-15,2.767953192163906e-15,0.0,0.0,2.014389786004574e-16,2.6443226248172068e-14,0.0,0.0,0.0,2.2936267577305195e-14,0.0,0.0
0.052000000000000005,0.1168081640640923,298.00111665267826,1.2316207889471014,0.6535646001846254,7.471133353095828e-19,0.09811027067466688,8.859492260678055e-17,0.049771420010490855,0.1985418070335362,6.994518416662214e-08,2.597675153419342e-40,1.7455429027994046e-52,0.0,4.9789524207897514e-24,0.0,1.1804638351833276e-05,2.957684145391137e-79,0.0,3.8974374591955e-12,1.4360533691979757e-13,1.9184800961690432e-08,9.779579374344558e-10,6.475504460031132e-28,2.3383283479151613e-33,2.985125071244672e-18,9.817816690472168e-14,1.6082375650234548e-30,1.1486120438336706e-39,2.187756497796143e-10,2.4905934401125044e-45,5.453380263412676e-34,1.1291958826715014e-13,3.78494918159073e-24,4.615658285745998e-13,2.681196888658621e-29,6.853101661601245e-11,1.1004392971014421e-12,2.5207415470266007e-28,1.23519673326986e-26,0.0,3.4729093187083755e-29,5.849202581143241e-16,3.147606515799463e-27,7.010021257522805e-09,2.1245498368126405e-11,4.992695810736781e-12,5.4192284235431205e-12,6.784118173589585e-13,0.0,1.6682400312012598e-16,8.463432703450335e-13,8.576066383245176e-12,1.051975948662211e-28,1.638170863371693e-25,0.0,1.6269518839344128e-15,3.3695257445719027e-12,7.837779687752471e-14,8.690515225941652e-16,2.314270553088635e-28,0.0,3.663019711444538e-18,1.422211979923751e-45,3.477565941000899e-29,2.594562120325687e-30,0.0,3.2166494918392145e-20,1.247893085015988e-14,4.4078378913490376e-21,5.846961403640817e-18,4.885227378686578e-28,4.729393622210198e-13,6.417318266199519e-18,3.05150657429907e-40,2.910610981219266e-15,0.0,0.0,0.0,7.32036768276989e-33,1.3667454575498014e-24,0.0,0.0,4.952693419601429e-14,1.1401700005166591e-23,9.88073965241971e-13,1.5579632751635583e-25,2.467269194518385e-19,0.0,0.0,0.0,0.0,0.0,1.155569855294178e-17,0.0,3.9997317215383555e-14,0.0,1.6439940434150043e-17,4.948586237447531e-35,6.642429199001901e-20,3.156332388185715e-23,3.51688883973609e-29,0.0,7.837955625345982e-30,0.0,4.40949489803326e-23,0.0,2.2532384661049455e-17,3.2255515312419273e-18,0.0,2.6885200614840672e-14,0.0,0.0,5.973276533784552e-18,9.701726521513803e-15,0.0,8.703265722072914e-15,6.715285934823779e-37,0.0,2.6177957890146632e-14,0.0,4.7874504363545e-29,6.610755422397586e-14,9.764432675030615e-17,0.0,0.0,0.0,2.2753010221697615e-48,1.986203762298257e-14,2.969077611024586e-15,0.0,0.0,8.634385159626963e-15,1.806757989015417e-19,4.4430011374739005e-15,2.790995203763009e-15,0.0,0.0,4.07838950249689e-16,2.651484566267487e-14,0.0,0.0,0.0,2.6531919705003146e-13,0.0,1.9332954061050482e-36
