grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.16074826237194004,298.0,1.211747198153376,0.6666568594893384,0.0,0.08005722468839482,5.690895027482671e-15,0.05076857466394566,0.20251734115787687,2.341224337229612e-16,9.143850018728798e-15,0.0,5.402212538956407e-16,0.0,0.0,3.003831232207225e-14,0.0,5.0263579859263676e-21,4.1292285302205195e-15,3.6958191874339196e-14,0.0,0.0,0.0,0.0,1.0501867039016342e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.323473587122317e-16,0.0,1.7451224293696472e-14,0.0,6.63523821500372e-19,0.0,4.9808579328311314e-14,0.0,0.0,0.0,0.0,7.641267600847472e-16,6.386596652523228e-18,6.747228648465391e-16,2.8330093006997814e-17,9.533870138701135e-15,4.984258592036769e-16,0.0,0.0,9.183116062716748e-17,0.0,1.0970329667081075e-33,1.84898066373383e-14,5.909776832048391e-16,8.0439339386735e-18,3.510764452673432e-15,9.434137209227523e-16,1.631800711196684e-18,0.0,2.848260967791857e-31,1.6099119620466241e-21,8.064865982239623e-14,4.0599901595500506e-32,2.9934551492434428e-33,0.0,7.337491709161599e-23,2.886087137004538e-17,1.6345510735959566e-23,0.0,1.653012081521485e-29,0.0,0.0,2.5678397908385596e-29,0.0,1.2336250200103398e-15,0.0,5.19845836313786e-28,0.0,2.4210067871093905e-28,3.2155982173854863e-16,0.0,0.0,2.2921716478051562e-18,5.640607396795021e-16,0.0,0.0,2.685456317612853e-49,0.0,4.144622722189459e-31,4.265356905571922e-34,2.3721582447834365e-18,0.0,4.838743376991369e-23,3.132117482642832e-14,7.749927394928455e-15,0.0,1.353587750144958e-40,2.8109808827594854e-17,0.0,2.3145204772213457e-16,0.0,0.0,0.0,3.0132076210001923e-15,0.0,0.0,0.0,1.527487201570719e-15,1.6566944544899745e-17,0.0,1.5769797251634036e-20,5.5932556276867306e-15,8.451575738149456e-66,0.0,0.0,0.0,5.58956740456137e-17,0.0,0.0,7.38144376459113e-16,0.0,9.325793045460955e-22,0.0,0.0,0.0,8.620743066499375e-17,1.0999422116758688e-25,0.0,4.455439248964931e-20,2.094299959530769e-24,2.058922327004362e-20,0.0,4.529800429988377e-19,0.0,0.0,1.0346293233567486e-20,4.669797890743605e-27,1.1201626048283504e-13,4.616984169614735e-20,1.927318671860023e-31
0.016,0.16074826237317322,297.9999999980767,1.2117471981443506,0.6666568594881279,0.0,0.08005722468866718,1.711091597916133e-17,0.050768574663827414,0.20251734115731443,2.969590341941717e-14,5.443359418403838e-22,0.0,5.402212556851208e-16,0.0,0.0,1.0776278477769613e-12,0.0,5.0263471814403716e-21,5.319323320857923e-13,0.0,0.0,0.0,0.0,0.0,8.594291422327318e-19,0.0,0.0,0.0,0.0,0.0,0.0,2.3234736005024127e-16,0.0,1.7207777450763653e-14,0.0,5.399747362640804e-17,0.0,1.1957505717220985e-19,0.0,0.0,0.0,0.0,4.235552592095182e-23,8.138680303281139e-16,6.747228635466401e-16,2.833036652149943e-17,9.533870094307648e-15,4.953636711691784e-16,0.0,0.0,2.4010959107796427e-14,0.0,2.536798472021112e-31,3.1570886032113384e-17,1.1354714357708183e-14,2.0343526865289686e-15,3.509996363409025e-15,9.430157413105296e-16,1.631800711480205e-18,0.0,3.6471188550882687e-38,5.69434028885074e-19,9.279108377342004e-22,2.277729000225807e-29,1.6993740773441416e-30,0.0,3.229157142174334e-20,1.2532352498556937e-14,5.5312925835827575e-21,5.9631485009242334e-18,7.544378041726808e-27,0.0,0.0,9.639037739199261e-27,0.0,3.907458444745198e-22,0.0,1.0379263269791436e-25,0.0,7.753623975037405e-26,6.907044395277805e-14,0.0,0.0,3.968926610300034e-24,1.0690746897506617e-13,0.0,0.0,9.509053645216638e-47,0.0,1.9916326441205005e-28,2.3289721529556998e-31,1.3827395906975303e-15,2.0688729228064432e-18,4.821434176927144e-23,3.1319103175275834e-14,1.871692806325083e-21,0.0,3.6258965433865094e-38,4.855805799707192e-23,0.0,2.1480671656617105e-16,0.0,0.0,0.0,3.0132076206085553e-15,0.0,0.0,0.0,1.5274362526164663e-15,8.7870564391081e-15,0.0,7.938821744345568e-18,5.593255627735769e-15,3.165405203856089e-63,0.0,0.0,0.0,5.589567404539912e-17,0.0,0.0,7.38144377174648e-16,0.0,9.298359031641826e-22,0.0,0.0,0.0,8.62074307352871e-17,2.824659865888974e-23,0.0,2.2557684478137725e-17,1.0989790064624622e-21,1.0390018401603568e-17,0.0,4.529785259552108e-19,0.0,0.0,3.826335839289067e-18,1.733520622616925e-24,1.1201647254510373e-13,1.2512564824231115e-17,4.450980468755195e-29
0.032,0.1607482624535768,297.99999999714856,1.211747197538214,0.6666568594535948,0.0,0.08005722469404565,1.9910799482427334e-17,0.05076857466079776,0.20251734115112618,6.409186401049164e-14,3.2517932679147034e-29,0.0,5.402212312017511e-16,0.0,0.0,3.8472389836046276e-11,0.0,5.026322559717385e-21,1.0765054859615655e-12,0.0,0.0,0.0,0.0,0.0,6.71138858468001e-19,0.0,0.0,8.986962926452092e-45,0.0,0.0,3.1625356547057717e-34,2.3234736066034644e-16,2.561966103116779e-24,1.7206555120825516e-14,0.0,5.403809357013635e-17,0.0,2.8765859798860702e-25,0.0,0.0,0.0,0.0,0.0,8.148934080142041e-16,6.747231135275355e-16,2.8330390934256105e-17,9.533870113862883e-15,4.907829513148817e-16,0.0,0.0,2.4059290893522892e-14,0.0,2.849289027762739e-31,5.399570644029048e-20,2.3879479371542168e-14,5.662051567912171e-15,3.5095717077996662e-15,9.427826186951955e-16,1.6318007118617423e-18,3.7766249186341696e-30,0.0,6.610330654423709e-19,1.068547288659136e-29,2.2777289956861856e-29,1.6993740031160325e-30,0.0,8.98745627729318e-20,3.48806848308092e-14,1.5394806439880824e-20,5.963188385246979e-18,4.001981026358369e-28,2.766591673716931e-13,0.0,1.1101320581925541e-33,0.0,2.830654023860042e-28,0.0,2.011754217026354e-25,0.0,7.764067064153448e-26,6.907060894123135e-14,0.0,0.0,2.0534325188437292e-24,1.903749682345153e-13,0.0,0.0,1.9998109566992936e-46,0.0,8.741915089919289e-33,1.6872173553266617e-37,1.3827400501978896e-15,4.1403856325564996e-18,4.821508384182989e-23,3.131703166497967e-14,5.254304900316229e-28,0.0,3.592367387123882e-38,7.966589488164393e-26,0.0,1.9935755765903978e-16,0.0,0.0,0.0,3.013207620739533e-15,0.0,0.0,0.0,1.5274362462149619e-15,8.787058557697589e-15,0.0,1.204740821372995e-17,5.5932556281318556e-15,6.262080226105352e-68,0.0,3.1166243929460646e-37,0.0,5.589567405038555e-17,0.0,0.0,7.38144377863923e-16,0.0,9.298360546779399e-22,0.0,0.0,0.0,8.620743075124831e-17,2.6215272096425286e-23,0.0,2.1811860113689436e-17,8.53979385885976e-22,1.1136138875039755e-17,0.0,4.529785260590352e-19,0.0,0.0,6.94884550191108e-18,1.6655412366560166e-24,1.1201669531012733e-13,2.4252387012402013e-17,1.5032903713439346e-33
0.04,0.16074826354659524,297.9999999968048,1.2117471892988827,0.6666568589889628,0.0,0.08005722477173892,2.4387856117734186e-17,0.050768574620378586,0.20251734107268238,8.586834440869592e-14,3.9423790168775216e-36,0.0,5.402212235814405e-16,6.202859540673271e-29,0.0,5.437119019102135e-10,0.0,5.0262733442339975e-21,1.3195463049352027e-12,0.0,0.0,0.0,0.0,1.3239175961337995e-33,8.219542699354565e-19,0.0,0.0,9.150842222467135e-45,0.0,0.0,3.279141857737173e-34,2.3234764491443605e-16,2.656527115842803e-24,1.720655141068587e-14,6.747404485055561e-32,5.413899869555726e-17,0.0,7.455616896613412e-29,0.0,0.0,6.994658579811937e-32,0.0,0.0,8.706509612699173e-16,6.74740327838613e-16,2.833216094588932e-17,9.533871569876201e-15,4.881848111001778e-16,0.0,0.0,2.4063185298274684e-14,0.0,2.905791757049164e-31,1.8560888479415115e-22,3.1546079981328976e-14,7.883483281309266e-15,3.5094141132014157e-15,9.427080357510554e-16,1.631800721066565e-18,4.7139593952834276e-30,0.0,8.096647873485127e-19,2.4696662073059877e-37,2.2777289844900244e-29,1.699373994760761e-30,0.0,1.2513567036096066e-19,4.856577916362113e-14,2.1434756993225247e-20,5.963188382675452e-18,3.999928423162329e-28,4.9923728034053e-13,0.0,4.805493977673899e-40,0.0,1.5921166323718296e-28,0.0,2.4835986132873083e-25,2.4506005787410063e-33,7.764066995646715e-26,6.90706087015193e-14,0.0,0.0,2.5148196577520556e-24,2.414610948869589e-13,0.0,0.0,2.6418595792159985e-46,0.0,1.0517827091334952e-32,9.490154330600026e-38,1.3827400629217263e-15,5.176107731002635e-18,4.8215285352198407e-23,3.131599597594969e-14,7.304250565780571e-29,0.0,3.573349950710895e-38,7.936182024100901e-26,0.0,1.9192114414082078e-16,0.0,0.0,0.0,3.0132076233938026e-15,0.0,0.0,0.0,1.5274362344032333e-15,8.787058566492492e-15,0.0,1.456263086227264e-17,5.593255633438786e-15,7.194034258032089e-69,0.0,3.241908249532927e-37,0.0,5.589567411274973e-17,0.0,0.0,7.381443812189455e-16,0.0,9.298361341705695e-22,0.0,0.0,0.0,8.620743087352108e-17,2.523739323234612e-23,0.0,2.1761849747808014e-17,7.469965306679246e-22,1.1186255597975017e-17,0.0,4.529785265295736e-19,0.0,0.0,8.349365023772579e-18,1.6311091135354477e-24,1.1201680811294609e-13,2.9940629614739584e-17,6.126180412495484e-37
0.044,0.16074827120514604,297.9999999969824,1.2117471315674726,0.6666568557346393,0.0,0.08005722531756425,2.64842220997039e-17,0.05076857433735959,0.2025173405244459,1.1497369675607004e-13,2.0563991982184474e-41,0.0,5.402212238123927e-16,5.05753225643409e-28,0.0,4.083159767521467e-09,0.0,5.026211990769165e-21,1.4330799895660871e-12,0.0,0.0,0.0,0.0,1.3343876031807221e-33,8.925769519608168e-19,0.0,0.0,9.14605029090864e-45,0.0,0.0,3.2896494477627596e-34,2.323572391074704e-16,2.6651618346578973e-24,1.7206604008534117e-14,6.779024054177256e-32,5.731738894357142e-17,0.0,7.328148282180515e-29,0.0,0.0,1.2359210259931489e-31,0.0,0.0,2.217858250042804e-15,6.753280909747287e-16,2.8398006656855707e-17,9.533928257933024e-15,4.869448767508644e-16,0.0,0.0,2.4065109506149725e-14,0.0,2.9180915151348013e-31,1.2800810649027833e-24,3.5709518703701734e-14,9.089854545935948e-15,3.5093568611388044e-15,9.426814644880765e-16,1.631801141108716e-18,5.133777954814392e-30,7.222034671086219e-41,8.79264351508969e-19,1.1456272090649079e-44,2.2777289070978334e-29,1.69937393702081e-30,0.0,1.4428457074575844e-19,5.599761929414294e-14,2.4714812874455034e-20,5.963188366667702e-18,3.999928131342286e-28,6.201179063825227e-13,0.0,2.4704914213926817e-40,0.0,1.5921160052039644e-28,0.0,2.715743603440371e-25,2.4713906079326886e-33,7.764066968052175e-26,6.907060872459305e-14,0.0,0.0,2.7309236252111607e-24,2.6920621645468624e-13,0.0,0.0,2.9905319826146542e-46,0.0,1.1450563620381272e-32,9.490206186632783e-38,1.3827400799505375e-15,5.693960201489838e-18,4.8215344065727365e-23,3.131547835011442e-14,7.304242643548578e-29,0.0,3.5642737793850273e-38,7.932236223402788e-26,0.0,1.8827386107401553e-16,0.0,0.0,0.0,3.0132076455539953e-15,0.0,0.0,0.0,1.5274362300519722e-15,8.787058638415734e-15,0.0,1.592839544797895e-17,5.593255670873585e-15,7.188595223091003e-69,0.0,3.2522875417579473e-37,0.0,5.589567454258334e-17,0.0,0.0,7.381444678735889e-16,0.0,9.298361791740266e-22,0.0,0.0,0.0,8.620743332486598e-17,2.4757781327988835e-23,0.0,2.1755948563182414e-17,6.971300423588194e-22,1.1192206794513819e-17,0.0,4.529785299212529e-19,0.0,0.0,9.010864188324201e-18,1.6137976148897347e-24,1.1201686590035998e-13,3.2739215401883853e-17,3.838480459993186e-36
0.048,0.16074834529847493,298.00000000734593,1.2117465730399992,0.6666568242532017,0.0,0.08005723059896223,2.843095825161879e-17,0.05076857159885449,0.20251733522141924,7.001297296184199e-13,0.0,0.0,5.40221253884319e-16,5.092977788595058e-27,0.0,3.832371547060299e-08,0.0,5.025970594266395e-21,1.538519860126873e-12,0.0,1.0768450530226437e-13,0.0,6.388743179545757e-30,1.3302898879879217e-33,9.581571703788122e-19,0.0,0.0,9.72763457182265e-45,3.853162762021836e-16,0.0,3.269693828083896e-34,2.3278504342308025e-16,2.6490745221469965e-24,1.720704685708037e-14,6.7733605306399e-32,1.9212626209652e-16,0.0,7.306167487979837e-29,0.0,0.0,1.3000460177090816e-31,0.0,0.0,4.601365924855946e-14,7.0227025733619e-16,3.168596556277559e-17,9.536897972027145e-15,4.90942220394687e-16,0.0,0.0,2.406713464819007e-14,0.0,2.916794498911866e-31,8.925667653088895e-27,4.0175587889919407e-14,1.0384179881180533e-14,3.5097738279573586e-15,9.42676354501166e-16,1.6318315377134387e-18,5.66451067896394e-30,4.846756442737336e-41,9.438959188430319e-19,2.1796111746649622e-48,2.2777281616710062e-29,1.6993733809354677e-30,0.0,1.648295189450213e-19,6.39712871729788e-14,2.823399837535798e-20,5.963188218411982e-18,3.9999264524355235e-28,7.498339740474584e-13,0.0,2.4708118414154657e-40,0.0,1.5921169712735582e-28,0.0,2.944155893006793e-25,2.4643819567886244e-33,7.764067027298998e-26,6.907061669426296e-14,0.0,0.0,2.931648710466775e-24,2.989623118878944e-13,0.0,0.0,3.364548800911735e-46,0.0,1.2371213585461976e-32,9.490266823581374e-38,1.382740197652657e-15,6.2118043529200054e-18,4.821536413572106e-23,3.1314962777206474e-14,7.304264202775962e-29,0.0,3.5935298382844407e-38,7.93005956769356e-26,0.0,1.8469545618409122e-16,0.0,0.0,0.0,3.013208199034778e-15,0.0,0.0,0.0,1.5274362414774029e-15,8.787059305750049e-15,0.0,1.739391250825815e-17,5.59325604762079e-15,7.338806046475226e-69,0.0,3.2325496358268134e-37,0.0,5.589567873246296e-17,0.0,0.0,7.381501370370374e-16,0.0,9.29836352589177e-22,0.0,0.0,0.0,8.620757380628238e-17,2.4287237403661402e-23,0.0,2.1754571567492764e-17,6.506218909749878e-22,1.1193632825791054e-17,0.0,4.529785600951313e-19,0.0,0.0,9.635450792247698e-18,1.5964062387236045e-24,1.120169706413269e-13,3.5492802191344464e-17,3.590690094217076e-35
0.049,0.16074846426083686,298.0000000605618,1.2117456762835572,0.666656773717612,0.0,0.08005723907735608,2.891422636479878e-17,0.05076856719952504,0.20251732670725037,3.6584125248209515e-12,0.0,0.0,5.402213064820122e-16,1.260566885649323e-26,0.0,9.329043689478769e-08,0.0,5.025825825731987e-21,1.5647030682524013e-12,0.0,8.113158953494199e-13,9.873236905765356e-15,1.3411525582428203e-29,1.3285288262406506e-33,9.744370444996662e-19,0.0,0.0,1.394455868451041e-44,2.91633024002336e-15,0.0,3.26296403802126e-34,2.358046516778172e-16,2.643668109901284e-24,1.7210109316367572e-14,6.780698541998314e-32,1.0982169983764798e-15,0.0,7.298497309217264e-29,0.0,0.0,1.3169984606487713e-31,0.0,0.0,2.72573128888988e-13,8.97760819695543e-16,5.764765443091118e-17,9.561494215761618e-15,5.260652561129378e-16,0.0,0.0,2.4068658888536488e-14,0.0,2.9163920476337153e-31,2.53752961335641e-28,4.131200568987244e-14,1.0713455425039201e-14,3.5144575301732938e-15,9.427963084195883e-16,1.632185034888816e-18,6.011346794144204e-30,0.0,9.599398174612796e-19,5.2928659919908836e-48,2.2777269785809936e-29,1.699372498584601e-30,0.0,1.7005604740897975e-19,6.599974715110832e-14,2.9129257249267585e-20,5.963188008243453e-18,3.9999237768853996e-28,7.828305576645269e-13,0.0,2.470928619436618e-40,0.0,1.5921184472148822e-28,0.0,3.0010182103996043e-25,2.4613686264623554e-33,7.764067425279602e-26,6.907067757352626e-14,0.0,0.0,2.981480122759212e-24,3.0654607334558066e-13,7.086121090474648e-30,0.0,3.4597196474189315e-46,0.0,1.2603134363104803e-32,9.490289470566339e-38,1.3827403783651262e-15,6.341265339959499e-18,4.8215371169681694e-23,3.131483691172506e-14,7.304271838825613e-29,0.0,3.8506128142054853e-38,7.929586442999517e-26,0.0,1.838053006454165e-16,0.0,0.0,0.0,3.0132131935250176e-15,0.0,0.0,0.0,1.5274363124566086e-15,8.787060408342346e-15,0.0,1.776665973932449e-17,5.5932568805416795e-15,7.18747374171935e-69,0.0,3.225892751713655e-37,0.0,5.589568560752643e-17,0.0,0.0,7.382125151694869e-16,0.0,9.298374921880123e-22,0.0,0.0,0.0,8.620931018989064e-17,2.4170202050751508e-23,0.0,2.1754387272409917e-17,6.392057052718707e-22,1.1193832618834125e-17,0.0,4.529786173860494e-19,0.0,0.0,9.7892408505071e-18,1.5920546792147524e-24,1.1201738277309566e-13,3.6178296333468875e-17,8.730532422435243e-35
0.05,0.16074884135167258,298.0000005250035,1.2117428337239957,0.6666566136085412,0.0,0.08005726594073742,2.9447753656218694e-17,0.05076855323631888,0.20251729971929192,2.982416238463948e-11,2.921541310662355e-41,0.0,5.402215182637652e-16,3.679722546006308e-26,0.0,2.6745253450511487e-07,0.0,5.0257322016379395e-21,1.5936175382060893e-12,0.0,7.155334237698534e-12,1.2967775700734603e-13,2.0631301181994457e-29,1.3269735582361334e-33,9.924102392143497e-19,0.0,0.0,6.113234000907018e-44,3.0639855271312436e-14,0.0,3.2567828118226407e-34,2.717170777905391e-16,2.639183678432671e-24,1.7250983868601413e-14,6.905082195050056e-32,1.1386107103866605e-14,0.0,7.289717596505701e-29,0.0,4.810554019949451e-29,1.3488079733021225e-31,0.0,0.0,2.2837284209245368e-12,3.284605588333262e-15,4.0121421402351444e-16,9.902217766744534e-15,9.179551378321818e-16,0.0,0.0,2.4087078004212556e-14,0.0,2.927538535368345e-31,9.601611935711528e-30,4.247161779782881e-14,1.1049231556917006e-14,3.5927641821057645e-15,9.450409303282167e-16,1.6389893193857515e-18,6.930709819786788e-30,2.1145914086964857e-42,9.77650406795845e-19,1.5143771595057494e-47,2.2777233394818765e-29,1.6993697864123473e-30,0.0,1.7538551162993695e-19,6.806815475245014e-14,3.004213851691256e-20,5.9631875673335314e-18,3.999915450415154e-28,8.164684354776891e-13,0.0,2.4711387596867866e-40,0.0,1.5921231781925406e-28,0.0,3.057646603806157e-25,2.4587035555030403e-33,7.764069395192604e-26,6.907152513762135e-14,0.0,0.0,3.036487482344789e-24,3.144054379374355e-13,1.2227774598627126e-28,0.0,3.556833268301101e-46,1.8158763903665197e-31,1.2858998269132147e-32,9.490333151985437e-38,1.38274094849937e-15,6.4707271222436844e-18,4.8215387459122314e-23,3.131471890539009e-14,7.304297076680897e-29,0.0,6.719080512053998e-38,7.929167949920741e-26,0.0,1.829194777361434e-16,0.0,0.0,0.0,3.0133140891055833e-15,0.0,0.0,0.0,1.5274366333296202e-15,8.787063891553813e-15,0.0,1.814656193625857e-17,5.593264542022914e-15,7.187425866803178e-69,0.0,3.2197746369643294e-37,0.0,5.5895712353326e-17,4.6134490243607357e-35,0.0,7.39353184275778e-16,0.0,9.29863666238775e-22,0.0,0.0,0.0,8.624538951338798e-17,2.4053778177366433e-23,0.0,2.1754294934019177e-17,6.2799296136093265e-22,1.1193949126243522e-17,0.0,4.529789575240638e-19,0.0,0.0,9.940758451517866e-18,1.5877015986403529e-24,1.1202342409238355e-13,3.6860969002266046e-17,2.4996962692636246e-34
0.051000000000000004,0.16075003755331088,298.00000457659416,1.211733816689201,0.6666561063971784,0.0,0.08005735105447401,3.0516648358089773e-17,0.05076850880013025,0.2025172141096068,2.614500207742548e-10,0.0,0.0,5.402230518562161e-16,1.1678973462232396e-25,0.0,8.192873881016539e-07,0.0,5.025810019402754e-21,1.6514621766865271e-12,0.0,6.435390501079489e-11,1.5263751736996059e-12,3.027560031905063e-29,1.3338229223696666e-33,1.0284219954979376e-18,0.0,0.0,5.9790753194483794e-43,3.3431122309840544e-13,0.0,3.2712618952184023e-34,6.988260910621228e-16,2.6510795979968657e-24,1.779912514548268e-14,8.432716953660055e-32,1.2819682497090995e-13,0.0,7.29203667605176e-29,0.0,1.4169714290669426e-28,1.5609756306165582e-31,0.0,0.0,2.0136699843674596e-11,3.2426918437530114e-14,4.947850505698242e-15,1.46222174720813e-14,5.253624072064913e-15,0.0,0.0,2.439639137212969e-14,0.0,3.1316355396937793e-31,4.955744442482786e-29,4.3690874344363706e-14,1.1400675199552437e-14,4.89912277522115e-15,9.859981138535098e-16,1.7700014733000735e-18,9.836460783151392e-30,0.0,1.0131257522340078e-18,4.659543351325658e-47,2.277712764124199e-29,1.6993619215900376e-30,0.0,1.809628453540089e-19,7.023273335598372e-14,3.099744733636331e-20,5.9631881325724975e-18,3.999890390713974e-28,8.515822504637091e-13,0.0,2.4716486348805496e-40,0.0,1.5921388948558056e-28,0.0,3.1140435907962664e-25,2.4703996897364074e-33,7.764078037534969e-26,6.90835370747103e-14,0.0,0.0,3.1466102852711542e-24,3.2414300195488844e-13,1.4171428529413145e-27,0.0,3.658944779649674e-46,4.315253852318105e-31,1.328143055609104e-32,9.490454039762635e-38,1.382742752840956e-15,6.600193624690153e-18,4.82154387008102e-23,3.1314625818678416e-14,7.304372347864354e-29,0.0,3.8454197611408666e-37,7.928827091770968e-26,0.0,1.8203805528485696e-16,0.0,0.0,0.0,3.015441634356257e-15,0.0,0.0,0.0,1.5274377463430894e-15,8.787074927656298e-15,0.0,1.854255891616492e-17,5.5934031265018925e-15,7.193198245683016e-69,0.0,3.2340695177220656e-37,0.0,5.589594485998817e-17,3.4694693004283836e-34,3.383539808196102e-32,7.602287144191583e-16,0.0,9.30509193325756e-22,0.0,0.0,0.0,8.699790933037e-17,2.3938070889858318e-23,0.0,2.1754269063810656e-17,6.1698038473470125e-22,1.119402706840021e-17,0.0,4.529840744784561e-19,0.0,0.0,1.0090032309482993e-17,1.5833540854641324e-24,1.1211606338169187e-13,3.754083919755534e-17,7.6425938365725756e-34
0.052000000000000005,0.16075383987164812,298.0000399175894,1.2117051554918263,0.6666544999669156,0.0,0.08005762072724727,3.650818415441122e-17,0.050768366436442586,0.20251694196692255,2.3120782787450813e-09,0.0,0.0,5.402456344447197e-16,4.378270612892504e-25,0.0,2.567804441626361e-06,0.0,5.02646604947945e-21,1.9748948753085604e-12,0.0,5.800700660186777e-10,1.780943140340581e-11,7.021163924381138e-29,1.433624194247046e-33,1.230298530628306e-18,2.873713983150347e-15,0.0,7.730652136546069e-42,3.660630559436962e-12,0.0,3.5145019796314726e-34,5.778517548028202e-15,2.8494555071058456e-24,2.5152829196648456e-14,2.957035137337514e-31,1.4545027715935138e-12,1.1818830435624507e-14,7.50618385816591e-29,0.0,2.5029606361856057e-28,4.301062113937305e-31,1.6470850056446594e-17,0.0,1.7861881269621924e-10,3.882452962579127e-13,6.5117001094405e-14,8.000858168349543e-14,5.318479947626018e-14,0.0,0.0,2.971512267940702e-14,5.72636585688708e-14,6.873717323811779e-31,8.16962073070524e-28,4.525415615925481e-14,1.1843030750319146e-14,2.669027079840969e-14,1.7325598638189564e-15,4.2927024281133566e-18,2.1827093471278553e-29,0.0,1.2119692483428291e-18,1.5692195039780777e-46,2.277687587343162e-29,1.6993433580355447e-30,0.0,1.8798043163326217e-19,7.295602071985923e-14,3.219936935617711e-20,5.9632070380418854e-18,3.9998225254759987e-28,8.948572895255076e-13,0.0,2.473257051819474e-40,0.0,1.5921954618936806e-28,0.0,3.1702256663739493e-25,2.6410123901025123e-33,7.764122444045533e-26,6.925497685777693e-14,0.0,0.0,3.76348929792433e-24,3.545659214765409e-13,1.615086179600033e-26,9.447855947492396e-22,3.789893425805818e-46,9.423153167802498e-31,1.4981393280011548e-32,9.490910262214089e-38,1.3827484691555503e-15,6.7296996733228435e-18,4.821560637094799e-23,3.131461176406606e-14,7.304632871238356e-29,0.0,3.8928069411085416e-36,7.928691491347914e-26,0.0,1.811612408349517e-16,0.0,0.0,0.0,3.0606076666182482e-15,0.0,0.0,0.0,1.5274413311228512e-15,8.787109915308189e-15,0.0,1.9027554496682384e-17,5.596443317220747e-15,2.0617886150424617e-68,0.0,3.4744689980411396e-37,0.0,5.590109298168177e-17,1.349257268881536e-33,1.1088584523474319e-30,1.1423244438891057e-15,0.0,9.465775215977202e-22,0.0,0.0,0.0,1.0270179922796896e-16,2.3823459176747043e-23,0.0,2.1754329087350708e-17,6.06163870190337e-22,1.1194108202773057e-17,0.0,4.531021029994453e-19,0.0,0.0,1.0237136166451551e-17,1.5790357627965648e-24,1.1354324888281897e-13,3.821800498554566e-17,2.381463984895526e-33
