grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11401)
0.0,0.1590039184570812,298.0,1.2117471981533612,0.6666568594892684,4.1677658731056597e-19,0.08005722468838854,0.0,0.050768574663978557,0.20251734115785955,0.0,0.0,4.495185845259417e-15,4.511122327371562e-16,0.0,1.2057240542645918e-14,3.4596182451740344e-14,0.0,1.3926146571835428e-19,0.0,0.0,2.6115481544972436e-16,0.0,1.5289580471727978e-22,0.0,2.5386265132954964e-14,0.0,0.0,0.0,5.2028537021760604e-17,3.4079423982538003e-14,0.0,0.0,0.0,2.98843549748256e-14,0.0,0.0,1.1087913631965988e-14,0.0,0.0,0.0,0.0,4.194133949066503e-17,1.9070720629914752e-14,1.6167224959419041e-16,0.0,0.0,1.5082493232303024e-14,1.1969643002368783e-14,0.0,0.0,3.402893157123633e-17,0.0,0.0,6.742498541726529e-15,0.0,0.0,1.859647121250443e-14,1.5543847294248503e-17,1.3411032541578904e-18,0.0,0.0,0.0,1.5446645859172587e-13,4.1044497346057407e-32,3.026236131013206e-33,0.0,0.0,0.0,0.0,0.0,3.0865618217741917e-29,0.0,0.0,4.979022172857543e-29,1.0533541112914183e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.022858605796644e-18,6.001899607020685e-16,2.784724795925399e-34,0.0,0.0,0.0,0.0,0.0,0.0,2.6918815525632245e-19,0.0,4.6157868364145856e-14,3.660024503480528e-17,0.0,3.014390929336469e-39,1.0925592691267296e-16,0.0,2.721392731651858e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920906032119091e-20,0.0,3.237076947483765e-20,9.971585406036076e-15,0.0,1.5914978012821699e-15,0.0,3.2970230155671015e-16,2.4715279418032618e-14,0.0,0.0,0.0,1.005099350640549e-17,2.299544893002545e-20,0.0,5.8025007988593984e-15,0.0,2.2139987779383852e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714833828014942e-15,0.0,5.319868698435032e-16,4.2376821657783536e-16,0.0,1.3218150417122427e-18,0.0,0.0,0.0,0.0,1.2231019774975937e-34,0.0
0.016,0.15900391846004633,298.00000000081064,1.2117471981309524,0.6666568594880748,4.167765913934919e-19,0.08005722468882477,0.0,0.05076857466385951,0.20251734115757578,0.0,0.0,1.9883566267642206e-22,4.511122326440423e-16,9.25264334641465e-23,0.0,1.2210082588124566e-12,0.0,1.3926147976358722e-19,0.0,5.583235323646905e-14,3.336059216973096e-14,0.0,2.5816072201830822e-20,0.0,8.953353732771328e-19,0.0,0.0,0.0,5.808027394087525e-17,3.95309359623029e-21,0.0,0.0,0.0,2.958004200899822e-14,0.0,0.0,1.1084507220849584e-14,0.0,0.0,0.0,0.0,4.193845713958096e-17,1.0427098041025406e-21,2.031840853142763e-14,0.0,0.0,1.5082493223607514e-14,1.1969696260238515e-14,0.0,0.0,8.753794064142532e-15,0.0,0.0,1.1327477631838585e-17,0.0,0.0,1.8596553017757704e-14,1.554351864547892e-17,1.3411032529994085e-18,0.0,0.0,0.0,1.752207836197201e-21,2.2777289969947052e-29,1.6993739983453647e-30,0.0,0.0,0.0,0.0,5.9631253492033e-18,1.3891020390225872e-26,0.0,0.0,1.820175705185076e-26,1.0533564180861353e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964325056099343e-24,1.1231622431718064e-13,1.009039055245044e-32,0.0,0.0,0.0,0.0,0.0,0.0,3.357219221668598e-18,0.0,4.6154780237935666e-14,8.731196877610008e-24,0.0,8.761387239385717e-37,1.09255956602813e-16,0.0,6.244681130334602e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1498795663020055e-17,0.0,1.61038805750092e-17,9.97158540627803e-15,1.2798399573595059e-68,1.5913089668890117e-15,0.0,3.2970228735609347e-16,2.4715279417973557e-14,0.0,0.0,0.0,3.661044438674568e-15,2.2994772981017483e-20,7.243493460310983e-32,5.8025007981052584e-15,0.0,2.213998777933182e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714833824043197e-15,0.0,5.320180136567032e-16,6.942931899606128e-22,0.0,5.288596742727951e-16,0.0,0.0,0.0,0.0,2.800696988986217e-32,4.682404439528163e-17
0.032,0.15900391854971704,298.0000000007842,1.2117471974476044,0.6666568594495337,4.167766006577765e-19,0.08005722469530722,0.0,0.0507685746605099,0.20251734115108544,0.0,0.0,8.83327319318299e-30,4.511122330384052e-16,3.899201105169181e-29,0.0,4.312441798246804e-11,0.0,1.3926151138559338e-19,0.0,5.583244470721238e-14,3.336477880119335e-14,0.0,1.2329677352012072e-26,0.0,0.0,0.0,1.7655128977713808e-33,2.814665521079766e-46,5.808681905763535e-17,4.595062829492081e-28,0.0,0.0,0.0,2.95795500040381e-14,0.0,0.0,1.1084507284073064e-14,0.0,1.493930572144873e-29,0.0,0.0,4.193845791171805e-17,0.0,2.0319657512727312e-14,0.0,0.0,1.5082493249024748e-14,1.1969708332385618e-14,0.0,0.0,8.76780721028488e-15,0.0,0.0,1.906269898988306e-20,0.0,0.0,1.859661311702547e-14,1.554354299442028e-17,1.3411032523104404e-18,0.0,0.0,0.0,1.9894153988119543e-29,2.2777289969591237e-29,1.699374004088419e-30,0.0,0.0,0.0,0.0,5.9631883880128785e-18,4.003750004989902e-28,0.0,0.0,2.066841334967574e-33,1.0533587250678794e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0774223514558603e-13,3.6055996224617446e-31,0.0,0.0,0.0,0.0,0.0,0.0,6.4451403106340606e-18,0.0,4.615169232089282e-14,2.429046247269565e-30,0.0,8.761396080112041e-37,1.0925611355458855e-16,0.0,1.4677294194245527e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149880554635708e-17,0.0,1.5878489718588308e-17,9.971585407098488e-15,1.279841777816944e-68,1.5912445535213948e-15,0.0,3.2970227554036084e-16,2.4715279420396335e-14,0.0,0.0,0.0,3.661052821128486e-15,2.2994772981910257e-20,7.243493481392687e-32,5.802500797181485e-15,0.0,2.2139987781766184e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271483382515998e-15,0.0,5.320491572090567e-16,1.7176531564478488e-24,0.0,5.289759704782745e-16,0.0,0.0,0.0,0.0,9.347419384970794e-37,4.658990267323489e-17
0.04,0.15900391974878003,298.000000000788,1.211747188309722,0.6666568589344234,4.1677661883395686e-19,0.0800572247817326,0.0,0.05076857461571837,0.2025173410643244,0.0,0.0,7.984413594598984e-37,4.5111223416317e-16,0.0,9.212819923840663e-27,6.033639039327037e-10,0.0,1.392615698130885e-19,0.0,5.5832509619994055e-14,3.356459654574694e-14,0.0,9.95910514924124e-33,0.0,0.0,0.0,1.6322624030052856e-33,2.8269699126767075e-46,5.84768336798246e-17,1.0772161989211133e-34,0.0,0.0,3.517884155944584e-29,2.957949986308573e-14,2.2631949411612306e-35,0.0,1.10845089294258e-14,0.0,1.389177673993385e-29,0.0,0.0,4.193845908340848e-17,0.0,2.0387506716308115e-14,0.0,0.0,1.5082495074821383e-14,1.1969710722777474e-14,8.200344267171935e-32,0.0,8.767491973055584e-15,0.0,0.0,6.448679868892282e-23,0.0,0.0,1.8596643173211678e-14,1.554364117261042e-17,1.341103261591044e-18,0.0,1.8107270497265854e-40,0.0,4.5336572829957634e-37,2.2777289847016278e-29,1.6993739949434167e-30,0.0,0.0,0.0,0.0,5.963188385461378e-18,3.999928520788565e-28,0.0,0.0,6.757922623290254e-40,1.0533598800186248e-14,0.0,6.026063424102197e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0551774204754778e-13,5.277874841038378e-31,0.0,0.0,0.0,0.0,0.0,0.0,7.989049202847282e-18,0.0,4.6150148466557125e-14,3.4497375551610784e-31,0.0,8.761397761189783e-37,1.0925621626748089e-16,0.0,3.2880348156819124e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1498805597703806e-17,0.0,1.5768868648765294e-17,9.971585417680013e-15,1.2836077607569918e-68,1.5912380928815655e-15,0.0,3.2970226978880773e-16,2.4715279450888457e-14,0.0,0.0,0.0,3.6610528258520874e-15,2.2994773006512745e-20,7.243493485447089e-32,5.80250079971915e-15,0.0,2.2139987810785243e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714833839470329e-15,0.0,5.32064823068875e-16,1.7161395738787683e-24,0.0,5.290334776152733e-16,0.0,0.0,0.0,0.0,6.222409618269436e-41,4.64732211097287e-17
0.044,0.15900392806434058,298.0000000011764,1.211747124937991,0.6666568553622527,4.1677663585178513e-19,0.08005722538102363,0.0,0.05076857430506381,0.20251734046264047,1.2662718156127909e-14,0.0,1.4680210280681293e-43,4.511122381824574e-16,0.0,1.3071136252501072e-26,4.488563907648245e-09,0.0,1.3926161302039826e-19,0.0,5.58335171317225e-14,3.841763209426231e-14,0.0,2.1135565800767337e-34,8.408352586696243e-39,0.0,0.0,1.566811382878624e-33,2.8254060619752823e-46,7.019164575705144e-17,5.092620450438972e-41,2.9872435919821886e-44,0.0,3.6115135125725636e-29,2.957949731406657e-14,1.1093642646871215e-34,0.0,1.1084562119896228e-14,0.0,1.3376842878125528e-29,0.0,0.0,4.1938480406099646e-17,0.0,2.200968681103382e-14,0.0,0.0,1.508256528866661e-14,1.1969858897376519e-14,1.1936336155146523e-31,0.0,8.767320335368241e-15,0.0,0.0,4.377598715411804e-25,0.0,0.0,1.859666746332445e-14,1.554391243177559e-17,1.3411038067949704e-18,0.0,4.4662592122109324e-41,0.0,2.0737181836110522e-44,2.2777288998293064e-29,1.6993739316242655e-30,0.0,0.0,0.0,0.0,5.963188368040416e-18,3.999928113626649e-28,0.0,0.0,2.4708845872584092e-40,1.0533604665052873e-14,0.0,8.549809557175093e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0442169934463355e-13,6.2418462895769124e-31,0.0,0.0,0.0,0.0,0.0,0.0,8.76099072012342e-18,0.0,4.614937690802733e-14,3.449728326537097e-31,0.0,8.761505740255697e-37,1.0925627357707773e-16,0.0,3.289405248045966e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149880596875721e-17,0.0,1.5714853116058655e-17,9.971585491597867e-15,1.281403846337128e-68,1.5912352239854693e-15,2.8481383568588454e-47,3.2970226842178875e-16,2.4715279659693353e-14,0.0,0.0,0.0,3.6610528542889074e-15,2.2994773206047408e-20,7.243493557858711e-32,5.802500832457828e-15,0.0,2.2139988007464874e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714833937108292e-15,0.0,5.320727218785445e-16,1.7159497658131603e-24,0.0,5.290621820907715e-16,0.0,0.0,0.0,0.0,8.312756620044988e-45,4.6414987795503204e-17
0.048,0.15900400773083567,298.00000001362895,1.21174651781093,0.6666568211418473,4.167767097162565e-19,0.08005723112208062,0.0,0.05076857132821106,0.20251733469828515,6.947129788403666e-13,1.8661293936528265e-44,2.780543717013793e-50,4.511122703001716e-16,0.0,1.307953319405635e-26,4.170822627470847e-08,0.0,1.3926160017971815e-19,0.0,5.587983249053172e-14,1.9719170390004515e-13,1.4771873066165327e-15,2.204820896779144e-34,8.187185237266074e-39,0.0,0.0,1.5137845092444017e-33,5.521201039361959e-46,5.432593287573482e-16,2.444183139997621e-47,2.9862499229753343e-44,0.0,3.555751376302936e-29,2.957995065181871e-14,1.157880290854252e-34,0.0,1.1086977419924659e-14,0.0,1.295749084873488e-29,0.0,0.0,4.193953363697995e-17,0.0,7.419000509089874e-14,0.0,0.0,1.5086203703572982e-14,1.197595360444615e-14,2.260279698232411e-28,0.0,8.767270312378432e-15,0.0,0.0,3.005536333555853e-27,0.0,0.0,1.8597270819369306e-14,1.5558123397019238e-17,1.341143559196572e-18,0.0,0.0,0.0,9.548548642782101e-52,2.2777280899945948e-29,1.6993733274981986e-30,0.0,0.0,0.0,0.0,5.963188207792166e-18,3.9999262892525587e-28,0.0,0.0,2.4708563945815597e-40,1.0533611387639875e-14,0.0,8.555298336094863e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.033410169425575e-13,1.3949589737296376e-30,0.0,0.0,1.6121329715178293e-36,0.0,0.0,0.0,9.532919719858073e-18,0.0,4.6148608589182264e-14,3.452954309526109e-31,0.0,8.765962250585733e-37,1.0925634093037733e-16,0.0,3.291374195157993e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14988094821715e-17,0.0,1.5661531159957262e-17,9.97158620984518e-15,1.2787111315493396e-68,1.5912330405590536e-15,2.8470736220964466e-47,3.2970230177204334e-16,2.4715281668356064e-14,0.0,0.0,0.0,3.661053121283619e-15,2.299477496989773e-20,7.243495266848424e-32,5.802501167563742e-15,0.0,2.2139989901511545e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714834886208237e-15,0.0,5.320814588406784e-16,1.7157611679169273e-24,0.0,5.290908719250685e-16,0.0,0.0,0.0,0.0,0.0,4.635686447616905e-17
0.049,0.15900413447128273,298.0000000762295,1.2117455519411815,0.6666567667129093,4.167767544164003e-19,0.0800572402537375,0.0,0.050768566589488986,0.20251732552797017,4.178719664057888e-12,3.5247310777030874e-44,2.130645209964706e-56,4.511123239659356e-16,0.0,2.3180445820280375e-26,1.0090995143317597e-07,0.0,1.392613100719772e-19,0.0,5.622219216010051e-14,1.023721266447416e-12,1.3890694024895244e-14,3.117136933143125e-34,1.234035607831011e-38,0.0,0.0,1.543759951483649e-33,2.3229734000908373e-45,3.572519394525133e-15,4.332518083453496e-50,5.777222007153578e-44,0.0,3.584735899008651e-29,2.9583604007115475e-14,1.6400758979914726e-34,0.0,1.1104363027499541e-14,0.0,1.318723887036006e-29,0.0,0.0,4.194794276146224e-17,0.0,3.4133572787868546e-13,0.0,0.0,1.511602022851014e-14,1.2015368039469122e-14,2.1854761449618924e-31,0.0,8.768523846845701e-15,0.0,0.0,8.454835830681219e-29,0.0,0.0,1.8603119050110216e-14,1.5712098924433184e-17,1.3416013399794798e-18,0.0,0.0,0.0,2.492238078538516e-55,2.277726817710393e-29,1.699372378659407e-30,0.0,0.0,0.0,0.0,5.963187985451342e-18,3.9999234102572135e-28,0.0,0.0,2.4708500623529243e-40,1.0533614326393212e-14,0.0,1.5162290995313546e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0308130393230133e-13,5.9803593161897874e-30,0.0,0.0,0.0,0.0,0.0,0.0,9.725901985397483e-18,0.0,4.6148421395369466e-14,3.4497352801227342e-31,0.0,8.794804873137562e-37,1.0925636562050926e-16,0.0,3.291901580447868e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149881511590377e-17,0.0,1.56481211828353e-17,9.97158764290132e-15,1.2798420941937204e-68,1.5912362525793329e-15,6.999956631230522e-47,3.297025240909315e-16,2.471528485611548e-14,0.0,0.0,0.0,3.661053581362749e-15,2.2994779146165206e-20,7.24350427613498e-32,5.802501708029864e-15,0.0,2.213999290406106e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714836386235973e-15,0.0,5.320867913116911e-16,1.7157150685209585e-24,0.0,5.290980949682891e-16,0.0,0.0,0.0,0.0,4.330901753017419e-43,4.634234567577766e-17
0.05,0.15900453324849337,298.00000061707493,1.2117425129304524,0.6666565955503677,4.167767567870045e-19,0.08005726897196981,0.0,0.05076855165869392,0.2025172966749586,3.472720711300468e-11,4.4788935609699654e-41,7.125950886031195e-55,4.511125360591197e-16,0.0,5.136689312531215e-23,2.8709759438406536e-07,0.0,1.392600443828863e-19,0.0,6.047809780799451e-14,8.403906513503893e-12,1.571728728019923e-13,0.0,2.1448479102573654e-35,0.0,0.0,1.942410620462317e-33,1.4026239010989845e-45,3.642640393593772e-14,0.0,1.2843333515553871e-37,0.0,9.100960489409628e-29,2.9632137440443733e-14,7.34022562963529e-34,1.1708473779711689e-14,1.1315057747265049e-14,0.0,1.6258650284279694e-29,0.0,0.0,4.20605861552388e-17,0.0,2.6899383737816914e-12,1.696843496244243e-15,3.248183854381299e-16,1.5524897458662295e-14,1.2446761734287345e-14,4.925822939476223e-28,0.0,8.79059221216645e-15,0.0,0.0,0.0,0.0,0.0,1.869959813336875e-14,1.8489425090707314e-17,1.3503237845585655e-18,0.0,1.6738315126474874e-41,0.0,1.0406640941351167e-51,2.2777229437541392e-29,1.699369491741108e-30,0.0,0.0,0.0,0.0,5.963187547820139e-18,3.9999145315526403e-28,0.0,0.0,2.4708444875903086e-40,1.0533620480577061e-14,0.0,3.3598901945149015e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029618429747157e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91888562034858e-18,0.0,4.614824658042028e-14,3.4567725306622968e-31,0.0,9.110545532449289e-37,1.0925639891364616e-16,0.0,3.2924194811188155e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1498832819596627e-17,0.0,1.563405773257102e-17,9.971598362260768e-15,1.270484348709745e-68,1.5913174256233023e-15,1.2259988301544855e-40,3.297066910977815e-16,2.471529489199587e-14,0.0,0.0,0.0,3.661055801861179e-15,2.2994821140630334e-20,7.243597618024415e-32,5.802503507963466e-15,0.0,2.2140002352437008e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714841116160162e-15,0.0,5.321304227889102e-16,1.715669453090437e-24,0.0,5.291054831932385e-16,0.0,0.0,0.0,0.0,1.173094306864721e-38,4.632784721098707e-17
0.051000000000000004,0.15900578897332396,298.0000052894648,1.2117329433725645,0.6666560573562121,4.1677663179532725e-19,0.08005735928668099,0.0,0.05076850448002255,0.20251720581955485,3.025769373747923e-10,0.0,1.2604544399346787e-54,4.511142391843447e-16,0.0,5.330591374222841e-23,8.726545077980353e-07,0.0,1.3925596657898146e-19,0.0,6.520745354466792e-14,7.430274282970332e-11,1.8110047618117179e-12,0.0,2.6834009241358903e-35,0.0,0.0,5.0833463089716675e-33,0.0,3.927449797988304e-13,0.0,1.1368528637477228e-36,4.039912713043694e-16,8.152457431706271e-27,3.027670841194471e-14,1.0572840242162246e-33,1.4931382169123184e-13,1.3866879543596076e-14,1.2131989342468238e-32,3.9818166657771184e-29,0.0,0.0,4.356982912558025e-17,0.0,2.3337675839703932e-11,3.601559470777009e-14,5.741787065470031e-15,2.1131986532117544e-14,1.7168373842584047e-14,5.1118176851659265e-28,0.0,9.167432632000507e-15,0.0,0.0,0.0,0.0,0.0,2.0292388647426946e-14,6.85923901095555e-17,1.5165447802580097e-18,0.0,4.478205903844364e-42,0.0,1.559747229036178e-49,2.2777118603241207e-29,1.699361251726251e-30,0.0,0.0,0.0,0.0,5.963188431451765e-18,3.9998881316985987e-28,0.0,0.0,2.4708465798355335e-40,1.0533636740125732e-14,0.0,3.4866976730976057e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0484711585015132e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0111876657603737e-17,0.0,4.614811070871439e-14,3.4570742712760224e-31,0.0,1.2566482738855645e-36,1.092563908318173e-16,0.0,3.297577295710549e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149888851372712e-17,0.0,1.562953173827486e-17,9.971772150772484e-15,1.2738477069490172e-68,1.5931211161969088e-15,1.1193367130261735e-39,3.2979261098953623e-16,2.4715326616029385e-14,0.0,1.5279711212519496e-32,0.0,3.6610812437130804e-15,2.2995669021927828e-20,7.244602257610039e-32,5.802510565173837e-15,0.0,2.2140032079035275e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714856056068205e-15,0.0,5.327176336121457e-16,1.7156379387765253e-24,0.0,5.291140398201602e-16,0.0,0.0,0.0,0.0,1.3090459247559317e-36,4.6313399154162764e-17
0.052000000000000005,0.15900975190176683,298.0000456534421,1.2117027438987025,0.6666543655024773,4.167761611369025e-19,0.0800576433132531,5.381492474421765e-18,0.0507683543273269,0.20251691906549216,2.6511083019357377e-09,0.0,6.590473178718654e-54,4.511409032079789e-16,6.803141168724571e-26,5.507717962553274e-23,2.7142443474036775e-06,0.0,1.3924388549735592e-19,2.898748597815216e-13,7.406287198371448e-14,6.627306815203228e-10,2.0900534642873426e-11,1.3214374903919717e-29,7.015737392260056e-35,1.812632849372749e-19,2.3886836062463227e-15,3.4084731419864206e-32,1.3566746377751281e-42,4.257261185174585e-12,3.6749262301459573e-47,1.0463181651096121e-35,6.2080470526452e-15,8.453952005676591e-26,3.883747343291993e-14,4.170950315899767e-32,1.6962684278767012e-12,4.479179439787257e-14,2.391341069301538e-30,2.5657641441943225e-28,0.0,5.322592739542627e-32,6.37923226971724e-17,0.0,2.0486435923649504e-10,4.50862335195642e-13,7.670963328155794e-14,9.802520952466242e-14,6.88470404463779e-14,5.28173537953161e-28,0.0,1.55914470002374e-14,7.462907319438902e-14,3.0552782693986237e-32,1.6650664177032116e-28,0.0,0.0,4.65900438699523e-14,9.724674312671631e-16,4.684291635425513e-18,3.33480155763757e-30,0.0,1.7860292763264388e-19,4.900276912299029e-48,2.2776865066234916e-29,1.6993425875007986e-30,0.0,0.0,0.0,0.0,5.9632107326354695e-18,3.999818264347479e-28,0.0,0.0,2.4708941675893517e-40,1.0533684768868319e-14,0.0,3.602481855273503e-31,0.0,3.479078760385344e-35,0.0,0.0,0.0,0.0,5.578010397455041e-25,1.30429775749558e-13,0.0,2.9590470845619724e-21,0.0,0.0,4.124889106833866e-34,0.0,0.0,1.0304922322319605e-17,0.0,4.614809734168415e-14,3.4574473283921496e-31,0.0,5.0391812816726644e-36,1.0925612672461015e-16,0.0,3.352929487236871e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149906430433913e-17,0.0,1.571574777647058e-17,9.975473249446439e-15,1.3087307817189474e-68,1.6331254244044268e-15,1.0338769791330171e-38,3.315975425943929e-16,2.471543095946029e-14,0.0,9.124538219673618e-31,0.0,3.6615986180710486e-15,2.301599633169458e-20,7.255550682938422e-32,5.802558539900806e-15,0.0,2.2140125702191238e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2714904349106059e-15,0.0,5.410239533838712e-16,1.7157010318194098e-24,0.0,5.291430209495902e-16,0.0,0.0,0.0,0.0,3.97247138746066e-35,4.629912253787942e-17
