grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11401),Y_S(11405)
0.0,0.15900392377103112,298.0,1.2117471981533787,0.6666568594891852,0.0,0.08005722468837378,1.8961227916318612e-14,0.05076857466393102,0.20251734115782585,1.5867515189625483e-16,3.411403131289229e-14,0.0,1.783388332351438e-15,0.0,0.0,3.4749740795657396e-14,0.0,6.971390161689178e-20,0.0,1.4052987434527644e-14,0.0,6.512653362881471e-17,0.0,3.903048820402017e-15,2.3395284524548447e-15,3.545599792634599e-18,0.0,0.0,0.0,0.0,3.2412070478425897e-31,0.0,1.860982539966324e-28,0.0,3.713565644715162e-16,0.0,0.0,8.753272806600259e-14,0.0,1.103599616705685e-30,4.861162904188386e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36017870116884e-17,1.995695261133975e-16,5.699174457019644e-17,2.2281120669200547e-16,0.0,1.1312012041612547e-14,3.799013913150817e-15,1.0156392338055678e-17,0.0,0.0,0.0,5.694883760594368e-27,2.5790793559198297e-32,1.0586188148270982e-21,0.0,4.104449608333777e-32,3.026235975264353e-33,6.21543419193386e-14,9.234885843858863e-23,3.6325038710255076e-17,2.0582521683467874e-23,3.323205557405603e-14,0.0,1.6540467786350985e-16,7.816876326578402e-20,0.0,0.0,2.564562690014017e-16,9.27772010819583e-30,0.0,3.9251151095844554e-24,0.0,5.735290515303088e-16,1.5059148818120903e-16,4.1302824107947904e-14,2.1591297086680404e-18,2.2732785491000826e-16,7.2435846773236905e-34,5.774326435025075e-21,2.5944405615158143e-49,0.0,1.3872278205973607e-31,1.0079383398089306e-34,4.989444550058752e-19,2.787138338163834e-19,0.0,0.0,0.0,1.2955030294674649e-19,0.0,0.0,7.236795822566101e-16,1.3114302312591616e-16,0.0,0.0,1.309207053510793e-13,1.6293924517854234e-17,0.0,1.917937283099592e-19,1.2589510445132107e-18,0.0,0.0,0.0,0.0,9.305247915105596e-21,0.0,0.0,0.0,9.489863799484724e-35,1.1038423408263722e-15,0.0,0.0,0.0,0.0,5.33422256112991e-19,0.0,0.0,0.0,4.3839337938890284e-48,0.0,0.0,0.0,6.407128149450637e-14,1.1587562094186251e-18,5.591136925415256e-23,5.360652055024606e-19,0.0,3.3592552250017847e-16,0.0,0.0,0.0,4.9718065005670885e-16,0.0,0.0,0.0,1.3439730333391326e-13,1.0286969795901687e-20,2.9375159699966474e-34,0.0,0.0
0.016,0.1590039237738899,298.0000000006071,1.2117471981316956,0.6666568594880717,0.0,0.08005722468843376,1.1424953714957435e-17,0.050768574663854905,0.2025173411576491,1.9888544777821205e-14,1.9787345566471727e-21,0.0,1.7833883329102797e-15,0.0,6.191647864640387e-19,1.2211780523510437e-12,0.0,6.97138779258557e-20,0.0,1.4064881582911435e-14,0.0,1.1049748850345646e-14,0.0,4.273415084860208e-22,3.3912698788509003e-19,6.09231426505386e-16,0.0,0.0,0.0,0.0,3.720812113073548e-29,0.0,3.302482059510984e-26,0.0,7.543461389120438e-23,0.0,0.0,2.0709747069699275e-19,0.0,2.227742875915295e-28,9.781496310487484e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.676969350633284e-23,2.547127568501293e-16,1.4687432233260168e-14,2.228112091227371e-16,0.0,1.9038595590401366e-17,1.0835901471531759e-14,2.5242521599909643e-15,0.0,0.0,0.0,1.4668590692939728e-24,3.2193183343483624e-39,3.6996953801982383e-19,0.0,2.277728997107191e-29,1.699373988644078e-30,4.807770818073487e-20,4.00678192492941e-20,1.555031751029661e-14,6.863302732434612e-21,5.963332444639163e-18,0.0,6.819313710648149e-14,2.919960219365467e-17,0.0,0.0,8.028971407301022e-23,4.049947843258594e-27,0.0,7.308040830433862e-22,0.0,1.213991517171486e-13,6.990334362043853e-14,4.130282412615314e-14,2.286513022452168e-24,4.251848507198482e-14,2.155598547577777e-31,1.937395688351518e-18,9.074572442009854e-47,0.0,6.589900684762441e-29,4.785529236847398e-32,2.8746267089526015e-16,0.0,0.0,0.0,0.0,4.212134000008488e-17,0.0,0.0,1.2370949785006e-21,3.2440020714537153e-22,0.0,0.0,1.3283877963212716e-13,2.0125134816830236e-22,0.0,8.904513186941294e-17,1.2596493774297636e-18,0.0,0.0,0.0,0.0,4.625828015876832e-18,0.0,0.0,0.0,3.547322183482317e-32,1.103842260517354e-15,0.0,0.0,0.0,0.0,1.922399643496488e-16,0.0,0.0,0.0,1.38713979783919e-45,0.0,0.0,0.0,6.407128149814727e-14,5.805558968727129e-16,2.822823446648655e-20,2.6769635913813594e-16,0.0,3.3592553215743467e-16,0.0,0.0,0.0,4.971806502184701e-16,0.0,0.0,0.0,1.3439731583317032e-13,0.0,6.280292568223575e-32,0.0,0.0
0.032,0.15900392386354317,298.0000000005469,1.21174719744846,0.6666568594495491,0.0,0.08005722469494421,0.0,0.05076857466050868,0.20251734115116837,1.564949531010294e-14,1.152174641872846e-28,0.0,1.783388332984954e-15,0.0,3.9035004797915736e-23,4.3124589178926387e-11,0.0,6.971382351246198e-20,0.0,1.4065053135526327e-14,0.0,1.1049771325057385e-14,0.0,4.6925018619338213e-29,0.0,6.092317045252046e-16,7.92162017457638e-33,0.0,0.0,0.0,4.995075834860097e-36,0.0,2.334508912291443e-27,0.0,1.535142638164585e-29,0.0,0.0,4.909016988915322e-25,5.727630210576185e-29,1.0418334876857463e-28,4.5430166513590265e-28,0.0,5.443189345220667e-27,0.0,0.0,0.0,0.0,0.0,3.972196515897931e-28,2.891563857268449e-16,1.4712390004910265e-14,2.2281122786207285e-16,0.0,3.2097158794367474e-20,9.283416976890873e-15,2.0745879608614677e-15,0.0,0.0,0.0,0.0,1.2941008579334732e-46,0.0,0.0,2.2777289968510855e-29,1.699374004006329e-30,9.20932858692776e-23,3.293023649300065e-20,1.2780693967610979e-14,5.640690523047808e-21,5.963188387835938e-18,3.999076768080239e-28,2.290931863613766e-14,2.9199601827714743e-17,0.0,0.0,6.319308761872224e-29,2.553301399068896e-31,0.0,1.2924547830233316e-28,0.0,1.2139943770127527e-13,6.990339867913051e-14,4.130282413009213e-14,0.0,3.217912969212885e-14,1.6433924279482163e-31,1.744367281571246e-19,7.774568956585054e-47,0.0,0.0,3.765733019742152e-38,2.874627830908737e-16,0.0,0.0,0.0,0.0,1.2618587852001152e-17,0.0,0.0,2.0508452519152942e-24,7.445909261309184e-28,0.0,0.0,1.3283890030421744e-13,2.0062753877408596e-22,0.0,5.634439567506929e-17,1.2604984045933836e-18,0.0,0.0,0.0,0.0,4.11632995637083e-18,0.0,0.0,0.0,1.1080858277513503e-38,1.103842178347067e-15,0.0,0.0,0.0,0.0,1.9224039333386554e-16,0.0,0.0,0.0,1.1485064573510779e-45,0.0,0.0,0.0,6.407128150656906e-14,5.615266126688083e-16,2.188396017783779e-20,2.867332877993821e-16,0.0,3.3592553216619354e-16,0.0,0.0,0.0,4.971806504620039e-16,0.0,0.0,0.0,1.343973283584241e-13,0.0,1.9570489353620386e-36,0.0,0.0
0.04,0.1590039250625976,298.0000000005342,1.2117471883106292,0.6666568589344479,0.0,0.08005722478138327,0.0,0.0507685746157188,0.20251734106441202,1.4464875215546046e-14,1.3624551782462196e-35,0.0,1.7833883347610153e-15,0.0,0.0,6.033641119601477e-10,0.0,6.971371028630363e-20,0.0,1.4065122852764572e-14,0.0,1.1051080050323506e-14,0.0,1.1449187266996604e-35,0.0,6.09232314664831e-16,7.819233789925937e-33,0.0,0.0,0.0,2.395030124088398e-37,0.0,2.1559159931780155e-27,0.0,0.0,0.0,0.0,3.583295716308029e-30,5.655530906854538e-29,9.5233548648154e-29,2.6096266319980146e-33,0.0,5.67267981586124e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0047351733894486e-16,1.4712594828422625e-14,2.228125351621767e-16,0.0,1.0877422850043157e-22,8.525409084135033e-15,1.8548905962542178e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2777289845882167e-29,1.6993739948573227e-30,9.205518250898448e-23,2.9442948117228195e-20,1.1427234658878043e-14,5.043345438270273e-21,5.96318838527111e-18,3.9999282560853523e-28,8.99055636116158e-16,2.9199599939206006e-17,1.5144055051733831e-40,0.0,3.80386682833177e-29,0.0,0.0,0.0,0.0,1.2139943782682103e-13,6.990339861566516e-14,4.1302824176312124e-14,0.0,2.7131102582061174e-14,1.3965480948080857e-31,2.8851410039141866e-20,7.13976234739985e-47,0.0,0.0,2.266392919864826e-38,2.8746279462374725e-16,0.0,0.0,0.0,0.0,5.820113683894802e-18,0.0,0.0,2.0431411223367365e-24,6.234768616326779e-30,0.0,0.0,1.328389004240077e-13,2.0062752574899598e-22,0.0,3.739799026492504e-17,1.2609229198302237e-18,0.0,0.0,0.0,0.0,3.867567609390108e-18,0.0,0.0,0.0,2.367754693953051e-40,1.1038421361740191e-15,0.0,0.0,0.0,0.0,1.9224038978106726e-16,0.0,0.0,0.0,1.0372109001856798e-45,0.0,0.0,0.0,6.407128157786216e-14,5.60262211374262e-16,1.9117333733413956e-20,2.880004398037145e-16,0.0,3.35925532496873e-16,0.0,0.0,0.0,4.971806513789584e-16,0.0,0.0,0.0,1.3439733478036994e-13,0.0,8.011780083311943e-40,0.0,0.0
0.044,0.15900393337815508,298.0000000009144,1.211747124938925,0.6666568553622706,0.0,0.08005722538067979,0.0,0.05076857430506421,0.20251734046272707,3.472111968129801e-14,3.274002310242929e-42,0.0,1.7833883468754248e-15,0.0,0.0,4.488564491880093e-09,0.0,6.971353956790708e-20,0.0,1.4065126911357878e-14,3.807625610734691e-15,1.1093125777231059e-14,0.0,9.926968421561682e-37,0.0,6.092490504107815e-16,7.743692525509996e-33,0.0,0.0,0.0,2.324807336385068e-37,0.0,2.0922080487092782e-27,0.0,0.0,0.0,0.0,1.2327416676305668e-30,5.601524993930585e-29,9.082310214095574e-29,0.0,0.0,5.7542834002191846e-27,0.0,0.0,0.0,0.0,0.0,0.0,3.0479617385218504e-16,1.4712678484154143e-14,2.228656896054485e-16,0.0,7.396998823278297e-25,8.151937203192072e-15,1.7466315190824442e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2777288997134218e-29,1.6993739315359798e-30,9.205507534412926e-23,2.7724534827134865e-20,1.0760297177272138e-14,4.7489947051462625e-21,5.96318836784389e-18,3.9999281134473767e-28,0.0,2.9199599218644536e-17,2.4712440717587564e-40,0.0,3.8038655357237457e-29,0.0,0.0,0.0,0.0,1.2139943851668688e-13,6.990339909604848e-14,4.1302824554971177e-14,0.0,2.464404833065769e-14,1.3553489743786606e-31,8.203349990548905e-21,6.826991915301919e-47,0.0,0.0,2.266399628065671e-38,2.874628028650868e-16,0.0,0.0,0.0,0.0,3.676228662249501e-18,0.0,0.0,2.042137846224629e-24,7.232287761019123e-30,0.0,0.0,1.328389013619946e-13,2.0062752080131108e-22,0.0,2.882160902879537e-17,1.2611351860212427e-18,0.0,0.0,0.0,0.0,3.744996766410095e-18,0.0,0.0,0.0,2.2982943592813274e-40,1.1038421200977091e-15,0.0,0.0,0.0,0.0,1.9224038911750318e-16,0.0,0.0,0.0,9.83857934691039e-46,0.0,0.0,0.0,6.407128203544545e-14,5.601142231237077e-16,1.782868624482907e-20,2.8814972117228907e-16,0.0,3.359255353550301e-16,0.0,0.0,0.0,4.971806555041719e-16,0.0,0.0,0.0,1.3439733959854918e-13,0.0,5.020645828225128e-39,0.0,0.0
0.048,0.15900401304465844,298.00000001335854,1.2117465178118279,0.6666568211418609,0.0,0.08005723112174361,0.0,0.05076857132821155,0.20251733469837183,7.162093034693652e-13,0.0,0.0,1.7833884624698153e-15,0.0,0.0,4.1708231579470475e-08,0.0,6.971267071311537e-20,0.0,1.4063863638633181e-14,1.625817175102123e-13,1.2908226921708091e-14,0.0,9.664877486151428e-37,0.0,6.099717004645323e-16,7.657642914739306e-33,0.0,0.0,0.0,2.262793144804812e-37,0.0,2.03545941178027e-27,0.0,0.0,0.0,0.0,1.226415202502022e-30,5.539651071860819e-29,8.644939769631248e-29,0.0,0.0,5.815085850114782e-27,4.825969565908397e-14,0.0,0.0,0.0,0.0,8.445845201818981e-29,3.0801907336394404e-16,1.4712886529989966e-14,2.2577607907040997e-16,0.0,5.0876630341879244e-27,7.784186227331367e-15,1.640023471315187e-15,0.0,0.0,0.0,0.0,9.151767682747348e-42,0.0,1.5568685175094792e-51,2.2777280898755422e-29,1.6993733274073517e-30,9.205404339191201e-23,2.6032318717042242e-20,1.0103527074143743e-14,4.45913095043481e-21,5.963188207589112e-18,3.9999262890990364e-28,0.0,2.919960039128477e-17,2.4712409637585736e-40,0.0,3.8038676757235007e-29,0.0,0.0,0.0,0.0,1.2139945168104076e-13,6.990340424680301e-14,4.1302835151664447e-14,0.0,2.219686379036455e-14,4.209527666827403e-31,2.328327845052505e-21,6.519012559530812e-47,0.0,0.0,2.2664271937712228e-38,2.874628337388947e-16,0.0,0.0,0.0,0.0,2.3204340206090816e-18,0.0,0.0,2.0415806660949405e-24,8.222333206321957e-30,0.0,0.0,1.32838910272767e-13,2.0062752895651746e-22,0.0,2.1667046612970447e-17,1.2613475445482286e-18,0.0,0.0,0.0,0.0,3.624296456422901e-18,0.0,0.0,0.0,2.2369863189315165e-40,1.1038421845915073e-15,0.0,0.0,0.0,0.0,1.9224040439539045e-16,0.0,0.0,0.0,9.323623093683407e-46,0.0,0.0,0.0,6.407128629874469e-14,5.600799939419826e-16,1.6627674553382197e-20,2.8818522205152974e-16,0.0,3.3592555835496334e-16,0.0,0.0,0.0,4.971806897817089e-16,0.0,0.0,0.0,1.3439740806694577e-13,0.0,4.626007063210332e-38,0.0,0.0
0.049,0.15900413978512729,298.0000000759549,1.2117455519419478,0.6666567667129142,0.0,0.08005724025340337,0.0,0.05076856658948884,0.20251732552805513,4.20008174120848e-12,0.0,0.0,1.7833886489467033e-15,0.0,0.0,1.0090996591732255e-07,0.0,6.971182010429536e-20,0.0,1.4054322911307687e-14,9.891114114522387e-13,2.5321736045601287e-14,0.0,9.738301410620751e-37,0.0,6.14929577226634e-16,7.625679518391138e-33,0.0,2.945126746688692e-15,0.0,2.2793637149901153e-37,0.0,2.0470259964087186e-27,0.0,0.0,0.0,0.0,1.2250213104016215e-30,5.516236294905919e-29,8.531994877734046e-29,0.0,0.0,5.828959287522714e-27,3.154054518990635e-13,0.0,0.0,0.0,0.0,0.0,3.087575740914117e-16,1.47142051708968e-14,2.509508032388367e-16,0.0,1.4365344034877563e-28,7.69333608922155e-15,1.613646686727761e-15,0.0,0.0,0.0,0.0,1.5409245230365332e-47,0.0,4.287242031139276e-51,2.2777268175897339e-29,1.6993723785677523e-30,9.205241934389508e-23,2.561361888253416e-20,9.941024092447443e-15,4.3874102757175055e-21,5.9631879852450374e-18,3.999923410101131e-28,0.0,2.919960357542934e-17,2.471240449809195e-40,0.0,3.8038710113667085e-29,0.0,0.0,0.0,0.0,1.2139953075029506e-13,6.99034130258156e-14,4.130292944373575e-14,0.0,2.1605098453914633e-14,2.2348318593738254e-30,1.4330239875753698e-21,6.442928562731065e-47,0.0,0.0,2.2664387719141582e-38,2.8746287555440855e-16,0.0,0.0,0.0,0.0,2.0256617303661824e-18,0.0,0.0,2.0414593955126322e-24,8.46836321764686e-30,0.0,0.0,1.3283892452549744e-13,2.0062755133094342e-22,0.0,1.9975181008949525e-17,1.2614009024981239e-18,0.0,0.0,0.0,0.0,3.594401365461625e-18,0.0,0.0,0.0,2.2533658369993344e-40,1.1038424781610003e-15,0.0,0.0,0.0,0.0,1.9224046248714695e-16,0.0,0.0,0.0,9.199959759076539e-46,0.0,0.0,0.0,6.407129312713857e-14,5.600754458035747e-16,1.633292409654855e-20,2.8819017828052927e-16,0.0,3.359255985604537e-16,0.0,0.0,0.0,4.971807450652302e-16,0.0,0.0,0.0,1.3439796022252146e-13,0.0,1.1088138676539615e-37,0.0,0.0
0.05,0.15900453856241087,298.0000006167793,1.2117425129307633,0.6666565955503574,0.0,0.08005726897164388,0.0,0.050768551658692374,0.20251729667503893,3.474846794606129e-11,0.0,0.0,1.7833892856312616e-15,0.0,0.0,2.870976419885902e-07,0.0,6.970994984882546e-20,0.0,1.3935711641095295e-14,8.369298047999116e-12,1.6860394373973566e-13,0.0,1.0989373656845823e-36,0.0,6.723353166290759e-16,7.509934790362727e-33,0.0,3.5799021361649163e-14,0.0,2.5719469700643892e-37,0.0,2.2772058429754084e-27,0.0,0.0,0.0,0.0,1.225125030076465e-30,5.429002729410767e-29,8.388118571137116e-29,0.0,0.0,5.8416545768648445e-27,2.6640082971999196e-12,0.0,1.0034820194697066e-16,0.0,0.0,0.0,3.094415059316835e-16,1.4736340006057074e-14,6.144745062876475e-16,0.0,4.608199786592189e-30,7.608908977914553e-15,1.5888532910471864e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.3608305258672178e-50,2.2777229436255734e-29,1.6993694916432367e-30,9.204762464056678e-23,2.5220015780249083e-20,9.788258441049158e-15,4.3199870553196764e-21,5.9631875475976036e-18,3.9999145313842114e-28,0.0,2.9199614303857726e-17,2.471241347615016e-40,0.0,3.803881716377058e-29,0.0,0.0,0.0,0.0,1.2140056843285645e-13,6.990344080738762e-14,4.1304592878501945e-14,0.0,2.1199353495155706e-14,2.1674351658960612e-29,8.828904702323048e-22,6.372223709695343e-47,0.0,0.0,2.2664559646936365e-38,2.8746300394485894e-16,0.0,0.0,0.0,0.0,1.7692323022710328e-18,0.0,0.0,2.041352235016279e-24,8.709078948980619e-30,0.0,0.0,1.328389690210713e-13,2.0062762934865886e-22,0.0,1.8381608994542936e-17,1.2614579899364647e-18,0.0,0.0,0.0,0.0,3.566063475765961e-18,0.0,0.0,0.0,2.542602044967866e-40,1.1038468967549015e-15,0.0,0.0,0.0,0.0,1.9224143090098e-16,0.0,0.0,0.0,9.101211551433734e-46,0.0,0.0,0.0,6.40713146024354e-14,5.600732028136378e-16,1.6043480838076656e-20,2.881930675953123e-16,0.0,3.3592572261883795e-16,0.0,0.0,0.0,4.971809130971122e-16,0.0,0.0,0.0,1.3440625842798618e-13,0.0,2.9759702508598866e-37,0.0,0.0
0.051000000000000004,0.15900579428752276,298.00000528914615,1.2117329433710482,0.6666560573561172,0.0,0.08005735928637696,0.0,0.05076850448001342,0.20251720581961724,3.025982531825185e-10,1.0921837388297462e-40,0.0,1.7833923319513673e-15,0.0,0.0,8.726546729346395e-07,0.0,6.970492436340311e-20,0.0,1.2462070776288865e-14,7.42681487066461e-11,1.8224362094394486e-12,0.0,0.0,0.0,1.3370302300341239e-15,6.650242238827055e-33,0.0,3.9211771726037797e-13,0.0,3.383251170214188e-37,3.8737426589791806e-16,3.359490338760867e-27,0.0,0.0,1.2326308574335392e-13,0.0,1.2233534060049432e-30,4.790971812434272e-29,7.241500164891606e-29,0.0,0.0,5.855094632791714e-27,2.3311747946616157e-11,3.420670758599077e-14,5.517317731070435e-15,0.0,0.0,0.0,3.101895232226466e-16,1.511325945178656e-14,5.863790044783768e-15,0.0,0.0,7.574683934525266e-15,1.5767594178393336e-15,0.0,3.240111468658187e-17,0.0,0.0,2.5905315681642916e-42,0.0,6.169723287308792e-50,2.2777118601841458e-29,1.6993612516199085e-30,9.20406599634143e-23,2.5027877266150656e-20,9.713657050899895e-15,4.287068859114322e-21,5.963188431211282e-18,3.9998881315126847e-28,0.0,2.919965506784383e-17,2.471245093326883e-40,0.0,3.803917679826482e-29,0.0,0.0,0.0,0.0,1.2141501185296765e-13,6.990353017755629e-14,4.1334781851158914e-14,0.0,2.285980731697719e-14,2.311702210273233e-28,5.981165222476619e-22,6.343562021981252e-47,0.0,0.0,2.2664888680270554e-38,2.874634045315504e-16,0.0,0.0,0.0,0.0,1.5670618147900975e-18,0.0,0.0,2.0412658057215436e-24,8.972969075614487e-30,0.0,0.0,1.3283910699476495e-13,2.006279466883859e-22,0.0,1.6905393882132526e-17,1.2615969735552206e-18,0.0,0.0,0.0,0.0,3.550249731616439e-18,0.0,0.0,0.0,3.36340920251441e-40,1.1039336463786389e-15,0.0,0.0,0.0,0.0,1.9226294378449366e-16,0.0,0.0,0.0,8.588434574032693e-46,0.0,0.0,0.0,6.407138442851087e-14,5.600726532490329e-16,1.5759258691644492e-20,2.881950237587054e-16,0.0,3.3592611622056324e-16,0.0,0.0,0.0,4.971814354196278e-16,0.0,0.0,0.0,1.345325299387072e-13,0.0,4.524767652482333e-37,0.0,0.0
0.052000000000000005,0.15900975721699404,298.00004565315027,1.2117027438903272,0.6666543655020902,0.0,0.08005764331302292,4.74866378872237e-18,0.05076835432729095,0.20251691906550023,2.6511309110063614e-09,0.0,0.0,1.783423236300573e-15,6.018451415759707e-26,0.0,2.714244924226e-06,0.0,6.969015250932228e-20,2.5533751328207744e-13,1.486294989509e-14,6.626962328739585e-10,2.0911971000913197e-11,4.3514474674922765e-30,0.0,1.6003409156980357e-19,9.033556677689154e-15,0.0,1.1647000007137593e-42,4.256635342215594e-12,3.2983811291016194e-47,1.8847541280241414e-36,6.191513449370544e-15,1.8346904251841778e-26,0.0,3.329754723142011e-32,1.6702176649017401e-12,0.0,1.1485351156989291e-30,0.0,5.815156271343123e-29,4.014662326463018e-32,0.0,5.9063227873917414e-27,2.0483845568781633e-10,4.490537853057666e-13,7.648517829012986e-14,6.945023160700744e-14,3.2419742768176365e-14,0.0,3.1301714526088407e-16,2.1537573387624388e-14,8.166517170864554e-14,5.270111248657048e-32,1.483153229655043e-28,7.909378289822088e-15,1.6621558026194546e-15,9.608440176571738e-15,9.360990532847669e-16,1.3247892385518115e-18,2.948315960323449e-30,2.7501569160802612e-42,1.5759068220958954e-19,9.231121138588892e-49,2.277686506484769e-29,1.699342587395539e-30,9.222425543029031e-23,2.6382790407380432e-20,1.0239270097063755e-14,4.519135043815185e-21,5.963210732413823e-18,3.9998182641553467e-28,0.0,2.9199940636385935e-17,2.471297950375048e-40,0.0,3.8040533769252075e-29,0.0,0.0,0.0,0.0,1.2161876358229044e-13,6.990384611720268e-14,4.188538478276485e-14,4.898382801160334e-25,4.828830961630782e-14,2.6395805720405083e-27,3.355858868056121e-21,6.62387159044754e-47,0.0,0.0,2.266545246921612e-38,2.874646608308648e-16,0.0,0.0,0.0,0.0,1.919207956400858e-18,2.3729262963132062e-36,0.0,2.041235335367023e-24,1.0222456624599446e-29,0.0,0.0,1.3283959069919628e-13,2.0063023118426814e-22,0.0,1.5919019977290293e-17,1.263653574543506e-18,0.0,0.0,0.0,0.0,3.628361351065678e-18,0.0,0.0,0.0,1.8651878703677184e-39,1.105741493559753e-15,0.0,0.0,8.77155082119956e-31,0.0,1.9276793658673884e-16,0.0,0.0,0.0,7.762949663636068e-46,0.0,0.0,0.0,6.407165447399174e-14,5.600743596561932e-16,1.5480149823594575e-20,2.881971258983949e-16,0.0,3.359274824533397e-16,0.0,0.0,0.0,4.971830786085447e-16,0.0,0.0,0.0,1.364584708954561e-13,0.0,0.0,0.0,0.0
