grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.06513309460585082,298.0,1.2715728131465076,0.6288961016852629,0.0,0.1321645952877745,2.060812926709695e-14,0.047892942585342956,0.1910463600706254,0.0,0.0,7.921982243867257e-15,0.0,0.0,1.7664467268597125e-15,3.708418607867704e-10,0.0,3.746862922850141e-18,0.0,3.9510250455579826e-15,1.0594260949998604e-15,5.1786900421436807e-17,0.0,9.144724667808062e-16,0.0,1.9917345160619812e-16,0.0,0.0,0.0,0.0,7.471278567833233e-32,0.0,0.0,2.317452838069793e-15,1.3084323503652542e-14,3.376063602993253e-16,0.0,1.783079307684679e-14,1.1542354502061655e-29,5.672799611676154e-29,1.6965381278053523e-23,0.0,0.0,5.843204027264218e-16,0.0,0.0,2.5936099110494453e-14,0.0,3.432295833305185e-21,0.0,0.0,0.0,1.6733356321910143e-35,0.0,0.0,0.0,2.2958907948757177e-19,0.0,5.1360417500654807e-17,2.310587029862527e-27,2.562026271412645e-32,1.6931234780248961e-21,0.0,2.77276617472087e-31,2.044516541396591e-32,1.5384376148685536e-14,2.4118114714802103e-22,9.485803090279957e-17,3.087384487582051e-23,0.0,3.4349819144485886e-30,0.0,6.2856570683272364e-18,5.826207671698045e-43,0.0,0.0,0.0,0.0,9.03369405597043e-25,0.0,2.7918838392266953e-16,8.485438190568203e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.958393288290634e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9985848095203043e-16,0.0,0.0,0.0,0.0,9.775148001121166e-16,8.522616647975654e-15,0.0,1.3666280651757557e-18,3.8422036930707693e-29,0.0,0.0,8.230108104844795e-16,0.0,4.974130251719286e-15,0.0,4.359187119752805e-21,3.770019992084788e-35,0.0,7.201231375257103e-16,2.445574580958705e-36,9.918803396780216e-34,0.0,0.0,1.6412743115367052e-19,1.0839064687651354e-33,1.2967357382138905e-14,8.95979855580744e-54,0.0,1.1368862796755986e-15,0.0,0.0,7.446354062897509e-19,2.761257577237732e-23,3.669924848106963e-19,0.0,2.884990244743727e-18,0.0,1.0133471871331881e-14,1.847901973618436e-27,0.0,0.0,0.0,0.0
0.016,0.06513309941982458,298.0000000030682,1.271572719165001,0.6288960961110719,0.0,0.13216459674555803,4.359741894858202e-18,0.04789294218929392,0.19104635930940472,1.9139524932775705e-13,0.0,1.473559396387061e-22,0.0,0.0,0.0,5.644217480944989e-09,0.0,3.746856024509946e-18,0.0,3.883436737488411e-15,5.703138673692663e-14,3.701915618671069e-15,0.0,4.1918445098662696e-23,0.0,1.428596346654115e-14,0.0,0.0,0.0,0.0,3.608087075718075e-30,0.0,0.0,3.018737775829677e-15,1.0939414994475186e-21,2.341636005433226e-14,0.0,1.7584591935929043e-20,8.31357459789158e-28,4.743278679788811e-27,1.4185011884138326e-21,0.0,0.0,3.096163424840385e-14,0.0,0.0,2.5938413760500298e-14,0.0,0.0,0.0,0.0,0.0,1.748028535017566e-33,0.0,0.0,1.6103584326524007e-15,9.832985856330033e-19,0.0,5.1360659324293675e-17,2.514335521726266e-25,1.3446074309928123e-39,2.5020621547872043e-19,0.0,6.514190247117405e-29,4.860124087856805e-30,4.745796149453335e-21,4.428221692347155e-20,1.7186232792428617e-14,4.3343974928542425e-21,5.625421546558501e-18,6.536835149623733e-28,0.0,9.89162447886042e-16,9.092343390621329e-41,1.372538860134738e-19,0.0,0.0,0.0,7.098579517703378e-23,0.0,2.492494598400474e-14,1.663784957936258e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9507209049475126e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4221386204956612e-22,0.0,0.0,0.0,0.0,6.808482807434544e-21,8.522617080479688e-15,0.0,1.3700140198538276e-18,6.83687630138751e-27,0.0,0.0,8.245240197912575e-16,0.0,4.974130385681143e-15,0.0,6.271794874094436e-19,5.959144347648604e-33,0.0,7.20123145679887e-16,3.228892649523017e-34,1.530936074701299e-31,0.0,0.0,1.6413450416667126e-19,1.618151428214722e-31,1.2967357504007806e-14,1.2004761463179844e-51,0.0,1.1368864569893986e-15,0.0,0.0,1.5763664477560506e-16,5.9080101168127836e-21,7.743684872319423e-17,0.0,2.8849941888102307e-18,0.0,1.0133471846398932e-14,0.0,0.0,0.0,0.0,0.0
0.032,0.06513317271334274,298.000000162535,1.2715712882813022,0.6288960112775623,0.0,0.1321646189329274,0.0,0.047892936150224406,0.19104634771734708,1.1230432538870313e-11,0.0,2.7691833146438615e-30,0.0,0.0,0.0,8.590543545997197e-08,0.0,3.746763114717056e-18,0.0,3.902236043366537e-15,3.3514948227574264e-12,6.525629294397969e-14,3.2397294034165734e-28,1.93484691750881e-30,0.0,1.4286551167630305e-14,0.0,7.11853436071079e-46,1.741198650294577e-14,0.0,1.929534328947969e-37,0.0,0.0,3.0252221389253075e-15,9.191481941445669e-29,2.7200631918428324e-14,0.0,1.7419736289990912e-26,0.0,3.8356262720294895e-27,2.7141049348153192e-27,0.0,0.0,1.6643408444511049e-12,9.123560721474261e-16,0.0,2.6138101381134654e-14,0.0,0.0,0.0,0.0,0.0,1.3719518463734674e-33,0.0,0.0,1.4504084016247515e-15,9.170856978160273e-17,0.0,5.1390257097262027e-17,0.0,2.208322034355858e-46,0.0,0.0,6.514185276280916e-29,4.8601203820462524e-30,2.213403715848256e-23,3.98838161058484e-20,1.547939664302342e-14,3.903875678183264e-21,5.6254214051130636e-18,6.536904023690886e-28,0.0,9.891626435312272e-16,3.5952294869783746e-40,2.983097020024216e-19,1.6043399613677486e-29,0.0,0.0,5.245652416058295e-30,0.0,2.4925078619943322e-14,1.663785576625018e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.409212730480278e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714768839890012e-25,1.190801285284621e-28,0.0,0.0,0.0,6.796437461004643e-21,8.522665955260851e-15,0.0,1.3734082965239942e-18,6.323210439482601e-27,0.0,0.0,8.245242453299987e-16,0.0,4.974143071693584e-15,6.344284159345662e-69,1.2313256176134125e-18,7.549827377258575e-40,0.0,7.201232841150182e-16,2.8960874199916877e-34,1.418915998879721e-31,0.0,0.0,1.641345534161613e-19,1.6181516932418828e-31,1.296735935326209e-14,9.313378448826727e-52,0.0,1.1369090327519627e-15,0.0,0.0,1.5528386562684968e-16,3.473572875763756e-21,7.979222778020877e-17,0.0,2.8849948494736237e-18,0.0,1.0133474812172254e-14,0.0,0.0,0.0,0.0,0.0
0.04,0.06513360069309189,298.00000335451927,1.271562933046277,0.6288955165859924,0.0,0.13216474833733335,0.0,0.04789290072144469,0.19104627998305465,2.3178161884684757e-10,0.0,1.0832429038711576e-37,0.0,0.0,0.0,5.540330994272274e-07,0.0,3.746222591287068e-18,0.0,4.450172739960234e-15,7.027279427472912e-11,1.723270074590176e-12,2.7040340679338574e-28,1.8235053070241146e-37,0.0,1.4302427842907004e-14,0.0,0.0,6.471531248964297e-13,0.0,1.485717795061228e-44,0.0,0.0,3.228742645165513e-15,1.4321977679704854e-33,1.2610692489891104e-13,0.0,1.7337936682955346e-31,0.0,3.7041304060910565e-27,7.493292908100847e-32,0.0,0.0,3.4324598563092115e-11,3.055408009480879e-14,3.860948659269012e-15,3.262359101084432e-14,0.0,0.0,0.0,0.0,9.291985198460252e-15,8.36201098459294e-34,0.0,0.0,1.3837212964596052e-15,3.680059803966556e-15,0.0,5.275401667995836e-17,0.0,0.0,0.0,4.111086115874285e-55,6.514158678482087e-29,4.860100594824103e-30,2.212992830136489e-23,3.804981759321761e-20,1.4767595401344147e-14,3.724356946867055e-21,5.6254217042333424e-18,6.536867904290847e-28,0.0,9.89163635839942e-16,3.6124215093594417e-40,3.788371677479125e-19,1.6277520328852845e-29,0.0,0.0,0.0,0.0,2.4928655747373786e-14,1.6637868916924904e-14,0.0,0.0,0.0,2.7974991300392455e-28,0.0,0.0,0.0,0.0,9.550846635048589e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.707996060609279e-25,1.3156670603939816e-28,0.0,0.0,0.0,6.796445163375254e-21,8.525106104100657e-15,0.0,1.3754960219029784e-18,6.097768219633204e-27,0.0,0.0,8.245304571581878e-16,0.0,4.974799651680893e-15,6.385096772897888e-69,3.9624992498211985e-18,1.3739881260433557e-46,0.0,7.20124256487743e-16,2.7477554593547128e-34,1.3473667138982673e-31,0.0,0.0,1.6413599256967236e-19,1.6181539541472513e-31,1.2967371652446616e-14,8.192517621237382e-52,0.0,1.1380343702905728e-15,0.0,0.0,1.552147588646886e-16,2.576965197475521e-21,7.986249453891601e-17,0.0,2.8850077075235948e-18,0.0,1.0133553771407035e-14,0.0,0.0,0.0,0.0,0.0
0.044,0.06513496073931105,298.0000360937828,1.2715363822705232,0.6288939510632781,0.0,0.13216515804524928,0.0,0.04789278669481032,0.19104606426398008,2.4899031693000147e-09,4.1597070490737314e-42,8.806236459759992e-45,0.0,0.0,6.207431224175337e-24,2.0362712432472212e-06,0.0,3.7444934593610575e-18,0.0,1.2572553871506292e-14,7.667049566426731e-10,2.4467909130169056e-11,2.6717298285829066e-28,5.4329932849878776e-36,0.0,1.4520945413878945e-14,0.0,0.0,8.713359231437379e-12,0.0,9.531070435741979e-38,0.0,3.1556544465942737e-28,6.468118999418075e-15,1.086935684168993e-33,1.443362893051591e-12,0.0,1.6740415429441754e-31,0.0,3.650431762659887e-27,6.413229439541603e-32,0.0,0.0,3.690223186535314e-10,4.569097579035361e-13,1.1554257418246906e-13,1.395650766073145e-13,0.0,1.0417318798344811e-28,0.0,1.0428154129581245e-14,2.535248846538084e-13,0.0,0.0,0.0,1.3984904055331965e-15,7.553503521108896e-14,4.3460481551560546e-17,8.451959907541511e-17,0.0,0.0,0.0,4.625866510813471e-50,6.514098425708592e-29,4.8600562252190114e-30,2.2128891819591537e-23,3.8455238674533526e-20,1.4924912533403504e-14,3.764026120635378e-21,5.625438876911394e-18,6.536772492008863e-28,0.0,9.89166821640278e-16,3.6197856691713062e-40,4.1910114496161096e-19,1.6277728453679392e-29,7.033780152293487e-32,0.0,0.0,0.0,2.4989479748609456e-14,1.6637957638764897e-14,0.0,0.0,6.954735618796199e-17,4.320333256006717e-27,8.642230953346439e-23,0.0,0.0,0.0,9.551370291092593e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.706644748047172e-25,1.3011741533090856e-28,0.0,0.0,0.0,6.796476119571934e-21,8.587939313472995e-15,0.0,1.3877950984941015e-18,6.0136855854225486e-27,0.0,0.0,8.24699858361305e-16,0.0,4.992861800107809e-15,6.408386626652048e-69,7.129339370245123e-17,1.6165374955996642e-40,0.0,7.201334104561977e-16,2.6579562234785566e-34,1.303394383070543e-31,0.0,0.0,1.6417530458446407e-19,1.6181706201074872e-31,1.2967445413557097e-14,7.696551379385198e-52,0.0,1.1665300012040246e-15,0.0,0.0,1.5521163911395613e-16,2.1969072618780972e-21,7.986683821273559e-17,0.0,2.8853232025070947e-18,0.0,1.0134831683724398e-14,0.0,0.0,2.5143306093772366e-16,0.0,0.0
0.048,0.06514122366210562,298.0004946489493,1.2714141320096146,0.6288868280128661,0.0,0.13216702450099188,6.055812025822536e-18,0.04789224450718547,0.19104506423015305,3.407051344770521e-08,0.0,7.642026050521705e-52,0.0,2.622657155154602e-25,4.375626018370817e-24,8.788315471242396e-06,0.0,3.736504812753187e-18,1.9729414128237733e-13,7.679763098054808e-14,1.0662764045775734e-08,4.4808309140590815e-10,2.7813143250029057e-28,2.1757233959240766e-35,2.0403253582305533e-19,1.8604347083019476e-14,1.634574342921576e-32,5.569928304320171e-41,1.491661554500158e-10,1.7786746878737887e-45,2.8963034700882805e-36,4.5654922503839894e-15,1.4295366682894162e-26,7.629807557988686e-14,7.047365841691817e-31,2.527488701051252e-11,1.781697690409962e-13,3.138825654493234e-30,1.0826846226223407e-28,3.5265356504153945e-27,9.734612652006705e-31,0.0,1.19212746436332e-28,5.0540576457175514e-09,8.776127734853801e-12,2.489182177036712e-12,2.5265111413957014e-12,0.0,7.350575022965278e-29,6.293949902892017e-18,4.4976949465178643e-13,5.996485649298058e-12,3.883916142370638e-30,5.47049601587269e-27,6.874852503192064e-14,2.5264280355178133e-15,2.018048453920855e-12,3.3694040897027907e-15,1.0817118341103842e-15,1.7535212544967083e-29,0.0,3.4824977622877897e-19,8.053423566770122e-48,6.51415161815491e-29,4.860104090107164e-30,2.338959000924902e-23,6.946468402413906e-20,2.6959094691396804e-14,6.799172216148833e-21,5.625738930562517e-18,6.536596982812851e-28,3.814822800118933e-14,9.891838869812876e-16,3.628760407485402e-40,4.593753585363369e-19,1.6280209381775444e-29,4.957779129479028e-32,0.0,0.0,0.0,2.6392134361803903e-14,1.663998745767598e-14,3.800628292195758e-14,1.0875923465735154e-24,1.724654877836904e-13,1.3997963179252947e-25,5.0515915672818205e-22,0.0,2.118471203491049e-31,0.0,9.549641694393326e-39,0.0,0.0,0.0,0.0,0.0,4.2305726713435225e-21,0.0,5.706473321874456e-25,1.516140805550191e-28,0.0,0.0,0.0,6.796720340702442e-21,1.0771439594603876e-14,3.1945510617421757e-20,1.837384841219675e-18,6.069802487881387e-27,0.0,0.0,8.316568165418885e-16,0.0,5.665153492926456e-15,7.308093071956316e-69,2.5355042048198943e-15,4.9589044953555694e-39,0.0,7.20472081943078e-16,1.8267228380760372e-34,9.138614716160222e-32,3.882158360710349e-14,0.0,1.6576415782743864e-19,1.6184500330523436e-31,1.2968847073273809e-14,7.23771822388468e-52,0.0,2.138805000163637e-15,0.0,0.0,1.5521408240337338e-16,1.8740256236212457e-21,7.986866381270351e-17,0.0,2.898031882198006e-18,0.0,1.0164040818487373e-14,0.0,0.0,1.8505184163476266e-13,0.0,5.588276783896076e-36
0.049,0.06514641669481906,298.0015409333036,1.2713127834863382,0.628881103562658,0.0,0.13216852892740577,2.1540529664431095e-17,0.04789176268450534,0.1910442195555099,1.0604188144772246e-07,0.0,8.356347867966851e-55,0.0,1.5130325575964606e-24,3.869615890966894e-24,1.4227463441892832e-05,0.0,3.729985862991811e-18,7.015790807655165e-13,2.7362438966224296e-13,3.356246468449242e-08,1.720569225675509e-09,3.4222933414212696e-28,1.667936199549968e-34,7.257708876072271e-19,3.0910221396722594e-14,2.8378176008737335e-31,7.226607179137129e-40,5.444643985540977e-10,6.491667580219549e-45,3.337340454089363e-35,3.485849781265331e-14,1.6985090227890598e-25,3.1804602320252625e-13,9.387621988352086e-30,9.487704185726869e-11,7.599980075198292e-13,4.4691175283998006e-29,2.0930890693301776e-27,3.46770735873901e-27,1.2228524408951054e-29,0.0,7.057319486176221e-28,1.574025901033319e-08,3.491970344532613e-11,1.0594232523137458e-11,1.1074740092278083e-11,0.0,6.605225990299393e-29,3.729841242340822e-17,2.4052568118799376e-12,2.7634962113121392e-11,6.35395450289609e-29,8.542391045096887e-26,3.7080502907772185e-13,4.81597051492937e-15,1.0405307682041993e-11,1.911273649878778e-14,6.066408999555824e-15,9.664163686669899e-29,0.0,1.2385507908032177e-18,1.5142756990200752e-46,6.514911322213288e-29,4.860689557136704e-30,2.935870108240153e-23,1.3240479189564476e-19,5.1382794623605804e-14,1.2959739465076277e-20,5.626465942128636e-18,6.537022365574336e-28,1.2743263150192453e-13,9.892132072300232e-16,3.638275108569186e-40,4.6951800513234105e-19,1.6286289751606291e-29,4.3842815904169815e-32,0.0,0.0,0.0,3.1579926436419944e-14,1.6645727915909172e-14,2.590268605046856e-13,3.8776252762756416e-24,6.934843115451868e-13,9.951999473396715e-25,1.6512990412153442e-20,0.0,6.328021452384487e-30,0.0,9.547617240771159e-39,0.0,0.0,0.0,0.0,0.0,8.419837111364753e-20,0.0,5.70754479581748e-25,3.2260858607733456e-28,0.0,0.0,0.0,6.797211453596068e-21,2.2835383979054388e-14,4.791784152179598e-19,4.627820620976558e-18,6.579106297317009e-27,0.0,0.0,8.775064596190624e-16,0.0,9.64050340337603e-15,1.4066045788793604e-68,1.68835970208936e-14,5.714755630759415e-38,0.0,7.230262949057056e-16,0.0,0.0,2.2738737158942645e-13,1.5213188853193146e-16,1.7605233566479751e-19,1.6194718808544115e-31,1.2975123797273172e-14,7.101690995885459e-52,0.0,7.413773170670697e-15,0.0,5.439945339036989e-17,1.5521689924540993e-16,1.7969109767469775e-21,7.986996805425085e-17,0.0,2.981096899702938e-18,4.418168450979881e-17,1.0272017792408517e-14,0.0,0.0,9.191332150307534e-13,0.0,4.5572439217564415e-35
0.05,0.06515676678917201,298.00598684749065,1.2711108366478447,0.628870325499072,0.0,0.13217137585031952,8.92758387473635e-17,0.04789070290412419,0.1910424765311296,4.11671029181676e-07,0.0,4.443043999572425e-53,0.0,1.0851635798330526e-23,3.079428314547933e-24,2.4502079065979753e-05,0.0,3.7175608296630905e-18,2.9113227817758194e-12,1.4065595055412378e-12,1.3209131370104646e-07,8.600142637909458e-09,1.5958413243641702e-27,2.5329041635704e-33,3.008047578256316e-18,9.763327200449791e-14,6.64374260028063e-30,1.4096228008308397e-38,2.5618070760603903e-09,3.0575457598609066e-44,5.679320055988747e-34,2.0162454720538404e-13,2.9178097811355e-24,1.80222017368298e-12,1.8943110843450717e-28,4.619003277127956e-10,4.040195734034942e-12,9.803498335162606e-28,4.9876356044493945e-26,5.183149884282533e-27,2.4572431261727786e-28,0.0,5.375550699321801e-27,6.115298143245233e-08,1.8206361484453879e-10,5.973995436828259e-11,6.518678376460061e-11,0.0,7.86687652425063e-29,2.8458004090124905e-16,1.750511143309518e-11,1.7107110420689868e-10,1.6318356947630366e-27,2.0057506644767942e-24,2.66295732304139e-12,2.2362664034221952e-14,7.3382113135012e-11,1.4779658788959925e-13,4.892607592023503e-14,6.71266657721191e-28,0.0,5.132157340847523e-18,4.4717336334670906e-45,6.5189631372508e-29,4.863791920195272e-30,7.392035833000187e-23,6.14683550346421e-19,2.38499589639362e-13,6.016757984787403e-20,5.6296105808353735e-18,6.539894148948978e-28,4.995962899606149e-13,9.894265139140507e-16,3.743095273383597e-40,4.807817034971307e-19,1.6317598418914857e-29,3.488972665682829e-32,0.0,3.96076131634688e-33,0.0,6.539598539027935e-14,1.6699737414293564e-14,2.081806459331656e-12,1.608444741340367e-23,3.6863179264644954e-12,2.2137854667694044e-23,3.95538604242731e-19,2.2287662838673895e-44,1.9330257206818765e-28,0.0,9.526314234105966e-39,0.0,0.0,0.0,0.0,0.0,1.2874231427891555e-18,0.0,5.711992426411732e-25,5.089800011249858e-27,0.0,0.0,0.0,6.79990809856354e-21,1.367274300224466e-13,6.454181266817111e-18,3.406276143314859e-17,2.4804933885777143e-26,0.0,0.0,1.3891493515458978e-15,0.0,4.964062228694161e-14,1.2765134464767932e-67,1.591705929692306e-13,9.723164844638974e-37,0.0,7.5624050123004295e-16,0.0,0.0,1.7732012342463829e-12,1.7638991810988277e-15,2.889396525813013e-19,1.6270317281391689e-31,1.302753687754973e-14,6.75684781575671e-52,0.0,5.637076064486282e-14,0.0,1.063476943546932e-15,1.5523028506209786e-16,1.7231452890754734e-21,7.987600216057541e-17,0.0,3.901841062437099e-18,4.8022941737029354e-15,1.097535235404212e-14,3.163275231836055e-26,0.0,6.025348334221506e-12,0.0,3.7637596687652985e-34
0.051000000000000004,0.06517861652211218,298.0248668651618,1.2706847241604258,0.6288500695548286,0.0,0.13217678176848757,3.8447728045208296e-16,0.04788811396744435,0.1910385377005219,1.709586072136722e-06,0.0,4.835573045263237e-51,0.0,8.474461678604946e-23,9.584367300756947e-25,4.3912421669096405e-05,0.0,3.693859317740513e-18,1.2567578808697804e-11,7.947074545347093e-12,5.560436355269395e-07,4.579508635247536e-08,4.332541371667204e-26,4.523211286643049e-32,1.2955305193461667e-17,4.594201869319761e-13,1.7288681685722656e-28,3.0527258914004054e-37,1.2857399638230776e-08,1.5442984765444608e-43,1.0432033437078152e-32,1.1197149920077009e-12,5.430453281898074e-23,1.0914307622374224e-11,4.237942345648996e-27,2.397341061649042e-09,2.2533736063433686e-11,2.3580660583849705e-26,1.2994363461773002e-24,7.871950528896764e-26,5.4980088655140586e-27,2.8990686085534053e-15,4.2510797226637025e-26,2.5414961442788326e-07,1.010260093021622e-09,3.577474284132648e-10,4.077351616515306e-10,0.0,7.4294582836039e-28,2.2550833959880918e-15,1.341053079289089e-10,1.1218968903493101e-09,4.623586923549458e-26,5.172404659819588e-23,2.014022468477518e-11,1.8091091616186214e-13,5.462605938911028e-10,1.1996572577728464e-12,4.174496686939105e-13,5.142141085203719e-27,0.0,2.208941850250557e-17,1.5019667943623059e-43,6.537753146076621e-29,4.8781490968214124e-30,4.267521768974234e-22,4.96968082132074e-18,1.9268516938215463e-12,4.865722514183938e-19,5.643085419787412e-18,6.55411508570094e-28,2.063914867307993e-12,9.915250841751781e-16,6.1363453221812635e-40,5.106497837515006e-19,1.6502379077284813e-29,1.0861827462635885e-32,6.065791121105066e-33,7.622420457735235e-32,0.0,2.8583028860151243e-13,1.7269163659682327e-14,1.7114709956917944e-11,6.932538314798699e-23,2.098538364450408e-11,9.019525584017209e-22,9.457766040410929e-18,1.6973552951009765e-43,6.308470157070791e-27,0.0,9.783002751151181e-39,0.0,0.0,0.0,0.0,0.0,1.9502298028530602e-17,0.0,5.7326690887226255e-25,2.350556232596949e-25,0.0,3.8101458761868788e-31,3.7604999142068146e-16,6.819569933995716e-21,1.2119664815329932e-12,8.315364798912979e-17,3.445814169682574e-16,1.4321316452679707e-24,0.0,0.0,7.099538405981139e-15,2.3168300381629243e-17,4.5213201713207225e-13,1.9739851022230117e-65,1.5702203841288785e-12,1.7847716193442022e-35,1.6175855340641792e-13,1.1892902767534938e-15,0.0,0.0,1.444559006017434e-11,1.8749597242051558e-14,1.527769226209171e-18,1.6868202150006374e-31,1.3470421125346774e-14,4.64221790955801e-52,0.0,5.107471869986582e-13,0.0,1.0635366030020554e-14,1.5536628317026058e-16,1.653432270700635e-21,7.994231796998432e-17,1.342387572347024e-16,1.4110897885530994e-17,4.8133798923197155e-14,1.5558755327859887e-14,5.644414753684016e-25,8.104972117827755e-33,4.154472555850206e-11,7.295226596099939e-25,4.2259821681485254e-33
0.052000000000000005,0.06522964348268306,298.1049435248089,1.2696907105795423,0.6288120740168774,0.0,0.13218713847828897,1.667984549129922e-15,0.047880919802578185,0.1910282603021678,7.221057647541394e-06,0.0,6.828978188997158e-49,0.0,6.937821457500098e-22,0.0,8.05828041937913e-05,0.0,3.648620882619468e-18,5.4736904335157143e-11,4.57192979460878e-11,2.3801740911637664e-06,2.4687862209441657e-07,1.9004299550577107e-24,8.148435625255649e-31,5.622089666117956e-17,2.4209482470056545e-12,4.598183960184048e-27,6.793102326301448e-36,6.53984511974562e-08,8.472932539676867e-43,1.8960616372980175e-31,6.173621579969844e-12,1.0121941150958157e-21,6.685290536515291e-11,9.691769909096666e-26,1.2602918316565504e-08,1.267920725364639e-10,5.781959397801707e-25,3.441446975752086e-23,3.2266029528160147e-24,1.2583636599832913e-25,2.389691415564782e-14,3.3842763699979204e-25,1.0743084221855204e-06,5.671407175634172e-09,2.1646396793596827e-09,2.575993558754622e-09,0.0,1.9790594039026404e-26,1.7934523957686762e-14,1.03439608184949e-09,7.424284710432351e-09,1.3378702307967214e-24,1.3320433241063346e-21,1.5371901171174652e-10,1.7508113236426667e-12,4.0966408074649815e-09,9.796623786916666e-12,3.58580442425019e-12,4.178634703398205e-26,0.0,9.564987474494717e-17,5.3167460406464565e-42,6.620996692340431e-29,4.941713025731005e-30,3.341186739601282e-21,4.7997516645654463e-17,1.8551814859194018e-11,4.704905254608263e-18,5.700768740976699e-18,6.618611346347707e-28,8.314197047585551e-12,1.0137106329192503e-15,8.122721096410409e-39,8.514704709832733e-19,1.7759361538609616e-29,0.0,7.132936820622548e-32,1.3781868857410199e-30,0.0,1.722626341564829e-12,2.3690448482980606e-14,1.410815668387674e-10,3.015627546850004e-22,1.2137701780634898e-10,4.428267720634531e-20,2.254739299995187e-16,1.322177604431674e-42,2.0205507749455137e-25,9.875801170700421e-29,6.983525669358493e-38,0.0,1.1974171946270347e-16,0.0,0.0,5.104105534977753e-32,2.952619558619266e-16,0.0,5.864080954040562e-25,1.3711550509571333e-23,1.708788007584718e-25,1.050823499151993e-28,4.353258659971759e-15,6.9948989410114e-21,1.136198439951404e-11,1.0082084606979559e-15,3.619970465804363e-15,1.3717390600616436e-22,0.0,1.7146200400172088e-19,7.082640342528939e-14,1.3548773725863245e-16,4.501642632761393e-12,1.6648881996868419e-62,1.5561893535400244e-11,3.235816699468073e-34,1.7130852744634304e-12,6.836883200953655e-15,0.0,0.0,1.1832110005486306e-10,1.977330314086533e-13,1.5121390628913507e-17,2.181047331857687e-31,1.722233748192255e-14,1.3948789535341505e-51,0.0,4.727393094096726e-12,2.301735303079817e-32,1.0142196096065079e-13,1.5717722201098496e-16,1.6012298735355619e-21,8.085870741632478e-17,3.64270676047513e-14,1.272989077815084e-16,4.4270426867108413e-13,4.5445694368702307e-14,6.202584632106098e-24,1.0663978045283883e-31,2.885999137893824e-10,8.514925887129084e-24,1.0061813672208335e-31
