grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.28764021495560066,298.0,1.1506922860633801,0.7092418075486194,0.0,0.021292787262705316,0.0,0.05401158804385064,0.21545381714481635,0.0,6.705485905893727e-21,0.0,0.0,0.0,5.208605257919446e-21,8.301907056995053e-15,0.0,8.795481957100948e-26,0.0,6.306214476941652e-21,0.0,0.0,0.0,0.0,3.8227291657975976e-21,0.0,0.0,0.0,2.3042080927864377e-23,0.0,0.0,6.939179660828899e-22,2.0011886628075975e-32,0.0,0.0,0.0,1.0803867984270428e-22,0.0,0.0,0.0,0.0,0.0,6.0151827440946695e-21,5.905479700240374e-23,8.409185514343002e-21,9.124006523349426e-20,0.0,0.0,6.161491446679126e-21,0.0,0.0,0.0,0.0,7.6797902392151e-21,0.0,9.052786283677635e-22,1.0010675174049961e-22,9.966666890735423e-25,0.0,0.0,0.0,0.0,3.1468909856588006e-33,2.3201304211290965e-34,0.0,3.770577488905041e-30,1.4830935038424211e-24,3.345170170198071e-30,3.903262878571061e-20,2.7180466492142167e-31,4.0846112339644816e-22,4.533776365358177e-21,0.0,2.264391752347549e-21,5.5801985547178805e-22,5.204254207287177e-35,1.6750717577164068e-45,0.0,0.0,0.0,0.0,0.0,1.491938115415246e-22,0.0,1.639632912381229e-38,2.616028681502083e-26,1.6586927267219967e-55,0.0,7.73611933220638e-37,8.443017628780365e-40,1.2389712341760746e-24,0.0,3.210688766039102e-28,3.615792707553545e-21,1.6794735102048212e-21,2.7259092297068804e-23,0.0,0.0,0.0,0.0,0.0,9.579403665102922e-29,0.0,1.4644801969506767e-23,4.650495643057726e-24,2.1840999268117224e-35,0.0,4.149017356999016e-24,0.0,3.9981212212647103e-25,8.902024637247622e-22,3.261181175656674e-75,1.6811543397757435e-23,0.0,1.4837190858743803e-22,2.073452265488474e-23,9.575967594322509e-43,0.0,0.0,0.0,6.837824502635974e-26,2.6659072807618256e-40,6.7003059073185105e-21,0.0,1.0790552809876476e-22,0.0,2.5129216801478857e-22,0.0,0.0,0.0,0.0,0.0,5.586406305499066e-22,0.0,0.0,5.250092990574536e-25,0.0,0.0
0.008,0.28764021495654407,298.0,1.1506922860596058,0.7092418075484248,0.0,0.021292787262714493,0.0,0.05401158804382781,0.21545381714477005,0.0,1.3867452665717318e-27,0.0,0.0,0.0,1.2025933041758551e-23,2.629855644582782e-13,0.0,8.795481471867554e-26,0.0,6.193926635221009e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1890722900179274e-23,0.0,0.0,6.939456511700284e-22,3.034771257923196e-30,0.0,0.0,0.0,6.267577737734361e-23,0.0,0.0,0.0,0.0,0.0,1.18404585665656e-27,6.588277672801231e-21,8.409257366571635e-21,9.124006800114787e-20,0.0,0.0,1.081128861178544e-26,0.0,0.0,0.0,0.0,6.1143458978052255e-21,3.540167805942454e-22,9.047343050589902e-22,1.0010910733736986e-22,9.966666832176998e-25,0.0,0.0,0.0,0.0,1.5300766845554118e-30,1.14156361246626e-31,0.0,1.4192729788728523e-27,5.507767587714211e-22,9.72441301766196e-28,6.344106993904421e-18,1.0746574113892007e-28,1.4742502699081254e-19,4.529975248714971e-21,0.0,2.6926956403825316e-21,6.262965236431284e-28,1.986739350289101e-32,2.9203310451074423e-43,0.0,0.0,0.0,0.0,0.0,3.090719958655367e-28,0.0,4.1995193723538096e-36,7.700318690055026e-24,5.1202910969988495e-53,0.0,3.222965381762667e-34,3.7329307151713546e-37,6.2608815754410145e-22,0.0,3.175857199275604e-28,3.61572578603637e-21,1.4339632653122708e-27,7.815047225826126e-21,0.0,0.0,0.0,0.0,0.0,3.1124858528085547e-26,0.0,2.2372803160720292e-21,6.770566079325915e-23,8.058262990305735e-33,0.0,1.9049275471414455e-21,0.0,1.7462415058727715e-22,8.90202463513816e-22,1.1458603575772636e-75,1.6868990818288534e-23,0.0,1.4837190855614207e-22,2.0734522652012824e-23,2.6297869777439237e-40,0.0,0.0,0.0,6.837368382139912e-26,8.360730233647567e-38,6.700305910796236e-21,0.0,1.0790552819636354e-22,0.0,2.5129216803001503e-22,0.0,0.0,0.0,0.0,0.0,5.586406297928733e-22,0.0,0.0,0.0,0.0,0.0
0.016,0.2876402149864292,298.0,1.150692285940052,0.7092418075422576,0.0,0.021292787263005084,0.0,0.05401158804310438,0.2154538171433022,1.1237478341301522e-18,2.8903173079429165e-34,0.0,0.0,0.0,1.0833954836449389e-26,8.330770855702927e-12,2.4266528622777253e-86,8.795479514956893e-26,0.0,6.195665914976411e-21,1.967191552137184e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57212040661941e-23,0.0,0.0,6.98199853211307e-22,1.814474237714735e-32,0.0,0.0,0.0,6.684957737712912e-23,0.0,0.0,0.0,0.0,0.0,0.0,2.5461704254067962e-20,8.420643216044603e-21,9.1240590830522e-20,0.0,0.0,4.4961174108274344e-32,0.0,0.0,0.0,0.0,6.004146516207747e-21,2.9496862599157374e-22,9.045031278328389e-22,1.0011174083904612e-22,9.966667938787848e-25,0.0,0.0,0.0,0.0,1.5300766844491912e-30,1.141563612387032e-31,0.0,1.1825458815129118e-27,4.589700345217866e-22,8.102431590612823e-28,6.344107092809517e-18,1.074789320845953e-28,1.3737037241154607e-19,4.5299899061854186e-21,0.0,3.120999528511996e-21,4.154209450462933e-31,1.789823969311947e-35,2.6766308675307824e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.349939392398335e-36,2.0287298903801045e-24,5.028275719522526e-53,0.0,2.7155699541606778e-36,2.476058714512567e-40,6.265032558209451e-22,0.0,3.175817711691505e-28,3.615658865534854e-21,1.2420211143924682e-33,6.716419323394399e-21,0.0,0.0,0.0,0.0,0.0,3.112510682469292e-26,0.0,3.3558851079024682e-21,1.307609153338775e-22,7.922795357017016e-33,0.0,1.9049291707108688e-21,0.0,1.745883692587712e-22,8.902024645110833e-22,5.833538692795681e-72,1.6927576308729133e-23,0.0,1.4837190860397883e-22,2.07345226786822e-23,2.6818228237064524e-40,0.0,0.0,0.0,6.837368382546007e-26,8.360731355232699e-38,6.700305915137142e-21,0.0,1.0790553574111432e-22,0.0,2.512921680298791e-22,0.0,0.0,0.0,0.0,0.0,5.586406299316741e-22,0.0,0.0,0.0,0.0,0.0
0.018000000000000002,0.2876402151371518,298.0000000000005,1.1506922853370927,0.7092418075111543,0.0,0.021292787264470654,0.0,0.05401158803945588,0.21545381713589945,2.0873892843956734e-17,2.4845997673557815e-40,0.0,0.0,0.0,4.0184988229307014e-29,4.901972791593016e-11,0.0,8.795477783010884e-26,0.0,6.240203700798612e-21,3.767373784273081e-18,5.550313187142032e-21,7.761798979661938e-35,0.0,0.0,0.0,0.0,0.0,1.728847987101363e-21,0.0,0.0,8.007370796590579e-22,4.34971307992065e-34,0.0,0.0,0.0,1.7089888159509968e-22,0.0,0.0,0.0,0.0,0.0,0.0,3.565828421195338e-19,8.703460169248455e-21,9.125472511900964e-20,0.0,0.0,9.665921712303678e-35,0.0,0.0,0.0,0.0,5.980363844213327e-21,2.8171050709574842e-22,9.053203098927929e-22,1.0011811244115213e-22,9.966709328470092e-25,0.0,0.0,0.0,0.0,1.5300766838582104e-30,1.1415636119461196e-31,0.0,1.1293933787916497e-27,4.383401859771422e-22,7.738247201269016e-28,6.344107092591972e-18,1.0747893338087368e-28,1.3503857559366257e-19,4.529993571454061e-21,6.571772314557593e-41,3.228075500655266e-21,4.147179392875442e-31,6.638762100279069e-38,1.0044650433245563e-48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.384753476050809e-36,1.1935138358286106e-24,5.008357954411785e-53,0.0,2.712387326967124e-36,2.471868529968645e-40,6.266068552473587e-22,0.0,3.175808025537386e-28,3.615642136015647e-21,1.5678577200675922e-35,6.452627499452077e-21,0.0,0.0,0.0,0.0,0.0,3.112513202550371e-26,0.0,3.5756427618085054e-21,1.4652472895953125e-22,7.886972724040854e-33,0.0,1.904929170838363e-21,0.0,1.7458034472843323e-22,8.902024669600989e-22,2.0276431539714423e-74,1.694247744078031e-23,0.0,1.4837191102465244e-22,2.073452267413186e-23,2.6939842551036358e-40,0.0,0.0,0.0,6.83736838713738e-26,8.36075218975681e-38,6.70030592280841e-21,0.0,1.0790587376459068e-22,0.0,2.5129216816748716e-22,0.0,0.0,0.0,0.0,0.0,5.586406316340329e-22,0.0,0.0,0.0,0.0,0.0
0.02,0.2876402164438378,298.00000000001387,1.1506922801097517,0.7092418072415072,0.0,0.02129278727717631,9.865567317488148e-25,0.05401158800782483,0.21545381707172181,5.842864513974763e-16,2.137085206820448e-46,0.0,0.0,1.5267176200081885e-36,1.5237466719694626e-31,4.0176930271000244e-10,0.0,8.795475703106867e-26,1.9920589815696617e-19,8.091806278728792e-21,1.0802845467535336e-16,6.81011693934657e-19,7.760139315315963e-35,0.0,3.3224981264595823e-26,1.2543253956747714e-20,0.0,1.2442254504310166e-55,6.050822470403327e-20,0.0,9.372655083909026e-47,4.816514428151327e-21,1.3164286421135552e-35,2.7567401122773536e-22,1.3949450974211885e-43,0.0,4.3835140194010804e-21,0.0,0.0,0.0,0.0,0.0,0.0,9.84997157974537e-18,2.0112941837994206e-20,9.187416379333993e-20,0.0,7.26222617953785e-22,3.659405506833982e-37,0.0,0.0,0.0,0.0,6.018263614277642e-21,3.010339387548836e-22,9.543601321998758e-22,1.0046861189724303e-22,9.969396329360893e-25,4.762880768321855e-38,0.0,8.265049720179322e-27,0.0,1.5300766787368685e-30,1.1415636081251997e-31,0.0,1.2068619909338676e-27,4.683900746447658e-22,8.269038426083647e-28,6.344107090713028e-18,1.0747893292565975e-28,1.3811389316618403e-19,4.529997240350611e-21,6.571957762522885e-41,3.3351514741788873e-21,4.147179480759271e-31,2.5173059977589517e-40,1.345882812551382e-50,0.0,0.0,0.0,0.0,0.0,6.978870187425235e-32,0.0,4.419399864674039e-36,7.021395861529075e-25,5.040090280381547e-53,0.0,2.7098747722269837e-36,2.4718685673762974e-40,6.267104550947107e-22,0.0,3.1757984536739097e-28,3.615625408720111e-21,1.5674320730031858e-35,6.1992025999891324e-21,0.0,0.0,0.0,0.0,0.0,3.112515722306755e-26,0.0,3.744094548782919e-21,1.6228854295587228e-22,7.849992204627944e-33,0.0,1.9049291722037677e-21,0.0,1.745875757835481e-22,8.902027320158014e-22,1.2130307896318718e-75,1.6971523848504286e-23,2.3399949473330574e-50,1.4837208847876426e-22,2.073452317651925e-23,2.706120844879177e-40,0.0,0.0,0.0,6.837368765051526e-26,8.361510795133269e-38,6.700305953884164e-21,0.0,1.0792953033914504e-22,0.0,2.5129217293064383e-22,0.0,0.0,0.0,0.0,0.0,5.586407065574594e-22,0.0,0.0,0.0,0.0,0.0
0.022,0.28764022777228637,298.00000000038233,1.1506922347907835,0.7092418049038324,0.0,0.02129278738732684,9.490380036159255e-23,0.0540115877335833,0.21545381651533466,1.6656555613970272e-14,0.0,0.0,0.0,1.4460973930747187e-33,5.763437479442907e-31,3.4599028619671645e-09,0.0,8.795470200625672e-26,1.9379668681545185e-17,8.50699092528653e-20,3.152392684702849e-15,2.6588236437958623e-17,7.731156917313768e-35,6.489093782529395e-44,3.1977076460919497e-24,5.134990531206323e-19,0.0,1.5666312090150213e-53,2.1760911914378056e-18,0.0,1.129458928661248e-45,1.6209078614181368e-19,4.1063170007154995e-35,1.3780819883975025e-20,1.5586896147502823e-42,1.9080854344279414e-18,1.7493850129417308e-19,0.0,0.0,0.0,0.0,3.5490724254745612e-22,0.0,2.820295539873323e-16,4.803972215661291e-19,1.1902036336384482e-19,2.20144807389005e-20,1.3129432548308728e-19,1.3816908334969992e-36,0.0,0.0,0.0,0.0,7.568303424488426e-21,1.1315880697642881e-21,3.6905573424808405e-21,1.2177990142234952e-22,1.014278381840357e-24,4.594930870495554e-36,3.638788088628697e-58,7.955863247002084e-25,1.1601080621688842e-56,1.5300766344003538e-30,1.1415635750480787e-31,0.0,4.536598091586885e-27,1.7602461649800923e-21,3.108335620863933e-27,6.344107074628686e-18,1.0747892897789281e-28,2.795269361843027e-19,4.5300010172964054e-21,6.57195781067661e-41,3.442227460734766e-21,4.147179648344134e-31,9.52146820621163e-40,3.643215952898615e-49,0.0,0.0,1.8938686914347398e-23,0.0,0.0,2.48675937706186e-30,1.382125229015431e-19,4.454825957018515e-36,4.130304435080274e-25,6.337991866432222e-53,0.0,2.707203213236946e-36,2.471868651387855e-40,6.268140586969746e-22,0.0,3.1757890071930014e-28,3.615608699953121e-21,1.567432197924448e-35,5.956195427859287e-21,0.0,0.0,0.0,0.0,0.0,3.112518316237624e-26,0.0,3.868608682141698e-21,1.7805239167088363e-22,7.81232491627549e-33,0.0,1.904929184441679e-21,0.0,1.7499319533956814e-22,8.90223088520276e-22,1.1420102354356603e-75,1.8064185570705235e-23,2.819921880185478e-49,1.4838482348919395e-22,2.0734573777197727e-23,2.718248119816644e-40,0.0,0.0,0.0,6.837400254396449e-26,8.389014547840805e-38,6.700307320685066e-21,0.0,1.095865005399445e-22,0.0,2.512925033253249e-22,0.0,0.0,0.0,0.0,0.0,5.58645817692852e-22,0.0,0.0,0.0,0.0,0.0
0.023,0.2876402660199922,298.0000000042351,1.1506920817825184,0.7092417970118524,0.0,0.0212927877591978,1.1371588059902972e-21,0.05401158680755312,0.2154538146369057,1.90598480811828e-13,0.0,0.0,0.0,6.907288950435967e-32,8.457111183080368e-30,1.3784259775500467e-08,0.0,8.79546171204189e-26,2.312574966096373e-16,1.2947935449224359e-18,3.6868079111747856e-14,4.024521264744785e-16,7.729633476587736e-35,1.2680574455733177e-42,3.83167413273011e-23,7.804856152307852e-18,0.0,1.9874624576517555e-51,3.099450539144653e-17,3.6223352524140656e-52,8.954252194100704e-44,2.4915642045322854e-18,4.570345829761324e-33,2.406342832280484e-19,1.4794587650292179e-40,2.9962670929781875e-17,2.785712818268254e-18,0.0,0.0,0.0,0.0,8.090843308140928e-21,0.0,3.242367290408e-15,7.50127368564681e-18,5.685326733858867e-19,4.985599393309093e-19,1.9229207960565233e-18,2.0275176247430757e-35,0.0,3.0734640274319097e-21,4.3782542090903794e-21,0.0,1.8815371673650084e-20,7.004557235499667e-21,6.12110375035517e-20,6.112153988584202e-22,1.4359712901423253e-24,5.54955444379058e-35,0.0,9.530812443478738e-24,6.628682043358098e-56,1.5300764853674587e-30,1.141563463873347e-31,0.0,2.8081634302016966e-26,1.0892897459601353e-20,1.9240669263069543e-26,6.344107022439779e-18,1.074789156908259e-28,1.2235009950735108e-18,4.530005578623459e-21,6.571957945835656e-41,3.495765508015753e-21,4.147179891462053e-31,1.397154136704758e-38,5.1921163285462496e-48,0.0,0.0,6.78400257541928e-21,0.0,0.0,2.9309393673588447e-29,2.1543300393892885e-18,4.547862261760392e-36,3.1155255967940106e-25,1.5754563657961328e-52,0.0,2.7060346924103977e-36,2.471868789834123e-40,6.268658722805104e-22,0.0,3.17578458993514e-28,3.6156004066635136e-21,1.567433134816238e-35,5.851391893165429e-21,0.0,0.0,0.0,0.0,0.0,3.1125214507479484e-26,0.0,3.92233618601799e-21,1.859353781280999e-22,7.793365712894793e-33,0.0,1.9049292256628482e-21,0.0,1.7767323020340015e-22,8.908104719934679e-22,1.1424898172808577e-75,4.873882035599545e-23,2.2356425820528523e-47,1.4872914904017494e-22,2.073649399902463e-23,2.7244314268689068e-40,2.5435233717367425e-35,0.0,0.0,6.838396271631175e-26,8.766430586702881e-38,6.700339421793035e-21,0.0,1.5331621105295913e-22,0.0,2.513014460042589e-22,0.0,0.0,0.0,0.0,0.0,5.58778636467746e-22,0.0,0.0,0.0,1.9525426722568943e-21,0.0
0.024,0.2876404509714947,298.0000000592323,1.15069134189274,0.7092417588574554,0.0,0.02129278955707835,1.682951883893344e-20,0.054011582328060116,0.2154538055544992,2.758559712774582e-12,9.719364465742837e-52,0.0,0.0,4.723648495324877e-30,1.5526641253876964e-28,6.369954248153823e-08,0.0,8.795432423326849e-26,3.421153175081733e-15,2.704605268431438e-17,5.459655583302017e-13,7.798489816538154e-15,1.1402570787444897e-34,9.61700737065692e-41,5.670778295922294e-22,1.5173593832639382e-16,2.5694254137301073e-39,5.192634160321583e-49,5.640190394550995e-16,6.592164932246514e-51,1.847803252273976e-41,4.9272174108768437e-17,8.371772055178258e-31,5.397068276483198e-18,3.9061257611131243e-38,5.680248988581096e-16,5.69419712297174e-17,2.7288071077622165e-36,4.7092229717453694e-35,0.0,0.0,1.8548986331587633e-19,0.0,4.71596388049921e-14,1.5263077920895564e-16,1.0642970012046681e-17,1.1673240118642593e-17,3.529920580696285e-17,3.7223917788773102e-34,0.0,4.761113972401764e-19,1.162779611055997e-19,0.0,1.6860572788861825e-19,8.489036577671328e-20,1.6926141200783166e-18,1.5761978138364404e-20,1.5251102099576922e-23,8.525450790527702e-34,0.0,1.4105152196263277e-22,1.1486937218795585e-55,1.5300757738821939e-30,1.1415629332769943e-31,0.0,3.4032965103008344e-25,1.3200239133622062e-19,2.3318338001099147e-25,6.344106799572029e-18,1.0747885194969543e-28,1.3733236338912023e-17,4.530118178649081e-21,6.571958653931435e-41,3.549303803413934e-21,4.147180901987289e-31,2.565071984999054e-37,9.550674203620381e-47,1.3156796282265431e-40,0.0,1.7074505975912757e-19,0.0,8.298931570390092e-21,4.331568706627921e-28,4.218302834720769e-17,2.1330818271761122e-35,5.096771945160521e-25,1.411635887166712e-51,3.7333848786172095e-35,2.7079348130691993e-36,2.471869410670713e-40,6.269177395339117e-22,0.0,3.175790716013765e-28,3.615592386145485e-21,1.5674469333413569e-35,6.277602447701913e-21,0.0,0.0,0.0,0.0,0.0,3.112598833657479e-26,1.00881743234576e-20,4.0207281277695206e-21,1.9386130926345356e-22,7.774316361730207e-33,0.0,1.904929440096864e-21,0.0,2.137503329785165e-22,9.13608971594931e-22,1.1717871293566855e-75,1.2224030452392204e-21,4.613427705900119e-45,1.6125742343863133e-22,2.083452449265262e-23,2.751569905280233e-40,1.555731258924963e-33,1.1503394048966794e-20,0.0,6.880773908649236e-26,1.5797875228462202e-37,6.701378954102205e-21,0.0,1.7066760794086167e-21,0.0,2.516281255441245e-22,0.0,0.0,0.0,0.0,0.0,5.63427136993111e-22,1.1441308656486958e-20,1.0755663539386275e-22,5.5202805201940874e-24,6.453087042272086e-20,0.0
0.0245,0.28764080959784843,298.0000003605047,1.150689907227608,0.709241684918467,0.0,0.02129279304137106,1.0816437391561413e-19,0.05401157363450822,0.2154537879482073,1.7296430135335577e-11,0.0,5.04287536688453e-64,0.0,7.647736596164465e-29,1.2056419036806974e-27,1.604362621317616e-07,0.0,8.795384571556316e-26,2.182911370147854e-14,2.358266579759158e-16,3.492315601044629e-12,6.329866693460479e-14,1.9578977153644638e-33,3.4184082799903994e-39,3.6447802899903076e-21,1.2351755635283109e-15,1.9721332930729356e-37,2.556689376661816e-47,4.3277011877994475e-15,5.058148707683677e-50,7.604792757491743e-40,4.0741393115493317e-16,4.8924487144032126e-29,4.999426942936368e-17,1.9844954492448404e-36,4.505119326112495e-15,4.849804489690778e-16,1.350287360349735e-34,2.9606836504779154e-33,0.0,2.568353576024536e-36,1.7331956727983135e-18,1.9982093495325416e-33,2.969703780812168e-13,1.2957694977323663e-15,9.657264646640035e-17,1.1133472695692778e-16,2.726344327884806e-16,2.8904723012017644e-33,1.0637641419242676e-22,5.7428414446702496e-18,1.16925360645218e-18,1.621621198105472e-30,8.375714577800605e-19,4.1639359042343987e-19,1.9247809831852327e-17,1.9353127774949154e-19,1.8670271344863947e-22,5.868608956287204e-33,0.0,9.061888153776746e-22,5.1061626826920354e-54,1.5300744434308904e-30,1.1415619419126765e-31,5.187200871638018e-29,1.669339692492206e-24,6.472820201407153e-19,1.1437803840645195e-24,6.3441065252829064e-18,1.074787311744211e-28,5.954872216592829e-17,4.5318664194068634e-21,6.571960425842206e-41,3.5760734521447e-21,4.147183080102447e-31,1.9917732801107282e-36,7.890546946516799e-46,5.8696365218581883e-39,0.0,1.6814278625237457e-18,0.0,1.409909214822315e-19,2.7837448783395788e-27,3.5175680390777357e-16,6.383778523089957e-34,5.8128122408635565e-24,7.011578264266307e-51,4.08482465331274e-33,2.7280273857766744e-36,2.471870868132295e-40,6.269437699461048e-22,0.0,3.1759672266834353e-28,3.615588874620354e-21,1.5675395587132162e-35,1.3918463852550786e-20,0.0,0.0,0.0,0.0,0.0,3.113800115929811e-26,1.5572591436537612e-19,4.616968934614564e-21,1.9848107734686038e-22,7.764778312958042e-33,0.0,1.9049301768718414e-21,0.0,3.438712682205631e-22,1.2482993817101467e-21,1.6397546245166663e-75,1.821289393974099e-20,1.8986885328884324e-43,3.337646871634335e-22,2.2723819839439274e-23,3.547559709504675e-40,3.6074776765426574e-32,1.5324818182231384e-19,0.0,7.562279805584237e-26,6.580439114643472e-37,6.714165394476677e-21,0.0,2.2592680971272988e-20,0.0,2.561457197970324e-22,0.0,0.0,0.0,0.0,0.0,6.250212671657851e-22,1.1803707856725632e-19,1.756119364140804e-21,1.0329120891077382e-22,6.892266863841724e-19,0.0
0.025,0.28764185720842605,298.00000266139057,1.1506857163392223,0.7092414692428691,0.0,0.02129280320616747,8.407191727376659e-19,0.05401154818754896,0.21545373654870653,1.3187929345203581e-10,1.376011168955426e-49,4.9602383456598074e-61,0.0,1.6401999019794757e-27,1.1508401775964535e-26,4.4265240393700504e-07,0.0,8.795258314300963e-26,1.695694635862535e-13,2.5623664729535758e-15,2.7210076153918848e-11,6.371005225477828e-13,1.4788979738843185e-31,2.0001523383516657e-37,2.832959546145912e-20,1.2470446792213976e-14,1.7826722883180684e-35,1.8833394110857453e-45,4.101609819497988e-14,4.793899457867411e-49,4.5915026211495795e-38,4.182603539174011e-15,3.1426176329199604e-27,5.791465734826433e-16,1.513570496307873e-34,4.4228751652737714e-14,5.138489760143021e-15,1.0507072574936714e-32,2.5176726519991224e-31,6.215336046956863e-32,2.019770730261465e-34,2.0252933388729002e-17,6.650277075294882e-31,2.274879237849687e-12,1.3682353427494274e-14,1.1024643109088725e-15,1.3296662475461391e-15,2.601970805187818e-15,2.7595014623639295e-32,3.540986650335277e-20,8.568378639184533e-17,1.4731593177741885e-17,2.009746535850517e-28,6.678331627246241e-18,3.286328014743359e-18,2.769770956011062e-16,3.0338993089485803e-18,3.080906729914983e-21,5.443693401979059e-32,0.0,7.04323618441466e-21,8.396843695026377e-52,1.5300709156761757e-30,1.1415593195556801e-31,1.1685284194117298e-27,1.3174986369170271e-23,5.1083791650117894e-18,9.027091232936809e-24,6.344106876313415e-18,1.0747839836162e-28,4.0702320629080513e-16,4.569369375237777e-21,6.571968674881316e-41,3.60284440238616e-21,4.147191900263673e-31,1.9012325356626567e-35,1.2705667162378758e-44,3.4542460197747674e-37,0.0,2.0743591560114293e-17,0.0,2.2918246856432466e-18,2.1636735272217928e-26,3.7626230367845326e-15,4.742073286849461e-32,1.2745763851362072e-22,5.590582068586132e-50,3.3055679306257676e-31,2.9287265064016428e-36,2.4718776229536465e-40,6.269700510399174e-22,0.0,3.180053985560264e-28,3.615586710645825e-21,1.5684371928139166e-35,1.6054697426257661e-19,0.0,9.871098956043991e-34,0.0,2.4839864547160957e-35,5.757632138709575e-21,3.1395687627267283e-26,2.8639342486269106e-18,1.4613454198729484e-20,2.166044923281452e-22,7.755629296829321e-33,0.0,1.9049417537677718e-21,3.793023304709903e-22,1.340545921847133e-21,7.911060925202549e-21,4.234937142333499e-74,3.5182811909401287e-19,1.1463583496014994e-41,3.55837741439847e-21,7.190313603752084e-23,6.468849742096434e-39,9.287867024560584e-31,2.4300451230136335e-18,9.151793116509494e-21,2.2402693859148657e-25,5.567039777855425e-36,6.928199742153055e-21,0.0,4.03991067538172e-19,0.0,3.4095284518250706e-22,0.0,0.0,0.0,8.968828482218469e-21,0.0,1.7337512269894317e-21,1.4729842911368945e-18,3.588575720638429e-20,2.1622306113984557e-21,9.212275250740599e-18,4.8235273093095387e-42
