grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.36849158250797565,298.0,1.1300609018085794,0.724672096330623,0.0,2.7025367252575026e-22,8.91175258548488e-22,0.05518666598229858,0.22014123768651778,2.8046751509391776e-17,0.0,1.2920500054809741e-20,0.0,7.189382059152878e-21,0.0,5.606131601418398e-13,6.146322659195688e-75,0.0,6.368250439623107e-20,2.52304581933346e-21,5.5001002764653266e-18,1.4043319689133018e-19,2.3537367391356064e-29,3.961520018278353e-20,0.0,8.995305247555466e-21,1.3753532842343224e-35,2.3459377588942396e-45,1.7531994497866236e-21,0.0,1.3459364569244486e-35,3.010384713768993e-21,4.405478067896319e-32,4.801932676342035e-22,2.510448967181153e-21,5.433277196609578e-21,4.6397423672205276e-21,0.0,9.247468319782143e-37,4.771463600366062e-36,1.3361278549623339e-29,1.0881082971433689e-23,0.0,0.0,0.0,0.0,1.7337528108627067e-23,6.356760186072656e-22,6.215609214991646e-22,1.7823102115169406e-22,9.817428057579607e-25,1.3475440927224857e-24,0.0,2.213693724297521e-22,2.800247384951765e-22,0.0,1.2635378284219885e-22,0.0,0.0,0.0,1.3818578661837796e-37,9.171857361998646e-40,1.0687484673454279e-62,5.5430563541692264e-58,0.0,1.4340871757697503e-29,0.0,0.0,0.0,3.3176873999937765e-20,9.247737823028531e-48,1.7201660026831745e-24,0.0,1.5126723130664446e-47,1.358654559306442e-22,1.4485204680276438e-23,2.686252805189755e-29,0.0,1.6441406625798694e-28,1.8103767805598495e-32,1.3525740356122084e-23,3.4106659747688747e-32,2.849534738804143e-23,1.908123468857422e-30,1.5573891023058494e-21,0.0,2.4500237266765237e-34,6.017988334895566e-57,0.0,2.0462079552773465e-38,2.1270517523319912e-41,2.5328642820676607e-26,0.0,0.0,1.0830448449631006e-26,0.0,2.499811365187497e-24,1.7133332091131135e-34,4.0626628951463873e-22,0.0,0.0,4.935977618047467e-24,0.0,0.0,1.2493441732995467e-36,4.570982356827861e-28,3.820067911658663e-42,0.0,0.0,0.0,4.0419250663834236e-33,4.136335353624477e-24,1.278063015129975e-67,0.0,0.0,1.1467079502066316e-21,0.0,1.2693854312415694e-46,4.944379880378501e-44,1.5780709126398684e-34,1.3434985671498525e-24,8.602197212568213e-33,3.239343984629737e-42,1.019194405906263e-22,0.0,1.7494217176266656e-22,0.0,0.0,2.6951890262946885e-37,0.0,9.15008636793049e-38,0.0,0.0,0.0,5.441144872964007e-22,0.0,0.0,3.209983632990955e-22,0.0,7.789526009154726e-40
0.008,0.36849158261055887,298.00000000007174,1.1300609014939857,0.7246720963150585,0.0,2.7025216538716123e-22,0.0,0.05518666598022233,0.2201412376822096,3.9561372150940844e-15,0.0,2.60731597438566e-27,0.0,2.2103461172684083e-26,0.0,2.250465599946705e-11,1.3829866836723088e-73,0.0,9.172862664611498e-18,5.302607812254681e-19,7.956332065956422e-16,2.6830360812459146e-17,4.480262363209897e-27,1.9814757007451115e-26,0.0,1.7242536779628852e-18,1.7012064620503763e-33,3.2093101488074124e-43,3.6401135618303474e-19,0.0,1.7522974331583518e-33,6.221630914578263e-19,5.7050346574960336e-30,5.390145551655723e-21,2.2981801642903702e-27,1.0112022932803273e-18,7.874797861820175e-19,0.0,1.7098728201031712e-34,1.092179283484952e-33,2.980532609231303e-27,2.3985567483524805e-21,0.0,0.0,0.0,0.0,1.7337532111082638e-23,6.35675627277431e-22,1.3933962315969413e-27,1.7850684946104737e-22,2.8555674521114936e-22,1.3475436069606708e-24,0.0,1.7013487150058384e-24,2.800247335507508e-22,0.0,1.2635348277329143e-22,0.0,0.0,0.0,7.989090168914796e-44,3.2609623281069623e-37,5.43620868206689e-66,2.9634023656238665e-55,0.0,5.132900418215479e-35,0.0,0.0,0.0,6.482129572050035e-18,1.9993002952446495e-48,1.7217918798975422e-24,0.0,0.0,1.3586545592361904e-22,2.0754511035623165e-29,2.6797150673218657e-40,0.0,3.433678277568257e-26,2.088859598089495e-32,3.2047195819994295e-21,1.6987499628837918e-29,2.8495346961538974e-23,5.042422851784459e-36,3.2727929836131554e-19,0.0,9.551511288944416e-32,2.3449558143735465e-54,0.0,1.0810193544701462e-35,1.2370363002551645e-38,1.6232992863304558e-23,0.0,0.0,1.0830291980881146e-26,0.0,9.13691718411709e-22,1.3380070615784886e-39,4.2602351802775754e-27,0.0,0.0,4.9369619223097844e-24,0.0,0.0,6.419715566941952e-34,4.570982371618541e-28,4.795003994043225e-44,0.0,0.0,0.0,2.2345366576031557e-30,4.1363353540624154e-24,5.268506876340602e-65,0.0,0.0,1.1467079502907419e-21,0.0,5.867587827873754e-50,4.1572435921451966e-42,0.0,5.464211614320551e-22,8.602197137160397e-33,1.2732182718568734e-39,1.0192068134672924e-22,0.0,1.7494217176828642e-22,0.0,0.0,1.5043577785567658e-34,8.056604327086539e-39,5.034260082532796e-35,0.0,0.0,0.0,5.446249660403337e-22,0.0,0.0,3.3771847176844503e-22,0.0,2.012318374810255e-37
0.016,0.36849158673697,298.000000009775,1.1300608888394332,0.724672095690351,0.0,2.702507960156917e-22,0.0,0.05518666589649646,0.22014123750906928,5.58034267424095e-13,0.0,5.281626309676843e-34,0.0,4.4428372522758644e-32,0.0,9.034028214812876e-10,2.8070505375998623e-73,0.0,1.2564119117603617e-15,1.1008681435925842e-16,1.1510580339116351e-13,5.103979775740529e-15,6.575145361981289e-32,1.0587684542298562e-32,0.0,3.295918082441745e-16,1.5394359974676553e-33,6.514250139802224e-50,6.528814179387057e-17,0.0,0.0,1.214478236808908e-16,8.964427625413393e-30,1.0656668498158837e-18,2.107799675924384e-33,1.8306648930319707e-16,1.5896583230559515e-16,0.0,2.9324421367922877e-34,1.0056576663578058e-33,5.798835788664382e-31,5.37349170230451e-19,3.347356343765739e-33,0.0,0.0,0.0,1.733753226948925e-23,6.356752423854058e-22,0.0,1.7874990356340946e-22,2.8777666981006334e-22,1.3475431842860104e-24,0.0,1.3094057945395662e-26,2.800247289021831e-22,0.0,1.2635321356031091e-22,0.0,0.0,0.0,3.4010139779233144e-50,3.765320422765313e-37,0.0,2.9633988089286416e-55,0.0,2.2251170803445804e-38,0.0,0.0,0.0,6.482129704465501e-18,7.036318059668049e-49,1.7232452268732174e-24,0.0,0.0,1.3586545619946941e-22,3.1527992946434837e-35,2.424733046894822e-40,0.0,2.900224162064053e-32,0.0,8.473474987997363e-19,1.6987560395981078e-29,2.8495346658951123e-23,5.8391474347381835e-40,7.898976984372253e-17,0.0,1.172633668309995e-31,2.345113479549935e-54,2.832175291772336e-40,4.2603821573881494e-41,1.8791830094012438e-44,1.623301611828812e-23,0.0,0.0,1.083013553122938e-26,0.0,9.13333304875107e-22,5.0524243729377e-43,4.4771759520423225e-32,0.0,0.0,4.937855702625492e-24,0.0,0.0,1.0892269929682402e-33,4.570982375250521e-28,0.0,0.0,0.0,0.0,2.234544274383032e-30,4.136335359760992e-24,2.028345137914038e-71,0.0,1.209021767129472e-51,1.1467079518494543e-21,0.0,0.0,2.1501098830701315e-42,0.0,5.464268797193109e-22,8.602197140119708e-33,1.2732323834934503e-39,1.0192180681373925e-22,0.0,1.7494217199501621e-22,0.0,0.0,1.372583981529248e-34,7.581306532288022e-39,6.352768969665812e-35,0.0,0.0,0.0,6.668488042635402e-22,0.0,0.0,4.657976491044604e-21,0.0,4.0500761231324916e-41
0.02,0.3684916497974612,298.00000050287076,1.1300606954505337,0.724672086212185,0.0,2.702501530885124e-22,4.645441007664259e-22,0.0551866646072982,0.22014123486953127,2.993562615710383e-11,0.0,2.1560955815656947e-40,0.0,8.907519811096912e-32,5.8783529578416e-19,1.42742036136967e-08,3.135947845082007e-73,0.0,6.878598865218454e-14,8.64918574912397e-15,6.330347364106622e-12,3.6949345058013305e-13,6.080574424986386e-32,6.9382049787051215e-34,3.128887962592203e-23,2.3938165210969227e-14,7.613856905330666e-33,1.2536513581674592e-49,4.436810457448894e-15,0.0,0.0,8.978579110196262e-15,4.871998302498859e-28,8.947428866472346e-17,1.0377783954993279e-37,1.2911366991978823e-14,1.2164119822006993e-14,4.503936757716779e-34,1.5798320215269215e-33,2.8087250794868557e-33,5.486093240901899e-31,4.554942117389492e-17,3.3536352520226594e-33,0.0,0.0,0.0,1.7337532611351595e-23,6.356748482975678e-22,0.0,1.7886290150456895e-22,2.8780807573148267e-22,1.3475429930440293e-24,0.0,2.0058962814248224e-28,2.80024730668554e-22,0.0,1.2635308399311965e-22,0.0,0.0,0.0,0.0,3.9917658684627694e-37,3.295036117556492e-64,2.9633969401251052e-55,2.0728632435381894e-56,2.2067707553063204e-38,0.0,0.0,0.0,6.482130035013119e-18,1.3152805044047119e-48,1.723933413769644e-24,0.0,0.0,1.3586545982046973e-22,1.771628024058638e-36,2.2918150126020598e-40,0.0,1.2023532397728232e-33,0.0,7.602743633767126e-17,1.6987561080740976e-29,2.8495347046510294e-23,5.7049293616894475e-40,6.288605013961783e-15,0.0,1.1859126226249974e-31,2.345113859940784e-54,1.2352152623360715e-39,9.215156725369817e-43,1.0559478865167877e-45,1.6233016563950025e-23,0.0,0.0,1.0830057562063462e-26,0.0,9.131632055258449e-22,4.848922064435401e-43,5.053597202013445e-35,0.0,0.0,4.938278739186071e-24,0.0,0.0,1.2730419768140684e-33,4.570982488359136e-28,0.0,0.0,0.0,0.0,2.2345451776544395e-30,4.136335447585687e-24,0.0,0.0,9.589159268176701e-52,1.1467079748343915e-21,0.0,0.0,1.235595322938489e-42,0.0,5.464268918506876e-22,8.602196490207673e-33,1.273239048056456e-39,1.0192234053719696e-22,0.0,1.7494217541317621e-22,0.0,0.0,1.345194992153674e-34,7.350786304474956e-39,6.62671021907081e-35,0.0,0.0,0.0,1.1657122183673236e-20,0.0,0.0,4.238087611692739e-19,0.0,8.04949065939603e-42
0.024,0.36849297603340125,298.000034077633,1.13005662827095,0.7246718914519433,0.0,2.7024966044899374e-22,2.5428293373703118e-20,0.05518663690089843,0.2201411796920499,2.116558227804238e-09,0.0,0.0,0.0,9.81944311743308e-29,3.2150489400740476e-17,2.8933164808812256e-07,2.7912627698169758e-73,0.0,4.9663347774052965e-12,8.989055886842998e-13,4.5898088860586704e-10,3.536090139519433e-11,4.7891724157662397e-29,3.8303282177386182e-31,1.7119884258963257e-21,2.2984376135542387e-12,3.014837495283584e-29,5.614163003439947e-46,3.983571010253454e-13,2.950062433239352e-47,3.286691127659802e-38,8.776292336984739e-13,3.0570338519538016e-24,9.947949483286214e-15,1.2257943720763868e-34,1.2036797711070712e-12,1.2310307731495127e-12,1.7817954751879392e-31,6.739364778278979e-30,1.159451144892548e-29,2.8638273273367673e-28,5.110466206783637e-15,3.355434214330803e-33,0.0,0.0,0.0,1.7337536087193975e-23,6.3566552929156825e-22,0.0,1.7896731246159502e-22,2.878322812997479e-22,1.347543116838619e-24,0.0,3.087036254559602e-30,2.8002481593664906e-22,0.0,1.263527566042005e-22,0.0,0.0,0.0,0.0,4.116918196472725e-37,2.815888807538199e-63,2.9634025097055865e-55,2.072588610652352e-56,2.2068164528576524e-38,0.0,0.0,0.0,6.482156209449328e-18,1.3156286768119574e-48,1.724583960023589e-24,0.0,0.0,1.358655358904068e-22,1.7715606757212626e-36,2.155648988215558e-40,0.0,6.63811531758912e-31,2.699722801586036e-31,9.028576023958008e-15,1.698757087360763e-29,2.849535694758956e-23,5.7040623597172465e-40,6.617043609266361e-13,0.0,3.1561754596762893e-32,2.3451340603462806e-54,8.708756023071766e-38,9.210793688663844e-43,1.0559096286918002e-45,1.6233025753919315e-23,0.0,0.0,1.082998475335324e-26,0.0,9.130037192445747e-22,4.807336120402188e-43,4.924211863994555e-35,0.0,0.0,4.9386791237294866e-24,0.0,0.0,1.4242132553025171e-33,4.570984286295194e-28,2.7806659983954792e-45,5.3111747390927925e-21,0.0,0.0,2.2345471557109397e-30,4.136337241947894e-24,0.0,0.0,7.600945092863375e-52,1.146708446184356e-21,0.0,0.0,6.528312098257752e-43,0.0,5.464271393087424e-22,8.602015134072923e-33,1.2732517378975951e-39,1.0192287866257219e-22,0.0,1.7494224574887458e-22,0.0,0.0,1.3338066610589277e-34,7.127309962788181e-39,6.740658562199161e-35,0.0,0.0,0.0,1.3329733860170325e-18,0.0,0.0,5.4784889460467755e-17,0.0,1.2847465933989454e-41
0.025,0.3684976720287017,298.00039441977503,1.1300422272556427,0.7246712489708926,0.0,2.7024990114755633e-22,2.3654643589631984e-19,0.05518653322678336,0.22014098669192755,2.546978661037172e-08,0.0,4.131338676920368e-43,0.0,3.831778632997875e-27,2.9415301711560697e-16,1.1992397407859964e-06,2.4194401948458297e-73,0.0,6.092496286650034e-11,1.5484457752982207e-11,5.652400847840731e-09,5.636650649983584e-10,6.892706046693449e-27,5.424006779089095e-29,1.5793475719438174e-20,3.675088963932378e-11,4.14948098217981e-27,7.837827782978971e-44,5.9816212652145346e-12,0.0,4.802349060760427e-36,1.427032357284958e-11,3.058710860528964e-21,1.8264193765586127e-13,1.775027741641536e-32,1.8721602174123928e-11,2.0681298194928597e-11,2.094779587210923e-29,1.009468998561789e-27,2.1468628823998017e-27,4.0756421576800994e-26,9.463602278028132e-14,3.3554806493424685e-33,0.0,0.0,0.0,1.7337548471436218e-23,6.356447209669784e-22,0.0,1.7899296883732464e-22,2.8785586714230864e-22,1.347544447353873e-24,0.0,1.8512055158362117e-31,2.800251051147882e-22,0.0,1.2635165649853452e-22,0.0,0.0,0.0,0.0,4.232711947279996e-37,1.1152834217374346e-62,2.9635457691640154e-55,2.072622717099283e-56,2.2070654888526562e-38,0.0,0.0,0.0,6.4824489015833076e-18,1.3157123920399187e-48,1.724749350088473e-24,0.0,0.0,1.3586578876762354e-22,1.7716976655101258e-36,2.1177834892058865e-40,0.0,9.400137530284049e-29,6.603116300082628e-30,1.764438274386314e-13,1.698764864639883e-29,2.849539048329309e-23,5.704668336286466e-40,1.1532639367598222e-11,0.0,0.0,2.3453580126369253e-54,2.7231007886131688e-37,9.233302847259956e-43,1.0560113669571481e-45,1.6233056211503147e-23,0.0,0.0,1.0829983172127521e-26,0.0,9.129657492388508e-22,4.7998928342128485e-43,4.805374360001845e-35,0.0,0.0,4.938783743437789e-24,0.0,0.0,1.4600493232615402e-33,4.570990759581297e-28,0.0,1.2989736417315408e-19,0.0,0.0,2.2345494401037947e-30,4.1363432037208334e-24,0.0,0.0,7.245765705752284e-52,1.1467100097114464e-21,0.0,0.0,5.2751421890394865e-43,0.0,5.4642795965825695e-22,8.59564534655667e-33,1.2733219294922765e-39,1.0192312466410918e-22,0.0,1.7494247891614288e-22,0.0,0.0,1.3317078273190735e-34,7.071903246237323e-39,6.761722740161913e-35,0.0,0.0,0.0,2.627828513703955e-17,0.0,0.0,1.1614908359553878e-15,0.0,3.442181791137733e-40
0.026,0.3685306519927397,298.006797588036,1.1299410992984025,0.7246674845344765,0.0,2.702520862647321e-22,3.710637371119339e-18,0.05518572565765526,0.22013964884645812,4.5767505663508865e-07,0.0,1.8668323834123786e-39,0.0,3.092878367959101e-25,3.657593520949191e-15,6.5613400575483625e-06,1.7032511878142216e-73,0.0,1.117536551324812e-09,4.0657183028546236e-10,1.0410779941906962e-07,1.364308940927277e-08,2.056689572120737e-24,1.5866122893094564e-26,2.2254842217790886e-19,8.924121805192622e-10,1.1712998845093949e-24,2.7760381673874557e-41,1.3594965214564612e-10,0.0,1.404411381077498e-33,3.5268875770556596e-10,1.28447898542378e-18,5.126545559612762e-12,6.57448122493675e-30,4.4158162548854186e-10,5.289692322939879e-10,7.385556970225178e-27,3.202000308839277e-25,8.41204042008677e-25,1.1950511535783556e-23,2.6802606499493624e-12,3.3549490644615204e-33,0.0,0.0,0.0,1.7337655397513955e-23,6.354004358420294e-22,0.0,1.790183610202565e-22,2.880967315483875e-22,1.3475621642661739e-24,2.6044843113254235e-39,1.118517200711602e-32,2.8002681842666893e-22,0.0,1.263326710177267e-22,0.0,0.0,0.0,0.0,5.983789191217521e-37,6.3946969630815024e-62,2.9664544827840205e-55,2.0746522153187946e-56,2.210474391123269e-38,0.0,0.0,0.0,6.487716719866054e-18,1.317499345093946e-48,1.724932663421352e-24,0.0,0.0,1.3586730108688362e-22,1.7738375012756084e-36,2.0455209543147263e-40,5.965862080507332e-30,2.749502349096022e-26,2.4167198049029896e-28,5.286106208621474e-12,1.6990895203784226e-29,2.84955914491177e-23,5.707592214988751e-40,3.0656226066100185e-10,0.0,0.0,2.3492767233533655e-54,5.655154317907135e-36,9.509986609554073e-43,1.0576447001019143e-45,1.6233236911431504e-23,0.0,0.0,1.0830070265953494e-26,0.0,9.129353993130838e-22,4.7989511718765656e-43,1.442324671569943e-35,0.0,0.0,4.938917626023539e-24,0.0,0.0,1.4940262092041618e-33,4.571029445991763e-28,0.0,4.7507751156311144e-18,0.0,0.0,2.2344392588808867e-30,4.136378623730464e-24,0.0,0.0,8.723667175612891e-52,1.1467193018141523e-21,0.0,0.0,4.101902313483351e-43,0.0,5.464328332518776e-22,8.240624172071927e-33,1.2745109924952027e-39,1.0192397897824164e-22,0.0,1.7494386479818214e-22,0.0,0.0,1.3302936915213457e-34,7.017762697802378e-39,6.777969083127688e-35,0.0,0.0,0.0,7.947711507342069e-16,0.0,0.0,3.7875332770760094e-14,0.0,7.36657933548969e-37
0.026499999999999996,0.36864303770960516,298.0502494218403,1.1295966217755142,0.7246587802997158,0.0,2.7025760884197406e-22,6.199550665497305e-17,0.05518259062689271,0.220135043750212,3.511088391297936e-06,2.9616585644930955e-57,5.483564296234938e-37,0.0,9.967974749214814e-24,2.034895682185166e-14,1.9080853187587017e-05,1.1934998323087355e-73,0.0,8.73390650982166e-09,4.385314627511674e-09,8.163109822320003e-07,1.366994796399875e-07,1.1808863770082699e-22,8.628540913248175e-25,2.6511323570909927e-18,8.967975995230626e-09,6.179511585972014e-23,4.3282543881912483e-39,1.28665451406743e-09,0.0,7.66946146634928e-32,3.6015460394762635e-09,2.0321403789014027e-16,5.881594501864972e-11,1.0727168084822623e-27,4.321916600884555e-09,5.5732693200267916e-09,9.838595678679868e-25,2.4107269773480228e-23,6.752376137093939e-23,6.520381991521781e-22,3.100498596954898e-11,3.363184617745415e-33,0.0,0.0,0.0,1.7338310556963466e-23,6.342955912801597e-22,0.0,1.7903162063917855e-22,2.8914232775732017e-22,1.3477168762008184e-24,3.1884932297715044e-38,1.1944404076978996e-33,2.80030844811528e-22,0.0,1.262351866652569e-22,0.0,0.0,0.0,2.3297940205603486e-50,1.737802529366164e-36,1.77797136942002e-61,2.9870587779504777e-55,2.089427730637648e-56,2.238306304799731e-38,0.0,0.0,0.0,6.5238220078648646e-18,1.3299155553689388e-48,1.725059868069349e-24,0.0,0.0,1.358709280209756e-22,1.7877702380408168e-36,1.911920201130955e-40,3.1767690170145153e-28,1.4951643944117994e-24,3.556425149986957e-27,6.440200668033513e-11,1.7067259413438712e-29,2.849611718083111e-23,5.72735717969107e-40,3.345802385779477e-09,0.0,0.0,2.3758494492443973e-54,4.2964793494411916e-35,1.0995495915548635e-42,1.0684043521512359e-45,1.6233667447415398e-23,0.0,0.0,1.0830314945877942e-26,0.0,9.12935891988948e-22,4.836925958718735e-43,0.0,0.0,0.0,4.9390418641331715e-24,0.0,0.0,1.5104472933371395e-33,4.571124231810566e-28,0.0,6.959373107829506e-17,0.0,0.0,2.2309457178589863e-30,4.136463505283446e-24,0.0,0.0,2.70845193783688e-51,1.1467415643205958e-21,0.0,0.0,3.1425227083723587e-43,0.0,5.464444896105816e-22,7.973209821898406e-34,1.2824764148166313e-39,1.0192578421101701e-22,0.0,1.7494719286491713e-22,0.0,0.0,1.333094799005842e-34,7.012581494907642e-39,6.800382861088989e-35,0.0,0.0,0.0,9.768354741965269e-15,0.0,0.0,4.991596628882097e-13,0.0,3.614181404012962e-34
0.026999999999999996,0.36935010246166955,298.45722012908857,1.1274341803683365,0.7246290200111182,0.0,2.702781580471726e-22,2.9207099432392846e-15,0.055161015515807696,0.22010438295733653,3.325879698510397e-05,2.21158281505736e-52,2.9597967071043633e-34,0.0,1.1599666380274717e-21,1.3709605298475806e-13,6.21922729982995e-05,6.175287187240808e-74,0.0,8.450696163988147e-08,5.956033177127321e-08,7.916532389390533e-06,1.7198613265992639e-06,1.3487236264410108e-20,7.125149852704655e-23,1.0354625614054897e-16,1.1317109612899824e-07,4.952178833519396e-21,2.499862367147208e-36,1.5240820324248116e-08,9.67285178799959e-44,6.986691445325185e-30,4.6225646934932884e-08,2.2829266920736192e-14,8.532819200453168e-10,6.2403105450930645e-25,5.304357682151681e-08,7.393398115852885e-08,5.273572206960272e-22,6.510612858825181e-21,1.1566379967397476e-20,5.41707512877145e-20,4.537212653355248e-10,3.486307651352482e-33,0.0,0.0,0.0,1.7346581688727064e-23,6.262149250771493e-22,0.0,1.7904054641579842e-22,2.974719623096303e-22,1.3500308981400655e-24,3.289054251207321e-37,0.0,2.800440253340774e-22,0.0,1.253718841786412e-22,0.0,0.0,0.0,0.0,9.402092250173092e-36,0.0,3.1894368538610593e-55,2.2349811029078823e-56,2.765311169213631e-38,0.0,0.0,0.0,6.879572724166613e-18,1.437130058566585e-48,1.725274835980669e-24,0.0,0.0,1.3588422717556688e-22,1.9213807785400144e-36,1.4307147532971479e-40,2.5183676048167598e-26,1.234766598398319e-22,6.940404130696734e-26,9.950476615101515e-10,1.959524740413682e-29,2.8498895906223376e-23,5.501795010181978e-40,4.605888334389273e-08,0.0,0.0,2.637934626196183e-54,4.785075064294101e-34,2.0938514053078698e-42,1.1732128604820254e-45,1.6235234494735725e-23,0.0,0.0,1.083123026132219e-26,0.0,9.12989711994078e-22,5.570434979707846e-43,0.0,0.0,0.0,4.939043128281778e-24,0.0,0.0,1.5252794476740262e-33,4.571488011832305e-28,0.0,1.3031516587761073e-15,0.0,0.0,2.1046543545782507e-30,4.136775838641106e-24,3.7679338714949354e-70,0.0,4.324924652241889e-50,1.1468229985302041e-21,0.0,0.0,0.0,0.0,5.464870844089408e-22,0.0,1.3584855294839723e-39,1.0193212371793887e-22,0.0,1.7495954637667129e-22,0.0,0.0,1.4557224843243857e-34,7.789702555563455e-39,7.358398884704313e-35,0.0,0.0,0.0,1.5232897584046282e-13,0.0,0.0,8.372495621576884e-12,0.0,5.638343870854177e-31
0.027249999999999996,0.37146964478404754,299.9314656709013,1.121001233572978,0.7245857633483958,0.0,2.7031106502879632e-22,6.52729553072425e-14,0.0550945021806537,0.2200040614668622,0.00014514993834443803,8.662084307819713e-49,2.305120324125258e-32,0.0,5.638994682446806e-20,5.198135548372842e-13,0.0001230509718953903,3.598779396923983e-74,0.0,3.7969426041719727e-07,3.492072088033903e-07,3.5244502089803256e-05,9.523759675792487e-06,7.112413546245249e-19,1.4594147846352256e-21,2.276800995255132e-15,6.281381194464799e-07,1.0091567138364023e-19,3.4231840111873244e-34,8.017620602255589e-08,2.781785800604516e-39,4.191438106777893e-28,2.6031434801469473e-07,9.809486757685633e-13,5.341322344470579e-09,7.806864052215934e-23,2.875553931879919e-07,4.2840917177659074e-07,6.782248476596595e-20,6.787216003728213e-19,8.968890166656702e-19,1.135187718366488e-18,2.8616553578354394e-09,4.035512716472359e-33,0.0,0.0,0.0,1.7392375001943477e-23,6.074842483769327e-22,0.0,1.7899739491233545e-22,3.169958664684706e-22,1.3639807869347295e-24,1.608353468786461e-36,0.0,2.800528024489529e-22,0.0,1.2311712651907523e-22,0.0,0.0,0.0,0.0,2.7486006285201556e-35,9.521635798242529e-59,4.042546191275722e-55,2.8493208277128496e-56,9.154227812517044e-38,0.0,0.0,0.0,8.436199018340865e-18,1.8126145611481872e-48,1.7255348307266578e-24,0.0,0.0,1.3590579411463749e-22,2.4873619904645648e-36,1.0066200021913108e-40,4.904885955470485e-25,2.5324877822562285e-21,6.300100552728488e-25,6.580859317257548e-09,5.128185214620543e-29,2.850953415966135e-23,0.0,2.7549141420252884e-07,0.0,0.0,3.839913513352673e-54,4.01478507874858e-33,4.290397369232485e-42,1.641118730368631e-45,1.6237716250784493e-23,0.0,0.0,1.083263445967906e-26,0.0,9.130934115004721e-22,1.448577247119304e-42,0.0,0.0,0.0,4.936148519679186e-24,0.0,0.0,1.5290877983994385e-33,4.572184492333891e-28,0.0,1.0218436901952463e-14,0.0,0.0,4.065708372416813e-31,4.1372739010564166e-24,1.1679227122476813e-68,0.0,2.3849208369956213e-49,1.146947284769445e-21,0.0,0.0,0.0,0.0,5.465530944800854e-22,0.0,1.6679421046411682e-39,1.0194104843446278e-22,0.0,1.7497989845208967e-22,0.0,0.0,3.1258984290369485e-34,1.8785587759115927e-38,1.4658102697998682e-34,0.0,0.0,0.0,1.0158498868962465e-12,0.0,0.0,5.952963663781922e-11,0.0,1.8642139995366652e-28
