grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.10966778849656057,298.0,1.2517652342157515,0.6409985759753698,0.0,0.1154639743637965,0.0,0.048814594195916224,0.19472285546161885,0.0,0.0,2.0323102564809385e-15,0.0,0.0,9.67963430549258e-15,2.9736593471471955e-12,0.0,0.0,2.1303843391264906e-16,0.0,0.0,7.629418373751671e-17,2.5233607779013195e-23,2.9619229773406356e-15,3.528377356031443e-14,0.0,0.0,0.0,8.943377698844974e-17,6.5694622153946116e-15,2.433003208871941e-31,0.0,1.4375813531197633e-29,3.805513975826121e-14,0.0,3.8690165839212104e-17,0.0,0.0,5.224442333161376e-32,0.0,0.0,3.052667942458162e-16,4.900622739056611e-15,6.059934955605475e-17,0.0,1.5491436717432709e-15,2.7562155355396535e-15,0.0,0.0,0.0,6.713759906361511e-17,0.0,9.378663876837267e-15,3.7461419659347846e-15,0.0,1.156143727731975e-13,0.0,3.3381374549163094e-18,6.588195011152838e-27,1.0799075401450223e-31,0.0,2.141743410798256e-14,1.251867933994305e-31,9.230425647101396e-33,0.0,0.0,0.0,0.0,0.0,5.869004264472883e-30,0.0,9.919136320024229e-20,6.477169973708719e-30,2.0996555788213255e-21,3.83879874413484e-18,0.0,0.0,2.9387285895924425e-24,3.4820292409150886e-19,0.0,0.0,0.0,9.022804196550965e-16,0.0,0.0,7.700586191796638e-50,0.0,8.84356892864021e-32,1.3633341383358223e-35,2.2525801986701763e-20,1.180495853972339e-19,0.0,5.150609517861321e-14,0.0,0.0,0.0,0.0,9.061717166514467e-21,1.6793999972583573e-16,0.0,1.1679041682888181e-17,0.0,0.0,0.0,1.5043855316416868e-30,0.0,0.0,0.0,0.0,2.529894950696852e-15,0.0,3.334764471099925e-25,1.0546909466275715e-34,0.0,0.0,3.3112149077973346e-40,1.3112587607373888e-37,5.110801282476702e-15,0.0,1.865205459448339e-20,4.42457757221893e-34,8.62098080802103e-15,5.560503818248714e-51,0.0,6.571611875413237e-30,0.0,0.0,0.0,0.0,2.5752239366371195e-19,0.0,0.0,0.0,0.0,1.8316526482005992e-15,6.095009210915736e-46
0.016,0.10966778860417427,298.00000000006975,1.251765232987704,0.640998575903401,0.0,0.11546397438070818,0.0,0.04881459419049448,0.19472285545110027,0.0,0.0,6.172886419851721e-23,0.0,4.9783787763603686e-23,0.0,7.390115091432639e-11,0.0,0.0,1.8366963703276482e-14,0.0,0.0,8.74440017514399e-15,2.9849371441062423e-21,2.1806223011588326e-22,6.247452495672584e-19,0.0,0.0,0.0,9.09253668151727e-17,5.302526781942282e-22,1.8841015573439237e-29,0.0,1.3718501730458595e-28,3.7897744379180424e-14,0.0,4.400951867328e-15,0.0,0.0,6.016329597663911e-30,0.0,0.0,3.0526679525269445e-16,1.850029315508365e-22,5.299051724995821e-15,0.0,1.5491482497861148e-15,2.7562199165622906e-15,0.0,0.0,0.0,1.2209506024456138e-14,0.0,1.103315516242452e-17,2.1363028113401736e-15,0.0,1.15614262055601e-13,0.0,3.338137562442036e-18,1.1497469791262765e-24,9.407561478919714e-39,0.0,1.6824063300149374e-22,4.8944608070248133e-29,3.65167211498098e-30,0.0,0.0,0.0,0.0,5.7336347584713366e-18,1.8624600547462394e-27,0.0,2.6774044132605968e-17,1.7514859557849384e-27,7.396905035520651e-20,0.0,0.0,0.0,3.704776757782685e-22,0.0,0.0,0.0,0.0,1.1569157564632135e-13,0.0,0.0,1.789065051598069e-47,0.0,2.810324344957331e-29,0.0,4.321603506173945e-18,5.239165056145956e-18,0.0,5.150097413393199e-14,0.0,0.0,0.0,0.0,8.02954904991841e-21,5.0014755482257884e-23,0.0,1.8433535605600264e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5298949512087914e-15,0.0,8.473080702426543e-23,2.676233695838241e-32,0.0,0.0,7.822812008578942e-38,3.624843869379794e-35,5.110801296736864e-15,0.0,1.8671653562050865e-20,1.0758181375090338e-31,8.620980808384003e-15,0.0,0.0,1.03951083844521e-27,0.0,0.0,0.0,0.0,2.248484764537842e-16,0.0,0.0,0.0,0.0,1.8316528934873903e-15,8.432020402607167e-44
0.032,0.10966779127834687,298.0000000006277,1.2517652024644201,0.6409985741174349,0.0,0.11546397479654467,4.3521206360731495e-19,0.04881459405600007,0.19472285519292337,3.489484074045465e-14,0.0,1.88605122552736e-30,0.0,2.689100374684178e-29,0.0,1.83666156888349e-09,1.4202072811538903e-61,0.0,1.6228727424970044e-14,0.0,0.0,8.908120261234003e-15,9.611422513443208e-28,1.6140359299795266e-29,1.4673599945636236e-20,0.0,0.0,0.0,1.4514898208595532e-16,4.2908111911603314e-29,1.616590566611953e-36,0.0,3.924870576898285e-29,3.7897618883419726e-14,0.0,4.416329496178621e-15,0.0,3.0372947889675484e-32,1.7054209562635914e-30,0.0,0.0,3.0526684536605143e-16,0.0,9.724387366221873e-15,0.0,1.5497530272622908e-15,2.7568501131079355e-15,1.1045040097039225e-17,0.0,0.0,1.2223789415154054e-14,0.0,1.2980808853771345e-20,2.7547993304297634e-15,0.0,1.156142993618021e-13,0.0,3.3381600614198804e-18,3.102001666622327e-31,4.344399055224556e-46,2.152597169859973e-20,1.3217350725435913e-30,4.894460723378557e-29,3.651672050731967e-30,0.0,0.0,0.0,0.0,5.7336772364481066e-18,5.730373065017405e-28,0.0,2.677404904776131e-17,1.3789155341066884e-34,1.4583844272704228e-19,1.3779091906489023e-29,0.0,0.0,4.402318958262758e-29,0.0,0.0,0.0,6.131021979514503e-26,1.184391771857891e-13,0.0,0.0,2.3070469936433705e-47,0.0,2.4390256717799313e-35,8.212796005629619e-39,4.321673200359546e-18,1.0359712777496144e-17,0.0,5.149585383206954e-14,0.0,0.0,0.0,0.0,7.111605097970709e-21,1.2999123584139356e-29,0.0,1.839618086965704e-22,0.0,0.0,0.0,5.795850323497324e-29,0.0,0.0,0.0,0.0,2.5298949837075694e-15,2.608730426454884e-68,4.207913636884394e-22,5.4717057285746587e-39,0.0,0.0,1.5466534026297098e-37,7.3793589970029e-35,5.110804056099919e-15,0.0,1.8671653730837908e-20,1.075818385756141e-31,8.620980838028655e-15,0.0,0.0,9.182443670777742e-28,0.0,0.0,0.0,0.0,2.2484853913586363e-16,0.0,0.0,0.0,0.0,1.831692232392077e-15,3.4786970189193226e-48
0.04,0.1096678165401304,298.00000001846814,1.2517649141238145,0.6409985572497661,0.0,0.11546397872413282,4.0761597107510825e-19,0.048814592784427215,0.19472285275383586,1.252713519628266e-12,0.0,1.1809912606241162e-37,0.0,4.6900898766013774e-29,2.3893037775347582e-28,1.8485702759651637e-08,1.1295591098828306e-62,0.0,1.5225868103835556e-14,0.0,3.2383915685469294e-13,1.6229518892788453e-14,5.264325147649598e-34,2.459983018036438e-36,1.3733332111846547e-20,0.0,5.833866884537046e-38,0.0,2.4071404234191597e-15,7.024009387366171e-36,3.7310573298026835e-43,0.0,4.753178600040638e-29,3.789862408184205e-14,0.0,5.0838128707686e-15,0.0,2.4205090422051008e-32,2.004375997334999e-30,1.5724640449367513e-34,0.0,3.05269410425017e-16,0.0,1.563498000972488e-13,0.0,1.5807752566482141e-15,2.7908407662843445e-15,5.050851895847305e-16,1.526259207451338e-33,0.0,1.2226391792753472e-14,0.0,3.0732394449774885e-23,3.0444842732361624e-15,0.0,1.1562571879831402e-13,4.027697708392246e-19,3.3398839398822316e-18,1.20463522075105e-31,0.0,2.0162538154062784e-20,2.084926794060412e-38,4.8944599434156826e-29,3.6516714690540985e-30,0.0,0.0,0.0,0.0,5.733677177694252e-18,5.730119206957777e-28,0.0,2.6774050780346378e-17,3.762155573971343e-40,1.8177313207280671e-19,1.3972430160025472e-29,2.3284623897182594e-36,2.952042081612452e-43,0.0,0.0,0.0,0.0,5.702910389849623e-26,1.1972898903189617e-13,0.0,0.0,2.54964874656523e-47,0.0,1.022159059849988e-35,8.328024071970268e-39,4.321709735483342e-18,1.29198592558237e-17,0.0,5.1493295958815715e-14,0.0,0.0,0.0,0.0,6.6797543205320896e-21,6.3339504907643845e-31,0.0,1.8396182064633498e-22,0.0,0.0,0.0,1.0930269678528235e-28,0.0,0.0,0.0,0.0,2.52989741790598e-15,3.2227934765016873e-69,1.5726333787140954e-20,1.9275908113440136e-45,0.0,0.0,1.1939399294031707e-36,5.554868372693765e-34,5.111003172726765e-15,0.0,1.8671664155156334e-20,1.0758286587350766e-31,8.620981145796282e-15,0.0,0.0,8.611266163047095e-28,0.0,0.0,0.0,0.0,2.248485541763696e-16,0.0,0.0,0.0,0.0,1.8340635768433465e-15,1.8079500496134904e-48
0.044,0.10966794222922899,298.00000031666934,1.25176347949668,0.6409984733860001,0.0,0.11546399825356027,3.947027774721034e-19,0.04881458644240925,0.19472284061520032,2.1690840955966367e-11,0.0,1.5145956309726946e-44,0.0,2.427627256039935e-28,8.050685284164105e-27,1.0127197451224252e-07,0.0,0.0,1.4743856102346194e-14,0.0,5.8949761118685055e-12,1.8176359424105128e-13,0.0,2.8857478453844e-38,1.3298235940169957e-20,0.0,5.21546867307479e-38,1.7951959042479492e-45,5.0153225365840334e-14,2.3256591331062507e-42,7.585086571036503e-43,0.0,5.0140687045684355e-29,3.792522819921531e-14,0.0,1.9737246539167064e-14,0.0,2.364350981979683e-32,2.1310871500418944e-30,1.3158877392994633e-33,0.0,3.053373043026743e-16,0.0,2.622080490193461e-12,4.0686983417359085e-15,2.3841789154716093e-15,3.716004282550614e-15,1.1052202760390758e-14,1.1391805096268505e-31,0.0,1.2315685384822989e-14,0.0,1.4622695108795814e-25,3.1847159495214144e-15,0.0,1.1600603571807968e-13,1.5153033885793604e-17,3.406328420588969e-18,1.2663607529073544e-31,0.0,1.9523765604994065e-20,6.6033634198131486e-46,4.8944562317620445e-29,3.651668703850554e-30,0.0,0.0,0.0,0.0,5.7336770386622534e-18,5.730113467396601e-28,0.0,2.6774056162490025e-17,3.563736966568449e-40,1.997404799564844e-19,1.397244483894723e-29,7.845715291576018e-35,2.7062269949764545e-43,0.0,0.0,0.0,0.0,5.504718789875954e-26,1.2044992192348898e-13,0.0,0.0,2.6670885622468473e-47,0.0,1.0377073911336235e-35,8.328033111329356e-39,4.3217348903642136e-18,1.4199902829535088e-17,0.0,5.1492026999723064e-14,0.0,0.0,0.0,0.0,6.471851089251977e-21,6.333922994072898e-31,0.0,1.8396185890042274e-22,0.0,0.0,0.0,1.3699538974823343e-28,0.0,0.0,0.0,0.0,2.530006456668937e-15,3.222062410610578e-69,6.748047965389603e-19,1.2978181165704458e-45,0.0,0.0,2.284427357956145e-35,1.0111245909599043e-32,5.1182741481275884e-15,0.0,1.8672159771323635e-20,1.0760474163597097e-31,8.62098340283879e-15,2.963423211623538e-56,0.0,8.336220137100626e-28,0.0,0.0,0.0,0.0,2.248508311844763e-16,0.0,0.0,0.0,0.0,1.9061336844793772e-15,1.8369576721161603e-48
0.048,0.10966881914747754,298.00000706457075,1.2517534703563606,0.6409978895935745,0.0,0.11546413424072123,3.842096429549678e-19,0.04881454189291801,0.19472275584998217,4.860384112663277e-10,0.0,2.0251812244368152e-51,0.0,1.5379893166879072e-27,2.292695762931356e-25,6.77735289776642e-07,0.0,0.0,1.435282949800038e-14,1.494014192331357e-16,1.346984919674242e-10,5.2271753169234655e-12,2.9452781470415177e-33,1.6637985117418352e-37,1.2944683256755745e-20,0.0,8.848762259548643e-37,5.302572746642434e-44,1.4098383667168674e-12,1.7187613321568849e-47,5.112219812733811e-42,0.0,5.213712996575883e-29,3.886614128734035e-14,1.1513803517567792e-33,4.535440426177773e-13,2.840713093677487e-15,7.720244294494614e-32,2.2240757861964812e-30,1.7533250813591824e-32,1.4945292291469503e-33,3.077606244526515e-16,0.0,5.873090199428685e-11,1.3794322450296703e-13,3.0393800781702486e-14,3.759951601185549e-14,3.147919758031264e-13,3.296580393318951e-30,0.0,1.641805286163084e-14,2.7848563716347532e-14,7.073475350437718e-28,3.3212694700100526e-15,0.0,1.3292653523829395e-13,7.364901035192545e-16,6.8430475449264556e-18,1.8915633789140213e-31,0.0,1.9004560567264437e-20,2.1440416313048755e-53,4.89443410319809e-29,3.6516522845449415e-30,0.0,0.0,0.0,0.0,5.733679484692168e-18,5.730076999957244e-28,0.0,2.6774162908862836e-17,3.5637361388384346e-40,2.177079514137164e-19,1.3972549414633037e-29,2.2343082605183024e-33,4.6991676551138527e-42,0.0,0.0,0.0,0.0,5.343869157447293e-26,1.243625461727496e-13,0.0,0.0,2.781455529337551e-47,0.0,1.2010173984232535e-35,8.328100764464749e-39,4.321800299196776e-18,1.5480007266273135e-17,0.0,5.149082261877582e-14,0.0,0.0,0.0,0.0,6.3574328993925606e-21,6.337992274405327e-31,0.0,1.8396262274473954e-22,0.0,0.0,0.0,1.6260691634930228e-28,0.0,0.0,0.0,0.0,2.5366922882771647e-15,3.2329722791834735e-69,4.015025925941777e-17,8.254647575253139e-45,0.0,0.0,6.4862679532847805e-34,2.819240551367142e-31,5.474946668978425e-15,0.0,1.870544062910959e-20,1.0823453472311133e-31,8.621036441282696e-15,7.234578857305085e-55,0.0,8.185861906364793e-28,0.0,0.0,0.0,0.0,2.2500438611657774e-16,0.0,0.0,0.0,0.0,4.850681417303721e-15,4.265679830066403e-48
0.049,0.1096698615222468,298.0000315556167,1.2517415728995085,0.6409972001793837,0.0,0.11546429495251788,3.8920972552475757e-19,0.0488144879981322,0.19472265479162643,2.1780039749140896e-09,3.7501569587364686e-46,7.169999990031023e-57,0.0,3.0692943905033085e-27,1.245756134934993e-24,1.3589811638995433e-06,0.0,0.0,1.4538637754380915e-14,1.2107260276440722e-15,6.120731858398041e-10,2.9728659905464325e-11,1.4326491117656618e-32,8.949125998982315e-37,1.3113195565552264e-20,0.0,2.5033216009971497e-35,2.818753949411358e-43,7.587368182067541e-12,8.973771359311189e-47,1.3095972418830225e-41,1.187302868313068e-16,5.33060528186129e-29,4.415421472756564e-14,6.872015703591281e-33,2.5008741261683785e-12,3.7017391585276e-14,2.026293057063921e-31,2.2437457088624397e-30,6.685431125421042e-32,8.937470086926387e-33,3.2150664569462026e-16,0.0,2.6348864354676665e-10,8.193930035907551e-13,1.8560091772405026e-13,2.346764655595839e-13,1.7100208713862863e-12,1.7918917021449925e-29,0.0,4.6247872215688124e-14,2.0051858900437227e-13,5.192699606496983e-29,3.356231462932659e-15,0.0,2.521313798914644e-13,6.314961365734633e-15,3.493985215187169e-17,2.6811608756528e-31,1.105275934477656e-43,1.925161916775027e-20,3.66439199874581e-55,4.8944210933961676e-29,3.6516429063703195e-30,0.0,0.0,0.0,0.0,5.7336944455568934e-18,5.73004603615056e-28,0.0,2.6775027991398375e-17,3.563765970113107e-40,2.2220113388706077e-19,1.3972732582241846e-29,1.2140217352424893e-32,1.2813457369381458e-40,0.0,0.0,0.0,0.0,5.421404357460664e-26,1.4217067615507611e-13,0.0,0.0,2.8107628714195365e-47,0.0,1.4296411819595475e-35,8.328226685184596e-39,4.3218544477760676e-18,1.5800931618951836e-17,0.0,5.1490590456068476e-14,0.0,1.373366703527881e-19,0.0,0.0,7.17924410237816e-21,6.381205185270315e-31,0.0,1.8396868247421904e-22,0.0,0.0,0.0,1.345049453656733e-28,0.0,0.0,0.0,0.0,2.6015245612521906e-15,3.3168546688872925e-69,4.153537532925215e-16,2.0515462740415766e-44,0.0,0.0,3.459124276487255e-33,1.2681093110906521e-30,8.2424243930192e-15,0.0,1.905961366251819e-20,1.1112879412429808e-31,8.621397546551957e-15,3.0128069994948603e-54,0.0,9.282990324101728e-28,0.0,0.0,0.0,0.0,2.2655296166079144e-16,0.0,0.0,0.0,0.0,2.3924364372711276e-14,2.0736836044027064e-47
0.05,0.10967249318163765,298.0001884637537,1.2517115366645766,0.6409954852057469,0.0,0.11546469536033738,4.397634335655894e-19,0.048814347150679366,0.19472239770694166,1.305744463890999e-08,0.0,0.0,0.0,7.5274999489197e-27,9.32625320082835e-24,3.055868656579545e-06,0.0,0.0,1.6412344699827047e-14,1.0752527748214255e-14,3.729339569989462e-09,2.3480550569069185e-10,0.0,1.1299482064701163e-35,1.4817096723666695e-20,1.2997183444004435e-14,0.0,2.206204322874812e-42,5.62010506294757e-11,6.6684216878569595e-46,5.626410815358103e-41,1.4330060932819696e-14,6.088800134078552e-29,9.487980120674748e-14,5.662847155777197e-32,1.9189061586800225e-11,3.3647957994720357e-13,1.40665984960942e-30,0.0,0.0,7.491026587676506e-32,4.545185342355163e-16,1.0238630475917932e-27,1.5819106182732556e-09,6.7782725095501994e-12,1.6547928199444848e-12,2.1869546374259697e-12,1.2801630333726415e-11,1.341612025771327e-28,5.4087168233553485e-17,4.111959110845139e-13,1.9977305546216585e-12,4.035570094399188e-28,3.3976326848499305e-15,0.0,1.6673444597855561e-12,7.867469396601171e-14,4.1932824853760603e-16,5.08437624779633e-31,0.0,2.175123312497997e-20,4.4980567097587e-55,4.894464993512603e-29,3.651677762288042e-30,0.0,0.0,0.0,0.0,5.73380179186505e-18,5.730039292197311e-28,0.0,2.678953751918566e-17,3.5639539848203812e-40,2.2672316063150047e-19,1.3973555739445735e-29,9.088531050496143e-32,7.056634575697504e-39,0.0,0.0,0.0,2.485326800516035e-14,6.202833981822209e-26,3.037672256040581e-13,0.0,0.0,2.8456097882820024e-47,0.0,2.2312905006425337e-35,8.328818360956583e-39,4.321970290535651e-18,1.6137181732950758e-17,0.0,5.149048628596216e-14,0.0,3.779665538000152e-18,0.0,0.0,2.112065393344161e-20,7.1063829442496665e-31,0.0,1.840691504778758e-22,3.497361126329088e-15,7.725180646146638e-18,0.0,0.0,0.0,0.0,0.0,0.0,3.646584927708408e-15,4.657778861892492e-69,6.3701259618462256e-15,8.470448141115353e-44,0.0,0.0,2.5339354931012855e-32,9.255652871103882e-30,4.4260850643191514e-14,0.0,2.5305959246291293e-20,1.3415963120944954e-31,8.626147451676881e-15,0.0,6.566371676940135e-16,2.789029109689948e-27,0.0,0.0,0.0,0.0,2.523550928832147e-16,0.0,0.0,0.0,0.0,2.3305389113171717e-13,2.050194347237536e-46
0.051000000000000004,0.10967927454923011,298.0011936091397,1.2516341446932921,0.640991224662129,0.0,0.11546569370706564,7.921373852846619e-19,0.04881395739095925,0.19472172158405907,8.30144075040292e-08,5.013033399845332e-45,3.8803417393756045e-54,0.0,3.017005047315095e-26,7.356738011761281e-23,7.28268754591781e-06,0.0,0.0,2.9381118510830556e-14,9.653762055439723e-14,2.4085595245823346e-08,1.951326963109542e-09,0.0,3.852322497621641e-34,2.6697075400558073e-20,1.3013681512285057e-13,9.816508239344874e-32,2.6179288757588487e-41,4.387713522846249e-10,5.2098028228303964e-45,3.801107432949693e-40,1.356139028879175e-13,1.7149515920842493e-28,5.814729150679382e-13,6.949761494011833e-31,1.5522050604101053e-10,2.960473525248658e-12,1.9643924833243704e-29,9.548052598048426e-29,0.0,9.656997792891766e-31,1.7416299748744864e-15,1.9904888543896015e-26,1.0071329311601816e-08,5.888620354481368e-11,1.5562432565111765e-11,2.152690455132668e-11,1.0097801025197053e-10,1.058405885504072e-27,1.0522314396792368e-15,4.876173004288201e-12,2.070409654866064e-11,5.947022273040798e-27,3.481431125706934e-15,0.0,1.846920820232131e-11,1.0172698997063106e-12,5.6781790242223225e-15,1.7568540977472465e-30,0.0,3.917563433654449e-20,1.7847719138377483e-54,4.8950631607754107e-29,3.652137516864956e-30,0.0,0.0,0.0,0.0,5.7345180796666286e-18,5.730473337536048e-28,0.0,2.7039691047947597e-17,3.5651246356363475e-40,2.320181566422347e-19,1.3977954601576633e-29,7.169046860789089e-31,4.342042237089238e-37,3.894437283877636e-35,0.0,0.0,4.877438241476659e-13,1.1653204477412989e-25,1.7801081069208294e-12,0.0,0.0,2.916895312809601e-47,0.0,6.569272630085896e-35,8.332068348233207e-39,4.322221910302463e-18,1.6747798851468633e-17,0.0,5.149069704963336e-14,0.0,7.614977621901243e-17,0.0,0.0,2.4548138735910793e-19,1.9207539482347422e-30,0.0,1.8579317375845922e-22,9.371603444716188e-14,1.642591388825135e-16,7.938343234173526e-18,0.0,0.0,0.0,0.0,0.0,2.0493177140280474e-14,2.627936963869406e-68,1.0091242902408388e-13,5.580807927802814e-43,1.8558711451656293e-15,0.0,1.9708403645026512e-31,7.974175776667217e-29,5.130453142549442e-13,0.0,1.3547701523639592e-19,3.1757671563979893e-31,8.689946012574798e-15,0.0,3.555589652869534e-14,3.274749763558255e-26,0.0,0.0,0.0,0.0,6.820928796169451e-16,0.0,4.72519557995762e-16,3.103019461379834e-15,2.046677414458452e-16,2.5260548560369617e-12,2.2434196776758075e-45
0.052000000000000005,0.10969761692678731,298.0076304669926,1.251424861284783,0.6409806653248893,0.0,0.11546818907036618,3.2308204161991e-18,0.04881275699603959,0.19471979871155737,5.328701687772635e-07,0.0,1.7701106024634516e-51,0.0,2.870749828971755e-25,5.844510883093755e-22,1.7811957321935387e-05,0.0,0.0,1.1531761617728724e-13,8.678115034007267e-13,1.5702108802960368e-07,1.6319384377637075e-08,0.0,2.1786255880398142e-32,1.089592753511696e-19,1.1136798564384022e-12,6.0740860500648075e-30,7.127015072123561e-40,3.4495704517847574e-09,4.1034025128656335e-44,2.8477274577171537e-37,1.1707252937248985e-12,5.40117973615925e-27,5.2493592497573135e-12,1.94948227071642e-29,1.2641056318208955e-09,2.5953729997540433e-11,6.601960292526267e-28,5.3986163117621656e-27,0.0,3.1128911374122443e-29,1.419703611917706e-14,2.56659848908564e-25,6.47376650091895e-08,5.145655454931117e-10,1.47219281991093e-10,2.1312161064602294e-10,8.019920990911804e-10,8.413742177696877e-27,1.3587870650780029e-14,5.950493667715774e-11,2.1541674084932555e-10,1.9365743873829864e-25,3.839816905555285e-15,0.0,2.1795263647078902e-10,1.319226022276925e-11,7.762711471546964e-14,1.5475600014542047e-29,0.0,1.597445093400263e-19,1.229769386036842e-48,4.8996852291269216e-29,3.6556723321803424e-30,0.0,0.0,0.0,0.0,5.7391780652606055e-18,5.734442372074918e-28,1.7417981319510474e-14,3.1370419142204654e-17,3.572530040336948e-40,2.5833558614878824e-19,1.4003859522991742e-29,5.6956409815387776e-30,2.7109547170124165e-35,3.638842015475496e-32,0.0,0.0,6.553130334884764e-12,4.948386354585268e-25,1.527872749409935e-11,0.0,3.9974190623296264e-21,3.2244318692616537e-47,0.0,0.0,8.209049453423858e-39,4.322779473612057e-18,2.2278336306987413e-17,0.0,5.149168621409033e-14,0.0,1.518688370218738e-15,0.0,0.0,3.84485318003339e-18,2.2112790598246257e-29,0.0,2.155929955912922e-22,1.4543971413731104e-12,2.7879635521276713e-15,1.5243229714265e-16,0.0,0.0,0.0,4.460353614116899e-15,0.0,2.9207283644563e-13,3.7533819514617425e-67,1.6022145700837808e-12,4.192096651730029e-40,1.00542515200327e-13,0.0,1.6194063414013856e-30,9.200670795037436e-28,6.6145206167847135e-12,3.0995499205424816e-15,2.0787079129943517e-18,1.7808230837957308e-30,9.550214087871133e-15,0.0,5.526004491948557e-13,5.139757617716991e-25,0.0,0.0,0.0,0.0,7.83925760347456e-15,1.3640456941161672e-17,2.296404871393427e-14,5.647257881451441e-14,3.788149811223539e-15,2.7668546813342767e-11,2.503505561798415e-44
