grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.08680065987690101,298.0,1.2715728190545414,0.6288961020357778,9.330167137934753e-18,0.1321645951961414,0.0,0.04789294261020945,0.1910463601185074,3.0931556077091443e-15,1.3025529483044698e-15,8.702925278583175e-16,0.0,2.5192015366621694e-16,0.0,3.929432441211518e-11,0.0,3.694775313097833e-19,0.0,6.019942954552873e-17,1.234970402567083e-16,1.2001258890398154e-17,0.0,3.425817434921824e-16,6.528633004770295e-16,1.9265003980489592e-17,1.6328091211375873e-33,0.0,2.1408213020992434e-15,0.0,2.8012512290070163e-32,0.0,4.234033462655464e-30,0.0,1.737514948523133e-15,1.988357496736058e-17,5.439991515399771e-16,0.0,5.443700662694854e-30,0.0,2.2510827385904077e-24,3.955579336242444e-17,0.0,9.546043057561732e-18,0.0,0.0,0.0,3.5353719404374535e-15,1.438682687013783e-15,8.257748052960713e-18,0.0,0.0,2.122529845140901e-18,2.1068736653480834e-14,0.0,0.0,2.0888174207202976e-17,3.2431601335028313e-29,0.0,0.0,9.096638023881269e-46,2.0828289184433855e-31,1.535767941768647e-32,0.0,4.821147862685525e-22,1.8962631555662712e-16,6.163896229518974e-23,2.22096819708581e-15,2.5809027975496384e-30,0.0,0.0,2.9734784949150226e-42,2.2930564734495147e-22,0.0,0.0,2.5302628584981737e-40,3.3798774769361728e-25,4.075766602696065e-28,0.0,2.37683928501805e-16,0.0,0.0,0.0,0.0,2.8560465942353186e-15,0.0,1.1880150785340719e-33,0.0,0.0,0.0,0.0,1.0470008379858319e-14,1.352347332851805e-16,1.3774843226409757e-18,0.0,0.0,0.0,0.0,7.88714240948994e-15,0.0,3.1732148096830795e-16,4.143308048499671e-18,1.745873218942887e-19,0.0,1.4429586603209793e-15,5.222635584677224e-19,1.1517182054041876e-17,0.0,2.8161609470976244e-16,0.0,1.4082414676167343e-35,2.82657370216912e-15,5.803229311568541e-16,0.0,0.0,3.345738107511815e-18,0.0,0.0,0.0,0.0,3.1068859272079222e-46,9.7737797005305e-16,0.0,2.0697372934037822e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.6668367939939278e-20,0.0,0.0,1.426559522401655e-45
0.016,0.08680066078280851,298.00000000038483,1.271572805783679,0.6288961012486092,9.330167134345017e-18,0.13216459540199857,0.0,0.04789294255430169,0.19104636001101613,2.19058408335352e-14,4.119649836753216e-23,2.221903876411052e-23,0.0,7.522154032744464e-23,0.0,7.839464988590827e-10,0.0,3.694775042926552e-19,0.0,6.265869149754561e-15,8.846299731195383e-15,1.1491693114341204e-15,0.0,2.104524361477914e-23,0.0,1.901216349988447e-15,9.756664426093725e-32,0.0,2.194345603034793e-15,0.0,1.8114491998117038e-30,0.0,1.4617592598339026e-28,0.0,1.9966260840880652e-22,1.90430749838865e-15,5.441296012125508e-16,0.0,5.198568521438938e-28,0.0,2.589000385243413e-22,3.9555857435640224e-17,0.0,6.788461383963964e-16,0.0,0.0,0.0,3.558756840568726e-15,3.876495715287906e-22,1.236763430709009e-15,0.0,0.0,2.7696360542203256e-16,4.259926423582438e-15,0.0,0.0,2.088820830978283e-17,4.441423351876274e-27,0.0,0.0,1.4633387630096816e-43,6.514190555516006e-29,4.860124317897716e-30,0.0,1.1714098675636515e-19,4.546303932008259e-14,1.1465903116842912e-20,5.625426757038001e-18,6.536812840990173e-28,0.0,0.0,6.091063854498914e-40,1.2108183497300215e-19,0.0,0.0,2.9146992212161844e-38,3.56385706489164e-23,7.337971523694929e-26,0.0,2.3768919032930734e-16,0.0,0.0,0.0,0.0,2.22605713330874e-20,0.0,3.23823986316382e-31,0.0,0.0,1.1115158358491464e-18,0.0,1.0468708170583056e-14,1.777354685612061e-23,2.5093957405181983e-16,0.0,0.0,0.0,0.0,7.240668159685576e-15,0.0,3.1732186910320833e-16,1.0827405329770272e-15,1.77118978534431e-19,0.0,1.4429869845714994e-15,1.5363072656827817e-16,1.2076688013922148e-17,0.0,2.816161502370641e-16,0.0,2.9918035880860956e-33,2.8265737328592747e-15,5.803229304848154e-16,0.0,0.0,3.3524369429782252e-18,0.0,0.0,0.0,0.0,5.803742379667804e-44,9.773781426120288e-16,0.0,2.0697372975830214e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8933369796722325e-43
0.032,0.08680067886053058,298.00000002300914,1.2715725409572358,0.628896085545455,9.33016702718036e-18,0.13216459950890247,1.1936934373634632e-19,0.04789294143725455,0.19104635786568053,1.6225323554025198e-12,1.3117157758652619e-30,5.7070766241744966e-31,0.0,2.6842908206570064e-29,0.0,1.5640224219771577e-08,0.0,3.694770618836153e-19,3.897572276680857e-15,3.316060240811444e-15,5.17302267567751e-13,1.2921399453278181e-14,0.0,1.3004108873456748e-30,4.03476432735521e-21,1.901929171289004e-15,4.19340263168901e-34,9.262663769734862e-48,6.941886792289748e-15,0.0,1.1750266641008438e-37,0.0,0.0,0.0,2.30039909937562e-29,3.0830796453629727e-15,5.571891068597564e-16,1.6217107696821962e-33,2.749467916765434e-30,0.0,6.799390473821228e-28,3.956196981177846e-17,3.111302410997136e-26,2.2596403029643335e-13,2.499328542646463e-16,0.0,0.0,5.6425504392876855e-15,6.41093793968389e-29,1.639806324345571e-15,0.0,0.0,5.211298484757926e-16,4.307427058606609e-15,0.0,3.978153368134556e-19,2.089376175349018e-17,4.237544602216909e-32,0.0,6.866035238600195e-21,6.79918728945257e-52,6.514189628127403e-29,4.86012362639442e-30,0.0,1.1844715758580825e-19,4.5970718988070134e-14,1.1593751897794501e-20,5.625421603679198e-18,6.536909729120484e-28,0.0,0.0,4.071956046020678e-40,2.4193432988041587e-19,1.7921941075695212e-29,0.0,8.225740249236356e-43,3.528587855896004e-30,7.334805358110067e-26,0.0,2.3851282591913176e-16,0.0,0.0,0.0,0.0,1.736959281982108e-25,0.0,3.789868773929254e-31,1.0907941888509647e-38,0.0,2.41158146400861e-18,0.0,1.0467408487753406e-14,3.629168442797911e-30,2.987255534000393e-17,0.0,0.0,0.0,0.0,7.240644162315067e-15,0.0,3.173917817258499e-16,3.6114642566135605e-16,1.7966493328158126e-19,0.0,1.4429870193459035e-15,1.5363075235841688e-16,1.2076841846219044e-17,0.0,2.8162701597613786e-16,0.0,4.880709414195997e-40,2.826578471569237e-15,5.803229508138475e-16,0.0,0.0,4.387272050650443e-18,0.0,0.0,0.0,0.0,5.137358495275981e-44,9.774084060204276e-16,0.0,2.0697375544590493e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6862152245420472e-48
0.04,0.08680081649245243,298.00000062289354,1.2715705247455806,0.6288959661173483,9.330166186074615e-18,0.13216463074774057,2.42302099594133e-19,0.04789293290227321,0.19104634152311156,4.395834655017879e-11,8.585729727746511e-38,3.0154650925145526e-38,0.0,1.5756486466545244e-28,0.0,1.2864435065633917e-07,0.0,3.694739459395674e-19,7.882434724423062e-15,8.948764535679012e-16,1.4196974520346788e-11,4.335410763602638e-13,0.0,0.0,8.179666690981995e-21,1.927399221576792e-15,9.975560221533348e-35,2.3712016208647798e-45,1.6506558660754454e-13,0.0,1.2887585667772036e-38,0.0,9.807042075420307e-29,0.0,0.0,4.3944387826044904e-14,1.0542402961496384e-15,2.6623858079074094e-32,1.7524961861156743e-31,0.0,0.0,3.981822323197379e-17,3.2671425097240606e-26,6.191690627501265e-12,1.2805601955855603e-14,2.020475679711548e-15,3.6407178771038014e-15,7.589371711099572e-14,0.0,1.7218613774157468e-15,0.0,0.0,7.674832643907334e-16,4.355532699713061e-15,0.0,5.244464231435278e-17,2.1233880707391082e-17,9.136196883695314e-32,0.0,1.3937592075680184e-20,9.094873534951747e-52,6.514183026882249e-29,4.86011871202059e-30,0.0,1.1976981468048368e-19,4.6484047965647094e-14,1.1723211395743895e-20,5.625421553510112e-18,6.536900868460827e-28,0.0,0.0,4.071894000687268e-40,3.0236051109005693e-19,1.7940528664979115e-29,0.0,0.0,1.7731093787392435e-34,7.334806857773101e-26,0.0,2.8664812583089366e-16,0.0,0.0,2.5226585712662286e-28,0.0,2.7276370619613503e-30,3.081269539901614e-33,4.444067678778971e-31,1.0958013461482634e-38,0.0,3.0615851268652097e-18,0.0,1.0466761376833881e-14,1.2900187379190505e-30,6.374457058367336e-18,0.0,0.0,0.0,0.0,7.240638486177465e-15,0.0,3.2214373819324166e-16,1.5034286692525098e-16,1.8126122142781012e-19,0.0,1.4429872487581135e-15,1.536307959761023e-16,1.208970884643918e-17,0.0,2.8241960779055624e-16,3.523396544401785e-18,2.2566311882848278e-41,2.826895964933808e-15,5.803247257264478e-16,0.0,0.0,6.445775192642619e-17,0.0,0.0,0.0,0.0,4.839570797842321e-44,9.794252934429395e-16,0.0,2.069751468694028e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.08680137599579879,298.000008723191,1.271562328476084,0.6288954822313555,9.330162754033618e-18,0.13216475736692843,3.073113964633596e-19,0.047892897852918184,0.19104627495315202,6.145567635469478e-10,0.0,3.2753334797678606e-45,0.0,9.057670119835734e-28,0.0,5.866792648729623e-07,0.0,3.694621914149049e-19,9.99842503541028e-15,0.0,2.0163873933274952e-10,8.053050449565823e-12,0.0,0.0,1.0370580187716338e-20,2.3903613596417276e-15,0.0,5.370366665650337e-44,2.8378732798802143e-12,0.0,2.90860962133131e-38,0.0,1.7985444130772246e-28,6.572898790276436e-16,9.185756526438945e-34,7.623760920219195e-13,1.0520572721317977e-14,6.035208725867912e-32,0.0,0.0,0.0,4.5262926656433265e-17,3.3113711271692933e-26,8.667227793361152e-11,2.513886105060701e-13,6.923952733012969e-14,9.464484163110437e-14,1.2777186314700799e-12,0.0,1.7453392921831728e-15,1.4468340411801703e-14,0.0,9.234579303625991e-16,4.386023102941747e-15,3.5922898136618714e-14,1.5751325122144148e-15,3.173503267557961e-17,1.5752447229400751e-31,1.3107668423960715e-42,1.7676502832490624e-20,7.288330957126325e-51,6.514162273008005e-29,4.860103372395421e-30,0.0,1.2060754935370314e-19,4.6809162495730427e-14,1.1805195604063824e-20,5.625425413754941e-18,6.536869695401196e-28,0.0,0.0,4.071872266629224e-40,3.3257432973866776e-19,1.7940608107757298e-29,0.0,0.0,1.7752106997784347e-34,7.334816122271011e-26,0.0,1.7052649153903356e-15,0.0,0.0,4.8281488211391825e-27,0.0,8.619803618055237e-35,5.0932006142423185e-33,4.777666227352896e-31,1.0977949069076791e-38,0.0,3.3870412529446302e-18,0.0,1.0466447944072967e-14,1.2900541186529432e-30,2.249960681332746e-18,0.0,0.0,0.0,0.0,7.240705479784608e-15,0.0,4.848628491220342e-16,8.454949350139094e-17,1.944811223281513e-19,0.0,1.4429881578577068e-15,1.536310070157158e-16,1.2618741104885557e-17,0.0,3.115288167571912e-16,1.3681278115359332e-16,5.035752464724985e-41,2.8377436492155555e-15,5.804097007009654e-16,5.158691035696885e-34,2.32320943592065e-31,1.8229713226277685e-15,0.0,0.0,0.0,0.0,4.697117000203725e-44,1.047195122738261e-15,0.0,2.0702166277337353e-15,0.0,0.0,0.0,0.0,0.0,0.0,1.150911389899701e-18,0.0,7.0212860152154924e-15,6.511334058808761e-48
0.048,0.0868046159819458,298.00015725030033,1.2715148673801362,0.6288927083404486,9.330143107097106e-18,0.13216548399253886,3.7148203527754497e-19,0.047892689368875516,0.19104588688449628,1.1059012677894975e-08,0.0,3.7343810616581044e-52,0.0,5.973080303957089e-27,1.598058419084224e-23,3.2147850504873513e-06,0.0,3.6939955474087955e-19,1.2075765598678489e-14,6.265141085951292e-15,3.688674767968937e-09,1.9463241957276696e-10,0.0,2.2123204041869344e-35,1.2533153717650407e-20,1.3765585149442304e-14,3.502355293918772e-33,1.4619173106946626e-42,6.396888073381378e-11,7.617373025803828e-46,4.3124589295577086e-38,7.990127688711672e-15,2.5130529446182893e-28,5.690575104707572e-14,2.996870230691986e-32,1.7844317188190162e-11,2.539973440777864e-13,8.237760744302212e-31,4.913202667599905e-30,0.0,3.9295972678380046e-32,2.0133247627022243e-16,3.4107278633204153e-26,1.5611577360751215e-09,6.375771702034431e-12,1.950716133282987e-12,2.771209714637144e-12,2.9092554344236874e-11,2.681956227209616e-28,1.798681954791923e-15,5.655340196264272e-13,2.3357771740685835e-28,1.1066802389747047e-15,4.422314771699828e-15,1.564098572685831e-12,6.132061683646369e-14,4.675436078452083e-16,4.784656760324516e-31,5.708689896651406e-41,2.1366561360625513e-20,5.422681086913819e-50,6.514151259503391e-29,4.860097804586934e-30,0.0,1.2160121351499861e-19,4.7194524559531194e-14,1.1902394957846628e-20,5.625520710969314e-18,6.536776275483055e-28,0.0,0.0,4.072050645271815e-40,3.6284671445929586e-19,1.7941421296928593e-29,1.8107762101683503e-31,1.397902820775585e-38,2.1648078116218657e-34,7.334931217726583e-26,0.0,5.792403970302864e-14,0.0,7.876317133199276e-14,1.097328087626876e-25,3.5518978151482383e-25,2.7557194742485497e-39,6.781056033987555e-33,5.118074444741346e-31,1.0998809708666881e-38,0.0,3.737862106718841e-18,0.0,1.0466188662021413e-14,1.2908978433066329e-30,9.306569307405958e-19,0.0,0.0,0.0,0.0,7.243688341462571e-15,0.0,7.968614485665585e-15,4.7243331791103764e-17,8.482514035887027e-19,0.0,1.4429935616788904e-15,1.536347765909054e-16,4.1800619456316055e-17,0.0,1.7467284145399673e-15,6.596084524406275e-15,7.440823373227721e-41,3.3362151664743263e-15,5.859387480790387e-16,1.5083986038440613e-32,6.7098289044523e-30,7.104900468531406e-14,0.0,0.0,3.226966113412086e-32,0.0,4.560171488882626e-44,4.10632026996739e-15,0.0,2.0916469692509313e-15,0.0,0.0,0.0,0.0,0.0,1.0996137221195955e-16,2.2693939331640256e-16,1.500751650241114e-17,2.5841354969608467e-13,2.394092357600706e-46
0.049,0.08680790968706907,298.00059665973697,1.2714666230032114,0.6288899667129871,9.33012376744118e-18,0.13216620412382013,3.8892611024635705e-19,0.047892463804586304,0.19104548446788353,4.191016929776681e-08,0.0,2.7177077155824745e-54,0.0,1.1320479549355077e-26,8.040064240781071e-23,5.817402638790935e-06,0.0,3.6934211139269445e-19,1.258545837920998e-14,3.879286965860975e-14,1.4151649755301675e-08,9.259982208852455e-10,0.0,2.9386817079319373e-34,1.3122666603383382e-20,5.850335130407872e-14,6.76850617567134e-32,6.880557352876111e-42,2.881626827757268e-10,3.4320279840334243e-45,4.709499656036723e-38,4.513845842710774e-14,2.8095500604418106e-28,3.117298314807572e-13,1.4616408319204847e-31,8.290730345469255e-11,1.2553023079856857e-12,4.079219876228087e-30,3.6214333433138016e-29,7.128283184350313e-28,2.5912865372160285e-31,9.149747250404373e-16,3.889153711547002e-26,5.920365929605325e-09,3.151435176513789e-11,1.0355705213771167e-11,1.5322414570859105e-11,1.3228522449090972e-10,1.3493680820039493e-27,2.0520174798691467e-15,3.78830522341476e-12,1.4165434072808683e-27,1.1482469596717998e-15,4.43122865825545e-15,1.0230025676939967e-11,4.3320454676912453e-13,3.3344161859030905e-15,8.001905217530133e-31,0.0,2.2369180799317447e-20,1.0511137670698532e-49,6.514449927854907e-29,4.8603284737862004e-30,0.0,1.2184134060600398e-19,4.7286875953565615e-14,1.1925896402956557e-20,5.625824609300871e-18,6.536928478612059e-28,0.0,0.0,4.07263860736434e-40,3.711809969481914e-19,1.7943340473999425e-29,9.110098986440015e-31,3.166234020851628e-37,6.766351045457835e-34,7.335227455234428e-26,0.0,4.1130518166822e-13,0.0,4.471994048894115e-13,4.9311348468362865e-25,3.5726350368717112e-22,3.6927448622283006e-43,7.150069538545113e-33,5.22579000738e-31,1.1006629997615642e-38,0.0,4.04400739388574e-18,0.0,1.0466171912407364e-14,1.2940359159193312e-30,3.515980153849508e-18,0.0,6.081528635370789e-29,0.0,0.0,7.265175794173847e-15,0.0,6.245015986537729e-14,5.161392988172062e-17,6.2062110005208525e-18,0.0,1.4429994335632637e-15,1.5366829480048806e-16,2.9605574206886207e-16,0.0,1.2937697610030255e-14,5.6138709486620594e-14,8.119176245934431e-41,6.962533934472291e-15,6.427678329301326e-16,6.981615792229866e-32,2.6711783997091493e-29,5.03345844908229e-13,0.0,4.01383444110664e-20,2.4592014792682153e-31,0.0,4.526839409430858e-44,2.596966631405446e-14,0.0,2.2483935491910243e-15,0.0,0.0,0.0,0.0,2.6200884235018953e-19,1.0148551736209125e-15,2.0542646763600036e-15,1.3663385511596143e-16,1.56827006479056e-12,1.4503159454517195e-45
0.05,0.08681550844718683,298.0029398190563,1.2713553345083894,0.6288839951519865,9.330082009833808e-18,0.13216778081422959,4.1664115781782624e-19,0.047891888998106355,0.19104451640614187,2.0623168772255205e-07,0.0,6.060400280352851e-52,2.819089515989105e-17,2.4112261561261617e-26,5.015182636126617e-22,1.150298541205997e-05,0.0,3.692243020793562e-19,1.3074838785146424e-14,2.805003297107571e-13,7.066219489497037e-08,5.9519035060703096e-09,1.1977729467493344e-28,9.29686629199159e-33,1.4074420555794878e-20,3.6687291674712805e-13,2.404008317404428e-30,4.43696801075366e-41,1.7382607087180076e-09,2.071538402494255e-44,5.568626724636826e-38,3.0530598266901056e-13,3.981764527040982e-28,2.3117683348361854e-12,9.782893338471231e-31,5.184627528334548e-10,8.444889810229535e-12,2.8976028083388687e-29,2.9983493217200412e-28,2.0526605795324086e-27,3.514422724001474e-30,6.564398335301369e-15,8.77141450338723e-26,2.915679200988885e-08,2.1169875646349425e-10,7.547538486646326e-11,1.1702543244062527e-10,8.067664276332179e-10,8.418054434291094e-27,4.632400642066825e-15,3.587892906621887e-11,1.1094795182300772e-26,1.16091381262663e-15,4.436619535922182e-15,9.405924031882801e-11,4.360241681550314e-12,3.5229741540085226e-14,1.5654068720663968e-30,6.253477436145675e-39,2.3963036208901947e-20,2.3273877533138314e-49,6.51656767657007e-29,4.861950301581049e-30,0.0,1.219752168801542e-19,4.7334354796503065e-14,1.1939270468596683e-20,5.627480108764125e-18,6.538418965742032e-28,0.0,0.0,4.075772611739176e-40,3.9586300860489765e-19,1.7952831884661728e-29,5.682601248815515e-30,1.1910748102049125e-35,1.592018731222395e-32,7.336768317246779e-26,0.0,4.177475406035778e-12,0.0,3.2068481764318658e-12,2.9618601315643644e-24,2.5896741954573945e-21,5.917808450913711e-47,7.316021329787761e-33,5.645887118485582e-31,1.1038697048322286e-38,0.0,7.392906026076847e-18,1.068492557181215e-18,1.0466231378604829e-14,1.3176791857906852e-30,5.3917242192757166e-17,0.0,1.1385657005752349e-27,0.0,3.086751900667321e-30,7.530973140222513e-15,0.0,7.297513334126988e-13,2.4780363701787044e-16,7.974439081385e-17,0.0,1.4430163996223098e-15,1.5430040719598448e-16,3.9931142859486186e-15,0.0,1.5927371879020953e-13,6.942969351223755e-13,9.57622045913472e-41,5.1349680359822043e-14,1.6116535963315465e-15,4.203604481803956e-31,1.5264706320870598e-28,5.082128817990965e-12,1.664295496351097e-16,8.471448423207424e-19,1.6455751603216952e-30,0.0,4.503263090303464e-44,2.891023370323441e-13,0.0,4.177524712446973e-15,0.0,0.0,0.0,1.0909876516136205e-15,6.98777402866e-18,1.1695359772027167e-14,2.675081645616788e-14,1.7970279840498047e-15,1.3274269987984968e-11,1.226759156954434e-44
0.051000000000000004,0.08683426191435774,298.01542981762066,1.2710807618322744,0.6288710107672233,9.32999317015889e-18,0.1321712480805817,5.16615052548942e-19,0.047890231354140576,0.19104191033901327,1.0814775440474106e-06,2.81178891577566e-42,1.610976684755634e-49,1.3504644041200302e-15,6.388855745629153e-26,3.255796700327582e-21,2.3924136169777863e-05,0.0,3.689841948885278e-19,1.3512440495600262e-14,2.0626442033870544e-12,3.758862304335445e-07,4.0490532651113986e-08,3.897451603481152e-27,3.768587665959491e-31,1.76260116851079e-20,2.492461780371631e-12,9.857292036382048e-29,3.5163144978638796e-40,1.1117856037374456e-08,1.329285273639185e-43,1.2539597105196868e-37,2.1274268115373404e-12,1.3210182887731855e-27,1.8009812539209495e-11,8.026609451276011e-30,3.4343109625092185e-09,6.00690819419085e-11,2.5236876137238794e-28,2.8994789210193333e-27,1.2273299174140339e-26,1.0561400566934989e-28,5.128801378326432e-14,5.875886102783964e-25,1.530206719226552e-07,1.5032293518324211e-09,5.800169522622304e-10,9.41146629158013e-10,5.215388132561334e-09,5.468368948360308e-26,3.1071246958087426e-14,3.5542610494120814e-10,1.0739390319055993e-25,1.0469918856964468e-15,4.418251079250011e-15,9.049894619071674e-10,4.5829977535053615e-11,3.900858325481121e-13,3.9533748975771824e-30,2.128222266528553e-38,2.9727962730296557e-20,7.25944031404698e-49,6.529015286688005e-29,4.871460631201832e-30,9.05843964127455e-24,1.2142064510952888e-19,4.70955129300845e-14,1.1887025009627959e-20,5.6363877260467244e-18,6.547853241520731e-28,6.973621160166686e-14,0.0,4.092787222236941e-40,7.79887190798999e-19,1.8001930425553812e-29,3.6897208187899166e-29,4.943656618035447e-34,6.3816135923835465e-31,7.345100722818554e-26,6.5646472951042294e-15,4.431620750260492e-11,2.666170844456825e-27,2.3885306579604346e-11,1.8755409962085195e-23,1.755520821885208e-20,8.814117319291401e-48,6.737349796007277e-33,1.0622074449773119e-30,1.137213684152245e-38,0.0,5.495442847649103e-17,1.952571343879768e-17,1.0466464509190508e-14,1.5393691384006608e-30,9.594713010441802e-16,0.0,9.790602771703644e-27,7.653140156743983e-18,1.11183859689996e-28,1.082648672749565e-14,0.0,8.903106689103386e-12,3.4586741310832156e-15,1.0890972196697686e-15,1.0016913391585352e-25,1.4430935290712763e-15,1.665034496195518e-16,5.775177903044185e-14,0.0,2.0728280408925854e-12,8.915059347773845e-12,2.1255648024390084e-40,5.946701848536341e-13,1.8130876631298136e-14,2.3957393151335116e-30,8.262713183384998e-28,5.358025574322515e-11,6.960973116290064e-15,1.2380760017023966e-17,1.0836767138122563e-29,4.954484777870944e-15,4.617824465330774e-44,3.4560367741797895e-12,1.0477276255521031e-24,2.7921388944618053e-14,0.0,0.0,0.0,3.921064703429017e-14,1.0413443302563087e-16,1.3775979267482622e-13,3.604758163319029e-13,2.4513319928567114e-14,1.178914202984012e-10,1.097661673698553e-43
0.052000000000000005,0.08688670590607728,298.08194535371115,1.2703135496668554,0.6288428087470357,9.32980975631528e-18,0.13217896357590014,1.1064507772041114e-18,0.04788464017048667,0.19103350070236666,5.7431110781554406e-06,1.8740493815350047e-42,4.444374647992616e-47,1.7028698844449275e-14,3.202747422185985e-25,2.132073848281756e-20,5.1060596385903636e-05,0.0,3.684985436771952e-19,1.3880791813056515e-14,1.5187973138751393e-11,2.0244017726918333e-06,2.778299507794685e-07,2.942226288251514e-26,1.600951736318867e-29,3.937234487321035e-20,1.7143092162166197e-11,4.161669197533724e-27,4.889557486651488e-39,7.178433064616936e-08,8.730653511113331e-43,1.7688186794537055e-36,1.4887999369716002e-11,1.581681962737485e-26,1.4121232761122376e-10,1.1501610011899102e-28,2.2953465800191228e-08,4.3073001569164793e-10,3.793229307711439e-27,4.8397587326293795e-26,9.07263547204247e-26,4.311198341951185e-27,4.0531482856358453e-13,5.706395030683445e-24,8.132541371323311e-07,1.0760110122011301e-08,4.488883094702214e-09,7.618674289513809e-09,3.403005601080806e-08,3.5941296386134773e-25,3.0129830432909226e-13,3.5371049345512275e-09,1.8629238268994364e-24,6.319948077995371e-16,4.269504440945713e-15,8.748952926495546e-09,4.837149509799384e-10,4.337733389602044e-12,1.940008039264309e-29,1.607891421438774e-38,6.381532151247233e-20,6.785791369039019e-48,6.598219565537792e-29,4.924297368093277e-30,2.176153541568938e-22,1.1713432528339011e-19,4.531241546284824e-14,1.1479090964478038e-20,5.684213216471868e-18,6.6015915806580735e-28,1.345905756688098e-12,1.3904524602970986e-16,4.17974610743913e-40,9.063609364413695e-18,1.8262263934579587e-29,2.419597543025803e-28,2.087374612247113e-32,2.7094894829732236e-29,7.391377465308385e-26,1.602867686509502e-13,4.720658993445638e-10,1.7086166135958303e-25,1.788281877991382e-10,1.1610303224706318e-22,1.1779305565920286e-19,5.4170018929594865e-48,8.671822326445417e-33,2.1809129444440023e-30,1.2237977781798618e-38,0.0,7.448844033679637e-16,2.9666452322531357e-16,1.0467192606713652e-14,4.336035604717699e-30,1.717893447603923e-14,0.0,7.911465921933208e-26,2.059128971022146e-16,1.5896594224020288e-27,5.1712233330303644e-14,9.58471148135313e-22,1.0900404965039371e-10,5.220761323554017e-14,1.4941716527592686e-14,1.3866741449925633e-24,1.4436557815996808e-15,4.026933730888393e-16,8.393765875979732e-13,0.0,2.7092975142602363e-11,1.1480859256035116e-10,2.933497058645197e-39,7.244582109150688e-12,2.9975151911613595e-13,9.211252771947847e-30,3.2207332622519182e-27,5.67223700703748e-10,1.0011360191119144e-13,1.7720144597977366e-16,7.165086722384747e-29,7.656288381358393e-14,6.593995927199051e-44,4.1568142354447395e-11,2.8020451157536834e-23,3.201380748930058e-13,0.0,0.0,0.0,5.536195024882474e-13,1.507179734686528e-15,1.6255942260724958e-12,4.868923449177392e-12,3.360794205197189e-13,1.0527923154111593e-09,1.095988507072003e-42
