grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.3683150441647658,298.0,1.1300609018085452,0.7246720963306214,0.0,0.0,0.0,0.05518666598229835,0.2201412376865173,2.8225453523326776e-17,6.9218331188263e-20,0.0,0.0,0.0,7.99122771286861e-22,5.629948268962247e-13,1.3798043856275855e-74,9.763266895961193e-28,5.847328861285922e-20,2.8631015013343927e-21,5.535228761621158e-18,1.406066539488067e-19,0.0,0.0,0.0,9.026891227403818e-21,2.0519902842635957e-35,0.0,0.0,0.0,0.0,3.2856462161545782e-21,0.0,0.0,3.0157502413320784e-22,5.3234669497950736e-21,5.48775647697641e-21,1.756866128606363e-22,1.2494667729889538e-36,1.3736089167143308e-37,1.6046885636909408e-30,9.507790488633519e-24,5.700094277315725e-23,4.261467759153263e-25,3.5876586561041695e-23,0.0,8.847338592287009e-23,3.372531054530824e-22,0.0,2.2260193333846662e-22,0.0,2.5952855069088762e-24,0.0,0.0,5.498871600124919e-22,0.0,1.4783044412402369e-22,0.0,3.576593038977646e-27,6.554391268657153e-41,8.653298857042236e-37,1.9167434062824893e-38,1.1141636762741289e-60,8.689225445549193e-58,1.461635397223832e-53,4.6933096334245096e-27,2.2261199562703666e-43,8.75584929950073e-38,0.0,3.815133977401755e-20,0.0,0.0,0.0,0.0,0.0,1.467870373273182e-23,0.0,0.0,0.0,2.628963430052582e-34,1.6205603637121132e-23,1.0772770318197935e-29,0.0,2.3012951060259987e-29,2.2143466007701652e-21,2.807903802769986e-39,0.0,1.1715873025367246e-56,6.409439549292748e-38,2.0717433110562594e-38,2.2414081265939253e-41,2.5715066380198802e-26,0.0,5.978551733627619e-29,4.5328317754393875e-27,4.0371115761959686e-22,0.0,7.6971169198076825e-47,0.0,0.0,0.0,0.0,2.379853222083782e-23,8.654644170681796e-24,0.0,3.6540052653701807e-22,0.0,5.273697322540586e-27,3.145446637011371e-39,2.039962234935769e-21,7.854276639748045e-25,0.0,4.8710205413819296e-32,0.0,0.0,0.0,9.064497197088491e-51,0.0,0.0,2.6225858495271066e-44,8.11045181348537e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4601458093372944e-23,0.0,1.5120426878777188e-30,0.0,0.0,0.0,8.195474953792557e-26,1.803080788362523e-22,4.4411281326213645e-27,2.957260692706379e-23,0.0,1.8612597780011229e-22,0.0,0.0,0.0,0.0,0.0
0.008,0.3683150442676862,298.0000000000722,1.1300609014927658,0.7246720963149983,0.0,0.0,4.2706036968039654e-23,0.05518666598021428,0.22014123768219296,3.979450148733649e-15,1.829950681858336e-26,0.0,0.0,0.0,7.435009739992141e-20,2.2589702591090123e-11,3.103548784574221e-73,9.76326687202033e-28,8.41939516448879e-18,5.883762441098871e-19,8.003336682742296e-16,2.6850851212285027e-17,0.0,0.0,3.1329094309055225e-24,1.7294866950690643e-18,0.0,0.0,2.687686145003832e-19,0.0,0.0,6.257982665956951e-19,0.0,4.7184074374384066e-21,2.7640044093043135e-28,9.902540665084877e-19,7.932722912341638e-19,1.8651819773165126e-27,2.3462657941976257e-34,9.675230510219734e-37,3.583763521538232e-28,2.4130183184754833e-21,1.4375662925143025e-29,6.066373254283557e-23,3.5876586503840824e-23,0.0,8.847338898987967e-23,3.372472991273643e-22,0.0,2.225272987207544e-22,0.0,2.5952852396387755e-24,0.0,0.0,5.498861433564117e-22,0.0,1.4783045886842142e-22,0.0,3.576593040906731e-27,1.882091298911132e-38,4.990853554163436e-43,7.45490538151917e-36,4.6054079372024825e-58,4.006478501173237e-55,6.044194789430705e-51,1.744050158728971e-32,1.0738980974816205e-40,4.1673376272100933e-35,0.0,6.4821295722099004e-18,0.0,0.0,0.0,0.0,0.0,2.0992622440933042e-29,0.0,0.0,0.0,9.38257177328827e-32,3.837384038716368e-21,5.5604717044129376e-27,0.0,6.086306986957683e-35,4.64965564613669e-19,7.852169831602159e-37,0.0,4.6048019401348927e-54,2.006361494434558e-35,1.0924540183640838e-35,1.2512285018514486e-38,1.6449898627055222e-23,0.0,5.978551657719085e-29,4.5327661454332885e-27,4.4057664894840255e-28,0.0,2.502460654791317e-44,0.0,0.0,0.0,0.0,2.6203332249577676e-29,8.655431006875557e-24,0.0,3.654005265177565e-22,0.0,5.273697322805532e-27,1.4356864130594515e-36,2.0389353952863483e-21,4.576407368529065e-22,0.0,2.694938256745536e-29,0.0,0.0,0.0,3.7623290412394836e-48,0.0,0.0,9.128910133108089e-42,3.3088426362565525e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4601458102249713e-23,0.0,1.5120426878780873e-30,0.0,0.0,0.0,3.1927499440767947e-23,1.8030807885478035e-22,3.1820650380958182e-25,3.159260442771677e-23,0.0,1.8612597771709192e-22,0.0,0.0,0.0,0.0,0.0
0.016,0.3683150484057469,298.0000000098263,1.1300608887964052,0.7246720956882305,0.0,0.0,5.788423746469299e-23,0.05518666589621119,0.2201412375084809,5.610526086796923e-13,4.854477205669115e-33,0.0,0.0,0.0,7.348773860052343e-20,9.063932191635991e-10,6.346400692482424e-73,9.763266294113201e-28,1.2610250603799355e-15,1.1074079460619778e-16,1.156964498285148e-13,5.134639564729478e-15,0.0,0.0,3.9053019572826504e-24,3.3142475622004365e-16,3.2110452807054813e-35,0.0,6.579691124183411e-17,0.0,0.0,1.220492337018867e-16,0.0,1.0724624791673012e-18,2.53783543976103e-34,1.8421159862491604e-16,1.5989463510242343e-16,1.9833631592242226e-32,2.2490217565205195e-34,7.205574834790123e-36,0.0,5.4065453403519865e-19,4.174577735792723e-33,6.06814107519532e-23,3.5876586396180305e-23,0.0,8.847338862456988e-23,3.3724173478005e-22,0.0,2.2245260767847946e-22,0.0,2.595285112909382e-24,0.0,0.0,5.498851267817561e-22,0.0,1.478304615124776e-22,0.0,3.576593045919606e-27,0.0,2.862597662581186e-49,8.445697207841513e-36,7.116932046463224e-64,8.93904156010615e-55,7.531816791219103e-56,7.288100279242039e-36,1.0694704602067846e-40,4.1507422884361186e-35,0.0,6.482129704489396e-18,0.0,0.0,0.0,0.0,0.0,3.1837220331206546e-35,0.0,0.0,0.0,1.0365908480365235e-31,8.5216562756769e-19,5.5604923315116416e-27,0.0,6.978334057858648e-39,7.965573883813689e-17,7.885591808161436e-37,0.0,4.605103307477837e-54,1.4538807310688288e-36,0.0,1.897037310345602e-44,1.6449922149056278e-23,0.0,5.978551590836798e-29,4.53270052358085e-27,4.849060940361815e-34,0.0,2.502419364076794e-44,0.0,5.6735587074795524e-42,0.0,0.0,2.895229233941091e-35,8.656050627500897e-24,0.0,3.6540052700392217e-22,0.0,5.273697329062904e-27,1.4370083594604316e-36,2.039300487547988e-21,4.576412363397275e-22,0.0,2.6949447087302626e-29,0.0,1.2234119557518602e-71,0.0,1.343019817108841e-52,0.0,0.0,9.13308120727741e-42,4.164806468124641e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.460145814548449e-23,0.0,1.5120426897958326e-30,0.0,0.0,0.0,3.1927534457204666e-23,1.8030807911985921e-22,6.379465411405847e-25,5.150528395943719e-22,0.0,1.8612597786999796e-22,0.0,0.0,6.841541374859955e-21,0.0,0.0
0.02,0.36831511161579045,298.0000005052719,1.1300606948559566,0.7246720861832213,0.0,0.0,5.279897394894307e-22,0.05518666460330853,0.22014123486143033,3.008342463006451e-11,2.5931346994921875e-39,0.0,0.0,1.0029581892806204e-31,6.684137731350393e-19,1.4315078023512617e-08,8.318442704817508e-73,9.763258554526e-28,6.905446119889455e-14,8.688109362803896e-15,6.359831545894615e-12,3.7154870470907937e-13,8.07844313786196e-33,9.430564704257231e-35,3.557011624794542e-23,2.4060310843907258e-14,8.303837417334586e-33,1.5426401894373254e-49,4.475890936250583e-15,0.0,8.389312867849842e-42,9.018765223280873e-15,4.660270760581363e-28,9.006133714425261e-17,2.0160496454533991e-38,1.298794331759676e-14,1.2229354626628348e-14,4.464295351117599e-34,1.6427121863968044e-33,2.3611075138380872e-33,4.8735715977381076e-32,4.58080629465422e-17,4.170231504939007e-33,6.06902391919866e-23,3.58765864248792e-23,0.0,8.847338869406737e-23,3.372389926553033e-22,0.0,2.2241525265116966e-22,0.0,2.59528508383052e-24,0.0,0.0,5.4988462557667e-22,0.0,1.478304572192448e-22,0.0,3.576593112272049e-27,0.0,0.0,8.749971970920453e-36,0.0,8.939045428528007e-55,6.724493226961153e-56,7.223293982841087e-36,1.067673132582478e-40,4.143766198594799e-35,0.0,6.482130036761458e-18,0.0,0.0,0.0,2.0734512759193478e-50,0.0,1.795299133303942e-36,0.0,0.0,1.6342913950807117e-34,1.0557617739211123e-31,7.636902204956665e-17,5.5604924727147645e-27,0.0,6.819073460610098e-39,6.317744880818721e-15,6.913055856099906e-37,0.0,4.6050997105793454e-54,1.1009552293746564e-36,0.0,1.0642886893311221e-45,1.644992260460872e-23,0.0,5.978551692913217e-29,4.532667819211803e-27,3.753765262530753e-36,0.0,2.502398669020563e-44,0.0,5.684262282945809e-42,0.0,0.0,8.818557021012877e-38,8.656323676239875e-24,0.0,3.6540053425174875e-22,0.0,5.273697447212691e-27,1.437539535841633e-36,2.0770155284904886e-21,4.576412484290568e-22,0.0,2.6949444851884014e-29,0.0,8.671689482974344e-73,0.0,1.043902470039466e-52,0.0,0.0,9.135161877770472e-42,4.341367310010465e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4601458835319964e-23,0.0,1.5120427145008135e-30,0.0,0.0,0.0,3.19275349317854e-23,1.8030808326693332e-22,7.99010259670483e-25,4.396674979035506e-20,0.0,1.8612598141506248e-22,0.0,0.0,6.748884053931626e-19,0.0,8.190026397712216e-44
0.024,0.3683164404458607,298.0000342241101,1.1300566177677045,0.72467189096081,0.0,0.0,2.5510902751572336e-20,0.05518663682774764,0.22014117955025955,2.125998984277026e-09,1.402058055666032e-45,4.35963150464483e-46,0.0,9.875286598256171e-29,3.22550832072134e-17,2.900261295956774e-07,1.2935486424591893e-72,9.763116097997508e-28,4.983420086838972e-12,9.025074059227304e-13,4.6089979135307416e-10,3.554069211744981e-11,4.8242318503201836e-29,3.8630217424736163e-31,1.7175542437773908e-21,2.3090670851251175e-12,3.058892928101495e-29,5.6982144604271955e-46,4.016836282377382e-13,0.0,3.424509467014896e-38,8.811378836331292e-13,3.056982218786392e-24,1.000852936731022e-14,1.2356134581424966e-34,1.210245431443523e-12,1.237043627997643e-12,1.7941678797780954e-31,6.788304650615639e-30,1.1694104957183594e-29,2.884003497505095e-28,5.137037625696074e-15,4.169334731987545e-33,6.069904429091253e-23,3.587658883581971e-23,0.0,8.847340256310493e-23,3.372346039191e-22,0.0,2.2237796180730907e-22,0.0,2.5952856036493312e-24,0.0,0.0,5.498842844922049e-22,0.0,1.4783025948063818e-22,0.0,3.576594404753767e-27,0.0,0.0,9.017300571453678e-36,0.0,8.939068971617708e-55,6.724519565633072e-56,7.223361165653378e-36,1.0664696136074258e-40,4.139089080681796e-35,0.0,6.482156326553442e-18,0.0,0.0,0.0,2.0827957106016577e-50,0.0,1.7952314082183496e-36,0.0,0.0,6.694773932799725e-31,3.840467741074826e-31,9.06474834304308e-15,5.560495374014251e-27,0.0,6.820709607359752e-39,6.644204690874879e-13,0.0,0.0,4.6051364544833387e-54,1.1351362933360667e-36,0.0,1.0642501291060274e-45,1.6449931976558982e-23,0.0,5.978554477745513e-29,4.532637273610739e-27,3.7527523113944455e-36,0.0,2.502364023019584e-44,0.0,5.687326888543415e-42,0.0,0.0,8.812285951508518e-38,8.656567597593964e-24,0.0,3.6540068466776853e-22,0.0,5.2736998238325415e-27,1.437882098171098e-36,7.555371246379966e-21,4.57641498931523e-22,0.0,2.694945673605683e-29,0.0,1.2606763744959295e-72,0.0,8.43979081651903e-53,0.0,0.0,9.137171617100829e-42,4.414630020629012e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4601472670967466e-23,0.0,1.512042339302386e-30,0.0,0.0,0.0,3.192755018258516e-23,1.803081679767612e-22,9.395375337742744e-25,5.265507238245609e-18,0.0,1.8612605768669332e-22,0.0,0.0,8.72749541468823e-17,0.0,1.3234351058604433e-42
0.025,0.36832114410431127,298.00039594319315,1.130042186338923,0.7246712472434763,0.0,0.0,2.36771100476513e-19,0.05518653291975475,0.220140986146694,2.5572246336825336e-08,3.1781135086403115e-51,5.385746293640865e-43,0.0,3.843539968251823e-27,2.9441996991586953e-16,1.2016924739375047e-06,1.5039949994105543e-72,9.76270076768475e-28,6.11078852800355e-11,1.5539522429378804e-11,5.673553750739823e-09,5.662781556402112e-10,6.93109689812124e-27,5.459558716249696e-29,1.5808151362039334e-20,3.690436855432766e-11,4.186147393859373e-27,7.907447948731463e-44,6.028893171174349e-12,7.025120602088626e-47,4.834876834271843e-36,1.4320971099685848e-11,3.0586410870771534e-21,1.8367138201709766e-13,1.7856436109273386e-32,1.881533692360798e-11,2.0773004309423593e-11,2.1059589805209092e-29,1.0139957016534343e-27,2.160622237536544e-27,4.099711013946807e-26,9.508518648935961e-14,4.168623855797051e-33,6.070119856360621e-23,3.5876598045313994e-23,0.0,8.847345026202656e-23,3.3722509094222855e-22,0.0,2.223688765965525e-22,0.0,2.5952875035766235e-24,1.0326534099164324e-41,0.0,5.498847131788243e-22,0.0,1.4782928328561023e-22,0.0,3.5765987333849925e-27,0.0,0.0,9.064623965990952e-36,0.0,8.939504542489605e-55,6.724859960766388e-56,7.223863374355155e-36,1.0661930143702965e-40,4.1379576014871795e-35,0.0,6.4824501469905415e-18,0.0,0.0,0.0,2.0849732467348769e-50,0.0,1.7953715408557408e-36,0.0,0.0,9.461749431730524e-29,6.73207370290313e-30,1.7707059600470248e-13,5.560504918164445e-27,0.0,6.821516498248929e-39,1.157477201538796e-11,0.0,0.0,4.6055577384865945e-54,1.7413357197392066e-36,0.0,1.064354308296826e-45,1.6449962992928345e-23,0.0,5.978561733977263e-29,4.5326365864560956e-27,3.753054274673515e-36,0.0,2.5023399490591854e-44,0.0,5.687954528822298e-42,0.0,0.0,8.813042435912155e-38,8.656637409139895e-24,0.0,3.654011817782974e-22,0.0,5.2737077439723085e-27,1.43788545174664e-36,1.3243423270476343e-19,4.576423283692737e-22,0.0,2.6949502655836137e-29,0.0,5.9930531134957e-72,0.0,7.958962665375875e-53,0.0,0.0,9.137380305723962e-42,4.4281083681296654e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4601518828713124e-23,0.0,1.5120160116456919e-30,0.0,0.0,0.0,3.192759829467594e-23,1.803084491578392e-22,8.89113890647932e-25,1.037970885448203e-16,0.0,1.8612630954782103e-22,0.0,0.0,1.8494815809261124e-15,0.0,6.692511353778693e-40
0.026000000000000002,0.3683541733851781,298.00682067133704,1.129940858640038,0.724667477098689,0.0,0.0,3.713319640139885e-18,0.055185723559509944,0.22013964566357322,4.593023896398249e-07,7.388664816422682e-57,1.8841681481152883e-39,0.0,3.100325472938947e-25,3.658542604895614e-15,6.5720171451474834e-06,1.846636213380332e-72,9.760564441827185e-28,1.1203700898725647e-09,4.078257145183276e-10,1.0444873974119035e-07,1.3699903847659167e-08,2.065855565318444e-24,1.5952093764155497e-26,2.226645894947752e-19,8.957184042772958e-10,1.1803088569522994e-24,2.7986581661374574e-41,1.3695983114286782e-10,1.598809397440425e-45,1.4120166453146666e-33,3.5377428709253707e-10,1.2844141369123826e-18,5.153013097163502e-12,6.609244547802478e-30,4.4358434925312004e-10,5.310651070374074e-10,7.419369830915673e-27,3.2130165349996662e-25,8.459184766522922e-25,1.2007811947240227e-23,2.6917133701659646e-12,4.1672286267262264e-33,6.0703302273704e-23,3.587665469765542e-23,0.0,8.847373517100244e-23,3.370969029986629e-22,0.0,2.223611035988522e-22,0.0,2.595299539412628e-24,7.858602590446291e-39,0.0,5.498879136265199e-22,0.0,1.4781138892952446e-22,0.0,3.5766243797565015e-27,0.0,0.0,8.805002307402351e-36,0.0,8.948310685424284e-55,6.731662246860541e-56,7.231596792846e-36,1.0656902533372728e-40,4.1349785646569796e-35,0.0,6.487735763273989e-18,0.0,0.0,0.0,2.0875020465737537e-50,0.0,1.7975570740162184e-36,0.0,6.008995102479962e-30,2.76439990392633e-26,2.4224401341815002e-28,5.302382350551393e-12,5.5605571955613125e-27,0.0,6.82819050981475e-39,3.075375020348004e-10,0.0,0.0,4.6130368036912257e-54,1.2403913707112826e-35,0.0,1.0660239259841381e-45,1.6450146720012115e-23,0.0,5.978488226116364e-29,4.532672937578681e-27,3.757799978899642e-36,0.0,2.502581879947762e-44,0.0,5.687827797983574e-42,0.0,0.0,8.824750737323074e-38,8.656760748344744e-24,0.0,3.6540413410842434e-22,0.0,5.2737546833763e-27,1.4368749688920662e-36,4.762007788883903e-18,4.576472539457645e-22,0.0,2.694968114141328e-29,0.0,9.335714754149974e-71,0.0,6.756794784789945e-53,0.0,0.0,9.134172342311816e-42,4.437527655061537e-39,0.0,0.0,6.312790342372779e-33,0.0,0.0,0.0,0.0,3.4601793056072185e-23,0.0,1.510720238429478e-30,0.0,0.0,0.0,3.192788405404695e-23,1.803101174162629e-22,0.0,3.137862913841599e-15,0.0,1.8612780538904338e-22,0.0,0.0,6.028172737119164e-14,0.0,1.559849354781983e-36
0.026500000000000003,0.3684667303711078,298.05039942354693,1.1295956911477125,0.7246587630661112,0.0,0.0,6.205184040673403e-17,0.05518258145352805,0.2201350309947294,3.5221233477379184e-06,3.645888271107522e-57,5.52095907788961e-37,0.0,9.991704789814615e-24,2.0346667184096874e-14,1.91060090421874e-05,2.131662312700153e-72,9.75629869554142e-28,8.75244997302865e-09,4.396939295861209e-09,8.186463326345841e-07,1.3721014945061706e-07,1.1852377892345024e-22,8.668240246365517e-25,2.652988769314105e-18,8.997356960846439e-09,6.222088779287011e-23,4.362554016107444e-39,1.2956656647000213e-09,1.5315667133898394e-44,7.704698667244985e-32,3.6110854935914137e-09,2.0319818312146581e-16,5.909398032715479e-11,1.0781155189671564e-27,4.3396700565945545e-09,5.592949176662934e-09,9.880956725695828e-25,2.4178953031822352e-23,6.786068464322421e-23,6.546424875043165e-22,3.112396355483563e-11,4.177166719810244e-33,6.070546918836207e-23,3.587678809296631e-23,0.0,8.847425299365826e-23,3.3651045998009307e-22,0.0,2.2235988078931674e-22,0.0,2.595336361903948e-24,6.43532654037023e-38,0.0,5.498957207953132e-22,0.0,1.4771871016334576e-22,0.0,3.5766844629789305e-27,0.0,8.672634527645664e-52,6.67415380927007e-36,0.0,9.010648513010075e-55,6.779743975310226e-56,7.281501947934716e-36,1.0639093336026478e-40,4.121115558423103e-35,0.0,6.523946871528223e-18,0.0,0.0,0.0,2.094504479747705e-50,0.0,1.81176742892723e-36,0.0,3.1986196762904438e-28,1.5020431898949464e-24,3.561756817241716e-27,6.45721356522049e-11,5.560577030729652e-27,0.0,6.867903972863504e-39,3.354999198496703e-09,0.0,0.0,4.6641255325526296e-54,8.616296427550214e-35,0.0,1.0770028793611067e-45,1.6450583861275152e-23,0.0,5.975845414009447e-29,4.532773823960878e-27,3.788793545526428e-36,0.0,2.5071349624817857e-44,0.0,5.677832148801057e-42,0.0,0.0,8.89974425572204e-38,8.656911007202193e-24,0.0,3.654112026859913e-22,0.0,5.2738669283236495e-27,1.430919236079347e-36,6.969695088199261e-17,4.576590042374266e-22,0.0,2.694757189435096e-29,0.0,6.985534734196297e-70,0.0,3.237626260477172e-53,0.0,0.0,9.118585059977628e-42,4.439746231829171e-39,0.0,0.0,1.6005746767164524e-31,0.0,0.0,0.0,0.0,3.460245215779111e-23,0.0,1.4879928251863071e-30,0.0,0.0,0.0,3.1928558430046277e-23,1.8031410768101358e-22,0.0,3.8549966703004973e-14,0.0,1.8613137112061462e-22,0.0,0.0,7.941049516374807e-13,0.0,7.65190088201793e-34
0.027000000000000003,0.36917487928856374,298.4583828475478,1.1274289078405961,0.7246289795236218,0.0,0.0,2.9217730684863573e-15,0.055160959405187955,0.2201043034815642,3.3348550936189824e-05,2.2283924469500823e-52,2.9764456176147015e-34,0.0,1.162045930858997e-21,1.3703172556651912e-13,6.225248999569884e-05,2.543443524347955e-72,9.743978250954556e-28,8.464920269118923e-08,5.96907879873857e-08,7.93566029153006e-06,1.725503808675489e-06,1.3527069018880112e-20,7.152010510360379e-23,1.0358095393552902e-16,1.1349037150441731e-07,4.9823422183469394e-21,2.5174532318917595e-36,1.534063467060794e-08,0.0,7.011625418812873e-30,4.632703968873902e-08,2.2826288374239095e-14,8.569232301759552e-10,6.265560414373003e-25,5.323736662605413e-08,7.416129719510744e-08,5.291654102537652e-22,6.527287342798967e-21,1.1614098163163789e-20,5.434377243572769e-20,4.5525382158396114e-10,4.330352761778243e-33,6.072234490348856e-23,3.5877173853843495e-23,0.0,8.847339340453015e-23,3.322146862521884e-22,0.0,2.223608577409322e-22,0.0,2.59559202298641e-24,6.3759052307484796e-37,0.0,5.499215488995459e-22,0.0,1.4689317441560277e-22,0.0,3.576870252586515e-27,0.0,0.0,0.0,0.0,9.622708896521338e-55,7.251865248118815e-56,7.752243517382071e-36,1.047475483416172e-40,3.993933726291972e-35,0.0,6.880598850617745e-18,0.0,0.0,0.0,2.166084489031411e-50,0.0,1.9478571667371305e-36,0.0,2.533623682711833e-26,1.239422579516929e-22,6.948089728725092e-26,9.972180485108102e-10,5.557252077197019e-27,0.0,7.239224986796931e-39,4.616441987859509e-08,0.0,0.0,5.1713121212920386e-54,9.474329778928025e-34,0.0,1.1837978250951982e-45,1.645217312097769e-23,0.0,5.89649082247987e-29,4.533110992163799e-27,4.086988974847398e-36,0.0,2.5615762334697827e-44,0.0,5.3224586136625367e-42,0.0,0.0,9.60692933041208e-38,8.65648180953852e-24,0.0,3.654371418405622e-22,0.0,5.274277948963656e-27,1.379562060658268e-36,1.3044399450875472e-15,4.577019051591706e-22,0.0,2.685125690503557e-29,0.0,7.985395922068169e-69,0.0,4.4327708938872283e-51,0.0,0.0,9.008050903112211e-42,4.42873802286947e-39,0.0,0.0,4.3568558920661926e-30,0.0,0.0,0.0,0.0,3.460489728347727e-23,0.0,9.532062793224931e-31,0.0,0.0,0.0,3.193108791911412e-23,1.803287989101524e-22,0.0,6.008770068793426e-13,0.0,1.8614416766442651e-22,0.0,0.0,1.3313521991273711e-11,0.0,1.1939065902267449e-30
0.027250000000000003,0.37129734069426573,299.9356728880362,1.1209841421978095,0.7245856996935194,0.0,0.0,6.523870571630332e-14,0.05509431748907252,0.22000377604293864,0.00014548767332806355,8.714159018748249e-49,2.3171182428499662e-32,0.0,5.643712392475761e-20,5.19546676009232e-13,0.0001231412073233429,2.7633319824226767e-72,9.729847002962502e-28,3.802017477658861e-07,3.498262757509643e-07,3.531653537043269e-05,9.551234034747333e-06,7.127020494193269e-19,1.4642481895668687e-21,2.275650259161216e-15,6.296609837290741e-07,1.0149012744618916e-19,3.4439534132940173e-34,8.066983748108172e-08,2.7842395904223457e-39,4.193492319321736e-28,2.6078176467677094e-07,9.80775263170847e-13,5.3619370861331675e-09,7.828916029562209e-23,2.884925503847506e-07,4.2955488724611746e-07,6.797011742525529e-20,6.796914449953e-19,8.992247976173622e-19,1.1383543668005697e-18,2.8701531661697566e-09,5.014346109302568e-33,6.078903331212885e-23,3.58770670716349e-23,0.0,8.845576419508506e-23,3.2225334705787027e-22,2.0959552877791192e-33,2.2230345186350465e-22,0.0,2.5966932945301786e-24,3.0773996209828896e-36,0.0,5.499384723740224e-22,0.0,1.447104821105812e-22,0.0,3.576875919164654e-27,0.0,0.0,0.0,0.0,1.2202513680227661e-54,9.249115443018274e-56,9.638839108510084e-36,9.93398948286714e-41,3.578908596849453e-35,0.0,8.440708160036476e-18,0.0,0.0,0.0,2.47578298398238e-50,0.0,2.5238289204590417e-36,0.0,4.932205037142218e-25,2.5408852141785596e-21,6.306289795730582e-25,6.592505191041668e-09,5.510640186558789e-27,0.0,8.490233516709392e-39,2.760115654914806e-07,0.0,0.0,7.508516552236359e-54,7.821758158884251e-33,0.0,1.6601358022208014e-45,1.64546880100002e-23,0.0,5.0306155854197787e-29,4.533167192367046e-27,5.362116543611062e-36,0.0,2.817365137069412e-44,0.0,4.806683020508871e-43,0.0,0.0,1.2569525117217414e-37,8.647816856667834e-24,0.0,3.6547762114922387e-22,0.0,5.2749235020289974e-27,1.229719847408929e-36,1.022419700216092e-14,4.5777062717163935e-22,0.0,2.553609006391245e-29,0.0,1.1082249285022963e-67,0.0,1.0141644891573731e-49,0.0,0.0,8.763958584539152e-42,4.3964057075723485e-39,0.0,0.0,4.764619793372629e-29,0.0,0.0,0.0,0.0,3.4608904486940786e-23,0.0,0.0,0.0,0.0,0.0,3.1935888033633404e-23,1.803528182203545e-22,0.0,4.0054763586466106e-12,0.0,1.8616172639468278e-22,0.0,0.0,9.462156926923765e-11,0.0,3.9584420539606925e-28
