grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.04316321643588537,298.0,1.3107916836903637,0.6060122731944445,0.0,0.16374276921362202,2.8719374911833663e-14,0.046150248022241214,0.18409470127012625,8.090070742583975e-13,7.289253737637122e-15,1.182673545942179e-14,1.743546230298893e-18,0.0,4.7598520962329344e-14,8.297649238060901e-09,0.0,4.2080104634661774e-17,0.0,5.645284595403024e-14,2.8520023737508707e-13,7.869300500232632e-15,6.229770830330436e-23,4.985830485368286e-14,3.2067652895951584e-14,5.655346456666658e-16,4.0223145025618987e-32,2.7877823515502843e-40,2.816461330932025e-15,2.768716843851864e-15,4.0306049451022336e-30,3.642922979518417e-15,1.2805187406092347e-27,0.0,2.1434926897463275e-14,5.031268620173174e-16,0.0,0.0,0.0,0.0,2.764290573804269e-23,1.5717517898906501e-16,1.0180027104759814e-14,1.6416496788610236e-13,8.385809984553045e-15,2.545724697418923e-14,8.516947945199071e-16,0.0,9.61094166948204e-23,1.1708078497298967e-18,8.290947720539463e-16,0.0,1.3503378963697271e-33,4.531121071299932e-14,0.0,6.290322008949976e-14,1.0356154988891283e-17,3.6475027953365034e-16,2.8354342013984792e-15,1.6561687742241792e-25,0.0,0.0,1.7936437110061698e-45,6.479456387833309e-31,4.777899623709411e-32,0.0,0.0,0.0,0.0,0.0,6.248404874500429e-30,0.0,0.0,6.507441863105995e-42,0.0,3.498600477086705e-18,5.474188086501698e-29,0.0,4.87488414462931e-23,0.0,0.0,0.0,1.0184941817948519e-14,0.0,0.0,0.0,3.655382566087239e-20,0.0,2.854122619905924e-32,3.2530708480663015e-30,4.704935322478875e-36,3.04191518465089e-20,0.0,8.849156151240694e-26,1.6305286322301148e-15,2.815851236859739e-15,5.996876978251892e-20,0.0,0.0,0.0,0.0,0.0,7.134584859084544e-14,0.0,0.0,1.2395445655457898e-13,2.6160547767665934e-19,0.0,0.0,0.0,2.1492243970773406e-17,0.0,0.0,1.6600366124634464e-15,0.0,1.2867120590209187e-20,2.59467357671262e-33,0.0,0.0,3.774343591242161e-36,1.548191719085316e-33,0.0,2.1172180337949763e-18,1.8324046456073093e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.455960933883948e-16,0.0,9.104682128574315e-17,1.5022461532363306e-14,0.0,0.0,0.0,0.0,0.0,9.507586421770704e-33
0.016,0.04316326535239824,298.0000003736247,1.3107901981657508,0.6060121834880849,0.0,0.1637427972401392,0.0,0.04615024218997811,0.18409468996187237,2.8946895308074603e-11,5.203852261445011e-23,1.4972995590692686e-22,1.7436288930959458e-18,3.954987647007823e-22,4.123362849784465e-19,8.707262818552757e-08,0.0,4.207965999259636e-17,0.0,1.1750048013096182e-12,1.0369456058537803e-11,3.771695159623964e-13,3.082866111561083e-21,1.5083106786235906e-21,0.0,2.6245365727264345e-14,1.2113821865764485e-30,1.2444582637706382e-38,1.2096438223822787e-13,1.2760847604524254e-22,1.2883968643520366e-28,3.64468011215151e-15,6.282589637613801e-26,0.0,1.1467756072555898e-21,2.3870429571009445e-14,0.0,0.0,0.0,0.0,1.4870114093079688e-21,1.571749753231828e-16,1.638306728762639e-22,5.886057653901109e-12,1.287757639499213e-14,2.6697900756964844e-14,1.9598944844357735e-15,0.0,8.896879404646825e-24,7.956771657867617e-17,5.985906134709112e-14,0.0,9.589398664300919e-32,2.1030915255479104e-17,0.0,0.0,7.342596136602331e-16,3.648713506840783e-16,2.8357948620047182e-15,1.1932786612203166e-23,0.0,0.0,1.7590485608240954e-43,1.0307339669619893e-28,7.690126934859045e-30,2.7980601251990277e-22,0.0,0.0,0.0,5.420727736878657e-18,8.044717432777977e-28,0.0,0.0,6.802801656321696e-40,1.8986862217366307e-19,2.2232909476883757e-25,5.967283506659518e-27,0.0,2.537699266635256e-21,0.0,0.0,0.0,1.0199956443239314e-14,0.0,0.0,0.0,3.065119699894037e-18,0.0,2.2982067953920403e-30,4.336498146273301e-28,1.3277381406349823e-34,3.956165266301371e-18,0.0,0.0,1.6301349466594642e-15,1.8589215221163092e-22,4.863583077899783e-18,0.0,0.0,0.0,1.0435226766716498e-22,0.0,4.930615607871583e-21,9.855256128685323e-15,0.0,1.2395489107743807e-13,3.0540657934936954e-17,0.0,0.0,0.0,3.211907457755342e-15,9.46400478353941e-18,0.0,1.660223244939412e-15,0.0,1.2583180914131238e-18,2.7176622926125e-31,0.0,0.0,3.3990952237134003e-34,1.6282077175638194e-31,0.0,2.207825873295554e-16,1.881988096616083e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.671293557423854e-14,0.0,9.10837306181852e-17,1.5022455556099924e-14,0.0,0.0,0.0,0.0,0.0,6.2035623053270535e-31
0.032,0.043163780035135074,298.00001375527995,1.3107745681948446,0.6060112425386536,0.0,0.1637430913118993,0.0,0.04615018010837312,0.18409457067018253,1.049174810825701e-09,0.0,1.924133322892361e-30,1.7506792212073446e-18,0.0,3.921724024231903e-23,9.137160254973412e-07,0.0,4.207523862689029e-17,0.0,1.35720421419956e-12,3.7552069486069287e-10,1.1148149159125777e-11,0.0,4.608030143805859e-29,0.0,2.627008721919407e-14,0.0,0.0,5.436052895063859e-12,5.4108640455704854e-30,8.795915896804216e-36,3.731466842797055e-15,1.623242316997491e-26,0.0,6.154509479055611e-29,6.215388558632004e-13,0.0,0.0,0.0,0.0,1.8163620480389056e-27,1.573744675017525e-16,1.731775477717889e-27,2.1063733540744973e-10,2.404534502106673e-13,9.54571382350999e-14,6.663181978010398e-14,0.0,8.472041798765344e-28,9.085115465062872e-17,7.168343574200802e-14,1.4614929107655909e-13,2.6694433955698525e-31,9.81800768814208e-21,0.0,0.0,5.218842518528246e-14,3.740197094408563e-16,2.865687134322868e-15,0.0,0.0,0.0,1.5118577279104956e-48,1.030727666736252e-28,7.690080307630884e-30,0.0,0.0,0.0,0.0,5.420733496530125e-18,8.044706382607678e-28,0.0,0.0,3.4155608803790957e-40,5.744124779719299e-19,2.9154490594499217e-29,5.675441390186478e-31,0.0,1.235491101746412e-28,0.0,0.0,0.0,1.1387113291289188e-14,0.0,0.0,0.0,6.876778703146562e-20,0.0,6.823881841191707e-31,1.899411136379015e-32,1.7388348928242424e-38,3.956556937177791e-18,0.0,0.0,1.629743927611368e-15,3.9461665922566365e-29,2.124083288512261e-19,0.0,1.290770309994555e-22,0.0,0.0,0.0,6.175324426399005e-28,9.856262508703593e-15,0.0,1.2399339971524931e-13,4.554114227499116e-18,0.0,0.0,0.0,3.2119144314617247e-15,9.598397974393069e-18,0.0,1.6785208684715504e-15,9.891132474947914e-70,2.785815706676032e-17,3.182368812635788e-38,0.0,0.0,7.490526906029768e-34,3.626267820368613e-31,2.141290962952203e-16,2.210797002661683e-16,1.8850387520309564e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.671318051836207e-14,0.0,9.435063271119125e-17,1.5022566284401447e-14,0.0,0.0,0.0,0.0,0.0,1.6816100997345607e-35
0.04,0.04316588854512242,298.0001978695216,1.3107105406468895,0.6060074257254844,0.0,0.16374428540689875,0.0,0.0461499174111314,0.18409407772651462,1.490224645493018e-08,0.0,5.238325216293113e-38,1.9859110680984554e-18,0.0,0.0,4.270104380692886e-06,0.0,4.205883251960479e-17,0.0,1.3878338696074339e-12,5.4041836069112625e-09,2.07684922406738e-10,0.0,0.0,0.0,2.671964518357393e-14,0.0,0.0,9.577040496289426e-11,4.461419970258269e-37,0.0,5.349864738645797e-15,0.0,0.0,0.0,1.1194647694668884e-11,5.739128799457278e-14,0.0,0.0,0.0,0.0,1.6164092580616122e-16,1.7494346135580346e-27,2.9890717201383134e-09,4.592819420353889e-12,1.533123628066695e-12,1.490038786848618e-12,0.0,0.0,9.201581635477157e-17,3.9744404729720495e-13,4.043651338202751e-12,0.0,9.364784384926577e-24,0.0,0.0,1.4301828704934864e-12,6.43151072171006e-16,3.799223278682964e-15,0.0,0.0,0.0,0.0,1.0307238319016643e-28,7.690056892684618e-30,0.0,0.0,0.0,0.0,5.420846463079713e-18,8.044545666170879e-28,0.0,0.0,3.155256177642855e-40,7.666985924391608e-19,2.9142740021686884e-29,0.0,0.0,0.0,0.0,0.0,0.0,4.6735779902991245e-14,0.0,0.0,0.0,1.5676426945124543e-21,0.0,6.910359902315064e-31,3.020818714788268e-32,1.7388205089873415e-38,3.956813942133548e-18,0.0,0.0,1.6295587512125668e-15,2.715552283798979e-29,1.752918500850687e-20,0.0,2.7609889857431764e-21,0.0,0.0,0.0,2.752264615527029e-28,9.85667612227967e-15,0.0,1.2532241458545109e-13,9.584852749402784e-19,0.0,0.0,0.0,3.2119418807664927e-15,1.525641394592214e-17,0.0,2.3582214568551693e-15,1.962227736750806e-69,9.225276507512479e-16,0.0,0.0,0.0,3.474789828730024e-33,1.670212607576982e-30,3.450667700906356e-14,2.328575538542568e-16,2.0097979150367354e-20,0.0,0.0,0.0,0.0,2.6518605035783076e-16,0.0,0.0,0.0,0.0,0.0,9.671657392200444e-14,0.0,2.0299620016945343e-16,1.5025358995823805e-14,0.0,0.0,0.0,1.326330355889062e-13,0.0,6.786747348613526e-35
0.044,0.043170825726356644,298.001509853036,1.310560641720643,0.6059987397056987,0.0,0.1637470100167326,0.0,0.046149253471591045,0.1840928938016693,1.1239459635850912e-07,0.0,3.0107579220358156e-45,5.974716939545769e-18,0.0,0.0,1.19235775697796e-05,0.0,4.202462851439487e-17,0.0,1.7593328277427521e-12,4.128900699393272e-08,2.0499865097595384e-09,0.0,0.0,0.0,3.0946855015888714e-14,0.0,0.0,8.86042500778988e-10,8.35547693114886e-44,0.0,2.084519451867956e-14,0.0,2.1103566365777987e-13,0.0,1.0736433771927557e-10,6.548646200201752e-13,0.0,0.0,0.0,0.0,2.084027269148304e-16,1.8035199419935206e-27,2.2535986334322795e-08,4.73019583719614e-11,1.6923013824465395e-11,1.751084601891858e-11,0.0,0.0,9.50518002546272e-17,4.976535452856069e-12,5.0229011424020144e-11,0.0,0.0,6.087791697875311e-13,0.0,2.022695922742132e-11,4.683436279135426e-15,1.8611720739858146e-14,0.0,4.5600048997071264e-39,0.0,0.0,1.0308645892068279e-28,7.691144091211138e-30,0.0,0.0,0.0,0.0,5.421720100411147e-18,8.045098147853663e-28,0.0,0.0,3.0344432196171787e-40,8.634207469415547e-19,2.9150445982067563e-29,0.0,0.0,0.0,0.0,0.0,0.0,5.818639869707513e-13,0.0,0.0,0.0,0.0,0.0,0.0,6.3257502393161e-32,1.7413748277769477e-38,3.957060679215791e-18,0.0,0.0,1.6294875202879096e-15,2.716525198406522e-29,2.5260516100490597e-21,0.0,4.813310335818205e-20,0.0,0.0,0.0,2.7547764434616896e-28,9.863235043124561e-15,0.0,1.486802418606448e-13,3.1397312209481186e-19,1.750953367735987e-18,0.0,0.0,3.212005930872895e-15,1.3447230170774756e-16,0.0,1.5161244554873536e-14,4.004836411168448e-68,1.741413281399282e-14,0.0,1.3068078024847707e-15,0.0,3.232033203903416e-32,1.4512786433776196e-29,5.506586703933351e-13,4.658617772999066e-16,4.591473943552448e-20,0.0,0.0,0.0,0.0,1.2081137061047954e-14,0.0,5.414855743908669e-17,0.0,0.0,0.0,9.677087561017432e-14,0.0,2.0367879147932396e-15,1.5059310384186238e-14,0.0,0.0,0.0,1.8214752231651015e-12,0.0,4.957485377464868e-34
0.048,0.043188713222412134,298.0144022909884,1.3100178429611415,0.605969529503908,0.0,0.16375623270238782,2.982878301305774e-17,0.046146462385938045,0.1840883203461319,1.0598320613586115e-06,0.0,1.9802389723477047e-52,9.749833816285187e-17,5.8345570641160964e-24,0.0,3.77482046303766e-05,0.0,4.1918967314825336e-17,7.837027408774689e-13,7.101976769848166e-12,3.9473613817493694e-07,2.5693042561625094e-08,0.0,0.0,1.0050996843618622e-18,8.537446313292639e-14,3.769038876188462e-30,1.986295185670857e-38,1.0368823415186393e-08,1.2494370663409569e-43,4.5699495758739193e-35,2.2384990794692891e-13,1.955616825603556e-25,3.3848534352731995e-12,1.8615710474367336e-28,1.3058878180662165e-09,8.68373090971234e-12,7.294907504602083e-28,3.1541044560994784e-26,0.0,2.411544235703498e-28,9.075160936870932e-16,2.909823229891151e-27,2.1243430864903544e-07,6.204111886785984e-10,2.4174124944664173e-10,2.6330520728558305e-10,0.0,0.0,1.5399267074996282e-16,9.233531573783701e-11,7.954432576936795e-10,2.120777353288286e-27,2.7324394921382427e-24,2.243424825295652e-11,0.0,3.684011158478639e-10,8.691986568546655e-14,3.3696440706563157e-13,4.563714341491097e-28,0.0,2.189377998549882e-18,7.485390817521376e-46,1.0327600367872063e-28,7.7056503450063e-30,3.424017467290781e-23,0.0,0.0,0.0,5.430520392495672e-18,8.055689815998249e-28,0.0,0.0,2.57435759254627e-40,9.844728070277795e-19,2.925644928965475e-29,0.0,0.0,0.0,0.0,1.5940891661685458e-14,0.0,1.1562955485897246e-11,2.3606866697071528e-24,6.735665215856129e-12,0.0,2.2104679691800378e-20,0.0,4.258357707465348e-28,7.021704492927155e-31,1.787032530168075e-38,3.957955098830155e-18,1.3631404147287168e-17,0.0,1.6294833919948636e-15,2.724438200608473e-29,1.921407326133383e-21,0.0,1.122645601027544e-18,0.0,0.0,0.0,2.801967587291657e-28,1.0019072540198928e-14,0.0,7.041390274919433e-13,1.3627834052267507e-19,2.783623923081823e-16,0.0,0.0,3.2122815100545268e-15,3.52385114486095e-15,0.0,3.41033129728063e-13,6.583245384574643e-67,4.299422254470986e-13,9.990648331347446e-38,1.1833700242538687e-13,0.0,0.0,0.0,1.1082387005968049e-11,6.689484967794099e-15,7.6690740825203175e-19,0.0,0.0,0.0,0.0,2.880008696282272e-13,0.0,1.0880583449543956e-14,0.0,0.0,0.0,9.816195199574269e-14,1.1362230619608515e-18,4.392226983529228e-14,1.5613682782654263e-14,0.0,0.0,0.0,3.050906404367676e-11,0.0,4.131984570120704e-33
0.049,0.04320170825949416,298.0353886835576,1.309623788622553,0.6059514631188107,0.0,0.16376201769149565,1.2343962813101263e-16,0.04614396902220884,0.1840845697985935,2.5871754671500485e-06,0.0,0.0,4.341571711907503e-16,3.477730030922979e-23,0.0,5.378640206786122e-05,0.0,4.1858309935840735e-17,3.2483082341811693e-12,1.9173642688450203e-11,9.717843657527676e-07,7.531425496371951e-08,0.0,1.6615288910501694e-33,4.159552863835814e-18,1.9996545217327088e-13,5.730931017470789e-29,2.300728924445164e-37,2.9035533915560572e-08,3.5168268282870304e-43,1.0849300164012722e-33,6.583938468151073e-13,4.6191582299393205e-24,1.1026914685318614e-11,2.2130313795424e-27,3.751881441736879e-09,2.6292813341624955e-11,9.193931812069134e-27,4.353343469804614e-25,3.297313367830096e-26,2.8704549584154386e-27,2.606025854223993e-15,6.465025173357563e-27,5.18475971588743e-07,1.875650268347471e-09,7.759104367311864e-10,8.754967953530547e-10,0.0,2.7775817227674165e-28,3.422959351439529e-16,3.6089685977044615e-10,2.7438574825701672e-09,3.0346451358937267e-26,3.656612007414319e-23,8.903066921538577e-11,8.813458595175148e-14,1.4085988026088457e-09,3.5613139205398507e-13,1.4357281852391287e-12,2.6998817285323642e-27,9.728107110315966e-40,9.05487094222921e-18,2.582852515894996e-44,1.036122672613144e-28,7.73133509526832e-30,2.126736649406121e-22,3.0910428781063397e-18,1.1979945989171512e-12,2.354153911940759e-19,5.444983729413346e-18,8.075683615569161e-28,0.0,0.0,1.5302331354040825e-40,1.1790106354788903e-18,2.9468680385534307e-29,0.0,0.0,0.0,0.0,2.090914574742048e-13,0.0,4.779626245114477e-11,2.4056913892457383e-23,2.4354732976238313e-11,1.0178220202362245e-21,1.2865280989131635e-18,6.880981635809802e-43,7.147711880436496e-27,4.761557910361109e-30,2.0441443784735805e-38,3.9606154987938275e-18,8.12990071080046e-17,0.0,1.6295232300400987e-15,2.7365073316146156e-29,3.6948441678088706e-20,0.0,5.212307111568172e-18,0.0,1.1946507374166784e-25,0.0,2.980146909403198e-28,1.061824769961998e-14,0.0,2.8199228511648743e-12,5.648024072138771e-19,1.4615206511895336e-15,1.6350415298179426e-24,0.0,3.2128079906710984e-15,1.8895867692647882e-14,0.0,1.667375961255851e-12,1.126562013063701e-65,2.0831817032646547e-12,2.3703411863673342e-36,5.630495644174928e-13,0.0,0.0,0.0,4.564180342687058e-11,3.324309665282621e-14,3.980147729590036e-18,0.0,0.0,0.0,0.0,1.320450896382525e-12,0.0,5.226966532756161e-14,0.0,0.0,0.0,1.0398352023978082e-13,2.777462623202468e-17,1.9731132014162533e-13,1.7116977646181582e-14,0.0,0.0,0.0,1.0933000697920038e-10,0.0,4.2876698543416654e-33
0.05,0.043227328622627265,298.1025721740541,1.3088475846189935,0.605922704105905,0.0,0.1637714110981213,4.3064996337236293e-16,0.04613820157669157,0.18407615719202322,7.442690651361016e-06,0.0,1.4776043438445888e-50,2.6173108591004234e-15,1.8407722756331335e-22,1.3452370106042701e-24,7.934631410935002e-05,0.0,4.176637769272937e-17,1.1364368815061936e-11,6.992684889513033e-11,2.8252872781716932e-06,2.7170143704057325e-07,3.151306654612302e-25,5.662730617308205e-32,1.451518214241234e-17,6.546944993052859e-13,8.307874763143309e-28,2.7551907846124838e-36,9.902310429935013e-08,1.2229870756864794e-42,1.2788987008087742e-32,2.4072352315297628e-12,5.66931383719209e-23,4.505047835775754e-11,2.723655595206939e-26,1.3205782631623842e-08,9.864588826667793e-11,1.2149356703954509e-25,6.184476810532117e-24,8.550182071451543e-25,3.5359511190452634e-26,1.0226952297542084e-14,2.6796498216179356e-26,1.4911825152144658e-06,7.027202691182219e-09,3.1269133957859306e-09,3.6821860507832334e-09,0.0,7.671097819157569e-27,1.415766710866236e-15,1.8428917465921151e-09,1.2062924031738863e-08,4.683052150115692e-25,5.141609051640497e-22,4.544341365751212e-10,1.0718134243067792e-12,7.004467197097028e-09,1.927584653816507e-12,8.16196665652424e-12,1.4248238397170108e-26,2.6940624860200618e-37,3.154569794821214e-17,4.795664034625745e-43,1.0472287644560606e-28,7.816132901796217e-30,1.1387851518848664e-21,3.7528104030570725e-17,1.4506806718940963e-11,2.8610290900458405e-18,5.4916378686160144e-18,8.142754612037554e-28,0.0,0.0,0.0,3.185813210328183e-18,3.0327089059128725e-29,1.9514549877395104e-32,0.0,6.38848846514488e-32,0.0,1.119149000742044e-12,7.597957081950241e-15,2.608048759115135e-10,9.547060475082096e-23,9.928863983421226e-11,4.230768693373532e-20,2.7092075764556762e-17,3.906381803232249e-42,1.2822250508662278e-25,3.1753060966835077e-28,2.0846512981014998e-37,3.987843110896863e-18,6.123019010282322e-16,0.0,1.629641044933581e-15,2.7783797343510196e-29,5.240253353828039e-19,0.0,3.2568910859833326e-17,7.594223435779417e-27,5.8865306399696966e-24,0.0,4.253716117576718e-28,1.4671749718926764e-14,0.0,1.6982737413115988e-11,5.75908009588259e-18,1.0267738540570853e-14,2.124234956267156e-22,0.0,3.2170902143168898e-15,1.396546682254447e-13,0.0,1.1099675445506954e-11,4.150326682406946e-63,1.3673580965074632e-11,2.789666687234484e-35,3.5334212361652294e-12,6.741010374120621e-15,0.0,0.0,2.4780610266740016e-10,2.304241759147508e-13,2.8818212318329445e-17,3.052435904599303e-32,2.4094143125738846e-15,0.0,0.0,8.120466735033577e-12,0.0,3.3024168124637667e-13,2.0225129372733943e-18,2.133627825870589e-24,1.0420280989901973e-18,1.4656026989564526e-13,2.357373900882273e-16,1.1880112016671847e-12,2.4305707247461954e-14,0.0,0.0,0.0,5.030941897783464e-10,0.0,2.4401916286839855e-33
0.051000000000000004,0.043283848229945944,298.317305368732,1.3071384945717008,0.6058766094445827,0.0,0.1637869935961721,1.4418844613511322e-15,0.04612369958527584,0.18405476597401915,2.2871322187358087e-05,0.0,1.2375961800723523e-48,1.676707658968864e-14,9.907729558051311e-22,4.008006963043208e-23,0.0001200707550769599,0.0,4.162745873257544e-17,3.81769790855456e-11,2.8316024200032426e-10,8.776565148613953e-06,1.0486041187640884e-06,9.17876303087399e-24,6.862883601522215e-31,4.8641738291169773e-17,2.458315439915298e-12,1.2201409074684242e-26,3.442173081284388e-35,3.6131702119403175e-07,4.9402010142057504e-42,1.2777895746253504e-31,9.442117979700572e-12,6.323421538499552e-22,1.9645349605443283e-10,3.4562315587563314e-25,4.9729259667900733e-08,3.958002930102128e-10,1.6653033805839705e-24,8.96905572103815e-23,2.3691079614344607e-23,4.496789202446171e-25,4.440385375933205e-14,1.4458840169720339e-25,4.581427477178017e-06,2.8159703623709968e-08,1.3469332256946784e-08,1.6543707213769707e-08,0.0,1.1632191260564996e-25,7.529644602896912e-15,1.0016821295429034e-08,5.66137488220099e-08,7.461768738985733e-24,7.358437796513094e-21,2.458685173728144e-09,8.534142121591503e-12,3.709294153062979e-08,1.1095798979375102e-11,4.931608204186343e-11,7.72462653828898e-26,1.7040035893950757e-36,1.0533172624648305e-16,8.581286584342085e-42,1.083941032540181e-28,8.096513005394091e-30,6.202767731501059e-21,2.973865299987289e-16,1.1400066209606497e-10,2.2746999896377472e-17,5.643474630828983e-18,8.36542851023283e-28,6.819645536948005e-12,0.0,3.186199005809887e-39,2.6268336124714384e-17,3.5908231024051927e-29,5.8420948351929655e-31,0.0,1.1205098870913721e-30,0.0,5.404861585256679e-12,7.604373093228611e-14,1.5123970024628177e-09,3.3271440586832735e-22,4.1812028977608055e-10,1.2201997404353545e-18,5.418646279365847e-16,2.2321651157365836e-41,2.3125747106400075e-24,1.9462008312657426e-26,1.1818249148263929e-35,4.289875865851029e-18,4.7780979638467355e-15,0.0,1.630172224881835e-15,2.9672142804771915e-29,7.345024759104984e-18,0.0,2.1684743779819803e-16,1.9789186836066888e-25,2.0331901453793069e-22,0.0,1.3831639543237551e-27,4.208905077474588e-14,0.0,1.1173656368128263e-10,6.191297180636488e-17,7.577664967310763e-14,1.1831641876217904e-20,0.0,3.2593498448756826e-15,1.087789596997569e-12,0.0,7.81419077698353e-11,1.1220878074347091e-60,9.488651130443455e-11,2.7740539617134765e-34,2.336301273626081e-11,8.563414714221664e-14,0.0,0.0,1.429808316322782e-09,1.6938515380768215e-12,2.207100997212627e-16,2.50342643345966e-31,1.9181930248086367e-14,0.0,0.0,5.28835635680978e-11,0.0,2.196138367877231e-12,5.125856049278566e-17,2.2102738838963606e-22,2.6356445390163582e-17,4.578912193697001e-13,1.8583872728697662e-15,7.583344700378437e-12,5.910376396979224e-14,0.0,0.0,0.0,2.469260672465786e-09,0.0,4.810709864477566e-32
0.051500000000000004,0.043343449661134924,298.60105130431293,1.3053410420935228,0.6058425664822029,0.0,0.16379904275172216,2.820972442573209e-15,0.046107323654220975,0.18402948404620184,4.31688863249941e-05,0.0,1.2003841959897175e-47,5.2893627331452575e-14,2.564702382807402e-21,8.812336644347218e-23,0.0001494859067259179,0.0,4.1531535523893776e-17,7.475940756261989e-11,6.454722648369411e-10,1.6681403485439408e-05,2.2973333165301915e-06,7.071593998044146e-23,2.4755452421753486e-30,9.52841806487351e-17,5.36412886538515e-12,5.711834515336905e-26,1.463934112285808e-34,7.624471218338582e-07,1.3339304417433933e-41,4.303558712091262e-31,2.0924199773047636e-11,2.429354876923769e-21,4.67804762550093e-10,1.4683958509331897e-24,1.0716533749074569e-07,8.902288953269195e-10,7.53974069782308e-24,4.147753119156523e-22,1.9269028557288962e-22,1.9163144133245935e-24,1.0610115498066642e-13,4.1968658466490255e-25,8.646448108086256e-06,6.328284627958835e-08,3.1809349711133664e-08,4.023381272074672e-08,0.0,5.54469269792957e-25,2.133189269257921e-14,2.7929300543597116e-08,1.419812487435633e-07,3.715776620711029e-23,3.428900718718318e-20,6.82845955232125e-09,3.100373042663774e-11,1.0146724407481623e-07,3.228155889796658e-11,1.4879541168557304e-10,2.0283152983283754e-25,4.6104396002685355e-36,2.0649060277095113e-16,4.337404538061461e-41,1.1346243160934705e-28,8.483907722457394e-30,1.6314767566369392e-20,1.0739062741372065e-15,4.07154950734135e-10,8.250760925634754e-17,5.850308998438912e-18,8.672004163007577e-28,2.2473901218231407e-11,0.0,3.0626568210842086e-38,1.296304135974706e-16,6.758896842795576e-29,1.2938085067695407e-30,0.0,4.1250690864704216e-30,0.0,1.3502228885667769e-11,3.1489006038295494e-13,4.424048447760314e-09,6.615053920022104e-22,9.666960434316046e-10,9.264204744216966e-18,4.27945686967908e-15,6.662484577632416e-41,1.2971165912157597e-23,2.5693550532221004e-25,1.5813024418163393e-34,5.596942242555017e-18,1.7542592412679873e-14,0.0,1.6316053488547287e-15,3.4298801855380095e-29,4.402099892730462e-17,0.0,7.214919281176488e-16,9.601426860070431e-25,1.7622411589656566e-21,0.0,4.296537236050452e-27,1.1499745496260522e-13,0.0,3.610753106138091e-10,2.801790023883733e-16,2.6652788853588086e-13,1.4364198057708846e-19,0.0,3.426534839638393e-15,3.995120323713196e-12,0.0,2.650429611876965e-10,2.9729986716273582e-59,3.1822362834360226e-10,9.287713228758242e-34,7.543589868507178e-11,3.6523649485851175e-13,0.0,0.0,4.166704726375636e-09,5.9456476359584355e-12,8.000830588461317e-16,8.030420507393718e-31,5.915376881214855e-14,0.0,0.0,1.6887199762547455e-10,0.0,7.121698084813142e-12,2.396216448952928e-16,1.1132227210320343e-21,1.2299291020973684e-16,1.3497311222248953e-12,6.804319682660506e-15,2.384961793060499e-11,1.2924288470275006e-13,0.0,0.0,0.0,6.393372832661924e-09,0.0,4.347458692993281e-31
