grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.2563953035738088,298.0,1.1711828420972314,0.6944549265340552,8.092380954194009e-25,0.04169771397248397,2.036522281311246e-20,0.05288550816909087,0.2109618513239588,5.669257903584604e-20,0.0,0.0,0.0,1.077898390085021e-21,0.0,4.1112727386121067e-13,0.0,0.0,7.558192642169986e-22,0.0,1.1062913091125858e-20,1.711787749864844e-22,1.358472501803311e-28,6.033615627350424e-21,3.991265172642909e-22,0.0,0.0,0.0,0.0,1.0150271041436708e-20,2.0271310537792553e-36,1.285186488381815e-21,0.0,0.0,0.0,0.0,1.2650985180255221e-21,0.0,4.581880994138228e-41,0.0,0.0,1.291482408142616e-22,9.686819896396014e-22,1.9629666092862097e-21,0.0,0.0,0.0,3.461798699230533e-20,3.509783583295731e-23,7.421978179975936e-23,0.0,0.0,0.0,0.0,4.3864273563632583e-20,2.1377750644410258e-24,0.0,1.5381295914327034e-34,3.801112371059234e-28,1.2398330643000736e-27,0.0,1.3627631520869617e-32,1.0047512804121778e-33,3.6112346274777397e-20,0.0,0.0,0.0,4.6679123126640564e-20,5.889660159705202e-31,0.0,5.102132868979123e-20,0.0,0.0,0.0,0.0,0.0,2.4678184756817467e-29,0.0,1.1983434048870125e-22,0.0,0.0,2.0555483629697533e-22,7.014439188461583e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2113488625632272e-28,0.0,0.0,1.2804550419038074e-25,1.786815967837145e-21,3.0409629858637832e-21,1.859234290534195e-22,1.3867569356357044e-21,8.029572644440294e-23,1.1991870392414242e-27,0.0,0.0,1.028475883413365e-24,0.0,0.0,0.0,3.6297630258516496e-22,0.0,0.0,0.0,3.0213374281174466e-40,0.0,0.0,1.7251382340124004e-46,3.5488309418043088e-34,6.838736266815692e-22,1.419709938788294e-23,3.314508680280767e-26,3.3698613223630627e-40,7.606694881456114e-21,3.454691175951855e-58,0.0,1.1753462300727438e-31,2.779563179306711e-20,3.8461276023298094e-24,2.0633482179920856e-28,1.4452059481403688e-24,6.568625896678765e-24,0.0,3.443085564338983e-21,0.0,0.0,0.0,0.0
0.008,0.2563953036116512,298.0000000000001,1.171182841924372,0.6944549265248234,8.092381089395845e-25,0.04169771397332142,2.0337764099213242e-23,0.05288550816812303,0.21096185132203385,5.6600661041310285e-18,0.0,0.0,0.0,1.8631865587906e-27,0.0,1.1698356234572595e-11,0.0,0.0,7.695111694904164e-20,0.0,1.1298435624818146e-18,2.313808712062518e-20,1.8263216989459703e-26,2.122639641643484e-27,7.790942716212693e-25,0.0,0.0,0.0,9.077439525351583e-22,3.776833443826306e-27,1.8625337589079623e-34,1.2974776933479861e-21,0.0,0.0,0.0,0.0,1.287092045880784e-21,0.0,0.0,0.0,0.0,1.2917219091027653e-22,1.7020782136442492e-28,1.9684374552568228e-19,0.0,0.0,0.0,3.47729954213954e-20,4.7995415054442647e-29,7.799910947016613e-23,0.0,0.0,0.0,0.0,4.386468253821366e-20,2.1508207112322553e-24,0.0,3.1438307384490707e-32,1.5426142061450665e-34,3.4265054490078826e-25,0.0,5.972252469926709e-30,4.455793734358539e-31,9.671410008904378e-26,0.0,0.0,0.0,6.211839625006238e-18,2.097354192359071e-28,0.0,5.102109712329712e-20,0.0,9.921650820064816e-22,0.0,0.0,0.0,3.653970854084687e-27,0.0,4.3980226672947885e-20,0.0,0.0,3.05786007861697e-20,1.6218243729016367e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.211685807100641e-28,0.0,0.0,3.302871425631016e-23,9.781969676106433e-27,2.2362252634492804e-26,1.8151341909914835e-22,1.0999659231863802e-27,0.0,3.5056081590658543e-25,0.0,1.9474358960489445e-23,1.3908437952877964e-22,0.0,0.0,0.0,3.6581146123986495e-22,0.0,0.0,0.0,8.939047591242478e-38,0.0,0.0,2.766009666441375e-45,6.945294285983737e-35,6.838771343385423e-22,4.0955036801283794e-21,3.3158591526275474e-26,9.499746394191525e-38,7.606694881423022e-21,0.0,0.0,2.3706431395228098e-29,2.779563179318002e-20,1.5247234429823613e-21,8.258123656709277e-26,5.71043767432466e-22,1.862996590296663e-21,0.0,3.443085568065898e-21,0.0,1.8075422211433246e-24,0.0,0.0
0.016,0.25639530468843974,298.0000000000127,1.1711828370057318,0.6944549262621384,8.092381393367456e-25,0.04169771399715034,2.9197925442371865e-24,0.05288550814058241,0.210961851267259,5.640283988696283e-16,0.0,0.0,0.0,2.6309382088260568e-33,0.0,3.328690324187619e-10,0.0,0.0,3.133384320695139e-19,0.0,1.1397473286712651e-16,7.561839028669974e-19,2.611318042994815e-32,7.494586126774393e-34,9.844579502300315e-26,0.0,7.414408665188804e-41,0.0,1.1670934551837184e-19,1.4090320523237773e-33,7.635822002447591e-41,2.9943358585165228e-21,0.0,0.0,0.0,6.384020168131873e-20,4.424937166882032e-21,0.0,1.5314833680865716e-36,0.0,0.0,1.3298039111372845e-22,1.594625242865994e-33,1.963677257688984e-17,0.0,0.0,0.0,5.454794713130224e-20,0.0,8.315701901110658e-23,0.0,0.0,0.0,0.0,4.393832220767963e-20,4.977514313954002e-24,0.0,3.3932497814609226e-37,6.269426582599637e-41,4.882738672279527e-26,0.0,5.972252451722031e-30,4.455793720776928e-31,5.778081607179732e-29,0.0,0.0,0.0,6.211839709708263e-18,2.0975789103434604e-28,0.0,5.1021129254517624e-20,0.0,2.8676626877545233e-21,1.6239226960286437e-30,0.0,0.0,2.0818847875913506e-33,0.0,4.3980342801649183e-20,0.0,1.4991472732188947e-31,3.839375854590621e-20,1.391841195707273e-37,0.0,0.0,0.0,2.9081051182011885e-37,9.679103533438498e-40,0.0,0.0,1.2116859757373706e-28,0.0,0.0,2.4189434967590354e-23,5.17676845991914e-30,1.6505812283234618e-31,1.7720790363574127e-22,8.791252723675512e-34,0.0,3.5056106753052497e-25,0.0,2.6795040830387e-23,2.7714053853710593e-22,0.0,0.0,0.0,3.658114877819826e-22,0.0,0.0,0.0,8.799621764554335e-44,0.0,0.0,2.996345058468364e-45,1.3595979708992945e-35,6.846414576725237e-22,4.0955341739632705e-21,3.315859773629865e-26,9.503897602326253e-38,7.606694946989425e-21,0.0,0.0,2.3144651818444046e-29,2.77956318236766e-20,1.4117265189159046e-21,7.57514283900915e-26,6.840581238120046e-22,1.8629983660138824e-21,0.0,3.4430857706755216e-21,0.0,3.1998987356047413e-24,0.0,0.0
0.02,0.25639531631305473,298.00000000047174,1.171182783905894,0.6944549234263705,8.09238197258172e-25,0.0416977142543923,9.057401086192455e-23,0.05288550784324519,0.21096185067593728,2.1538634423127062e-14,0.0,0.0,0.0,1.5461336727591632e-33,1.893776444461531e-30,3.800028079430125e-09,0.0,0.0,9.445079347586472e-18,9.542462069603176e-21,4.449872614017527e-15,3.7994435505950996e-17,0.0,5.372485579478454e-40,3.0517825437901227e-24,1.9114041697625425e-19,0.0,0.0,5.625253272427967e-18,1.0623935558841385e-39,2.1992886140196247e-45,9.105364046174657e-20,2.3501836404966806e-35,0.0,0.0,3.577901872559896e-18,1.7271056607585268e-19,0.0,0.0,0.0,0.0,3.5993187911507226e-22,1.6303549221102736e-33,7.531072891639837e-16,8.277022250085003e-19,3.6157978597360707e-20,5.831377910656839e-20,1.0030847198026542e-18,9.071492624391644e-36,8.665335912188256e-23,0.0,0.0,5.9464892853873516e-21,0.0,4.9411536495796284e-20,2.3503076652520223e-22,0.0,8.773290323439697e-36,5.125313020337295e-47,1.51361504559578e-24,0.0,5.972252255091165e-30,4.45579357408122e-31,5.753361556552121e-29,0.0,0.0,0.0,6.211839692660807e-18,2.0975788429270415e-28,2.8401024963712653e-19,5.102114569146438e-20,1.2870082767552607e-40,3.805411443820056e-21,1.6240075822727404e-30,6.235852942016746e-39,3.0974040438928097e-49,6.9980948765952494e-40,0.0,4.398034742261079e-20,0.0,4.661581607287396e-30,2.61745099179523e-19,9.092814298626904e-38,0.0,4.979595987610842e-53,0.0,2.916722777275317e-37,9.679609491149595e-40,0.0,0.0,1.211686064334047e-28,0.0,0.0,2.083890181917408e-23,5.054529196119721e-30,3.662364206048277e-34,1.7508104519100365e-22,5.178805098107418e-36,0.0,3.505611804331729e-25,0.0,2.84280616032137e-23,3.4616868763375364e-22,0.0,0.0,0.0,3.65814229661939e-22,0.0,0.0,1.1318874104438824e-24,1.1906323140358038e-48,0.0,0.0,1.6442642682038123e-44,4.502597748577904e-36,7.471711988322167e-22,4.095584877238565e-21,3.3159295296467075e-26,9.703015754717898e-38,7.606700320724643e-21,0.0,0.0,2.286686979568771e-29,2.7795633534515305e-20,1.3930221955549825e-21,7.24845582071437e-26,7.027655206162122e-22,1.8630304591479803e-21,0.0,3.443104297613747e-21,7.585227556903471e-25,3.762163124266216e-24,0.0,0.0
0.022,0.2563953819703119,298.00000000896046,1.1711824839915643,0.6944549074110701,8.092382453581901e-25,0.04169771570720948,1.8010894873777615e-21,0.05288550616353099,0.21096184733619588,4.2072910679612626e-13,1.0516486874603074e-48,0.0,0.0,1.8919745793785033e-31,5.326628768688517e-29,2.3381467852151835e-08,0.0,0.0,1.8743667323863643e-16,6.35195164232033e-19,8.883408872849955e-14,9.93143642066937e-16,0.0,1.200057050281711e-41,6.06862986354247e-23,5.1928786475530835e-18,0.0,1.3812977585856624e-50,1.3801983634476959e-16,1.6187316568445135e-45,2.207475667932802e-43,2.3980096393649803e-18,4.8867661591520885e-33,4.489356389352154e-19,9.367359292549105e-40,9.129927591668689e-17,4.7273306134816464e-18,4.184143369912687e-38,0.0,0.0,0.0,7.179315904490441e-21,2.238567781303657e-33,1.477343594740309e-14,2.319824404954941e-17,1.8071044673877386e-18,2.019380258251116e-18,2.3989274296198e-17,2.554031771735777e-34,1.1898027583348685e-22,2.181388951144481e-20,0.0,7.809039660962181e-20,8.523594894886174e-21,2.5409559066906627e-19,9.654104631867291e-21,0.0,1.7713479767615669e-34,8.316110614805339e-53,3.009540752300907e-23,0.0,5.972251150303846e-30,4.455792749957339e-31,5.791536946193099e-29,6.81097582723611e-26,2.640794590971736e-20,2.3333369132122338e-26,6.211839601056359e-18,2.097578348185301e-28,3.623141312076927e-18,5.102115839111373e-20,1.2870196098206659e-40,4.274285776949522e-21,1.6240077753540278e-30,1.75396088268947e-37,2.286120173698757e-47,0.0,0.0,4.398050859129078e-20,5.85466751500871e-22,9.270289715626941e-29,4.906903479580948e-18,5.489856032869486e-37,0.0,6.5389949763239035e-52,0.0,2.9341053570223997e-37,9.67961065669189e-40,0.0,0.0,1.2116862707198766e-28,0.0,0.0,4.134962744499887e-23,5.037165542331954e-30,3.640438318750108e-34,1.740270854287632e-22,5.182177465278509e-36,0.0,3.5056126785025587e-25,0.0,3.827720439041079e-23,3.8068674269543517e-22,0.0,0.0,0.0,3.6597091556167664e-22,1.8602372287286497e-23,0.0,1.0476399742933386e-22,1.0983835651226618e-46,0.0,0.0,9.611706129669439e-43,9.942977284070442e-36,3.3205990050900682e-21,4.098341877999223e-21,3.319878190054752e-26,1.4528430821978968e-37,7.606929658281251e-21,0.0,6.324921419794967e-23,2.2729221699283284e-29,2.77957096281716e-20,1.388370666840687e-21,7.088750693850343e-26,7.074186568437585e-22,1.864746519093066e-21,0.0,3.4439625754809626e-21,8.549896684958103e-24,4.421885411373066e-24,1.6325335266616202e-20,1.4974360338718445e-53
0.024,0.2563958983966663,298.00000022109094,1.171180125024419,0.694454781478285,8.092384220562555e-25,0.04169772713147745,4.672811180896086e-20,0.05288549294465129,0.21096182107018885,1.0683711901602505e-11,0.0,0.0,0.0,3.7229967124876845e-29,1.6954833232227526e-27,1.7736198140153182e-07,0.0,0.0,4.862030856908784e-15,2.4037186249596507e-17,2.306652129750916e-12,3.397725670467951e-14,1.3350263374870832e-34,9.778699891056088e-40,1.5744741425472298e-21,1.78484975885832e-16,3.21879994788819e-38,1.153294045659643e-47,4.424856440542761e-15,5.439040676880475e-50,1.4429054554499777e-40,8.374983784848884e-17,2.541984438260531e-30,1.8620807361833792e-17,5.907926050230156e-37,3.0402563090738202e-15,1.7060567589753568e-16,5.694932293612789e-35,3.7393229999377454e-34,0.0,7.618225689818309e-37,2.826623665946632e-19,3.312214739269739e-32,3.7677974476667176e-13,8.352550393233457e-16,7.168604639470549e-17,8.311005532606567e-17,7.743608932219667e-16,8.12958741043034e-33,1.7604985169275082e-21,3.3438061637785746e-18,0.0,1.5361420419289614e-18,6.003131397757873e-19,1.0528515537770096e-17,5.269880451159245e-19,1.8205181593582043e-22,5.1410033608265585e-33,0.0,7.808037593437635e-22,2.2535017417778656e-54,5.972242603836099e-30,4.455786377055292e-31,1.116283513210837e-28,4.796938109693439e-24,1.8611130478844893e-18,1.6433557389591718e-24,6.211838995959876e-18,2.0975744967621632e-28,7.579783455099155e-17,5.102138396563754e-20,1.287020069671824e-40,4.743159971929821e-21,1.6240090275835456e-30,5.582904972378824e-36,8.324593823341952e-46,5.47990384832134e-40,0.0,4.399119257961365e-20,1.2278952027925707e-19,2.4051161948556825e-27,1.592388655422018e-16,9.508255373975534e-34,7.165621897730024e-25,1.2862739382889986e-50,1.0303522048048478e-35,3.3479795863864517e-37,9.67961847591204e-40,0.0,0.0,1.2116964852612638e-28,0.0,0.0,1.6220574063726476e-21,5.0282455521729205e-30,3.8310046695704655e-34,1.7318595058856163e-22,5.5238841534593485e-36,0.0,3.505628211471396e-25,2.5545628554701325e-20,5.553173891249297e-22,4.154930891853503e-22,0.0,0.0,0.0,3.780541935050452e-22,4.32948867813352e-22,0.0,7.160074826779016e-21,7.18057755676979e-44,0.0,0.0,4.405454450025152e-40,1.1472152545694532e-33,1.4539201347143389e-19,4.299227127676785e-21,3.619296253336286e-26,1.720582555183673e-36,7.620125825915478e-21,0.0,8.644474702700368e-21,2.2619451253023683e-29,2.7800600422118365e-20,1.386051880446398e-21,6.932575185259606e-26,7.097396986529806e-22,1.9877012222207536e-21,0.0,3.497305959344605e-21,5.116299075670858e-22,3.428766723890451e-23,7.879729840410954e-19,7.232822015903022e-52
0.0245,0.25639658182488356,298.00000106926484,1.1711770032295052,0.6944546149568371,8.092384912948419e-25,0.041697742239092235,2.3756868669376303e-19,0.05288547542581883,0.2109617863197605,5.287341003310273e-11,2.091321185283869e-48,0.0,0.0,4.066734331969442e-28,1.0260879326440667e-26,3.8099182384731646e-07,0.0,0.0,2.4482366161386998e-14,1.6301716626595277e-16,1.1622320942503829e-11,2.1504440736180628e-13,4.177356795649915e-33,1.8289454419118315e-38,8.005164876332894e-21,1.1328489102331996e-15,1.1896131513140247e-36,3.5135868950676064e-46,2.6514972837391476e-14,3.1087172199266477e-49,3.7294622018620454e-39,5.39621781486723e-16,9.423804325138094e-29,1.3398644601075252e-16,1.8572304427782756e-35,1.8806735478915286e-14,1.1301037016480696e-15,1.921714519744631e-33,1.3273698739392688e-32,1.831897158880748e-33,2.426305666495697e-35,2.047350104359295e-18,2.9130851832985137e-31,1.871194126865965e-12,5.517308005930104e-15,5.090687480907131e-16,6.146381180883079e-16,4.672128542571074e-15,4.91998071260429e-32,1.5484090525643616e-20,3.0622389445378306e-17,9.306691351896232e-31,4.266048767383855e-18,1.6484861494756448e-18,9.207612152588578e-17,5.01519160994677e-18,1.953591200157426e-21,2.98063458195861e-32,0.0,3.967573180390269e-21,1.194766571545191e-52,5.9722318526977754e-30,4.455778369687693e-31,6.28147381721648e-28,1.3172563273116347e-23,5.108818979998586e-18,4.512713953478154e-24,6.211838645703994e-18,2.097569560811416e-28,1.8932250865546208e-16,5.102375386710918e-20,1.287020911326999e-40,4.860379797057927e-21,1.6240109613130483e-30,3.378705183209884e-35,7.848857560446955e-45,3.0348865797584193e-38,0.0,4.405841432666958e-20,1.1979362670676977e-18,1.222801144690471e-26,9.998678382515616e-16,1.5646113048373014e-32,1.512082328722822e-23,3.571541472629933e-50,1.7328956168727516e-33,5.387773069380172e-37,9.6796316525507e-40,0.0,0.0,1.2118205315218124e-28,0.0,0.0,1.936898017000523e-20,5.026459526181982e-30,6.102640462383181e-34,1.7519737899814926e-22,9.3814355008015e-36,3.3293973807639403e-23,3.5057911861330725e-25,4.3238185910608734e-19,3.562599641985182e-21,4.274676420461444e-22,0.0,0.0,0.0,5.24938895730323e-22,1.0655584563961108e-21,2.6038969700802983e-21,8.287256294645445e-20,1.8559396794336423e-42,0.0,0.0,7.285507301040857e-39,2.75800747332205e-32,1.3842347335118533e-18,6.605226009153714e-21,7.194987141750798e-26,9.90400486941394e-36,7.74009053314662e-21,0.0,9.413777828196974e-20,2.2882694769790677e-29,2.785062990053587e-20,1.3855916104944454e-21,6.893760993982957e-26,7.1020179270154e-22,3.3757759320077876e-21,0.0,4.020385212435611e-21,6.205421260640124e-21,3.6904089597529016e-22,6.4531378623832335e-18,6.002429980397526e-51
0.025,0.2563984410685329,298.0000070041666,1.1711685105748837,0.6944541627917954,8.0923834167045655e-25,0.0416977832688347,1.6298634207501693e-18,0.05288542761986591,0.21096169183591043,3.5568595500215937e-10,0.0,9.62668118239204e-60,0.0,6.840782381983878e-27,8.655874573636103e-26,9.34032840142692e-07,0.0,0.0,1.6780973615191577e-13,1.5670167375030047e-15,7.981884558848865e-11,1.9140465735489103e-12,2.487730221221492e-31,7.783690294971197e-37,5.492064040128143e-20,1.0114978300060727e-14,8.379864872848049e-35,2.017332572935563e-44,2.218986685251655e-13,2.6016322555965535e-48,1.7553002517319162e-37,4.900476347640903e-15,4.647345269082112e-27,1.3750629799518219e-15,1.105274020529569e-33,1.631388366081821e-13,1.0585945157635808e-14,1.2352903926716173e-31,8.991801457380753e-31,1.530034196383645e-31,1.4465033098587076e-33,2.119298340710091e-17,3.9450954538529055e-30,1.2638533162090362e-11,5.1518974158896806e-14,5.151741960290286e-15,6.508015234557683e-15,3.9405711032775664e-14,4.1507980611804945e-31,2.0971811757395624e-19,4.0538856041140884e-16,1.625326719518576e-28,2.284608218515968e-17,9.104389448779343e-18,1.1765913065655698e-15,7.000916691718255e-17,2.9042085562553556e-20,2.728365724777593e-31,4.7249223453340433e-54,2.7218493538952445e-20,1.3772432200876375e-50,5.9722061786937064e-30,4.455759311809706e-31,9.48306183719659e-27,7.274998668838454e-23,2.821002814750975e-17,2.492298084684313e-23,6.211840572629944e-18,2.0975571274556378e-28,9.560608802997388e-16,5.1069336086625653e-20,1.2870248670255348e-40,4.97760226448259e-21,1.6240187595921265e-30,2.850191401202701e-34,2.7884693192549897e-43,1.3387747397862166e-36,0.0,4.529171675626361e-20,1.6977632006072338e-17,8.389167091377004e-26,9.425116149061711e-15,7.232070754123264e-31,3.1717746730101694e-22,1.912511946567621e-49,1.3809564954839139e-31,2.5478148028846817e-36,9.679693152590607e-40,0.0,0.0,1.2143845477763305e-28,0.0,0.0,3.2918351908192815e-19,5.025072024158689e-30,5.801625533489994e-33,2.1560752832801017e-22,8.137538562613211e-35,1.0282224216555167e-20,3.508924150339594e-25,7.284127591887163e-18,5.106162699677849e-20,4.993768906490152e-22,0.0,0.0,0.0,3.4712072285526505e-21,5.3724024741685666e-21,6.684661523402469e-20,1.4282933913857703e-18,8.735087438775644e-41,2.7023755680530205e-20,2.43987473472339e-22,3.2710226386258653e-37,6.590469489501919e-31,1.9411646136668985e-17,5.034271592736918e-20,7.766298029632516e-25,8.283647133158328e-35,9.557183679605443e-21,0.0,1.508246320109629e-18,2.816954174410769e-29,2.8700382413335673e-20,1.3852338135459128e-21,6.855210020431737e-26,7.105763026545272e-22,2.9281441503764275e-20,3.600369898129457e-24,1.2541165309642765e-20,1.1277788569367099e-19,6.731885510482959e-21,7.639907906433307e-17,1.0310229105775794e-49
0.025500000000000002,0.25640351245951143,298.0000485306156,1.1711453460972916,0.694452935288453,8.092377707831731e-25,0.041697894700300824,1.180621344144519e-17,0.05288529628679078,0.2109614344427779,2.5291134692634847e-09,3.393561552302827e-48,8.218487419600528e-57,5.2456268999957036e-20,1.2925790639494612e-25,7.665392488239076e-25,2.436059396257813e-06,0.0,0.0,1.2147912857412915e-12,1.5750549470464954e-14,5.79064489000834e-10,1.785637412338268e-11,1.6814029088439927e-29,4.0056875168067684e-35,3.978347646232955e-19,9.465223912283084e-14,6.493051708333538e-33,1.2841809695679019e-42,1.950052370854877e-12,2.2863487564878705e-47,9.209172667374116e-36,4.6616594863885896e-14,2.422947328020575e-25,1.4726379379970505e-14,7.28478297434557e-32,1.4844186804389535e-12,1.0377392567828173e-13,8.760621649087544e-30,6.722883535346546e-29,1.1356520308971312e-29,9.541766233794441e-32,2.2891141132111157e-16,5.563894171263662e-29,9.021850104798022e-11,5.034939229932174e-13,5.4432575153155374e-14,7.185199778382467e-14,3.489243251789667e-13,3.679013513563141e-30,2.95856454954475e-18,5.554133199329666e-15,1.96822698368095e-26,1.4830429850527856e-16,6.461744387741772e-17,1.5599847333050454e-14,1.0111981090004987e-15,4.432535108536309e-19,3.321192208207917e-30,3.537776415842032e-52,1.9715846688154795e-19,1.8849479354202678e-48,5.972161115181861e-30,4.455726369759344e-31,1.7676565396772272e-25,5.163261433451523e-22,2.0020816593422644e-16,1.7688451171769208e-22,6.211865942714054e-18,2.097530188466974e-28,5.968592205459196e-15,5.1952957244012426e-20,1.287071181896545e-40,5.094833572921427e-21,1.6240665042161135e-30,2.5240070538561868e-33,1.9141029481150997e-41,6.895215692712591e-35,0.0,6.860499290308613e-20,2.485745141104485e-16,6.076972569629584e-25,9.44407155979772e-14,4.510037839565691e-29,6.652364091787087e-21,1.2414687565274673e-48,1.0997057361259896e-29,2.7746564084443826e-35,9.680149227463293e-40,0.0,2.4278382644457975e-23,1.267539747972837e-28,0.0,0.0,5.734482926824869e-18,5.024879201210163e-30,1.797522349704564e-31,9.428783194806282e-22,1.4250490254408488e-33,1.8604827871014821e-19,3.56964562737804e-25,1.2267885281910665e-16,7.637560037706739e-19,1.7048031075334495e-21,0.0,0.0,0.0,6.257095176109404e-20,3.4072232140207535e-20,1.2245013344438464e-18,2.533671837012089e-17,4.5827414400070367e-39,4.903923246730427e-19,6.6849239374267325e-21,1.877937988014722e-35,1.5745002239484668e-29,2.8174514161045143e-16,8.799106136327686e-19,1.46642240304537e-23,7.328831745131646e-34,3.708107514057492e-20,1.8602279924601282e-52,2.4898584635104602e-17,1.2332366158520828e-28,4.313547863054453e-20,1.3851809808350955e-21,6.817902774690135e-26,7.1099255827696655e-22,5.127630285947965e-19,9.511405955638678e-23,1.5134294450350863e-19,2.1075263044149547e-18,1.2778877964847506e-19,9.400056246488905e-16,1.537810974147318e-47
0.025750000000000002,0.25640936879692683,298.0001626750202,1.1711185973776903,0.6944515328699397,8.092369323269152e-25,0.04169802212431342,4.13312534422877e-17,0.05288514240348724,0.21096113791505808,8.650716119603136e-09,0.0,5.8593243758395044e-55,3.9140385854431007e-19,7.719476782917249e-25,3.1357244682820872e-24,4.1536146264302926e-06,0.0,0.0,4.213672142040046e-12,7.125509848577144e-14,2.012036574562098e-09,7.594653233882766e-11,2.517334526836894e-28,4.896656728733741e-34,1.3927983208958847e-18,4.035858943399028e-13,1.085826984040968e-31,1.8208777761938283e-41,7.898118664279147e-12,9.260528819503155e-47,1.1285213627144005e-34,2.0147849899444383e-13,4.885043049743689e-24,7.025726923611209e-14,1.0627223566485919e-30,6.185441115873394e-12,4.598141165637153e-13,1.3605312184729362e-28,1.0951098541710953e-27,1.8807385090373222e-28,1.3948145035579404e-30,1.0999856609190243e-15,3.362831472742421e-28,3.0953207878877295e-10,2.22527408562303e-12,2.567572699179445e-13,3.5171362261358736e-13,1.4219392757454217e-12,1.5096494363411281e-29,1.788725693792353e-17,3.272362762169751e-14,9.134190419119818e-25,4.582943507750108e-16,2.3166165889448155e-16,8.933493059809426e-14,6.239924991154249e-15,2.8701810253179014e-18,1.7016918183842465e-29,6.4247533942508e-51,6.898323461123895e-19,3.9386587303629136e-47,5.97217429707073e-30,4.455738071066368e-31,1.0532839827830195e-24,1.8510532458863206e-21,7.175879249485547e-16,6.341378170617633e-22,6.211947779776055e-18,2.0975173068640035e-28,1.5899712839547117e-14,5.849486688379738e-20,1.2876366734988637e-40,5.153467560418538e-21,1.6242202371490937e-30,1.032492511455732e-32,3.1311443794989618e-40,8.428884244346221e-34,0.0,2.3714730310428575e-19,1.552197328582394e-15,2.1275004530759085e-24,4.280908424397412e-13,6.550390684969384e-28,5.727309199347265e-20,3.8360059200033627e-48,3.3668322737751255e-28,1.4097421158466172e-34,9.681798984011579e-40,0.0,2.2553331444013858e-22,1.6875831767925574e-28,0.0,0.0,4.17735882990213e-17,5.03299788240659e-30,2.362668714012063e-30,5.913925656690458e-21,1.099749150329269e-32,1.3385280307297633e-18,4.019165560495815e-25,8.658933633394399e-16,4.439982426360065e-18,1.0346665835716708e-20,3.031080800230764e-32,0.0,0.0,5.145234911789654e-19,9.171599712685625e-20,9.192075408879732e-18,1.8764596788396985e-16,5.615650673266649e-38,3.486925724464109e-18,6.436612355135124e-20,2.364442194112398e-34,1.5277463657952343e-28,1.7460856206832188e-15,6.884011589704952e-18,1.1903478265950718e-22,2.9871808717966192e-33,1.9686355385652515e-19,5.801428043704533e-51,1.729072414339535e-16,7.738666372707568e-28,1.3689754548309857e-19,1.3873846192680454e-21,6.809259203172213e-26,7.122741869203625e-22,3.9569378358970616e-18,7.902428586665161e-22,1.0165895003390025e-18,1.6357543802264572e-17,1.0071984612651349e-18,5.0465006043068154e-15,7.416069169121254e-46
