grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.08754163532815251,298.0,1.2517652338476815,0.6409985759539848,5.543311930548074e-19,0.1154639743687933,0.0,0.0488145941943038,0.19472285545847934,0.0,0.0,2.460543135887969e-15,0.0,0.0,1.047636372888475e-14,2.422719756063821e-11,0.0,5.430372403653271e-20,0.0,9.079523702316782e-15,7.340918603248139e-16,0.0,1.5348561784946094e-22,0.0,7.658063395529904e-16,0.0,1.0037114667332106e-34,0.0,0.0,3.222255114830558e-14,0.0,6.24718523704067e-17,6.445392100156034e-29,0.0,0.0,5.156596486514619e-17,3.68342088447661e-15,0.0,1.0994417538806113e-30,0.0,0.0,4.0119717369078727e-16,9.766382755378252e-16,1.9522218323278277e-17,0.0,0.0,0.0,0.0,0.0,5.023517439913721e-21,3.3518668293235384e-16,0.0,6.620780336177806e-35,3.701381794461637e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.5773655759177536e-31,0.0,0.0,1.5672649094245468e-31,1.1556037607321646e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3057074521948602e-18,0.0,4.125736258378018e-20,0.0,8.489447768608995e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966160721758238e-31,5.3964852481847945e-22,0.0,4.440454965803095e-33,0.0,0.0,0.0,4.4912691907820815e-20,1.3734886030117967e-23,0.0,0.0,1.1705808210942281e-21,0.0,0.0,0.0,3.3437736019285156e-17,0.0,3.905432867640342e-14,0.0,2.800816854004583e-16,3.5529711314910455e-14,2.9443770456097325e-21,2.0231182346079572e-19,0.0,0.0,0.0,0.0,0.0,1.2902404551157885e-14,0.0,0.0,0.0,4.3887518482339305e-16,2.860298858503996e-15,1.2802046477155584e-36,5.5134470185645176e-34,0.0,1.932613489535286e-19,3.7614155215282763e-20,0.0,0.0,6.79093460673215e-51,0.0,2.7098229540453324e-16,0.0,1.5415933122919459e-15,0.0,0.0,0.0,2.636718111033053e-16,0.0,3.007308982583077e-17,0.0,0.0,2.0389343264444462e-14,0.0,0.0,0.0,0.0,6.001114220788819e-25,0.0,0.0,0.0,0.0,0.0,0.0
0.016,0.08754163588641142,297.99999999884676,1.2517652258657832,0.6409985754863191,5.543311731075608e-19,0.11546397447782708,0.0,0.048814594159100055,0.1947228553909803,0.0,0.0,6.073273900407928e-23,0.0,0.0,2.3523990634880508e-20,4.855262950223717e-10,6.786472568395616e-72,5.430367331184727e-20,0.0,9.069018516784378e-15,5.2736369376204845e-14,0.0,1.4511824458404584e-20,0.0,0.0,0.0,0.0,0.0,0.0,2.0822876865413896e-21,0.0,6.24721084015755e-17,1.5412876187800433e-27,0.0,0.0,4.76830535204545e-15,3.683423001043597e-15,0.0,3.407257734371101e-34,0.0,0.0,4.0119710039547423e-16,2.966819824574409e-23,1.37217765718297e-15,0.0,0.0,0.0,0.0,3.297827760824459e-25,8.705662940687693e-19,4.8290904787679756e-14,0.0,0.0,3.4596424747591745e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.8205460385514974e-38,0.0,0.0,4.894460786394472e-29,3.65167209542352e-30,0.0,0.0,0.0,0.0,5.733670885450802e-18,0.0,0.0,2.75414644346731e-16,0.0,1.3129178113617014e-19,0.0,2.2925042032155536e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1365435544720843e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.2409461513964257e-23,0.0,0.0,2.40341419109707e-19,0.0,0.0,0.0,3.7235415765678023e-23,0.0,5.329647932491073e-21,0.0,1.896968407072148e-21,3.552971134672039e-14,8.685110974880482e-19,2.0435002077974636e-19,0.0,0.0,0.0,0.0,0.0,1.2902404563073254e-14,0.0,0.0,0.0,4.3887517673992406e-16,2.860298861521527e-15,4.88604598850139e-35,2.641200944183189e-32,0.0,3.945257766853579e-17,3.760800106583588e-20,0.0,0.0,3.353224969560041e-50,0.0,2.70982295914695e-16,0.0,1.5415933151316327e-15,0.0,0.0,0.0,5.257876262830242e-14,0.0,3.007309052897493e-17,0.0,0.0,2.0389343281106807e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.032,0.08754164708120614,298.00000000150493,1.2517650657907469,0.6409985661198371,5.543311254368504e-19,0.115463976658811,0.0,0.048814593453752116,0.19472285403696526,1.6615435178572307e-13,0.0,1.5104506662567169e-30,0.0,0.0,5.973655188911601e-25,9.730151010976412e-09,7.779059200122708e-70,5.430350481158303e-20,0.0,7.934972318869e-15,1.0114340382406567e-13,0.0,2.3455302848600437e-27,0.0,0.0,0.0,3.618862571781203e-35,0.0,0.0,1.3505329051366692e-28,0.0,6.249707363143041e-17,2.8217151862495703e-27,0.0,0.0,4.809273187475977e-15,3.683639354612308e-15,0.0,4.786078108157685e-31,0.0,0.0,4.0119721757907034e-16,2.3704589142125628e-29,2.3734750371633673e-14,0.0,0.0,0.0,0.0,8.692435661271028e-30,1.2034532003062512e-18,4.833585641627884e-14,0.0,0.0,3.243118600289629e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8944603475735256e-29,3.651671770362128e-30,0.0,0.0,0.0,0.0,5.733677203053825e-18,5.729874027798801e-28,0.0,2.7541463324036926e-16,0.0,2.213261845526432e-19,4.620662888605974e-30,5.821654430945575e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.494351605113848e-21,0.0,0.0,1.1159141881379957e-31,2.8205694575014853e-39,0.0,0.0,1.2405428410769066e-23,0.0,0.0,3.607282806286001e-20,0.0,0.0,0.0,5.651920417066983e-29,0.0,8.76965229341422e-28,0.0,1.8923463551956723e-21,3.5529712087743575e-14,3.35159576938835e-19,2.065591892055778e-19,0.0,0.0,0.0,0.0,0.0,1.2902404815965286e-14,0.0,0.0,0.0,4.388751800202031e-16,2.8602989252258242e-15,5.241715256891777e-35,2.639274359055608e-32,0.0,3.945318476231235e-17,3.760800182967023e-20,0.0,0.0,2.8463556899945472e-50,0.0,2.7098235706304727e-16,0.0,1.541593349701706e-15,0.0,0.0,0.0,5.257877082383136e-14,0.0,3.007309271813511e-17,0.0,0.0,2.038934362779576e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.08754173262699236,298.0000000761013,1.2517638425664297,0.6409984945625279,5.543310206992002e-19,0.1154639933207939,0.0,0.04881458805929683,0.1947228436895684,5.0336027054460035e-12,0.0,7.743896715174443e-38,0.0,0.0,0.0,8.036054690048662e-08,1.2122634072880014e-69,5.430281415879149e-20,0.0,0.0,1.407410956452914e-12,1.8263276726097465e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.8313620231474876e-15,1.7779082345585937e-35,4.9048110004677196e-36,6.341043550888806e-17,2.980829891345143e-26,0.0,6.810993821038774e-35,6.232906335175442e-15,3.691812091245677e-15,5.968776035075706e-31,0.0,0.0,0.0,4.01198964562132e-16,2.4234373923309982e-29,6.17435579744722e-13,0.0,0.0,0.0,0.0,0.0,1.279320824388038e-18,4.833907232674876e-14,0.0,0.0,6.147671552954171e-23,0.0,0.0,1.5193975096632058e-17,0.0,0.0,0.0,5.864783993010919e-41,0.0,0.0,4.894457037861897e-29,3.651669302043499e-30,0.0,0.0,0.0,0.0,5.733676953003822e-18,5.730114785500848e-28,0.0,2.754146670142799e-16,3.5232416817209366e-40,2.6634335478247933e-19,6.429158104799846e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7327434390409733e-28,5.415860395041436e-22,0.0,0.0,1.1840750758864061e-31,3.902559757230158e-39,0.0,0.0,1.2405337452703958e-23,0.0,0.0,9.051878813457132e-21,0.0,0.0,0.0,7.821550609716043e-30,0.0,1.4811285948877924e-28,0.0,1.8923465929279846e-21,3.552972515420106e-14,1.5385890763861406e-19,2.0766439305425545e-19,0.0,0.0,0.0,0.0,0.0,1.2902407871204412e-14,0.0,0.0,7.231094328070406e-39,4.3887566053833647e-16,2.8602994083057765e-15,4.938984407552359e-35,2.4794722411804386e-32,0.0,3.9453522308707615e-17,3.760801003869087e-20,0.0,0.0,2.6869409119934215e-50,0.0,2.7098617118010356e-16,0.0,1.5415936341374966e-15,0.0,0.0,0.0,5.257877875146014e-14,0.0,3.007322678207184e-17,0.0,0.0,2.0389346284237786e-14,0.0,0.0,0.0,0.0,0.0,6.238366457249335e-38,0.0,0.0,0.0,0.0,0.0
0.044,0.08754208101076497,298.0000010822934,1.2517588610301102,0.6409982033550592,5.543308586433929e-19,0.11546406113422872,3.469499030134212e-19,0.048814566038102906,0.19472280154063007,7.078732066683078e-11,1.6026010158092485e-40,8.176935840817637e-45,0.0,8.698542512553304e-28,0.0,3.6783244710606024e-07,1.095279331654581e-69,5.430039607429807e-20,1.2788107141676296e-14,0.0,1.9358881797781207e-11,3.883034667079467e-13,0.0,3.1257381577829576e-35,1.177439775580614e-20,0.0,0.0,0.0,1.2396682179640132e-13,4.7496531026967994e-42,1.4633186382552344e-35,8.034585194212368e-17,8.423636860954861e-26,0.0,1.7541358825049244e-34,3.132413946818918e-14,3.88849318622926e-15,1.095168911244793e-30,0.0,0.0,0.0,4.012349405298101e-16,2.4757438411508997e-29,8.646917068942476e-12,8.66055897775725e-16,1.1376751269043085e-15,0.0,0.0,0.0,1.3069522782274967e-18,4.842616184160138e-14,5.304581297890965e-16,6.586115649224925e-34,2.3538710038327206e-25,0.0,0.0,4.494204403822951e-16,0.0,0.0,1.452751652221159e-31,5.177728978505573e-41,1.7156553979493088e-20,0.0,4.894444125915555e-29,3.651659682149025e-30,0.0,0.0,0.0,0.0,5.733676448820938e-18,5.730094875290002e-28,0.0,2.754148240399043e-16,3.6753781330456725e-40,2.888519680964159e-19,6.429166177115794e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0629084773044135e-26,0.0,0.0,0.0,0.0,0.0,1.2247820894912602e-31,3.904991171589597e-39,0.0,0.0,1.2405641885222544e-23,0.0,0.0,3.3592245192422774e-21,0.0,0.0,0.0,7.649015606608247e-30,0.0,1.4811343034834643e-28,0.0,1.8923477417853197e-21,3.5530029941885055e-14,9.176689582368919e-20,2.0823956827898528e-19,0.0,0.0,0.0,0.0,0.0,1.2902461263182748e-14,0.0,0.0,2.1563445437921539e-38,4.388910873746953e-16,2.860301374908566e-15,4.704818215636728e-35,2.3634222543792694e-32,0.0,3.945565686200404e-17,3.7608138989893536e-20,0.0,0.0,2.6305415254171544e-50,0.0,2.711132466505223e-16,0.0,1.5415958961480305e-15,0.0,0.0,0.0,5.257881126708408e-14,0.0,3.007754970029331e-17,0.0,0.0,2.0389357110447602e-14,0.0,0.0,0.0,1.0848270556510822e-17,0.0,4.442792291114448e-37,0.0,0.0,0.0,0.0,0.0
0.048,0.08754409144340249,298.00001946220885,1.2517301146446171,0.640996526472013,5.543299868718416e-19,0.11546445173277663,2.8323373693398448e-18,0.04881443813260037,0.19472255813819375,1.2765619544268762e-09,0.0,3.973410400288054e-52,0.0,2.914460441064071e-26,0.0,2.023723854087373e-06,0.0,5.428579604015679e-20,1.0560749471674424e-13,0.0,3.5427918713527347e-10,9.466043449134925e-12,0.0,6.911296990684761e-35,9.553143389833285e-20,0.0,0.0,5.09025819712056e-43,2.8791158548375905e-12,0.0,2.51337311743965e-35,5.046817743760634e-16,1.4320349174523478e-25,0.0,8.253106404663312e-33,6.293319003896473e-13,8.999360983905683e-15,1.4957169073165386e-30,0.0,0.0,0.0,4.022646628707356e-16,2.8922391305851996e-29,1.561177147903067e-10,1.9043251679866894e-13,3.519638585038283e-14,3.19962806886839e-14,0.0,0.0,1.527063260301581e-18,5.1636980290783396e-14,5.925794178185986e-14,2.0964042995999398e-32,9.433673857970756e-28,0.0,0.0,1.5963348173293996e-14,3.68076404098818e-17,2.1248200449377988e-18,2.296667989758189e-30,0.0,1.4008965547805502e-19,1.4454775775770694e-47,4.8943797629711776e-29,3.6516119083887315e-30,0.0,0.0,0.0,0.0,5.733682742677026e-18,5.72998938638479e-28,0.0,2.7541575553919823e-16,3.674167569462072e-40,3.113608836201732e-19,6.429193081143576e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.345564186728786e-25,0.0,0.0,0.0,0.0,0.0,1.28789145309143e-31,3.908774948908321e-39,0.0,0.0,1.2406213624249028e-23,0.0,0.0,1.5613233102545824e-21,0.0,0.0,0.0,2.492629608823344e-29,0.0,1.4811829210212276e-28,0.0,1.8923554251590896e-21,3.554326586200106e-14,5.559208469268337e-20,2.0997147607624928e-19,0.0,0.0,0.0,0.0,0.0,1.2904773434253433e-14,0.0,0.0,3.7031282999916276e-38,4.395938246763067e-16,2.8603135023386522e-15,4.391154321012897e-35,2.210992490848525e-32,0.0,3.9558068967450733e-17,3.7614021653673376e-20,0.0,0.0,2.6315747271441626e-50,0.0,2.7684000232461643e-16,0.0,1.54166069672176e-15,0.0,0.0,0.0,5.257902299332365e-14,0.0,3.026813330509905e-17,0.0,0.0,2.0389419532879977e-14,0.0,0.0,0.0,1.4747123137091936e-15,0.0,3.064572236521884e-36,0.0,0.0,0.0,0.0,0.0
0.049,0.08754609991111069,298.0000736350923,1.2517013976709255,0.6409948611933884,5.543292082382591e-19,0.11546483988608466,5.2770971489692985e-18,0.04881430827531498,0.19472231444365493,4.844501550001026e-09,0.0,0.0,0.0,9.612771227816613e-26,0.0,3.669338613803724e-06,0.0,5.427053167478654e-20,1.9679827451306438e-13,0.0,1.362026942188432e-09,4.511295760624395e-11,0.0,7.954355872647645e-35,1.779078572264319e-19,3.8073534687308114e-16,0.0,4.22867635224573e-42,1.301021741722364e-11,5.615388225774862e-47,2.922957556911055e-35,2.205751736170909e-15,1.6639969027792924e-25,0.0,6.95933250428017e-32,2.9123586739924217e-12,3.007642307754376e-14,1.926485960595411e-30,0.0,0.0,5.228868165711803e-32,4.06977204847784e-16,5.275009992998783e-29,5.931441926590159e-10,9.702452198113554e-13,1.875635044287501e-13,1.865235555260955e-13,0.0,0.0,2.786133324886754e-18,7.043501545068683e-14,3.495939822162676e-13,2.1720992473723234e-31,3.654590337704031e-28,0.0,0.0,1.039911088158418e-13,6.02410450656472e-16,2.752236744691355e-17,6.395532371479866e-30,3.2357690337940236e-40,2.609956677803403e-19,3.020699958467188e-47,4.8943443670835616e-29,3.651586226108762e-30,0.0,0.0,0.0,0.0,5.733715241777181e-18,5.729910930621478e-28,0.0,2.754167887843148e-16,3.6742936543713335e-40,3.169889885237334e-19,6.429327792333317e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.121099512054806e-25,0.0,0.0,1.7855736613560367e-23,0.0,0.0,1.3235895947626326e-31,3.911000850079206e-39,0.0,0.0,1.2406393033272478e-23,0.0,0.0,1.2807362158761554e-20,0.0,4.450186426199985e-22,0.0,1.0036869031857458e-28,0.0,1.4812472185681764e-28,0.0,1.892366331932517e-21,3.563886334979944e-14,8.461683939203939e-20,2.197722864132255e-19,0.0,0.0,0.0,0.0,0.0,1.2922505904478586e-14,0.0,1.0799275979183859e-16,4.3063711990341847e-38,4.447014246972059e-16,2.860334130251212e-15,4.2505663820268207e-35,2.2134921910460233e-32,0.0,4.039512282749979e-17,3.766333417039203e-20,0.0,0.0,2.679204500767707e-50,0.0,3.177356791349039e-16,0.0,1.542099933280504e-15,0.0,0.0,0.0,5.2579437301597455e-14,0.0,3.160232251859281e-17,0.0,0.0,2.0389481615512575e-14,0.0,0.0,0.0,9.117760195941188e-15,0.0,5.816272406796963e-36,0.0,0.0,0.0,0.0,0.0
0.05,0.08755054835501089,298.00036157463103,1.2516377987233538,0.6409912184905351,5.543277909808287e-19,0.11546569001425916,1.65225199179995e-17,0.048814012066435396,0.19472177195712337,2.3877978213949895e-08,0.0,0.0,0.0,5.862907787955173e-25,0.0,7.273445739814537e-06,0.0,5.423587819027361e-20,6.164199636337822e-13,0.0,6.8183551506596916e-09,2.9047370700626334e-10,0.0,1.2809146617373362e-34,5.568110930266998e-19,8.092939699053773e-15,0.0,7.898431811837625e-41,7.86959292187349e-11,8.378323912246476e-46,4.995537243279918e-35,1.4137363866673856e-14,2.871567443710076e-25,1.8203612944142533e-14,1.3562455346661498e-30,1.8228004201545212e-11,1.8175411361976078e-13,9.556780376208216e-30,0.0,0.0,1.7139313674843124e-30,4.443257290166236e-16,2.9739728063092348e-28,2.9275971056038935e-09,6.570856941107753e-12,1.3696268414829602e-12,1.4396399590164673e-12,0.0,0.0,1.5721503734171762e-17,2.578084280942077e-13,2.820412752847951e-12,5.532214615346551e-30,8.491080025181552e-27,0.0,0.0,9.559790446600426e-13,6.5726217329537835e-15,3.1000629045210684e-16,3.446530865557066e-29,0.0,8.171111427614332e-19,1.0059398062962035e-46,4.894401535673489e-29,3.651632737375816e-30,0.0,0.0,0.0,0.0,5.73391015099009e-18,5.72986336926114e-28,0.0,2.754204755177885e-16,3.676662275510636e-40,3.2261976080202602e-19,6.430369407020214e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5486928124593004e-24,1.061552522274161e-13,0.0,7.299607500477954e-21,0.0,0.0,1.4787481165232032e-31,3.920962441808233e-39,0.0,0.0,1.2406603827070264e-23,0.0,0.0,2.1215548747606483e-19,0.0,6.820137993233248e-21,0.0,6.8976155256747e-28,0.0,1.4815109978629413e-28,0.0,1.8924120240038664e-21,3.680790179584797e-14,6.613443439582595e-19,3.524267680152902e-19,0.0,0.0,0.0,0.0,0.0,1.315380305048903e-14,0.0,1.5463313972891582e-15,7.358758692299983e-38,5.072250223307818e-16,2.8605211062626713e-15,3.4687553307194096e-35,4.16198451660925e-32,0.0,5.186980292599039e-17,3.836598595146513e-20,0.0,0.0,3.010345431987192e-50,0.0,8.095979470249086e-16,0.0,1.547451488797238e-15,0.0,0.0,0.0,5.2582983898696705e-14,0.0,4.735233483379981e-17,0.0,0.0,2.038961775513665e-14,0.0,0.0,0.0,7.755357487954978e-14,0.0,1.2183663443501078e-35,0.0,4.756243408228373e-15,0.0,0.0,0.0
0.051000000000000004,0.087560555602228,298.0018916662465,1.2514947497459128,0.640983258916342,5.543248392379972e-19,0.11546755269969243,7.575644836462081e-17,0.048813305442075385,0.1947205357613419,1.2541765024328538e-07,0.0,0.0,0.0,5.583835373651775e-24,0.0,1.5167286293186226e-05,0.0,5.4156298140792966e-20,2.8290284193350916e-12,1.6081930533701633e-13,3.636215093178829e-08,1.9793719065816836e-09,0.0,1.5594303939705946e-33,2.5526279733560172e-18,6.133848522218685e-14,1.2394894658811413e-30,2.3124164888431723e-39,5.045899588701853e-10,5.869856670459961e-45,4.428732388383982e-34,9.783078585720296e-14,2.6187734685823325e-24,4.699587352279603e-13,4.1270064544869835e-29,1.2097652423606265e-10,1.2732991980946636e-12,2.5823608363893343e-28,1.0141283405612778e-26,0.0,5.343650503751348e-29,7.403557945562105e-16,2.808793937613692e-27,1.5397974592919958e-08,4.679585179609987e-11,1.0540374190459773e-11,1.1601932620303164e-11,0.0,0.0,1.487099304301551e-16,2.1255584038292723e-12,2.3848265340666943e-11,2.1625789049323143e-28,3.0271190229254245e-25,1.0399123688060297e-13,0.0,9.202305009002015e-12,6.95933367449246e-14,3.4520228955973834e-15,3.046295572539816e-28,0.0,3.745979550641436e-18,1.8201400956522568e-45,4.895242437340665e-29,3.652280629061602e-30,0.0,0.0,0.0,0.0,5.734994483855876e-18,5.730419457205112e-28,2.0838475416412588e-14,2.75448160976657e-16,3.712241275527248e-40,3.282813528583425e-19,6.439017290660926e-30,0.0,0.0,9.760549014546838e-34,0.0,7.922372773251574e-15,0.0,1.868022234685449e-13,1.1696447624241127e-23,9.86386378081769e-13,0.0,1.9793731409736163e-19,8.712670448275248e-46,4.600029982761566e-30,2.555307683712668e-31,3.990769888384843e-39,0.0,0.0,1.2406786817899457e-23,0.0,0.0,3.628372915879301e-18,0.0,8.478907431856745e-20,0.0,5.4706002194268465e-28,0.0,1.4833511698184118e-28,0.0,1.8927111251928353e-21,5.111529079133597e-14,9.346696392950014e-18,2.170084778429504e-18,0.0,0.0,0.0,0.0,0.0,1.617581279507345e-14,0.0,2.0070878819813592e-14,6.522100071938945e-37,1.2727215925570345e-15,2.8633467908719714e-15,0.0,7.791946729647596e-31,1.8242955942375022e-13,2.0919788597266825e-16,4.8397226128261087e-20,0.0,0.0,5.428314458955492e-50,0.0,6.725594657540721e-15,0.0,1.6132044887321842e-15,0.0,0.0,0.0,5.2626390585163305e-14,0.0,2.3329392432036707e-16,1.336939844757883e-16,0.0,2.038991714861596e-14,0.0,0.0,0.0,6.903481396167499e-13,0.0,3.1027251993800137e-35,0.0,1.0774895577852512e-13,0.0,0.0,0.0
0.052,0.08758388005881804,298.01001819408935,1.2511614642821627,0.6409658997151064,5.543180696238477e-19,0.1154716400032377,3.9644691298378983e-16,0.04881147392090743,0.19471756401264398,6.671488811653694e-07,1.9895376893309977e-40,8.953627331844188e-52,0.0,6.282316605190432e-23,0.0,3.2458279498840596e-05,0.0,5.397294745509333e-20,1.483684406838315e-11,2.0305780621429865e-12,1.9634150896107682e-07,1.3605339004186287e-08,5.850136026771484e-27,4.5825275870999276e-32,1.3358143892262237e-17,4.28972078986527e-13,6.373398036590275e-29,7.834037699240016e-38,3.2661976243735714e-09,3.8631608767888605e-44,1.1086242903961976e-32,6.849284663963886e-13,6.484527786032617e-23,4.020633584837236e-12,1.447745567009418e-27,8.1033407318508e-10,9.129069699113958e-12,9.639563756561532e-27,4.877808113254135e-25,2.1169596427921508e-26,1.877641213222673e-27,3.086914997095507e-15,2.8524352455812987e-26,8.201807014838108e-08,3.357200399468067e-10,8.169352144402555e-11,9.401884418589077e-11,0.0,2.285628413539035e-26,1.514295192638998e-15,2.0744427279024982e-11,2.0281548681531323e-10,9.668886334786877e-27,1.1896623751740533e-23,1.106784610763365e-12,1.8699952445482392e-14,8.902209446891155e-11,7.348649059667198e-13,3.8401831449475315e-14,3.2969036900755454e-27,0.0,1.959633523790511e-17,9.796728695211855e-44,4.900887520712128e-29,3.656601407220533e-30,2.232194690218391e-22,4.419936799798513e-19,1.7144587451123535e-13,5.0476616478422724e-20,5.740862723858395e-18,5.735144811296404e-28,1.0730727462705635e-12,2.757808016004261e-16,5.139196598774125e-40,3.3453968984665816e-19,6.520630338592073e-30,0.0,0.0,7.61455247270761e-32,0.0,8.404190712560048e-14,0.0,2.3403485253837583e-12,6.123862176730082e-23,7.355144754128135e-12,2.3103472580361277e-23,5.294294739835596e-18,9.292278206166912e-45,3.915761726682541e-28,1.2333027472619085e-30,4.625031831154248e-39,0.0,0.0,1.2406541598171184e-23,0.0,0.0,6.208695563077272e-17,0.0,1.038543671152916e-18,0.0,1.0189376481943952e-26,0.0,1.5023360614875932e-28,0.0,1.8955795326665698e-21,2.2625037483342838e-13,1.3049293569126682e-16,2.7099715805719388e-17,0.0,0.0,0.0,0.0,8.435066968071546e-18,5.567259678284701e-14,2.3756852875979095e-64,2.5866602996512954e-13,1.6319622353582022e-35,1.064564291271544e-14,2.9106906770972173e-15,0.0,2.6349245031508677e-29,2.1443619197981276e-12,2.366461314020576e-15,1.9165399910573854e-19,0.0,0.0,2.6671945239023875e-49,0.0,7.78853382370499e-14,0.0,2.4223281325316976e-15,0.0,0.0,0.0,5.320250955727097e-14,0.0,2.4286122421287812e-15,2.2499192674956425e-15,0.0,2.0390585476716336e-14,0.0,0.0,0.0,6.177814937252087e-12,0.0,3.414903896093296e-34,0.0,1.1637537241907147e-12,0.0,0.0,0.0
