grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.15900386681844228,298.0,1.2117471981531032,0.6666568594893669,0.0,0.08005722468838763,0.0,0.05076857466398516,0.202517341157862,0.0,0.0,8.431718501696824e-15,0.0,1.991157120470812e-15,6.934256472538339e-14,3.44434622713515e-14,0.0,0.0,6.443368163029602e-16,0.0,0.0,0.0,6.999563696167524e-23,0.0,0.0,0.0,7.128925485888276e-34,1.840865516593118e-43,2.565677607415537e-16,1.5168751713497054e-14,0.0,0.0,1.7408381763754048e-28,4.0825280222059636e-14,0.0,0.0,1.19485023334791e-14,0.0,2.442197124277352e-30,5.813836514911325e-30,0.0,0.0,2.1508260606048266e-15,1.824485337096459e-17,8.484282181546622e-16,1.6372889285059222e-16,6.592762670954139e-15,1.3913123297206693e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809155130204897e-15,6.832475876451759e-17,6.516586221707349e-19,0.0,0.0,0.0,1.466971135940987e-14,4.1044510713514174e-32,3.0262370759952856e-33,0.0,0.0,0.0,0.0,0.0,3.735389188018461e-30,5.306054419396292e-16,0.0,4.802908996063321e-30,6.752351154391967e-15,0.0,1.522036903426556e-29,0.0,0.0,8.232831097735029e-28,0.0,0.0,0.0,4.164344939494739e-18,0.0,3.369620170141584e-33,9.478947243513969e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7255281394408505e-14,0.0,0.0,3.507987484515694e-39,3.224340824100563e-17,3.9789659388182925e-16,0.0,0.0,0.0,0.0,0.0,4.9585999812795006e-15,0.0,0.0,2.307240910530958e-30,5.109137604895765e-15,0.0,7.590607223857358e-16,6.311665316085686e-21,4.497151969381769e-15,0.0,1.136111268139334e-15,0.0,5.320366192333913e-16,1.633288024514998e-14,0.0,0.0,2.711563188572921e-15,0.0,0.0,3.962252774976944e-34,1.1271514150786656e-14,0.0,1.4104348975774892e-14,4.926015817045003e-16,0.0,0.0,6.359316845605e-19,3.064844046156084e-23,2.9413660315879995e-19,0.0,0.0,9.899767541947165e-16,5.673023970985081e-14,3.677048826360222e-15,0.0,0.0,0.0,0.0,1.5598477610271474e-20,2.414444757544138e-34
0.016,0.15900386682040302,297.99999999891963,1.2117471981383479,0.6666568594881975,0.0,0.08005722468837938,0.0,0.05076857466388298,0.2025173411577651,0.0,0.0,3.7274206592562617e-22,0.0,8.641093366997645e-22,1.0160000857017567e-18,1.220851559553022e-12,0.0,0.0,8.221349090560256e-14,0.0,0.0,0.0,1.1843057445126574e-20,0.0,0.0,0.0,7.093241889393982e-32,2.8893779536158636e-41,2.5934106081370105e-16,1.7627736963121454e-21,0.0,0.0,3.125331756787344e-26,4.0747385186226615e-14,0.0,0.0,1.1948325529699648e-14,0.0,4.182281342964456e-28,1.1541171152403925e-27,0.0,0.0,1.175277472299182e-22,2.291564593443647e-15,8.484282196532854e-16,1.6372880974799475e-16,6.592762614992e-15,1.3913136363421949e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809415440902683e-15,6.832272975068831e-17,6.51658621358754e-19,0.0,0.0,0.0,1.6579695839266745e-22,2.2777289971629734e-29,1.699374005455516e-30,0.0,0.0,0.0,0.0,5.963181887730664e-18,1.676527148507159e-27,2.1877614735822507e-13,0.0,1.7222818545561303e-27,6.7523742211126265e-15,0.0,6.645641453570238e-27,0.0,0.0,2.593341993224886e-25,0.0,0.0,0.0,1.5493691099162782e-24,0.0,9.804785694583496e-31,3.179253436529739e-18,0.0,0.0,0.0,0.0,0.0,2.37368261412553e-18,0.0,3.725278396260476e-14,0.0,0.0,1.0183915900781566e-36,3.2240570667701266e-17,6.814090048750724e-22,0.0,0.0,0.0,0.0,0.0,4.958599981895099e-15,0.0,0.0,9.829205082445859e-28,5.108960686028563e-15,0.0,7.570449708388981e-16,3.136979551030891e-18,4.4971519692840446e-15,0.0,1.1360812898811085e-15,0.0,5.320366622810383e-16,1.6332880245019128e-14,0.0,0.0,2.711563188470618e-15,0.0,0.0,1.406872097949744e-31,1.1271514151343463e-14,0.0,1.41043489757455e-14,4.926015813409037e-16,0.0,0.0,3.192211730391075e-16,1.5527066400234418e-20,1.4716624424536214e-16,0.0,0.0,9.900533533536163e-16,5.673027161581378e-14,3.676975725254592e-15,0.0,0.0,0.0,0.0,0.0,5.26413340148915e-32
0.032,0.1590038669100384,297.9999999988294,1.2117471974552478,0.6666568594496607,0.0,0.08005722469479297,2.5847053969471516e-18,0.05076857466052839,0.20251734115123338,0.0,0.0,1.6549756620711422e-29,0.0,3.1917544505109497e-28,3.743216311155762e-23,4.3124389864443344e-11,0.0,0.0,1.4025193386865337e-13,0.0,0.0,0.0,5.6114655740907175e-27,0.0,8.710737282465688e-20,0.0,3.127791568934216e-32,2.586244852892286e-46,2.593476079607298e-16,2.052846112400952e-28,1.4513727174196598e-36,0.0,3.354533413375634e-26,4.0748360189998836e-14,0.0,0.0,1.1947118685325444e-14,0.0,2.3317715101486627e-28,1.3490620688403007e-27,0.0,0.0,0.0,2.2929663517839846e-15,8.484285396791679e-16,1.637288401371092e-16,6.592762641425461e-15,1.3913163797795335e-14,3.338514823898912e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80949223353854e-15,6.832030704067202e-17,6.516586208924728e-19,3.1848860655083705e-31,0.0,8.580238186527426e-20,1.8754806685538486e-30,2.2777289962062422e-29,1.699374003514499e-30,0.0,0.0,0.0,0.0,5.963188386529122e-18,4.0002886077522984e-28,2.6655494244977183e-13,0.0,1.948474755305665e-34,6.752397293798634e-15,0.0,2.448477299181413e-31,0.0,0.0,2.596920943947815e-25,0.0,0.0,0.0,2.67059306052013e-25,0.0,1.2494214775610899e-30,2.8612055787642305e-19,0.0,1.5921242864836327e-31,1.1618376926554148e-31,0.0,0.0,4.870949809632504e-18,0.0,3.725028669874446e-14,0.0,0.0,1.0183935985761888e-36,3.222597023647117e-17,1.1276163062439282e-24,0.0,0.0,0.0,0.0,0.0,4.958599982372822e-15,0.0,0.0,1.2525172005757325e-27,5.108960686283521e-15,0.0,7.570449792798066e-16,3.676084579785895e-18,4.4971519696223066e-15,0.0,1.1360444157861886e-15,0.0,5.320367076028459e-16,1.6332880246756376e-14,0.0,0.0,2.711563188563454e-15,0.0,0.0,1.4068721024223283e-31,1.1271514152987023e-14,0.0,1.4104348977292698e-14,4.926015813245359e-16,0.0,0.0,3.0874209534529623e-16,1.2042384522593626e-20,1.576495229652022e-16,0.0,0.0,9.90454255783398e-16,5.673030565490794e-14,3.676593113813143e-15,0.0,0.0,0.0,0.0,0.0,1.674155755689492e-36
0.04,0.15900386810907882,297.9999999987875,1.211747188317524,0.6666568589345487,0.0,0.08005722478117762,3.283731473831486e-18,0.05076857461573357,0.20251734106444508,0.0,0.0,1.495139689141765e-36,0.0,9.255550324082991e-30,0.0,6.033654198115642e-10,0.0,0.0,1.7767081393186827e-13,0.0,0.0,0.0,0.0,8.875710317013644e-36,1.106762567933667e-19,0.0,4.0006343611904654e-32,3.2870895980451846e-46,2.5973762932096617e-16,4.82138504770416e-35,6.677541089926032e-36,0.0,5.482290627176703e-26,4.0748429844352734e-14,0.0,0.0,1.1946350702928149e-14,0.0,2.982484588798403e-28,1.548829487390234e-27,1.5595095809645006e-32,0.0,0.0,2.3608948154180564e-15,8.484499062558625e-16,1.6373106228633636e-16,6.5927644656854486e-15,1.3913185270276073e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9615505912622065e-16,8.809534351803802e-15,6.831897181438268e-17,6.516586302053023e-19,6.347651337898171e-31,0.0,1.090180688681995e-19,4.2582274861200013e-38,2.2777289839294285e-29,1.6993739943548482e-30,0.0,3.1135966128927984e-21,1.2083103999095652e-15,5.333346982259535e-22,5.963188383941702e-18,3.9999283237660476e-28,2.9683258899535715e-13,0.0,2.8737446263140444e-40,6.752408843825769e-15,0.0,0.0,0.0,6.3915488089336025e-34,2.596920946328547e-25,0.0,0.0,0.0,3.391496392984934e-25,0.0,1.4215438362150698e-30,4.7258734993342216e-20,0.0,2.4315756032614595e-31,1.6420285792128331e-31,0.0,0.0,6.1195415518927266e-18,0.0,3.724903815183936e-14,0.0,0.0,1.0183951621979074e-36,3.221654444461569e-17,1.1233690122452981e-24,0.0,0.0,0.0,0.0,0.0,4.9585999876036486e-15,0.0,0.0,1.423950955105649e-27,5.108960690292905e-15,0.0,7.570449855885157e-16,4.0185297084247835e-18,4.497151974322961e-15,5.785183743828593e-69,1.136023737809298e-15,6.604171186293311e-39,5.3203673143366305e-16,1.633288026723194e-14,0.0,0.0,2.711563192677642e-15,0.0,0.0,1.406872104360223e-31,1.1271514164837963e-14,0.0,1.4104348995823755e-14,4.926015817471523e-16,0.0,0.0,3.0804476809677175e-16,1.0522394773621115e-20,1.5834836144209769e-16,0.0,0.0,9.90713811409607e-16,5.67303231653738e-14,3.6763453850015224e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.15900387642464356,297.9999999991512,1.211747124945733,0.6666568553623685,0.0,0.08005722538044786,3.655337503599011e-18,0.050768574305076496,0.20251734046274486,1.805972876226501e-14,1.5638487797632682e-42,2.747591535023808e-43,0.0,7.673121640865922e-29,0.0,4.48857496039138e-09,0.0,0.0,1.9778000396700337e-13,0.0,0.0,0.0,0.0,1.9143038407445376e-35,1.2319984745994524e-19,0.0,4.364928065704555e-32,3.606924551791581e-46,2.7145250494807757e-16,2.283561667823313e-41,7.965442799049009e-36,0.0,6.506542406430359e-26,4.0748443859767105e-14,0.0,0.0,1.1945988546539622e-14,0.0,3.254088130989543e-28,1.6538768965310515e-27,3.526517548572405e-32,0.0,0.0,3.983122009362113e-15,8.491712223571562e-16,1.638128312910583e-16,6.5928346535295564e-15,1.391334394412165e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64554014306281e-16,8.80956559266534e-15,6.831847177733659e-17,6.51659173223834e-19,7.088337642494648e-31,0.0,1.2135524843642238e-19,1.9405339231608428e-45,2.277728899046889e-29,1.6993739310276073e-30,0.0,5.786617343846632e-21,2.245728245799421e-15,9.91202129566593e-22,5.9631883665015214e-18,3.9999281125371807e-28,3.1369444609742583e-13,0.0,2.471085107915569e-40,6.752414663298626e-15,0.0,0.0,0.0,6.6634541731540675e-34,2.5969209606701076e-25,0.0,0.0,0.0,3.7745831297630456e-25,0.0,1.55043408469101e-30,1.3384867062579335e-20,0.0,2.871900600240605e-31,1.919621024027838e-31,0.0,0.0,6.743826945558588e-18,0.0,3.724841418611778e-14,0.0,0.0,1.0184067204299189e-36,3.221139187467126e-17,1.1228162635989977e-24,0.0,0.0,0.0,0.0,0.0,4.958600029530898e-15,0.0,0.0,1.5173957424363418e-27,5.108960718349842e-15,0.0,7.57044994867535e-16,4.209170274673359e-18,4.4971520070137195e-15,5.772042985322971e-69,1.1360127933462953e-15,7.877599277446464e-39,5.320367475084715e-16,1.633288040532254e-14,0.0,0.0,2.71156331127804e-15,0.0,0.0,1.4068721167614115e-31,1.127151423700971e-14,0.0,1.410434912150975e-14,4.926015860919596e-16,0.0,0.0,3.079630470108081e-16,9.814314590420555e-21,1.5843079302463088e-16,0.0,0.0,9.908558964629676e-16,5.6730332257679394e-14,3.676209796865877e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.15900395609127121,298.0000000115785,1.211746517817463,0.6666568211419268,0.0,0.0800572311214979,4.0431770954400314e-18,0.050768571328218354,0.2025173346983731,7.023209972439219e-13,2.435566964482008e-41,5.20150145746416e-50,0.0,7.884197302082289e-28,0.0,4.1708317865259055e-08,0.0,0.0,2.1877282974804408e-13,0.0,1.0089478028129796e-13,0.0,0.0,2.3356904702038837e-35,1.3626940125168431e-19,0.0,4.6602312950951687e-32,4.942120388730086e-46,7.445224340466256e-16,1.0984928939837868e-47,9.099815087885585e-36,0.0,7.428844031925158e-26,4.074890183987839e-14,0.0,0.0,1.194796692241731e-14,0.0,3.474281587416858e-28,1.762748057874253e-27,3.7592099556008104e-32,0.0,0.0,5.616369540576781e-14,8.818837615985745e-16,1.6785245625416327e-16,6.59647280411415e-15,1.3919460901110113e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.506794649200078e-16,8.810176369372408e-15,6.833186792378942e-17,6.516988905539091e-19,8.077706924622365e-31,0.0,1.3423135039507758e-19,6.7354637068449e-50,2.27772808919922e-29,1.699373326892078e-30,0.0,8.741009612810783e-21,3.3923491338835833e-15,1.4972661459616464e-21,5.963188206233415e-18,3.999926288167077e-28,3.3233849246243553e-13,0.0,2.4710832393562127e-40,6.7524210625075955e-15,0.0,0.0,0.0,6.735516543586904e-34,2.596921100569304e-25,0.0,0.0,0.0,4.174401181093927e-25,0.0,2.0354264258490194e-30,3.7463624918020355e-21,0.0,3.3140277817855936e-31,2.2262372060386227e-31,0.0,0.0,7.368102168906445e-18,0.0,3.7247792842401626e-14,0.0,0.0,1.0188539223554277e-36,3.2205886115178024e-17,1.1225096436928607e-24,0.0,0.0,0.0,0.0,0.0,4.958600812504423e-15,0.0,0.0,1.617115561338e-27,5.10896098731888e-15,0.0,7.570450547991932e-16,4.4199250990752174e-18,4.49715234572457e-15,5.772043449716158e-69,1.1360015370155456e-15,8.999172891231779e-39,5.320368110518111e-16,1.6332881739416073e-14,0.0,0.0,2.7115706091092454e-15,0.0,0.0,1.4068723320856892e-31,1.127151491513871e-14,0.0,1.410435033114401e-14,4.926017969781082e-16,0.0,0.0,3.0794412037208245e-16,9.154301216714861e-21,1.5845041849823994e-16,0.0,0.0,9.91008059555485e-16,5.6730344024242784e-14,3.676064869775615e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.15900408283191195,298.00000007417077,1.2117455519459213,0.6666567667128881,0.0,0.08005724025316621,4.148895451168346e-18,0.05076856658948701,0.20251732552803717,4.186905383504494e-12,5.14689889527149e-41,0.0,0.0,1.9569731017224054e-27,0.0,1.009101549253404e-07,0.0,0.0,2.2449467867152822e-13,0.0,9.274277196975892e-13,8.097763661835869e-15,0.0,2.4426728261632756e-35,1.3983183134372856e-19,0.0,4.730757395710348e-32,1.2233247365468423e-45,3.773795799151953e-15,4.45440320304807e-50,9.381724298362183e-36,0.0,7.657951419369076e-26,4.075255621398827e-14,0.0,0.0,1.1965230254948156e-14,0.0,3.526893386179969e-28,1.790216646609602e-27,3.8195672472416295e-32,0.0,0.0,3.2331044381924873e-13,1.1167567166731004e-15,1.994140762314285e-16,6.626288987852199e-15,1.3958951700905302e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.985174493749821e-16,8.816025421924497e-15,6.848574680474656e-17,6.521566220432679e-19,8.676245579870765e-31,0.0,1.3774100036705363e-19,1.675687040565854e-49,2.2777268169091408e-29,1.699372378048841e-30,0.0,9.500341900168703e-21,3.687051181823895e-15,1.6273335224281248e-21,5.963187983885727e-18,3.999923409161634e-28,3.371287194206766e-13,0.0,2.4710842692776295e-40,6.752423379446826e-15,0.0,0.0,0.0,6.753812195622607e-34,2.596921334162189e-25,0.0,0.0,0.0,4.283373500476161e-25,0.0,2.675840577945741e-30,2.277446928558548e-21,0.0,3.42671715162464e-31,2.3068622996978003e-31,0.0,0.0,7.524170966136724e-18,0.0,3.724764152135652e-14,0.0,0.0,1.0217436517079976e-36,3.2204490844266197e-17,1.1224429326495738e-24,0.0,0.0,0.0,0.0,0.0,4.958607256320437e-15,0.0,0.0,1.6424539621036147e-27,5.108961415312708e-15,0.0,7.57045152129659e-16,4.4740551521706396e-18,4.4971531650271474e-15,5.772044666516021e-69,1.1360023776449975e-15,9.277892346517914e-39,5.320370658795336e-16,1.633288384978419e-14,0.0,0.0,2.711649050566323e-15,0.0,0.0,1.4068733080002163e-31,1.1271515995996684e-14,0.0,1.4104352248374224e-14,4.926040209343543e-16,0.0,0.0,3.079416030939501e-16,8.992315868271645e-21,1.5845315990829378e-16,0.0,0.0,9.910470839545498e-16,5.673035286738002e-14,3.676028369688146e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.15900448160964503,298.0000006149921,1.2117425129302222,0.6666565955500677,0.0,0.08005726897144087,4.321723565809804e-18,0.05076855165866697,0.202517296674972,3.4736072602525436e-11,3.59387006821324e-41,0.0,0.0,5.7980727912549815e-27,0.0,2.870981085695497e-07,0.0,0.0,2.3383743256948134e-13,0.0,8.307640973158383e-12,1.5138051892824983e-13,0.0,2.562812412735746e-35,1.45655413007407e-19,0.0,4.808074173279115e-32,9.405755488605921e-45,3.6627814707977513e-14,4.321179655163741e-49,9.6902465469831e-36,0.0,7.908725341696303e-26,4.080108930961877e-14,0.0,3.979083559750768e-15,1.2175664375357763e-14,0.0,3.584814985706322e-28,1.818182772860132e-27,3.9069200528061383e-32,0.0,0.0,2.671921346270289e-12,3.955870577829349e-15,6.128977447151027e-16,7.0351660668197114e-15,1.4391152760770928e-14,0.0,0.0,0.0,0.0,0.0,1.7795489786768072e-30,0.0,6.488225769463676e-16,8.912496918262324e-15,7.126484822742114e-17,6.608789282309668e-19,1.0306242593727952e-30,1.1001157345324488e-43,1.4347790694149588e-19,4.9172468777217024e-49,2.2777229429375095e-29,1.699369491118859e-30,0.0,1.0298819011371541e-20,3.996943182597215e-15,1.76410546049491e-21,5.963187546234493e-18,3.999914530428963e-28,3.421544144752307e-13,0.0,2.4710893738466553e-40,6.752427646702623e-15,0.0,0.0,0.0,6.774359095094729e-34,2.596922157117286e-25,0.0,0.0,0.0,4.4614321046040425e-25,0.0,9.898845700626282e-30,1.374608590039138e-21,0.0,3.5376074955006586e-31,2.3894315340963827e-31,0.0,0.0,7.680240806864416e-18,0.0,3.724750027888748e-14,0.0,0.0,1.0533764339392798e-36,3.220308217320834e-17,1.1223840027477343e-24,0.0,0.0,0.0,0.0,0.0,4.958733343459723e-15,0.0,0.0,1.668389064730041e-27,5.108962761635048e-15,0.0,7.570455531749839e-16,4.530758890803555e-18,4.497161965951216e-15,5.772057387185941e-69,1.1360810064306968e-15,9.582904992228225e-39,5.320413074098565e-16,1.6332890496704564e-14,0.0,0.0,2.7130664281512157e-15,0.0,0.0,1.4068829172674964e-31,1.1271519450974074e-14,0.0,1.4104358279690906e-14,4.926491316918186e-16,0.0,0.0,3.0794035965161557e-16,8.833241641527749e-21,1.5845475852588553e-16,0.0,0.0,9.910922487958441e-16,5.673040721319122e-14,3.675992458326647e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.051000000000000004,0.15900573733587112,298.0000052873631,1.2117329433585942,0.6666560573551114,0.0,0.08005735928627367,5.090380015090274e-18,0.05076850447992449,0.2025172058194256,3.0258710100318753e-10,1.466613464562909e-41,0.0,0.0,2.074989515461812e-26,0.0,8.726558694309557e-07,0.0,0.0,2.7530472376741556e-13,0.0,7.420670828457256e-11,1.80521857348682e-12,0.0,2.8397044135329e-35,1.7155497557874435e-19,0.0,4.984140863394883e-32,1.1521546983632746e-43,3.9294774262334185e-13,4.635811080258337e-48,1.0377357233572832e-35,4.413209897877667e-16,8.483484684898882e-26,4.1445633554227337e-14,0.0,1.4158504759735203e-13,1.4727197303122533e-14,0.0,3.719292325602543e-28,1.8491448104725506e-27,4.3592997200235663e-32,0.0,0.0,2.3319725361638743e-11,3.827483255872211e-14,6.0298992903363535e-15,1.2642266402623558e-14,1.912156944914855e-14,0.0,0.0,0.0,2.5624283736458288e-15,0.0,1.3445591427144118e-29,0.0,7.118535933082272e-16,1.0505161549973883e-14,1.2140332631412715e-16,8.27100034340143e-19,1.6836369085320538e-30,0.0,1.6899025802693497e-19,1.597648470028117e-48,2.2777118594812584e-29,1.6993612510841763e-30,0.0,1.1299237848941837e-20,4.3851879234878705e-15,1.935466296659081e-21,5.963188429847655e-18,3.999888130523069e-28,3.483478439769599e-13,0.0,2.471110411398349e-40,6.75243809887327e-15,0.0,0.0,0.0,6.821718737309513e-34,2.5969255071119345e-25,0.0,0.0,0.0,5.252849888237519e-25,0.0,9.610421647741645e-29,9.010732475943016e-22,0.0,3.63500746768922e-31,2.4743587192686976e-31,0.0,0.0,7.836316644102931e-18,0.0,3.7247390699660574e-14,0.0,0.0,1.3996134568362228e-36,3.22016846636265e-17,1.122336499341882e-24,0.0,0.0,0.0,0.0,0.0,4.961356171366522e-15,0.0,0.0,1.6968180502046255e-27,5.108966996109823e-15,0.0,7.570493037908554e-16,4.600042424726643e-18,4.49732973400939e-15,5.772285024785867e-69,1.1378815928176108e-15,1.0262140192342425e-38,5.321274051647699e-16,1.6332911557044578e-14,0.0,0.0,2.738732074970057e-15,0.0,0.0,1.4069846562102045e-31,1.1271531668858131e-14,0.0,1.4104377251174682e-14,4.935780501034397e-16,0.0,0.0,3.0794005173090235e-16,8.677031459398721e-21,1.584558403445721e-16,0.0,0.0,9.912444751211668e-16,5.6731027876429994e-14,3.675968026539073e-15,0.0,0.0,0.0,0.0,0.0,0.0
0.052000000000000005,0.15900970026786823,298.0000456513607,1.211702743847851,0.6666543654992613,0.0,0.08005764331318423,1.1185246865026745e-17,0.05076835432703603,0.2025169190650229,2.6511243856297043e-09,0.0,0.0,0.0,1.4172300839415e-25,0.0,2.7142479664639364e-06,0.0,0.0,6.039221839998067e-13,0.0,6.626365396705418e-10,2.089481396870541e-11,0.0,5.67992503673025e-35,3.769179961965615e-19,6.5127805998672055e-15,6.337227869410723e-32,2.7523759772189863e-42,4.2574774726072285e-12,3.7227451810754076e-47,1.73216867938294e-35,6.245246495082539e-15,1.4308105569422878e-25,5.0005982460444173e-14,7.630549756951903e-32,1.6885461344134873e-12,4.5651540863317485e-14,0.0,4.777504829603974e-28,1.9082331285814615e-27,1.4558657014862356e-31,0.0,0.0,2.0484694146726167e-10,4.531239910030366e-13,7.699815346513653e-14,8.95356683493278e-14,7.089654292412364e-14,0.0,0.0,0.0,7.836499852614324e-14,8.49794560862901e-32,3.1679752498076226e-28,0.0,8.707733519485537e-16,3.680079755138623e-14,1.025922615401941e-15,3.9948572125515085e-18,6.943107247237312e-30,1.2450295240978991e-41,3.7127803937771994e-19,8.240450105400415e-48,2.2776865057381748e-29,1.6993425868274176e-30,0.0,1.3821460699643375e-20,5.363858833338332e-15,2.36749216327537e-21,5.9632107310368305e-18,3.999818263071278e-28,3.63016942474883e-13,0.0,2.4712414576576004e-40,6.752468229425492e-15,0.0,0.0,0.0,7.3074656435359125e-34,2.5969426235953776e-25,0.0,0.0,0.0,1.1527175098974137e-24,2.3655074011627807e-14,1.2687050172911206e-27,3.547144722854793e-21,0.0,3.655120308671887e-31,2.565164199892866e-31,0.0,0.0,7.992442068486419e-18,0.0,3.724738057216043e-14,0.0,0.0,5.1891922225297285e-36,3.2200727482153886e-17,1.1223198503724824e-24,0.0,0.0,0.0,0.0,0.0,5.0164345212076026e-15,0.0,0.0,1.743627908358628e-27,5.108980314943854e-15,0.0,7.571237259506922e-16,4.761635086846584e-18,4.5010119181800874e-15,5.777117466011243e-69,1.1778780996476903e-15,1.7126831793990588e-38,5.339322168689438e-16,1.6332982343826456e-14,0.0,8.954156993856205e-31,3.203659353448411e-15,0.0,0.0,1.408087397108407e-31,1.1271595841932506e-14,0.0,1.410443702417846e-14,5.127554870212399e-16,0.0,0.0,3.079409893512169e-16,8.523626448717922e-21,1.5845700140822133e-16,0.0,0.0,9.93520567645645e-16,5.673943919578883e-14,3.676167829664621e-15,0.0,0.0,0.0,0.0,0.0,0.0
