grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_C3H4(9074)
0.0,0.18159482807615374,298.0,1.1711828421035915,0.694454926534253,1.1200600693785627e-18,0.04169771397244949,6.313700378205555e-16,0.05288550816912049,0.21096185132400702,3.873918553008642e-17,0.0,4.1648434361093374e-15,0.0,0.0,0.0,2.0326502353184923e-15,1.911872157688148e-65,3.563957910302922e-19,1.622795654089447e-16,1.8409469626766033e-15,0.0,1.338539268129457e-16,1.945974783282438e-23,8.73514389691441e-15,4.4781343116599e-16,4.685240890838145e-18,6.468568486199743e-34,0.0,1.2706416325780649e-15,3.784229161380518e-15,7.3353170921086435e-31,0.0,3.314675741303999e-28,3.104059191526271e-14,4.01070254513607e-16,4.7710678514109614e-17,0.0,2.6372139908801845e-33,0.0,0.0,5.291399457698903e-25,2.737096823081926e-16,0.0,0.0,0.0,6.204752944364305e-16,0.0,0.0,0.0,1.8280867075503783e-17,4.9347795117296985e-17,9.581016935607259e-17,1.1003289373204986e-14,9.697287141181938e-15,4.633521553793609e-20,2.4526212155467427e-15,2.997041167201586e-17,0.0,6.586464926133533e-27,1.779203753500501e-31,1.5482283661962244e-22,0.0,9.626943929123154e-33,7.097790750594826e-34,1.846714175767945e-14,1.9347210522249469e-25,7.610162516079215e-20,8.614090363061913e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7399110022942115e-40,8.918990635360164e-24,9.444295237685885e-29,4.2715063529806176e-17,0.0,2.291161342976606e-18,6.937243843478284e-17,3.87783634630158e-33,0.0,2.2850636492099737e-49,5.618146617409303e-35,7.670226084740113e-33,1.6414205434099742e-37,0.0,0.0,7.893067789978163e-17,3.739074884896812e-14,7.755119733309834e-15,0.0,0.0,1.786801162128582e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7788065344248665e-31,6.198120192998964e-16,1.5038310351401183e-17,0.0,5.467070328739842e-21,7.416292422243191e-17,0.0,0.0,1.0908602583277727e-34,0.0,3.490562242590814e-18,1.029150789566573e-37,3.957148210095425e-35,0.0,5.920725343712728e-18,0.0,1.7931708051211157e-34,5.726547688640094e-15,8.204078912554448e-47,0.0,0.0,1.3149644322963435e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5253200752530888e-18,6.150703280730984e-15,0.0
0.016,0.1815948280764116,298.0000000002352,1.1711828421020398,0.6944549265341717,1.1200600633080467e-18,0.041697713972507155,3.6363385456708465e-18,0.05288550816910364,0.2109618513239298,5.470867176039142e-15,0.0,2.101213743985577e-22,0.0,1.635780968480353e-22,0.0,4.972137393321533e-14,4.0091582289578666e-64,3.563958327791793e-19,2.3416215800746394e-14,1.841286568690952e-15,0.0,2.5634746216202485e-14,3.707475135328074e-21,1.0869675301712284e-21,1.3246837078068744e-19,8.990164627906377e-16,0.0,0.0,1.2714057493395032e-15,4.988240816430252e-22,9.537722076087138e-29,0.0,6.506535802205617e-26,3.10580474693507e-14,9.10581617334876e-23,8.950491744572978e-15,0.0,7.78595081434823e-31,0.0,0.0,1.1807367185987999e-22,2.737096841758814e-16,0.0,0.0,0.0,6.20475463689302e-16,0.0,0.0,0.0,0.0,1.4275074204113563e-14,9.581016895597229e-17,2.09595395418502e-17,1.0707645848043534e-14,1.111843583831019e-17,2.452639981150418e-15,2.9967393689058946e-17,0.0,1.9089395464424537e-24,2.5775263826105724e-38,6.064621687550438e-20,0.0,5.97225247084553e-30,4.455793733241835e-31,1.7259330923108556e-20,8.884453702494838e-23,3.448047920054348e-17,3.0436742776492734e-23,6.21182554864069e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0534431707838428e-37,1.8711361274066885e-21,3.320532809767347e-26,2.21635290983922e-14,0.0,1.7061956095703978e-24,1.4624898221890897e-14,1.2656970759626614e-30,0.0,8.967146000256608e-47,2.1196916820538063e-32,3.885972444411854e-30,0.0,0.0,0.0,7.893071850978518e-17,3.738855532182907e-14,2.0925498355600797e-21,0.0,0.0,4.688595218558106e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205308438483516e-16,8.791028705559662e-15,0.0,3.0432956461216963e-18,7.416292420756683e-17,0.0,0.0,4.5775370622383994e-32,0.0,3.490562244067843e-18,3.4367721299452426e-35,1.5524376279995993e-32,0.0,2.420844097627485e-15,0.0,7.145704170089936e-32,5.726547689094574e-15,0.0,0.0,0.0,1.3149644322512937e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150701792032987e-15,4.755500216590092e-32
0.032,0.1815948280809281,298.00000000023994,1.1711828420729071,0.6944549265326192,1.120060049650375e-18,0.04169771397264506,2.2591873848897993e-19,0.05288550816894052,0.21096185132360568,5.804287145380201e-15,0.0,1.0637385819419598e-29,0.0,1.4940312717198941e-28,0.0,1.9506131794052575e-12,8.71894942671016e-64,3.563959278909118e-19,2.2825026096442576e-14,1.8416077246022654e-15,0.0,2.5634751216448857e-14,2.0543130174663713e-27,1.3559755737809353e-28,7.615368143608496e-21,8.990166870356094e-16,0.0,0.0,1.2714057631156502e-15,6.587711037880362e-29,1.4172157730921286e-35,0.0,6.85936293426186e-27,3.105763967185417e-14,2.0713936842051304e-29,8.950492116380012e-15,0.0,7.009754363469663e-32,0.0,0.0,6.130208028599437e-28,2.7370968631058695e-16,0.0,0.0,0.0,6.204754600588146e-16,0.0,0.0,0.0,0.0,1.4302240788937734e-14,9.581016829004303e-17,3.9984480062332484e-20,1.0770641871586047e-14,3.781392811208754e-17,2.4526428074788158e-15,2.9964928942899835e-17,0.0,5.366571323270502e-31,3.732956402594215e-45,3.777667843593411e-21,0.0,5.972252470766398e-30,4.455793734989227e-31,2.900527596556916e-23,3.021614683832076e-22,1.1726952403725684e-16,1.0351577144785081e-22,6.2118397115473625e-18,2.0974570925948867e-28,0.0,0.0,0.0,0.0,0.0,0.0,1.2814329340481476e-41,3.769349950540202e-28,3.1542022990209944e-26,2.216354975642858e-14,0.0,1.2415735567972134e-26,1.546415931547387e-14,9.991847914952818e-31,0.0,9.020050203469925e-47,8.522272295347447e-33,1.6134439797269664e-33,0.0,0.0,1.1836546894081372e-18,7.893075236749383e-17,3.7386361922593255e-14,6.376117685545149e-28,0.0,0.0,1.2448533078057172e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20530846480388e-16,8.791031073533715e-15,0.0,3.063977649316427e-18,7.416292420783745e-17,0.0,0.0,1.6128016833756109e-38,0.0,3.490562241597832e-18,4.395668734790504e-35,2.1074627736999266e-32,0.0,2.420850393751663e-15,0.0,7.145704176727575e-32,5.726547689929624e-15,0.0,0.0,0.0,1.314964432214002e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150700302013846e-15,4.45164275825844e-36
0.04,0.18159482814901404,298.00000000024227,1.1711828416337913,0.6944549265091694,1.1200600215858091e-18,0.041697713974770845,2.156722370677946e-19,0.0528855081664819,0.21096185131871584,5.967765320164186e-15,0.0,1.0930833326291459e-36,0.0,2.7692546604544257e-32,0.0,3.062299685517099e-11,1.1269154463398705e-63,3.5639613414936444e-19,2.253320588864288e-14,1.8417638511273732e-15,0.0,2.5634754236519403e-14,0.0,3.564845851412167e-35,7.266527004959694e-21,8.990167227395496e-16,0.0,0.0,1.2714063278123348e-15,1.752967950193796e-35,3.4225412586384426e-37,0.0,6.561037180838555e-27,3.1057602146073404e-14,2.2246984641842774e-33,8.950492243646418e-15,0.0,6.921953363058323e-32,0.0,0.0,7.197304954278309e-33,2.7370968707882097e-16,0.0,0.0,0.0,6.204754543233427e-16,0.0,0.0,0.0,0.0,1.430231730349178e-14,9.581016714021534e-17,1.5318057674416305e-22,1.080069559537623e-14,5.072992599659509e-17,2.4526443217166457e-15,2.996383470460476e-17,0.0,2.0826244535274774e-32,4.1988926318230837e-50,3.604579626437306e-21,0.0,5.972252469138891e-30,4.45579373377467e-31,2.8989189388415145e-23,4.053699470095499e-22,1.5732603455418893e-16,1.3887337305391288e-22,6.211839711405312e-18,2.097578930696672e-28,0.0,0.0,6.06158052622327e-41,0.0,0.0,0.0,3.8953668047013783e-45,1.964923430621466e-34,3.1542023039191204e-26,2.216354976774734e-14,0.0,1.1884285972911565e-26,1.586459834841785e-14,8.67688774548561e-31,0.0,9.045219231169347e-47,9.915446463006699e-33,1.538956820387147e-33,0.0,0.0,2.2803221369785134e-18,7.893076743106287e-17,3.738526525703681e-14,7.258323264001023e-29,0.0,0.0,2.1759381989573973e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20530851655099e-16,8.791031073284688e-15,0.0,3.0738434944355902e-18,7.416292421138195e-17,8.096811884143738e-71,0.0,1.7033216326902091e-40,0.0,3.490562236752655e-18,4.869514626156897e-35,2.3457492429638276e-32,0.0,2.4208503949034377e-15,0.0,7.145704171319267e-32,5.726547691837687e-15,0.0,0.0,0.0,1.3149644321933203e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150699554259339e-15,5.078273127015273e-40
0.044,0.1815948286795182,298.0000000002459,1.171182838212346,0.6944549263264429,1.1200599665177905e-18,0.04169771399134576,2.1425506928060407e-19,0.05288550814732482,0.21096185128061398,6.16292636999528e-15,0.0,2.313307574037116e-43,0.0,2.354072469014884e-31,0.0,2.540331570765114e-10,1.2640453193635424e-63,3.5639652231032676e-19,2.2388248494075948e-14,1.84184082522566e-15,0.0,2.5634865949742992e-14,0.0,1.460087598156515e-36,7.21874065834823e-21,8.990169671082831e-16,0.0,0.0,1.2714250822188337e-15,9.466828748093697e-42,3.37533327280611e-37,0.0,6.471094142818957e-27,3.1057596437412996e-14,2.1998889028534344e-33,8.950502305265887e-15,0.0,6.87536881933114e-32,0.0,0.0,1.1764880982212052e-33,2.7370968732462673e-16,0.0,0.0,0.0,6.20475536592978e-16,0.0,0.0,0.0,0.0,1.430232890446065e-14,9.581017390057666e-17,1.1829226944674674e-24,1.0815623361103317e-14,5.715785519232455e-17,2.4526451146323354e-15,2.996332217266389e-17,0.0,2.0692572151055116e-32,8.81374214362847e-42,3.5808849886573654e-21,0.0,5.972252456442737e-30,4.45579372430271e-31,2.898918964872513e-23,4.567339052423024e-22,1.772610004693622e-16,1.5646985729327786e-22,6.211839710286204e-18,2.0975789328927665e-28,0.0,0.0,7.936459935108708e-41,0.0,0.0,0.0,0.0,7.945498601482185e-35,3.1542023564913805e-26,2.2163549782659703e-14,0.0,1.1812542549821461e-26,1.606350168602936e-14,8.024538458213261e-31,0.0,9.057720739560733e-47,1.0634543504377984e-32,1.4863788934922622e-33,0.0,0.0,2.8286478176579612e-18,7.893077453029759e-17,3.738471694772533e-14,7.258292700930465e-29,0.0,0.0,2.1733235215014224e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205308620196747e-16,8.791031076073884e-15,0.0,3.078743985879478e-18,7.416292423621495e-17,1.0293963881788447e-70,0.0,1.679763646335016e-40,0.0,3.490562228446297e-18,5.105041515563327e-35,2.4618664072962275e-32,0.0,2.4208503968942103e-15,0.0,7.145704174639503e-32,5.726547697078965e-15,0.0,0.0,0.0,1.3149644325138317e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150699177506591e-15,3.0614281252433606e-41
0.046,0.18159483087895262,298.00000000028007,1.171182824027263,0.6944549255688744,1.1200599140519161e-18,0.04169771406006671,2.1356517213270076e-19,0.05288550806789926,0.21096185112264657,7.784457282545145e-15,0.0,1.0074409032909939e-49,0.0,1.0971818358456625e-30,0.0,1.1802719496390873e-09,1.3375671741624863e-63,3.5639690804577604e-19,2.2316185695842888e-14,1.841878988348023e-15,0.0,2.5636914221390218e-14,0.0,1.4499197941279921e-36,7.195485113651361e-21,8.990212493902412e-16,0.0,0.0,1.2717467151029154e-15,0.0,3.3518776423446496e-37,0.0,6.42673263129483e-27,3.105759558322711e-14,2.1922339323414264e-33,8.95068725259052e-15,0.0,6.852091081300261e-32,0.0,0.0,1.2331941661329666e-33,2.7370969190612265e-16,0.0,0.0,0.0,6.204775767153336e-16,0.0,0.0,0.0,0.0,1.430233443411333e-14,9.581038987362323e-17,1.8315962892327634e-26,1.0823062972655494e-14,6.036288309568054e-17,2.4526456819626793e-15,2.996308048518803e-17,0.0,2.0640455704109727e-32,2.9605715063648457e-41,3.5693539954121154e-21,0.0,5.9722524038274874e-30,4.455793685047993e-31,2.8989191210977576e-23,4.82344468694467e-22,1.8720076735777464e-16,1.652436331515765e-22,6.211839705661986e-18,2.0975789093899043e-28,0.0,0.0,8.102219022876163e-41,0.0,0.0,0.0,0.0,7.943744732207844e-35,3.154202406775101e-26,2.2163549831825207e-14,0.0,1.1777643079822474e-26,1.6162633199828344e-14,7.700966581385173e-31,0.0,9.06395116735533e-47,1.0989354169395653e-32,1.4560360419316583e-33,0.0,0.0,3.102808639183343e-18,7.893077807837424e-17,3.738444286180314e-14,7.258292812359671e-29,0.0,0.0,2.1723406199036966e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205308719208262e-16,8.791031095853108e-15,0.0,3.0811863149544133e-18,7.416292424300217e-17,1.0327429582884182e-70,0.0,1.6680907659291602e-40,0.0,3.490562245183562e-18,5.2224740620716e-35,2.5195208239074606e-32,0.0,2.4208504024588307e-15,0.0,7.145704199741335e-32,5.72654770913959e-15,0.0,0.0,0.0,1.3149644341938143e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1506990242713865e-15,2.8216056943354314e-40
0.048,0.18159484377055585,298.00000000088534,1.1711827408838684,0.6944549211286202,1.1200597961881911e-18,0.041697714462856444,2.1290931151758655e-19,0.05288550760233361,0.21096185019675665,3.70945389215088e-14,0.0,4.373134889670213e-56,0.0,6.148966939503249e-30,0.0,6.609157128474514e-09,1.4177859138208538e-63,3.563976332230347e-19,2.2247658655348272e-14,1.841915362355962e-15,4.663893372944409e-15,2.5687612717172883e-14,0.0,1.4398984334066703e-36,7.173377307188984e-21,8.991274784772176e-16,0.0,0.0,1.2792161354156605e-15,0.0,3.3287277436478864e-37,0.0,6.382905174919944e-27,3.105760665957392e-14,2.1846917645137904e-33,8.955151483555021e-15,0.0,6.829237572080608e-32,0.0,0.0,1.2899599335530447e-33,2.737098267725294e-16,0.0,9.94173338207593e-16,0.0,6.205356475971898e-16,0.0,0.0,0.0,0.0,1.4302341406756746e-14,9.581723074378616e-17,2.619860089123978e-28,1.0830480483917327e-14,6.355900968517492e-17,2.452651824652946e-15,2.996307218926173e-17,0.0,2.0662323518248855e-32,3.2051523966388426e-41,3.55839170446903e-21,2.0894167217574967e-52,5.972252095832208e-30,4.4557934552676e-31,2.8989200574354623e-23,5.078838763497152e-22,1.9711291800799608e-16,1.7399302998580464e-22,6.211839678879048e-18,2.0975787717357326e-28,0.0,0.0,8.267406084773029e-41,0.0,0.0,0.0,0.0,7.942019947013339e-35,3.154202535796042e-26,2.2163550085177037e-14,0.0,1.1744495076040914e-26,1.6261556275625074e-14,7.407023796507703e-31,0.0,9.070163088073668e-47,1.1340591787128637e-32,1.4231022818953235e-33,0.0,0.0,3.376967472419241e-18,7.893078220161959e-17,3.7384169108637526e-14,7.258293453974176e-29,0.0,0.0,2.171362087199341e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205308972672875e-16,8.791031197826845e-15,0.0,3.0836212741216442e-18,7.416292501310661e-17,1.0359188994156051e-70,0.0,1.656570066312156e-40,0.0,3.490562257640123e-18,5.340056007940658e-35,2.577078890010788e-32,0.0,2.4208504276258992e-15,0.0,7.145704545200392e-32,5.726547762447216e-15,0.0,0.0,0.0,1.3149644457872035e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150699965812756e-15,1.7332000202789027e-39
0.049,0.1815948737188416,298.00000000504104,1.1711825477347613,0.6944549108142224,1.1200596855180196e-18,0.04169771539851761,2.1280745438595384e-19,0.0528855065206213,0.21096184804589188,2.4384805077031927e-13,0.0,0.0,0.0,1.791709224172208e-29,0.0,1.9220218191116718e-08,1.4617267715379672e-63,3.5639811904580884e-19,2.2236907848626626e-14,1.841917359263717e-15,4.209348452569395e-14,2.6164500483236087e-14,0.0,1.4353610653242543e-36,7.169941001511955e-21,9.001298953610969e-16,0.0,0.0,1.3452031634341153e-15,0.0,3.318234252025244e-37,0.0,6.362677275179922e-27,3.1057730613289726e-14,2.181626535664336e-33,8.996063272668393e-15,0.0,6.820824797891683e-32,0.0,0.0,1.3193016789028625e-33,2.737113035986801e-16,0.0,8.571559989468454e-15,0.0,6.211581481973598e-16,0.0,0.0,0.0,0.0,1.4302366807625303e-14,9.58982703431233e-17,0.0,1.0834191301628969e-14,6.515758347121252e-17,2.45272954844084e-15,2.9966374649183845e-17,0.0,2.0851027766298e-32,7.8226191271197e-43,3.556687398253073e-21,6.08449303205786e-52,5.972251383042382e-30,4.455792923535273e-31,2.898922248814758e-23,5.206575974836333e-22,2.0207054915217536e-16,1.7836909983336435e-22,6.211839618843497e-18,2.097578452776402e-28,0.0,0.0,8.34985541007707e-41,0.0,0.0,0.0,0.0,7.941239284099845e-35,3.1542026826891773e-26,2.2163550677318562e-14,0.0,1.1739557278763834e-26,1.6311882683691743e-14,7.503048365656589e-31,0.0,9.073270783269785e-47,1.1516735535203173e-32,1.4056670522521653e-33,0.0,0.0,3.51404643061628e-18,7.893078571411381e-17,3.7384032983802774e-14,7.258294954830134e-29,0.0,0.0,2.170874831863759e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205309258519054e-16,8.79103144507382e-15,0.0,3.0848387022518432e-18,7.416292838733114e-17,1.0374939781384742e-70,0.0,1.6513479498512382e-40,0.0,3.4905623569635785e-18,5.403198371367715e-35,2.607060048882424e-32,0.0,2.420850485709775e-15,0.0,7.14570718891162e-32,5.726547878587272e-15,0.0,0.0,0.0,1.3149644728169356e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.150713837856509e-15,5.056020785537559e-39
0.05,0.18159497647493658,298.00000004449913,1.171181885017888,0.6944548754305239,1.1200595309384204e-18,0.0416977186083882,2.148737882280863e-19,0.052885502807760755,0.21096184066649223,2.2596066778323468e-12,0.0,0.0,0.0,5.898276197145311e-29,0.0,6.248383576265424e-08,1.510519489266528e-63,3.563982902380655e-19,2.2451570906805865e-14,1.841691363753647e-15,4.146407021059312e-13,3.230446948222625e-14,0.0,1.4352045583999499e-36,7.239560860061586e-21,9.130763637762078e-16,0.0,0.0,2.1444631190857244e-15,0.0,3.3177194284119615e-37,0.0,6.357862070812809e-27,3.1059564613334146e-14,2.1862532791726616e-33,9.50954634146749e-15,0.0,6.848240593216326e-32,0.0,0.0,1.3595501527750332e-33,2.737333669396511e-16,0.0,8.275092568812575e-14,0.0,6.302591285724326e-16,0.0,0.0,0.0,0.0,1.4302799929531917e-14,9.720451941680311e-17,0.0,1.08379698524612e-14,6.678172175374048e-17,2.454156940181393e-15,3.003497236738008e-17,0.0,2.1743442838521404e-32,7.175508573851781e-42,3.591208701865239e-21,1.9653952521590954e-51,5.972248962201441e-30,4.455791118033659e-31,2.898929885986679e-23,5.3363540233384415e-22,2.0710735527622012e-16,1.8281507040617599e-22,6.211839432862659e-18,2.097577365284748e-28,0.0,0.0,8.432199699393171e-41,0.0,0.0,0.0,0.0,7.941213289520998e-35,3.154202984023022e-26,2.2163552686011598e-14,0.0,1.1846217725559449e-26,1.6374410548002828e-14,1.0413741399700108e-30,0.0,9.076435275031774e-47,1.1709363486296734e-32,1.3878815266242565e-33,0.0,0.0,3.651125033321092e-18,7.893079383424067e-17,3.738389914862353e-14,7.258300123889115e-29,0.0,0.0,2.170396077734091e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205309821291952e-16,8.791032282572363e-15,0.0,3.0860723035395264e-18,7.416298451190936e-17,1.0390624992810523e-70,0.0,1.6510917780214281e-40,0.0,3.490562703986992e-18,5.518960826043686e-35,2.6524043743817286e-32,0.0,2.420850690246485e-15,0.0,7.145738162893287e-32,5.7265482589737175e-15,0.0,0.0,0.0,1.3149645673059864e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15095123404543e-15,1.6334882646562213e-38
0.051000000000000004,0.18159532913618184,298.0000004191702,1.1711796105641639,0.6944547540507932,1.1200591438937067e-18,0.041697729620099586,2.3850087365435624e-19,0.05288549005311744,0.2109618153442727,2.1913913291122952e-11,6.581386048107422e-45,1.5250582965345834e-57,0.0,2.2196645604171794e-28,0.0,2.1090453125289814e-07,1.5663550377236422e-63,3.5639758925783023e-19,2.4906956448527505e-14,1.838175185297884e-15,4.122710965390796e-12,1.1135710031039797e-13,0.0,1.4790173735219456e-36,8.035661546259133e-21,1.0802832091183472e-15,0.0,0.0,1.1825410597413797e-14,0.0,3.4170661478258625e-37,0.0,6.507899613368936e-27,3.108673615757223e-14,2.2798705108216168e-33,1.5954191699032425e-14,0.0,7.330138912310704e-32,0.0,0.0,1.525574140574738e-33,2.740631632721271e-16,0.0,8.089357055839002e-13,0.0,7.633102295058249e-16,0.0,0.0,0.0,0.0,1.4310989713931952e-14,1.182581890003519e-16,0.0,1.0842373511681234e-14,6.86484299512595e-17,2.4804465603945446e-15,3.1415698569683184e-17,0.0,2.6775163859484194e-32,2.1928345707510957e-42,3.9859688958603206e-21,6.754341504869375e-51,5.972240889548649e-30,4.45578510129481e-31,2.898959315439277e-23,5.48550830073819e-22,2.1289586852775153e-16,1.8792478783789743e-22,6.2118389845235126e-18,2.0975736988948475e-28,0.0,0.0,8.514752928569116e-41,0.0,0.0,0.0,0.0,7.948758633535e-35,3.1542039909175705e-26,2.216355954858296e-14,0.0,1.3062619352335845e-26,1.660250358728988e-14,4.6877452871912256e-30,0.0,9.080123962134764e-47,1.2077675668948326e-32,1.3720139567134916e-33,0.0,0.0,3.788203699469351e-18,7.893081784869815e-17,3.738377315265887e-14,7.258318152698022e-29,0.0,0.0,2.1699894004195385e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.205311518680702e-16,8.791035133706937e-15,0.0,3.087465445689218e-18,7.416428208257437e-17,1.0400227297368814e-70,0.0,1.7005314785666892e-40,0.0,3.490565813867055e-18,6.277913024904016e-35,2.896989708852316e-32,0.0,2.420851705372164e-15,0.0,7.146111997155174e-32,5.726549584129575e-15,0.0,0.0,0.0,1.3149648944773244e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1550020483470166e-15,5.531812654208247e-38
