grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.11679932705264202,298.0,1.2318238140539237,0.6535759895269773,0.0,0.09810796795224339,2.6098135528000013e-15,0.04977241432467457,0.19854362819450647,1.322472019160057e-16,0.0,1.581888390704012e-14,0.0,0.0,1.713682289293618e-14,1.3114278710914658e-12,0.0,0.0,0.0,6.5529242642992975e-15,0.0,0.0,0.0,0.0,7.26834952364911e-15,2.6683563161492412e-17,1.6719216952240963e-34,2.090272832775798e-43,5.621296687921794e-16,0.0,0.0,0.0,0.0,6.053884194049408e-14,3.2946340801097137e-15,1.9000821789968743e-16,2.3044949369693855e-14,0.0,2.9654848987520406e-30,0.0,4.298146860864938e-24,0.0,6.4368973870179786e-15,7.399083934016645e-17,0.0,0.0,3.7598379023872055e-15,0.0,0.0,0.0,1.905131903261738e-16,0.0,0.0,2.7978449229022277e-14,2.8299646166386663e-15,4.753853956118959e-18,6.430726248674907e-15,4.2578455553314824e-17,0.0,0.0,1.7732610468866835e-33,8.58433358443231e-22,1.2253332610583477e-14,8.437378688812692e-32,6.221060448738819e-33,0.0,5.949096576722703e-23,2.3400153522359862e-17,1.061886556081471e-23,0.0,3.812190890150262e-30,0.0,3.879302954822944e-19,3.9959646603403316e-30,4.541016873054173e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.928379681993663e-16,2.168147007161676e-32,0.0,2.76723567787467e-49,0.0,0.0,0.0,0.0,4.433367628119929e-20,4.313629149903127e-23,0.0,0.0,0.0,0.0,0.0,1.6833935144939886e-14,0.0,5.152730505677746e-22,2.0952554605954922e-15,0.0,1.2136141945270103e-16,0.0,0.0,1.9695932604491715e-18,2.933529424131095e-30,3.340043377993894e-15,0.0,1.8869168623524673e-15,0.0,7.78582816411674e-15,0.0,3.3917863701006814e-16,0.0,5.041759003265057e-16,1.7885208010012928e-14,2.2492124517157938e-36,9.37570578884868e-34,2.989909777954998e-16,0.0,4.253731397919365e-20,6.07876159003618e-34,1.2817069232949478e-14,1.125185708629629e-50,1.581847720937078e-14,0.0,1.9171797500449215e-31,0.0,3.5954355125349427e-17,1.6141396650197199e-21,1.7102088270538048e-17,1.0717689150224069e-17,4.694335132248134e-15,0.0,0.0,0.0,0.0,0.0,1.727411029362642e-26,7.967254575995226e-33,1.4757394317159545e-16,0.0,1.3965506969464738e-34,0.0,0.0,0.0,0.0
0.016,0.11679932710526404,297.9999999992609,1.2318238134991877,0.6535759894947587,0.0,0.0981079679588271,5.144706595862675e-18,0.049772414322046356,0.19854362818950025,1.2324201689823146e-14,0.0,5.183384761912414e-22,0.0,7.757339278976748e-23,0.0,3.450588089016555e-11,0.0,0.0,0.0,6.552987728052441e-15,0.0,0.0,0.0,0.0,4.026610934571905e-19,3.380029318841551e-15,7.865119834237499e-33,5.719456560772736e-42,5.619268618467329e-16,0.0,0.0,0.0,0.0,6.070732453271864e-14,4.894473565971983e-22,2.326939634625416e-14,2.304494942923999e-14,0.0,2.7961235367339105e-28,0.0,6.346602040654297e-22,0.0,2.5996763853855934e-22,6.889913426008511e-15,0.0,0.0,3.759837975358638e-15,0.0,0.0,0.0,3.640797615731623e-14,0.0,0.0,3.480407147131105e-17,8.592578731327265e-15,9.735605712698474e-16,6.430756357242679e-15,4.259391653111484e-17,0.0,0.0,4.378465630007613e-42,2.2325792742309843e-19,1.0249603383050917e-22,3.4773317203983473e-29,2.5943767407138628e-30,0.0,1.9251575146716594e-20,7.471594288260592e-15,2.638114857143068e-21,5.846084067874435e-18,1.2758755396692147e-27,0.0,1.0756869883439353e-16,1.0658844375145246e-27,4.541064816313097e-15,0.0,0.0,0.0,0.0,1.6934685202113671e-25,0.0,0.0,0.0,0.0,6.846325146013736e-14,5.54922530039878e-30,0.0,7.195919567121811e-47,0.0,0.0,0.0,0.0,0.0,4.3206420564365764e-23,0.0,0.0,0.0,0.0,0.0,2.128660436530835e-20,0.0,4.861962355495629e-22,3.7846082211152067e-22,0.0,7.416591643559028e-22,0.0,0.0,1.971034894997903e-18,3.754466060106245e-28,3.3397645501038587e-15,0.0,1.8829436519766692e-15,0.0,7.785828164656612e-15,9.992928666336065e-69,3.397491426209597e-16,0.0,5.041758996365612e-16,1.788520801135842e-14,1.5275786922774107e-34,7.989449775136471e-32,2.9899097795083423e-16,0.0,4.2518607724843476e-20,1.5992084571375796e-31,1.2817069233572683e-14,2.825167617538176e-48,1.5818477210456287e-14,0.0,6.415056609064655e-29,0.0,1.3397243598146324e-14,6.081083502746382e-19,6.351665172584175e-15,2.815950385380097e-15,4.694335121782705e-15,0.0,0.0,0.0,0.0,0.0,7.152507178841765e-24,3.91172761974715e-30,1.4757782063053955e-16,0.0,2.430190048712212e-32,0.0,0.0,0.0,0.0
0.032,0.11679932849728118,297.99999999931515,1.2318237988182805,0.6535759886500524,0.0,0.09810796812918138,0.0,0.04977241425403085,0.1985436280586087,1.5450480939107547e-14,0.0,1.7084200403621916e-29,0.0,1.964873502196495e-29,0.0,9.077624491926076e-10,0.0,0.0,0.0,6.553305139625379e-15,0.0,0.0,0.0,0.0,0.0,3.3800307686767463e-15,0.0,2.6232714647950956e-48,5.6429423559816e-16,0.0,0.0,0.0,0.0,6.070678873847194e-14,7.291555164179531e-29,2.3269952841491733e-14,2.3044954382939236e-14,0.0,0.0,0.0,2.156562658468359e-27,0.0,0.0,7.223962124873543e-15,0.0,0.0,3.759849007085712e-15,0.0,0.0,0.0,3.645302131126655e-14,0.0,0.0,4.339415760857686e-20,8.476757372162806e-15,9.44417836268061e-16,6.43075732885943e-15,4.260696554251193e-17,0.0,0.0,4.551860684500212e-47,0.0,8.584238509080255e-31,3.4773316910614975e-29,2.594376717880348e-30,0.0,1.8675295617036805e-20,7.248105660772637e-15,2.559145029224858e-21,5.846181124053078e-18,4.885408534922408e-28,0.0,1.0756869908723903e-16,8.937079659729019e-35,4.541112768941642e-15,0.0,0.0,0.0,0.0,1.697626005048768e-25,0.0,0.0,0.0,0.0,6.784858235957222e-14,5.5682192290403014e-30,0.0,7.099000830657747e-47,0.0,0.0,0.0,0.0,0.0,4.3206249838236057e-23,0.0,0.0,0.0,0.0,0.0,4.780636982650992e-23,0.0,4.5793559155898615e-22,7.635779258135359e-29,0.0,7.390937545360435e-22,0.0,0.0,1.9724465362848722e-18,3.6596109419523034e-28,3.33976455347899e-15,0.0,1.8829436543719104e-15,0.0,7.785828177871086e-15,9.993112285582142e-69,3.402713245209814e-16,0.0,5.04175900002429e-16,1.788520804631539e-14,1.5255633743846568e-34,7.423526754973154e-32,2.9899099813078415e-16,0.0,4.251860779678661e-20,1.599208458799131e-31,1.2817069251831285e-14,2.48826837698077e-48,1.5818477242792405e-14,0.0,6.04221919444435e-29,0.0,1.3058553235783575e-14,4.365502847914672e-19,6.690548394299736e-15,2.815950898243315e-15,4.694335129694161e-15,0.0,0.0,0.0,0.0,0.0,1.362411042698788e-23,3.7996733373324194e-30,1.475819516847414e-16,0.0,6.143240107502006e-37,0.0,0.0,0.0,0.0
0.04,0.11679934240442653,298.000000001313,1.231823652146594,0.653575980211363,0.0,0.09810796983103161,0.0,0.04977241357439041,0.1985436267509196,1.336641398958144e-13,0.0,1.1524722096675206e-36,0.0,0.0,0.0,9.631802063716134e-09,2.014614944556586e-89,0.0,0.0,6.553589778670292e-15,0.0,0.0,3.598981570092609e-29,0.0,0.0,3.3800683472264136e-15,0.0,2.8178650592304035e-47,6.688026074947306e-16,0.0,0.0,0.0,0.0,6.070680893376087e-14,9.28957041887075e-35,2.3296325439581952e-14,2.304519805422119e-14,0.0,0.0,0.0,7.597516281237365e-33,0.0,0.0,1.893204494078619e-14,0.0,0.0,3.760477388104026e-15,0.0,0.0,0.0,3.645308512480527e-14,0.0,0.0,1.0906303220378157e-22,8.417799936553961e-15,9.297269599449921e-16,6.430884524885559e-15,4.261465236275144e-17,0.0,0.0,0.0,0.0,1.444877774449963e-38,3.477331398813508e-29,2.594376499857948e-30,0.0,1.838479055448603e-20,7.135357294323865e-15,2.5193359848140075e-21,5.846181087039947e-18,4.885243522528319e-28,0.0,1.0756870094745927e-16,3.168710153982825e-40,4.54113683751857e-15,0.0,0.0,0.0,4.017860124194847e-34,1.697626026297799e-25,0.0,0.0,0.0,0.0,6.753561362363568e-14,5.632238222164939e-30,0.0,7.0496259805715535e-47,0.0,0.0,0.0,0.0,0.0,4.3206210882957633e-23,0.0,0.0,0.0,0.0,0.0,4.7691037261112436e-23,1.307710270936625e-29,4.440249929160313e-22,7.905747222316604e-30,0.0,7.39093767336026e-22,0.0,0.0,1.9731523917159972e-18,3.6123621749559527e-28,3.339764593974742e-15,0.0,1.8829436883564725e-15,0.0,7.785828314984385e-15,2.569791030541695e-68,3.405208847590568e-16,0.0,5.041759116866804e-16,1.7885208395718055e-14,1.5239658132870184e-34,7.346804334472726e-32,2.9899251209128307e-16,0.0,4.251860855139722e-20,1.5992084863599107e-31,1.2817069435921643e-14,2.331725349153332e-48,1.5818477563629567e-14,0.0,5.85867436252014e-29,0.0,1.3041391371802767e-14,3.650139541495185e-19,6.7077818568935635e-15,2.815950951903006e-15,4.694335208916047e-15,0.0,0.0,0.0,0.0,0.0,1.6681874486454488e-23,3.742377533952304e-30,1.4760025119736032e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.1167994153586491,298.00000003641964,1.2318228827356126,0.6535759359507819,0.0,0.09810797875734553,0.0,0.049772410007224675,0.1985436198908991,2.2323329612093835e-12,0.0,1.590352893938188e-43,0.0,0.0,0.0,5.539044019106528e-08,6.838929497646154e-89,0.0,0.0,6.555052215469324e-15,5.053714352011888e-13,0.0,3.618497103322851e-29,0.0,0.0,3.380967475213134e-15,0.0,3.0690521527498216e-47,3.0017070895030738e-15,0.0,0.0,0.0,0.0,6.07082995067853e-14,1.1163176852899708e-34,2.3908417229152913e-14,2.3051322574100054e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.2703250392316027e-13,0.0,9.32314839802745e-18,3.7785342411255226e-15,0.0,0.0,0.0,3.645398545290101e-14,0.0,0.0,5.518030219316242e-25,8.3900847196944e-15,9.227931722971195e-16,6.435350511013202e-15,4.2684984442872335e-17,0.0,0.0,0.0,0.0,4.887477592237881e-46,3.4773298798510933e-29,2.5943753669210232e-30,0.0,1.8247669635664072e-20,7.082138809784362e-15,2.5005454944711646e-21,5.84618091125996e-18,4.8852407627842625e-28,0.0,1.0756871078788141e-16,3.0316535096896134e-40,4.541149332270618e-15,0.0,0.0,0.0,4.142222865154198e-34,1.6976261436656341e-25,0.0,0.0,0.0,0.0,6.739336648498621e-14,6.406688575098824e-30,0.0,7.02641542387624e-47,0.0,0.0,0.0,0.0,0.0,4.3206208172973786e-23,0.0,0.0,0.0,0.0,0.0,4.7673565580120545e-23,1.2912060848735676e-29,4.371261717010208e-22,7.905728732832968e-30,0.0,7.390938359537021e-22,0.0,0.0,1.973505602443771e-18,3.5892594573470238e-28,3.3397648135855112e-15,0.0,1.8829438705026502e-15,0.0,7.785829284632026e-15,2.7329550607973084e-68,3.406454509589719e-16,0.0,5.041761364704244e-16,1.7885210228651416e-14,1.5238595139187769e-34,7.338139166350556e-32,2.990507349193354e-16,0.0,4.251861326453413e-20,1.5992087484758076e-31,1.281707040582789e-14,2.2566173504067405e-48,1.5818479245239467e-14,0.0,5.767641115309823e-29,0.0,1.303982428170716e-14,3.324927086862605e-19,6.7093834894673425e-15,2.815951231979242e-15,4.694335625652142e-15,0.0,0.0,0.0,0.0,0.0,1.8164975649208635e-23,3.7133994637794825e-30,1.4812694975351463e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.11679995010722131,298.00000086991446,1.2318172430448935,0.6535756116880319,0.0,0.09810804415787597,0.0,0.049772383820693565,0.19854356960461003,5.2557278907427055e-11,8.550495067704296e-45,2.282678746218395e-50,0.0,0.0,0.0,3.906568956945568e-07,1.8571648935473076e-88,0.0,0.0,6.602066688600532e-15,1.3423690358921981e-11,2.4466886096861495e-13,3.643484268671847e-29,0.0,0.0,3.410002957107586e-15,0.0,0.0,7.321502620887984e-14,3.9975902025717126e-49,0.0,0.0,0.0,6.07640366585192e-14,1.4972415584758679e-34,4.30542583648418e-14,2.3258741786173095e-14,0.0,0.0,0.0,0.0,0.0,0.0,5.228137542974158e-12,3.8952475419104255e-15,7.801378183022788e-16,4.476408001116851e-15,0.0,0.0,0.0,3.6497983017359597e-14,0.0,0.0,2.8351005636104185e-27,8.383099170526273e-15,9.205834427530552e-16,6.645009522053313e-15,4.6166665370248374e-17,0.0,0.0,8.792368131166333e-42,0.0,1.6980341523904326e-53,3.477319076376847e-29,2.5943673145722906e-30,0.0,1.8203904036025834e-20,7.0651497497420954e-15,2.4945459331905346e-21,5.846180052969188e-18,4.885220953774056e-28,0.0,1.0756878325218645e-16,3.0316688167716836e-40,4.541165045419233e-15,0.0,0.0,2.7593077186960065e-32,4.142217642857632e-34,1.6976271007809417e-25,0.0,0.0,0.0,0.0,6.750395444521931e-14,2.917302110154213e-29,0.0,7.020566041506007e-47,0.0,0.0,0.0,0.0,0.0,4.3206244137573547e-23,0.0,0.0,0.0,0.0,0.0,4.7662105072768297e-23,1.2783071699677342e-29,4.302860301747146e-22,7.905777404463801e-30,0.0,7.390943577758025e-22,0.0,0.0,1.9738682252973974e-18,3.567866365323503e-28,3.3397664278877205e-15,0.0,1.8829453888350903e-15,0.0,7.78585254811067e-15,2.875286516278952e-68,3.4093223444074963e-16,0.0,5.04187593406519e-16,1.7885223663743876e-14,1.5461461843527613e-34,7.434235231207235e-32,3.0206212046553363e-16,0.0,4.251869998209494e-20,1.599213914501941e-31,1.281707765620291e-14,2.1848751949307776e-48,1.5818491594696106e-14,0.0,5.677348350781975e-29,0.0,1.3039559150016723e-14,3.0290024481989283e-19,6.7096933635880776e-15,2.8159536028510526e-15,4.694338718484688e-15,0.0,0.0,0.0,0.0,0.0,1.960133939305685e-23,3.684073614617709e-30,1.7082683933465995e-16,3.326521278983003e-24,0.0,0.0,0.0,0.0,0.0
0.049,0.11680061326634414,298.0000040399195,1.231810249152931,0.653575210150136,0.0,0.09810812515842827,1.9475887828755008e-19,0.0497723512156634,0.19854350722982164,2.4582732851421484e-10,0.0,9.861401288458739e-57,0.0,7.630598279562023e-28,0.0,8.059092744269297e-07,2.2702862879176687e-88,0.0,8.543670015527885e-15,6.865387118355035e-15,6.394326019789947e-11,1.506936968796127e-12,3.65315464448089e-29,0.0,6.562173114112012e-21,3.559242880326547e-15,0.0,5.0758402975597364e-45,4.099866555779384e-13,4.809857078902068e-48,0.0,0.0,2.1382629678929042e-30,6.109442913073665e-14,2.465258489313258e-34,1.384227496557569e-13,2.43758688619079e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.447630616061497e-11,2.8024160956094478e-14,5.285957745267782e-15,8.756224019613544e-15,0.0,0.0,0.0,3.68355029559803e-14,5.0165028357080425e-15,0.0,6.117753305169123e-29,8.414633865988728e-15,9.265770971102768e-16,8.202558583528557e-15,7.450655837740064e-17,0.0,7.920849192546028e-32,0.0,8.052990882814389e-21,0.0,3.477306903722294e-29,2.5943582629485893e-30,0.0,1.8322336556507842e-20,7.111101837319602e-15,2.510772496716022e-21,5.846180583497362e-18,4.885197762454044e-28,0.0,1.0756887575977332e-16,3.0316774319415307e-40,4.541172655585179e-15,0.0,0.0,3.9321961739577913e-32,4.142239198346861e-34,1.6976286405252965e-25,0.0,0.0,0.0,2.2294383770164202e-26,6.845454368654809e-14,1.3976449981717372e-28,0.0,7.046977766807123e-47,0.0,0.0,0.0,0.0,0.0,4.320628190772869e-23,0.0,0.0,0.0,0.0,0.0,4.7659727339250686e-23,1.291174107248796e-29,4.285792077462321e-22,7.90585101660345e-30,0.0,7.3909508456079795e-22,0.0,0.0,1.9740484991289788e-18,3.565036290644122e-28,3.3397684335796663e-15,0.0,1.882949340835798e-15,0.0,7.78604505462122e-15,2.8906449161609544e-68,3.4264095777093246e-16,2.2943585685144558e-48,5.04294521939283e-16,1.7885240405362435e-14,1.6576565245727463e-34,7.891372984376083e-32,3.266880425526885e-16,0.0,4.2519387968965256e-20,1.5992356390281842e-31,1.281708782087039e-14,2.168623624747915e-48,1.5818506904350593e-14,0.0,5.654783402103703e-29,0.0,1.3039541465291107e-14,2.956863213759945e-19,6.709737071885365e-15,2.8159601842569503e-15,4.6943425653270554e-15,0.0,0.0,0.0,0.0,0.0,1.9959930455075892e-23,3.67673744403708e-30,3.260895025640148e-16,4.74066251041064e-24,3.866358045489645e-38,0.0,0.0,0.0,0.0
0.05,0.11680233044937559,298.000025231447,1.2317921395517448,0.653574173912972,0.0,0.09810833427042812,1.8268074720798968e-18,0.04977226608396229,0.1985433456179501,1.5493853036300006e-09,9.005208161954657e-43,0.0,0.0,1.641108651176003e-26,6.943375894368075e-24,1.8779827415789636e-06,2.7603938816626276e-88,0.0,8.0266699131589e-14,9.389701292860567e-15,4.1036370046996547e-10,1.2610900835631689e-11,3.701409557214458e-29,5.212474742367784e-36,6.1542974909392e-20,4.876137542089057e-15,0.0,3.52507638139199e-43,3.196537645593804e-12,2.6030362779793424e-47,1.3669388347264509e-37,1.1515508038378233e-15,9.694555276377205e-28,6.442679822349621e-14,7.648610706571758e-33,9.557222162533607e-13,3.4673013193670886e-14,0.0,0.0,0.0,3.5397427524655265e-33,0.0,0.0,1.5455732256582718e-10,2.49927210001647e-13,5.0131963006289105e-14,5.3319006640183624e-14,0.0,8.32295912706758e-29,0.0,4.118117102108327e-14,6.973931467374658e-14,2.1919486481294864e-32,3.8079002420861766e-29,8.662531269900422e-15,9.767747922410237e-16,2.765091482545627e-14,4.608692662371928e-16,2.8457732666427706e-18,1.1332281503831955e-30,0.0,7.554032128470901e-20,5.41422728275094e-50,3.477282829167496e-29,2.5943405031081467e-30,0.0,1.9314711300560025e-20,7.496165186023653e-15,2.646754268065451e-21,5.846191649383084e-18,4.885146027775296e-28,0.0,1.075691598300591e-16,3.031708737849757e-40,4.5411875578926066e-15,0.0,5.657799419760267e-32,5.142125264644408e-32,4.2312546807925585e-34,1.6976347625105301e-25,0.0,0.0,0.0,2.322674303997285e-25,7.698611268882308e-14,1.1187262934858834e-27,6.676717116477697e-23,7.254601441776681e-47,0.0,0.0,0.0,0.0,0.0,4.320637689699606e-23,0.0,0.0,0.0,0.0,0.0,4.765810797067638e-23,1.4553377009750338e-29,4.268757626591255e-22,7.906235123699958e-30,0.0,7.390976469427415e-22,0.0,0.0,1.9757509499767214e-18,3.586877041726393e-28,3.3397736251268524e-15,0.0,1.8829974619111967e-15,0.0,7.78921931995147e-15,0.0,3.707068149866408e-16,1.674256816978348e-40,5.059872140429958e-16,1.7885285819756352e-14,2.5962247604802904e-34,1.4252983107312802e-31,6.636878507850874e-16,0.0,4.253158441255092e-20,1.5994106175489893e-31,1.281713016132963e-14,2.1662675130810068e-48,1.58185465338249e-14,0.0,5.63218533343334e-29,0.0,1.3039561641504795e-14,2.886479648166665e-19,6.7097725477410665e-15,2.8160390566071685e-15,4.694352635052406e-15,0.0,0.0,0.0,0.0,0.0,2.0357509393497274e-23,3.670040647262379e-30,2.1184727957718883e-15,6.2004390616422654e-24,6.9923071360602486e-37,0.0,0.0,0.0,0.0
0.051000000000000004,0.11680679784657248,298.00016688584145,1.2317450283862126,0.6535715009240637,0.0,0.09810887413108428,1.3258199746755468e-17,0.04977204039935126,0.19854292438511853,1.0341699370077316e-08,0.0,5.7496458239627635e-53,0.0,2.9319004033015655e-25,1.1296141421647666e-23,4.645848962584552e-06,3.3218358934724937e-88,0.0,5.827267751908274e-13,2.70015402124278e-14,2.785860446037029e-09,1.1029208838457787e-10,4.6963640743138145e-29,6.19037991428894e-35,4.467068687275748e-19,1.649662968690808e-14,4.006068065947232e-32,2.07092451628416e-41,2.625367257624891e-11,2.6822022499149558e-46,1.2300156422543123e-35,1.2308378645026631e-14,8.934157753408322e-26,9.803908251032266e-14,4.673146494571222e-31,7.960014222835142e-12,1.2958860082381636e-13,3.865963708469555e-30,2.9990115308858216e-28,0.0,5.997893827470564e-31,0.0,0.0,1.0336719853127918e-09,2.2907030105857486e-12,4.964864729107991e-13,5.173272178520629e-13,6.331406450501341e-14,1.3543884545498866e-28,0.0,9.71357134775379e-14,7.782447295307292e-13,1.4450961720717246e-30,2.603733106839554e-27,1.0378950779855684e-14,1.3449854878103896e-15,2.7049673455489744e-13,5.728399757760867e-15,5.791648345425261e-17,1.5568174919930465e-29,8.88836947340844e-42,5.4822319103572e-19,1.2597366101793782e-47,3.4772698164035756e-29,2.5943321432114105e-30,0.0,2.6594769605829958e-20,1.0320997901090505e-14,3.644343997405606e-21,5.846285026096629e-18,4.885066886746992e-28,0.0,1.0757070440074724e-16,3.032094186040047e-40,4.541221278288976e-15,0.0,9.204379673006859e-32,7.017404004511251e-32,5.197629791959109e-34,1.697664906109495e-25,0.0,0.0,0.0,1.7032368460803257e-24,1.5333267628297255e-13,1.2836071157893659e-26,7.776183424685256e-21,8.692221063646706e-47,7.096067700219952e-32,0.0,0.0,0.0,0.0,4.320678419044487e-23,0.0,0.0,7.61862896667431e-19,4.618462866096615e-36,0.0,4.765865895472024e-23,3.2726146764294486e-29,4.25176080985464e-22,7.910412613713637e-30,0.0,7.391123483208452e-22,0.0,2.772708732609001e-19,2.0045170627631235e-18,3.9230874443328205e-28,3.3397870537180355e-15,0.0,1.8838377003779424e-15,0.0,7.842809210543568e-15,0.0,8.390481477018124e-16,1.5146413704807925e-38,5.328481002900817e-16,1.788545177436774e-14,5.4756299061245445e-34,1.6083178913319967e-30,5.275535435594395e-15,0.0,4.275639028178636e-20,1.6008624289733446e-31,1.28174680696257e-14,2.3310562908240355e-48,1.581865045724824e-14,1.2363686767521954e-16,5.609322646565144e-29,0.0,1.3039642313671603e-14,2.817815317192108e-19,6.709824390631523e-15,2.8173281586836356e-15,4.694380233449587e-15,0.0,0.0,0.0,0.0,0.0,2.149693598005983e-23,3.675665956715239e-30,2.2810437343834356e-14,8.468462453860409e-24,3.094234948589148e-36,0.0,0.0,0.0,0.0
0.052000000000000005,0.11681855971699079,298.00111357749125,1.231621010218045,0.6535646120354065,0.0,0.09811026825197186,9.226435220589185e-17,0.04977142129965041,0.19854180918212447,6.964698703535962e-08,0.0,3.0645915741167846e-52,0.0,5.181181527247539e-24,1.55065938414757e-23,1.1792226024901845e-05,3.935450338933963e-88,0.0,4.0587065399573825e-12,1.8314644262051229e-13,1.907592679638696e-08,9.69621514204965e-10,4.206159401721762e-28,2.592071950626101e-33,3.10873521229829e-18,1.1904158159345693e-13,1.5896744209322092e-30,1.1877953834259167e-39,2.1704584693554792e-10,2.461606671405025e-45,5.908539485623655e-34,1.1238635609438744e-13,4.1072956284698565e-24,4.370879664764934e-13,2.77270805204422e-29,6.798938369999085e-11,1.0045238088160044e-12,2.4103854731955964e-28,1.2140262844997004e-26,0.0,3.5962513596273735e-29,2.19301873949786e-16,2.3776182132801855e-27,6.9751516806633164e-09,2.1059797541365072e-11,4.939230916817301e-12,5.348959684489775e-12,6.136211795524882e-13,2.0261878426758503e-28,1.2601238419989863e-16,8.176323475158309e-13,8.534353163186591e-12,1.0928026387142863e-28,1.6912749016631778e-25,2.1791552085505444e-14,4.089654270976352e-15,3.3029415566119064e-12,7.754645075846927e-14,8.501608228438955e-16,2.408437855064052e-28,0.0,3.8147242520225965e-18,1.539778379978225e-45,3.477564619974314e-29,2.594561105444982e-30,0.0,8.085757650494025e-20,3.1375614347961416e-14,1.1080057017822327e-20,5.846959170256316e-18,4.88522620970887e-28,7.28612095924477e-14,1.0758931604309409e-16,3.054599066851503e-40,4.541303579436184e-15,0.0,1.2634400784215437e-31,2.032835593646848e-31,4.831847002384922e-33,1.697838662686925e-25,0.0,0.0,7.420289564784083e-14,1.1870192233219121e-23,8.461524936663264e-13,3.3067306033192227e-25,2.3802420439881267e-19,1.8253709578175162e-46,1.8697707591833803e-30,0.0,0.0,0.0,0.0,4.320873200352111e-23,0.0,0.0,1.5961234912218034e-17,4.475979606803737e-35,5.2618637142343615e-20,4.7667672408263275e-23,2.286119694323185e-28,4.2348915891436547e-22,7.975568674771901e-30,0.0,7.392676159295248e-22,3.726741266807613e-15,2.027997391560005e-17,2.515072628510227e-18,7.495577906575226e-28,3.3398218313432167e-15,0.0,1.899526898386256e-15,0.0,8.750887989704242e-15,0.0,8.663458099377215e-15,7.275741746258572e-37,9.59278643029555e-16,1.7886960787010662e-14,5.4148762283887203e-33,5.346920915436869e-29,6.839084426061796e-14,0.0,4.692339554642222e-20,1.6130997507476332e-31,1.282158752655913e-14,3.800118464424745e-48,1.5818956908973997e-14,2.6559591643906326e-15,5.585031228445621e-29,0.0,1.3039865398306422e-14,2.7508232151999072e-19,6.7099329703273954e-15,2.8396853846750168e-15,4.6944792607965845e-15,2.395345998281113e-16,1.9086556452374889e-16,0.0,0.0,0.0,3.5848100009341095e-23,3.902085785741117e-30,2.616949584049823e-13,2.45592588464655e-23,1.2539351797573067e-35,0.0,0.0,0.0,0.0
