grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.2081766368841964,298.0,1.1915340069556495,0.6802720322227256,7.24528984402611e-18,0.06126917861603601,1.2229115447537946e-14,0.05180542428703725,0.20665336487399794,5.094111055090597e-17,2.0408986682423666e-14,0.0,0.0,0.0,0.0,3.9242041543476723e-16,7.206189884217391e-71,1.784053653715209e-18,0.0,2.1201438783045145e-14,0.0,0.0,0.0,0.0,0.0,5.7791744115178535e-18,6.862808843148394e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.338383551095436e-15,0.0,0.0,1.808751848413442e-14,0.0,0.0,1.7584200013813323e-24,9.3196449405959e-17,1.888056969620989e-15,1.2285892213352562e-17,3.8405868954750545e-17,0.0,0.0,0.0,2.3868663235721886e-17,0.0,0.0,1.2913338257041054e-15,4.6908116988499874e-36,0.0,0.0,2.4623657437106435e-17,0.0,3.4549671211322735e-17,2.590109624949145e-17,0.0,0.0,3.5801830426462204e-22,1.4295855541248184e-14,1.8253744209703704e-32,1.3458347484893025e-33,0.0,1.7254347729195213e-23,6.786910466325367e-18,5.120850362216291e-24,0.0,3.3341998334508035e-30,0.0,0.0,4.46922875347447e-30,4.634927585070567e-17,3.819879597129345e-18,0.0,5.275548026673661e-26,0.0,1.7408883329404557e-27,9.132162437538541e-17,0.0,6.814004063457621e-15,3.845476601961997e-18,8.692237716773576e-17,1.5751712399868846e-32,0.0,1.6825922013569804e-50,0.0,0.0,1.601445709490253e-36,5.728152922546495e-21,2.970199604395222e-18,0.0,1.5534170308733067e-14,6.282235284973215e-15,3.488233941991915e-20,0.0,0.0,0.0,3.8579810482893126e-14,0.0,0.0,1.774949330268445e-18,6.179702039810559e-15,2.0276006536313475e-21,0.0,0.0,1.4037716191864916e-14,1.0499173461582944e-17,1.19537836919075e-15,8.212565921281103e-21,0.0,3.718683383071255e-67,0.0,0.0,0.0,0.0,0.0,0.0,3.1457214974607134e-15,0.0,0.0,0.0,0.0,3.085580327925453e-45,0.0,1.4478145797677514e-23,0.0,0.0,0.0,0.0,0.0,1.989723846652769e-20,1.4531890912483195e-15,0.0,1.0828418290471136e-18,6.1001660181679235e-25,1.9142651488462335e-14,3.538466889387822e-18,2.729879447629958e-34
0.016,0.20817663688433066,298.00000000006986,1.1915340069550109,0.6802720322226418,7.24528985227196e-18,0.061269178616067885,6.3551989883164065e-18,0.051805424287026704,0.20665336487402167,8.283501610834535e-15,1.5383675591591687e-21,0.0,0.0,0.0,0.0,2.955350503536895e-14,1.799278723821448e-69,1.784053719521404e-18,0.0,3.49055969396675e-14,0.0,0.0,0.0,0.0,2.1989583572348405e-19,1.2750425235164649e-15,9.405466075787535e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4870421879089963e-22,0.0,0.0,5.570662785953191e-20,0.0,0.0,4.521589271731871e-22,9.319797306454244e-17,1.3460374647179904e-22,2.0061466953886243e-15,3.840586776351048e-17,0.0,0.0,0.0,1.491928057001014e-23,0.0,0.0,1.2913338262622665e-15,1.5207900281435823e-33,0.0,9.076701120841173e-16,8.1035035587031235e-16,0.0,3.4543107862664834e-17,2.590109625043247e-17,0.0,0.0,1.6205367137950828e-19,2.120887165030706e-22,1.3118359361761566e-29,9.787379856080012e-31,0.0,9.679919085460683e-21,3.756740812709889e-15,2.2107921826533876e-21,6.084802263920795e-18,1.9438519637312383e-27,0.0,0.0,2.2007317741517657e-27,4.6359423499799694e-17,1.5612167976290778e-24,0.0,1.3521972883255767e-23,0.0,7.128557923825127e-25,2.505295322303058e-14,0.0,6.814004067695307e-15,3.40099727877623e-24,2.1115172970937538e-14,5.94022144790835e-30,0.0,7.601289206935795e-48,0.0,0.0,9.305271800397962e-34,4.2795960246716406e-18,3.764781063863365e-18,0.0,1.55333757131862e-14,1.9526199390480108e-21,1.4683434010503463e-17,0.0,0.0,0.0,3.64007718267183e-14,0.0,0.0,0.0,6.179702039127695e-15,2.1185234828837885e-17,0.0,0.0,1.4037459566301253e-14,7.119305375382453e-15,1.193186103773376e-15,5.282730190907446e-18,0.0,1.8250356943815053e-64,0.0,0.0,0.0,0.0,0.0,0.0,3.1457214975757305e-15,0.0,0.0,0.0,0.0,1.3210544254368744e-42,0.0,4.770383691998191e-21,0.0,0.0,0.0,0.0,0.0,1.9891485932223193e-20,1.4531890890018484e-15,0.0,5.135505864245088e-16,2.905209156442728e-22,1.9142645291395065e-14,1.6301216371015563e-15,8.075745123455007e-32
0.032,0.20817663688802104,298.0000000000724,1.1915340069339166,0.680272032221456,7.245289870834061e-18,0.06126917861624318,0.0,0.05180542428691668,0.20665336487380936,5.853587611040219e-15,1.1630304352080569e-28,0.0,0.0,0.0,4.3310153078973285e-24,1.364486226892584e-12,1.0824231325326055e-69,1.7840538664049098e-18,0.0,4.277222914414462e-14,0.0,0.0,0.0,0.0,0.0,1.275042936558577e-15,1.048968498883646e-33,0.0,0.0,0.0,0.0,0.0,1.0617326478803408e-27,0.0,9.099546047271293e-29,0.0,0.0,1.718157206818583e-25,6.499007555403971e-30,0.0,2.693722850958298e-27,9.31979783941699e-17,0.0,2.00612669310265e-15,3.840586543319661e-17,0.0,0.0,0.0,4.06380284263042e-29,0.0,0.0,1.2913338272478222e-15,1.5164863275213524e-33,0.0,2.3155157550921553e-16,5.761332903737783e-16,0.0,3.453710919271895e-17,2.5901096251131367e-17,0.0,0.0,0.0,3.148657755038163e-30,1.3118359361569356e-29,9.787379844153213e-31,0.0,6.882114712620893e-21,2.671072295111971e-15,1.5718028090518595e-21,6.08497493914754e-18,3.0722329151201937e-28,0.0,0.0,3.2643283783856834e-34,4.636957119636335e-17,4.6896959921670854e-30,2.1318789689216554e-32,2.6414234437551746e-23,0.0,7.1353402364050345e-25,2.505303011464804e-14,0.0,6.814004065246627e-15,0.0,1.510976483682723e-14,5.428322567816488e-30,0.0,1.939274077983324e-48,0.0,0.0,2.7927382610276442e-39,4.279607589922293e-18,4.559335778828555e-18,0.0,1.5532581158524868e-14,6.662582412108399e-28,6.253620647230431e-18,0.0,0.0,0.0,3.4344732486879014e-14,0.0,0.0,0.0,6.179702039064292e-15,1.7393467636387196e-17,0.0,0.0,1.4037459570386309e-14,7.119307585169991e-15,1.1931860999552192e-15,5.060824420185125e-18,0.0,1.2642503066036003e-69,0.0,0.0,0.0,0.0,0.0,0.0,3.1457214976871074e-15,0.0,0.0,0.0,0.0,1.1390701428497752e-42,0.0,4.500980403104093e-21,0.0,0.0,0.0,0.0,0.0,1.9891485927188857e-20,1.4531890887902862e-15,0.0,9.524824906614833e-16,2.8189336021545677e-22,1.9142639069900213e-14,3.184327055421225e-15,3.522624305541328e-36
0.04,0.2081766369517589,298.00000000006787,1.1915340065691136,0.6802720322013803,7.245289907508707e-18,0.061269178618880996,0.0,0.05180542428501238,0.20665336487008076,4.614253977299245e-15,1.779443473320448e-35,0.0,0.0,3.194337719169388e-30,5.470485428968179e-24,2.4437891501953225e-11,6.831484369117589e-70,1.7840541557196583e-18,0.0,4.547378658194783e-14,0.0,0.0,1.7223252447660315e-29,0.0,0.0,1.2750429536254548e-15,1.0622299533435938e-33,0.0,0.0,0.0,8.237630016975752e-38,0.0,7.400266019440803e-28,0.0,0.0,0.0,0.0,1.2440613913809218e-30,6.810239517480938e-30,0.0,2.4179341303466531e-32,9.319798074776312e-17,0.0,2.0062448377515093e-15,3.840588498318556e-17,0.0,0.0,0.0,3.9344357313184586e-29,0.0,0.0,1.2913338296898863e-15,1.5086995256229656e-33,0.0,0.0,4.564441551839523e-16,0.0,3.4534235553909204e-17,2.5901096253386228e-17,0.0,0.0,0.0,9.374838466694754e-38,1.3118359358673236e-29,9.787379841991615e-31,0.0,5.452385907943607e-21,2.1161787829523587e-15,1.2452677380400155e-21,6.0849749390352325e-18,3.071626642687385e-28,0.0,0.0,2.7759343198035824e-40,4.6374645099125597e-17,4.051267425746558e-30,2.6928059570174647e-32,3.2709948430817283e-23,1.6818987543133274e-33,7.135340241826062e-25,2.505303010780032e-14,0.0,6.814004063457331e-15,0.0,1.2040627426622979e-14,5.2006662662082415e-30,0.0,0.0,0.0,0.0,2.41339451774262e-39,4.2796124994818725e-18,4.956602975416581e-18,0.0,1.5532183892090542e-14,5.898142043892623e-29,3.736247657512674e-18,0.0,0.0,0.0,3.334659111315372e-14,0.0,0.0,0.0,6.179702039127738e-15,1.3715938058961337e-17,0.0,0.0,1.4037459579006044e-14,7.11930758547829e-15,1.1931860982023095e-15,4.9474106223567905e-18,0.0,0.0,0.0,6.101554126076487e-41,0.0,0.0,0.0,0.0,3.1457214980084077e-15,0.0,0.0,0.0,0.0,1.0596006791624356e-42,0.0,4.3701709955603045e-21,0.0,0.0,0.0,0.0,0.0,1.989148592037614e-20,1.4531890884147272e-15,0.0,1.1546076312268273e-15,2.7752262061627864e-22,1.9142635958447146e-14,3.943296513079167e-15,0.0
0.044,0.20817663751855223,298.0000000000658,1.1915340033249842,0.6802720320229548,7.245289942207212e-18,0.061269178642235446,0.0,0.051805424268077126,0.206653364836916,4.062779413025924e-15,0.0,0.0,0.0,1.3504898008882567e-30,4.332100089482955e-24,2.2961031538837353e-10,4.703573664986721e-70,1.7840544798317435e-18,0.0,4.654225941616643e-14,0.0,0.0,1.691680479341758e-29,1.6330515784595252e-36,0.0,1.2750430509320657e-15,1.0557068433412453e-33,0.0,0.0,0.0,6.454735051224715e-38,0.0,5.7520064269282385e-28,0.0,0.0,0.0,0.0,1.7477224296423814e-31,6.822779956302576e-30,0.0,0.0,9.319798182136504e-17,0.0,2.0102215747188013e-15,3.8406963160064414e-17,0.0,0.0,0.0,3.11568299447301e-29,0.0,0.0,1.2913338584264683e-15,1.5036285759674061e-33,0.0,0.0,3.9624493342992364e-16,0.0,3.453282853123577e-17,2.590109626548164e-17,0.0,0.0,0.0,5.597953090850605e-45,1.3118359332951674e-29,9.787379822803204e-31,0.0,4.7332850252395455e-21,1.837087581680476e-15,1.0810326344929275e-21,6.084974938057069e-18,3.071626590165598e-28,0.0,0.0,1.892267288560216e-40,4.63771819941375e-17,4.051267251654004e-30,2.132444246986969e-32,3.582008262005603e-23,1.7435321589820013e-33,7.135340247601072e-25,2.505303010396799e-14,0.0,6.814004063477131e-15,0.0,1.0496995014166438e-14,5.0934978736357984e-30,0.0,0.0,0.0,0.0,2.4139454420798726e-39,4.2796149557849236e-18,5.155234028517984e-18,0.0,1.5531985266810183e-14,5.8981033215217e-29,2.795297470603239e-18,0.0,0.0,0.0,3.285490057908678e-14,0.0,0.0,0.0,6.179702038705574e-15,1.176526612928939e-17,0.0,0.0,1.4037459590316815e-14,7.119307588827924e-15,1.193186097911378e-15,4.890367777134753e-18,0.0,0.0,0.0,4.781157476415901e-41,0.0,0.0,0.0,0.0,3.1457214994707823e-15,0.0,0.0,0.0,0.0,1.0224681469900585e-42,0.0,4.305733494208699e-21,0.0,0.0,0.0,0.0,0.0,1.9891485982123806e-20,1.4531890881882486e-15,0.0,1.2514529428150623e-15,2.753242877725435e-22,1.9142634408357827e-14,4.318233630585798e-15,0.0
0.048,0.20817664442756129,298.00000000012443,1.1915339637801092,0.6802720298480909,7.245290096661981e-18,0.061269178926847113,0.0,0.051805424061638,0.20665336443264712,6.4613655748056944e-15,4.255483718581669e-42,0.0,0.0,0.0,3.293092948867924e-24,2.7305693883028193e-09,2.2420096273281986e-70,1.7840556450932078e-18,0.0,4.7356568371376736e-14,1.7896750041657385e-17,0.0,1.6613862316728015e-29,1.2391090877929208e-36,0.0,1.2750482249614275e-15,1.0487548769765007e-33,0.0,0.0,0.0,4.856250673923282e-38,0.0,4.276176348262172e-28,0.0,0.0,0.0,0.0,1.7170415131168225e-31,6.828807740310504e-30,0.0,0.0,9.319798632468856e-17,0.0,2.1756873901395733e-15,3.847052180099525e-17,0.0,0.0,0.0,2.3684032330833902e-29,0.0,0.0,1.2913357225937583e-15,1.4975550537664762e-33,0.0,0.0,3.3591005906854254e-16,0.0,3.453145580623497e-17,2.5901096372729937e-17,0.0,1.439820832952268e-41,0.0,3.425007625753373e-52,1.311835901958032e-29,9.787379589004103e-31,0.0,4.012563619013143e-21,1.5573672750746509e-15,9.164274150094471e-22,6.084974926198788e-18,3.0716264965142128e-28,0.0,0.0,1.8922447115578776e-40,4.6379719861804705e-17,4.051267657600936e-30,1.6210006688525893e-32,3.889279988035637e-23,1.742856284954221e-33,7.135340291005567e-25,2.5053030151970956e-14,0.0,6.814004089121716e-15,0.0,8.949929797940286e-15,4.993860206052379e-30,0.0,0.0,0.0,0.0,2.4144743658366223e-39,4.279617437446017e-18,5.353862570849307e-18,0.0,1.5531786721109588e-14,5.898102762099651e-29,2.090697002235765e-18,0.0,0.0,0.0,3.237042302575095e-14,0.0,0.0,0.0,6.179702072765483e-15,9.889016273147862e-18,0.0,0.0,1.4037459675573276e-14,7.119307628046014e-15,1.1931861022626768e-15,4.833196795768385e-18,0.0,0.0,0.0,3.5969595780718155e-41,0.0,0.0,0.0,0.0,3.145721514477153e-15,0.0,0.0,0.0,0.0,9.874631840586895e-43,0.0,4.2422414122025e-21,0.0,0.0,0.0,0.0,0.0,1.9891485842083154e-20,1.4531890933975236e-15,0.0,1.3442372182853931e-15,2.7311430299205033e-22,1.9142632951838136e-14,4.688660011207e-15,4.0812763153348636e-40
0.049,0.20817665823449555,298.00000000053,1.1915338847537968,0.6802720255019388,7.24529019759014e-18,0.06126917949559417,0.0,0.051805423649069884,0.20665336362476128,2.615498185889685e-14,0.0,0.0,0.0,0.0,3.0398440406125352e-24,7.72840337482893e-09,1.592662989075188e-70,1.7840560982853075e-18,0.0,4.754392721653739e-14,4.279677528596975e-15,0.0,1.6539396769937252e-29,1.143311724362302e-36,0.0,1.275094139734186e-15,1.0471297040498392e-33,0.0,0.0,0.0,4.4718581354156475e-38,0.0,3.9218818541542573e-28,0.0,0.0,0.0,0.0,1.7096093586046814e-31,6.830941750531866e-30,0.0,0.0,9.319803131145246e-17,0.0,3.2656006465561164e-15,3.905959361613829e-17,0.0,0.0,0.0,2.1862603473280866e-29,0.0,0.0,1.2913564371179781e-15,1.4961531796126937e-33,0.0,0.0,3.2082250142677175e-16,0.0,3.4531206950629545e-17,2.590109670722891e-17,0.0,0.0,0.0,2.9750803935961996e-53,1.311835839396161e-29,9.78737912225548e-31,0.0,3.83233721925224e-21,1.487419313817938e-15,8.752655832319979e-22,6.0849749027255874e-18,3.07162630956771e-28,0.0,0.0,1.89223929219548e-40,4.638035449545513e-17,4.051267852698889e-30,1.4963406974046728e-32,3.9658579896311425e-23,1.7426919393203554e-33,7.135340354161978e-25,2.5053030422136757e-14,0.0,6.814004181704552e-15,0.0,8.563127069599897e-15,4.9786124453296656e-30,0.0,0.0,0.0,0.0,2.4146033956772248e-39,4.279618099070443e-18,5.403519588656424e-18,0.0,1.5531737220882982e-14,5.898103049421117e-29,1.9284963789376318e-18,0.0,0.0,0.0,3.224976498482766e-14,0.0,0.0,0.0,6.179702119570311e-15,9.427270648233154e-18,0.0,0.0,1.4037459799247888e-14,7.119307708074333e-15,1.1931861141856219e-15,4.8189003133164246e-18,0.0,0.0,0.0,3.312207606933567e-41,0.0,0.0,0.0,0.0,3.1457215860007e-15,0.0,0.0,0.0,0.0,9.788995265576467e-43,0.0,4.226429112634745e-21,0.0,0.0,0.0,0.0,0.0,1.9891486247659502e-20,1.4531891027158138e-15,0.0,1.3671750730714366e-15,2.7256110323310597e-22,1.9142632971737e-14,4.7809773627322705e-15,2.4747832503748603e-39
0.05,0.20817671066677226,298.0000000049514,1.191533584648932,0.6802720089980737,7.24529022541082e-18,0.061269181655337436,0.0,0.051805422082134525,0.2066533605568248,2.463542939363878e-13,0.0,1.823150105298096e-60,0.0,0.0,2.792634152563422e-24,2.670711676860528e-08,9.26022297816153e-71,1.784055110065482e-18,0.0,4.7716215866230254e-14,5.253465457128344e-14,0.0,1.646703282469006e-29,1.0500593394526601e-36,0.0,1.275771884608046e-15,1.0468395216117437e-33,0.0,0.0,0.0,4.1028562081422207e-38,0.0,3.5826879640616283e-28,0.0,0.0,0.0,0.0,1.7026608547413135e-31,6.84282166339378e-30,0.0,0.0,9.319881130299644e-17,0.0,1.5405926410770853e-14,4.814577975450296e-17,0.0,0.0,0.0,2.008460945680281e-29,0.0,0.0,1.2917386579522688e-15,1.4966666667972464e-33,0.0,0.0,3.057453705018053e-16,0.0,3.4533035274184193e-17,2.5901100352019616e-17,0.0,1.5709961500586213e-41,0.0,1.1063584894882017e-52,1.3118356024383475e-29,9.787377354512968e-31,0.0,3.652234794975809e-21,1.417519435149998e-15,8.341320358794588e-22,6.084974815825674e-18,3.0716256007314305e-28,0.0,0.0,1.8922340175877237e-40,4.63809908022283e-17,4.051268351066986e-30,1.374653184859801e-32,4.042201125639418e-23,1.7425320050204224e-33,7.135340556768248e-25,2.5053034199535144e-14,0.0,6.814005496722283e-15,0.0,8.177403214507594e-15,1.0890912549868414e-29,0.0,0.0,0.0,7.552580228733711e-35,2.4147313124486425e-39,4.279618898075037e-18,5.453176585371552e-18,0.0,1.553168816845079e-14,5.898104692530863e-29,1.778878332869524e-18,0.0,0.0,0.0,3.212955735588927e-14,0.0,0.0,0.0,6.179702418698491e-15,8.974710883782216e-18,0.0,0.0,1.4037460191710033e-14,7.119308010988404e-15,1.1931861585698885e-15,4.804612288142222e-18,0.0,0.0,0.0,3.038876109152037e-41,0.0,0.0,0.0,0.0,3.145722752978063e-15,0.0,0.0,0.0,0.0,9.704664111943724e-43,0.0,4.210676669885183e-21,0.0,0.0,0.0,0.0,0.0,1.9891487216327327e-20,1.4531891465932941e-15,0.0,1.389861913637333e-15,2.7200727171874847e-22,1.9142638520716228e-14,4.873011573916816e-15,1.0258529019464724e-38
0.051000000000000004,0.2081769097942349,298.00000005302775,1.1915324449111355,0.680271946327937,7.24529008805416e-18,0.06126918985667359,0.0,0.05180541612929305,0.20665334890576856,2.6923622890537907e-12,0.0,3.4634604309606947e-60,0.0,0.0,2.5513486230000383e-24,9.877668700131159e-08,2.4155547336296282e-71,1.78404912043111e-18,0.0,4.787638369978427e-14,5.989128215282629e-13,0.0,1.640910076220944e-29,9.611664120675284e-37,0.0,1.2857723477635466e-15,1.0619563043705228e-33,0.0,1.0124264136766559e-15,1.1907469560295005e-50,3.790991527926549e-38,0.0,3.301981255422747e-28,0.0,0.0,0.0,0.0,1.699533474952303e-31,6.968843314983143e-30,0.0,0.0,9.321215659955905e-17,0.0,1.5063452145522138e-13,1.8829253182945616e-16,0.0,0.0,0.0,1.834922721014308e-29,0.0,0.0,1.2987954285458658e-15,1.5196631762731303e-33,0.0,0.0,2.907888959789412e-16,0.0,3.4582797779124726e-17,2.590117317726079e-17,0.0,0.0,0.0,3.971839567071663e-52,1.3118347092879753e-29,9.787370692600553e-31,0.0,3.473571579320092e-21,1.348177860020549e-15,7.933270801786043e-22,6.084974510123576e-18,3.071622921326611e-28,0.0,0.0,1.8922290876689056e-40,4.638163404765514e-17,4.051270036876749e-30,1.255881190396265e-32,4.118312149347752e-23,1.7423797330221208e-33,7.135341324931128e-25,2.5053096680523244e-14,0.0,6.814032623458697e-15,0.0,7.80661541483549e-15,1.1002616783255364e-29,0.0,0.0,0.0,2.8744097358585964e-34,2.4148586316580414e-39,4.279620221606036e-18,5.502833956466289e-18,0.0,1.553164081820598e-14,5.898111500339975e-29,1.6408260162470682e-18,0.0,0.0,0.0,3.2009796030493834e-14,0.0,0.0,0.0,6.179706041749694e-15,8.532854957194852e-18,0.0,0.0,1.40374616364098e-14,7.11930915940265e-15,1.1931863267944598e-15,4.790426319678426e-18,0.0,0.0,0.0,2.8080221028786175e-41,0.0,0.0,0.0,0.0,3.1457480831615374e-15,0.0,0.0,0.0,0.0,9.621889029105637e-43,0.0,4.194985865997586e-21,0.0,0.0,0.0,0.0,0.0,1.989149218484462e-20,1.453189331568969e-15,0.0,1.4123022491344355e-15,2.714530014108205e-22,1.9142747384658834e-14,4.964765945196997e-15,4.007081702378692e-38
0.051500000000000004,0.208177218335624,298.00000025502413,1.191530678929613,0.6802718492556589,7.245289646398091e-18,0.061269202560575,0.0,0.05180540689840237,0.20665333085414744,1.3181113016089519e-11,0.0,0.0,0.0,0.0,2.432552867449922e-24,2.1041407103991215e-07,0.0,1.7840384531401334e-18,0.0,4.796746041697702e-14,2.9871464480428432e-12,3.571938930029733e-14,1.6451829527023656e-29,9.214575628031925e-37,0.0,1.3423571487309923e-15,1.135407281976151e-33,0.0,8.047419260691513e-15,6.938481694569757e-49,3.827525312968483e-38,0.0,3.360140430819096e-28,0.0,1.0058037102469146e-35,1.5374453972792598e-15,0.0,1.7138341755488018e-31,7.520495195746372e-30,0.0,0.0,9.329945931816864e-17,0.0,7.323946938853988e-13,1.0164266535940523e-15,0.0,0.0,0.0,1.7494816446883117e-29,0.0,0.0,1.3485377172041965e-15,1.6280482272092204e-33,2.5438137972823784e-32,0.0,2.8364487408136583e-16,0.0,3.502289861600015e-17,2.5901826653660508e-17,0.0,0.0,0.0,8.72966500006867e-52,1.3118333529698277e-29,9.787360580601656e-31,0.0,3.388229400797363e-21,1.3150542010541455e-15,7.738355978843424e-22,6.08497413558817e-18,3.0716188227079038e-28,0.0,0.0,1.892227132752477e-40,4.6381963801655425e-17,4.05127272813138e-30,1.1974028534244708e-32,4.156308187708918e-23,1.7423120154259494e-33,7.135342579809102e-25,2.5053519629806575e-14,0.0,6.814268742413544e-15,0.0,7.69815071657692e-15,1.1722955706052761e-29,0.0,0.0,0.0,3.925584005109683e-34,2.4149229149481056e-39,4.279621623594752e-18,5.527663391834725e-18,0.0,1.553161955537206e-14,5.898122380494116e-29,1.5753489408340841e-18,0.0,0.0,0.0,3.1950034181121037e-14,0.0,0.0,0.0,6.179736432536478e-15,8.315099479893576e-18,0.0,0.0,1.4037463825656942e-14,7.119310939227846e-15,1.1931866020660354e-15,4.783591280011074e-18,0.0,0.0,0.0,2.835768112999e-41,0.0,0.0,0.0,0.0,3.1459692515612013e-15,0.0,0.0,0.0,0.0,9.581726516661668e-43,0.0,4.18716056593273e-21,0.0,0.0,0.0,0.0,0.0,1.989152594459709e-20,1.4531897269021358e-15,0.0,1.4234591745493431e-15,2.7117602589422592e-22,1.9143552221511015e-14,5.010571348635896e-15,9.131484195055176e-38
