grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.11682105821276856,298.0,1.2318238140539242,0.6535759895269967,0.0,0.09810796795224508,0.0,0.04977241432465676,0.19854362819451107,0.0,0.0,2.9416615507353985e-15,0.0,0.0,1.4512612662051855e-14,1.3091892923306928e-12,0.0,0.0,0.0,6.567061400996185e-16,1.4166777399512423e-16,0.0,9.158945163083245e-23,0.0,3.918924058165143e-14,0.0,0.0,2.0875477086974003e-44,0.0,1.9557493470572327e-14,0.0,0.0,0.0,5.3055370630735905e-14,0.0,0.0,3.333433924963436e-14,0.0,0.0,1.635043849925042e-30,0.0,8.141306488406485e-18,1.1636477340835516e-14,1.3390951145293657e-16,0.0,3.9635490762758176e-17,2.729703338166502e-15,1.510023251201149e-15,7.635153522155359e-19,0.0,1.706535745639137e-16,0.0,5.966219292667289e-34,2.5002667317829948e-14,7.138461480218212e-16,0.0,2.1715411119133137e-16,0.0,3.240682366158321e-19,0.0,2.637582642957489e-32,0.0,1.2586148289706852e-14,8.435812967000532e-32,6.219905962175861e-33,4.873458280734046e-15,0.0,0.0,0.0,0.0,3.875772083787074e-30,0.0,1.7111968648959039e-19,3.6392671206419344e-30,0.0,0.0,0.0,2.0236891890831414e-32,0.0,8.887233586750924e-28,0.0,1.3544733211282061e-17,0.0,3.022416637965378e-18,1.0516890992141203e-15,3.583661078710361e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3841358006345652e-14,1.2306825471570564e-17,0.0,5.201148031927084e-40,9.987142910630534e-21,7.951528838885596e-16,7.238002632487187e-17,4.64816584487602e-21,1.1483480797944244e-15,0.0,6.39405720719345e-17,0.0,0.0,5.891006576110354e-19,0.0,4.075260180128347e-15,3.6247343039449034e-20,0.0,3.3988564694645075e-20,7.570361266078231e-15,2.102413995608702e-68,1.1067351392715342e-16,0.0,2.1591403498246858e-16,7.592636359785257e-15,3.421333618842714e-36,1.3445024385101855e-33,0.0,2.8782111897757437e-19,0.0,0.0,0.0,3.7365262160953373e-50,1.1484220429302874e-14,5.199604483921503e-16,3.0351306351924607e-30,0.0,1.6933859632668403e-18,7.604727587226919e-23,8.05286624975417e-19,5.696334590303349e-18,0.0,5.758950252014282e-17,9.606825546211422e-18,0.0,3.8362957414607634e-25,1.3058722285610204e-31,0.0,0.0,0.0
0.016,0.11682105826560366,297.9999999999897,1.2318238134969262,0.6535759894949195,0.0,0.09810796795873584,0.0,0.04977241432206329,0.19854362818946944,0.0,0.0,9.545001130700401e-23,0.0,0.0,0.0,3.445380314138567e-11,0.0,0.0,0.0,6.647842623456552e-16,1.3500932719172835e-14,0.0,1.1460834722933178e-20,0.0,8.539602277866549e-19,0.0,0.0,2.514802725727638e-42,0.0,1.675824549013809e-21,0.0,0.0,0.0,5.298169986617796e-14,0.0,0.0,3.3334214399872205e-14,0.0,0.0,1.8158237824357223e-28,0.0,8.135216767692483e-18,4.693603559973737e-22,1.2452779529268334e-14,0.0,3.963597872385106e-17,2.7297034124242606e-15,1.5098174772280785e-15,0.0,0.0,3.2536182926966795e-14,0.0,6.364072687376105e-32,3.1030430625568804e-17,0.0,0.0,2.1707116707280242e-16,0.0,3.240682389816798e-19,0.0,2.4032063321404664e-39,0.0,1.0427581290812154e-22,3.477331720958238e-29,2.5943767440652513e-30,2.335691936335936e-21,0.0,0.0,0.0,5.846099117770386e-18,1.2895480974420959e-27,0.0,4.657118104189646e-17,1.084392618873737e-27,0.0,0.0,0.0,2.8669428504263336e-30,0.0,2.0662149648730256e-25,0.0,4.6351922096717675e-15,0.0,4.5496316008002e-24,1.456479022164683e-13,8.019059791270136e-30,0.0,0.0,0.0,0.0,0.0,0.0,2.0755601303206572e-18,0.0,2.3839177352997123e-14,2.1451836434104555e-24,0.0,1.101398712786334e-37,9.98320642517116e-21,1.0077418176544816e-21,9.453139747473993e-23,4.186109887051693e-21,2.1395579702048717e-22,0.0,3.2123988096389784e-22,0.0,0.0,5.905754074578156e-19,0.0,4.074917965676301e-15,1.3966140924192755e-17,0.0,1.2514122726961913e-17,7.570361266414955e-15,9.716843757186716e-69,1.1148749932348311e-16,0.0,2.1591403776966217e-16,7.592636360256573e-15,1.3729396650998593e-34,7.858665073515309e-32,0.0,7.648143378468587e-17,0.0,0.0,0.0,8.829248361848757e-48,1.1484220430169478e-14,5.199604485143043e-16,5.523311273374497e-28,0.0,6.328509050620702e-16,2.874628611831055e-20,2.999816941546439e-16,1.5430865600653844e-15,0.0,5.758949912212523e-17,9.607537098937418e-18,0.0,1.0155566950446873e-22,3.4348901291950767e-29,0.0,3.4561986622983543e-22,0.0
0.032,0.11682105965603944,298.00000000004644,1.2318237988354264,0.6535759886513332,0.0,0.09810796812886309,0.0,0.04977241425413778,0.19854362805875148,2.071472958418691e-16,0.0,3.1170852594135527e-30,0.0,0.0,0.0,9.065553874262597e-10,0.0,0.0,0.0,6.646804408026747e-16,1.4323125538562223e-14,0.0,4.098690670261605e-27,0.0,0.0,0.0,4.938349822349987e-33,0.0,0.0,1.4402350732353315e-28,0.0,0.0,1.4565309671431924e-27,5.298165522091196e-14,0.0,0.0,3.333421927675333e-14,0.0,3.6353575437992605e-29,1.4919213496086438e-28,0.0,8.135213417916696e-18,0.0,1.2787298181987016e-14,0.0,3.965016457304908e-17,2.729714550255162e-15,1.509638791643989e-15,0.0,0.0,3.257628352480509e-14,0.0,5.780157764477947e-32,3.860110278062966e-20,0.0,0.0,2.1705794860601328e-16,0.0,3.2406841685184345e-19,0.0,3.123589253306456e-46,0.0,8.65065082485388e-31,3.477331691509745e-29,2.5943767182213528e-30,6.125935076595948e-24,0.0,0.0,0.0,5.846181124603592e-18,4.885409806867063e-28,0.0,4.657117917843732e-17,9.006224036734002e-35,0.0,0.0,0.0,5.509932914284394e-30,0.0,2.0713096988218923e-25,0.0,4.6351945639863345e-15,0.0,0.0,1.4546883588055724e-13,7.396338612684041e-30,0.0,0.0,0.0,1.2350715057319703e-31,0.0,0.0,4.256015006066916e-18,0.0,2.3836996944636947e-14,4.907607146227054e-31,0.0,1.1012683475101973e-37,9.979695421549993e-21,2.2581450813257282e-24,1.206193404408638e-28,3.769897964000782e-21,4.426655881478506e-29,0.0,3.1998590616140107e-22,0.0,0.0,5.919867850063602e-19,0.0,4.074917968904899e-15,1.3966143384484255e-17,0.0,1.2503103867001959e-17,7.570361279023555e-15,9.716260869735348e-69,1.1222578504385206e-16,0.0,2.159140406865114e-16,7.592636374971322e-15,1.3783967753612261e-34,6.702214466091547e-32,0.0,7.648152537684292e-17,0.0,0.0,0.0,7.02461275798928e-48,1.1484220453935235e-14,5.19960449737361e-16,4.974173170859929e-28,0.0,6.16819438555408e-16,2.065127244365497e-20,3.16022264552429e-16,1.5430868482462985e-15,0.0,5.758950026652442e-17,9.608247135507723e-18,0.0,1.775686330874336e-22,3.237548820390557e-29,0.0,6.642412030434427e-22,0.0
0.04,0.11682107354983076,298.00000000204324,1.2318236523318327,0.6535759802222965,0.0,0.09810796982875897,0.0,0.04977241357527442,0.19854362675255505,1.1853859693628398e-13,0.0,2.084903486734287e-37,0.0,0.0,1.2007343301738377e-27,9.620596370418373e-09,0.0,0.0,0.0,6.646635273911791e-16,4.3633010378907974e-14,0.0,1.739410510283503e-29,0.0,0.0,0.0,4.718052956149289e-33,0.0,0.0,2.503892511147508e-35,7.233399745041727e-38,0.0,1.3011145863661078e-27,5.298170632695475e-14,0.0,0.0,3.333446352639382e-14,0.0,3.473520276086281e-29,1.4631504412514376e-28,0.0,8.135275751893991e-18,0.0,2.4513713642643395e-14,0.0,4.041941938891647e-17,2.7303490649297674e-15,1.5098196065023341e-15,1.3714567994942e-32,0.0,3.257631596609803e-14,0.0,5.502326084825831e-32,9.680107076235358e-23,0.0,0.0,2.171797386236381e-16,0.0,3.2408260578248566e-19,0.0,0.0,0.0,1.4424374536350984e-38,3.47733139959654e-29,2.594376500449004e-30,6.124744361475266e-24,0.0,0.0,0.0,5.846181087633523e-18,4.885243523648346e-28,0.0,4.657118002715885e-17,3.183103012998044e-40,0.0,0.0,9.784305771332617e-36,6.770962748057529e-30,4.907622355476565e-34,2.071309724494953e-25,0.0,4.635194649716749e-15,0.0,0.0,1.4537244239083907e-13,7.284890135218826e-30,0.0,0.0,0.0,1.448642919150036e-31,0.0,0.0,5.346192555857023e-18,0.0,2.3835907231195534e-14,1.1649194608766727e-31,0.0,1.1014000947461838e-37,9.978038782847377e-21,2.252682402484558e-24,0.0,3.572669621767372e-21,4.332198810095685e-30,0.0,3.1998591199890894e-22,0.0,0.0,5.926924858819693e-19,0.0,4.0749180178727694e-15,1.396614369261702e-17,0.0,1.2497143615422848e-17,7.570361410768932e-15,9.716472010718812e-69,1.1257712609367027e-16,8.909358507007567e-41,2.1591404994557888e-16,7.592636521385056e-15,1.385216856982565e-34,6.606681257688274e-32,0.0,7.648151097428543e-17,0.0,0.0,0.0,6.237359844011173e-48,1.1484220690518939e-14,5.199604863317446e-16,4.713941999111317e-28,0.0,6.160058515418981e-16,1.727404006077946e-20,3.1683923144418243e-16,1.5430868696527174e-15,0.0,5.758950339586403e-17,9.608474633948496e-18,0.0,2.0992733648599284e-22,3.1379058049065415e-29,0.0,8.162625827250123e-22,0.0
0.044,0.11682114644626636,298.00000003711443,1.2318228836733158,0.6535759360049906,0.0,0.09810797874634052,0.0,0.04977241001159057,0.19854361989923566,2.218111437335009e-12,0.0,2.854596384474588e-44,0.0,0.0,1.3245451538916821e-27,5.53344839420627e-08,0.0,0.0,0.0,6.654257081592339e-16,5.733948339245345e-13,0.0,1.7201759779684562e-29,3.006318565299812e-37,0.0,0.0,4.608518387306068e-33,0.0,2.160058459189115e-15,8.80470594529565e-42,6.930870482372865e-38,0.0,1.2411259813664938e-27,5.2983200798777654e-14,0.0,0.0,3.3340606738624524e-14,0.0,3.3929101524515e-29,1.4492333957527027e-28,2.0966702848815192e-33,8.13708014937552e-18,0.0,2.329776327409676e-13,0.0,6.146889409416928e-17,2.7485856306298525e-15,1.5158282702038489e-15,1.5212847092649616e-32,0.0,3.257721583654674e-14,0.0,5.366574964211755e-32,4.886937713994949e-25,0.0,0.0,2.2169112913817846e-16,0.0,3.246590427905458e-19,0.0,0.0,0.0,4.8341363903754786e-46,3.4773298821193297e-29,2.5943753686195066e-30,6.124721570981018e-24,0.0,0.0,0.0,5.846180912024457e-18,4.885240766607497e-28,0.0,4.657118476547762e-17,3.04571344352461e-40,0.0,0.0,1.0793196883903601e-35,7.386354087061631e-30,5.059327585365408e-34,2.0713098710873967e-25,0.0,4.6351951322594895e-15,0.0,0.0,1.4533619383129477e-13,8.111382000666377e-30,0.0,0.0,0.0,1.5444979009592455e-31,0.0,0.0,5.891269008373663e-18,0.0,2.3835364578678217e-14,1.1649191316386598e-31,0.0,1.1057825558445015e-37,9.977265610854592e-21,2.251856002977919e-24,0.0,3.476715074034846e-21,4.3321866344681334e-30,0.0,3.1998594510439635e-22,0.0,0.0,5.930455113675738e-19,0.0,4.074918291637664e-15,1.3966145284048994e-17,0.0,1.2494519734774849e-17,7.570362359929784e-15,9.716473394127718e-69,1.1275106807679004e-16,8.537038594506835e-41,2.1591428284132462e-16,7.592637289420193e-15,1.389209100934253e-34,6.611431631445213e-32,0.0,7.648152696422952e-17,0.0,0.0,0.0,5.870511280382978e-48,1.1484221929829056e-14,5.199617599021322e-16,4.58733902910496e-28,0.0,6.159314870773631e-16,1.573827877113199e-20,3.1691522577183546e-16,1.5430869941871062e-15,0.0,5.758958851507973e-17,9.609248284099751e-18,0.0,2.2476655441595394e-22,3.0879170312880083e-29,0.0,8.904500700762574e-22,0.0
0.048,0.11682168085710168,298.00000086990343,1.231817248592951,0.6535756120074132,0.0,0.09810804409340877,3.359571441678608e-20,0.04977238384634453,0.19854356965397274,5.257269159181353e-11,2.2455721088564194e-45,4.0684308933126367e-51,0.0,4.685260080772467e-29,1.4856067848105682e-27,3.903268716752505e-07,0.0,0.0,1.4779292930641914e-15,6.926680059832382e-16,1.3516930226116334e-11,2.433305292373595e-13,1.705998483589921e-29,3.2751619268406883e-37,1.1319524947664607e-21,0.0,4.6312755361843145e-33,0.0,7.267772974300128e-14,0.0,7.550037857081694e-38,0.0,1.2448740730421339e-27,5.303897405174142e-14,0.0,1.9894615463473838e-15,3.354869319770203e-14,0.0,3.410492456908365e-29,1.4354415693371953e-28,2.0781062286273406e-33,8.205142890502629e-18,0.0,5.243710705168846e-12,1.7633610544281773e-15,8.364685798454132e-16,3.453534032866084e-15,1.6998581610903546e-15,1.7146060823205637e-32,0.0,3.262178173235513e-14,0.0,5.226975377559908e-32,2.496694517830009e-27,0.0,0.0,4.3368318939065543e-16,0.0,3.561009947534786e-19,1.0087397155151966e-32,0.0,1.3893661637844266e-21,4.415751588905577e-51,3.477319087462735e-29,2.5943673228433483e-30,6.124957123766215e-24,0.0,0.0,0.0,5.846180054414583e-18,4.885220973773287e-28,0.0,4.65712197638683e-17,3.045180033612489e-40,0.0,0.0,1.2105573186052011e-35,7.986922202070432e-30,5.059790513458328e-34,2.071311069184066e-25,0.0,4.635198936290872e-15,0.0,7.54556822109922e-27,1.4555566842677126e-13,3.1808291355445164e-30,0.0,0.0,0.0,1.6341839526853653e-31,0.0,0.0,6.436335184622193e-18,0.0,2.3834837251832687e-14,1.1649262596848594e-31,0.0,1.2400242281978253e-37,9.978353675398966e-21,2.2513143198377474e-24,0.0,3.3833149301910843e-21,4.332209220400266e-30,0.0,3.1998619868409483e-22,0.0,0.0,5.934073817359341e-19,0.0,4.074920300811567e-15,1.3966156900410828e-17,0.0,1.2497879017757478e-17,7.570385926782389e-15,9.716507265358734e-69,1.1308861040050582e-16,9.300251430433292e-41,2.1592743469667757e-16,7.592642938775692e-15,1.3971228782179884e-34,6.648637529997805e-32,0.0,7.648268383393809e-17,0.0,0.0,0.0,5.525487049641301e-48,1.1484231008850703e-14,5.200348959322708e-16,4.464129352522888e-28,0.0,6.159188895620944e-16,1.4340445691487433e-20,3.1692993047779e-16,1.543088295912307e-15,0.0,5.759431378494559e-17,9.636147354963346e-18,0.0,2.383561119057603e-22,3.037843547474889e-29,0.0,9.628504602440307e-22,0.0
0.049,0.11682234369580093,298.00000403777216,1.2318102593806022,0.6535752107384798,0.0,0.09810812503976228,2.8111124682802905e-19,0.049772351262695684,0.1985435073205744,2.4599002731421334e-10,0.0,4.4602640535056295e-56,0.0,1.046081310815505e-27,2.266610648641015e-27,8.053014117675116e-07,0.0,0.0,1.2347636477452002e-14,8.432371492485044e-16,6.414392980238263e-11,1.511335747323077e-12,1.7256989565240824e-29,5.138257157346038e-37,9.471791317246035e-21,0.0,5.148458558625239e-33,6.043122393669431e-45,4.1096880770350106e-13,0.0,1.184557480655287e-37,0.0,1.5264443454842297e-27,5.336964545602997e-14,0.0,9.767515417813093e-14,3.466960709765874e-14,0.0,3.794757960686885e-29,1.431605655771672e-28,2.216432528933031e-33,8.61250225313485e-18,0.0,2.4532290657280276e-11,2.5991101656206995e-14,5.367558923352526e-15,7.777509562843851e-15,2.5920048151342596e-15,2.630738635826935e-32,0.0,3.2963820719793135e-14,3.0136553524474763e-15,5.187837208061628e-32,4.530739262321975e-29,0.0,0.0,2.0088884628500224e-15,0.0,6.270432703515549e-19,1.1199568521501317e-31,1.361366600133146e-41,1.1624392620528714e-20,1.6108692189154707e-50,3.4773069229440817e-29,2.5943582772690125e-30,6.128423106353555e-24,0.0,0.0,0.0,5.846180584566278e-18,4.885197797953844e-28,0.0,4.657126507452823e-17,3.0450601970965378e-40,0.0,0.0,1.8469547526048897e-35,8.136137497324349e-30,5.062973752607068e-34,2.0713130073031596e-25,0.0,4.635204805053148e-15,0.0,3.939553352799292e-26,1.4654458607257288e-13,0.0,0.0,0.0,0.0,1.6560940515370203e-31,0.0,0.0,6.5726064595999616e-18,0.0,2.3834722862315035e-14,1.1649356598408051e-31,0.0,1.8908224600454033e-37,9.996126477790832e-21,2.2512018872911426e-24,0.0,3.3601334893747625e-21,4.332249481092261e-30,0.0,3.199865592435439e-22,0.0,0.0,5.935888480841385e-19,0.0,4.0749227938269755e-15,1.396617116650377e-17,0.0,1.2506233464222853e-17,7.57058328941152e-15,9.716772067406862e-69,1.1484444910556455e-16,1.4591267711460625e-40,2.160519809969085e-16,7.592650048265737e-15,1.4096320007475761e-34,6.79303611686934e-32,0.0,7.649467962046727e-17,0.0,0.0,0.0,5.4443876505514344e-48,1.1484242249169786e-14,5.207168538877864e-16,4.4335762760125735e-28,0.0,6.159180412494972e-16,1.3999661724816173e-20,3.169320012222535e-16,1.5430936735127244e-15,0.0,5.763746979689663e-17,9.806245093412875e-18,0.0,2.416766698728682e-22,3.025345655445361e-29,0.0,9.808384396197118e-22,0.0
0.05,0.11682406024507043,298.00002521836944,1.231792159830285,0.6535741750784593,0.0,0.09810833403566409,1.9858106134536057e-18,0.04977226617550177,0.19854334579597707,1.5507480688756588e-09,0.0,3.5246868659849956e-56,0.0,1.7637483840668196e-26,7.403252848923305e-27,1.8767796887449193e-06,0.0,0.0,8.724509144469978e-14,2.264191250367051e-15,4.1135620277383747e-10,1.2667607408138856e-11,1.9002480109009022e-29,3.0059203420992938e-36,6.691011620402553e-20,0.0,9.133000187224355e-33,3.739420622896706e-43,3.2105500339726417e-12,3.7993979914735227e-47,6.9079440711073114e-37,1.1483341510318907e-15,5.494536391255989e-27,5.670540697442408e-14,7.694734905369296e-33,9.178278077513896e-13,4.5003355451759284e-14,0.0,6.762968799089085e-29,1.4267443968534327e-28,1.2371103515009765e-32,1.2757885927911482e-17,0.0,1.549070751457892e-10,2.4883997199543017e-13,5.047262577304738e-14,5.2807670250256695e-14,1.0045913796028522e-14,8.827016683180579e-32,0.0,3.7368489056364064e-14,6.842229386701335e-14,6.878177739661849e-32,3.1435975187630475e-29,7.684696135726208e-17,0.0,2.1681121915438733e-14,3.6755831966371827e-16,4.525297046423372e-18,1.223417611108026e-30,5.217130259104388e-42,8.211569875067917e-20,2.616112448219177e-49,3.47728286222703e-29,2.59434052764911e-30,6.185137665876776e-24,0.0,0.0,0.0,5.84619164485971e-18,4.885146092464653e-28,0.0,4.6571427053222445e-17,3.0450157283805972e-40,0.0,0.0,6.032395404442487e-35,8.285002220817399e-30,5.105480890026673e-34,2.071320758989121e-25,0.0,4.6352380823126044e-15,0.0,2.58754411375343e-25,1.5518705827709344e-13,0.0,2.231984465047473e-22,6.433336838061501e-49,0.0,1.6816522541512078e-31,0.0,0.0,6.708914209220264e-18,0.0,2.38346429690833e-14,1.1649636175683576e-31,3.931358028779748e-20,7.3282217276820594e-37,1.0281209232117074e-20,2.2511251908773484e-24,0.0,3.3371158615870562e-21,4.332540722606822e-30,0.0,3.1998799732990325e-22,0.0,3.3623601689831353e-20,5.953301459146379e-19,0.0,4.0749292406480045e-15,1.3966208216722953e-17,0.0,1.2564601525492013e-17,7.573843823289747e-15,0.0,1.4353054712060826e-16,8.507993630904882e-40,2.1802754331710732e-16,7.592670714272628e-15,1.4952461358019462e-34,1.0841912065278576e-31,0.0,7.670738918791335e-17,0.0,0.0,0.0,5.383904746115477e-48,1.1484271322340834e-14,5.313352930155176e-16,4.4032997488916445e-28,0.0,6.159189823601163e-16,1.3667147422071967e-20,3.1693367707631877e-16,1.5431711121751137e-15,0.0,5.829720925199427e-17,1.1636259768038497e-17,0.0,2.449799206996805e-22,3.0129834162293283e-29,1.7929053453700273e-15,9.987817500514643e-22,0.0
0.051000000000000004,0.11682852650610895,298.0001668221305,1.2317450694054437,0.6535715032804018,0.0,0.09810887365816436,1.3730020183058308e-17,0.04977204057299837,0.19854292473161114,1.0352550814177691e-08,1.1779519403109071e-40,0.0,0.0,3.0277201313877103e-25,0.0,4.643424547868785e-06,0.0,0.0,6.034258174941694e-13,1.5673932797315402e-14,2.7926611178499555e-09,1.1082512791531922e-10,2.257402007482939e-29,6.050416031670229e-35,4.626322762571961e-19,1.1363494386531706e-14,5.49294958955736e-32,2.1409592902350696e-41,2.6379291776334752e-11,3.121881572097301e-46,1.540155757108376e-35,1.2329969058505742e-14,1.1082721468541562e-25,9.035760314283468e-14,4.804270088356286e-31,7.947726941821897e-12,1.4027237031858324e-13,2.810631896688372e-30,4.164822304231611e-28,1.5076962157963712e-28,6.2527157117555e-31,5.494303146918451e-17,1.8340250954099022e-28,1.0361467539075249e-09,2.2986540566384613e-12,4.994807200799787e-13,5.217613029652643e-13,7.232390960101492e-14,0.0,9.707408678199925e-18,9.409254709894489e-14,7.845563595832844e-13,1.5368101968669984e-30,2.6802570711958987e-27,1.8540539416585977e-15,1.6793265604271204e-16,2.673645748396579e-13,5.658765649482918e-15,6.06132656460536e-17,1.608647441010532e-29,6.893981772050241e-42,5.67733232174966e-19,1.5724840988515073e-47,3.4772698619277937e-29,2.5943321765698708e-30,7.156527348925324e-24,3.32054020273667e-21,1.2880268263340803e-15,4.550213944905364e-22,5.846284988723135e-18,4.885066993392825e-28,2.2219463169048475e-14,4.65726647069226e-17,3.0456457014096086e-40,0.0,0.0,0.0,8.442516046547757e-30,6.085643607076956e-34,2.071359060554005e-25,0.0,4.635597224959287e-15,0.0,1.770047513757761e-24,2.321351887030754e-13,2.3930346116066693e-27,8.092757076066723e-21,1.5526104982509817e-47,0.0,1.7365302833501262e-31,0.0,0.0,6.8457969613819886e-18,0.0,2.3834651933484444e-14,1.163163031043389e-31,8.204999859459872e-19,5.2756881132356945e-36,1.4808504095066344e-20,2.251150729497917e-24,0.0,3.314268849547263e-21,4.3364757750960056e-30,0.0,3.19998648379578e-22,0.0,1.2608090493744758e-18,6.24837487526645e-19,0.0,4.074945881536304e-15,1.3966313393386008e-17,0.0,1.2957730855597409e-17,7.628914432579638e-15,0.0,6.222403489425971e-16,1.8968587547165452e-38,2.4939211653885957e-16,7.592774888209967e-15,2.074468821598978e-34,1.540744913230041e-30,4.27566757245738e-15,8.0494440601655e-17,0.0,0.0,0.0,5.4542266957171857e-48,1.1484347936619709e-14,6.96741587456857e-16,4.373451980025711e-28,0.0,6.159227828100568e-16,1.3342732256172055e-20,3.1693612465669295e-16,1.5444844241563716e-15,0.0,6.838936433921713e-17,3.1328906397448305e-17,0.0,2.4925259502122517e-22,3.002487769911328e-29,2.3178892344935757e-14,1.0177516911111515e-21,0.0
0.052000000000000005,0.11684028676005066,298.00111332532026,1.231621091336538,0.6535646167161551,0.0,0.0981102673237191,9.433518522084037e-17,0.04977142156517517,0.19854180976996788,6.973124753716347e-08,0.0,2.0293668018901193e-53,0.0,5.2932867400586874e-24,0.0,1.178746220775109e-05,0.0,0.0,4.149757801850454e-12,1.5066314426077992e-13,1.9125152086976172e-08,9.74487373435982e-10,3.483177246271015e-28,2.6558293107351356e-33,3.178548386890128e-18,1.1349095790814188e-13,1.6080655590177355e-30,1.21902168886215e-39,2.181263410680676e-10,2.5286728014739885e-45,6.198896083715552e-34,1.1264704876376876e-13,4.307381032692787e-24,4.2986611500513753e-13,2.8408351874125313e-29,6.820645985247463e-11,1.0186118108946994e-12,2.4853663249051328e-28,1.2374805474047994e-26,7.522970843526035e-28,3.685781289850305e-29,4.842520723715961e-16,2.7905447246944897e-27,6.9929323653848944e-09,2.115399991029075e-11,4.969385247055138e-12,5.405710781017653e-12,5.92680318204648e-13,0.0,1.4789804285447229e-16,8.246232298232662e-13,8.625501998675196e-12,1.1278536264465533e-28,1.737143473759954e-25,1.3679176384817166e-14,2.982215696306649e-15,3.3357685566494913e-12,7.781210432618183e-14,8.676313935252781e-16,2.4607317298038535e-28,0.0,3.900345288964066e-18,1.6138239385204924e-45,3.477564637737255e-29,2.594561116296584e-30,2.4141589841577337e-23,5.896200172991588e-20,2.2877907843861415e-14,8.079670252023696e-21,5.846958999237093e-18,4.885226337397623e-28,2.0743864913027194e-13,4.659067936779117e-17,3.0714241940865334e-40,0.0,0.0,0.0,8.760805712964864e-30,5.031710620865898e-33,2.071579901829971e-25,0.0,4.6403434435125035e-15,6.990654370476746e-14,1.2142816890206557e-23,9.29423235308591e-13,2.5016306978737224e-25,2.4694530192542654e-19,1.1457990225626726e-46,1.185638087650068e-30,2.0512855402629916e-31,0.0,0.0,6.993191449889473e-18,0.0,2.3834889873726026e-14,1.1637439839703258e-31,1.638427575010431e-17,4.323229567781513e-35,8.66399189155391e-20,2.2515751823031874e-24,1.2838338839311002e-28,3.2916159386298187e-21,4.401836650839556e-30,0.0,3.201366135671412e-22,0.0,2.1625974172487573e-17,1.1487975769283487e-18,0.0,4.0749888556541856e-15,1.3966836299245494e-17,0.0,1.5423774045557783e-17,8.562284639706519e-15,0.0,8.621467641814864e-15,7.633324982364192e-37,7.474322625061744e-16,7.594170148558293e-15,3.246770055251285e-33,5.470155633328563e-29,6.827086538751239e-14,1.479608527523111e-16,0.0,0.0,0.0,6.479091581791853e-48,1.1484585517409433e-14,3.273579432693576e-15,4.344707952727388e-28,0.0,6.159334210095119e-16,1.30261985227709e-20,3.1694131300824907e-16,1.5673933502816076e-15,0.0,2.2279257038247975e-16,2.4325293656715765e-16,0.0,2.7197477442644297e-22,3.0234323519136935e-29,2.701177309294789e-13,1.0559947171399841e-21,3.132557703740668e-37
