grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.1607366288590587,298.0,1.211747198153289,0.66665685948912,1.5631025508874903e-19,0.08005722468835515,0.0,0.050768574664001406,0.20251734115777045,0.0,0.0,3.4172651386662284e-14,1.395191868864286e-15,2.6373691494252934e-15,2.435629651910202e-14,3.028203605495759e-14,0.0,0.0,5.052103040694178e-15,0.0,1.2506564958099613e-16,0.0,6.250593759853782e-22,0.0,0.0,2.0897972277945488e-17,8.440044332886118e-34,1.5949561549826717e-43,2.939423240849119e-16,1.271393909473847e-13,0.0,0.0,0.0,3.8747442326724e-14,3.350149873786304e-15,5.7465444005088e-17,7.450867115571413e-14,0.0,0.0,7.086791101853785e-32,4.3854560616472735e-24,0.0,1.6724294153298945e-15,1.4035746293736095e-17,1.1206922762784235e-15,1.470234117267679e-17,6.195844030638366e-15,1.3350537884410437e-14,0.0,0.0,0.0,3.859479867161047e-15,3.4232904311256504e-34,0.0,0.0,0.0,0.0,0.0,6.642505230079786e-21,0.0,4.4875377719939e-33,0.0,0.0,4.060283409503457e-32,2.9936713082154358e-33,8.301869372989386e-15,0.0,0.0,0.0,2.5925575164275138e-14,0.0,0.0,0.0,0.0,1.2022546132216253e-13,0.0,0.0,5.023757333661378e-28,0.0,0.0,0.0,3.698807872927287e-17,0.0,3.709470013752447e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2134034126437252e-20,1.217705981635112e-24,5.344382752079007e-14,1.1930460800529884e-14,0.0,2.4714939353891185e-18,1.1484427950592966e-13,2.236848651816375e-16,8.932732816605557e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5599383311484906e-17,2.4988093741809338e-15,0.0,5.459892215803387e-15,0.0,0.0,0.0,3.747398427409434e-16,7.530385581285767e-17,0.0,0.0,0.0,4.2025268688951956e-16,0.0,4.711722421406443e-34,1.3534039355642522e-14,0.0,0.0,1.0635680691435064e-25,1.3948568497921197e-15,3.912399868831676e-21,6.690895782087803e-25,1.807728938634078e-21,3.4406765489226885e-19,0.0,1.6458355842206675e-17,2.5777304420641026e-14,1.0135063636282173e-20,4.51546077926303e-27,0.0,3.0955435863050244e-20,9.768550483153301e-33
0.016,0.1607366288586948,297.9999999950539,1.2117471981577703,0.6666568594872001,1.563102575175921e-19,0.08005722468953844,0.0,0.05076857466382742,0.202517341157125,0.0,0.0,1.5238932050546758e-21,1.3951918691312377e-15,1.911976948330158e-21,0.0,1.0787059517167306e-12,0.0,0.0,6.51340800451288e-13,0.0,1.6123816173305473e-14,0.0,1.0660188432293082e-19,0.0,0.0,3.599101728800859e-15,9.52558979111675e-32,2.53724382502319e-41,3.1880854802034696e-16,1.4896830482786346e-20,0.0,0.0,0.0,3.884256702951115e-14,6.789105049411705e-22,9.590587850222397e-15,7.450958489546912e-14,0.0,0.0,2.0761336165750435e-29,8.803330660292288e-22,0.0,9.234203300158859e-23,1.781508858212009e-15,1.1206922781156977e-15,1.4701664665696778e-17,6.1958440300837614e-15,1.335048363726506e-14,0.0,0.0,0.0,3.8594798541490764e-15,8.737918608037309e-32,0.0,0.0,0.0,0.0,0.0,6.642504986561825e-21,0.0,6.41327672277787e-40,0.0,0.0,2.277728995752101e-29,1.6993739961348052e-30,1.2046461695564606e-20,0.0,0.0,0.0,5.963301816723471e-18,0.0,0.0,0.0,0.0,1.2022548414060173e-13,0.0,0.0,1.0024997905268326e-25,0.0,0.0,0.0,1.7341492409944798e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5669507251269516e-18,1.4071529661354378e-24,5.3440282602276694e-14,2.8705994066339868e-21,0.0,4.275164424399234e-24,2.660525618382461e-19,2.0758995051989772e-16,2.1484333281081286e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527165328105616e-14,2.498567021351518e-15,0.0,5.459892216291606e-15,7.007726714450332e-69,0.0,0.0,3.747398432686832e-16,7.530385581017107e-17,0.0,0.0,0.0,1.5451784383994834e-13,0.0,1.6892004579314727e-31,1.3534039358092714e-14,0.0,0.0,2.729761062481498e-23,1.3948568469016734e-15,1.9834181996494814e-18,9.702954081175454e-23,9.134276229540127e-19,1.1989179893733475e-16,0.0,1.6458355612676785e-17,2.5777287023516787e-14,3.699702688875079e-18,1.675312327806782e-24,0.0,1.208548554608872e-17,2.1434028800388724e-30
0.032,0.16073662893957552,297.99999999490865,1.2117471975477303,0.6666568594529815,1.5631026303055373e-19,0.08005722469504908,1.5215684614391833e-17,0.050768574660828215,0.20251734115123604,0.0,0.0,6.825006144161779e-29,1.395191857008626e-15,7.632080981479321e-28,0.0,3.850056761395239e-11,0.0,0.0,8.253206616164605e-13,0.0,1.6127332168593668e-14,0.0,5.227716489271331e-26,0.0,5.127325495815836e-19,3.599103252590257e-15,2.8147153630519075e-31,2.5174760757000288e-45,3.1881379986966233e-16,1.7490812721046166e-27,6.941081200624215e-35,0.0,5.645070919449837e-25,3.883508843194887e-14,1.3785873720619742e-28,9.5904409149937e-15,7.450560069203013e-14,0.0,2.081781248560115e-27,0.0,4.0797676491486046e-27,0.0,0.0,1.7824769239038844e-15,1.1206925335520874e-15,1.4701687251878463e-17,6.195844050247108e-15,1.3350293947894021e-14,0.0,0.0,0.0,3.859479870291636e-15,8.652202473725224e-32,0.0,0.0,0.0,0.0,0.0,6.642504876118554e-21,2.9495722211677613e-30,0.0,5.05126528016076e-19,0.0,2.2777289949143675e-29,1.6993740025262067e-30,2.285007208033568e-23,0.0,0.0,0.0,5.963188383543691e-18,3.997835592945494e-28,0.0,0.0,0.0,1.2022550697409107e-13,0.0,0.0,1.9441218245003447e-25,0.0,0.0,0.0,1.7341511322209114e-14,0.0,1.5672037881437449e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111630261764188e-18,1.4075959584107974e-24,5.3436737926993786e-14,8.03685648629145e-28,0.0,7.00461633435443e-27,6.30410770172375e-25,1.9265223957167427e-16,5.501732137442755e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527168579223272e-14,2.4985670714521206e-15,3.1216830765907487e-18,5.459892216753295e-15,7.007710890668204e-69,0.0,6.821532641535106e-38,3.747398439886026e-16,7.530385581974334e-17,0.0,0.0,0.0,1.5451820064702142e-13,0.0,1.6892004594499716e-31,1.3534039361933042e-14,0.0,0.0,2.533353136316961e-23,1.3948568439747247e-15,1.9177673659133045e-18,7.541978601199705e-23,9.791045668959088e-19,1.1989182810661133e-16,0.0,1.645835561102336e-17,2.5777269646968284e-14,6.718432644172721e-18,1.6095766009409087e-24,0.0,2.343705535156884e-17,6.858650774126306e-35
0.04,0.16073663003340946,297.9999999948929,1.2117471893014622,0.6666568589882393,1.5631027388000402e-19,0.08005722477288935,1.6612068552803732e-17,0.050768574620402934,0.20251734107289907,9.939587664906644e-15,0.0,6.218601629327222e-36,1.3951918536741711e-15,4.229252691424619e-29,0.0,5.440709854892813e-10,0.0,0.0,8.99111649172722e-13,0.0,1.6292349645473255e-14,0.0,0.0,2.6271067999007373e-34,5.598004800411576e-19,3.5991040634480145e-15,2.7787531057316017e-31,2.4630556735051184e-45,3.191298988624003e-16,4.141417534358613e-34,6.85536938287296e-35,0.0,5.559514410085343e-25,3.8834561490920987e-14,0.0,9.590541802931075e-15,7.450379830154672e-14,1.6221544252135095e-29,2.055222213754079e-27,0.0,1.6410691071827844e-32,0.0,0.0,1.8382721678401345e-15,1.1207097829183726e-15,1.470345944622844e-17,6.1958455083641036e-15,1.3350175385320267e-14,0.0,0.0,0.0,3.8594808920696925e-15,8.441835065253812e-32,0.0,0.0,0.0,0.0,0.0,6.6425119521633254e-21,3.210490238166174e-30,1.96553489423443e-40,5.515154199764542e-19,0.0,2.2777289838369207e-29,1.699373994261457e-30,2.2838329068544146e-23,0.0,0.0,0.0,5.9631883812245224e-18,3.9999281847292785e-28,0.0,0.0,9.946785023123217e-42,1.202255185361694e-13,0.0,0.0,2.40035311725668e-25,0.0,0.0,0.0,1.7341512355449665e-14,0.0,1.7114375551889455e-24,1.0173713089863049e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.883911247057754e-18,1.4077881543910523e-24,5.3434965703797676e-14,1.12448338437737e-28,0.0,6.977811540978586e-27,1.3398692786568372e-26,1.8546215672340393e-16,3.354587446040494e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527168596806483e-14,2.4985671012546285e-15,4.834028792275145e-18,5.459892222166063e-15,7.007708840990537e-69,0.0,6.777807402902782e-38,3.7473984575815127e-16,7.530385590875411e-17,0.0,0.0,0.0,1.5451820065512508e-13,0.0,1.6892004594548164e-31,1.353403937899088e-14,0.0,0.0,2.438804465835264e-23,1.3948568389265218e-15,1.9133598748859413e-18,6.598202858704274e-23,9.835214409613537e-19,1.198918290551615e-16,0.0,1.6458355620931567e-17,2.5777261053752944e-14,8.072316764805966e-18,1.5762809794837518e-24,0.0,2.8937076753945335e-17,3.073745895816031e-38
0.044,0.16073663769598698,297.999999995218,1.2117471315354218,0.6666568557320885,1.5631028425972846e-19,0.08005722531908901,1.7229740195784586e-17,0.0507685743372274,0.2025173405244153,3.506292810763478e-14,0.0,1.1523891668041607e-42,1.3951918607594188e-15,3.2884312535923116e-28,0.0,4.085598979802158e-09,0.0,0.0,9.325635952561057e-13,0.0,2.0342962104327213e-14,0.0,0.0,2.5984848720964395e-34,5.806067536671541e-19,3.599118407203647e-15,2.7460991385682854e-31,2.4326484861408077e-45,3.287261729312152e-16,1.9773405094662558e-40,6.726226147861969e-35,0.0,5.454280854131977e-25,3.8834538189312046e-14,0.0,9.593724341329868e-15,7.450299332450756e-14,2.1260619826311504e-29,2.0310611850875718e-27,0.0,0.0,0.0,0.0,3.1871420363825485e-15,1.12129836535352e-15,1.4769399169679214e-17,6.195902270809903e-15,1.335023974662293e-14,0.0,0.0,0.0,3.859522979945414e-15,8.309087922287776e-32,0.0,4.718301957793115e-17,0.0,0.0,0.0,6.642921319770005e-21,3.3394318974156176e-30,7.029342992755612e-41,5.720223073259906e-19,0.0,2.2777289064568265e-29,1.6993739365316712e-30,2.283915846305064e-23,0.0,0.0,0.0,5.9631883653217815e-18,3.9999281303534777e-28,0.0,0.0,2.471486564141422e-40,1.2022552525977142e-13,0.0,0.0,2.6248143374556026e-25,0.0,0.0,0.0,1.734151331738453e-14,0.0,1.7752291622343088e-24,2.8204057533631785e-14,0.0,0.0,3.9381843488925295e-49,0.0,0.0,0.0,0.0,9.770037018029929e-18,1.4078769609751821e-24,5.3434079968393584e-14,1.1244807562311322e-28,0.0,6.974330334870103e-27,1.3430912037021062e-26,1.8193572649470777e-16,3.3545628138342407e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527168706060423e-14,2.4985671333370607e-15,5.722055892711747e-18,5.45989226089139e-15,7.007708893755705e-69,0.0,6.650098564563981e-38,3.7473985067312833e-16,7.53038564765341e-17,0.0,0.0,0.0,1.545182016262391e-13,0.0,1.689200471601425e-31,1.3534039463577656e-14,0.0,0.0,2.392432470927228e-23,1.3948568347070233e-15,1.912839215617212e-18,6.158255072410477e-23,9.840465103236096e-19,1.198918316013848e-16,0.0,1.6458355767491092e-17,2.5777256885266735e-14,8.711766081951303e-18,1.559540911214067e-24,0.0,3.1643032116813007e-17,1.9649643503215542e-37
0.048,0.1607367118227594,298.00000000572356,1.2117465727153076,0.6666568242342619,1.5631033077471994e-19,0.08005723060330587,1.778565194337346e-17,0.05076857159729908,0.20251733521868512,6.163020193927621e-13,2.5060706622094276e-42,2.1994692845020314e-49,1.3951919431612159e-15,3.1843538987604597e-27,0.0,3.834405463852566e-08,0.0,0.0,9.626812510201736e-13,0.0,1.5426460499081129e-13,1.2649935314611035e-15,0.0,2.547770539772176e-34,5.993318939463426e-19,3.599738073390768e-15,2.7057725969230784e-31,2.7895513746850696e-45,7.203612620872208e-16,9.580644016726245e-47,6.561351808604802e-35,0.0,5.320044486426274e-25,3.883495909718267e-14,0.0,9.728705141956723e-15,7.450419950634427e-14,2.095008443048455e-29,2.0012255238130666e-27,0.0,0.0,0.0,0.0,4.70345188888834e-14,1.1482757439562853e-15,1.8061844789487834e-17,6.1988760377471144e-15,1.335561118828489e-14,0.0,0.0,0.0,3.861851803099815e-15,8.154091244863251e-32,0.0,2.840354510150377e-15,0.0,0.0,0.0,6.673282507899455e-21,3.54313160296946e-30,3.7802053012575447e-41,5.904784947200513e-19,4.397456235351388e-49,2.2777281606938873e-29,1.699373380196354e-30,2.2846987016834616e-23,0.0,0.0,0.0,5.963188217094895e-18,3.9999264506703256e-28,0.0,0.0,2.4714981717895487e-40,1.2022554091485558e-13,0.0,0.0,2.8456642263810226e-25,0.0,0.0,0.0,1.7341518315881057e-14,0.0,1.8326703587700677e-24,4.680987012731873e-14,0.0,0.0,2.3785649533450427e-47,0.0,0.0,0.0,0.0,1.065614852649093e-17,1.4079586468996636e-24,5.343319782513268e-14,1.1244811894885576e-28,0.0,6.972409540535538e-27,1.3465538877572456e-26,1.78475927618736e-16,3.3545652467008024e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527169801687243e-14,2.4985673200915213e-15,6.638566642680686e-18,5.459892628810698e-15,7.007709404031208e-69,0.0,6.487063062111461e-38,3.747398924891891e-16,7.530386215049953e-17,0.0,0.0,0.0,1.5451821186188156e-13,0.0,1.6892006822198937e-31,1.353404023342895e-14,0.0,0.0,2.346937696828029e-23,1.3948568983089665e-15,1.9127175948084565e-18,5.747901010049376e-23,9.841724772853427e-19,1.1989184362364531e-16,0.0,1.6458360996125227e-17,2.5777253942287678e-14,9.315511198861394e-18,1.5427236440506859e-24,0.0,3.4305451630796553e-17,1.820132811913171e-36
0.049,0.16073683083146048,298.0000000590282,1.2117456755446012,0.6666567736753665,1.5631036159785233e-19,0.08005723908562908,1.792740356906947e-17,0.050768567195938544,0.2025173267006033,3.576675724448332e-12,0.0,0.0,1.3951920807126227e-15,7.812145707440626e-27,0.0,9.33361508191073e-08,0.0,0.0,9.703649457150705e-13,0.0,8.586522926420768e-13,1.1554887669532698e-14,0.0,2.5349879713728753e-34,6.041066105484866e-19,3.604033086953196e-15,2.695298747796245e-31,5.410943828471819e-45,3.254434332309066e-15,3.859196309198225e-50,6.519832732406374e-35,0.0,5.286279085341355e-25,3.8838022906376446e-14,0.0,1.0635892189916791e-14,7.451854904556469e-14,2.0870103292835005e-29,1.993482009537735e-27,0.0,0.0,0.0,0.0,2.738452712192567e-13,1.3440081108725455e-15,4.4057154163373544e-17,6.223504782610793e-15,1.3391164410883697e-14,0.0,0.0,0.0,3.882208413338502e-15,8.120196986049876e-32,0.0,3.5446821437752976e-15,0.0,0.0,0.0,7.027238541053521e-21,3.7266649173452186e-30,1.4899915942466139e-47,5.951842390286136e-19,1.0642628794085154e-48,2.277726977082393e-29,1.6993724974569976e-30,2.2859610839561263e-23,0.0,0.0,0.0,5.963188006878661e-18,3.9999237739189225e-28,0.0,0.0,2.471508548951801e-40,1.202255581933269e-13,0.0,0.0,2.9006437664839306e-25,0.0,0.0,0.0,1.734152258535092e-14,0.0,1.8473168100498077e-24,5.151260117284272e-14,0.0,0.0,2.968414630554727e-47,0.0,0.0,0.0,0.0,1.0877676322811462e-17,1.4079787775846178e-24,5.3432982518741665e-14,1.1244832724045948e-28,0.0,6.971992175181422e-27,1.3474172826942852e-26,1.776152785316619e-16,3.354569449980577e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527171518045348e-14,2.4985676043660283e-15,6.869585143992294e-18,5.459893461043917e-15,7.007710645084496e-69,0.0,6.446004350213334e-38,3.74740111195659e-16,7.530387127123987e-17,0.0,0.0,0.0,1.5451822828088524e-13,0.0,1.6892015895599173e-31,1.3534041464085545e-14,0.0,0.0,2.3356221098966973e-23,1.3948569756513616e-15,1.912701303284801e-18,5.64717051440087e-23,9.841901364853198e-19,1.1989187643496613e-16,0.0,1.6458415539993494e-17,2.5777256569732874e-14,9.464168001520005e-18,1.538515739125272e-24,0.0,3.4968248266288574e-17,4.4130333679974256e-36
0.05,0.16073720805055483,298.0000005239709,1.2117428318123877,0.6666566135003495,1.5631037646135944e-19,0.08005726596009594,1.8125432285532812e-17,0.05076855322695847,0.2025172997015316,2.976854364092961e-11,6.571396198617742e-43,3.357794146342652e-56,1.3951925513524654e-15,2.264029094985261e-26,0.0,2.67570018235754e-07,0.0,0.0,9.8109571196966e-13,0.0,7.209080867658679e-12,1.315075483869919e-13,0.0,2.5275685517975626e-34,6.107774915549337e-19,3.654258251702864e-15,2.685463827502383e-31,3.4557800001890837e-44,3.100964199678354e-14,3.6583969022988754e-49,6.491017299061036e-35,0.0,5.262848916116451e-25,3.8878948103876246e-14,0.0,2.0935556557746646e-14,7.469636324394037e-14,2.080504413922401e-29,1.986267964036275e-27,0.0,0.0,0.0,0.0,2.2871019299791815e-12,3.733646306123381e-15,3.8804562360302413e-16,6.564657346586188e-15,1.3784332158014475e-14,0.0,0.0,0.0,4.179137876774973e-15,8.172073609908649e-32,1.771151150616767e-30,4.259064099332384e-15,0.0,0.0,0.0,1.3842382717104265e-20,4.265273711022714e-30,0.0,6.017570093070696e-19,3.0353566632572784e-48,2.2777233365992693e-29,1.699369784255401e-30,2.2900039091993498e-23,0.0,0.0,0.0,5.96318756602321e-18,3.999915444177072e-28,0.0,0.0,2.4715389595066885e-40,1.2022560986778434e-13,0.0,0.0,2.9553969898053627e-25,0.0,0.0,0.0,1.734153538263938e-14,0.0,1.8677573851727965e-24,5.6403604453942453e-14,0.0,0.0,3.5666843164968155e-47,0.0,0.0,0.0,0.0,1.1099205485776992e-17,1.4079988321815739e-24,5.3432780819172176e-14,1.1244868039856623e-28,0.0,6.971623524434142e-27,1.348279148337638e-26,1.7675882080825784e-16,3.354588812644689e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527176970396872e-14,2.498568573148943e-15,7.103441110166472e-18,5.459901111158054e-15,7.003114709827477e-69,0.0,6.417497212111186e-38,3.7474387587178896e-16,7.530390523307171e-17,0.0,0.0,0.0,1.5451828127496196e-13,0.0,1.6892103821745578e-31,1.353404535488673e-14,0.0,0.0,2.3243656843954624e-23,1.3948574162591039e-15,1.9126931507733464e-18,5.548232890473053e-23,9.842004494334934e-19,1.1989219636267052e-16,0.0,1.6459507482710988e-17,2.5777290447677857e-14,9.610626761682834e-18,1.534306372862087e-24,0.0,3.5628315177671666e-17,1.2605255730927142e-35
0.051000000000000004,0.160738404600552,298.0000045794373,1.211733811498864,0.6666561061052044,1.5631034488555793e-19,0.08005735110470372,1.8865678501136538e-17,0.05076850877448479,0.20251721406073622,2.616203180093261e-10,1.3017396482025013e-41,6.97927909325204e-55,1.395194897385819e-15,7.217777780722058e-26,0.0,8.196049328311344e-07,0.0,0.0,1.0210950326985487e-12,0.0,6.446176324273417e-11,1.529839486868136e-12,0.0,2.577295750483761e-34,6.357178977303541e-19,4.241598110483712e-15,2.6865224001900863e-31,3.6793136243303535e-43,3.3500805467732e-13,2.3111872567391294e-49,6.5985809276557e-35,1.4000452159637177e-16,5.349839522599356e-25,3.942772964028389e-14,5.1657275015747455e-33,1.378722485652296e-13,7.687498037978224e-14,2.0935864234165476e-29,1.9877582988900632e-27,0.0,0.0,0.0,0.0,2.015757951880741e-11,3.2908127003693786e-14,4.939960793811147e-15,1.1290288361227749e-14,1.8130350991215274e-14,0.0,0.0,0.0,8.510307390300357e-15,9.526818393135992e-32,4.7089502672710147e-29,5.020242574410678e-15,0.0,0.0,0.0,1.450621994635732e-19,6.079865810207636e-30,5.426714584759034e-42,6.263237237373475e-19,9.445133359714364e-48,2.277712758299153e-29,1.6993619172617073e-30,2.3035104038767618e-23,0.0,0.0,0.0,5.963188133298156e-18,3.99989037662502e-28,0.0,0.0,2.47163900025429e-40,1.2022577048099853e-13,0.0,0.0,3.0099263376450586e-25,0.0,0.0,0.0,1.7341576665575885e-14,0.0,1.944016520115363e-24,6.308899518825989e-14,0.0,0.0,4.2041434481532563e-47,0.0,0.0,0.0,0.0,1.1320742110071937e-17,1.4080196163724504e-24,5.3432622180733714e-14,1.1244981640117791e-28,0.0,6.971325063950077e-27,1.3491341241545596e-26,1.7590662015525224e-16,3.3548024122259653e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352719424643067e-14,2.4985735925619197e-15,7.349161414605348e-18,5.460039818682737e-15,6.845007660782758e-69,0.0,6.52378843225713e-38,3.748216222318191e-16,7.530416097874602e-17,0.0,0.0,0.0,1.5451846420353145e-13,0.0,1.6893036135163696e-31,1.353405865926475e-14,0.0,0.0,2.3131786018947968e-23,1.3948608329462225e-15,1.9126909343223642e-18,5.4510594835986e-23,9.842073859301507e-19,1.1989860645895233e-16,0.0,1.6481814637207253e-17,2.5777737928510688e-14,9.754915286572275e-18,1.5301024115271224e-24,0.0,3.628567078054755e-17,3.863282163054629e-35
0.052000000000000005,0.16074220784462084,298.00003995174535,1.2117051412490196,0.6666544991727341,1.5631020105972598e-19,0.08005762086189472,2.453956572994239e-17,0.050768366364837024,0.202516941832075,2.3141267676300027e-09,9.814838935641681e-42,2.5521855325079532e-54,1.3952200769021347e-15,2.9422985883444998e-25,0.0,2.5686692643570654e-06,0.0,0.0,1.3271741792833582e-12,0.0,5.806325956668319e-10,1.783087286843135e-11,5.23131263308314e-30,3.2515782641091947e-34,8.268941107511374e-19,1.1110126527901888e-14,2.822927554456552e-31,5.212939366496961e-42,3.664690765637409e-12,3.647522842373104e-47,8.196720953895018e-35,5.224481855328068e-15,6.656028191610798e-25,4.6789446888633086e-14,1.4913726378085786e-31,1.4655209237278947e-12,1.0354447618065279e-13,2.3594441608221737e-29,2.097822613339932e-27,0.0,1.798768370848285e-31,0.0,0.0,1.7878490930740682e-10,3.8909559693742e-13,6.517494104735706e-14,7.675028578860151e-14,6.616922112124433e-14,0.0,0.0,0.0,7.16877391366639e-14,3.6010061999450314e-31,5.756652859441313e-28,6.113314327519109e-15,0.0,1.968628212158757e-14,3.044038413135493e-16,2.6716120909964675e-18,1.4668907804039194e-29,0.0,8.146296568172533e-19,3.6720624619262145e-47,2.2776875811366093e-29,1.6993433536178055e-30,2.3640505993158687e-23,0.0,0.0,0.0,5.963207060086542e-18,3.999822500526084e-28,0.0,0.0,2.4720872913022774e-40,1.2022627617745195e-13,0.0,0.0,3.064247813468866e-25,0.0,0.0,0.0,1.7341734321574306e-14,0.0,2.5281590950431213e-24,9.039842898279989e-14,0.0,0.0,5.119551472214278e-47,0.0,0.0,0.0,0.0,1.1542328437156671e-17,1.4080437792449896e-24,5.3432599859925836e-14,1.1245384856921212e-28,0.0,6.971214316336828e-27,1.3498626863687132e-26,1.7505887746621623e-16,3.3590592621584553e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3527248959925121e-14,2.49863920114694e-15,7.679825271671078e-18,5.463084296833307e-15,6.662298604796708e-69,0.0,8.103519762457024e-38,3.764702781484978e-16,7.53093900303423e-17,0.0,5.660646789366999e-32,0.0,1.5451939653461479e-13,0.0,1.690321270189632e-31,1.3534120614339143e-14,0.0,0.0,2.30209756623304e-23,1.394912490393001e-15,1.9126966909492564e-18,5.355615122456382e-23,9.84214797439501e-19,1.200463461659789e-16,0.0,1.6939007256353814e-17,2.578400923842068e-14,9.897105224980312e-18,1.5259267351029208e-24,0.0,3.694041023904695e-17,1.2579120548989736e-34
