grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11401)
0.0,0.11678877281001433,298.0,1.2318238140538516,0.6535759895269486,0.0,0.09810796795223434,1.1198819734592575e-14,0.0497724143246694,0.19854362819448554,2.1554132690693586e-16,0.0,3.9272025722700865e-14,1.7243212266235635e-15,0.0,0.0,1.3136680152383712e-12,2.369997636166578e-83,1.0860857424312098e-20,4.725221643826541e-16,0.0,1.967469332056629e-16,0.0,1.3635862062306031e-22,0.0,1.0393294099633105e-14,0.0,1.6898200373120305e-33,8.495341263111079e-44,1.5940378467782568e-16,2.9886855604233864e-14,0.0,0.0,4.883729325723973e-28,2.4055904284937985e-14,0.0,4.899377614798727e-16,6.570989570777786e-14,0.0,7.045874651966622e-30,4.247331583567349e-31,0.0,0.0,2.6621282872190516e-15,3.056364250113642e-17,0.0,0.0,6.213307032372263e-16,3.2144986417320704e-14,1.0944410006489108e-18,0.0,1.0917369389231786e-16,0.0,1.0456690030119295e-34,1.6059120104113042e-14,0.0,4.3765052729534125e-18,3.5639250593637226e-15,0.0,6.246835300174912e-19,0.0,2.3150734176921693e-32,1.3507972299031669e-21,0.0,8.438139296866979e-32,6.221621221534753e-33,3.2368201009693214e-14,6.709244166103416e-23,2.639002583411906e-17,1.1972298132514171e-23,0.0,0.0,0.0,4.509213888207091e-19,0.0,2.6676121635260307e-15,6.411186031430286e-16,0.0,0.0,0.0,0.0,0.0,1.1270845495658745e-16,0.0,0.0,6.316498978015149e-16,3.547609329743283e-33,0.0,2.4446774387679464e-49,1.5139412305894736e-33,1.294108783338145e-31,2.2911091672088953e-34,1.6819608450060665e-18,1.4366949981022028e-19,0.0,2.454280901305906e-14,1.0951948961373101e-17,0.0,1.0938523937828915e-38,0.0,9.785089673659982e-15,1.264826645680866e-16,0.0,9.436192712624456e-17,0.0,1.426189370187143e-16,0.0,0.0,5.604337714931421e-19,0.0,0.0,3.2087430933520405e-20,0.0,0.0,8.383892372880309e-15,4.722054712844141e-65,0.0,0.0,1.4677136627917826e-15,6.915509293366164e-15,2.976221553133741e-36,1.5568233124255574e-33,0.0,5.500401390063626e-19,0.0,0.0,0.0,4.795491832636998e-50,1.2282405462808173e-14,0.0,0.0,0.0,2.0906721917793703e-17,9.384433769584203e-22,9.944801244942888e-18,5.13729414757494e-19,8.731341752964356e-15,1.0741922355463189e-17,2.116547880424324e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016,0.11678877286298037,297.9999999999221,1.2318238134956874,0.6535759894946052,0.0,0.09810796795892437,8.404293018449068e-18,0.04977241432199968,0.19854362818939367,2.0118480036099133e-14,0.0,1.282771180154235e-21,1.724321234312373e-15,5.330911792599931e-23,0.0,3.456097683790084e-11,4.822076986210429e-82,1.0860871378690899e-20,4.435306236217266e-14,0.0,1.8611155955561975e-14,0.0,1.6972743569281317e-20,0.0,5.132341356585593e-19,0.0,1.4293943750051504e-31,0.0,1.6484305139605047e-16,2.547326459584201e-21,0.0,0.0,6.531066451603625e-26,2.382693367934879e-14,0.0,5.98320256944887e-14,6.571422448931084e-14,0.0,8.350296422160708e-28,0.0,0.0,0.0,1.0772148947189766e-22,2.8515328953545913e-15,0.0,0.0,6.213307745390593e-16,3.214467507427229e-14,0.0,0.0,2.0897223096483456e-14,0.0,0.0,2.0009788939222563e-17,7.628332656792252e-15,1.1047551262721642e-15,3.563956177300712e-15,0.0,6.246835306378495e-19,0.0,1.6052754331582436e-39,3.5193330443844946e-19,0.0,3.477331720660585e-29,2.5943767354967372e-30,1.9623864919053608e-20,2.1845868060025214e-20,8.478446152763553e-15,2.9936204531615754e-21,5.8461539991170935e-18,0.0,0.0,1.2483135967847008e-16,0.0,2.6676601109619074e-15,1.4799040506380377e-22,0.0,0.0,0.0,0.0,0.0,3.8757941027408305e-14,0.0,0.0,8.75302457258274e-14,6.257045339733414e-30,0.0,6.388404162756752e-47,0.0,4.5610140658810383e-29,8.8207070548692e-32,7.19165033874572e-16,2.3827642013589073e-18,0.0,2.4540570004032963e-14,1.9190585372635727e-24,0.0,2.3449258052133282e-36,0.0,1.2368843479393311e-20,1.8626332261216982e-22,0.0,1.5755081128901766e-23,0.0,8.607008634933387e-22,0.0,0.0,5.615769219743317e-19,0.0,0.0,1.2428239633978367e-17,0.0,0.0,8.383892373419876e-15,1.2910558719805798e-62,0.0,0.0,1.46771364948751e-15,6.915509293867225e-15,0.0,0.0,0.0,1.4838492144458673e-16,0.0,0.0,0.0,1.2960316162612317e-47,1.2282405463909814e-14,0.0,0.0,0.0,7.787376509704403e-15,3.534400115335725e-19,3.6921190432558466e-15,1.2686340198245085e-16,8.731341740869457e-15,1.0741927366400509e-17,2.1165479475263363e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.4584263578471236e-41,0.0
0.032,0.1167887742569804,298.00000000001177,1.2318237987925118,0.6535759886486435,0.0,0.09810796812950986,9.207630505037227e-19,0.04977241425388098,0.19854362805830594,2.5746541499884885e-14,0.0,4.214517124023252e-29,1.7243212369822206e-15,2.9762546192418915e-29,0.0,9.091321172019261e-10,2.1369641067532592e-82,1.0860904251395978e-20,4.0298225160607145e-14,0.0,1.943736125625499e-14,0.0,6.016430328634048e-27,0.0,3.1032343694407096e-20,0.0,0.0,0.0,1.6723072764014927e-16,2.1769407093247676e-28,0.0,0.0,8.638618122744744e-29,2.382560117585019e-14,0.0,5.983256429786391e-14,6.571422950033611e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.187436254904967e-15,0.0,0.0,6.213419392851809e-16,3.2144551743543336e-14,0.0,0.0,2.0923030362265168e-14,0.0,0.0,2.4990409759849214e-20,8.626315525768188e-15,1.3530107795355295e-15,3.563966719556005e-15,0.0,6.246837077549213e-19,0.0,9.931987081029279e-47,3.808901025298226e-20,0.0,3.477331691414122e-29,2.5943767181498e-30,5.1225069957877055e-23,2.675497519198298e-20,1.0383876677470177e-14,3.666333519864538e-21,5.8461811245644e-18,4.884779057953196e-28,0.0,1.2483136266540959e-16,0.0,2.6677080638925088e-15,1.2357761916976147e-28,0.0,0.0,0.0,0.0,0.0,3.875796460573331e-14,0.0,1.167892924855899e-25,9.284881054227379e-14,6.174014857078618e-30,0.0,7.224240916292792e-47,0.0,2.10168696953162e-33,7.365761029315165e-38,7.191652474415168e-16,4.621571162699622e-18,0.0,2.4538331244069332e-14,4.3944387711736995e-31,0.0,2.34491677994477e-36,0.0,2.7788465493864485e-23,4.137753075271918e-28,0.0,2.935738042180676e-30,0.0,8.577037866260014e-22,0.0,0.0,5.62988684062155e-19,0.0,0.0,1.2428241827879794e-17,0.0,0.0,8.383892387609536e-15,4.660869105353218e-67,0.0,0.0,1.4677136382762153e-15,6.915509307445947e-15,0.0,0.0,0.0,1.4838524573598462e-16,0.0,0.0,0.0,1.1366005988130457e-47,1.2282405488026357e-14,0.0,0.0,0.0,7.590568968830109e-15,2.537025242891051e-19,3.889038698175491e-15,1.2686342364136045e-16,8.731341755620602e-15,1.0741930122369964e-17,2.1165481528900895e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.11678878818261514,298.000000002033,1.2318236519125396,0.6535759801979653,0.0,0.09810796983376079,8.707683932935645e-19,0.049772413573273284,0.19854362674875503,1.457097897257265e-13,0.0,2.8340948596528397e-36,1.724321263979449e-15,4.2339857176108983e-29,2.5144201787494908e-26,9.645554702388495e-09,0.0,1.0860969785290499e-20,3.837322849384032e-14,0.0,4.888204147143373e-14,0.0,3.9616339214658675e-29,0.0,2.933891172949548e-20,0.0,0.0,3.3359761560798757e-47,2.726259131882434e-16,3.762498440082029e-35,0.0,0.0,2.294229623761804e-31,2.3825571223816304e-14,0.0,5.985915806246258e-14,6.571447534817286e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.4959818990162622e-14,0.0,0.0,6.219779863976356e-16,3.214480985926972e-14,2.983475657947126e-31,0.0,2.0923014149617367e-14,0.0,0.0,6.291559941828465e-23,9.09826659021795e-15,1.4707281059803264e-15,3.564100614326956e-15,0.0,6.246979604510582e-19,2.1201772660249864e-31,0.0,3.601473640132242e-20,0.0,3.477331398761626e-29,2.594376499826208e-30,5.121337835045446e-23,2.908276193517731e-20,1.1287320122600871e-14,3.985318679934773e-21,5.8461810875136255e-18,4.88524349592497e-28,0.0,1.2483136627571834e-16,2.644690837305996e-40,2.667732094542104e-15,8.938514340188182e-29,2.0488992097450975e-34,0.0,0.0,0.0,0.0,3.875796559174666e-14,0.0,1.1036355581941162e-25,9.536367596266948e-14,6.259478218234013e-30,0.0,7.619484576474966e-47,0.0,3.173039283068797e-33,5.327831288672477e-38,7.191652859363641e-16,5.740923562811486e-18,0.0,2.453721236098041e-14,1.0366478205103255e-31,0.0,2.3449353061663884e-36,0.0,2.772145920244114e-23,1.0041530080235684e-28,0.0,3.5616713838712353e-31,0.0,8.577038114541743e-22,0.0,0.0,5.636945804089578e-19,0.0,0.0,1.2428242090887513e-17,0.0,0.0,8.383892534707524e-15,1.8889572696249337e-67,0.0,0.0,1.4677136548254392e-15,6.915509442914901e-15,0.0,0.0,0.0,1.4838528593520335e-16,0.0,0.0,0.0,1.0753214973210501e-47,1.228240573346011e-14,0.0,0.0,0.0,7.580599709688263e-15,2.1211649681333411e-19,3.899049580384526e-15,1.2686342759643914e-16,8.73134190461791e-15,1.074193534121355e-17,2.116548007945535e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.1167888612278449,298.0000000372589,1.231822881472131,0.6535759358781799,0.0,0.0981079787720057,8.51730598931771e-19,0.049772410001323125,0.19854361987954824,2.254791335790344e-12,0.0,3.89871406312758e-43,1.7243214078133307e-15,2.366880317397034e-28,2.8098024716990486e-26,5.54653973778674e-08,0.0,1.0861040450552856e-20,3.7535083027791026e-14,0.0,5.809372151801181e-13,0.0,3.844923415881685e-29,0.0,2.8697448894346945e-20,0.0,6.3739220204673405e-34,2.146506908799873e-46,2.625118620643374e-15,1.3149844824639641e-41,7.455806175242746e-44,0.0,1.20724454968572e-33,2.38270647681236e-14,0.0,6.047632780749565e-14,6.572065099036537e-14,0.0,4.733915731712618e-30,0.0,0.0,0.0,0.0,2.2418486753231443e-13,0.0,0.0,6.402541384836242e-16,3.215101913892794e-14,3.3408180166383413e-31,0.0,2.0923896864672593e-14,0.0,0.0,3.188760884752785e-25,9.32946105094171e-15,1.5283777459894968e-15,3.568641493696804e-15,0.0,6.25277010547661e-19,2.1561903305027156e-31,6.174806605821485e-41,3.522730087970405e-20,0.0,3.477329877808e-29,2.594375365404385e-30,5.1214078056068917e-23,3.0222733372226853e-20,1.172975721008074e-14,4.141532692774587e-21,5.84618091155229e-18,4.885240758762529e-28,0.0,1.2483137854469227e-16,3.030483371380035e-40,2.6677443810248197e-15,8.938519343772856e-29,2.289596639454585e-34,0.0,0.0,0.0,0.0,3.87579700870177e-14,0.0,1.0793352554271205e-25,9.660032616113412e-14,7.523235128427059e-30,0.0,7.813102420134942e-47,0.0,3.6716823888708026e-33,5.327864001748552e-38,7.191653777752376e-16,6.300587165086244e-18,0.0,2.453665515735702e-14,1.0366480973685073e-31,0.0,2.3453866873370204e-36,0.0,2.771130619048182e-23,1.0061274346952066e-28,0.0,3.5616675737698206e-31,0.0,8.57703896951192e-22,0.0,0.0,5.640477051739188e-19,0.0,0.0,1.2428243461565115e-17,0.0,0.0,8.383893564284675e-15,1.852053977642177e-67,0.0,8.858697697585634e-47,1.467713946555296e-15,6.915510153071416e-15,0.0,0.0,0.0,1.4838533441100367e-16,0.0,0.0,0.0,1.0488335599783826e-47,1.2282407029758578e-14,0.0,0.0,0.0,7.579689669168329e-15,1.9321163792425232e-19,3.8999797043074085e-15,1.2686345163996192e-16,8.731342693821049e-15,1.0742100633545655e-17,2.1165390416277695e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.1167893966021043,298.0000008733274,1.231817234672454,0.6535756112072119,0.0,0.09810804425489365,8.893832824827088e-19,0.049772383781556115,0.1985435695297741,5.2811758325977814e-11,0.0,5.578733971912165e-50,1.7243225227455966e-15,1.7268075565496423e-27,2.826422200441134e-26,3.911540968649114e-07,0.0,1.0861152777656398e-20,3.9193860088858915e-14,0.0,1.357705994282027e-11,2.444569589251869e-13,3.7414195816742126e-29,0.0,2.996609750926887e-20,0.0,2.0422987465123824e-33,4.42533144212854e-45,7.342179930918539e-14,5.500900384150366e-48,7.561297937482823e-44,0.0,5.931886698177501e-34,2.388316085176354e-14,0.0,7.977930494727776e-14,6.592975481566544e-14,0.0,1.517155116144305e-29,0.0,0.0,0.0,0.0,5.251880903124838e-12,5.938800850583037e-16,6.906576355067399e-16,1.3465456613499013e-15,3.2339743991115066e-14,3.360752619249708e-31,0.0,2.0968638458919497e-14,0.0,0.0,1.6495564463101423e-27,9.574890151748235e-15,1.5891318332683295e-15,3.781849401725609e-15,0.0,6.568536222689333e-19,2.8756392183367757e-31,0.0,3.67843256268866e-20,0.0,3.4773190615885817e-29,2.5943673035716685e-30,5.121944749817685e-23,3.1423988719264545e-20,1.219597629375856e-14,4.306141361208338e-21,5.84618005331407e-18,4.885220925758286e-28,0.0,1.2483146437138172e-16,3.0304250187999943e-40,2.667758568169709e-15,8.938567768949465e-29,2.3031309625414846e-34,0.0,0.0,0.0,0.0,3.875800267879255e-14,0.0,1.1279880692837172e-25,9.805552342218815e-14,4.6533230872267554e-29,0.0,8.018642225005646e-47,0.0,4.140676299918311e-33,5.327921056786133e-38,7.19165976770289e-16,6.860240361774904e-18,0.0,2.453611350173184e-14,1.036654256535241e-31,0.0,2.3591425049150655e-36,0.0,2.7704645542615835e-23,1.0107655905474646e-28,0.0,3.5617096379397217e-31,0.0,8.577045151492595e-22,0.0,0.0,5.6440973468110865e-19,0.0,0.0,1.2428253488397505e-17,0.0,0.0,8.383917751109569e-15,1.7971149167731517e-67,0.0,8.999290551108072e-47,1.4677261980127602e-15,6.91551536303879e-15,0.0,0.0,0.0,1.4838656569936055e-16,0.0,0.0,0.0,1.0260800602539188e-47,1.2282416539180356e-14,0.0,0.0,0.0,7.579535780725043e-15,1.7600986822770139e-19,3.900159625622736e-15,1.2686397796183352e-16,8.73134848328778e-15,1.0751637456128319e-17,2.1167849328528608e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.11679006049077545,298.00000405282367,1.2318102324538767,0.6535752091931348,0.0,0.09810812535160097,1.1188046882172892e-18,0.04977235113692732,0.19854350708032562,2.469544469302914e-10,3.8999498090693034e-45,0.0,1.724324459515328e-15,4.4308725036915705e-27,2.906642600437675e-26,8.068994743394549e-07,0.0,1.0860966802187771e-20,4.927027419627136e-14,0.0,6.439659816301889e-11,1.5178852147071434e-12,3.760658009200265e-29,0.0,3.76962631767459e-20,0.0,2.4469295022123235e-33,2.988247597004458e-44,4.129623876715676e-13,4.8311342900714565e-48,8.068582658785128e-44,0.0,5.669665474700954e-31,2.4215709965799263e-14,0.0,1.759222518084019e-13,6.705582491450256e-14,0.0,1.8178366725329758e-29,0.0,0.0,0.0,0.0,2.4600757772857318e-11,2.4945404253182886e-14,5.246384267221689e-15,5.677614404818579e-15,3.325414089889556e-14,3.4578026725813923e-31,0.0,2.1312158465946262e-14,0.0,0.0,4.581456645492709e-29,9.668744712964711e-15,1.6106908674182663e-15,5.365640782097649e-15,0.0,9.288834352162797e-19,4.570148559065772e-31,1.6267823329596608e-41,4.62709134768461e-20,3.0517437958159317e-55,3.47730687771957e-29,2.594358243671091e-30,5.1229046804185693e-23,3.185015155702869e-20,1.236136191179101e-14,4.3645353463048745e-21,5.846180588731287e-18,4.885197710481587e-28,0.0,1.2483157245851396e-16,3.0304167579578406e-40,2.667764294648545e-15,8.93863120644389e-29,2.3684887979766954e-34,0.0,0.0,0.0,0.0,3.875804205549468e-14,0.0,1.423254690859717e-25,9.933986020939627e-14,2.3777871912259773e-28,0.0,8.097245503752046e-47,0.0,4.25851081359274e-33,5.32796679740976e-38,7.191667068963997e-16,7.00015861893556e-18,0.0,2.4535995863916247e-14,1.0366624217921713e-31,0.0,2.4258324790359963e-36,0.0,2.770326404505268e-23,1.012671939789165e-28,0.0,3.5618689356398516e-31,0.0,8.577053661821573e-22,0.0,0.0,5.645917735012072e-19,0.0,0.0,1.2428265873847641e-17,0.0,0.0,8.38411626885392e-15,1.778877783066361e-67,0.0,9.654696104857623e-47,1.4678365453068007e-15,6.915521919458023e-15,0.0,0.0,0.0,1.4839866689965636e-16,0.0,0.0,0.0,1.0204511307472791e-47,1.2282428361188347e-14,0.0,0.0,0.0,7.579525547345232e-15,1.7181653426116488e-19,3.900185012693622e-15,1.2686839820997474e-16,8.73135571585992e-15,1.0839166831769096e-17,2.1184369309129373e-16,0.0,0.0,0.0,0.0,1.8139071858849424e-17,0.0,0.0,0.0
0.05,0.11679177947670948,298.0000253061545,1.2317921022016591,0.653574171786252,0.0,0.09810833470024719,2.7296272128126057e-18,0.049772265903410634,0.1985433452813375,1.5562965918211992e-09,0.0,0.0,1.724337715787606e-15,2.4706572323568258e-26,4.0797231998362597e-26,1.8801863330570988e-06,0.0,1.0859939990896662e-20,1.2004795829158405e-13,0.0,4.128470764860269e-10,1.2719126007852595e-11,4.144482510915402e-29,0.0,9.19714635266826e-20,0.0,3.4683603291376775e-33,5.403312425795512e-43,3.222201452247272e-12,3.8070012320503094e-47,6.687212157654136e-43,1.0939741799559091e-15,2.311284440321681e-28,2.7569660033732337e-14,1.1375556331836691e-32,9.997929575017785e-13,7.743449869109189e-14,0.0,2.5686296494694395e-29,0.0,1.3728074727557602e-32,0.0,0.0,1.5535230529508416e-10,2.488776792733888e-13,5.0585421611435176e-14,5.077038336404897e-14,4.0891974309813876e-14,4.873040582263163e-31,0.0,2.5734915058916534e-14,6.073744379887698e-14,2.1048767706557382e-32,6.425488574052535e-29,9.9761194911669e-15,1.675803598564135e-15,2.5140048948199813e-14,3.734112851993514e-16,4.841778393403682e-18,1.7011791159041635e-30,0.0,1.1287978481533546e-19,4.098772627290329e-55,3.4772827972934275e-29,2.59434048003883e-30,5.1299243173851136e-23,3.313728551899633e-20,1.286082172944495e-14,4.540904155802868e-21,5.846191695258477e-18,4.885145940863314e-28,0.0,1.248318965647495e-16,3.0304392521816117e-40,2.6677743481051154e-15,8.938817496461045e-29,3.324343054801722e-34,0.0,0.0,0.0,0.0,3.875816064498477e-14,0.0,3.496095172251829e-25,1.082090853327695e-13,1.904078061682411e-27,0.0,8.354684573577346e-47,0.0,4.415957672445899e-33,5.328093272668296e-38,7.191685863253384e-16,7.140113966896117e-18,0.0,2.4535913411117646e-14,1.0366881734761957e-31,0.0,2.9829583389185054e-36,0.0,2.7702324335629493e-23,1.020550999263665e-28,0.0,3.5640866193884343e-31,0.0,8.577083177160035e-22,0.0,0.0,5.663423928433048e-19,0.0,0.0,1.24282981826876e-17,0.0,0.0,8.387385426357351e-15,1.7394102836843072e-67,0.0,2.7666583437485763e-45,1.4695749861009302e-15,6.915541139511402e-15,0.0,0.0,0.0,1.4861224882946028e-16,0.0,0.0,0.0,1.0140659806758008e-47,1.2282458995258302e-14,0.0,0.0,0.0,7.579537333198956e-15,1.677252912340236e-19,3.900205639462708e-15,1.2694365451331673e-16,8.731374525803641e-15,1.2177814002782575e-17,2.1362395850925973e-16,0.0,0.0,0.0,0.0,1.8371270237993865e-15,0.0,0.0,0.0
0.051000000000000004,0.11679625137598096,298.00016736274335,1.2317449393025206,0.6535714959381292,0.0,0.09810887514206178,1.3849246694531301e-17,0.04977203994231011,0.1985429235659835,1.0386943865183904e-08,6.43841232093441e-40,2.1371073988865186e-52,1.724498890101314e-15,3.073209810380071e-25,3.2295826179946567e-23,4.651031968461866e-06,0.0,1.0856414309912609e-20,6.088925212753935e-13,1.654845638708227e-14,2.802079981848744e-09,1.1124816601724797e-10,7.597242439744983e-29,8.123787520310231e-35,4.665918328290241e-19,8.622452117359002e-15,2.751780213647072e-32,2.1954687551414205e-41,2.6465221552058445e-11,2.041341865130922e-46,1.3239792821149594e-35,1.2310574308916112e-14,9.510852268082345e-26,6.139713222991348e-14,4.961899949328864e-31,8.059837366269217e-12,1.730939919999164e-13,4.5498720952861564e-30,1.9950164624528388e-28,0.0,6.363419275646252e-31,0.0,0.0,1.0389305537821628e-09,2.3081498756619302e-12,5.018104374729476e-13,5.20258743143373e-13,1.046910394182895e-13,3.871672440253226e-28,0.0,8.267759735291893e-14,7.791301035485237e-13,1.5006547230503827e-30,2.7618061031318285e-27,1.173291515939618e-14,2.0535967947800015e-15,2.720367077808511e-13,5.69652185566619e-15,6.112592731294827e-17,1.630672842175104e-29,3.5300544426840925e-41,5.726704425148599e-19,1.3518139419219847e-47,3.477269911679873e-29,2.594332218836429e-30,5.2265089529684347e-23,4.060634712309215e-20,1.5758994872388147e-14,5.564383435356949e-21,5.846285358104593e-18,4.885066870540179e-28,0.0,1.2483354821092162e-16,3.0308456446453574e-40,2.6677955868219173e-15,8.939460625907369e-29,2.6315444906182796e-31,0.0,0.0,0.0,0.0,3.8758729199076344e-14,4.557311608608533e-15,1.7803197425902936e-24,1.849917858843494e-13,1.9460741391617368e-26,7.941319701485843e-21,9.826155170605254e-47,0.0,5.003158583406836e-33,5.328552055326889e-38,7.19173431542012e-16,7.280648531136896e-18,0.0,2.4535921732924212e-14,1.0436640107558452e-31,7.357720347294417e-19,7.636716283437964e-36,2.6829893665807408e-21,2.770265000923855e-23,1.1053020494705446e-28,0.0,3.601339485691252e-31,0.0,8.577245112333653e-22,0.0,0.0,5.960076067577455e-19,0.0,0.0,1.2428391472160331e-17,0.0,0.0,8.44256210441558e-15,0.0,3.2892323308059126e-16,1.6300860479776892e-38,1.4971375585536073e-15,6.915641706638379e-15,0.0,8.22915339096919e-31,2.6702901270453036e-15,1.5241155944927664e-16,0.0,0.0,0.0,1.0026214519440015e-47,1.2282539806295889e-14,1.191916919542864e-16,0.0,0.0,7.579584337825994e-15,1.6373401984116947e-19,3.900235813432923e-15,1.2825720186916691e-16,8.73142477374894e-15,3.265241594699204e-17,2.3277876184668067e-16,0.0,0.0,0.0,0.0,2.2834495888907102e-14,0.0,0.0,0.0
0.052000000000000005,0.11680802483643812,298.00111666894236,1.231620787741008,0.6535646001195654,0.0,0.0981102706882738,9.134458607779818e-17,0.049771420004287054,0.1985418070225016,6.994621300781804e-08,4.651051974923211e-40,8.14515170903071e-52,1.7268667834497195e-15,5.137178618514449e-24,4.3639160986408153e-23,1.18047061085451e-05,0.0,1.084560188162728e-20,4.018442489253341e-12,1.7624796696134614e-13,1.9185079089557553e-08,9.779670204857379e-10,4.556460776982036e-28,2.6160619601218537e-33,3.07770505697413e-18,1.1087296808558167e-13,1.4615368962970243e-30,1.1869113613722565e-39,2.187802840757443e-10,2.0239824103045427e-45,5.816906220341922e-34,1.1291664476941005e-13,4.042199598947014e-24,4.0258954889793844e-13,2.771462946674494e-29,6.856219965441587e-11,1.0548143036524448e-12,2.4973021408198623e-28,1.1092943865410705e-26,4.9439200948661815e-28,3.596250929555638e-29,1.5112469646979038e-16,2.024412654691714e-27,7.010117945470554e-09,2.124583234023629e-11,4.992668163896448e-12,5.408556013732046e-12,6.376268606331568e-13,5.470214173876347e-28,1.0729253771575023e-16,8.158373112784199e-13,8.642830549860708e-12,1.0970658939156122e-28,1.694163816487079e-25,2.318502669221892e-14,4.799403165098403e-15,3.3548088388687796e-12,7.826632551471863e-14,8.707585736435603e-16,2.3876523450513914e-28,4.158030218593372e-40,3.776701998955624e-18,1.5182361175999e-45,3.477565947940753e-29,2.5945621256583722e-30,6.871542937493196e-23,9.489023379466054e-20,3.682166057239324e-14,1.3002976015961714e-20,5.846961415461042e-18,4.885227384771784e-28,0.0,1.2485251974533375e-16,3.0532143027354815e-40,2.6678457516573547e-15,8.942407984942437e-29,3.5556138352748055e-31,0.0,3.7995795957690316e-33,0.0,0.0,3.87638957850712e-14,8.203925834976134e-14,1.1752829704409948e-23,8.800984230972742e-13,3.8777488161593576e-25,2.4638763503210236e-19,1.9420993219594393e-46,1.5959722414055105e-30,1.1322540151991214e-32,5.330955769142445e-38,7.19185932300675e-16,7.431751654087953e-18,0.0,2.4536164327753816e-14,1.0468539142687849e-31,1.6338905833426817e-17,4.651086710699534e-35,6.590777765774582e-20,2.770791308684686e-23,3.189322426899096e-28,0.0,4.249220703092538e-31,0.0,8.578872665914758e-22,0.0,1.98327434698427e-17,1.1226417452303399e-18,0.0,0.0,1.2428885593280861e-17,0.0,0.0,9.377421987457114e-15,0.0,8.356255865109661e-15,7.1628814031961055e-37,1.934612764299889e-15,6.917031487504752e-15,4.0856583537779874e-33,5.447734880619844e-29,6.703726583207251e-14,2.200729467819857e-16,0.0,0.0,0.0,9.811825939138395e-48,1.228278881358981e-14,2.7134033982273046e-15,0.0,0.0,7.579714318925816e-15,1.5983998584653736e-19,3.900299041718113e-15,1.5126686236116774e-16,8.73158337892571e-15,3.458244182508963e-16,4.388622335527822e-16,0.0,0.0,0.0,0.0,2.652248638236513e-13,0.0,0.0,0.0
