cantera_index,sensitivity,cantera equation,cantera products,cantera reactants
0,0.5631579925908294,H + O2 <=> O + OH,"{'O': 1.0, 'OH': 1.0}","{'H': 1.0, 'O2': 1.0}"
38,0.16044013535680807,HCO + M <=> CO + H + M,"{'CO': 1.0, 'H': 1.0}",{'HCO': 1.0}
1524,-0.13374075986617404,BR + HCO <=> CO + HBR,"{'CO': 1.0, 'HBR': 1.0}","{'BR': 1.0, 'HCO': 1.0}"
30,0.09634657527604212,CO + OH <=> CO2 + H,"{'CO2': 1.0, 'H': 1.0}","{'CO': 1.0, 'OH': 1.0}"
11,-0.06638728904292815,H + O2 (+M) <=> HO2 (+M),{'HO2': 1.0},"{'H': 1.0, 'O2': 1.0}"
39,0.06568827844065016,H2O + HCO <=> CO + H + H2O,"{'CO': 1.0, 'H': 1.0, 'H2O': 1.0}","{'H2O': 1.0, 'HCO': 1.0}"
40,-0.047168813412096625,HCO + O2 <=> CO + HO2,"{'CO': 1.0, 'HO2': 1.0}","{'HCO': 1.0, 'O2': 1.0}"
72,0.04443124246952563,CH2* + O2 <=> CO + H + OH,"{'CO': 1.0, 'H': 1.0, 'OH': 1.0}","{'CH2*': 1.0, 'O2': 1.0}"
1457,-0.04424332508949297,H + HBR <=> BR + H2,"{'BR': 1.0, 'H2': 1.0}","{'H': 1.0, 'HBR': 1.0}"
58,0.038317058190399066,CH2 + O2 <=> HCO + OH,"{'HCO': 1.0, 'OH': 1.0}","{'CH2': 1.0, 'O2': 1.0}"
88,-0.03633412438076655,CH3 + O <=> CH2O + H,"{'CH2O': 1.0, 'H': 1.0}","{'CH3': 1.0, 'O': 1.0}"
154,0.03376726036302844,C2H3 (+M) <=> C2H2 + H (+M),"{'C2H2': 1.0, 'H': 1.0}",{'C2H3': 1.0}
59,0.03375562233662017,CH2 + O2 <=> CO2 + 2 H,"{'CO2': 1.0, 'H': 2.0}","{'CH2': 1.0, 'O2': 1.0}"
8,-0.03320410059094949,H + OH + M <=> H2O + M,{'H2O': 1.0},"{'H': 1.0, 'OH': 1.0}"
34,-0.032865939723925465,H + HCO <=> CO + H2,"{'CO': 1.0, 'H2': 1.0}","{'H': 1.0, 'HCO': 1.0}"
95,0.031936339919812484,CH3 + HO2 <=> CH3O + OH,"{'CH3O': 1.0, 'OH': 1.0}","{'CH3': 1.0, 'HO2': 1.0}"
1,0.03188385528828213,H2 + O <=> H + OH,"{'H': 1.0, 'OH': 1.0}","{'H2': 1.0, 'O': 1.0}"
1504,-0.030304557209483208,BROH (+M) <=> BR + OH (+M),"{'BR': 1.0, 'OH': 1.0}",{'BROH': 1.0}
87,-0.028359285847092762,CH3 + H (+M) <=> CH4 (+M),{'CH4': 1.0},"{'CH3': 1.0, 'H': 1.0}"
91,0.02310518595177103,CH3 + OH <=> CH2* + H2O,"{'CH2*': 1.0, 'H2O': 1.0}","{'CH3': 1.0, 'OH': 1.0}"
1475,-0.02291961894514668,BR + HO2 <=> HBR + O2,"{'HBR': 1.0, 'O2': 1.0}","{'BR': 1.0, 'HO2': 1.0}"
103,-0.022169565536197495,2 CH3 (+M) <=> C2H6 (+M),{'C2H6': 1.0},{'CH3': 2.0}
47,-0.021685519251356415,CH + H2 <=> CH2 + H,"{'CH2': 1.0, 'H': 1.0}","{'CH': 1.0, 'H2': 1.0}"
248,0.02148356677459347,C2H4 + H (+M) <=> C2H5 (+M),{'C2H5': 1.0},"{'C2H4': 1.0, 'H': 1.0}"
122,-0.01917894449325082,CH4 + H <=> CH3 + H2,"{'CH3': 1.0, 'H2': 1.0}","{'CH4': 1.0, 'H': 1.0}"
65,0.019156663417266767,CH2* + N2 <=> CH2 + N2,"{'CH2': 1.0, 'N2': 1.0}","{'CH2*': 1.0, 'N2': 1.0}"
49,0.018766437612730096,CH + O2 <=> HCO + O,"{'HCO': 1.0, 'O': 1.0}","{'CH': 1.0, 'O2': 1.0}"
124,-0.018431133839697987,CH4 + OH <=> CH3 + H2O,"{'CH3': 1.0, 'H2O': 1.0}","{'CH4': 1.0, 'OH': 1.0}"
9,-0.018333132381058704,H + O + M <=> OH + M,{'OH': 1.0},"{'H': 1.0, 'O': 1.0}"
3,0.015660326211882004,2 OH <=> H2O + O,"{'H2O': 1.0, 'O': 1.0}",{'OH': 2.0}
187,-0.013780945469547862,C2H3 + H <=> C2H2 + H2,"{'C2H2': 1.0, 'H2': 1.0}","{'C2H3': 1.0, 'H': 1.0}"
157,0.013769875824637363,C2H2 + O <=> H + HCCO,"{'H': 1.0, 'HCCO': 1.0}","{'C2H2': 1.0, 'O': 1.0}"
73,-0.013022336443714278,CH2* + O2 <=> CO + H2O,"{'CO': 1.0, 'H2O': 1.0}","{'CH2*': 1.0, 'O2': 1.0}"
1481,-0.011878714501978362,CH3BR <=> BR + CH3,"{'BR': 1.0, 'CH3': 1.0}",{'CH3BR': 1.0}
89,-0.011596498462213735,CH3 + OH (+M) <=> CH3OH (+M),{'CH3OH': 1.0},"{'CH3': 1.0, 'OH': 1.0}"
148,0.011425233382879143,HCCO + O2 <=> 2 CO + OH,"{'CO': 2.0, 'OH': 1.0}","{'HCCO': 1.0, 'O2': 1.0}"
22,-0.01114881152599051,HO2 + OH <=> H2O + O2,"{'H2O': 1.0, 'O2': 1.0}","{'HO2': 1.0, 'OH': 1.0}"
1532,-0.011006361761131036,BR + C2H3 <=> C2H3BR,{'C2H3BR': 1.0},"{'BR': 1.0, 'C2H3': 1.0}"
146,-0.010204784503413623,H + HCCO <=> CH2* + CO,"{'CH2*': 1.0, 'CO': 1.0}","{'H': 1.0, 'HCCO': 1.0}"
44,-0.010197291770411898,CH + H <=> C + H2,"{'C': 1.0, 'H2': 1.0}","{'CH': 1.0, 'H': 1.0}"
78,-0.010129846186220889,CH2* + CO2 <=> CH2O + CO,"{'CH2O': 1.0, 'CO': 1.0}","{'CH2*': 1.0, 'CO2': 1.0}"
31,0.00975175508539856,CO + OH <=> CO2 + H,"{'CO2': 1.0, 'H': 1.0}","{'CO': 1.0, 'OH': 1.0}"
1460,-0.009376463494517874,BR + H + M <=> HBR + M,{'HBR': 1.0},"{'BR': 1.0, 'H': 1.0}"
37,-0.00912409145062243,HCO + OH <=> CO + H2O,"{'CO': 1.0, 'H2O': 1.0}","{'HCO': 1.0, 'OH': 1.0}"
12,-0.009121074631054995,H2 + O2 <=> H + HO2,"{'H': 1.0, 'HO2': 1.0}","{'H2': 1.0, 'O2': 1.0}"
943,0.00909243983338482,CF + O2 <=> CF:O + O,"{'CF:O': 1.0, 'O': 1.0}","{'CF': 1.0, 'O2': 1.0}"
80,0.008752859899999481,CH2O + H (+M) <=> CH3O (+M),{'CH3O': 1.0},"{'CH2O': 1.0, 'H': 1.0}"
75,0.008667054128456253,CH2* + H2O <=> CH2 + H2O,"{'CH2': 1.0, 'H2O': 1.0}","{'CH2*': 1.0, 'H2O': 1.0}"
2,0.00796253522960864,H2 + OH <=> H + H2O,"{'H': 1.0, 'H2O': 1.0}","{'H2': 1.0, 'OH': 1.0}"
188,-0.00795145531935401,C2H3 + H <=> H2 + H2CC,"{'H2': 1.0, 'H2CC': 1.0}","{'C2H3': 1.0, 'H': 1.0}"
1500,-0.007661925094396577,BROH + H <=> BR + H2O,"{'BR': 1.0, 'H2O': 1.0}","{'BROH': 1.0, 'H': 1.0}"
1499,-0.0075444961307149444,BROH + H <=> HBR + OH,"{'HBR': 1.0, 'OH': 1.0}","{'BROH': 1.0, 'H': 1.0}"
79,0.007409864028650576,CH2O + H (+M) <=> CH2OH (+M),{'CH2OH': 1.0},"{'CH2O': 1.0, 'H': 1.0}"
123,0.007140581227087455,CH4 + O <=> CH3 + OH,"{'CH3': 1.0, 'OH': 1.0}","{'CH4': 1.0, 'O': 1.0}"
28,-0.0069393404078387155,H2O2 + OH <=> H2O + HO2,"{'H2O': 1.0, 'HO2': 1.0}","{'H2O2': 1.0, 'OH': 1.0}"
194,0.006828956669981253,C2H3 + O2 <=> CH2O + HCO,"{'CH2O': 1.0, 'HCO': 1.0}","{'C2H3': 1.0, 'O2': 1.0}"
117,0.0067942966144251505,CH2OH + H <=> CH3 + OH,"{'CH3': 1.0, 'OH': 1.0}","{'CH2OH': 1.0, 'H': 1.0}"
105,-0.006687716965911942,CH3 + HCCO <=> C2H4 + CO,"{'C2H4': 1.0, 'CO': 1.0}","{'CH3': 1.0, 'HCCO': 1.0}"
1027,-0.006655024616834288,CF3 + CH3 <=> CH2:CF2 + HF,"{'CH2:CF2': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'CH3': 1.0}"
101,-0.006632266403945599,CH2 + CH3 <=> C2H4 + H,"{'C2H4': 1.0, 'H': 1.0}","{'CH2': 1.0, 'CH3': 1.0}"
1479,0.006506896962613735,BR + CH2O <=> HBR + HCO,"{'HBR': 1.0, 'HCO': 1.0}","{'BR': 1.0, 'CH2O': 1.0}"
15,0.00649168574174858,H + HO2 <=> 2 OH,{'OH': 2.0},"{'H': 1.0, 'HO2': 1.0}"
104,0.006029393155809627,2 CH3 <=> C2H5 + H,"{'C2H5': 1.0, 'H': 1.0}",{'CH3': 2.0}
1467,0.005878017237894678,CH3 + HBR <=> BR + CH4,"{'BR': 1.0, 'CH4': 1.0}","{'CH3': 1.0, 'HBR': 1.0}"
92,0.005865435264503343,CH3 + O2 <=> CH3O + O,"{'CH3O': 1.0, 'O': 1.0}","{'CH3': 1.0, 'O2': 1.0}"
828,0.005830823792892056,CO + F + M <=> CF:O + M,{'CF:O': 1.0},"{'CO': 1.0, 'F': 1.0}"
121,-0.005641917155076206,CH2OH + O2 <=> CH2O + HO2,"{'CH2O': 1.0, 'HO2': 1.0}","{'CH2OH': 1.0, 'O2': 1.0}"
827,-0.005396269655724494,CH + HF <=> CF + H2,"{'CF': 1.0, 'H2': 1.0}","{'CH': 1.0, 'HF': 1.0}"
1476,-0.005318884643671163,HBR + OH <=> BR + H2O,"{'BR': 1.0, 'H2O': 1.0}","{'HBR': 1.0, 'OH': 1.0}"
947,-0.005197502490229206,CF + OH <=> CO + HF,"{'CO': 1.0, 'HF': 1.0}","{'CF': 1.0, 'OH': 1.0}"
29,-0.005130394280091918,CO + O (+M) <=> CO2 (+M),{'CO2': 1.0},"{'CO': 1.0, 'O': 1.0}"
193,0.005071782961690452,C2H3 + O2 <=> CH2CHO + O,"{'CH2CHO': 1.0, 'O': 1.0}","{'C2H3': 1.0, 'O2': 1.0}"
1459,-0.004905653681883888,2 BR + M <=> BR2 + M,{'BR2': 1.0},{'BR': 2.0}
250,0.004808954046283857,C2H4 + O <=> C2H3 + OH,"{'C2H3': 1.0, 'OH': 1.0}","{'C2H4': 1.0, 'O': 1.0}"
1564,-0.0044806327850197775,BTP + H <=> CF3CBRCH + H2,"{'CF3CBRCH': 1.0, 'H2': 1.0}","{'BTP': 1.0, 'H': 1.0}"
1461,-0.004454923784934207,CH3BR + H <=> CH3 + HBR,"{'CH3': 1.0, 'HBR': 1.0}","{'CH3BR': 1.0, 'H': 1.0}"
152,0.004375743393929488,HCCO + OH <=> C2O + H2O,"{'C2O': 1.0, 'H2O': 1.0}","{'HCCO': 1.0, 'OH': 1.0}"
48,-0.00424810059097563,CH + H2O <=> CH2O + H,"{'CH2O': 1.0, 'H': 1.0}","{'CH': 1.0, 'H2O': 1.0}"
1312,0.003947019761760203,CH2:CHF + F <=> CH2:CF2 + H,"{'CH2:CF2': 1.0, 'H': 1.0}","{'CH2:CHF': 1.0, 'F': 1.0}"
1487,0.00394338104417382,BRO + OH <=> BR + HO2,"{'BR': 1.0, 'HO2': 1.0}","{'BRO': 1.0, 'OH': 1.0}"
1539,-0.0038823809614266813,BR + CH3O <=> CH2O + HBR,"{'CH2O': 1.0, 'HBR': 1.0}","{'BR': 1.0, 'CH3O': 1.0}"
81,-0.003789271824811334,CH2O + H <=> H2 + HCO,"{'H2': 1.0, 'HCO': 1.0}","{'CH2O': 1.0, 'H': 1.0}"
13,-0.003705427799976576,2 OH (+M) <=> H2O2 (+M),{'H2O2': 1.0},{'OH': 2.0}
253,0.003569336720075112,C2H4 + OH <=> C2H3 + H2O,"{'C2H3': 1.0, 'H2O': 1.0}","{'C2H4': 1.0, 'OH': 1.0}"
860,0.0035305184179458327,CF3 + H <=> CF2 + HF,"{'CF2': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'H': 1.0}"
191,-0.003486544121035161,C2H3 + OH <=> C2H2 + H2O,"{'C2H2': 1.0, 'H2O': 1.0}","{'C2H3': 1.0, 'OH': 1.0}"
55,-0.003460318879674724,CH2 + OH <=> CH2O + H,"{'CH2O': 1.0, 'H': 1.0}","{'CH2': 1.0, 'OH': 1.0}"
