cantera_index,sensitivity,cantera equation,cantera products,cantera reactants
0,0.6578249146264209,H(9) + O2(4) <=> O(10) + OH(2),"{'O(10)': 1.0, 'OH(2)': 1.0}","{'H(9)': 1.0, 'O2(4)': 1.0}"
35,0.19344382110036795,HCO(18) + M <=> CO(16) + H(9) + M,"{'CO(16)': 1.0, 'H(9)': 1.0}",{'HCO(18)': 1.0}
762,-0.1532390057456065,BR(91) + HCO(18) <=> CO(16) + HBR(93),"{'CO(16)': 1.0, 'HBR(93)': 1.0}","{'BR(91)': 1.0, 'HCO(18)': 1.0}"
247,-0.1346294818090943,CH3(20) + H(9) <=> CH4(3),{'CH4(3)': 1.0},"{'CH3(20)': 1.0, 'H(9)': 1.0}"
999,0.1164343215816047,CH2(T)(19) + O2(4) <=> CHO2(230) + H(9),"{'CHO2(230)': 1.0, 'H(9)': 1.0}","{'CH2(T)(19)': 1.0, 'O2(4)': 1.0}"
1325,0.10073049845123068,C2H2(24) + CH3(20) <=> C#CC(8822) + H(9),"{'C#CC(8822)': 1.0, 'H(9)': 1.0}","{'C2H2(24)': 1.0, 'CH3(20)': 1.0}"
119,0.08541198104663135,CH2OH(34) + H(9) <=> CH3(20) + OH(2),"{'CH3(20)': 1.0, 'OH(2)': 1.0}","{'CH2OH(34)': 1.0, 'H(9)': 1.0}"
359,-0.0854054467267586,H(9) + O2(4) <=> HO2(14),{'HO2(14)': 1.0},"{'H(9)': 1.0, 'O2(4)': 1.0}"
1287,-0.07551483147348195,C3H3(6704) + HBR(93) <=> BR(91) + C#CC(8822),"{'BR(91)': 1.0, 'C#CC(8822)': 1.0}","{'C3H3(6704)': 1.0, 'HBR(93)': 1.0}"
93,-0.07099832461352627,CH3(20) + O(10) <=> CH2O(21) + H(9),"{'CH2O(21)': 1.0, 'H(9)': 1.0}","{'CH3(20)': 1.0, 'O(10)': 1.0}"
414,-0.06998854564197592,BROH(8) (+M) <=> BR(91) + OH(2) (+M),"{'BR(91)': 1.0, 'OH(2)': 1.0}",{'BROH(8)': 1.0}
563,-0.057987602963079365,CBr(425) <=> BR(91) + CH3(20),"{'BR(91)': 1.0, 'CH3(20)': 1.0}",{'CBr(425)': 1.0}
1289,-0.05308202209510726,C3H3(6704) + H(9) <=> C#CC(8822),{'C#CC(8822)': 1.0},"{'C3H3(6704)': 1.0, 'H(9)': 1.0}"
106,0.047680700359805754,2 CH3(20) <=> C2H5(33) + H(9),"{'C2H5(33)': 1.0, 'H(9)': 1.0}",{'CH3(20)': 2.0}
369,-0.045461452434202375,CH3(20) + OH(2) <=> CH3OH(27),{'CH3OH(27)': 1.0},"{'CH3(20)': 1.0, 'OH(2)': 1.0}"
384,0.04473021625908069,CH2O(21) + H(9) <=> CH2OH(34),{'CH2OH(34)': 1.0},"{'CH2O(21)': 1.0, 'H(9)': 1.0}"
32,0.04192329140527407,CO(16) + OH(2) <=> CO2(17) + H(9),"{'CO2(17)': 1.0, 'H(9)': 1.0}","{'CO(16)': 1.0, 'OH(2)': 1.0}"
1235,-0.04000223580311164,CF3CCH(85) + CH3(20) <=> C#CC(8822) + CF3(46),"{'C#CC(8822)': 1.0, 'CF3(46)': 1.0}","{'CF3CCH(85)': 1.0, 'CH3(20)': 1.0}"
165,0.037252768092323515,C2H2(24) + O(10) <=> H(9) + HCCO(22),"{'H(9)': 1.0, 'HCCO(22)': 1.0}","{'C2H2(24)': 1.0, 'O(10)': 1.0}"
96,0.0370074800514966,CH3(20) + OH(2) <=> CH2(S)(26) + H2O(5),"{'CH2(S)(26)': 1.0, 'H2O(5)': 1.0}","{'CH3(20)': 1.0, 'OH(2)': 1.0}"
95,0.0342156848087664,CH3(20) + OH(2) <=> CH2(T)(19) + H2O(5),"{'CH2(T)(19)': 1.0, 'H2O(5)': 1.0}","{'CH3(20)': 1.0, 'OH(2)': 1.0}"
1079,0.02970963746093139,CF3CCH(85) + H(9) <=> C2H2(24) + CF3(46),"{'C2H2(24)': 1.0, 'CF3(46)': 1.0}","{'CF3CCH(85)': 1.0, 'H(9)': 1.0}"
46,-0.026725647350842284,CH(7) + H2(11) <=> CH2(T)(19) + H(9),"{'CH2(T)(19)': 1.0, 'H(9)': 1.0}","{'CH(7)': 1.0, 'H2(11)': 1.0}"
123,-0.026569896587935994,CH2OH(34) + O2(4) <=> CH2O(21) + HO2(14),"{'CH2O(21)': 1.0, 'HO2(14)': 1.0}","{'CH2OH(34)': 1.0, 'O2(4)': 1.0}"
720,-0.02481784230570256,H(9) + HBR(93) <=> BR(91) + H2(11),"{'BR(91)': 1.0, 'H2(11)': 1.0}","{'H(9)': 1.0, 'HBR(93)': 1.0}"
69,0.023686200740472584,CH2(S)(26) + N2 <=> CH2(T)(19) + N2,"{'CH2(T)(19)': 1.0, 'N2': 1.0}","{'CH2(S)(26)': 1.0, 'N2': 1.0}"
515,0.023504271001023327,O2(4) + S(127) <=> O(10) + S(1329),"{'O(10)': 1.0, 'S(1329)': 1.0}","{'O2(4)': 1.0, 'S(127)': 1.0}"
75,0.023282333494907135,CH2(S)(26) + H2(11) <=> CH3(20) + H(9),"{'CH3(20)': 1.0, 'H(9)': 1.0}","{'CH2(S)(26)': 1.0, 'H2(11)': 1.0}"
660,0.022451555921211813,BR(91) + CH3(20) <=> CH2(T)(19) + HBR(93),"{'CH2(T)(19)': 1.0, 'HBR(93)': 1.0}","{'BR(91)': 1.0, 'CH3(20)': 1.0}"
761,-0.02228140829881418,BROH(8) + H(9) <=> HBR(93) + OH(2),"{'HBR(93)': 1.0, 'OH(2)': 1.0}","{'BROH(8)': 1.0, 'H(9)': 1.0}"
56,-0.019533997992412584,CH2(T)(19) + OH(2) <=> CH2O(21) + H(9),"{'CH2O(21)': 1.0, 'H(9)': 1.0}","{'CH2(T)(19)': 1.0, 'OH(2)': 1.0}"
415,-0.019084041394939806,BR(91) + HO2(14) <=> HBR(93) + O2(4),"{'HBR(93)': 1.0, 'O2(4)': 1.0}","{'BR(91)': 1.0, 'HO2(14)': 1.0}"
917,0.017832450762403574,CH3(20) + S(140) <=> CH3F(40) + S(1362),"{'CH3F(40)': 1.0, 'S(1362)': 1.0}","{'CH3(20)': 1.0, 'S(140)': 1.0}"
647,0.017108220483353108,2-BTP(1) + H(9) <=> S(140),{'S(140)': 1.0},"{'2-BTP(1)': 1.0, 'H(9)': 1.0}"
539,-0.016911794316030303,CH4(3) + S(130) <=> 2-BTP(1) + CH3(20),"{'2-BTP(1)': 1.0, 'CH3(20)': 1.0}","{'CH4(3)': 1.0, 'S(130)': 1.0}"
413,-0.016909350700863076,BR(91) + H(9) + M <=> HBR(93) + M,{'HBR(93)': 1.0},"{'BR(91)': 1.0, 'H(9)': 1.0}"
534,-0.016699374141952533,2-BTP(1) + H(9) <=> H2(11) + S(130),"{'H2(11)': 1.0, 'S(130)': 1.0}","{'2-BTP(1)': 1.0, 'H(9)': 1.0}"
513,-0.015815842986816656,CF3CCH(85) + H(9) <=> S(127),{'S(127)': 1.0},"{'CF3CCH(85)': 1.0, 'H(9)': 1.0}"
1295,-0.015805413134874446,C#CC(8822) + OH(2) <=> C3H3(6704) + H2O(5),"{'C3H3(6704)': 1.0, 'H2O(5)': 1.0}","{'C#CC(8822)': 1.0, 'OH(2)': 1.0}"
1116,0.015715962874835784,CH2Br(969) + S(140) <=> FCBr(2959) + S(1362),"{'FCBr(2959)': 1.0, 'S(1362)': 1.0}","{'CH2Br(969)': 1.0, 'S(140)': 1.0}"
382,0.015700086776302354,C2H4(31) + H(9) <=> C2H5(33),{'C2H5(33)': 1.0},"{'C2H4(31)': 1.0, 'H(9)': 1.0}"
39,-0.015409050081048675,HCO(18) + OH(2) <=> CO(16) + H2O(5),"{'CO(16)': 1.0, 'H2O(5)': 1.0}","{'HCO(18)': 1.0, 'OH(2)': 1.0}"
97,-0.015408984861618201,CH3(20) + OH(2) <=> CH2O(21) + H2(11),"{'CH2O(21)': 1.0, 'H2(11)': 1.0}","{'CH3(20)': 1.0, 'OH(2)': 1.0}"
36,-0.014618846251350522,H(9) + HCO(18) <=> CO(16) + H2(11),"{'CO(16)': 1.0, 'H2(11)': 1.0}","{'H(9)': 1.0, 'HCO(18)': 1.0}"
376,0.014061454922594923,C2H2(24) + H(9) <=> C2H3(30),{'C2H3(30)': 1.0},"{'C2H2(24)': 1.0, 'H(9)': 1.0}"
99,0.014055018341760908,CH3(20) + HO2(14) <=> CH3O(28) + OH(2),"{'CH3O(28)': 1.0, 'OH(2)': 1.0}","{'CH3(20)': 1.0, 'HO2(14)': 1.0}"
559,0.013974607494779197,CBr(425) + S(127) <=> 2-BTP(1) + CH3(20),"{'2-BTP(1)': 1.0, 'CH3(20)': 1.0}","{'CBr(425)': 1.0, 'S(127)': 1.0}"
125,-0.013425098263336026,CH4(3) + H(9) <=> CH3(20) + H2(11),"{'CH3(20)': 1.0, 'H2(11)': 1.0}","{'CH4(3)': 1.0, 'H(9)': 1.0}"
1163,0.013365094001351729,CHF2(83) + O2(4) <=> CF2O(50) + OH(2),"{'CF2O(50)': 1.0, 'OH(2)': 1.0}","{'CHF2(83)': 1.0, 'O2(4)': 1.0}"
166,0.01331696625389853,C2H2(24) + O(10) <=> CH2(T)(19) + CO(16),"{'CH2(T)(19)': 1.0, 'CO(16)': 1.0}","{'C2H2(24)': 1.0, 'O(10)': 1.0}"
12,-0.013063751897510292,H2O(5) + M <=> H(9) + OH(2) + M,"{'H(9)': 1.0, 'OH(2)': 1.0}",{'H2O(5)': 1.0}
1298,-0.013047991273160548,C3H3(6704) + H2(11) <=> C#CC(8822) + H(9),"{'C#CC(8822)': 1.0, 'H(9)': 1.0}","{'C3H3(6704)': 1.0, 'H2(11)': 1.0}"
94,0.012710221824951665,CH3(20) + O(10) <=> CO(16) + H(9) + H2(11),"{'CO(16)': 1.0, 'H(9)': 1.0, 'H2(11)': 1.0}","{'CH3(20)': 1.0, 'O(10)': 1.0}"
595,-0.011178749760314301,CBr(425) + H(9) <=> CH3(20) + HBR(93),"{'CH3(20)': 1.0, 'HBR(93)': 1.0}","{'CBr(425)': 1.0, 'H(9)': 1.0}"
13,-0.011000300514977758,2 H2O(5) <=> H(9) + H2O(5) + OH(2),"{'H(9)': 1.0, 'H2O(5)': 1.0, 'OH(2)': 1.0}",{'H2O(5)': 2.0}
82,-0.010942967002019842,CH2(S)(26) + CO2(17) <=> CH2O(21) + CO(16),"{'CH2O(21)': 1.0, 'CO(16)': 1.0}","{'CH2(S)(26)': 1.0, 'CO2(17)': 1.0}"
806,-0.010816611439639875,CH2Br(969) + H(9) <=> BR(91) + CH3(20),"{'BR(91)': 1.0, 'CH3(20)': 1.0}","{'CH2Br(969)': 1.0, 'H(9)': 1.0}"
644,-0.010499202030544401,BR(91) + S(140) <=> 2-BTP(1) + HBR(93),"{'2-BTP(1)': 1.0, 'HBR(93)': 1.0}","{'BR(91)': 1.0, 'S(140)': 1.0}"
626,0.010183640046914692,CHF3(43) + M <=> CF2(44) + HF(39) + M,"{'CF2(44)': 1.0, 'HF(39)': 1.0}",{'CHF3(43)': 1.0}
